,Concept_ID,hi,sk
96,Schlaf::N,नींद,spánok
97,Schlaf::N,निद्रा,spánok
98,Traum::N,सपना,sen
99,Traum::N,स्वप्न,sen
100,Himmel::N,आकाश,nebo
101,Himmel::N,आसमान,nebo
102,Sonne::N,रवि,slnko
103,Sonne::N,सूरज,slnko
104,Sonne::N,सूर्य,slnko
105,Mond::N,चाँद,mesiac
106,Mond::N,चंद्र,mesiac
107,Stern::N,तारा,hviezda
108,Stern::N,सितारा,hviezda
109,Luft::N,हवा,vzduch
110,Luft::N,वायु,vzduch
111,Wind::N,पाद,vietor
112,Welle::N,लहर,vlna
113,Welle::N,तरंग,vlna
114,Wasser::N,जल,voda
115,Wasser::N,पानी,voda
116,Stein::N,पत्थर,kameň
117,Boden::N,मिट्टी,zem
118,Boden::N,मिट्टी,pôda
119,Erde::N,भूमि,zem
120,Erde::N,ज़मीन,zem
121,Staub::N,धूल,prach
122,Rauch::N,धूआँ,dym
123,Rauch::N,धुम्र,dym
124,Funke::N,चिनगारी,iskra
125,Funke::N,स्फुलिंग,iskra
126,Feuer::N,आग,oheň
127,Feuer::N,आतिश,oheň
128,Feuer::N,अग्नि,oheň
129,Licht::N,रोशनी,svetlo
130,Licht::N,प्रकाश,svetlo
131,Schatten::N,छाया,tieň
132,Schatten::N,परछाई,tieň
133,Wetter::N,ऋतु,počasie
134,Wetter::N,मौसम,počasie
135,Nebel::N,धुँध,hmla
136,Nebel::N,कुहरा,hmla
137,Wolke::N,मेघ,oblak
138,Wolke::N,मेघ,mračno
139,Wolke::N,अभ्र,oblak
140,Wolke::N,अभ्र,mračno
141,Regen::N,मेंह,dážď
142,Regen::N,बारिश,dážď
143,Schnee::N,हिम,sneh
144,Schnee::N,बर्फ़,sneh
145,Eis::N,हिम,ľad
146,Eis::N,बर्फ़,ľad
147,Frost::N,ठंड,mráz
148,Kälte::N,सर्दी,zima
149,Kälte::N,सर्दी,chlad
150,Kälte::N,शीतलता,zima
151,Kälte::N,शीतलता,chlad
152,Hitze::N,ताप,horúčava
153,Hitze::N,गरमी,horúčava
154,Raureif::N,पाला,srieň
155,Raureif::N,पाला,inovať
156,Regenbogen::N,इंद्र-धनुष,dúha
157,Donner::N,गरज,hrom
158,Donner::N,मेघ-गर्जन,hrom
159,Strömung::N,बहाव,prúdenie
160,Strömung::N,प्रवाह,prúdenie
161,Tropfen::N,बूँद,kvapka
162,Schaum::N,झाग,pena
163,Schmutz::N,गंद,špina
164,Schmutz::N,गंद,nečistota
165,Schmutz::N,कीचड़,špina
166,Schmutz::N,कीचड़,nečistota
167,See::N,झील,jazero
168,See::N,सरोवर,jazero
169,Sumpf::N,दलदल,bahno
170,Sumpf::N,धँसान,bahno
171,Moor::N,झाबर,močiar
172,Moor::N,धँसान,močiar
173,Wiese::N,घास-स्थल,lúka
174,Wald::N,जंगल,les
175,Wald::N,जंगल,hora
176,Hügel::N,टीला,vŕšok
177,Hügel::N,पहाड़,vŕšok
178,Anhöhe::N,टीला,výšina
179,Anhöhe::N,टीला,vyvýšenina
180,Anhöhe::N,पहाड़ी,výšina
181,Anhöhe::N,पहाड़ी,vyvýšenina
182,Berg::N,पहाड़,hora
183,Gipfel::N,शिखर,vrchol
184,Höhle::N,गुहा,jaskyňa
185,Höhle::N,गुफ़ा,jaskyňa
186,Abhang::N,ढाल,úbočie
187,Abhang::N,ढलान,úbočie
188,Quelle::N,चश्मा,prameň
189,Bach::N,सोता,potok
190,Bach::N,नदिका,potok
191,Fluss::N,नदी,rieka
192,Fluss::N,सरिता,rieka
193,Ufer::N,तट,breh
194,Ufer::N,किनारा,breh
195,Küste::N,समुद्र-तट,pobrežie
196,Festland::N,महाद्वीप,pevnina
197,Meer::N,सागर,more
198,Meer::N,समुद्र,more
199,Bucht::N,खाड़ी,záliv
200,Bucht::N,खाड़ी,zátoka
201,Insel::N,टापू,ostrov
202,Insel::N,द्वीप,ostrov
203,Blume::N,फूल,kvet
204,Blume::N,फूल,kvetina
205,Blume::N,पुष्प,kvet
206,Blume::N,पुष्प,kvetina
207,Gras::N,घास,tráva
208,Wurzel::N,मूल,koreň
209,Baum::N,पेड़,strom
210,Baum::N,वृक्ष,strom
211,Stamm::N,धड़,kmeň
212,Rinde::N,छाल,kôra
213,Rinde::N,वल्कल,kôra
214,Ast::N,डाल,konár
215,Ast::N,शाखा,konár
216,Zweig::N,टहनी,vetva
217,Blatt::N,पत्र,list
218,Blatt::N,पत्ता,list
219,Birke::N,भूर्ज,breza
220,Kiefer[Baum]::N,पाइन-वृक्ष,sosna
221,Kiefer[Baum]::N,पाइन-वृक्ष,borovica
222,Weide[Baum]::N,बेंत,vŕba
223,Tanne::N,फ़र,jedľa
224,Horn::N,सींग,roh
225,Horn::N,विषाण,roh
226,Feder::N,पर,pero
227,Feder::N,पंख,pero
228,Fell::N,खाल,koža
229,Fell::N,खाल,kožušina
230,Fell::N,पशु-चर्म,koža
231,Fell::N,पशु-चर्म,kožušina
232,Flügel::N,पंख,krídlo
233,Flügel::N,डैना,krídlo
234,Klaue::N,पंजा,paznecht
235,Kralle::N,पंजा,pazúr
236,Kralle::N,नाख़ून,pazúr
237,Schwanz::N,पूँछ,chvost
238,Ei::N,अंडा,vajce
239,Ei::N,अंडा,vajíčko
240,Nest::N,नीड़,hniezdo
241,Nest::N,घोंसला,hniezdo
242,Bau::N,बिल,nora
243,Bau::N,माँद,nora
244,Tier::N,पशु,zviera
245,Tier::N,जानवर,zviera
246,Herde::N,गल्ला,stádo
247,Kuh::N,गौ,krava
248,Kuh::N,गाय,krava
249,Bulle::N,साँड़,býk
250,Pferd::N,अश्व,kôň
251,Pferd::N,घोड़ा,kôň
252,Schaf::N,भेड़,ovca
253,Schwein::N,शूकर,sviňa
254,Hund::N,श्वान,pes
255,Hund::N,कुत्ता,pes
256,Katze::N,बिल्ली,mačka
257,Bär::N,रीछ,medveď
258,Bär::N,भालू,medveď
259,Eichhörnchen::N,गिलहरी,veverička
260,Elch::N,एल्क,los
261,Fuchs::N,लोमड़ी,líška
262,Hase::N,खरहा,zajac
263,Hase::N,ख़रगोश,zajac
264,Maus::N,मूष,myš
265,Maus::N,चूहा,myš
266,Wolf::N,वृक,vlk
267,Wolf::N,भेड़िया,vlk
268,Vogel::N,पक्षी,vták
269,Vogel::N,चिड़िया,vták
270,Schwarm::N,झुंड,roj
271,Huhn::N,मुर्ग़ी,kurča
272,Huhn::N,मुर्ग़ी,sliepka
273,Hahn::N,मुर्ग़ा,kohút
274,Gans::N,हंस,hus
275,Gans::N,हंसिनी,hus
276,Adler::N,उक़ाब,orol
277,Ente::N,बतख़,kačka
278,Ente::N,बतख़,kačica
279,Ente::N,बत्तक,kačka
280,Ente::N,बत्तक,kačica
281,Eule::N,उल्लू,sova
282,Kranich::N,सारस,žeriav
283,Kranich::N,क्रौंंच,žeriav
284,Krähe::N,काक,vrana
285,Kuckuck::N,कोयल,kukučka
286,Kuckuck::N,कोकिल,kukučka
287,Schwan::N,हंस,labuť
288,Schwan::N,मराल,labuť
289,Fisch::N,मछली,ryba
290,Fisch::N,मत्स्य,ryba
291,Barsch::N,पर्च,ostriež
292,Hecht::N,पाइक,šťuka
293,Schlange[Tier]::N,सर्प,had
294,Wurm::N,कृमि,červ
295,Wurm::N,कीड़ा,červ
296,Spinne::N,लूता,pavúk
297,Spinne::N,मकड़ी,pavúk
298,Ameise::N,चींटी,mravec
299,Laus::N,जूँ,voš
300,Mücke::N,डाँस,komár
301,Fliege::N,मक्खी,mucha
302,Fliege::N,मक्षिका,mucha
303,Schmetterling::N,तितली,motýľ
304,Beere::N,बेरी,bobuľa
305,Apfel::N,सेब,jablko
306,Pilz::N,खुंबी,hríb
307,Zwiebel::N,प्याज़,cibuľa
308,Saat::N,बीज,osivo
309,Korn::N,दाना,zrno
310,Heu::N,मूखी घास,seno
311,Schale::N,बकला,šupa
312,Schale::N,बकला,škrupina
313,Schale::N,छिलका,šupa
314,Schale::N,छिलका,škrupina
315,Grube::N,गड्ढा,jama
316,Falle::N,जाल,pasca
317,Falle::N,जाल,klepec
318,Falle::N,फँदा,pasca
319,Falle::N,फँदा,klepec
320,Schlinge::N,फँदा,slučka
321,Spur::N,सुराग़,stopa
322,Spur::N,पद-चिह्न,stopa
323,Asche::N,राख,popol
324,Dreck::N,मैल,kal
325,Dreck::N,मैल,blato
326,Dreck::N,गंदगी,kal
327,Dreck::N,गंदगी,blato
328,Eisen::N,लोहा,železo
329,Gold::N,सोना,zlato
330,Gold::N,स्वर्ण,zlato
331,Silber::N,रजत,striebro
332,Silber::N,चाँदी,striebro
333,Kohle::N,कोयला,uhlie
334,Glas::N,काँच,sklo
335,Lehm::N,चिकनी मिट्टी,íl
336,Lehm::N,चिकनी मिट्टी,hlina
337,Sand::N,रेत,piesok
338,Sand::N,बालू,piesok
339,Mensch::N,मानव,človek
340,Mensch::N,इनसान,človek
341,Mensch::N,मनुष्य,človek
342,Mann::N,आदमी,muž
343,Mann::N,आदमी,chlap
344,Mann::N,पुरुष,muž
345,Mann::N,पुरुष,chlap
346,Frau::N,औरत,žena
347,Frau::N,महिला,žena
348,Frau::N,स्त्री,žena
349,Kind::N,बाल,dieťa
350,Kind::N,बच्चा,dieťa
351,Junge::N,लड़का,chlapec
352,Mädchen::N,लड़की,dievka
353,Mädchen::N,कुमारी,dievka
354,Familie::N,परिवार,rodina
355,Großvater::N,दादा,dedo
356,Großvater::N,दादा,starý otec
357,Großmutter::N,नानी,babička
358,Großmutter::N,नानी,stará mať
359,Eltern::N,माँ-बाप,rodičia
360,Eltern::N,माता-पिता,rodičia
361,Vater::N,बाप,otec
362,Vater::N,पिता,otec
363,Mutter::N,माँ,mať
364,Mutter::N,माँ,matka
365,Mutter::N,माता,mať
366,Mutter::N,माता,matka
367,Sohn::N,बेटा,syn
368,Sohn::N,पुत्र,syn
369,Tochter::N,बेटी,dcéra
370,Tochter::N,पुत्री,dcéra
371,Bruder::N,भाई,brat
372,Bruder::N,भ्राता,brat
373,Schwester::N,बहन,sestra
374,Schwester::N,भगिनी,sestra
375,Onkel::N,ताऊ,ujo
376,Onkel::N,ताऊ,strýko
377,Onkel::N,काका,ujo
378,Onkel::N,काका,strýko
379,Tante::N,बूआ,teta
380,Tante::N,बूआ,tetka
381,Tante::N,फूफी,teta
382,Tante::N,फूफी,tetka
383,Tante::N,ख़ाला,teta
384,Tante::N,ख़ाला,tetka
385,Ehemann::N,पति,muž
386,Ehemann::N,पति,manžel
387,Ehemann::N,शौहर,muž
388,Ehemann::N,शौहर,manžel
389,Ehefrau::N,बीवी,žena
390,Ehefrau::N,बीवी,manželka
391,Freude::N,आनंद,radosť
392,Freude::N,प्रसन्नता,radosť
393,Gelächter::N,हँसी,smiech
394,Gelächter::N,क़हक़हा,smiech
395,Glück::N,आनंद,šťastie
396,Glück::N,ख़ुशी,šťastie
397,Kummer::N,शोक,žiaľ
398,Kummer::N,शोक,zármutok
399,Kummer::N,दुःख,žiaľ
400,Kummer::N,दुःख,zármutok
401,Wunsch::N,इच्छा,prianie
402,Wunsch::N,अभिलाषा,prianie
403,Lust::N,चाह,chuť
404,Lust::N,कामना,chuť
405,Geist::N,जान,duch
406,Geist::N,प्राण,duch
407,Gedanke::N,विचार,myšlienka
408,Gedächtnis::N,याददाश्त,pamäť
409,Gedächtnis::N,स्मरण-शक्ति,pamäť
410,Verstand::N,समझ,rozum
411,Verstand::N,अक़्ल,rozum
412,Verstand::N,बुद्धि,rozum
413,Sinn::N,अर्थ,zmysel
414,Grund::N,वजह,dôvod
415,Grund::N,वजह,príčina
416,Grund::N,कारण,dôvod
417,Grund::N,कारण,príčina
418,Wahrheit::N,सत्य,pravda
419,Wahrheit::N,सच्चाई,pravda
420,Gespräch::N,चर्चा,reč
421,Gespräch::N,चर्चा,rozhovor
422,Gespräch::N,वार्ता,reč
423,Gespräch::N,वार्ता,rozhovor
424,Gespräch::N,बात-चीत,reč
425,Gespräch::N,बात-चीत,rozhovor
426,Märchen::N,क़िस्सा,rozprávka
427,Erzählung::N,कथा,poviedka
428,Erzählung::N,कहानी,poviedka
429,Nachricht::N,सूचना,správa
430,Nachricht::N,समाचार,správa
431,Neuigkeit::N,ख़बर,novinka
432,Neuigkeit::N,समाचार,novinka
433,Name::N,नाम,meno
434,Rätsel::N,पहेली,záhada
435,Rätsel::N,पहेली,hádanka
436,Rede::N,वचन,reč
437,Rede::N,भाषण,reč
438,Sprache::N,भाषा,reč
439,Sprache::N,भाषा,jazyk
440,Sprache::N,ज़बान,reč
441,Sprache::N,ज़बान,jazyk
442,Stimme::N,स्वर,hlas
443,Stimme::N,आवाज़,hlas
444,Wort::N,शब्द,slovo
445,Wort::N,लफ़्ज़,slovo
446,Zeichen::N,निशान,znak
447,Ruf::N,पुकार,volanie
448,Ruf::N,पुकार,zavolanie
449,Ruf::N,आह्वान,volanie
450,Ruf::N,आह्वान,zavolanie
451,Lärm::N,शोर,hluk
452,Lärm::N,शोर,hurhaj
453,Lärm::N,हुल्लड़,hluk
454,Lärm::N,हुल्लड़,hurhaj
455,Laut::N,स्वर,zvuk
456,Laut::N,ध्वनि,zvuk
457,Ton::N,सुर,tón
458,Ton::N,सुर,zvuk
459,Ton::N,स्वर,tón
460,Ton::N,स्वर,zvuk
461,Lied::N,गीत,pieseň
462,Ruhe::N,आराम,pokoj
463,Ruhe::N,ख़ामोशी,pokoj
464,Leute::N,लोग,ľudia
465,Volk::N,क़ौम,ľud
466,Volk::N,क़ौम,národ
467,Volk::N,प्रजा,ľud
468,Volk::N,प्रजा,národ
469,Arbeit::N,काम,práca
470,Arbeit::N,काम,robota
471,Gast::N,अतिथि,hosť
472,Gast::N,मेहमान,hosť
473,Geschenk::N,उपहार,dar
474,Geschenk::N,तोहफ़ा,dar
475,Spiel::N,खेल,hra
476,Spiel::N,क्रीड़ा,hra
477,Gesellschaft::N,साथ,spoločnosť
478,Hilfe::N,मदद,pomoc
479,Hilfe::N,सहायता,pomoc
480,Freund::N,मित्र,priateľ
481,Kamerad::N,साथी,kamarát
482,Kamerad::N,कामरेड,kamarát
483,Angelegenheit::N,बात,vec
484,Angelegenheit::N,बात,záležitosť
485,Angelegenheit::N,मामला,vec
486,Angelegenheit::N,मामला,záležitosť
487,Anzahl::N,तादाद,počet
488,Anzahl::N,तादाद,množstvo
489,Anzahl::N,संख्या,počet
490,Anzahl::N,संख्या,množstvo
491,Art::N,तरह,druh
492,Art::N,क़िस्म,druh
493,Stück::N,फाँक,kus
494,Stück::N,फाँक,kúsok
495,Stück::N,टुकड़ा,kus
496,Stück::N,टुकड़ा,kúsok
497,Teil::N,भाग,časť
498,Teil::N,हिस्सा,časť
499,Hälfte::N,अर्धभाग,polka
500,Hälfte::N,अर्धभाग,polovica
501,Kreis::N,चक्कर,kruh
502,Kreuz::N,सलीब,kríž
503,Kreuz::N,क्रूस,kríž
504,Linie::N,लाइन,línia
505,Strich::N,लकीर,čiara
506,Abstand::N,अंतर,vzdialenosť
507,Abstand::N,फ़ासला,vzdialenosť
508,Entfernung::N,दूरी,vzdialenosť
509,Entfernung::N,फ़ासला,vzdialenosť
510,Gegend::N,इलाक़ा,kraj
511,Gegend::N,इलाक़ा,krajina
512,Platz::N,जगह,miesto
513,Platz::N,स्थान,miesto
514,Ort::N,स्थल,miesto
515,Ort::N,स्थान,miesto
516,Seite::N,ओर,bok
517,Seite::N,ओर,strana
518,Seite::N,तरफ़,bok
519,Seite::N,तरफ़,strana
520,Mitte::N,बीच,stred
521,Mitte::N,मध्य,stred
522,Gegenstand::N,चीज़,predmet
523,Gegenstand::N,पदार्थ,predmet
524,Sache::N,चीज़,vec
525,Sache::N,वस्तु,vec
526,Rand::N,छोर,kraj
527,Rand::N,छोर,okraj
528,Rand::N,उपांत,kraj
529,Rand::N,उपांत,okraj
530,Kante::N,कोर,hrana
531,Kante::N,किनारा,hrana
532,Ecke::N,कोना,roh
533,Ecke::N,नुक्कड़,roh
534,Spitze::N,नोक,hrot
535,Spitze::N,नोक,špička
536,Ende::N,छोर,koniec
537,Ende::N,सिरा,koniec
538,Loch::N,छेद,diera
539,Loch::N,सूराख़,diera
540,Winkel::N,कोण,kút
541,Winkel::N,कोना,kút
542,Muster::N,नमूना,vzor
543,Muster::N,नमूना,vzorka
544,Muster::N,डिज़ाइन,vzor
545,Muster::N,डिज़ाइन,vzorka
546,Größe::N,परिमाण,veľkosť
547,Größe::N,विस्तार,veľkosť
548,Länge::N,लंबाई,dĺžka
549,Höhe::N,ऊँचाई,výška
550,Höhe::N,उच्चता,výška
551,Gewicht::N,भार,váha
552,Gewicht::N,वज़न,váha
553,Menge::N,मात्रा,množstvo
554,Haufen::N,ढेर,hŕba
555,Haufen::N,अंबार,hŕba
556,Reihe::N,क़तार,rad
557,Reihe::N,पंक्ति,rad
558,Boot::N,नाव,čln
559,Boot::N,नौका,čln
560,Ruder::N,चप्पू,veslo
561,Schlitten::N,बर्फ़-गाड़ी,sane
562,Ski::N,स्की,lyža
563,Lagerfeuer::N,अलाव,táborák
564,Lagerfeuer::N,कैंप-फ़ायर,táborák
565,Last::N,भार,ťarcha
566,Last::N,भार,bremeno
567,Gang::N,चाल,chôdza
568,Schritt::N,डग,krok
569,Schritt::N,क़दम,krok
570,Norden::N,उत्तर,sever
571,Süden::N,दक्खिन,juh
572,Westen::N,पश्चिम,západ
573,Osten::N,पूरब,východ
574,Holz::N,काठ,drevo
575,Holz::N,काष्ठ,drevo
576,Brett::N,पटरा,doska
577,Brett::N,तख़्ता,doska
578,Platte::N,फलक,doska
579,Platte::N,फलक,platňa
580,Platte::N,तख़्ता,doska
581,Platte::N,तख़्ता,platňa
582,Stütze::N,टेक,opora
583,Stütze::N,थूनी,opora
584,Stange::N,छड़,tyč
585,Stange::N,बाँस,tyč
586,Stock::N,लाठी,palica
587,Stab::N,लग्गा,palica
588,Rohr::N,नल,rúra
589,Haus::N,घर,dom
590,Haus::N,मकान,dom
591,Heim::N,घर,domov
592,Heim::N,गृह,domov
593,Ofen::N,चूल्हा,pec
594,Ofen::N,चूल्हा,kachle
595,Fußboden::N,फ़र्श,dlážka
596,Fußboden::N,फ़र्श,podlaha
597,Tisch::N,मेज़,stôl
598,Stuhl::N,कुरसी,stolička
599,Wiege::N,पालना,kolíska
600,Wiege::N,हिंडोला,kolíska
601,Bett::N,खाट,lôžko
602,Bett::N,खाट,posteľ
603,Bett::N,पलंग,lôžko
604,Bett::N,पलंग,posteľ
605,Regal::N,शेल्फ़,regál
606,Regal::N,शेल्फ़,polica
607,Kiste::N,पेटी,debna
608,Kiste::N,डिब्बा,debna
609,Fenster::N,खिड़की,okno
610,Fenster::N,खिड़की,oblok
611,Tür::N,द्वार,dvere
612,Tür::N,दरवाज़ा,dvere
613,Tor::N,फाटक,vráta
614,Zaun::N,बाड़ा,plot
615,Zaun::N,बाड़ा,ohrada
616,Dach::N,छत,krov
617,Dach::N,छत,strecha
618,Dach::N,छप्पर,krov
619,Dach::N,छप्पर,strecha
620,Leiter::N,सीढ़ी,rebrík
621,Leiter::N,सीढ़ी,rebrina
622,Besen::N,झाड़ू,metla
623,Besen::N,बुहारी,metla
624,Spaten::N,कुदाल,rýľ
625,Schaufel::N,बेलचा,lopata
626,Schaufel::N,फावड़ा,lopata
627,Gabel::N,काँटा,vidlička
628,Löffel::N,चम्मच,lyžica
629,Messer::N,छुरा,nôž
630,Messer::N,चाक़ू,nôž
631,Nagel::N,कील,klinec
632,Nagel::N,मेख़,klinec
633,Netz::N,जाल,sieť
634,Haken::N,अंकुश,hák
635,Haken::N,अंकुश,háčik
636,Griff::N,मूठ,rukoväť
637,Griff::N,हत्था,rukoväť
638,Schloss::N,ताला,zámka
639,Bild::N,चित्र,obraz
640,Figur::N,मूर्ति,figúra
641,Puppe::N,पुतली,bábka
642,Puppe::N,पुतली,bábika
643,Puppe::N,गुड़िया,bábka
644,Puppe::N,गुड़िया,bábika
645,Beutel::N,झोला,vrece
646,Beutel::N,झोला,vrecko
647,Bündel::N,पुलिंदा,uzlík
648,Bündel::N,पुलिंदा,zväzok
649,Tasche::N,बेग,taška
650,Tasche::N,बेग,kabelka
651,Tasche::N,बस्ता,taška
652,Tasche::N,बस्ता,kabelka
653,Eimer::N,बाल्टी,vedro
654,Deckel::N,ढक्कन,vrchnák
655,Deckel::N,ढक्कन,pokrývka
656,Geschirr::N,बरतन-भाँड़े,nádoba
657,Sack::N,बोरा,mech
658,Sack::N,बोरा,vrece
659,Tasse::N,प्याला,šálka
660,Topf::N,देग़चा,hrniec
661,Kessel::N,देग़,kotol
662,Kessel::N,बटलोई,kotol
663,Essen::N,खाना,jedlo
664,Nahrung::N,भोजन,strava
665,Nahrung::N,भोजन,potrava
666,Speise::N,खाना,jedlo
667,Speise::N,व्यंजन,jedlo
668,Fleisch::N,मांस,mäso
669,Fleisch::N,गोश्त,mäso
670,Getreide::N,अनाज,obilie
671,Brei::N,भरता,kaša
672,Brei::N,दलिया,kaša
673,Brot::N,रोटी,chlieb
674,Scheibe::N,कतला,kotúč
675,Scheibe::N,कतला,krajec
676,Fett::N,वसा,tuk
677,Fett::N,वसा,masť
678,Fett::N,चरबी,tuk
679,Fett::N,चरबी,masť
680,Butter::N,मक्खन,maslo
681,Öl::N,तेल,olej
682,Salz::N,नमक,soľ
683,Suppe::N,सूप,polievka
684,Suppe::N,शोरबा,polievka
685,Honig::N,शहद,med
686,Milch::N,दूध,mlieko
687,Tee::N,चाय,čaj
688,Leder::N,चमड़ा,koža
689,Wolle::N,ऊन,vlna
690,Stoff::N,कपड़ा,súkno
691,Nadel::N,सूई,ihla
692,Faden::N,डोरा,niť
693,Faden::N,डोरा,vlákno
694,Knopf::N,बटन,gombík
695,Knopf::N,घुंडी,gombík
696,Knoten::N,गाँठ,uzol
697,Knoten::N,गुत्थी,uzol
698,Farbe::N,रंग,farba
699,Farbe::N,वर्ण,farba
700,Kleidung::N,पहनावा,šaty
701,Kleidung::N,पहनावा,šatstvo
702,Hemd::N,कुरता,košeľa
703,Hemd::N,क़मीज़,košeľa
704,Kragen::N,गरदनी,golier
705,Kragen::N,गरेबान,golier
706,Ärmel::N,आस्तीन,rukáv
707,Hose::N,पैंट,nohavice
708,Hose::N,पतलून,nohavice
709,Gürtel::N,पेटी,pás
710,Gürtel::N,पेटी,opasok
711,Gürtel::N,मेखला,pás
712,Gürtel::N,मेखला,opasok
713,Mütze::N,टोपी,čiapka
714,Schuh::N,जूता,obuv
715,Schuh::N,जूता,topánka
716,Stiefel::N,बूट,čižma
717,Ring::N,अँगूठी,prsteň
718,Band::N,पट्टी,stuha
719,Kamm::N,कंघी,hrebeň
720,Spiegel::N,आईना,zrkadlo
721,Spiegel::N,दर्पण,zrkadlo
722,Riemen::N,तसमा,remeň
723,Riemen::N,पट्टा,remeň
724,Schnur::N,डोरी,šnúra
725,Schnur::N,सुतली,šnúra
726,Leine::N,रस्सी,vodidlo
727,Decke::N,रज़ाई,deka
728,Decke::N,रज़ाई,prikrývka
729,Kissen::N,तकिया,poduška
730,Kissen::N,गाद्दा,poduška
731,Tuch::N,रूमाल,šatka
732,Tuch::N,वस्त्र,šatka
733,Handtuch::N,अँगोछा,uterák
734,Kraft::N,ज़ोर,moc
735,Kraft::N,शक्ति,moc
736,Stärke::N,बल,sila
737,Stärke::N,ताक़त,sila
738,Gesundheit::N,स्वास्थ्य,zdravie
739,Gesundheit::N,तंदुरुस्ती,zdravie
740,Krankheit::N,रोग,nemoc
741,Krankheit::N,रोग,choroba
742,Krankheit::N,बीमारी,nemoc
743,Krankheit::N,बीमारी,choroba
744,Schmerz::N,दर्द,bolesť
745,Schmerz::N,पीड़ा,bolesť
746,Wunde::N,घाव,rana
747,Wunde::N,ज़ख़्म,rana
748,Fieber::N,ज्वर,horúčka
749,Fieber::N,बुख़ार,horúčka
750,Arznei::N,दवा,liek
751,Arznei::N,औषाधि,liek
752,Brücke::N,पुल,most
753,Brücke::N,सेतु,most
754,Brunnen::N,कुआँ,studňa
755,Weide::N,चरागाह,pastva
756,Pfad::N,पथ,chodník
757,Pfad::N,पगडंडी,chodník
758,Weg::N,मार्ग,cesta
759,Straße::N,राह,hradská
760,Straße::N,रास्ता,hradská
761,Dorf::N,गाँव,dedina
762,Dorf::N,ग्राम,dedina
