,Concept_ID,es,pl
111,Gipfel::N,cima,wierzchołek
112,Gipfel::N,cumbre,szczyt
113,Gipfel::N,cumbre,wierzchołek
114,Höhle::N,cueva,pieczara
115,Höhle::N,caverna,pieczara
116,Abhang::N,cuesta,stok
117,Abhang::N,cuesta,zbocze
118,Abhang::N,declive,stok
119,Abhang::N,declive,zbocze
120,Quelle::N,fuente,zdrój
121,Quelle::N,fuente,źródło
122,Quelle::N,manantial,zdrój
123,Quelle::N,manantial,źródło
124,Bach::N,arroyo,potok
125,Bach::N,arroyo,strumień
126,Fluss::N,río,rzeka
127,Ufer::N,orilla,brzeg
128,Küste::N,costa,wybrzeże
129,Festland::N,tierra firme,ląd
130,Meer::N,mar,morze
131,Bucht::N,cala,zatoka
132,Bucht::N,bahía,zatoka
133,Insel::N,isla,wyspa
134,Blume::N,flor,kwiat
135,Gras::N,hierba,trawa
136,Wurzel::N,raíz,korzeń
137,Baum::N,árbol,drzewo
138,Stamm::N,tronco,pień
139,Rinde::N,corteza,kora
140,Ast::N,rama,gałąź
141,Zweig::N,ramo,gałąź
142,Blatt::N,hoja,liść
143,Birke::N,abedul,brzoza
144,Kiefer[Baum]::N,pino,sosna
145,Weide[Baum]::N,sauce,wierzba
146,Tanne::N,abeto,jodła
147,Horn::N,asta,róg
148,Horn::N,cuerno,róg
149,Feder::N,pluma,pióro
150,Fell::N,piel,futro
151,Flügel::N,ala,skrzydło
152,Klaue::N,garra,szpon
153,Kralle::N,uña,pazur
154,Kralle::N,garra,pazur
155,Schwanz::N,cola,ogon
156,Ei::N,huevo,jajko
157,Nest::N,nido,gniazdo
158,Bau::N,madriguera,nora
159,Tier::N,animal,zwierzę
160,Herde::N,rebaño,stado
161,Herde::N,rebaño,trzoda
162,Kuh::N,vaca,krowa
163,Bulle::N,toro,byk
164,Pferd::N,caballo,koń
165,Schaf::N,oveja,owca
166,Schwein::N,cerdo,świnia
167,Hund::N,perro,pies
168,Katze::N,gato,kot
169,Katze::N,gato,kotka
170,Bär::N,oso,niedźwiedż
171,Eichhörnchen::N,ardilla,wiewiórka
172,Elch::N,alce,łóś
173,Fuchs::N,zorro,lis
174,Hase::N,liebre,zając
175,Maus::N,ratón,mysz
176,Wolf::N,lobo,wilk
177,Vogel::N,ave,ptak
178,Vogel::N,pájaro,ptak
179,Schwarm::N,bandada,stado
180,Huhn::N,gallina,kura
181,Hahn::N,gallo,kogut
182,Gans::N,oca,gęś
183,Gans::N,ganso,gęś
184,Adler::N,águila,orzeł
185,Ente::N,pato,kaczka
186,Eule::N,lechuza,sowa
187,Kranich::N,grulla,żuraw
188,Krähe::N,corneja,wrona
189,Kuckuck::N,cuco,kukułka
190,Schwan::N,cisne,łabędż
191,Fisch::N,pez,ryba
192,Barsch::N,perca,okoń
193,Hecht::N,lucio,szczupak
194,Schlange[Tier]::N,serpiente,wąż
195,Schlange[Tier]::N,serpiente,żmija
196,Wurm::N,gusano,robak
197,Spinne::N,araña,pająk
198,Ameise::N,hormiga,mrówka
199,Laus::N,piojo,wesz
200,Mücke::N,mosquito,komar
201,Fliege::N,mosca,mucha
202,Schmetterling::N,mariposa,motyl
203,Beere::N,baya,jagoda
204,Apfel::N,manzana,jabłko
205,Pilz::N,seta,grzyb
206,Pilz::N,hongo,grzyb
207,Zwiebel::N,cebolla,cebula
208,Saat::N,siembra,siew
209,Korn::N,grano,ziarno
210,Heu::N,heno,siano
211,Schale::N,cáscara,łupina
212,Grube::N,foso,dół
213,Grube::N,foso,jama
214,Falle::N,trampa,pułapka
215,Schlinge::N,lazo,sidła
216,Spur::N,huella,ślad
217,Asche::N,ceniza,popiół
218,Dreck::N,suciedad,brud
219,Eisen::N,hierro,żelazo
220,Gold::N,oro,złoto
221,Silber::N,plata,srebro
222,Kohle::N,carbón,węgiel
223,Glas::N,vidrio,szkło
224,Glas::N,cristal,szkło
225,Lehm::N,barro,glina
226,Sand::N,arena,piasek
227,Mensch::N,hombre,człowiek
228,Mensch::N,ser humano,człowiek
229,Mann::N,hombre,mężczyzna
230,Frau::N,mujer,kobieta
231,Kind::N,niño,dziecko
232,Junge::N,chico,chłopak
233,Junge::N,chico,chłopiec
234,Junge::N,muchacho,chłopak
235,Junge::N,muchacho,chłopiec
236,Mädchen::N,chica,dziewczynka
237,Mädchen::N,muchacha,dziewczynka
238,Familie::N,familia,rodzina
239,Großvater::N,abuelo,dziadek
240,Großmutter::N,abuela,babka
241,Eltern::N,padres,rodzice
242,Vater::N,padre,ojciec
243,Mutter::N,madre,matka
244,Sohn::N,hijo,syn
245,Tochter::N,hija,córka
246,Bruder::N,hermano,brat
247,Schwester::N,hermana,siostra
248,Onkel::N,tío,wuj
249,Onkel::N,tío,stryj
250,Tante::N,tía,ciotka
251,Ehemann::N,esposo,mąż
252,Ehefrau::N,esposa,żona
253,Freude::N,placer,radość
254,Freude::N,alegría,radość
255,Gelächter::N,risa,śmiech
256,Gelächter::N,carcajada,śmiech
257,Glück::N,felicidad,szczęście
258,Kummer::N,pena,zmartwienie
259,Wunsch::N,deseo,życzenie
260,Lust::N,ganas,chęć
261,Lust::N,ganas,ochota
262,Geist::N,mente,duch
263,Geist::N,espíritu,duch
264,Gedanke::N,idea,myśl
265,Gedanke::N,pensamiento,myśl
266,Gedächtnis::N,memoria,pamięć
267,Verstand::N,razón,rozum
268,Verstand::N,entendimiento,rozum
269,Sinn::N,sentido,zmysł
270,Sinn::N,significado,zmysł
271,Grund::N,causa,powód
272,Wahrheit::N,verdad,prawda
273,Gespräch::N,conversación,rozmowa
274,Märchen::N,cuento,bajka
275,Erzählung::N,cuento,opowiadanie
276,Erzählung::N,narración,opowiadanie
277,Nachricht::N,mensaje,wiadomość
278,Neuigkeit::N,noticia,nowina
279,Name::N,nombre,imię
280,Rätsel::N,acertijo,zagadka
281,Rätsel::N,adivinanza,zagadka
282,Rede::N,discurso,mowa
283,Sprache::N,lengua,język
284,Stimme::N,voz,głos
285,Wort::N,palabra,słowo
286,Zeichen::N,señal,znak
287,Ruf::N,llamada,wołanie
288,Lärm::N,ruido,hałas
289,Lärm::N,ruido,zgiełk
290,Lärm::N,barullo,hałas
291,Lärm::N,barullo,zgiełk
292,Laut::N,sonido,dźwięk
293,Ton::N,tono,ton
294,Ton::N,tono,dźwięk
295,Lied::N,canción,pieśń
296,Lied::N,canción,piosenka
297,Ruhe::N,calma,spokój
298,Ruhe::N,silencio,spokój
299,Leute::N,gente,ludzie
300,Volk::N,pueblo,naród
301,Arbeit::N,trabajo,praca
302,Arbeit::N,trabajo,robota
303,Gast::N,huésped,gość
304,Gast::N,invitado,gość
305,Geschenk::N,regalo,prezent
306,Geschenk::N,regalo,podarunek
307,Spiel::N,juego,gra
308,Spiel::N,juego,zabawa
309,Gesellschaft::N,compañía,towarzystwo
310,Hilfe::N,ayuda,pomoc
311,Hilfe::N,socorro,pomoc
312,Freund::N,amigo,przyjaciel
313,Kamerad::N,camarada,kolega
314,Kamerad::N,compañero,kolega
315,Angelegenheit::N,asunto,sprawa
316,Anzahl::N,cantidad,ilość
317,Art::N,tipo,rodzaj
318,Art::N,clase,rodzaj
319,Stück::N,pieza,kawałek
320,Teil::N,parte,część
321,Hälfte::N,mitad,połowa
322,Kreis::N,círculo,krąg
323,Kreuz::N,cruz,krzyż
324,Linie::N,línea,linia
325,Strich::N,raya,kreska
326,Strich::N,trazo,kreska
327,Abstand::N,distancia,odstęp
328,Entfernung::N,distancia,odległość
329,Gegend::N,región,okolica
330,Gegend::N,comarca,okolica
331,Platz::N,espacio,miejsce
332,Ort::N,sitio,miejsce
333,Seite::N,lado,bok
334,Seite::N,lado,strona
335,Seite::N,costado,bok
336,Seite::N,costado,strona
337,Mitte::N,medio,środek
338,Mitte::N,centro,środek
339,Gegenstand::N,objeto,przedmiot
340,Sache::N,cosa,rzecz
341,Rand::N,borde,skraj
342,Rand::N,borde,krawędź
343,Kante::N,borde,kant
344,Kante::N,borde,krawędź
345,Ecke::N,esquina,róg
346,Spitze::N,punta,ostrze
347,Ende::N,cabo,koniec
348,Ende::N,extremo,koniec
349,Loch::N,agujero,dziura
350,Loch::N,abertura,dziura
351,Winkel::N,ángulo,kąt
352,Winkel::N,ángulo,kącik
353,Muster::N,dibujo,wzór
354,Größe::N,tamaño,rozmiar
355,Größe::N,tamaño,wielkość
356,Länge::N,longitud,długość
357,Höhe::N,altura,wysokość
358,Höhe::N,altitud,wysokość
359,Gewicht::N,peso,ciężar
360,Menge::N,cantidad,ilość
361,Haufen::N,montón,kupa
362,Reihe::N,fila,rząd
363,Reihe::N,fila,szereg
364,Boot::N,bote,łódź
365,Boot::N,bote,łódka
366,Boot::N,barca,łódź
367,Boot::N,barca,łódka
368,Ruder::N,remo,wiosło
369,Schlitten::N,trineo,sanki
370,Ski::N,esquí,narta
371,Lagerfeuer::N,hoguera,ognisko
372,Last::N,carga,ciężar
373,Last::N,carga,brzemię
374,Gang::N,marcha,chód
375,Schritt::N,paso,krok
376,Norden::N,norte,północ
377,Süden::N,sur,południe
378,Westen::N,oeste,zachód
379,Osten::N,este,wschód
380,Holz::N,madera,drzewo
381,Brett::N,tabla,deska
382,Platte::N,placa,płyta
383,Platte::N,plancha,płyta
384,Stütze::N,sostén,podpora
385,Stütze::N,soporte,podpora
386,Stange::N,vara,drąg
387,Stange::N,vara,żerdź
388,Stange::N,percha,drąg
389,Stange::N,percha,żerdź
390,Stock::N,palo,kij
391,Stock::N,palo,laska
392,Stock::N,bastón,kij
393,Stock::N,bastón,laska
394,Stab::N,vara,pręt
395,Stab::N,bastón,pręt
396,Rohr::N,tubo,rura
397,Haus::N,casa,dom
398,Heim::N,hogar,dom
399,Ofen::N,estufa,piec
400,Fußboden::N,suelo,podłoga
401,Tisch::N,mesa,stół
402,Stuhl::N,silla,krzesło
403,Wiege::N,cuna,kołyska
404,Bett::N,cama,łóżko
405,Bett::N,cama,pościel
406,Regal::N,estantería,regał
407,Kiste::N,caja,skrzynia
408,Fenster::N,ventana,okno
409,Tür::N,puerta,drzwi
410,Tor::N,puerta,brama
411,Zaun::N,valla,płot
412,Zaun::N,valla,parkan
413,Zaun::N,cercado,płot
414,Zaun::N,cercado,parkan
415,Dach::N,techo,dach
416,Dach::N,tejado,dach
417,Leiter::N,escalera,drabina
418,Besen::N,escoba,miotła
419,Spaten::N,pala,rydel
420,Schaufel::N,pala,łopata
421,Schaufel::N,paleta,łopata
422,Gabel::N,tenedor,widelec
423,Löffel::N,cuchara,łyżka
424,Messer::N,cuchillo,nóż
425,Nagel::N,clavo,gwóźdź
426,Netz::N,red,sieć
427,Haken::N,gancho,hak
428,Haken::N,corchete,hak
429,Griff::N,asa,chwyt
430,Griff::N,mango,chwyt
431,Schloss::N,cerradura,zamek
432,Bild::N,imagen,obraz
433,Figur::N,figura,figura
434,Puppe::N,muñeca,lalka
435,Beutel::N,bolsa,torba
436,Bündel::N,haz,wiązka
437,Tasche::N,bolso,torba
438,Eimer::N,cubo,kubeł
439,Eimer::N,cubo,wiadro
440,Deckel::N,tapa,przykrywka
441,Deckel::N,tapadera,przykrywka
442,Geschirr::N,vajilla,statki
443,Geschirr::N,vajilla,naczynia
444,Sack::N,saco,worek
445,Tasse::N,taza,filiżanka
446,Topf::N,olla,garnek
447,Topf::N,marmita,garnek
448,Kessel::N,caldera,kocioł
449,Essen::N,comida,jedzenie
450,Nahrung::N,alimento,pokarm
451,Nahrung::N,alimento,pożywienie
452,Speise::N,plato,potrawa
453,Speise::N,plato,jedzenie
454,Fleisch::N,carne,mięso
455,Getreide::N,cereales,zboże
456,Brei::N,puré,kasza
457,Brei::N,papilla,kasza
458,Brot::N,pan,chleb
459,Scheibe::N,lonja,kromka
460,Scheibe::N,rebanada,kromka
461,Fett::N,grasa,tłuszcz
462,Butter::N,mantequilla,masło
463,Öl::N,aceite,olej
464,Salz::N,sal,sól
465,Suppe::N,sopa,zupa
466,Honig::N,miel,miód
467,Milch::N,leche,mleko
468,Tee::N,té,herbata
469,Leder::N,cuero,skóra
470,Wolle::N,lana,wełna
471,Stoff::N,tela,tkanina
472,Stoff::N,tela,materiał
473,Stoff::N,tejido,tkanina
474,Stoff::N,tejido,materiał
475,Nadel::N,aguja,igła
476,Faden::N,hilo,nić
477,Faden::N,hilo,nitka
478,Knopf::N,botón,guzik
479,Knoten::N,nudo,węzeł
480,Farbe::N,pintura,farba
481,Kleidung::N,ropa,odzież
482,Kleidung::N,vestidos,odzież
483,Hemd::N,camisa,koszula
484,Kragen::N,cuello,kołnierz
485,Ärmel::N,manga,rękaw
486,Hose::N,pantalón,spodnie
487,Gürtel::N,cinturón,pasek
488,Mütze::N,gorro,czapka
489,Schuh::N,zapato,but
490,Schuh::N,zapato,bucik
491,Stiefel::N,bota,but
492,Stiefel::N,bota,kozak
493,Ring::N,anillo,pierścień
494,Band::N,cinta,wstęga
495,Kamm::N,peine,grzebień
496,Spiegel::N,espejo,lustro
497,Riemen::N,correa,rzemień
498,Schnur::N,cuerda,sznur
499,Leine::N,correa,smycz
500,Decke::N,manta,kołdra
501,Kissen::N,almohada,poduszka
502,Tuch::N,pañuelo,chustka
503,Handtuch::N,toalla,ręcznik
504,Kraft::N,fuerza,moc
505,Kraft::N,fuerza,siła
506,Stärke::N,fuerza,moc
507,Stärke::N,fuerza,siła
508,Gesundheit::N,salud,zdrowie
509,Krankheit::N,enfermedad,choroba
510,Schmerz::N,dolor,ból
511,Wunde::N,llaga,rana
512,Wunde::N,herida,rana
513,Fieber::N,fiebre,gorączka
514,Arznei::N,medicina,lekarstwo
515,Arznei::N,medicamento,lekarstwo
516,Brücke::N,puente,most
517,Brunnen::N,pozo,studnia
518,Weide::N,pasto,pastwisko
519,Pfad::N,sendero,ścieżka
520,Weg::N,camino,droga
521,Straße::N,vía,ulica
522,Straße::N,carretera,ulica
523,Dorf::N,aldea,wieś
524,Dorf::N,pueblo,wieś
525,Stadt::N,ciudad,miasto
526,Brief::N,carta,list
527,Buch::N,libro,książka
528,Buchstabe::N,letra,litera
529,Buchstabe::N,carácter,litera
530,Zeitung::N,diario,gazeta
531,Zeitung::N,diario,dziennik
532,Zeitung::N,periódico,gazeta
533,Zeitung::N,periódico,dziennik
534,Leben::N,vida,życie
535,Tod::N,muerte,śmierć
536,Grab::N,tumba,grób
537,Grab::N,sepulcro,grób
538,Kirche::N,iglesia,kościół
539,Sünde::N,pecado,grzech
540,Gott::N,dios,bóg
541,Arbeiter::N,obrero,robotnik
542,Arbeiter::N,trabajador,robotnik
543,Chef::N,jefe,szef
544,Meister::N,maestro,mistrz
545,Meister::N,maestro,majster
546,Arzt::N,médico,lekarz
547,Lehrer::N,profesor,nauczyciel
548,Geld::N,dinero,pieniądze
549,Geschäft::N,negocio,sprawa
550,Geschäft::N,negocio,interes
551,Laden::N,tienda,sklep
552,Preis::N,precio,cena
553,Ware::N,mercancía,towar
554,Nutzen::N,provecho,pożytek
555,Reichtum::N,riqueza,bogactwo
556,Welt::N,mundo,świat
557,Land::N,país,kraj
558,Staat::N,Estado,państwo
559,König::N,rey,król
560,Macht::N,poder,władza
561,Macht::N,potencia,władza
562,Grenze::N,frontera,granica
563,Krieg::N,guerra,wojna
564,Feind::N,enemigo,wróg
565,Gewalt::N,violencia,władza
566,Kampf::N,lucha,bój
567,Kampf::N,lucha,walka
568,Kampf::N,combate,bój
569,Kampf::N,combate,walka
570,Bogen[Waffe]::N,arco,łuk
571,Pfeil::N,flecha,strzała
572,Gewehr::N,fusil,karabin
573,Gewehr::N,escopeta,karabin
574,Fehler::N,error,błąd
575,Lüge::N,mentira,kłamstwo
576,Schaden::N,daño,szkoda
577,Unglück::N,desgracia,nieszczęście
578,Schuld::N,culpa,wina
579,Alter::N,edad,wiek
580,Schluss::N,fin,koniec
581,Schluss::N,fin,zakończenie
582,Schluss::N,final,koniec
583,Schluss::N,final,zakończenie
584,Zeit::N,tiempo,czas
585,Tag::N,día,dzień
586,Morgen::N,mañana,ranek
587,Morgen::N,mañana,poranek
588,Mittag::N,mediodía,południe
589,Abend::N,noche,wieczór
590,Nacht::N,noche,noc
591,Woche::N,semana,tydzień
592,Monat::N,mes,miesiąc
593,Jahr::N,año,rok
594,Frühling::N,primavera,wiosna
595,Sommer::N,verano,lato
596,Herbst::N,otoño,jesień
597,Winter::N,invierno,zima
598,Januar::N,enero,styczeń
599,Februar::N,febrero,luty
600,März::N,marzo,marzec
601,April::N,abril,kwiecień
602,Mai::N,mayo,maj
603,Juni::N,junio,czerwiec
604,Juli::N,julio,lipiec
605,August::N,agosto,sierpień
606,September::N,septiembre,wrzesień
607,Oktober::N,octubre,październik
608,November::N,noviembre,listopad
609,Dezember::N,diciembre,grudzień
610,Montag::N,lunes,poniedziałek
611,Dienstag::N,martes,wtorek
612,Mittwoch::N,miércoles,środa
613,Donnerstag::N,jueves,czwartek
614,Freitag::N,viernes,piątek
615,Samstag::N,sábado,sobota
616,Sonntag::N,domingo,niedziela
617,groß::A,grande,duży
618,groß::A,grande,wielki
619,klein::A,pequeño,mały
620,lang::A,largo,długi
621,kurz::A,corto,krótki
622,breit::A,ancho,szeroki
623,schmal::A,estrecho,wąski
624,dicht::A,denso,gęsty
625,dick[Gegenstand]::A,grueso,gruby
626,dünn::A,fino,cienki
627,dünn::A,delgado,cienki
628,fein::A,fino,drobny
629,fein::A,delicado,drobny
630,fest::A,firme,mocny
631,fest::A,firme,twardy
632,fest::A,sólido,mocny
633,fest::A,sólido,twardy
634,flach::A,plano,płaski
635,glatt::A,liso,gładki
636,hart::A,duro,twardy
637,weich::A,muelle,miękki
638,rund::A,redondo,okrągły
639,spitz::A,agudo,spiczasty
640,spitz::A,apuntado,spiczasty
641,scharf::A,agudo,ostry
642,scharf::A,afilado,ostry
643,stumpf::A,sin filo,tępy
644,schwer::A,pesado,ciężki
645,schön::A,bello,ładny
646,schön::A,bello,piękny
647,schön::A,hermoso,ładny
648,schön::A,hermoso,piękny
649,heiß::A,caluroso,gorący
650,warm::A,cálido,ciepły
651,warm::A,caliente,ciepły
652,kalt::A,frío,zimny
653,kühl::A,fresco,chłodny
654,frisch::A,fresco,świeży
655,feucht::A,húmedo,wilgotny
656,nass::A,mojado,mokry
657,trocken::A,seco,suchy
658,voll::A,lleno,pełny
659,leer::A,vacío,pusty
660,leer::A,vacío,próżny
661,offen::A,abierto,otwarty
662,geschlossen::A,cerrado,zamknięty
663,sauber::A,limpio,czysty
664,schmutzig::A,sucio,brudny
665,roh::A,crudo,surowy
666,reif::A,maduro,dojrzały
667,lecker::A,rico,smaczny
668,lecker::A,sabroso,smaczny
669,süß::A,dulce,słodki
670,bitter::A,amargo,gorzki
671,sauer::A,agrio,kwaśny
672,hell::A,claro,jasny
673,dunkel::A,oscuro,ciemny
674,schwarz::A,negro,czarny
675,weiß::A,blanco,biały
676,rot::A,rojo,czerwony
677,gelb::A,amarillo,żółty
678,blau::A,azul,błękitny
679,blau::A,azul,niebieski
680,grün::A,verde,zielony
681,grau::A,gris,szary
682,bunt::A,multicolor,barwny
683,billig::A,barato,tani
684,teuer::A,caro,drogi
685,wertvoll::A,valioso,cenny
686,wertvoll::A,precioso,cenny
687,blind::A,ciego,ślepy
688,taub::A,sordo,głuchy
689,kräftig::A,fuerte,mocny
690,stark::A,fuerte,silny
691,stark::A,vigoroso,silny
692,schwach::A,débil,słaby
693,fett::A,obeso,tłusty
694,schlank::A,esbelto,smukły
695,hübsch::A,mono,ładny
696,hübsch::A,guapo,ładny
697,böse::A,malo,zły
698,dumm::A,tonto,głupi
699,dumm::A,estúpido,głupi
700,faul::A,vago,leniwy
701,faul::A,perezoso,leniwy
702,fleißig::A,aplicado,pilny
703,fleißig::A,diligente,pilny
704,geizig::A,avaro,skąpy
705,klug::A,sensato,mądry
706,klug::A,inteligente,mądry
707,geschickt::A,hábil,zręczny
708,lieb::A,querido,miły
709,lustig::A,alegre,wesoły
710,sanft::A,suave,łagodny
711,hungrig::A,hambriento,głodny
712,krank::A,enfermo,chory
713,nackt::A,desnudo,nagi
714,traurig::A,triste,smutny
715,lebendig::A,vivo,żywy
716,lebendig::A,viviente,żywy
717,gut::A,bueno,dobry
718,schlecht::A,malo,zły
719,richtig::A,justo,słuszny
720,richtig::A,justo,właściwy
721,richtig::A,correcto,słuszny
722,richtig::A,correcto,właściwy
723,schlimm::A,malo,zły
724,schlimm::A,grave,zły
725,wahr::A,verídico,prawdziwy
726,wahr::A,verdadero,prawdziwy
727,alt::A,viejo,stary
728,neu::A,nuevo,nowy
729,ehemalig::A,antiguo,były
730,alt[Lebewesen]::A,viejo,stary
731,jung::A,joven,młody
732,arm::A,pobre,ubogi
733,arm::A,pobre,biedny
734,reich::A,rico,bogaty
735,bekannt::A,conocido,znany
736,berühmt::A,famoso,słynny
737,berühmt::A,célebre,słynny
738,fremd::A,extraño,obcy
739,fremd::A,extraño,cudzy
740,verschieden::A,diverso,różny
741,verschieden::A,distinto,różny
742,verschieden::A,diferente,różny
743,nah::A,cercano,bliski
744,fern::A,lejano,daleki
745,linker::A,izquierdo,lewy
746,rechter::A,derecho,prawy
747,anderer::A,otro,inny
748,erster::A,primero,pierwszy
749,zweiter::A,segundo,drugi
750,dritter::A,tercero,trzeci
751,letzter::A,último,ostatni
752,allein::ADV,a solo,sam
753,auf einmal::ADV,de una vez,naraz
754,zusammen::ADV,juntos,razem
755,lange::ADV,mucho tiempo,długo
756,plötzlich::ADV,de repente,nagle
757,sofort::ADV,en seguida,natychmiast
758,später::ADV,más tarde,później
759,jetzt::ADV,ahora,teraz
760,jetzt::ADV,ahora,obecnie
761,heute::ADV,hoy,dziś
762,heute::ADV,hoy,dzisiaj
763,morgen::ADV,mañana,jutro
764,bald::ADV,pronto,wkrótce
765,bald::ADV,en breve,wkrótce
766,dann::ADV,luego,potem
767,dann::ADV,entonces,potem
768,gestern::ADV,ayer,wczoraj
769,einst::ADV,antaño,kiedyś
770,einst::ADV,antaño,niegdyś
771,damals::ADV,entonces,wtedy
772,damals::ADV,entonces,wówczas
773,danach::ADV,después,następnie
774,vorher::ADV,antes,przedtem
775,zuerst::ADV,primero,naprzód
776,zuerst::ADV,primero,najpierw
777,einmal::ADV,una vez,raz
778,manchmal::ADV,a veces,czasem
779,oft::ADV,a menudo,często
780,oft::ADV,con frecuencia,często
781,immer::ADV,siempre,zawsze
782,niemals::ADV,jamás,nigdy
783,hier::ADV,aquí,tu
784,hier::ADV,aquí,tutaj
785,hierhin::ADV,acá,tu
786,von hier::ADV,desde aquí,stąd
787,dort::ADV,ahí,tam
788,dort::ADV,allí,tam
789,dorthin::ADV,allí,tam
790,dorthin::ADV,hacia allí,tam
791,geradeaus::ADV,todo derecho,prosto
792,vorwärts::ADV,adelante,naprzód
793,rückwärts::ADV,hacia atrás,wstecz
794,zurück::ADV,atrás,z powrotem
795,unten::ADV,abajo,u dołu
796,unten::ADV,abajo,na dole
797,hinab::ADV,hacia abajo,na_dół
798,hinab::ADV,hacia abajo,w_dół
799,oben::ADV,arriba,w górze
800,oben::ADV,arriba,na górze
801,hinauf::ADV,hacia arriba,w górę
802,hinauf::ADV,hacia arriba,na górę
803,überall::ADV,por todas partes,wszędzie
804,nicht::ADV,no,nie
805,ein wenig::ADV,un poco,trochę
806,kaum::ADV,apenas,ledwie
807,kaum::ADV,apenas,prawie nie
808,sehr::ADV,muy,bardzo
809,sehr::ADV,mucho,bardzo
810,so::ADV,tan,tak
811,noch::ADV,aún,jeszcze
812,noch::ADV,todavía,jeszcze
813,nur::ADV,solamente,tylko
814,schon::ADV,ya,już
815,wieder::ADV,de nuevo,znów
816,wieder::ADV,de nuevo,znowu
817,vergebens::ADV,en vano,na próżno
818,vor::PRP,antes de,przed
819,vor::PRP,delante de,przed
820,hinter::PRP,tras,za
821,hinter::PRP,detrás de,za
822,unter::PRP,bajo,pod
823,unter::PRP,debajo de,pod
824,durch::PRP,por,przez
825,durch::PRP,a través de,przez
826,neben::PRP,al lado de,obok
827,zwischen::PRP,entre,między
828,wegen::PRP,por,z powodu
829,wegen::PRP,a causa de,z powodu
830,dies::PRN,esto,to
