,Concept_ID,ab,kn
1027,lassen::V,арҟаҵара,ಮಾಡಲುಬಿಡು
1028,einladen::V,ааҕхьара,ಆಹ್ವಾನಿಸು
1029,einladen::V,анаҧхьара,ಆಹ್ವಾನಿಸು
1030,vereinigen::V,аилаҵара,ಒಂದಾಗು
1031,besuchen::V,абара,ಭೇಟಿಯಾಗು
1032,treffen::V,аҧылара,ಸಂಧಿಸು
1033,sich versammeln::V,аизара,ನೆರೆ
1034,spielen::V,ахəмарра,ಆಡು
1035,singen::V,ашəаҳəара,ಹಾಡು
1036,tanzen::V,акəашара,ಕುಣಿ
1037,sich trennen::V,аилыҵра,ಪ್ರತ್ಯೇಮಾಡು
1038,verlassen::V,акажьра,ಕಳೆ
1039,retten::V,Аиқəрхара,ರಕ್ಷಿಸು
1040,bewachen::V,ахьчара,ಕಾಪಾಡು
1041,schützen::V,ацəыхьчара,ಸಂರಕ್ಷಿಸು
1042,verteidigen::V,ахьчара,ಕಾಪಿಡು
1043,sich schlagen::V,аисра,ಕಿತ್ತಾಟ
1044,schießen::V,ахысра,ಎಸೆ
1045,siegen::V,аиааира,ಗೆಲ್ಲು
1046,ärgern::V,аргəаара,ರೇಗಿಸು
1047,schlagen::V,асра,ಹೊಡೆ
1048,schlagen::V,аҭасра,ಹೊಡೆ
1049,stechen::V,алакшара,ಚುಚ್ಚು
1050,stoßen::V,агəҭасра,ತಳ್ಳು
1051,stehlen::V,аӡара,ಕದಿ
1052,stören::V,аҧырхагахара,ಕತಕು
1053,belästigen::V,аргəамҵра,ತೊಂದರೆ
1054,verbergen::V,аӡара,ಮರೆಮಾಜು
1055,täuschen::V,ажьара,ಠಕ್ಕಿಸು
1056,betrügen::V,ажьара,ವಂಚಿಸು
1057,töten::V,ашьра,ಕೊಲ್ಲು
1058,wohnen::V,анхара,ವಾಸಿಸು
1059,arbeiten::V,аусура,ಕೆಲಸ ಮಾಡು
1060,sammeln::V,аҟəшəара,ಸಂಚಯಿಸು
1061,pflücken::V,аҿыршəара,ಬಿಡಿಸು
1062,pflücken::V,аҿыхра,ಬಿಡಿಸು
1063,jagen::V,ашəарыцара,ಬೇಟೆಯಾಡು
1064,fischen::V,аҧсыӡ икуеит,ಮೀನು ಹಿಡಿ
1065,fassen::V,акра,ಹಿಡಿ
1066,hüten::V,арҳəра,ಗುಂಪುಸೇರಿಸು
1067,hüten::V,ахьчара,ಗುಂಪುಸೇರಿಸು
1068,treiben::V,акацара,ದಬ್ಬು
1069,anbinden::V,адҳəалара,ಬಿಗಿ
1070,füttern::V,акырҿаҵара,ಮೇಯಿಸು
1071,melken::V,ахьара,ಹಾಲು ಕರೆ
1072,hacken::V,аҟəаҟəара,ತುಂಡರಿಸು
1073,gießen::V,аҵаҭəара,ನೀರುಹಾಕು
1074,reifen::V,ашəра,ಕಳಿ
1075,reifen::V,аҟалара,ಕಳಿ
1076,zubereiten::V,ацура,ಅಡಿಗೆಮಾಡು
1077,kochen::V,ажəра,ಅಡು
1078,backen::V,аӡра,ಬೇಯಿಸು
1079,braten::V,аӡра,ಕರಿ
1080,umrühren::V,аилрыхра,ಕಲಕು
1081,stricken::V,аҧара,ಹೆಣೆ
1082,nähen::V,аӡахра,ಹೊಲಿ
1083,färben::V,ашəра,ಬಣ್ಣ ಹತ್ತು
1084,reinigen::V,арыцқьара,ಸ್ವಚ್ಛಮಾಡು
1085,waschen::V,аӡәӡәара,ತೊಳೆ
1086,abwischen::V,арбара,ಒರಸು
1087,spülen::V,аҭыршара,ಗಲಬರಿಸು
1088,fegen::V,аҧссара,ಗುಡಿಸು
1089,baden::V,аҽыкəабара,ಸ್ನಾನಮಾಡು
1090,sich waschen::V,аҽыӡəӡəара,ತೊಳೆ
1091,ausziehen::V,ашəыхра,ಬಿಚ್ಚು
1092,anziehen::V,ашəҵара,ಹಾಕು
1093,sich anziehen::V,аҽеилаҳəара,ಹಾಕು
1094,kämmen::V,аҳəара,ಬಾಚು
1095,schmücken::V,арҧшӡара,ಅಲಂಕರಿಸು
1096,sagen::V,аҳəара,ಹೇಳು
1097,sprechen::V,ацəажəара,ನುಡಿ
1098,reden::V,ацəажəара,ನುಡಿ
1099,reden::V,аицәажәара,ನುಡಿ
1100,sich unterhalten::V,аицәажәара,ಹರಟೆ ಹೊಡಿ
1101,fragen::V,азҵаара,ವಿಚಾರಿಸು
1102,bitten::V,аҳəара,ಬೇಡು
1103,erzählen::V,аҳəара,ಹೇಳು
1104,mitteilen::V,азыцҳара,ತಿಳಿಸು
1105,nennen::V,ахьӡҵара,ಹೆಸರಿಡು
1106,rufen::V,азҿыҭра,ಕರೆ
1107,prahlen::V,аҽхəара,ಜಂಬ ಕೊಚ್ಚು
1108,übersetzen::V,аиҭагара,ಭಾಷಾಂತರಿಸು
1109,denken::V,азхəыцра,ಯೋಚಿಸು
1110,glauben::V,ахаҵара,ನಂಬು
1111,bemerken::V,агəаҭара,ಗಮನಿಸು
1112,erkennen::V,адырра,ಗುರುತುಹಿಡಿ
1113,begreifen::V,аилкаара,ಗ್ರಹಿಸು
1114,verstehen::V,аҳара,ಅರ್ಥಮಾಡಿಕೊ
1115,lernen::V,аҵара,ಕಲಿ
1116,wissen::V,адырра,ಅರಿ
1117,sich erinnern an::V,агəаларшəара,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1118,vergessen::V,ахашҭра,ಮರೆತುವಿಡು
1119,messen::V,ашəара,ಅಳೆ
1120,zählen::V,аҧхьаӡара,ಗಣಿಸು
1121,rechnen::V,аҳасабра,ಲೆಕ್ಕ ಹಾಕು
1122,lesen::V,аҧхьара,ಓದು
1123,besitzen::V,амазаара,ಒಡೆಯನಾಗಿರು
1124,kaufen::V,Аахəара,ಕೊಳ್ಳು
1125,verkaufen::V,аҭира,ಕೊಡು
1126,bezahlen::V,ахҭынҵара,ಬೆಲೆತೆರು
1127,bezahlen::V,ашəара,ಬೆಲೆತೆರು
1128,zahlen::V,ашəара,ಹಣವನ್ನುಕೊಡು
1129,ertragen::V,ачҳара,ಸಹಿಸು
1130,Moor::N,,ಬಂಜರು ಭೂಮಿ
1131,Kralle::N,,ಉಗುರು
1132,Schwarm::N,,ಗುಂಪು
1133,Sache::N,,ವಸ್ತು
1134,Menge::N,,ಮೊತ್ತ
1135,Essen::N,,ಊಟ
1136,Geschäft::N,,ವಾಣಿಜ್ಯ
1137,Monat::N,,ತಿಂಗಳು
1138,Jahr::N,,ಸಂವತ್ಸರ
1139,dünn::A,,ತೆಳು
1140,roh::A,,ಹಸಿ
1141,durch::PRP,,ನೇರವಾಗಿ
1142,was::FPRN,,ಏನು
1143,rauschen::V,,ಮರ್ಮರಗುಟ್ಟಿಸು
1144,zu sehen sein::V,,ಕಾಣಿಸು
1145,wenden::V,,ತಿರುಗು
1146,ergreifen::V,,ಆಕ್ರಮಿಸು
1147,bewahren::V,,ರಕ್ಷಿಸಿಡು
1148,wünschen::V,,ಬಯಸು
1149,wiegen::V,,ತೂಗು
1150,treten::V,,ಒದೆ
1151,kehren::V,,ಗುಡಿಸು
1152,malen::V,,ಬಿಡಿಸು
1153,zeichnen::V,,ಬಿಡಿಸು
1154,schreiben::V,,ಬರೆ
1155,beherrschen::V,,ಅಧಿಕಾರ ನಡೆಸು
