,Concept_ID,ab,kn
162,Krähe::N,аҟəараан,ಕಾಗೆ
163,Kuckuck::N,акəыкəу,ಕೋಗಿಲೆ
164,Schwan::N,агьад,ಹಂಸಪಕ್ಷಿ
165,Fisch::N,аҧсыӡ,ಮೀನು
166,Barsch::N,ацəыбла,ಪರ್ಚ್ ಮೀನು
167,Hecht::N,ахиаала,ಪೈಕ್ ಮೀನು
168,Schlange[Tier]::N,амаҭ,ಹಾವು
169,Wurm::N,ахəа,ಹುಳು
170,Wurm::N,ахəац,ಹುಳು
171,Spinne::N,абызкаҭаҳа,ಊರ್ಣನಾಭ
172,Ameise::N,ашышкамс,ಇರುವೆ
173,Laus::N,аҵа,ಹೇನು
174,Mücke::N,акəыбры,ಸೊಳ್ಳೆ
175,Fliege::N,амҵ,ನೊಣ
176,Schmetterling::N,аҧарҧалыкь,ಪತಂಗ
177,Beere::N,аргуц,ನಯವಣ್ಣು
178,Apfel::N,аҵəа,ಸೇಬು
179,Pilz::N,акəкəбаа,ಅಣಬೆ
180,Zwiebel::N,аџьымшьы,ನೀರುಳ್ಳಿ
181,Zwiebel::N,аџьымшьхы,ನೀರುಳ್ಳಿ
182,Saat::N,ажəла,ಬಿತ್ತ
183,Korn::N,арыц,ಬೀಜ
184,Heu::N,аҭəа,ಕರಡ
185,Schale::N,ацəа,ಹೊಟ್ಟು
186,Grube::N,ажра,ಗುಂಡಿ
187,Grube::N,атыша,ಗುಂಡಿ
188,Falle::N,арыҧҟьа,ಬೋನು
189,Schlinge::N,аҟəараҟəантə,ಉರುಲು
190,Spur::N,ашьҭа,ಜಾಡು
191,Asche::N,ахəа,ಬೂದಿ
192,Dreck::N,аҳəынҵəа,ಹೊಲಸು
193,Dreck::N,аҟьамсар,ಹೊಲಸು
194,Eisen::N,аиха,ಕಬ್ಬಿಣ
195,Gold::N,ахьы,ಚಿನ್ನ
196,Silber::N,аразны,ಬೆಳ್ಳಿ
197,Kohle::N,арацəа,ಕಲ್ಲಿದ್ದಲು
198,Glas::N,асаркьа,ಗಾಜು
199,Lehm::N,анышəаҧшь,ಜೇಡಿಮಣ್ಣು
200,Sand::N,аҧслымӡ,ಮರಳು
201,Mensch::N,ауаҩы,ಪುರುಷ
202,Mann::N,ахаҵа,ಆಳು
203,Frau::N,аҧҳəыс,ಹೆಣ್ಣು
204,Kind::N,ахəыҷы,ಮಗು
205,Junge::N,аҷкəын,ಹುಡುಗ
206,Junge::N,ахаҵарҧыс,ಹುಡುಗ
207,Mädchen::N,аӡӷаб,ಹುಡುಗಿ
208,Familie::N,аҭаацəа,ಕುಟುಂಬ
209,Großvater::N,абду,ಅಜ್ಜ
210,Großmutter::N,анду,ಅಮ್ಮ
211,Eltern::N,ани аби,ಹೆತ್ತವರು
212,Vater::N,аб,ತಂದೆ
213,Mutter::N,ан,ಅಮ್ಮ
214,Sohn::N,аҧа,ಮಗ 
215,Tochter::N,аҧҳа,ಮಗಳು
216,Bruder::N,аиашьа,ತಮ್ಮ
217,Schwester::N,Аҳəшьа,ತಂಗಿ
218,Onkel::N,абиашьа,ಸೋದರಮಾವ
219,Onkel::N,абиашьа,ದೊಡ್ಡಪ್ಪ
220,Onkel::N,аншьа,ಸೋದರಮಾವ
221,Onkel::N,аншьа,ದೊಡ್ಡಪ್ಪ
222,Tante::N,абиаҳəшьа,ಚಿಕ್ಕಮ್ಮ
223,Ehemann::N,ахаҵа,ಗಂಡ
224,Ehemann::N,аҧшəма,ಗಂಡ
225,Ehefrau::N,аҧҳəыс,ಹೆಂಡತಿ
226,Freude::N,агəырӷьара,ನಲಿವು
227,Gelächter::N,ачча,ನಗೆ
228,Gelächter::N,аччара,ನಗೆ
229,Glück::N,аразҟы,ಆನಂದ
230,Kummer::N,агəырҩа,ದುಃಖ
231,Wunsch::N,агəхəтəы,ಬಯಕೆ
232,Wunsch::N,аҭахра,ಬಯಕೆ
233,Lust::N,агəазыҳəара,ಇಷ್ಟ
234,Geist::N,аҧсы,ಆತ್ಮ
235,Gedanke::N,ахəыцырҭа,ಯೋಚನೆ
236,Gedächtnis::N,агəынкылара,ಸ್ಮರಣೆ
237,Verstand::N,ахшыҩ,ಮನಸ್ಸು
238,Sinn::N,аҵакы,ಅರ್ಥ
239,Grund::N,амзыз,ಕಾರಣ
240,Wahrheit::N,аиаша,ಸತ್ಯ
241,Gespräch::N,аиҿцәажәара,ಸಂಭಾಷಣೆ
242,Märchen::N,алакə,ಸುಳ್ಳು ಕಥೆ
243,Erzählung::N,ажәабжь,ಕಥೆ
244,Nachricht::N,адырраҭара,ಸಂದೇಶ
245,Neuigkeit::N,ажәабжь ҿыц,ಸುದ್ದಿ
246,Name::N,ахьӡ,ಹೆಸರು
247,Rätsel::N,ацуфара,ಒಗಟು
248,Rede::N,ажәа,ಮಾತು
249,Sprache::N,абызшəа,ಭಾಷೆ
250,Stimme::N,абжьы,ಧ್ವನಿ
251,Wort::N,ажәа,ಮಾತು
252,Zeichen::N,адырга,ಗುರುತು
253,Ruf::N,аҿҭы,ಕೂಗು
254,Lärm::N,ашьҭыбжь,ಸದ್ದು
255,Laut::N,ашьҭыбжь,ಶಬ್ದ
256,Ton::N,атон,ನಾದ
257,Lied::N,ашəа,ಗಾನ
258,Ruhe::N,аҭынчра,ಶಾಂತಿ
259,Leute::N,ауаа,ಮಂದಿ
260,Volk::N,ажəлар,ಜನಾಂಗ
261,Arbeit::N,аусура,ಕೆಲಸ
262,Gast::N,асас,ಅತಿಥಿ
263,Geschenk::N,аҳамҭа,ಕಾಣಿಕೆ
264,Geschenk::N,аҿанҵа,ಕಾಣಿಕೆ
265,Spiel::N,ахəмарра,ಆಟ
266,Gesellschaft::N,агəыҧ,ಸಂಗ
267,Hilfe::N,ацхыраара,ಸಹಾಯ
268,Freund::N,аҩыза,ಸ್ನೇಹಿತ
269,Kamerad::N,Аҧхнагьла,ಜೊತೆಗಾರ
270,Angelegenheit::N,аус,ವಿಚಾರ
271,Anzahl::N,ахыҧхьаӡара,ಎಣಿಕೆ
272,Art::N,ахкы,ತರ
273,Stück::N,аҽыҭ,ತುಂಡು
274,Teil::N,ахəҭа,ಭಾಗ
275,Hälfte::N,абжа,ಅರ್ಧ
276,Kreis::N,агьагьа,ವೃತ್ತ
277,Kreuz::N,аџьар,ಶಿಲುಬೆ
278,Linie::N,аицтәар,ರೀಖೆ
279,Strich::N,ацəаҳəа,ಗೀಟು
280,Abstand::N,абжьара,ಅಂತರ
281,Entfernung::N,абжьара,ದೂರ
282,Gegend::N,аҭыҧ,ವಿಸ್ತೀರ್ಣ
283,Platz::N,аҭыҧ,ಅಂತರ
284,Ort::N,аҭыҧ,ಸ್ಥಳ
285,Seite::N,аган,ಪಕ್ಷ
286,Mitte::N,агəҭа,ನಡು
287,Gegenstand::N,амаҭəар,ವಸ್ತು
288,Rand::N,аҵкар,ಅಂಚು
289,Kante::N,авардым,ಅಂಚು
290,Ecke::N,акəакь,ಮೂಲೆ
291,Spitze::N,аҧынҵа,ತುದಿ
292,Ende::N,анаӡара,ಕೊನೆ
293,Loch::N,акылҵəара,ತೂತು
294,Winkel::N,агҿаҩра,ಕೋನ
295,Winkel::N,акəындхə,ಕೋನ
296,Winkel::N,акəакь,ಕೋನ
297,Muster::N,аҟҟа,ನಮೂನೆ
298,Größe::N,изаҟароу,ಪ್ರಮಾಣ
299,Länge::N,аура,ಉದ್ದ
300,Höhe::N,агылара,ಎತ್ತರ
301,Gewicht::N,акапан,ತೂಕ
302,Haufen::N,ачаҟəа,ರಾಶಿ
303,Reihe::N,ацəаҳəа,ಸಾಲು
304,Boot::N,анышь,ದೋಣಿ
305,Ruder::N,ажəҩа,ಹುಟ್ಟು
306,Schlitten::N,ашəаҩауардын,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
307,Ski::N,ашəаҩа,ಜಾರುಪಟ್ಟಿ
308,Ski::N,ашьахаха,ಜಾರುಪಟ್ಟಿ
309,Lagerfeuer::N,еиқуу амца,ಶಿಬಿರಾಗ್ನಿ
310,Last::N,ахьанҭара,ಹೊರೆ
311,Gang::N,аныҟəара,ತಿರುಗಾಟ
312,Schritt::N,ашьаҿа,ಹೆಜ್ಜೆ
313,Norden::N,аҩада,ಉತ್ತರ
314,Süden::N,алада,ದಕ್ಷಿಣ
315,Westen::N,амраҭашəара,ಪಶ್ಚಿಮ
316,Osten::N,амрагылара,ಮೂಡಲು
317,Holz::N,амҿымаҭəахə,ಚೌಬೀನೆ
318,Brett::N,аӷəы,ಹಲಗೆ
319,Platte::N,ахаҳәцәы,ಹಲಗೆ
320,Stütze::N,аҵаргəа,ಆಸರೆ
321,Stütze::N,агəышьаҟа,ಆಸರೆ
322,Stange::N,акьат,ಕಂಬ
323,Stock::N,алаба,ಕೋಲು
324,Stab::N,акьат,ದೊಣ್ಣೆ
325,Rohr::N,абыкь,ನಳಿಕೆ
326,Haus::N,аҩны,ಮನೆ
327,Heim::N,аҭаацəа,ಗೃಹ
328,Ofen::N,аҳақə,ಒಲೆ
329,Ofen::N,ауаџьаҟ,ಒಲೆ
330,Ofen::N,афрына,ಒಲೆ
331,Fußboden::N,адашьма,ನೆಲ
332,Tisch::N,аишәа,ಮೇಜು
333,Stuhl::N,аҟəардə,ಕುರ್ಚಿ
334,Wiege::N,агара,ತೊಟ್ಟಿಲು
335,Bett::N,акаруаҭ,ಹಾಸಿಗೆ
336,Regal::N,акыӷəра,ಬೀರು
337,Kiste::N,аидчаҧала,ಪಟ್ಟಿಗೆ
338,Fenster::N,аҧенџьыр,ಕಿಟಕಿ
339,Tür::N,ашə,ಬಾಗಿಲು
340,Tor::N,агəашə,ಹೆಬ್ಬಾಗಿಲು
341,Zaun::N,аанда,ಬೇಲಿ
342,Dach::N,ахыб,ಮಾಳಿಗೆ
343,Leiter::N,амардуан,ಏಣಿ
344,Besen::N,аҧссага,ಪೊರಕೆ
345,Spaten::N,ажыга,ಗುದ್ದಲಿ
346,Schaufel::N,аҭəарӷəы,ಸನಿಕೆ
347,Gabel::N,ачқьыҧ,ಕವಲು
348,Löffel::N,амҳаҵə,ಚಮಚ
349,Messer::N,аҳəызба,ಚಾಕು
350,Nagel::N,аҵəымӷ,ಆಣಿ
351,Netz::N,акаҭа,ಬಲೆ
352,Haken::N,аҵəаҳə,ಕೊಂಡಿ
353,Griff::N,амаа,ಹಿಡಿ
354,Schloss::N,асаҧаҭ,ವೀಗ
355,Bild::N,асахьа,ಚಿತ್ರ
356,Figur::N,афигура,ಆಕಾರ
357,Puppe::N,акьанџьа,ಗೊಂಬೆ
358,Beutel::N,асакь,ಸಂಚಿ
359,Bündel::N,аҿаҳəара,ಕಟ್ಟು
360,Tasche::N,арҭмаҟ,ಚೀಲ
361,Eimer::N,аведра,ಬಾನೆ
362,Deckel::N,ахҩа,ಮುಚ್ಚಳ
363,Geschirr::N,ачысмаҭəа,ಭಕ್ಷ್ಯಗಳು
364,Sack::N,асакь,ಮೂಟೆ
365,Tasse::N,аҵəца,ಬಟ್ಟಲು
366,Topf::N,акаструлиа,ಮಡಕೆ
367,Kessel::N,ачуан,ಕೆಟಲ್
368,Nahrung::N,афатə,ಆಹಾರ
369,Speise::N,афатə,ಊಟ
370,Fleisch::N,акəац,ಮಾಂಸ
371,Getreide::N,ачакуа,ಧಾನ್ಯ
372,Brei::N,ақашь,ಗಂಜಿ
373,Brot::N,ача,ರೊಟ್ಟಿ
374,Scheibe::N,аҽыҭ,ಹೋಳು
375,Scheibe::N,аҿаҵа,ಹೋಳು
376,Fett::N,ашша,ಕೊಬ್ಬು
377,Butter::N,ахəша,ಬೆಣ್ಣೆ
378,Öl::N,азеҭ,ಎಣ್ಣೆ
379,Salz::N,аџьыка,ಉಪ್ಪು
380,Suppe::N,асуҧ,ಎಸರು
381,Honig::N,ацха,ಮಧು
382,Milch::N,ахш,ಹಾಲು
383,Tee::N,ачаи,ಚಹ
384,Leder::N,ацəа,ಚಕ್ಕಳ
385,Wolle::N,аласа,ಉಣ್ಣೆ
386,Stoff::N,Аба,ಬಟ್ಟೆ
387,Nadel::N,агəыр,ಸೂಜಿ
388,Faden::N,арахəыц,ದಾರ
389,Knopf::N,аҳəынҵəра,ಗುಂಡು
390,Knoten::N,аиқəҳəала,ಗಂಟು
391,Farbe::N,ашəыга,ಬಣ್ಣ
392,Kleidung::N,амаҭəа,ಅರಿವೆ
393,Hemd::N,акьаҿ,ಅಂಗಿ
394,Kragen::N,ахəда,ಕುತ್ತಿಗೆಪಟ್ಟಿ
395,Ärmel::N,амаӷра,ತೋಳು
396,Hose::N,аиқəа,ಇಜಾರ
397,Gürtel::N,амаҟа,ಬೆಲ್ಟು
398,Mütze::N,ахылҧа,ಟೋಪಿ
399,Schuh::N,аимаа,ಪಾದರಕ್ಷೆ
400,Stiefel::N,амагə,ಬೂಟು
401,Ring::N,амацəаз,ಉಂಗುರ
402,Band::N,алента,ರಿಬ್ಬನ್
403,Kamm::N,ахҳəа,ಹಣಿಗೆ
404,Spiegel::N,асаркьа,ಕನ್ನಡಿ
405,Riemen::N,аа,ಬಾರು
406,Schnur::N,ашаха,ಹುರಿ
407,Leine::N,аҕура,ಹಗ್ಗ
408,Decke::N,ахыза,ಕಂಬಳಿ
409,Kissen::N,ахчы,ದಿಂಬು
410,Tuch::N,акасы,ಕೊರಳ ಬಟ್ಟೆ
411,Handtuch::N,ампахьшьы,ಚೌಕ
412,Kraft::N,амч,ಬಲ
413,Stärke::N,амч,ಶಕ್ತಿ
414,Gesundheit::N,агəабзиара,ಆರೋಗ್ಯ
415,Krankheit::N,ачымазара,ರೋಗ
416,Schmerz::N,ахьаа,ನೋವು
417,Wunde::N,ахəра,ಗಾಯ
418,Fieber::N,ашоура,ಜ್ವರ
419,Arznei::N,ахəшə,ಔಷಧ
420,Brücke::N,ацҳа,ಸೇತುವೆ
421,Brunnen::N,аҵыџь,ಬಾವಿ
422,Weide::N,аҳəырҭа,ಗೋಮಾಳ
423,Pfad::N,амхəасҭа,ದಾರಿ
424,Weg::N,амҩа,ಹಾದಿ
425,Straße::N,амҩа,ರಸ್ತೆ
426,Dorf::N,ақыҭа,ಹಳ್ಳಿ
427,Stadt::N,ақалақь,ಪಟ್ಟಣ
428,Brief::N,ашəҟəы,ಕಾಗದ
429,Buch::N,ашəҟəы,ಪುಸ್ತಕ
430,Buchstabe::N,анбан,ಅಕ್ಷರ
431,Zeitung::N,агазеҭ,ವಾರ್ತಾಪತ್ರಿಕೆ
432,Leben::N,аҧсҭазаара,ಜೀವನ
433,Tod::N,аҧсра,ಮರಣ
434,Grab::N,анышəынҭра,ಗೋರಿ
435,Kirche::N,ауахəама,ಚರ್ಚು
436,Sünde::N,агəнаҳа,ಪಾಪ
437,Gott::N,анцəа,ದೇವರು
438,Arbeiter::N,аусуҩ,ಕೆಲಸಗಾರ
439,Chef::N,Аиҳабы,ದಣಿ
440,Meister::N,аҟаза,ಶಿಕ್ಷಕ
441,Arzt::N,аҳақьым,ವೈದ್ಯ
442,Lehrer::N,арҵаҩы,ಉಪಾಧ್ಯಾಯ
443,Geld::N,аҧара,ಹಣ
444,Laden::N,амагазин,ಅಂಗಡಿ
445,Preis::N,ахə,ಬೆಲೆ
446,Ware::N,атауар,ಸರಕು
447,Nutzen::N,ақьар,ಲಾಭ
448,Reichtum::N,абеиара,ಸಂಪತ್ತು
449,Welt::N,адунеи,ಭೂಲೋಕ
450,Land::N,атəыла,ದೇಶ
451,Staat::N,аҳəынҭқарра,ರಾಜ್ಯ
452,König::N,акрал,ರಾಜ
453,Macht::N,амчра,ಅಧಿಕಾರ
454,Grenze::N,аҳəаа,ಗಡಿ
455,Krieg::N,аибашьра,ಯುದ್ಧ
456,Feind::N,Аҕа,ಶತ್ರು
457,Gewalt::N,ақəымчра,ಹಿಂಸೆ
458,Kampf::N,ақəҧара,ಹೋರಾಟ
459,Bogen[Waffe]::N,ахыц,ಬಿಲ್ಲು
460,Pfeil::N,ахəымпал,ಅಂಬು
461,Gewehr::N,ашəақь,ಬಂದೂಕು
462,Fehler::N,агха,ತಪ್ಪು
463,Lüge::N,амц,ಸುಳ್ಳು
464,Schaden::N,аҧырхага,ಹಾನಿ
465,Unglück::N,арыцҳара,ಅಪಾಯ
466,Schuld::N,ахара,ದೋಷ
467,Alter::N,ақəра,ಮುಪ್ಪು
468,Schluss::N,анҵəамҭа,ಮುಕ್ತಾಯ
469,Zeit::N,аамта,ಕಾಲ
470,Tag::N,амш,ದಿನ
471,Morgen::N,ашара,ಮುಂಜಾನೆ
472,Morgen::N,ашьыбжь,ಮುಂಜಾನೆ
473,Mittag::N,шьыбжьон,ನಡುಹಗಲು
474,Abend::N,ахəылҧаз,ಸಂಜೆ
475,Abend::N,ахəлбыҽха,ಸಂಜೆ
476,Nacht::N,аҵх,ರಾತ್ರಿ
477,Woche::N,амчыбжь,ವಾರ
478,Frühling::N,ааҕын,ವಸಂತ
479,Sommer::N,аҧхын,ಬಿಸಿಲುಕಾಲ
480,Herbst::N,ҭагалан,ಶರತ್ಕಾಲ
481,Herbst::N,хкаарачан,ಶರತ್ಕಾಲ
482,Winter::N,аӡын,ಚಳಿಗಾಲ
483,Januar::N,ианвар,ನಾಲ್ಚಳಿ
484,Februar::N,февраль,ಅಯ್ಚಳಿ
485,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
486,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
487,Mai::N,маи,ಮುಬ್ಬೇಸಿಗೆ
488,Juni::N,иуун,ಮೊಮ್ಮಳೆ
489,Juli::N,иууль,ಇಮ್ಮಳೆ
490,August::N,август,ಮುಮ್ಮಳೆ
491,September::N,сентиабр,ನಾಲ್ಮಳೆ
492,Oktober::N,октиабр,ಮೊಚ್ಚಳಿ
493,November::N,ноиабр,ಇಚ್ಚಳಿ
494,Dezember::N,декабр,ಮುಚ್ಚಳಿ
495,Montag::N,ашəахьа,ಸೋಮುವಾರ
496,Dienstag::N,аҩаша,ಮಂಗಳವಾರ
497,Mittwoch::N,ахаша,ಬುಧವಾರ
498,Donnerstag::N,аҧшьаша,ಗುರುವಾರ
499,Freitag::N,ахəаша,ಶುಕ್ರವಾರ
500,Samstag::N,асабша,ಶನಿವಾರ
501,Sonntag::N,амҽыша,ಭಾನುವಾರ
502,groß::A,аду,ದೊಡ್ಡ
503,klein::A,амаҷ,ಪುಟ್ಟ
504,lang::A,ахəхəа,ದೀರ್ಘ
505,kurz::A,акьаҿ,ಚಕ್ಕ
506,breit::A,аиужь,ಅಗಲವಾದ
507,breit::A,аиҵых,ಅಗಲವಾದ
508,schmal::A,аҭшəа,ಇಕ್ಕಟ್ಟಾದ
509,dicht::A,аилач,ದಟ್ಟ
510,dick[Gegenstand]::A,ажəпа,ದಟ್ಟ
511,fein::A,апа,ಕೋಮಲ
512,fein::A,аҵаӷа,ಕೋಮಲ
513,fein::A,аӡа,ಕೋಮಲ
514,fest::A,аҟаца,ಘನ
515,fest::A,аӷəӷəаҟаца,ಘನ
516,flach::A,ақəаҟьа,ಚಪ್ಪಟೆ
517,flach::A,аҧаҟьа,ಚಪ್ಪಟೆ
518,glatt::A,аимаҩзы,ನಯ
519,hart::A,акьакьа,ಗಟ್ಟಿ
520,weich::A,атата,ಮೃದುವಾದ
521,rund::A,акəмпыл,ವರ್ತುಳ
522,spitz::A,аҵар,ಮೊನಚಾದ
