,Concept_ID,kl,hy
148,Fell::N,ameq,մորթի
149,Flügel::N,suluk,թեւ
150,Flügel::N,isaroq,թեւ
151,Klaue::N,kukik,չանչ
152,Kralle::N,kukik,ճանկ
153,Schwanz::N,pamioq,պոչ
154,Schwanz::N,paperuusaq,պոչ
155,Ei::N,mannik,ձու
156,Nest::N,ullut,բույն
157,Bau::N,ini,որջ
158,Bau::N,ini,բայոց
159,Tier::N,uumasoq,կենդանի
160,Herde::N,unguukkat,հոտ
161,Kuh::N,ussik,կով
162,Bulle::N,angukulak,ցուլ
163,Bulle::N,anguteralak,ցուլ
164,Bulle::N,angutikulooq,ցուլ
165,Schaf::N,sava,ոչխար
166,Schwein::N,puuluki,խոզ
167,Hund::N,qimmeq,շուն
168,Katze::N,puisaaq,կատու
169,Bär::N,allaq,արջ
170,Eichhörnchen::N,sissinnguaq,սկյուռ
171,Fuchs::N,terianniaq,աղվես
172,Hase::N,ukaleq,նապաստակ
173,Maus::N,teriannguaq,մուկ
174,Wolf::N,amaroq,գայլ
175,Vogel::N,timmiaq,թռչուն
176,Huhn::N,kukkukooq,հավ
177,Huhn::N,marloraaqaaq,հավ
178,Hahn::N,kiasiusaq,աքաղաղ
179,Gans::N,nerleq,սագ
180,Adler::N,nattoralik,արծիվ
181,Eule::N,uppik,բու
182,Kranich::N,qorlorfik,կռունկ
183,Krähe::N,tuluatsiaq,ագռավ
184,Kuckuck::N,kukkooq,կուկու
185,Schwan::N,qussuk,կարապ
186,Fisch::N,aalisagaq,ձուկ
187,Schlange[Tier]::N,pulateriarsuk,օձ
188,Schlange[Tier]::N,pulateriaarsuk,օձ
189,Spinne::N,aasiaq,սարդ
190,Spinne::N,nissavaarsuk,սարդ
191,Ameise::N,uniaaluk,միջյուն
192,Laus::N,kumak,ոջիլ
193,Mücke::N,ippernaq,մժղուկ
194,Fliege::N,ippernaq,ճանճ
195,Schmetterling::N,paluaq,թիթեռ
196,Schmetterling::N,pakkaluaq,թիթեռ
197,Schmetterling::N,utsuppaluaq,թիթեռ
198,Schmetterling::N,taqaleqisaaq,թիթեռ
199,Beere::N,paarmaq,հատապտուղ
200,Beere::N,paarngaq,հատապտուղ
201,Apfel::N,iipili,խնձոր
202,Pilz::N,anngiusaq,սունկ
203,Zwiebel::N,uanitsoq,սոխ
204,Saat::N,naatsiiassaq,սերմ
205,Korn::N,maannineq,հատիկ
206,Schale::N,niutsivik,կեղեւ
207,Schale::N,ilulissaq qaartussaq,կեղեւ
208,Grube::N,itersaq,փոս
209,Falle::N,pualavoq,ծուղակ
210,Schlinge::N,orseq,խեղդան
211,Schlinge::N,norloq,խեղդան
212,Spur::N,tumaa,հետք
213,Asche::N,arsat,մոխիր
214,Dreck::N,minguk,աղտ
215,Eisen::N,savimineq,երկաթ
216,Eisen::N,saffiugassaq,երկաթ
217,Gold::N,kuulti,ոսկի
218,Silber::N,siilviuvoq,արծաթ
219,Kohle::N,aamarsuit aamaruutissat,քարածուխ
220,Glas::N,igalaaq,ապակի
221,Glas::N,imertarfik,ապակի
222,Glas::N,igalaamineq,ապակի
223,Lehm::N,marraq,կավ
224,Sand::N,sioqqat,ավազ
225,Mensch::N,inuk,մարդ
226,Mensch::N,silamiu,մարդ
227,Mann::N,angut,մարդ
228,Mann::N,angut,տղամարդ
229,Frau::N,arnaq,կին
230,Kind::N,meeraq,զավակ
231,Junge::N,nukappiaraq,տղա
232,Mädchen::N,arnannguaq,աղջիկ
233,Familie::N,ilaqutakka,ընտանիք
234,Familie::N,ilaqutariit,ընտանիք
235,Großvater::N,aatak,պապ
236,Großmutter::N,aanaq,տատ
237,Eltern::N,angajoqqaat,ծնողներ
238,Vater::N,ataata,հայր
239,Vater::N,ataataq,հայր
240,Mutter::N,anaana,մայր
241,Sohn::N,erneq,որդի
242,Tochter::N,panik,աղջիկ
243,Tochter::N,panik,դուստր
244,Bruder::N,ani,եղբայր
245,Bruder::N,aqqaluk,եղբայր
246,Bruder::N,qatanngut,եղբայր
247,Schwester::N,naja,քույր
248,Schwester::N,aleqa,քույր
249,Schwester::N,qatanngut,քույր
250,Onkel::N,akkak,քեռի
251,Onkel::N,akkak,հորեղբայր
252,Tante::N,aja,մորաքույր
253,Tante::N,ajak,մորաքույր
254,Tante::N,atsak,մորաքույր
255,Ehemann::N,ui,մարդ
256,Ehemann::N,ui,ամուսին
257,Ehefrau::N,nuliaq,կին ամուսին
258,Freude::N,tipaatsussuseq,ուրախություն
259,Gelächter::N,illaq,ծիծաղ
260,Glück::N,usornaat,երջանկություն
261,Glück::N,usornarsuseq,երջանկություն
262,Wunsch::N,kissaat,ցանկություն
263,Lust::N,illigussuseq,փափագ
264,Lust::N,illigussuseq,իղձ
265,Lust::N,piummaseq,փափագ
266,Lust::N,piummaseq,իղձ
267,Geist::N,anerneq,ոգի
268,Geist::N,toornaq,ոգի
269,Gedanke::N,isumassaq,միտք
270,Gedächtnis::N,eqqaamannissuseq,հիշողություն
271,Verstand::N,isuma,խելք
272,Verstand::N,sianissut,խելք
273,Verstand::N,misigissut,խելք
274,Verstand::N,sianissuseq,խելք
275,Verstand::N,silaqassuseq,խելք
276,Sinn::N,isuma,իմաստ
277,Grund::N,patsit,պատճառ
278,Wahrheit::N,sallusuissut,ճշմարտություն
279,Märchen::N,oqalualaarut,պայիկի պատմություն
280,Märchen::N,oqaluasaaq,պայիկի պատմություն
281,Erzählung::N,oqaluttuaq,պատմվածք
282,Erzählung::N,oqaluttuaq,պատմություն
283,Nachricht::N,oqaassut,հաղորդագրություն
284,Nachricht::N,oqqersuut,հաղորդագրություն
285,Neuigkeit::N,tusarnartaq,լուր
286,Neuigkeit::N,tusarnartaq,նորություն
287,Name::N,ateq,անուն
288,Rätsel::N,nalorsitsaarut,բարդ խնդիր
289,Rede::N,oqaluuseq,ճառ
290,Rede::N,oqaluuseq,ելույթ
291,Sprache::N,oqaatsit,լեզու
292,Stimme::N,erinaq,ձայն
293,Stimme::N,qarluuseq,ձայն
294,Wort::N,oqaasii,բառ
295,Zeichen::N,nalunaaqqut,նշան
296,Ruf::N,qaaqqussut,կոչ
297,Ruf::N,qaaqqussut,կանչ
298,Lärm::N,perpaluk,աղմուկ
299,Laut::N,torsukattak,հնչյուն
300,Laut::N,torsukattak,ձայն
301,Ton::N,erinaq,տոն
302,Lied::N,taalliaq,երգ
303,Lied::N,erinarsuut,երգ
304,Ruhe::N,qatsunganeq,անդորրություն
305,Leute::N,inuiak,մարդիկ
306,Leute::N,inuiaqatigiit,մարդիկ
307,Volk::N,inuiaat,ազգ
308,Arbeit::N,suliaq,գործ
309,Arbeit::N,suliaq,աշխատանք
310,Gast::N,qaaqqusaq,հյուր
311,Geschenk::N,pajugut,նվեր
312,Hilfe::N,annertoqqut,օգնությթուն
313,Freund::N,tiliaq,ընկեր
314,Freund::N,tiliaq,բարեկամ
315,Freund::N,ikinngut,ընկեր
316,Freund::N,ikinngut,բարեկամ
317,Kamerad::N,tiliaq,ուղեկից
318,Kamerad::N,ikinngut,ուղեկից
319,Art::N,ileqquuseq,տեսակ
320,Stück::N,nakkaalaniku,կտոր
321,Teil::N,tassiaasat,մաս
322,Hälfte::N,affaq,կես
323,Kreis::N,kaajaluinneq or kaajaluitsoq,շիջանակ
324,Kreuz::N,sanningasulik,խաչ
325,Linie::N,tittaq,գիծ
326,Linie::N,titarneq,գիծ
327,Abstand::N,aku,անջրպետ
328,Abstand::N,ikiaq,անջրպետ
329,Entfernung::N,asi,հեռավորություն
330,Gegend::N,nuna,շրջան
331,Platz::N,ini,տարածություն
332,Platz::N,inissaq,տարածություն
333,Ort::N,sumiiffik,տեղ
334,Ort::N,sumiiffik,վայր
335,Seite::N,saneraq,կողմ
336,Mitte::N,qiteq,մեջտեղ
337,Sache::N,pigisaq,բան
338,Rand::N,sini,վերջք
339,Rand::N,akerfineq,վերջք
340,Kante::N,akerfineq,եզր
341,Ecke::N,teqeqqoq,անկյուն
342,Ecke::N,tikeqqoq,անկյուն
343,Spitze::N,inngik,ծայր
344,Ende::N,isu,ծայր
345,Loch::N,putu,անցք
346,Winkel::N,teqeqqorissaat,անկյուն
347,Muster::N,ilisserut,օրինակ
348,Größe::N,angissuseq,մեծություն
349,Länge::N,takissuseq,երկարություն
350,Gewicht::N,oqimaalutaq,կշիռ
351,Menge::N,amerlassuseq,քանակ
352,Haufen::N,eqimattat,դեզ
353,Haufen::N,eqimattat,կույտ
354,Reihe::N,allunaasaq,շարք
355,Reihe::N,allunaasaq,կարգ
356,Boot::N,qajaq,նավակ
357,Boot::N,angallat,նավակ
358,Boot::N,umiatsiaq,նավակ
359,Ruder::N,iput,թի
360,Ruder::N,iput,թիակ
361,Schlitten::N,qamutit,բալխիր
362,Schlitten::N,qimusseq,բալխիր
363,Ski::N,ataarut,դահուկ
364,Last::N,nammagaq,բեռ
365,Schritt::N,allorneq,քայլ
366,Norden::N,avannaq,հյուսիս
367,Süden::N,qava,հարավ
368,Süden::N,kujat,հարավ
369,Süden::N,kujataa,հարավ
370,Westen::N,kitaa,արեւմուտք
371,Osten::N,kangi,արեւելք
372,Holz::N,qisuk,փայտ
373,Brett::N,salliligaq,տախտակ
374,Platte::N,qaateq,թիթեղ
375,Stütze::N,ajagutaq,նեցուկ
376,Stütze::N,ajaagutaq,նեցուկ
377,Stange::N,kaaviffik,ձող
378,Stock::N,ajaappissat,փայտ
379,Stab::N,ajaappissat,ցուպ
380,Stab::N,ajaappissat,գավազան
381,Rohr::N,sullulik,խողովակ
382,Haus::N,illu,տուն
383,Ofen::N,kissarsuut,վառարան
384,Fußboden::N,nateq,հատակ
385,Tisch::N,allattarfik,սեղան
386,Stuhl::N,issiavik,աթոռ
387,Stuhl::N,issiaffik,աթոռ
388,Wiege::N,uaasoq,օրորոց
389,Bett::N,nallavik,անկողին
390,Regal::N,ilisivik,դարակ
391,Kiste::N,sakissat,տուփ
392,Kiste::N,illerfiusaq,տուփ
393,Fenster::N,aki,պատուհան
394,Fenster::N,igalaaq,պատուհան
395,Tür::N,matu,դուռ
396,Tor::N,isaaffik,դարպաս
397,Zaun::N,saputit,ցանկապատ
398,Dach::N,qaliaq,տանիք
399,Dach::N,qaliaq,կտուր
400,Leiter::N,tummeqqat,սանդուղք
401,Leiter::N,majuartarfiit,սանդուղք
402,Besen::N,saligutit,ավել
403,Spaten::N,nivaataq,բահ
404,Schaufel::N,nivaataq,թի
405,Gabel::N,qilluaq,պատառաքաղ
406,Gabel::N,ajassaatit,պատառաքաղ
407,Löffel::N,alussaat,գդալ
408,Messer::N,savik,դանակ
409,Nagel::N,kukik,մեխ
410,Netz::N,anguffaseq,ցանց
411,Haken::N,nissik,կարթ
412,Haken::N,qarsorsaq,կարթ
413,Haken::N,qarsorsartoq,կարթ
414,Griff::N,ipi,կոթ
415,Griff::N,ipi,բռնակ
416,Schloss::N,illussaarsuaq,կողպեք
417,Bild::N,assiliaq,նկար
418,Bild::N,assiliaq,պատկեր
419,Figur::N,kisitsit,քանդակ
420,Figur::N,kisitsit,պատկեր
421,Puppe::N,inuusaq,տիկնիկ
422,Bündel::N,qilertaq,կապոց
423,Tasche::N,pooqattaq,պայուսակ
424,Deckel::N,matu,կափարիչ
425,Geschirr::N,anut,ամանեղեն
426,Tasse::N,tiitorfik,թաս
427,Tasse::N,tiitorfik,գավաթ
428,Tasse::N,tiitorfiup ilorlia,թաս
429,Tasse::N,tiitorfiup ilorlia,գավաթ
430,Topf::N,qoqqoq,անոթ
431,Kessel::N,uunnaavik,կաթսա
432,Essen::N,igaaq,կերակուր
433,Nahrung::N,neqissaq,ուտելիք
434,Speise::N,nerisassat,խորտիկ
435,Speise::N,nerisassat,կերակուր
436,Fleisch::N,neqi,միս
437,Getreide::N,maannineq,հացահատիկ
438,Brot::N,iffit,հաց
439,Brot::N,iffiaq,հաց
440,Scheibe::N,igalaassiaq,կտոր
441,Scheibe::N,igalaassiaq,պատառ
442,Fett::N,tarnutissaq,ճարպ
443,Fett::N,tarnutissiaq,ճարպ
444,Butter::N,punneq,կարագ
445,Öl::N,uulia,ձեթ
446,Salz::N,taratsut,աղ
447,Suppe::N,qajoq,սուպ
448,Suppe::N,qajoq,ապուր
449,Honig::N,tungusunnitsuut,մեղր
450,Milch::N,immuk,կաթ
451,Tee::N,tii,թեյ
452,Tee::N,teeq,թեյ
453,Wolle::N,nuersagassiaq,բուրդ
454,Stoff::N,milliaq,գործվածք
455,Stoff::N,qarlissiaq,գործվածք
456,Nadel::N,meqqut,ասեղ
457,Faden::N,ujalussiaq,թել
458,Knopf::N,attat,կոճակ
459,Knoten::N,akeroq,հանգույց
460,Knoten::N,qilerneq,հանգույց
461,Farbe::N,qalipaat,ներկ
462,Kleidung::N,atisat,հագուստ
463,Kleidung::N,annoraaq,հագուստ
464,Hemd::N,ilupaaq,վերնաշապիկ
465,Kragen::N,qungasiinnaq,օձիք
466,Ärmel::N,aaq,թեւք
467,Hose::N,qarliit,շալվար
468,Gürtel::N,qiterut,գոտի
469,Gürtel::N,unngersaq,գոտի
470,Mütze::N,nasaq,կեպի
471,Schuh::N,skuu,կոշիկ
472,Schuh::N,ikernuk,կոշիկ
473,Schuh::N,ateraasaq,կոշիկ
474,Stiefel::N,kamik,երկարաճիթ կոշիկ
475,Ring::N,assammiu,զնգալ
476,Band::N,qilerutissiaq,ժապավեն
477,Kamm::N,illaagutit,սանր
478,Kamm::N,illaajaatit pl.,սանր
479,Spiegel::N,tarrarsuut,հայելի
480,Riemen::N,allunaaq,փոկ
481,Schnur::N,kujaaq,լար
482,Schnur::N,allunaasaq,լար
483,Leine::N,aleq,փոկ
484,Decke::N,qipik,վերմակ
485,Kissen::N,akit,բարձ
486,Tuch::N,qarlissiaq,թաշկինակ
487,Handtuch::N,allarut,սրբիչ
488,Handtuch::N,allarterut,սրբիչ
489,Kraft::N,pissak,ուժ
490,Stärke::N,qerattarsaat,պնդություն
491,Stärke::N,qerattarsaat,ամրություն
492,Gesundheit::N,peqqisusseq,առողջություն
493,Krankheit::N,nappaat,ախտ
494,Krankheit::N,nappaat,հիվանդություն
495,Schmerz::N,anniaat,ցավ
496,Schmerz::N,anniaat,տանջանք
497,Wunde::N,iki,վերք
498,Fieber::N,nappaat qanimanartoq,տենդ
499,Arznei::N,imigassaq,դեղ
500,Brücke::N,ikaartarfik,կամուրջ
501,Brunnen::N,tissaluttuliaq,հոր
502,Brunnen::N,tissaluttuliaq,ջրհոր
503,Weide::N,masarsuk,արոտավայր
504,Pfad::N,aqqut,արահետ
505,Weg::N,aggerfik,ուղի
506,Straße::N,aqqusineq,ճանապարհ
507,Dorf::N,nunaqarfik,գյուղ
508,Stadt::N,illorpaat,քաղաք
509,Stadt::N,illorpalik,քաղաք
510,Brief::N,allagarsiaq,նամակ
511,Buch::N,atuakkat,գիրք
512,Buch::N,mappersagaq,գիրք
513,Buchstabe::N,naqinneq,տառ
514,Buchstabe::N,naqinneq,գիր
515,Zeitung::N,aviisi,լրագիր
516,Leben::N,inuussuseq,կյանք
517,Tod::N,toqu,մահ
518,Tod::N,toquneq,մահ
519,Grab::N,iliveq,գերեզման
520,Grab::N,illissat,գերեզման
521,Kirche::N,oqaluffik,եկեղեցի
522,Sünde::N,ajorti,մեղք
523,Arbeiter::N,sulisoq,բանվոր
524,Arbeiter::N,sulisoq,աշխատող
525,Chef::N,ittoqut,տեր
526,Meister::N,naalagaq,վարպետ
527,Arzt::N,katsorsaasoq,բժիշկ
528,Lehrer::N,ilinniartitsisoq,ուսուցիչ
529,Geld::N,aningaasat,փող
530,Geschäft::N,niuertarfik,գործ
531,Geschäft::N,niuertarfik,աշխատանք
532,Laden::N,niuertarfik,կրպակ
533,Laden::N,niuertarfik,խանութ
534,Preis::N,aki,գին
535,Ware::N,qaliata pii,ապրանք
536,Ware::N,nioqqutissaq,ապրանք
537,Nutzen::N,iluaqut,օգուտ
538,Welt::N,nunarsuaq,աշխարհ
539,Land::N,nuna,երկիր
540,König::N,kunngi,արքա
541,König::N,kunngi,թագավոր
542,Macht::N,pissaassuseq,իշխանություն
543,Grenze::N,killik,սահման
544,Krieg::N,sorsunneq,պատերազմ
545,Feind::N,akeraq,թշնամի
546,Feind::N,akerartorti,թշնամի
547,Feind::N,qinngarsuisoq,թշնամի
548,Kampf::N,sorsunneq,մարտ
549,Pfeil::N,qalugiusaq,նետ
550,Gewehr::N,aallaat,հրացան
551,Fehler::N,kukkuneq,սխալ
552,Fehler::N,paarlaappaa,սխալ
553,Unglück::N,perluut,դժբախտություն
554,Schuld::N,akiitsugaq,պակասություն
555,Schuld::N,akiligassaq,պակասություն
556,Alter::N,utoqqaq,հասակ
557,Schluss::N,isu,վերջ
558,Schluss::N,isu,վախճան
559,Zeit::N,ulloq,ժամանակ
560,Zeit::N,akuttoqatigiinneq,ժամանակ
561,Tag::N,ulloq,օր
562,Morgen::N,ullaaq,առավոտ
563,Mittag::N,ulloqeqqa,կեսօր
564,Abend::N,unnuk,երեկո
565,Nacht::N,unnuaq,գիշեր
566,Woche::N,sapaatip akunnera,շաբաթ
567,Monat::N,qaammat,ամիս
568,Jahr::N,ukioq,տարի
569,Frühling::N,upernaaq,գարուն
570,Sommer::N,aasaq,ամառ
571,Herbst::N,ukiaq,աշուն
572,Winter::N,ukioq,ձմեռ
573,Januar::N,siulleeq,հունվար
574,Januar::N,qaammaliaq,հունվար
575,Februar::N,aarlaat,փետրվար
576,März::N,marsi,մարտ
577,März::N,martsi,մարտ
578,Mai::N,maaji,մայիս
579,Juni::N,juuni,հունիս
580,Juli::N,juuli,հուլիս
581,August::N,aggusti,օգոստոս
582,September::N,septembari,սեպտեմբեր
583,Oktober::N,oktobari,հոկտեմբեր
584,November::N,novembari,նոյեմբեր
585,Dezember::N,detsembari,դեկտեմբեր
586,Montag::N,ataasinngortoq,երկուշաբթի
587,Dienstag::N,marlunngorneq,երեքշաբթի
588,Mittwoch::N,pingasunngorneq,չորեքշաբթի
589,Donnerstag::N,sisamanngorneq,հինգշաբթի
590,Freitag::N,tallimanngorneq,ուրբաթ
591,Samstag::N,arfininngorneq,շաբաթ
592,Sonntag::N,sapaat,կիրակի
593,Sonntag::N,sapaati,կիրակի
594,groß::A,angivoq,մեծ
595,groß::A,angivoq,խոշոր
596,klein::A,mikivoq,պստիկ
597,klein::A,mikivoq,փոքրիկ
598,lang::A,takisooq,երկար
599,kurz::A,naatsoq,կարճ
600,breit::A,silippoq,լայն
601,schmal::A,amitsoq,նեղ
602,dicht::A,torsusooq,խիտ
603,dick[Gegenstand]::A,issuvoq,հաստ
604,dick[Gegenstand]::A,issusooq,հաստ
605,dünn::A,amitsoq,բարակ
606,fein::A,mamarpoq,նուրբ
607,fest::A,tangeqarpoq,ամուր
608,fest::A,tangeqarpoq,պինդ
609,flach::A,nalimmappoq,տափակ
610,glatt::A,quasak,հարթ
611,hart::A,mattusooq,կարծր
612,hart::A,manngerpoq,կարծր
613,hart::A,titeqquluppoq,կարծր
614,weich::A,nerumaarpoq,մեղմ
615,weich::A,nerumaarpoq,փափուկ
616,rund::A,ammallorippoq,կլոր
617,spitz::A,qummukujooq,սրածայր
618,scharf::A,ipippoq,սուր
619,stumpf::A,anngerpoq,գուլ
620,schwer::A,oqimaappoq,ծանր
621,schön::A,kusanarpoq,սիրուն
622,schön::A,kusanarpoq,գեղեցիկ
623,heiß::A,kiappoq,թեժ
624,warm::A,oqorpoq,տաք
625,warm::A,oqorpoq,ջերմ
626,kalt::A,issippoq,ցուրտ
627,kühl::A,pueqqortippoq,զով
628,feucht::A,isugutavoq,ղոնավ
629,feucht::A,qaasernarpoq,ղոնավ
630,nass::A,imerorpoq,թաց
631,trocken::A,panerpoq,ցամաք
632,voll::A,ulikkaarpoq,լի
633,voll::A,ulikkaarpoq,լիքը
634,leer::A,imaattuarpoq,դատարկ
635,offen::A,ammavoq,բաց
636,geschlossen::A,matuvoq,գոց
637,sauber::A,eqqippoq,մաքուր
638,sauber::A,sukuluippoq,մաքուր
639,sauber::A,ipeqanngilaq,մաքուր
640,schmutzig::A,tapappoq,կեղտոտ
641,schmutzig::A,minguppoq,կեղտոտ
642,roh::A,aapavoq,հում
643,reif::A,qaarulerpoq,հասած
644,reif::A,qaarulerpoq,հասուն
645,süß::A,tungusunnippoq,անուշ
646,bitter::A,qasilippoq,կծու
647,hell::A,qaamavoq,պայծառ
648,hell::A,qaamavoq,խելամիտ
649,dunkel::A,qernerpoq,մութ
650,schwarz::A,qernerpoq,սեւ
651,weiß::A,qaqorpoq,սպիտակ
652,rot::A,aappaluppoq,կարմիր
653,gelb::A,sungaarpoq,դեղին
654,blau::A,tungujorpoq,կապույտ
655,grün::A,qorsooqqippoq,կանաչ
656,grau::A,qaserpoq,գորշ
657,billig::A,akikippoq,էժան
658,wertvoll::A,erlinnarpoq,թանկարժեք
659,blind::A,tappiippoq,կույր
660,blind::A,isigisaqanngilaq,կույր
661,taub::A,tusilarpoq,խուլ
662,kräftig::A,pissaq,հզոր
663,kräftig::A,pissarsuaq,հզոր
664,stark::A,sanngivoq,ուժեղ
665,schwach::A,nakuippoq,տկար
666,schwach::A,nakuippoq,թույլ
667,fett::A,pualavoq,գեր
668,schlank::A,tuappoq,նիհար
669,hübsch::A,aatsialaq,գրավիչ
670,hübsch::A,aatsialaq,սիրունիկ
671,böse::A,ajorpoq,չար
672,dumm::A,taqajak,հիմար
673,dumm::A,sikkilluppoq,հիմար
674,dumm::A,qaatusimasaqanngilaq,հիմար
675,faul::A,eqiasuppoq,ծույլ
676,faul::A,eqiattortuvoq,ծույլ
677,fleißig::A,eqiasuippoq,ջանասեր
678,fleißig::A,eqiasuippoq,փութաջան
679,geizig::A,iasilaarpoq,ագահ
680,geizig::A,iasilaarpoq,կծծի
681,geizig::A,tukkuippoq,ագահ
682,geizig::A,tukkuippoq,կծծի
683,klug::A,mallak,խելոք
684,klug::A,mallak,ընդունակ
685,klug::A,ittanneq,խելոք
686,klug::A,ittanneq,ընդունակ
687,klug::A,kutaappoq,խելոք
