,Concept_ID,ja,sl
138,Feder::N,羽根,peró
139,Fell::N,毛皮,kŕzno
140,Flügel::N,羽,krílo
141,Klaue::N,鉤爪,párkelj
142,Kralle::N,爪,krémpelj
143,Schwanz::N,尻尾,rèp
144,Ei::N,卵,jájce
145,Nest::N,巣,gnézdo
146,Bau::N,穴,brlòg
147,Tier::N,動物,živál
148,Herde::N,群れ,čréda
149,Kuh::N,牛,kráva
150,Bulle::N,雄牛,bìk
151,Pferd::N,馬,kònj
152,Schaf::N,羊,ôvca
153,Schwein::N,豚,svínja
154,Hund::N,犬,pès
155,Katze::N,猫,máčka
156,Bär::N,熊,mêdved
157,Eichhörnchen::N,栗鼠,véverica
158,Elch::N,ヘラジカ,lós
159,Fuchs::N,狐,lisíca
160,Hase::N,兎,zájec
161,Maus::N,鼠,mìš
162,Wolf::N,狼,vólk
163,Vogel::N,鳥,ptìč
164,Vogel::N,鳥,ptíca
165,Schwarm::N,群れ,játa
166,Huhn::N,鶏,kokóš
167,Hahn::N,雄鶏,petêlin
168,Gans::N,ガチョウ,gós
169,Adler::N,鷲,ôrel
170,Ente::N,鴨,ráca
171,Eule::N,フクロウ,sôva
172,Kranich::N,鶴,žerjàv
173,Krähe::N,烏,vrána
174,Kuckuck::N,郭公,kúkavica
175,Schwan::N,白鳥,labód
176,Fisch::N,魚,ríba
177,Barsch::N,鱸,ostríž
178,Hecht::N,川魳,ščúka
179,Schlange[Tier]::N,蛇,káča
180,Wurm::N,虫,čr̀v
181,Wurm::N,虫,glísta
182,Spinne::N,蜘蛛,pájek
183,Ameise::N,蟻,mrávlja
184,Laus::N,虱,úš
185,Mücke::N,蚊,komár
186,Fliege::N,蝿,múha
187,Schmetterling::N,蝶,metúlj
188,Beere::N,漿果,jágoda
189,Apfel::N,林檎,jábolko
190,Pilz::N,茸,góba
191,Zwiebel::N,玉葱,čebúla
192,Saat::N,種,séme
193,Korn::N,粒,zŕno
194,Heu::N,干し草,senó
195,Schale::N,皮,lupína
196,Grube::N,穴,jáma
197,Falle::N,わな,pást
198,Schlinge::N,輪,zánka
199,Schlinge::N,輪,pêtlja
200,Spur::N,跡,sléd
201,Asche::N,灰,pepél
202,Dreck::N,泥,bláto
203,Eisen::N,鉄,želézo
204,Gold::N,金,zlató
205,Silber::N,銀,srebró
206,Kohle::N,炭,ógel
207,Glas::N,ガラス,stêklo
208,Lehm::N,ローム,ílo
209,Sand::N,砂,pések
210,Mensch::N,人,člôvek
211,Mann::N,男,móž
212,Mann::N,男,môški
213,Mann::N,男性,móž
214,Mann::N,男性,môški
215,Frau::N,女,gospá
216,Frau::N,女,žénska
217,Frau::N,女性,gospá
218,Frau::N,女性,žénska
219,Kind::N,子,déte
220,Kind::N,子,otròk
221,Kind::N,子供,déte
222,Kind::N,子供,otròk
223,Junge::N,男の子,fànt
224,Junge::N,男の子,déček
225,Mädchen::N,女の子,deklè
226,Mädchen::N,女の子,déklica
227,Familie::N,家族,družína
228,Großvater::N,祖父,dèd
229,Großvater::N,祖父,dédek
230,Großvater::N,おじいさん,dèd
231,Großvater::N,おじいさん,dédek
232,Großmutter::N,祖母,bábica
233,Großmutter::N,おばあさん,bábica
234,Eltern::N,親,stárši
235,Eltern::N,両親,stárši
236,Vater::N,父,ôče
237,Vater::N,お父さん,ôče
238,Mutter::N,母,máma
239,Mutter::N,お母さん,máma
240,Sohn::N,息子,sín
241,Sohn::N,息子さん,sín
242,Tochter::N,娘,hčí
243,Tochter::N,娘,hčérka
244,Tochter::N,お嬢さん,hčí
245,Tochter::N,お嬢さん,hčérka
246,Bruder::N,弟,bràt
247,Schwester::N,妹,sêstra
248,Onkel::N,伯父,újec
249,Onkel::N,伯父,stríc
250,Onkel::N,伯父さん,újec
251,Onkel::N,伯父さん,stríc
252,Tante::N,叔母,têta
253,Tante::N,叔母,strína
254,Tante::N,叔母さん,têta
255,Tante::N,叔母さん,strína
256,Ehemann::N,夫,móž
257,Ehemann::N,夫,sopróg
258,Ehemann::N,主人,móž
259,Ehemann::N,主人,sopróg
260,Ehefrau::N,妻,žêna
261,Ehefrau::N,妻,sopróga
262,Ehefrau::N,奥さん,žêna
263,Ehefrau::N,奥さん,sopróga
264,Freude::N,喜び,rádost
265,Freude::N,喜び,vesêlje
266,Gelächter::N,笑い,sméh
267,Gelächter::N,笑い,grohòt
268,Glück::N,幸せ,sréča
269,Kummer::N,悩み,gorjé
270,Wunsch::N,希望,žêlja
271,Lust::N,気,poželênje
272,Geist::N,精神,dúša
273,Gedanke::N,考え,mísel
274,Gedächtnis::N,記憶,pámet
275,Verstand::N,理解力,
276,Sinn::N,意味,pomèn
277,Sinn::N,意味,smísel
278,Grund::N,理由,vzròk
279,Wahrheit::N,真実,resníca
280,Gespräch::N,会話,pogóvor
281,Märchen::N,童話,právljica
282,Erzählung::N,物語,povést
283,Nachricht::N,報告,sporočílo
284,Neuigkeit::N,ニュース,novóst
285,Name::N,名前,imé
286,Rätsel::N,謎,ugánka
287,Rede::N,演説,góvor
288,Sprache::N,言語,jêzik
289,Stimme::N,声,glás
290,Wort::N,言葉,beséda
291,Zeichen::N,記号,znák
292,Ruf::N,呼び声,klíc
293,Lärm::N,騒音,hrúp
294,Lärm::N,騒音,trúšč
295,Laut::N,音,glás
296,Ton::N,音,tón
297,Lied::N,歌,pésem
298,Ruhe::N,静けさ,pokòj
299,Leute::N,人々,ljudjé
300,Volk::N,民族,národ
301,Arbeit::N,仕事,délo
302,Gast::N,客,gòst
303,Geschenk::N,贈り物,darílo
304,Spiel::N,遊び,ígra
305,Gesellschaft::N,社会,drúžba
306,Hilfe::N,援助,pomóč
307,Freund::N,友達,prijátelj
308,Kamerad::N,同志,továriš
309,Angelegenheit::N,件,zadéva
310,Anzahl::N,数,števílo
311,Art::N,種類,vŕsta
312,Stück::N,部分,kós
313,Teil::N,部分,dél
314,Hälfte::N,半分,polovíca
315,Kreis::N,円,króg
316,Kreis::N,円,kolobár
317,Kreuz::N,十字,kríž
318,Linie::N,線,próga
319,Strich::N,線,čŕta
320,Abstand::N,距離,preslédek
321,Entfernung::N,距離,oddáljenost
322,Gegend::N,辺,kràj
323,Gegend::N,辺,dežêla
324,Gegend::N,地域,kràj
325,Gegend::N,地域,dežêla
326,Platz::N,ゆとり,prôstor
327,Ort::N,所,mésto
328,Ort::N,場所,mésto
329,Seite::N,横,bòk
330,Seite::N,横,strán
331,Mitte::N,真ん中,sredína
332,Gegenstand::N,物件,prédmet
333,Sache::N,物,réč
334,Sache::N,物,stvár
335,Rand::N,端,kràj
336,Kante::N,縁,rób
337,Ecke::N,角,vogál
338,Spitze::N,先頭,óst
339,Ende::N,端,kônec
340,Loch::N,穴,lúknja
341,Winkel::N,片隅,kót
342,Muster::N,模様,vzórec
343,Größe::N,大きさ,veličína
344,Länge::N,長さ,dolžína
345,Höhe::N,高さ,vršína
346,Gewicht::N,重さ,téža
347,Menge::N,量,količína
348,Haufen::N,堆積,kùp
349,Haufen::N,堆積,kopíca
350,Reihe::N,並び,níz
351,Reihe::N,並び,vŕsta
352,Boot::N,ボート,čóln
353,Ruder::N,オール,vêslo
354,Schlitten::N,そり,saní
355,Ski::N,スキー,smučí
356,Lagerfeuer::N,篝火,táborni ôgenj
357,Last::N,荷物,tôvor
358,Gang::N,歩み,hòd
359,Schritt::N,歩,korák
360,Norden::N,北,séver
361,Süden::N,南,júg
362,Westen::N,西,zapàd
363,Osten::N,東,vzhòd
364,Holz::N,木,lés
365,Holz::N,木材,lés
366,Brett::N,板,deskà
367,Platte::N,盤,plôča
368,Stütze::N,支柱,opóra
369,Stütze::N,支柱,zaslómba
370,Stange::N,棒,gréd
371,Stock::N,杖,pálica
372,Stab::N,棒,pálica
373,Rohr::N,管,cév
374,Haus::N,家,híša
375,Heim::N,家,dóm
376,Ofen::N,ストーブ,péč
377,Fußboden::N,床,pòd
378,Tisch::N,机,míza
379,Stuhl::N,椅子,stòl
380,Wiege::N,揺籃,zíbel
381,Bett::N,ベッド,póstelja
382,Regal::N,棚,políca
383,Kiste::N,箱,zabòj
384,Fenster::N,窓,ôkno
385,Tür::N,戸,vráta
386,Tür::N,ドア,vráta
387,Tor::N,門,velíka vráta
388,Zaun::N,垣根,ográja
389,Dach::N,屋根,stréha
390,Leiter::N,梯子,léstev
391,Besen::N,ほうき,mêtla
392,Spaten::N,スコップ,lopáta
393,Schaufel::N,シャベル,lopáta
394,Gabel::N,フォーク,vílice
395,Löffel::N,スプーン,žlíca
396,Messer::N,ナイフ,nòž
397,Nagel::N,釘,žebèlj
398,Netz::N,網,mréža
399,Haken::N,鉤,kljúka
400,Haken::N,フック,kljúka
401,Griff::N,取っ手,ročáj
402,Griff::N,取っ手,oprijèm
403,Schloss::N,錠,ključávnica
404,Bild::N,絵,slíka
405,Figur::N,像,figúra
406,Figur::N,像,postáva
407,Puppe::N,人形,lútka
408,Beutel::N,袋,môšnja
409,Bündel::N,束,cúla
410,Bündel::N,束,svéženj
411,Bündel::N,包み,cúla
412,Bündel::N,包み,svéženj
413,Tasche::N,かばん,tórba
414,Tasche::N,かばん,tobôlec
415,Eimer::N,バケツ,vêdro
416,Deckel::N,蓋,pokròv
417,Deckel::N,蓋,poklópec
418,Geschirr::N,食器,posóda
419,Sack::N,袋,vréča
420,Tasse::N,カップ,skodélica
421,Topf::N,鍋,lônec
422,Kessel::N,釜,kôtel
423,Essen::N,食事,hrána
424,Nahrung::N,食物,živílo
425,Speise::N,料理,jéd
426,Fleisch::N,肉,mesó
427,Getreide::N,麦,žíto
428,Getreide::N,穀物,žíto
429,Brei::N,粥,káša
430,Brot::N,パン,krùh
431,Scheibe::N,枚,réženj
432,Scheibe::N,切れ,réženj
433,Fett::N,脂肪,mást
434,Fett::N,脂肪,maščôba
435,Butter::N,バター,máslo
436,Öl::N,油,ólje
437,Salz::N,塩,sól
438,Suppe::N,スープ,júha
439,Honig::N,蜂蜜,méd
440,Milch::N,牛乳,mléko
441,Tee::N,茶,čáj
442,Tee::N,お茶,čáj
443,Leder::N,革,úsnje
444,Wolle::N,毛糸,vólna
445,Stoff::N,布,blagó
446,Nadel::N,針,ígla
447,Faden::N,糸,nít
448,Knopf::N,ボタン,gúmb
449,Knoten::N,結び目,vôzel
450,Farbe::N,ペンキ,bárva
451,Kleidung::N,衣服,obléka
452,Hemd::N,シャツ,srájca
453,Kragen::N,襟,ovrátnik
454,Ärmel::N,袖,rokáv
455,Hose::N,ズボン,hláče
456,Gürtel::N,帯,pás
457,Gürtel::N,ベルト,pás
458,Mütze::N,帽子,kápa
459,Mütze::N,帽子,čépica
460,Schuh::N,靴,čévelj
461,Stiefel::N,ブーツ,škórenj
462,Ring::N,輪,pŕstan
463,Band::N,リボン,trák
464,Kamm::N,櫛,glavník
465,Spiegel::N,鏡,zrcálo
466,Spiegel::N,鏡,ogledálo
467,Riemen::N,緒,jêrmen
468,Schnur::N,紐,vŕvca
469,Leine::N,綱,konôpec
470,Decke::N,掛け布団,odéja
471,Kissen::N,枕,blazína
472,Tuch::N,スカーフ,pŕt
473,Tuch::N,スカーフ,rúta
474,Handtuch::N,タオル,brisáča
475,Kraft::N,力,síla
476,Stärke::N,強さ,jákost
477,Gesundheit::N,健康,zdrávje
478,Krankheit::N,病気,bolézen
479,Schmerz::N,痛み,ból
480,Schmerz::N,痛み,bolečína
481,Wunde::N,傷,rána
482,Fieber::N,熱,vročína
483,Arznei::N,薬,lék
484,Arznei::N,薬,zdravílo
485,Brücke::N,橋,móst
486,Brunnen::N,井戸,vodnják
487,Weide::N,牧場,páša
488,Pfad::N,小路,stezà
489,Weg::N,道,pót
490,Straße::N,街道,césta
491,Dorf::N,村,vás
492,Stadt::N,町,mésto
493,Stadt::N,都市,mésto
494,Brief::N,手紙,písmo
495,Buch::N,本,knjíga
496,Buchstabe::N,文字,čŕka
497,Zeitung::N,新聞,čásnik
498,Leben::N,生活,življênje
499,Tod::N,死,smŕt
500,Grab::N,墓,gròb
501,Kirche::N,教会,cérkev
502,Sünde::N,罪,gréh
503,Gott::N,神,bóg
504,Arbeiter::N,労働者,délavec
505,Chef::N,上司,šéf
506,Meister::N,達人,mójster
507,Meister::N,マイスター,mójster
508,Arzt::N,医者,zdravník
509,Lehrer::N,先生,učítelj
510,Geld::N,金,denár
511,Geschäft::N,取り引き,kupčíja
512,Laden::N,店,trgovína
513,Preis::N,値段,céna
514,Ware::N,商品,róba
515,Nutzen::N,利益,príd
516,Reichtum::N,豊かさ,bogástvo
517,Welt::N,世界,svét
518,Land::N,国,dežêla
519,Staat::N,国家,držáva
520,König::N,国王,králj
521,Macht::N,権力,oblást
522,Grenze::N,国境,mêja
523,Krieg::N,戦争,vôjna
524,Feind::N,敵,sovrážnik
525,Gewalt::N,暴力,nasílje
526,Kampf::N,戦い,bòj
527,Kampf::N,戦い,bórba
528,Bogen[Waffe]::N,弓,lók
529,Pfeil::N,矢,puščíca
530,Gewehr::N,銃,púška
531,Fehler::N,間違い,zmóta
532,Lüge::N,嘘,láž
533,Schaden::N,損害,okvára
534,Unglück::N,不幸,nesréča
535,Schuld::N,罪,krívda
536,Alter::N,年,dôba
537,Alter::N,年齢,dôba
538,Schluss::N,終わり,kônec
539,Zeit::N,時,čàs
540,Zeit::N,時間,čàs
541,Tag::N,日,dán
542,Morgen::N,朝,jútro
543,Mittag::N,昼,póldan
544,Abend::N,晩,večér
545,Abend::N,夕方,večér
546,Nacht::N,夜,nóč
547,Woche::N,週,téden
548,Monat::N,月,mésec
549,Jahr::N,年,léto
550,Frühling::N,春,pomlád
551,Sommer::N,夏,polétje
552,Herbst::N,秋,jesén
553,Winter::N,冬,zíma
554,Januar::N,一月,jánuar
555,Februar::N,二月,fébruar
556,März::N,三月,márec
557,April::N,四月,apríl
558,Mai::N,五月,máj
559,Juni::N,六月,júnij
560,Juli::N,七月,júlij
561,August::N,八月,avgúst
562,September::N,九月,septêmber
563,Oktober::N,十月,október
564,November::N,十一月,novêmber
565,Dezember::N,十二月,decémber
566,Montag::N,月曜日,ponedéljek
567,Dienstag::N,火曜日,tôrek
568,Mittwoch::N,水曜日,sréda
569,Donnerstag::N,木曜日,četŕtek
570,Freitag::N,金曜日,pétek
571,Samstag::N,土曜日,sobóta
572,Sonntag::N,日曜日,nedélja
573,groß::A,大きい,vêlik
574,klein::A,小さい,májhen
575,lang::A,長い,dólg
576,kurz::A,短い,krátek
577,breit::A,広い,širòk
578,schmal::A,狭い,ózek
579,dicht::A,密な,góst
580,dick[Gegenstand]::A,厚い,dêbel
581,dünn::A,薄い,tánek
582,fein::A,細い,drôben
583,fest::A,硬い,tŕden
584,flach::A,平らな,plán
585,flach::A,平らな,plòsk
586,glatt::A,滑らかな,gládek
587,hart::A,堅い,tŕd
588,weich::A,柔らかい,mehák
589,rund::A,丸い,okrógel
590,spitz::A,尖った,šílast
591,scharf::A,鋭い,óster
592,stumpf::A,鈍い,tóp
593,stumpf::A,鈍い,skŕhan
594,schwer::A,重い,têžek
595,schön::A,綺麗な,lép
596,schön::A,綺麗な,krásen
597,heiß::A,熱い,vròč
598,warm::A,温かい,tôpel
599,kalt::A,寒い,mŕzel
600,kalt::A,寒い,hláden
601,kalt::A,冷たい,mŕzel
602,kalt::A,冷たい,hláden
603,kühl::A,涼しい,hláden
604,frisch::A,ひんやりした,svéž
605,feucht::A,湿った,vlážen
606,nass::A,濡れた,móker
607,trocken::A,乾いた,súh
608,voll::A,いっぱいの,póln
609,leer::A,空の,prázen
610,offen::A,開いた,odpŕt
611,geschlossen::A,閉まった,zapŕt
612,sauber::A,清潔な,číst
613,sauber::A,清潔な,líčen
614,schmutzig::A,汚い,umázan
615,roh::A,生の,suròv
616,reif::A,熟した,zrèl
617,lecker::A,美味しい,okúsen
618,süß::A,甘い,sládek
619,bitter::A,苦い,grenák
620,sauer::A,酸っぱい,kísel
621,hell::A,明るい,svetèl
622,dunkel::A,暗い,temèn
623,schwarz::A,黒い,čŕn
624,weiß::A,白い,bél
625,rot::A,赤い,rdèč
626,gelb::A,黄色い,žólt
627,gelb::A,黄色い,rumèn
628,blau::A,青い,móder
629,grün::A,緑の,zelèn
630,grau::A,灰色の,sív
631,bunt::A,色取り取りの,písan
632,billig::A,安い,pocéni
633,teuer::A,高い,drág
634,wertvoll::A,貴重な,dragocén
635,blind::A,盲目の,slép
636,taub::A,耳が聞こえない,glúh
637,kräftig::A,強力な,močán
638,stark::A,強い,ják
639,schwach::A,弱い,šíbek
640,fett::A,太った,dêbel
641,schlank::A,ほっそりした,vítek
642,hübsch::A,素敵な,lép
643,böse::A,悪い,zèl
644,böse::A,悪い,hudôben
645,dumm::A,馬鹿な,glúp
646,dumm::A,馬鹿な,bédast
647,faul::A,怠惰な,lén
648,fleißig::A,勤勉な,marljív
649,geizig::A,けちな,škŕt
650,klug::A,賢い,pámeten
651,klug::A,頭のいい,pámeten
652,geschickt::A,器用な,spréten
653,lieb::A,愛らしい,míl
654,lieb::A,愛らしい,ljúb
655,lustig::A,楽しい,vesél
656,sanft::A,温和な,láhek
657,hungrig::A,空腹の,láčen
658,krank::A,病気の,bolán
659,nackt::A,裸の,nág
660,traurig::A,悲しい,túžen
661,lebendig::A,生きた,žív
662,gut::A,良い,dóber
663,schlecht::A,悪い,malopríden
664,schlecht::A,駄目な,malopríden
665,richtig::A,正しい,pravílen
666,schlimm::A,ひどい,húd
667,wahr::A,本当の,resníčen
668,alt::A,古い,stàr
669,neu::A,新しい,nòv
670,ehemalig::A,以前の,nekdánji
671,alt[Lebewesen]::A,年を取った,stàr
672,jung::A,若い,mlád
673,arm::A,貧乏な,ubóg
674,arm::A,貧乏な,réven
675,reich::A,裕福な,bogàt
676,bekannt::A,有名な,znán
677,berühmt::A,有名な,sláven
678,berühmt::A,有名な,znamenít
679,fremd::A,見知らぬ,túj
680,verschieden::A,色々な,razlíčen
681,nah::A,近い,blížnji
682,fern::A,遠い,dáleč
683,linker::A,左の,lévi
684,rechter::A,右の,désni
685,anderer::A,別の,drúgi
686,erster::A,一番目,pŕvi
687,zweiter::A,二番目,drúgi
688,dritter::A,三番目,trétji
689,letzter::A,最後の,poslédnji
690,allein::ADV,一人で,sám
691,auf einmal::ADV,同時に,obênem
692,zusammen::ADV,一緒に,skúpaj
693,lange::ADV,長い間,dólgo
694,plötzlich::ADV,急に,náglo
695,plötzlich::ADV,急に,nenádoma
696,sofort::ADV,すぐに,prècej
697,später::ADV,後で,poznêje
698,jetzt::ADV,今,zdàj
699,heute::ADV,今日,dánes
700,morgen::ADV,明日,jútri
701,bald::ADV,間もなく,kmálu
702,dann::ADV,それから,nató
703,gestern::ADV,昨日,včéraj
704,einst::ADV,過去に,nékdaj
705,damals::ADV,あの時,tedàj
706,damals::ADV,あの時,takràt
707,danach::ADV,その後で,potèm
708,vorher::ADV,以前に,poprèj
709,zuerst::ADV,まず,spŕva
710,zuerst::ADV,最初に,spŕva
711,einmal::ADV,一回,ênkrat
712,manchmal::ADV,時々,včásih
713,oft::ADV,よく,pogósto
714,immer::ADV,いつも,védno
715,immer::ADV,いつも,zméraj
716,niemals::ADV,一度も...ない,nikdàr
717,hier::ADV,こちら,tù
718,hier::ADV,こちら,túkaj
719,hierhin::ADV,ここへ,sèmkaj
720,hierhin::ADV,こちらへ,sèmkaj
721,von hier::ADV,ここから,od tú
722,dort::ADV,そちら,tàm
723,dorthin::ADV,そこへ,tjà
724,dorthin::ADV,そちらへ,tjà
725,geradeaus::ADV,真っ直ぐに,rávno napréj
726,vorwärts::ADV,前へ,napréj
727,rückwärts::ADV,後ろへ,zádaj
728,zurück::ADV,後ろへ,nazáj
729,unten::ADV,下に,dôli
730,unten::ADV,下に,spôdaj
731,hinab::ADV,下へ,dôl
732,oben::ADV,上に,gôri
733,oben::ADV,上に,zgôraj
734,hinauf::ADV,上へ,gôr
735,überall::ADV,どこでも,povsód
736,nicht::ADV,ない,ne
737,ein wenig::ADV,少し,málo
738,ein wenig::ADV,ちょっと,málo
739,kaum::ADV,ほとんど～ない,kómaj
740,sehr::ADV,とても,zeló
741,so::ADV,こう,takó
742,noch::ADV,まだ,še
743,nur::ADV,～だけ,samó
744,schon::ADV,もう,žè
745,wieder::ADV,再び,spét
746,vergebens::ADV,無駄に,zamàn
747,vergebens::ADV,無駄に,zastónj
748,vor::PRP,前に,pred
749,hinter::PRP,後ろに,za
750,unter::PRP,下に,pod
751,durch::PRP,通して,skózi
752,neben::PRP,横に,kràj
753,neben::PRP,横に,póleg
754,zwischen::PRP,間に,med
755,zwischen::PRP,間に,izmed
756,wegen::PRP,為に,zarádi
757,wegen::PRP,せいで,zarádi
758,dies::PRN,これ,tó
759,das::PRN,それ,tó
760,alles::PRN,全部,vsè
761,ich::PRN,私,jàz
762,du::PRN,あなた,tí
763,er::PRN,彼,òn
764,wir::PRN,私達,mí
765,ihr::PRN,あなた達,ví
766,sie::PRN,彼ら,ôni
767,was::FPRN,何,káj
768,wer::FPRN,誰,kdó
769,wer::FPRN,どなた,kdó
770,wo::FADV,どこ,kjé
771,wo::FADV,どこに,kjé
772,wohin::FADV,どこへ,kám
773,wie::FADV,どう,kakó
774,warum::FADV,何故,zakáj
775,warum::FADV,どうして,zakáj
776,wieviel::FNUM,どのくらい,kóliko
777,eins::NUM,一,êden
778,zwei::NUM,二,dvá
779,zwei::NUM,二つ,dvá
780,drei::NUM,三,trí
781,drei::NUM,三つ,trí
782,vier::NUM,四,štíri
783,vier::NUM,四つ,štíri
784,fünf::NUM,五,pét
785,fünf::NUM,五つ,pét
786,sechs::NUM,六,šést
787,sechs::NUM,六つ,šést
788,sieben::NUM,七,sédem
789,sieben::NUM,七つ,sédem
790,acht::NUM,八,ósem
791,acht::NUM,八つ,ósem
792,neun::NUM,九,devét
793,neun::NUM,九つ,devét
794,zehn::NUM,十,desét
795,elf::NUM,十一,enájst
796,zwölf::NUM,十二,dvánajst
797,zwanzig::NUM,二十,dvájset
798,dreißig::NUM,三十,trídeset
799,vierzig::NUM,四十,štírideset
800,fünfzig::NUM,五十,pétdeset
801,sechzig::NUM,六十,šéstdeset
802,siebzig::NUM,七十,sédemdeset
803,achtzig::NUM,八十,ósemdeset
804,neunzig::NUM,九十,devétdeset
805,hundert::NUM,百,stó
806,tausend::NUM,千,tísoč
807,und::CNJ,-と,in
808,und::CNJ,そして,in
809,oder::CNJ,或いは,áli
810,stehen::V,立っている,státi
811,sitzen::V,座っている,sedéti
812,liegen::V,横になっている,ležáti
813,hängen::V,掛かっている,viséti
814,werden::V,なる,postáti
815,passieren::V,起こる,zgodíti se
816,beginnen::V,始まる,začéti se
817,enden::V,終わる,končáti se
818,wechseln::V,変わる,ménjati se
819,aufgehen[Sonne]::V,出る,vzíti
820,untergehen[Sonne]::V,沈む,zaíti
821,scheinen[Sonne]::V,輝く,sijáti
822,donnern::V,雷が鳴る,grméti
823,wehen::V,吹く,píhati
824,strömen::V,流れる,líti
825,fließen::V,流れる,têči
826,sich drehen::V,回転する,vrtéti se
827,schwanken::V,揺れる,kolébati
828,schwingen::V,振動する,níhati
829,fallen::V,落ちる,pádati
830,brennen::V,燃える,goréti
831,rauchen::V,煙を出す,kadíti se
832,regnen::V,雨が降る,deževáti
833,gefrieren::V,凍る,zmŕzniti
834,tauen::V,溶ける,tájati
835,schmelzen::V,溶ける,kopnéti
