,Concept_ID,mn,ko
121,Abhang::N,хүр,몰매
122,Quelle::N,булаг,근원
123,Bach::N,горхи,내
124,Fluss::N,гол,강
125,Fluss::N,мөрөн,강
126,Ufer::N,эрэг,강변
127,Ufer::N,эрэг,바닷가
128,Küste::N,эрэг,해변
129,Küste::N,эрэг,해변가
130,Festland::N,хуурай газар,본토
131,Meer::N,далай,바다
132,Meer::N,тэнгис,바다
133,Bucht::N,булан,협만
134,Bucht::N,далайн тохой,협만
135,Insel::N,арал,섬
136,Blume::N,цэцэг,꽃
137,Gras::N,өвс,풀
138,Gras::N,ногоо,풀
139,Wurzel::N,үндэс,뿌리
140,Baum::N,мод,나무
141,Stamm::N,иш,대
142,Stamm::N,гуалин,대
143,Rinde::N,холтос,나무껍질
144,Ast::N,гишүү,가지
145,Zweig::N,салаа,가지
146,Blatt::N,навч,잎
147,Birke::N,хус,자작나무
148,Kiefer[Baum]::N,нарс,소나무
149,Weide[Baum]::N,уд,쉬양버들
150,Weide[Baum]::N,бургас,쉬양버들
151,Tanne::N,гачуур,전나무
152,Horn::N,эвэр,뿔
153,Feder::N,өд,깃털
154,Fell::N,арьс,피혁모피
155,Flügel::N,жигүүр,날개
156,Flügel::N,далавч,날개
157,Klaue::N,савар,갈고리 발톺
158,Klaue::N,хумс,갈고리 발톺
159,Kralle::N,савар,발툭
160,Schwanz::N,сүүл,꼬리
161,Ei::N,өндөг,알
162,Nest::N,үүр,보금자리
163,Bau::N,нүх,굴
164,Bau::N,элүү,굴
165,Tier::N,амьтан,짐승
166,Tier::N,адгуус,짐승
167,Herde::N,сүрэг,가축의떼
168,Kuh::N,үнээ,암소
169,Bulle::N,бух,황소
170,Pferd::N,морь,말
171,Pferd::N,адуу,말
172,Schaf::N,хонь,양
173,Schwein::N,гахай,돼지
174,Hund::N,нохой,개
175,Katze::N,муур,고양이
176,Katze::N,мигуй,고양이
177,Bär::N,баавгай,콤
178,Eichhörnchen::N,хэрэм,다람쥐
179,Elch::N,хандгай,고라니
180,Fuchs::N,үнэг,여우
181,Hase::N,туулай,토끼
182,Maus::N,хулгана,쥐
183,Wolf::N,чоно,늑대
184,Vogel::N,шувуу,새
185,Schwarm::N,сүрэг,뗴
186,Huhn::N,тахиа,암탉
187,Hahn::N,эр тахиа,수탉
188,Gans::N,галуу,거위
189,Adler::N,бүргэд,수리
190,Ente::N,нугас,오리
191,Eule::N,ууль,부엉이
192,Kranich::N,тогоруу,두루미
193,Krähe::N,хэрээ,까마귀
194,Kuckuck::N,хөхөө,뻐꾸기
195,Schwan::N,хун,배조
196,Fisch::N,загас,물고기
197,Barsch::N,алгана,농어
198,Hecht::N,цурхай,에속스
199,Schlange[Tier]::N,могой,뱀
200,Wurm::N,өт,벌레
201,Wurm::N,хорхой,벌레
202,Spinne::N,аалз,거미
203,Ameise::N,шоргоолж,개미
204,Laus::N,бөөс,이
205,Mücke::N,шумуул,모기
206,Fliege::N,ялаа,날기
207,Schmetterling::N,эрвээхэй,나비
208,Beere::N,жимсгэнэ,장과
209,Apfel::N,алим,사과
210,Pilz::N,мөөг,고방이
211,Zwiebel::N,сонгино,양파
212,Saat::N,тариа,씨
213,Korn::N,үр,알맹이
214,Korn::N,мөхлөг,알맹이
215,Heu::N,өвс,건초
216,Schale::N,хальс,피상
217,Grube::N,алам,
218,Grube::N,нүх,
219,Falle::N,хавх,함정
220,Falle::N,занга,함정
221,Schlinge::N,урхи,올가미
222,Schlinge::N,урхи,멜빵붕대
223,Spur::N,мөр,발지국
224,Asche::N,үнс,재
225,Dreck::N,хир,똥
226,Dreck::N,хир,오물
227,Eisen::N,төмөр,쇠
228,Eisen::N,төмөр,철
229,Gold::N,алт,항금
230,Silber::N,мөнгө,은
231,Kohle::N,нүүрс,슻
232,Glas::N,шил,유리
233,Lehm::N,шавар,찰흙
234,Sand::N,элс,모래
235,Mensch::N,хүн,사람
236,Mann::N,эр,남자
237,Mann::N,эрэгтэй,남자
238,Frau::N,эмэгтэй,여자
239,Frau::N,хатагтай,여자
240,Kind::N,хүүхэд,아이
241,Junge::N,хүү,소녁
242,Mädchen::N,охин,소녀
243,Mädchen::N,бүсгүй,소녀
244,Familie::N,айл,가족
245,Großvater::N,өвгөн аав,할아버지
246,Großmutter::N,эмэг эх,할머니
247,Großmutter::N,эмгээ,할머니
248,Eltern::N,эцэг эх,어버오
249,Vater::N,аав,아버지
250,Vater::N,эцэг,아버지
251,Mutter::N,эх,어머니
252,Mutter::N,ээж,어머니
253,Sohn::N,хүү,아들
254,Tochter::N,охин,딸기
255,Bruder::N,ах,형제
256,Bruder::N,дүү,형제
257,Schwester::N,эгч,누이
258,Schwester::N,охин дүү,누이
259,Onkel::N,авга ах,백부
260,Onkel::N,нагац ах,백부
261,Tante::N,авга эгч,아주머니
262,Tante::N,нагац эгч,아주머니
263,Ehemann::N,нөхөр,남편
264,Ehefrau::N,эхнэр,아내
265,Ehefrau::N,гэргий,아내
266,Freude::N,баяр,기쁨
267,Freude::N,баясгалан,기쁨
268,Gelächter::N,инээдэм,웃음
269,Glück::N,жаргалан,즐거움
270,Kummer::N,гаслан,슬픔
271,Wunsch::N,ерөөл,소망
272,Lust::N,дур,
273,Lust::N,хүсэл,
274,Geist::N,оюун,할기
275,Gedanke::N,сэтгэл,상념
276,Gedächtnis::N,ой,기억
277,Gedächtnis::N,цээж,기억
278,Verstand::N,ухаан,분별
279,Verstand::N,ухаан,지능
280,Sinn::N,утга,센스
281,Grund::N,учир,까닭
282,Wahrheit::N,үнэн,참
283,Wahrheit::N,үнэн,진실
284,Gespräch::N,яриа,대화
285,Märchen::N,явган үлгэр,동화
286,Erzählung::N,тууж,이야기
287,Nachricht::N,мэдээ,
288,Neuigkeit::N,сонин,뉴스
289,Name::N,нэр,이름
290,Rätsel::N,оньсого,수수께끼
291,Rede::N,хэлсэн үг,연설
292,Sprache::N,хэл,말
293,Stimme::N,дуу,목소리
294,Wort::N,үг,낱말
295,Zeichen::N,тамга,신호
296,Zeichen::N,тэмдэг,신호
297,Ruf::N,дуудлага,부름
298,Lärm::N,шуугиан,소동
299,Lärm::N,чимээ,소동
300,Laut::N,анир,음성
301,Laut::N,дуу,음성
302,Ton::N,авиа,목소리
303,Ton::N,аялгуу,목소리
304,Lied::N,дуу,노래
305,Ruhe::N,энх,쉼
306,Ruhe::N,тайван,쉼
307,Leute::N,хүмүүс,사람들
308,Volk::N,улс,국중
309,Arbeit::N,ажил,근로
310,Arbeit::N,ажил,너무
311,Arbeit::N,хөдөлмөр,근로
312,Arbeit::N,хөдөлмөр,너무
313,Gast::N,зочин,손님
314,Gast::N,айлчин,손님
315,Geschenk::N,бэлэг,행하
316,Spiel::N,наадам,무리
317,Spiel::N,тоглоом,무리
318,Gesellschaft::N,хамт байх,교제
319,Hilfe::N,тусламж,거들음
320,Hilfe::N,тусламж,보좌
321,Freund::N,найз,친구
322,Freund::N,нөхөр,친구
323,Kamerad::N,хань,동실자
324,Kamerad::N,нөхөр,동실자
325,Angelegenheit::N,хэрэг,용무
326,Anzahl::N,тоо,어떤
327,Anzahl::N,тоо,수
328,Art::N,төрөл,정류
329,Art::N,янз,정류
330,Stück::N,хэсэг,일부분
331,Teil::N,хувь,몱
332,Teil::N,хувь,구훠
333,Teil::N,хэсэг,몱
334,Teil::N,хэсэг,구훠
335,Hälfte::N,хагас,2분의
336,Kreis::N,тойрог,고리
337,Kreis::N,хүрээ,고리
338,Kreuz::N,загалмай,열십자
339,Linie::N,шугам,선
340,Strich::N,зураас,스침
341,Abstand::N,зай,거리
342,Entfernung::N,зай,거리
343,Entfernung::N,хол ойр,거리
344,Gegend::N,хавь,곳
345,Gegend::N,хавь,부금
346,Gegend::N,газар,곳
347,Gegend::N,газар,부금
348,Platz::N,зай,장소
349,Platz::N,завсар,장소
350,Ort::N,газар,장소
351,Ort::N,байр,장소
352,Seite::N,тал,옆면
353,Seite::N,этгээд,옆면
354,Mitte::N,төв,궁간
355,Mitte::N,дунд,궁간
356,Gegenstand::N,юм,항목
357,Sache::N,үйл,뭉에
358,Sache::N,хэрэг,뭉에
359,Rand::N,зах,가
360,Rand::N,хөвөө,가
361,Kante::N,ирмэг,귀퉁
362,Ecke::N,өнцөг,구석
363,Spitze::N,үзүүр,끝
364,Spitze::N,үзүүр,참단
365,Ende::N,зах,말당
366,Ende::N,үзүүр,말당
367,Loch::N,цоорхой,빙옷
368,Loch::N,онгорхой,빙옷
369,Winkel::N,өнцөг,각도
370,Muster::N,хээ,본
371,Muster::N,хээ,견복
372,Muster::N,угалз,본
373,Muster::N,угалз,견복
374,Größe::N,хэмжээ,신장
375,Länge::N,урт,길이긺
376,Höhe::N,өндөр,높이
377,Gewicht::N,жин,추
378,Menge::N,тоо,수양
379,Haufen::N,бөөн,퇴적
380,Reihe::N,эгнээ,열
381,Boot::N,завь,보트
382,Ruder::N,сэлүүр,노
383,Schlitten::N,чарга,썰매
384,Ski::N,цана,스키
385,Lagerfeuer::N,түүдэг,캠프의 모닥불
386,Last::N,ачаа,무거운짐
387,Gang::N,явдал,걸음
388,Schritt::N,алхам,보조
389,Norden::N,умар,북쪽 
390,Süden::N,урд,남쪽
391,Süden::N,өмнө,남쪽
392,Westen::N,өрнө,서쪽
393,Westen::N,баруун,서쪽
394,Osten::N,зүүн,동쪽
395,Osten::N,дорно,동쪽
396,Holz::N,мод,목재
397,Brett::N,банз,마루널
398,Platte::N,хавтан,탤
399,Platte::N,хавтан,금속판
400,Stütze::N,тулгуур,버팀목
401,Stütze::N,тулга,버팀목
402,Stange::N,сургааг,장대
403,Stock::N,саваа,막대기
404,Stab::N,таяг,작대기
405,Rohr::N,хоолой,갈대
406,Haus::N,гэр,집
407,Haus::N,байшин,집
408,Heim::N,гэр,집
409,Ofen::N,зуух,아궁이
410,Ofen::N,пийшин,아궁이
411,Fußboden::N,шал,마루
412,Tisch::N,ширээ,탁자
413,Stuhl::N,сандал,의자
414,Wiege::N,өлгий,발상지
415,Bett::N,ор,침대
416,Regal::N,тавиур,서가
417,Kiste::N,авдар,짐궤
418,Kiste::N,хайрцаг,짐궤
419,Fenster::N,гэгээвч,눔
420,Tür::N,үүд,문
421,Tür::N,хаалга,문
422,Tor::N,хаалга,대문
423,Zaun::N,хашаа,담장
424,Dach::N,дээвэр,지붕
425,Leiter::N,шат,사닥다리
426,Besen::N,хамуур,비
427,Besen::N,туужуу,비
428,Spaten::N,хүрз,가래
429,Schaufel::N,хүрз,삽
430,Gabel::N,сэрээ,갈래
431,Löffel::N,халбага,숟가락
432,Messer::N,хутга,나이프
433,Nagel::N,хадаас,발툽
434,Netz::N,өөш,그물
435,Netz::N,тор,그물
436,Haken::N,гох,갈고리
437,Griff::N,иш,움켜쥠
438,Griff::N,сэнж,움켜쥠
439,Schloss::N,цуурга,자물쇠
440,Schloss::N,цоож,자물쇠
441,Bild::N,зураг,그림
442,Figur::N,баримал,몸메
443,Puppe::N,хүүхэлдэй,인형
444,Beutel::N,агсаа,클
445,Beutel::N,уут,클
446,Bündel::N,боодол,자근다발
447,Tasche::N,цүнх,가방
448,Eimer::N,хөнөг,동이
449,Eimer::N,хувин,동이
450,Deckel::N,таг,뚜껑
451,Deckel::N,хавхаг,뚜껑
452,Geschirr::N,сав суулга,식시
453,Sack::N,шуудай,조갑
454,Tasse::N,аяга,차잔
455,Topf::N,тогоо,단지
456,Kessel::N,тогоо,주전자
457,Essen::N,идээ,먹기
458,Nahrung::N,хүнс,식료
459,Speise::N,идээ,음식물
460,Fleisch::N,мах,고기
461,Getreide::N,будаа,곡물
462,Brei::N,богшмол,젤리
463,Brei::N,будаа,젤리
464,Brot::N,талх,빵
465,Scheibe::N,зүсэм,원반
466,Scheibe::N,хэрчим,원반
467,Fett::N,өөх,기름
468,Butter::N,тос,버터
469,Öl::N,тос,올리브유
470,Salz::N,давс,소금
471,Suppe::N,шөл,국
472,Suppe::N,шөл,수프
473,Honig::N,бал,감미
474,Milch::N,сүү,유즙
475,Tee::N,цай,차
476,Leder::N,арьс,가죽
477,Leder::N,савхи,가죽
478,Wolle::N,ноос,양털
479,Wolle::N,унгас,양털
480,Stoff::N,бөс,패료
481,Nadel::N,зүү,바늘
482,Faden::N,боолт,콘실
483,Faden::N,утас,콘실
484,Knopf::N,товч,단추
485,Knoten::N,зангилаа,곁절
486,Farbe::N,будаг,색
487,Kleidung::N,хувцас,옷입기
488,Hemd::N,цамц,속옷
489,Kragen::N,зах заам,깃
490,Ärmel::N,ханцуй,소매
491,Hose::N,өмд,바지
492,Gürtel::N,бүс,밴드
493,Mütze::N,малгай,모자
494,Mütze::N,бүрх,모자
495,Schuh::N,туфли,구두
496,Stiefel::N,гутал,장화
497,Ring::N,бөгж,고리
498,Band::N,тууз,리본
499,Kamm::N,сам,빗
500,Spiegel::N,толь,거울
501,Riemen::N,тасам,가죽끈
502,Riemen::N,сур,가죽끈
503,Schnur::N,татлага,밧줄
504,Leine::N,оосор,고삐줄
505,Decke::N,хөнжил,이부자리
506,Decke::N,хучлага,이부자리
507,Kissen::N,дэр,깔개
508,Tuch::N,алчуур,천
509,Tuch::N,даавуу,천
510,Handtuch::N,алчуур,수건
511,Kraft::N,чадал,세력
512,Kraft::N,хүч,세력
513,Stärke::N,эрч,힘
514,Stärke::N,тэнхээ,힘
515,Gesundheit::N,бие,위생
516,Gesundheit::N,эрүүл мэнд,위생
517,Krankheit::N,эмгэг,병
518,Schmerz::N,өвчин,아픔고통
519,Wunde::N,шарх,상처
520,Fieber::N,халуун,열별
521,Arznei::N,эм,약
522,Brücke::N,гүүр,교량
523,Brunnen::N,худаг,원천
524,Weide::N,бэлчээр,목장
525,Pfad::N,жим,좁은길
526,Pfad::N,зөрөг,좁은길
527,Weg::N,зам,길
528,Weg::N,харгуй,길
529,Straße::N,зам,길
530,Straße::N,харгуй,길
531,Dorf::N,тосгон,촌
532,Dorf::N,тосгон,촌락
533,Dorf::N,гацаа,촌
534,Dorf::N,гацаа,촌락
535,Stadt::N,хот,도시
536,Brief::N,захидал,서한
537,Brief::N,захиа,서한
538,Buch::N,ном,책
539,Buch::N,бичиг,책
540,Buchstabe::N,үсэг,문자
541,Zeitung::N,сонин,신문
542,Leben::N,амь,삶
543,Leben::N,амьдрал,삶
544,Tod::N,үхэл,죽음
545,Grab::N,булш,무덤
546,Kirche::N,сүм,교회
547,Sünde::N,нүгэл,부정
548,Sünde::N,хилэнц,부정
549,Gott::N,бурхан,하느님
550,Arbeiter::N,ажилчин,일하는사람
551,Arbeiter::N,хөдөлмөрчин,일하는사람
552,Chef::N,дарга,사장
553,Meister::N,дархан,명인
554,Meister::N,дархан,대가
555,Arzt::N,эмч,의사
556,Lehrer::N,багш,교사
557,Geld::N,цаас,돈
558,Geld::N,мөнгө,돈
559,Geschäft::N,наймаа,일
560,Laden::N,дэлгүүр,가게
561,Preis::N,үнэ,가격
562,Ware::N,таваар,상품
563,Ware::N,бараа,상품
564,Nutzen::N,ашиг,이익
565,Reichtum::N,баялаг,많음
566,Welt::N,дэлхий,세상
567,Welt::N,орчлон,세상
568,Land::N,улс,지방
569,Land::N,орон,지방
570,Staat::N,төр,국가
571,Staat::N,гүрэн,국가
572,König::N,ван,국왕
573,Macht::N,засаг,힘
574,Grenze::N,хил,국경
575,Krieg::N,дайн,전쟁
576,Feind::N,дайсан,적
577,Gewalt::N,хүчирхэх,권력
578,Kampf::N,тэмцэл,전투
579,Kampf::N,байлдаан,전투
580,Bogen[Waffe]::N,нум,활
581,Pfeil::N,годил,화살
582,Pfeil::N,сум,화살
583,Gewehr::N,буу,무기
584,Fehler::N,эндэл,오류
585,Fehler::N,алдаа,오류
586,Lüge::N,худал,거짓말
587,Schaden::N,хор,손상
588,Schaden::N,хөнөөл,손상
589,Unglück::N,гай,불행
590,Unglück::N,гамшиг,불행
591,Schuld::N,гэм,부채
592,Schuld::N,буруу,부채
593,Alter::N,нас,연령
594,Schluss::N,эцэс,마감
595,Schluss::N,төгсгөл,마감
596,Zeit::N,цаг,때
597,Zeit::N,цаг,시간
598,Tag::N,өдөр,하루
599,Morgen::N,өглөө,이침
600,Mittag::N,үд,대낮
601,Abend::N,үдэш,저녁
602,Nacht::N,шөнө,밤
603,Woche::N,долоо хоног,근무일
604,Monat::N,сар,달
605,Jahr::N,жил,해
606,Frühling::N,хавар,봄
607,Sommer::N,зун,여름
608,Herbst::N,намар,가을
609,Winter::N,өвөл,겨울
610,Januar::N,нэгдүгээр сар,일월
611,Februar::N,хоёрдугаар сар,이월
612,März::N,гуравдугаар сар,삼월
613,April::N,дөрөвдүгээр сар,사월
614,Mai::N,тавдугаар сар,오월
615,Juni::N,зургаадугаар сар,유월
616,Juli::N,долдугаар сар,칠월
617,August::N,наймдугаар сар,팔월
618,September::N,есдүгээр сар,구월
619,Oktober::N,аравдугаар сар,시월
620,November::N,арван нэгдүгээр сар,십일월
621,Dezember::N,арван хоёрдугаар сар,십이월
622,Montag::N,даваа,월요일
623,Dienstag::N,мягмар,화요일
624,Mittwoch::N,лхагва,수요일
625,Donnerstag::N,пүрэв,모교일
626,Freitag::N,баасан,그묘일
627,Samstag::N,бямба,토요일
628,Sonntag::N,ням,일요일
629,groß::A,их,큰
630,groß::A,том,큰
631,klein::A,бага,자근
632,klein::A,жаахан,자근
633,lang::A,урт,긴
634,kurz::A,охор,짧은
635,kurz::A,богино,짧은
636,breit::A,өргөн,넓은
637,schmal::A,уйтан,좁은
638,schmal::A,нарийн,좁은
639,dicht::A,нягт,농밀한
640,dicht::A,чигжүү,농밀한
641,dick[Gegenstand]::A,зузаан,두꺼운
642,dünn::A,нимгэн,얇은
643,fein::A,нарийн,미세한
644,fest::A,бөх,굳은
645,fest::A,хатуу,굳은
646,flach::A,хавтгай,얕은
647,glatt::A,цагаан,반들반들한
648,hart::A,хатуу,굳은
649,weich::A,зөөлөн,연한
650,rund::A,дугуй,둥근
651,rund::A,дугариг,둥근
652,spitz::A,шовх,뾰족한
653,spitz::A,шовгор,뾰족한
654,scharf::A,хурц,날카로운
655,scharf::A,иртэй,날카로운
656,stumpf::A,мохоо,무딘
657,schwer::A,хүнд,무거운
658,schön::A,гуа,멋진
659,schön::A,сайхан,멋진
660,heiß::A,халуун,뜨거운
661,warm::A,дулаан,따뜻한
662,kalt::A,хүйтэн,찬
663,kühl::A,сэрүүн,서늘한
664,frisch::A,эрүүл,신선한
665,frisch::A,жихүүн,신선한
666,feucht::A,чийгтэй,축축한
667,nass::A,нойтон,젖은
668,trocken::A,хатсан,마른
669,voll::A,дүүрэн,완전한
670,leer::A,хоосон,빈
671,offen::A,онгорхой,열린
672,geschlossen::A,битүү,닫힌
673,geschlossen::A,хаалтай,닫힌
674,sauber::A,цэвэр,깨끗한
675,sauber::A,хиргүй,깨끗한
676,schmutzig::A,бохир,더러운
677,schmutzig::A,хиртэй,더러운
678,roh::A,түүхий,날게잇의
679,reif::A,болсон,이근
680,lecker::A,амттай,맛있는
681,süß::A,амттай,단
682,süß::A,чихэрлэг,단
683,bitter::A,гашуун,찌르는듯한
684,sauer::A,эсгэлэн,산성의
685,hell::A,гэгээн,밝은
686,hell::A,гэрэлтэй,밝은
687,dunkel::A,бараан,어두운
688,dunkel::A,харанхуй,어두운
689,schwarz::A,хар,검은
690,weiß::A,цагаан,하얀
691,rot::A,улаан,붉은
692,gelb::A,шар,황색
693,blau::A,хөх,푸른
694,blau::A,цэнхэр,푸른
695,grün::A,ногоон,녹색의
696,grau::A,орог,회색의
697,grau::A,саарал,회색의
698,bunt::A,эрээн,알록달록한
699,billig::A,хямд,싼
700,teuer::A,үнэтэй,값비산
701,wertvoll::A,үнэт,가치가많은
702,blind::A,сохор,눈먼
703,taub::A,чих хатуу,무감간한
704,kräftig::A,чийрэг,강장한
705,stark::A,хүчтэй,강한
706,stark::A,чадалтай,강한
707,schwach::A,сул,약한
708,fett::A,тарган,실찐
709,fett::A,голигор,실찐
710,schlank::A,голшиг,호리호리한
711,hübsch::A,сайхан,예쁜
712,hübsch::A,хөөрхөн,예쁜
713,böse::A,муу,나쁜
714,böse::A,хортой,나쁜
715,dumm::A,тэнэг,어리석은
716,faul::A,залхуу,너덜너덜한
717,fleißig::A,чармайлтгай,근면한
718,geizig::A,харамч,인색한
719,klug::A,цэцэн,
720,geschickt::A,дүйтэй,교묘한
721,lieb::A,хайрт,친애하는
722,lustig::A,цэнгэлтэй,유쾌한
723,sanft::A,наалинхай,온화한
724,hungrig::A,өлөн,배고픈
725,hungrig::A,өлссөн,배고픈
726,krank::A,өвчтэй,병든
727,nackt::A,нүцгэн,벌거벗은
728,traurig::A,гунигт,슬픈
729,lebendig::A,амьд,살아있는
730,lebendig::A,амьтай,살아있는
731,gut::A,сайн,좋은
732,schlecht::A,муу,나쁜
733,schlecht::A,өөдгүй,나쁜
734,richtig::A,зөв,바른
735,richtig::A,зүйтэй,바른
736,schlimm::A,муухай,못된
737,wahr::A,үнэн,참된
738,wahr::A,жинхэнэ,참된
739,alt::A,хуучин,늙은
740,neu::A,шинэ,새
741,ehemalig::A,агсан,전의
742,ehemalig::A,байсан,전의
743,alt[Lebewesen]::A,өвгөн,낡은
744,alt[Lebewesen]::A,хижээл,낡은
745,jung::A,залуу,젊은
746,arm::A,ядуу,가난한
747,reich::A,баян,풍부한
748,reich::A,баялаг,풍부한
749,bekannt::A,танил,저명한
750,berühmt::A,цуутай,유명한
751,berühmt::A,алдартай,유명한
752,fremd::A,харь,타처이
753,fremd::A,гадаад,타처이
754,verschieden::A,ондоо,따른
755,verschieden::A,янз янзын,따른
756,nah::A,ойрын,가까운
757,nah::A,дөтийн,가까운
758,fern::A,холын,먼
759,linker::A,буруу,왼쭉의
760,rechter::A,баруун,오른쪽의
761,anderer::A,өөр,다른
762,anderer::A,нөгөө,다른
763,erster::A,нэгдэх,첫째
764,erster::A,нэгдүгээр,첫째
765,zweiter::A,хоёрдугаар,둘째
766,dritter::A,гуравдугаар,셋째
767,letzter::A,сүүлийн,의후자의
768,allein::ADV,ганцаараа,훌로
769,auf einmal::ADV,нэгмөсөн,갑자기
770,zusammen::ADV,цуг,모아서
771,zusammen::ADV,хамт,모아서
772,lange::ADV,удаан,오래
773,plötzlich::ADV,гэнэт,둘연한
774,sofort::ADV,дороо,즉시
775,später::ADV,дараа,보다늦은
776,jetzt::ADV,өнөө,목하
777,heute::ADV,өнөө,오늘
778,heute::ADV,өнөөдөр,오늘
779,morgen::ADV,маргааш,내일
780,morgen::ADV,маргаадар,내일
781,bald::ADV,түргэн,곱
782,bald::ADV,удахгүй,곱
783,dann::ADV,хожим,그경우에
784,dann::ADV,тэгээд,그경우에
785,gestern::ADV,өчигдөр,어제
786,einst::ADV,нэг,옛날에
787,damals::ADV,тэгэхэд,그때에
788,danach::ADV,тэгээд,그 뒤에
789,danach::ADV,дараа нь,그 뒤에
790,vorher::ADV,урьд,미리
791,zuerst::ADV,анх,최초로
792,zuerst::ADV,эхлээд,최초로
793,einmal::ADV,нэг удаа,한번
794,manchmal::ADV,хааяа,땓대로
795,manchmal::ADV,заримдаа,땓대로
796,oft::ADV,олонтоо,땓대로
797,immer::ADV,байнга,늘
798,niemals::ADV,хэзээ ч,결코...(하지)않다
799,niemals::ADV,хэдийд ч,결코...(하지)않다
800,hier::ADV,энд,여기
801,hierhin::ADV,нааш,여기로
802,von hier::ADV,эндээс,
803,dort::ADV,тэнд,거기
804,dorthin::ADV,тийш,저기예
805,geradeaus::ADV,шулуун,곧장
806,vorwärts::ADV,урагшаа,앞으로
807,rückwärts::ADV,буцаан,뒤로
808,rückwärts::ADV,сөөргөө,뒤로
809,zurück::ADV,буцаж,제자리로
