,Concept_ID,cv,cy
134,Zweig::N,турат,cainc
135,Zweig::N,турат,cangen
136,Blatt::N,ҫулҫӑ,deilen
137,Birke::N,хурӑн,bedwen
138,Kiefer[Baum]::N,хыр,pinwydden
139,Weide[Baum]::N,хӑва,helygen
140,Tanne::N,чӑрӑш,ffynidwydden
141,Horn::N,мӑйрака,corn
142,Feder::N,тӗк,plufyn
143,Fell::N,ҫӑм,ffwr
144,Flügel::N,ҫунат,adain
145,Klaue::N,чӗрне,crafanc
146,Kralle::N,ура,ewin
147,Schwanz::N,хӳре,cwt
148,Schwanz::N,хӳре,cynffon
149,Ei::N,ҫӑмарта,wy
150,Nest::N,йӑва,nyth
151,Bau::N,йӗнӗ,ffau
152,Tier::N,выльӑх,anifail
153,Herde::N,кӗтӳ,praidd
154,Herde::N,кӗтӳ,diadell
155,Kuh::N,ӗне,buwch
156,Bulle::N,вӑкӑр,tarw
157,Pferd::N,лаша,ceffyl
158,Schaf::N,сурӑх,dafad
159,Schwein::N,сысна,mochyn
160,Hund::N,йытӑ,ci
161,Katze::N,кушак,cath
162,Bär::N,упа,arth
163,Eichhörnchen::N,пакша,gwiwer
164,Elch::N,пӑши,elc
165,Fuchs::N,тилӗ,cadno
166,Hase::N,куян,ysgyfarnog
167,Hase::N,мулкач,ysgyfarnog
168,Maus::N,шӑши,llygoden
169,Wolf::N,кашкӑр,blaidd
170,Vogel::N,кайӑк,aderyn
171,Vogel::N,вӗҫен кайӑк,aderyn
172,Schwarm::N,ушкӑн,haid
173,Huhn::N,чӑх,cyw
174,Huhn::N,чӑхӑ,cyw
175,Hahn::N,автан,ceiliog
176,Gans::N,хур,gŵydd
177,Adler::N,ӑмӑрт кайӑк,eryr
178,Ente::N,кӑвакал,hwyad
179,Eule::N,тӑмана,tylluan
180,Kranich::N,тӑрна,garan
181,Kranich::N,тӑрна,crychydd
182,Krähe::N,ула курак,brân
183,Kuckuck::N,куккук,cog
184,Kuckuck::N,куккук,cwcw
185,Schwan::N,акӑш,alarch
186,Fisch::N,пулӑ,pysgod
187,Barsch::N,уланкӑ,draenog
188,Hecht::N,ҫӑрттан,penhwyad
189,Schlange[Tier]::N,ҫӗлен,neidr
190,Wurm::N,ӑман,abwydyn
191,Wurm::N,ӑман,pryf genwair
192,Spinne::N,эрешмен,cor
193,Spinne::N,эрешмен,pryf copyn
194,Ameise::N,кӑткӑ,morgrugyn
195,Laus::N,пыйтӑ,lleuen
196,Mücke::N,вӑрӑм туна,gwybedyn
197,Fliege::N,шӑна,cleren
198,Schmetterling::N,лӗпӗш,glöyn byw
199,Schmetterling::N,лӗпӗш,iâr fach yr haf
200,Beere::N,ҫырла,aeronen
201,Apfel::N,улма,afal
202,Apfel::N,пан улми,afal
203,Pilz::N,кӑмпа,madarch
204,Zwiebel::N,сухан,nionyn
205,Zwiebel::N,сухан,winwnsyn
206,Saat::N,вӑрӑ,had
207,Korn::N,тӗшӗ,grawn
208,Korn::N,пӗрчӗ,grawn
209,Heu::N,утӑ,gwair
210,Schale::N,хупӑ,croen
211,Schale::N,хупӑ,plisgyn
212,Grube::N,шӑтӑк,pwll
213,Grube::N,шӑтӑк,pydew
214,Falle::N,тапӑ,magl
215,Falle::N,капкӑн,magl
216,Schlinge::N,йӑлӑ,cwlwm rhedeg
217,Spur::N,йӗр,ôl
218,Asche::N,кӗл,lludw
219,Dreck::N,пылчӑк,baw
220,Dreck::N,пылчӑк,budreddi
221,Eisen::N,тимӗр,haearn
222,Gold::N,ылтӑн,aur
223,Silber::N,кӗмӗл,arian
224,Kohle::N,кӑмрӑк,glo
225,Glas::N,кӗленче,gwydr
226,Lehm::N,тӑм,clai
227,Sand::N,хӑйӑр,tywod
228,Mensch::N,ҫын,dyn
229,Mensch::N,этем,dyn
230,Mann::N,ар,dyn
231,Frau::N,хӗрарӑм,merch
232,Frau::N,хӗрарӑм,gwraig
233,Kind::N,ача,plentyn
234,Junge::N,ача,hogyn
235,Junge::N,ача,bachgen
236,Junge::N,ар ҫын ача,hogyn
237,Junge::N,ар ҫын ача,bachgen
238,Mädchen::N,хӗр ача,merch
239,Mädchen::N,хӗр ача,geneth
240,Familie::N,ҫемье,teulu
241,Familie::N,ҫемье,tylwyth
242,Familie::N,кил-йыш,teulu
243,Familie::N,кил-йыш,tylwyth
244,Großvater::N,кукаҫи,taid
245,Großvater::N,кукаҫи,tad-cu
246,Großmutter::N,кукамай,nain
247,Großmutter::N,кукамай,mam-gu
248,Eltern::N,аҫа-ама,rhieni
249,Vater::N,атте,tad
250,Mutter::N,анне,mam
251,Sohn::N,ывӑл,mab
252,Tochter::N,хӗр,merch
253,Bruder::N,ар тӑван,brawd
254,Schwester::N,аппа,chwaer
255,Schwester::N,йӑмӑк,chwaer
256,Onkel::N,мучи,ewythr
257,Onkel::N,пичче,ewythr
258,Tante::N,аппа,modryb
259,Ehemann::N,упӑшка,gŵr
260,Ehefrau::N,арӑм,gwraig
261,Freude::N,савӑнӑҫ,gorfoledd
262,Freude::N,хаваслӑх,gorfoledd
263,Gelächter::N,кулӑ,chwerthin
264,Glück::N,телей,hapusrwydd
265,Glück::N,ӑраскал,hapusrwydd
266,Kummer::N,хурлӑх,galar
267,Wunsch::N,ӗмӗт,dymuniad
268,Wunsch::N,кӑмӑл,dymuniad
269,Lust::N,кӑмӑл,chwant
270,Geist::N,чун-чӗм,ysbryd
271,Geist::N,ыр-усал,ysbryd
272,Geist::N,чун хавалӗ,ysbryd
273,Gedanke::N,шухӑш,meddwl
274,Gedächtnis::N,ас,cof
275,Verstand::N,ӑс,meddwl
276,Verstand::N,ӑс-тӑн,meddwl
277,Verstand::N,ӑс-хакӑл,meddwl
278,Sinn::N,тупсӑм,ystyr
279,Sinn::N,пӗлтерӗш,ystyr
280,Grund::N,сӑлтав,achos
281,Grund::N,сӑлтав,rheswm
282,Wahrheit::N,чӑнлӑх,gwir
283,Wahrheit::N,чӑнлӑх,gwirionedd
284,Gespräch::N,калаҫу,sgwrs
285,Märchen::N,юмах,chwedl werin
286,Erzählung::N,акалав,stori
287,Erzählung::N,каласа пани,stori
288,Nachricht::N,хыпар,neges
289,Neuigkeit::N,ҫӗнӗ хыпар,newydd
290,Name::N,ят,enw
291,Rätsel::N,сутмалли юмах,pos
292,Rede::N,сӑмах,araith
293,Sprache::N,чӗлхе,iaith
294,Stimme::N,сасӑ,llais
295,Wort::N,сӑмах,gair
296,Zeichen::N,паллӑ,arwydd
297,Ruf::N,йыхрав,galwad
298,Ruf::N,чӗнӳ,galwad
299,Lärm::N,шав,trwst
300,Laut::N,сасӑ,sain
301,Ton::N,сасӑ,tôn
302,Lied::N,юрӑ,cân
303,Ruhe::N,канӑҫлӑх,tawelwch
304,Ruhe::N,лӑпкӑлӑх,tawelwch
305,Leute::N,ҫамрӑксем,pobl
306,Leute::N,ҫамрӑк ҫынсем,pobl
307,Volk::N,халӑх,pobl
308,Arbeit::N,ӗҫхӗл,gwaith
309,Arbeit::N,ӗҫлев,gwaith
310,Gast::N,хӑна,gwestai
311,Geschenk::N,парне,rhodd
312,Geschenk::N,парне,anrheg
313,Geschenk::N,кучченеҫ,rhodd
314,Geschenk::N,кучченеҫ,anrheg
315,Spiel::N,вӑйӑ,chwarae
316,Gesellschaft::N,общество,cwmni
317,Hilfe::N,пулӑшу,cymorth
318,Freund::N,тус,cyfaill
319,Kamerad::N,юлташ,cydymaith
320,Kamerad::N,тус,cydymaith
321,Angelegenheit::N,ӗҫ,pwnc
322,Anzahl::N,йыш,cyfrif
323,Anzahl::N,хисеп,cyfrif
324,Art::N,тӗс,bath
325,Stück::N,татӑк,darn
326,Teil::N,пай,rhan
327,Hälfte::N,ҫурӑ,hanner
328,Kreis::N,ункӑ,cylch
329,Kreis::N,ҫавракӑш,cylch
330,Kreuz::N,хӗрес,croes
331,Linie::N,йӗр,llinell
332,Strich::N,йӗр,strôc
333,Strich::N,йӗр,trawiad
334,Abstand::N,хушӑ,bwlch
335,Abstand::N,хушӑ,pellter
336,Entfernung::N,хушӑ,pellter
337,Gegend::N,вырӑн,cylch
338,Platz::N,хутлӑх,lle
339,Ort::N,вырӑн,lle
340,Seite::N,ен,ochr
341,Seite::N,аяк,ochr
342,Seite::N,айӑк,ochr
343,Mitte::N,варӑ,canol
344,Gegenstand::N,япала,eitem
345,Sache::N,япала,peth
346,Rand::N,вӗҫ,cwr
347,Rand::N,вӗҫ,ymyl
348,Rand::N,хӗрӗ,cwr
349,Rand::N,хӗрӗ,ymyl
350,Rand::N,хӗрри,cwr
351,Rand::N,хӗрри,ymyl
352,Kante::N,хайкача,min
353,Kante::N,хайкача,ymyl
354,Kante::N,хысак,min
355,Kante::N,хысак,ymyl
356,Ecke::N,кӗтес,cornel
357,Spitze::N,вӗҫ,blaen
358,Ende::N,вӗҫ,pen
359,Loch::N,шӑтӑк,twll
360,Winkel::N,кӗтес,congl
361,Muster::N,эреш,patrwm
362,Größe::N,пысӑкӑш,maint
363,Größe::N,пысӑкӑш,maintioli
364,Länge::N,вӑрӑмӑш,hyd
365,Höhe::N,ҫӳллӗш,uchder
366,Gewicht::N,виҫе,pwysau
367,Gewicht::N,йывӑрӑш,pwysau
368,Menge::N,йыш,swm
369,Menge::N,йыш,maint
370,Haufen::N,купа,pentwr
371,Reihe::N,рет,rhes
372,Boot::N,кимӗ,cwch
373,Ruder::N,кӗсмен,rhwyf
374,Schlitten::N,ҫуна,sled
375,Schlitten::N,ҫуна,car llusg
376,Ski::N,йӗлтӗр,sgi
377,Lagerfeuer::N,вут,coelcerth
378,Lagerfeuer::N,кӑвайт,coelcerth
379,Last::N,сулмаклӑх,llwyth
380,Last::N,йывӑр япала,llwyth
381,Gang::N,куҫӑм,tro
382,Schritt::N,утӑм,cam
383,Schritt::N,пусӑм,cam
384,Norden::N,ҫурҫӗр,gogledd
385,Süden::N,кӑнтӑр,de
386,Westen::N,анӑҫ,gorllewin
387,Westen::N,хӗвел анӑҫ,gorllewin
388,Osten::N,хӗвел тухӑҫ,dwyrain
389,Holz::N,йывӑҫ,pren
390,Brett::N,хӑма,bwrdd
391,Brett::N,хӑма,astell
392,Platte::N,плита,llech
393,Stütze::N,ура,ateg
394,Stütze::N,ура,cynhalydd
395,Stange::N,шерте,polyn
396,Stock::N,патак,ffon
397,Stock::N,патак,brigyn
398,Stab::N,шӑчӑ,ffon
399,Rohr::N,пӑрӑх,pibell
400,Haus::N,ҫурт,tŷ
401,Heim::N,кил,cartref
402,Ofen::N,кӑмака,stof
403,Fußboden::N,урай,llawr
404,Tisch::N,сӗтел,bwrdd
405,Stuhl::N,пукан,cadair
406,Wiege::N,сӑпка,crud
407,Bett::N,кравать,gwely
408,Regal::N,ҫӳлӗк,silff
409,Regal::N,сентре,silff
410,Kiste::N,ещӗк,bocs
411,Kiste::N,ещӗк,blwch
412,Kiste::N,сунтӑх,bocs
413,Kiste::N,сунтӑх,blwch
414,Fenster::N,чӳрече,ffenestr
415,Tür::N,алӑк,drws
416,Tor::N,хапха,porth
417,Zaun::N,хӳме,ffens
418,Dach::N,тӑрӑ,to
419,Leiter::N,пусма,ysgol
420,Besen::N,шӑпӑр,ysgub
421,Spaten::N,кӗреҫе,rhaw
422,Schaufel::N,кӗреҫе,rhaw
423,Gabel::N,вилка,fforc
424,Löffel::N,кашӑк,llwy
425,Messer::N,ҫӗҫӗ,cyllell
426,Nagel::N,пӑта,hoel
427,Netz::N,тетел,gwe
428,Netz::N,тетел,rhwyd
429,Haken::N,йӑрхах,bach
430,Haken::N,ҫекӗл,bach
431,Griff::N,хӑлӑп,carn
432,Schloss::N,ҫӑра,clo
433,Bild::N,сӑн,llun
434,Bild::N,сӑн,pictiwr
435,Bild::N,сӑнлӑх,llun
436,Bild::N,сӑнлӑх,pictiwr
437,Bild::N,картина,llun
438,Bild::N,картина,pictiwr
439,Figur::N,кӗлетке,ffigur
440,Puppe::N,пукане,dol
441,Beutel::N,михӗ,cwd
442,Bündel::N,ҫыхӑ,bwndel
443,Bündel::N,ҫыхӑ,coflaid
444,Bündel::N,тӗрке,bwndel
445,Bündel::N,тӗрке,coflaid
446,Tasche::N,сумка,cod
447,Eimer::N,витре,bwced
448,Eimer::N,витре,cunnog
449,Deckel::N,хупӑ,caead
450,Geschirr::N,савӑт-сапа,llestri
451,Sack::N,михӗ,sach
452,Tasse::N,курка,cwpan
453,Topf::N,кастрюль,pot
454,Topf::N,кастрюль,crochan
455,Kessel::N,хуран,tegell
456,Essen::N,апат,pryd o fwyd
457,Nahrung::N,апат-ҫимӗс,bwyd
458,Speise::N,апат,saig
459,Speise::N,ҫимӗҫ,saig
460,Fleisch::N,аш,cig
461,Fleisch::N,какай,cig
462,Getreide::N,тырӑ,ŷd
463,Getreide::N,тырӑ,llafur
464,Brei::N,пӑтӑ,uwd
465,Brot::N,ҫӑкӑр,bara
466,Scheibe::N,чӗлӗ,tafell
467,Scheibe::N,касӑк,tafell
468,Fett::N,ҫу,saim
469,Fett::N,ҫу,braster
470,Butter::N,ҫу,ymenyn
471,Öl::N,ҫу,olew
472,Salz::N,тӑвар,halen
473,Suppe::N,яшка,cawl
474,Honig::N,пыл,mêl
475,Milch::N,сӗт,llaeth
476,Milch::N,сӗт,llefrith
477,Tee::N,чей,te
478,Leder::N,сӑран,lledr
479,Wolle::N,ҫӑм,gwlân
480,Stoff::N,тӗртӗм,lliain
481,Stoff::N,тӗртӗм,brethyn
482,Nadel::N,йӗп,nodwydd
483,Faden::N,ҫип,edau
484,Faden::N,ҫип,edefyn
485,Knopf::N,тӳме,botwm
486,Knoten::N,йӑлӑ,cwlwm
487,Farbe::N,сӑрӑ,paent
488,Kleidung::N,тум,dillad
489,Kleidung::N,тум,gwisgoedd
490,Kleidung::N,ҫипуҫ,dillad
491,Kleidung::N,ҫипуҫ,gwisgoedd
492,Kleidung::N,тум-тир,dillad
493,Kleidung::N,тум-тир,gwisgoedd
494,Hemd::N,кӗпе,crys
495,Kragen::N,ҫуха,coler
496,Ärmel::N,ҫанӑ,llawes
497,Hose::N,шӑлавар,trowsus
498,Gürtel::N,пиҫиххи,gwregys
499,Mütze::N,ҫӗлӗк,cap
500,Schuh::N,пушмак,esgid
501,Schuh::N,ботинок,esgid
502,Stiefel::N,атӑ,botasen
503,Ring::N,ҫӗрӗ,modrwy
504,Band::N,хаю,rhuban
505,Band::N,йӗсме,rhuban
506,Kamm::N,тура,crib
507,Spiegel::N,тӗкӗр,drych
508,Spiegel::N,куҫ кӗски,drych
509,Riemen::N,чӗн,strap
510,Schnur::N,кантра,llinyn
511,Leine::N,касмӑк,tennyn
512,Decke::N,утиял,blanced
513,Decke::N,утиял,gwrthban
514,Kissen::N,ҫытар,clustog
515,Kissen::N,ҫытар,gobennydd
516,Kissen::N,минтер,clustog
517,Kissen::N,минтер,gobennydd
518,Tuch::N,тутӑр,sgarff
519,Handtuch::N,ал шӑлли,tywel
520,Handtuch::N,ал шӑлли,lliain sychu
521,Kraft::N,вӑй,grym
522,Kraft::N,хӑват,grym
523,Stärke::N,хал,nerth
524,Stärke::N,хал,cryfder
525,Stärke::N,хӑват,nerth
526,Stärke::N,хӑват,cryfder
527,Gesundheit::N,хал,iechyd
528,Gesundheit::N,сывлӑх,iechyd
529,Krankheit::N,чир,afiechyd
530,Krankheit::N,чир,anhwylder
531,Schmerz::N,ырату,poen
532,Schmerz::N,ырату,gwayw
533,Wunde::N,суран,clwyf
534,Fieber::N,сив чир,twymyn
535,Arznei::N,эмел,meddyginiaeth
536,Brücke::N,кӗпер,pont
537,Brunnen::N,ҫӑл,ffynnon
538,Brunnen::N,пусӑ,ffynnon
539,Weide::N,ҫаран,porfa
540,Pfad::N,йӗр,llwybr
541,Pfad::N,сукмак,llwybr
542,Weg::N,ҫул,ffordd
543,Weg::N,ҫул-йӗр,ffordd
544,Straße::N,ҫӳрев,heol
545,Straße::N,ҫӳрев,ffordd
546,Straße::N,ҫул ҫӳрени,heol
547,Straße::N,ҫул ҫӳрени,ffordd
548,Dorf::N,ял,pentref
549,Stadt::N,хула,tref
550,Brief::N,ҫыру,llythyr
551,Buch::N,кӗнеке,llyfr
552,Buchstabe::N,сас палли,llythyren
553,Zeitung::N,хаҫат,papur newydd
554,Leben::N,пурнӑҫ,bywyd
555,Tod::N,вилӗм,marwolaeth
556,Grab::N,масар шӑтӑкӗ,bedd
557,Kirche::N,чиркӳ,eglwys
558,Sünde::N,ҫылӑх,pechod
559,Gott::N,турӑ,duw
560,Arbeiter::N,рабочи,gweithiwr
561,Chef::N,пуҫлӑх,pennaeth
562,Meister::N,ӑста,meistr
563,Meister::N,мастер,meistr
564,Arzt::N,врач,meddyg
565,Arzt::N,тухтӑр,meddyg
566,Lehrer::N,учитель,athro
567,Lehrer::N,вӗрентекен,athro
568,Geld::N,укҫа,pres
569,Geld::N,укҫа,arian
570,Geschäft::N,бизнес,busnes
571,Laden::N,магазин,siop
572,Preis::N,хак,pris
573,Ware::N,тавар,nwydd
574,Nutzen::N,пайта,elw
575,Nutzen::N,пайта,budd
576,Reichtum::N,мул,cyfoeth
577,Welt::N,тӗнче,byd
578,Land::N,ҫӗр-шыв,gwlad
579,Staat::N,патшàлӑх,gwladwriaeth
580,König::N,король,brenin
581,Macht::N,власть,grym
582,Macht::N,власть,awdurdod
583,Grenze::N,чикӗ,ffin
584,Grenze::N,чикӗ,goror
585,Krieg::N,вӑрҫӑ,rhyfel
586,Feind::N,тӑшман,gelyn
587,Gewalt::N,ирӗксӗрлӳ,ffyrnigrwydd
588,Kampf::N,кӗрешӳ,brwydr
589,Bogen[Waffe]::N,ухӑ,bwa
590,Pfeil::N,ҫӗмрен,saeth
591,Pfeil::N,ухӑ йӗппи,saeth
592,Gewehr::N,пӑшал,dryll
593,Fehler::N,йӑнӑш,gwall
594,Fehler::N,йӑнӑш,camgymeriad
595,Lüge::N,суя,celwydd
596,Lüge::N,суя,anwiredd
597,Lüge::N,ултав,celwydd
598,Lüge::N,ултав,anwiredd
599,Schaden::N,сиен,niwed
600,Schaden::N,сиен,difrod
601,Unglück::N,шар,anffawd
602,Unglück::N,инкек,anffawd
603,Schuld::N,айӑп,bai
604,Alter::N,ҫул шучӗ,oed
605,Schluss::N,пӗтни,diwedd
606,Schluss::N,пӗтмӗш,diwedd
607,Zeit::N,вӑхӑт,amser
608,Tag::N,кун,dydd
609,Tag::N,кун,diwrnod
610,Morgen::N,ир,bore
611,Mittag::N,кӑнтӑрла,nawn
612,Abend::N,каҫ,noswaith
613,Nacht::N,каҫ,nos
614,Woche::N,эрне,wythnos
615,Monat::N,уйӑх,mis
616,Jahr::N,ҫулталӑк,blwyddyn
617,Frühling::N,ҫур,gwanwyn
618,Frühling::N,ҫуркунне,gwanwyn
619,Sommer::N,ҫу,haf
620,Sommer::N,ҫулла,haf
621,Herbst::N,кӗр,hydref
622,Herbst::N,кӗркунне,hydref
623,Winter::N,хӗл,gaeaf
624,Winter::N,хӗлле,gaeaf
625,Januar::N,январь,Ionawr
626,Februar::N,февраль,Chwefror
627,Februar::N,кӗҫӗн кӑрлач,Chwefror
628,März::N,март,Mawrth
629,März::N,пуш уйӑхӗ,Mawrth
630,April::N,апрель,Ebrill
631,Mai::N,май,Mai
632,Juni::N,июнь,Mehefin
633,Juli::N,июль,Gorffennaf
634,August::N,август,Awst
635,September::N,сентябрь,Medi
636,September::N,авӑн уйӑхӗ,Medi
637,Oktober::N,октябрь,Hydref
638,November::N,ноябрь,Tachwedd
639,Dezember::N,раштав,Rhagfyr
640,Dezember::N,декабрь,Rhagfyr
641,Montag::N,тунти кун,dydd Llun
642,Dienstag::N,ытлари кун,dydd Mawrth
643,Mittwoch::N,юн кун,dydd Mercher
644,Donnerstag::N,кӗҫнерни кун,dydd Iau
645,Freitag::N,эрне кун,dydd Gwener
646,Samstag::N,шӑмат кун,dydd Sadwrn
647,Sonntag::N,вырсарни кун,dydd Sul
648,groß::A,пысӑк,mawr
649,klein::A,пӗчӗк,bach
650,lang::A,вӑрӑм,hir
651,kurz::A,кӗске,byr
652,kurz::A,кӗске,cwta
653,breit::A,сарлака,llydan
654,schmal::A,ансӑр,cul
655,dicht::A,йӑвӑ,dwys
656,dick[Gegenstand]::A,хулӑн,trwchus
657,dünn::A,ҫинҫе,tenau
658,dünn::A,ҫӳхе,tenau
659,fein::A,тарай,main
660,fein::A,вӗлтӗрти,main
661,fest::A,тӗреклӗ,cadarn
662,flach::A,лаптак,gwastad
663,glatt::A,такӑр,llyfn
664,hart::A,хытӑ,caled
665,weich::A,ҫемҫе,meddal
666,rund::A,ҫавра,crwn
667,spitz::A,шӗвӗр,pigfain
668,scharf::A,ҫивӗч,miniog
669,stumpf::A,мӑка,pŵl
670,stumpf::A,пуклак,pŵl
671,stumpf::A,тӗрӗнчӗк,pŵl
672,stumpf::A,ӑнкарусӑр,pŵl
673,schwer::A,йывӑр,trwm
674,schön::A,илемлӗ,teg
675,schön::A,илемлӗ,hardd
676,schön::A,илемлӗ,prydferth
677,heiß::A,вӗри,poeth
678,warm::A,ӑшӑ,twym
679,warm::A,ӑшӑ,cynnes
680,kalt::A,сивӗ,oer
681,kühl::A,уҫӑ,oeraidd
682,frisch::A,уҫӑ,iach
683,feucht::A,йӗпе,llaith
684,nass::A,нӳрӗ,gwlyb
685,trocken::A,типӗ,sych
686,voll::A,тулли,llawn
687,leer::A,пушӑ,gwag
688,offen::A,уҫӑ,agored
689,geschlossen::A,хупӑ,caead
690,geschlossen::A,хупӑ,caeëdig
691,sauber::A,таса,glân
692,schmutzig::A,пылчӑклӑ,budr
693,schmutzig::A,пылчӑклӑ,brwnt
694,schmutzig::A,вараланчӑк,budr
695,schmutzig::A,вараланчӑк,brwnt
696,roh::A,чӗрӗ,amrwd
697,reif::A,пулнӑ,aeddfed
698,reif::A,пиҫӗхнӗ,aeddfed
699,reif::A,аталаннӑ,aeddfed
700,reif::A,пиҫсе ҫитнӗ,aeddfed
701,lecker::A,тутлӑ,blasus
702,lecker::A,тутлӑ,danteithiol
703,lecker::A,техӗмлӗ,blasus
704,lecker::A,техӗмлӗ,danteithiol
705,süß::A,пылак,melys
706,bitter::A,йӳҫӗ,chwerw
707,sauer::A,йӳҫӗ,sur
708,sauer::A,йӳҫек,sur
709,sauer::A,кӑвасак,sur
710,hell::A,ҫутӑ,disglair
711,dunkel::A,тӗттӗм,tywyll
712,schwarz::A,хура,du
713,weiß::A,шурӑ,gwyn
714,rot::A,хӗрлӗ,coch
715,gelb::A,сарӑ,melyn
