,Concept_ID,mn,tr
82,Boden::N,хөрс,zemin
83,Erde::N,газар,toprak
84,Erde::N,шороо,toprak
85,Staub::N,тоос,toz
86,Rauch::N,утаа,duman
87,Funke::N,оч,kıvılcım
88,Feuer::N,гал,ateş
89,Licht::N,гэрэл,ışık
90,Licht::N,гэгээ,ışık
91,Schatten::N,сүүдэр,gölge
92,Wetter::N,тэнгэр,hava
93,Wetter::N,цаг уур,hava
94,Nebel::N,будан,pus
95,Wolke::N,үүл,bulut
96,Regen::N,бороо,yağmur
97,Schnee::N,цас,kar
98,Eis::N,мөс,buz
99,Frost::N,хүйт,don
100,Kälte::N,хүйт,soğukluk
101,Hitze::N,халуун,sıcaklık
102,Raureif::N,цан,kırç
103,Raureif::N,хяруу,kırç
104,Regenbogen::N,солонго,gökkuşağı
105,Donner::N,тэнгэрийн дуу,gök gürlemesi
106,Strömung::N,урсгал,akıntı
107,Strömung::N,урсгал,cereyan
108,Tropfen::N,дусал,damla
109,Schaum::N,хөөс,köpük
110,Schmutz::N,хир,çamur
111,Schmutz::N,хир,pislik
112,Schmutz::N,шавхай,çamur
113,Schmutz::N,шавхай,pislik
114,See::N,нуур,göl
115,Sumpf::N,намаг,batak
116,Sumpf::N,балчиг,batak
117,Moor::N,хүлрийн намаг,cılgıt
118,Wiese::N,нуга,çimen
119,Wald::N,ой,koru
120,Wald::N,ой,orman
121,Hügel::N,болдог,tepe
122,Anhöhe::N,гүвээ,tümsek
123,Anhöhe::N,гүвээ,yükseklik
124,Berg::N,уул,dağ
125,Gipfel::N,орой,zirve
126,Gipfel::N,оргил,zirve
127,Höhle::N,агуй,in
128,Höhle::N,агуй,mağara
129,Abhang::N,хүр,bayır
130,Quelle::N,булаг,pınar
131,Quelle::N,булаг,kaynak
132,Bach::N,горхи,çay
133,Bach::N,горхи,dere
134,Fluss::N,гол,nehir
135,Fluss::N,мөрөн,nehir
136,Ufer::N,эрэг,kıyı
137,Ufer::N,эрэг,sahil
138,Küste::N,эрэг,kıyı
139,Küste::N,эрэг,sahil
140,Festland::N,хуурай газар,kara
141,Meer::N,далай,deniz
142,Meer::N,тэнгис,deniz
143,Bucht::N,булан,koy
144,Bucht::N,булан,körfez
145,Bucht::N,далайн тохой,koy
146,Bucht::N,далайн тохой,körfez
147,Insel::N,арал,ada
148,Blume::N,цэцэг,çiçek
149,Gras::N,өвс,ot
150,Gras::N,өвс,çim
151,Gras::N,ногоо,ot
152,Gras::N,ногоо,çim
153,Wurzel::N,үндэс,kök
154,Baum::N,мод,ağaç
155,Stamm::N,иш,gövde
156,Stamm::N,гуалин,gövde
157,Rinde::N,холтос,kabuk
158,Ast::N,гишүү,dal
159,Ast::N,гишүү,budak
160,Zweig::N,салаа,dal
161,Blatt::N,навч,yaprak
162,Birke::N,хус,huş
163,Kiefer[Baum]::N,нарс,çam
164,Weide[Baum]::N,уд,söğüt
165,Weide[Baum]::N,бургас,söğüt
166,Tanne::N,гачуур,çam
167,Tanne::N,гачуур,köknar
168,Horn::N,эвэр,boynuz
169,Feder::N,өд,tüy
170,Fell::N,арьс,post
171,Flügel::N,жигүүр,kanat
172,Flügel::N,далавч,kanat
173,Klaue::N,савар,pençe
174,Klaue::N,хумс,pençe
175,Kralle::N,савар,tırnak
176,Schwanz::N,сүүл,kuyruk
177,Ei::N,өндөг,yumurta
178,Nest::N,үүр,yuva
179,Bau::N,нүх,in
180,Bau::N,элүү,in
181,Tier::N,амьтан,hayvan
182,Tier::N,адгуус,hayvan
183,Herde::N,сүрэг,sürü
184,Kuh::N,үнээ,inek
185,Bulle::N,бух,boğa
186,Pferd::N,морь,at
187,Pferd::N,морь,beygir
188,Pferd::N,адуу,at
189,Pferd::N,адуу,beygir
190,Schaf::N,хонь,koyun
191,Schwein::N,гахай,domuz
192,Hund::N,нохой,it
193,Hund::N,нохой,köpek
194,Katze::N,муур,kedi
195,Katze::N,мигуй,kedi
196,Bär::N,баавгай,ayı
197,Eichhörnchen::N,хэрэм,sincap
198,Elch::N,хандгай,büyük kuzey geyiği
199,Fuchs::N,үнэг,tilki
200,Hase::N,туулай,tavşan
201,Maus::N,хулгана,fare
202,Maus::N,хулгана,sıçan
203,Wolf::N,чоно,kurt
204,Vogel::N,шувуу,kuş
205,Schwarm::N,сүрэг,sürü
206,Huhn::N,тахиа,tavuk
207,Hahn::N,эр тахиа,horoz
208,Gans::N,галуу,kaz
209,Adler::N,бүргэд,kartal
210,Adler::N,бүргэд,karakuş
211,Ente::N,нугас,ördek
212,Eule::N,ууль,baykuş
213,Kranich::N,тогоруу,turna
214,Krähe::N,хэрээ,karga
215,Kuckuck::N,хөхөө,guguk
216,Schwan::N,хун,kuğu
217,Fisch::N,загас,balık
218,Barsch::N,алгана,hani
219,Barsch::N,алгана,levrek
220,Hecht::N,цурхай,turnabalığı
221,Schlange[Tier]::N,могой,yılan
222,Wurm::N,өт,kurt
223,Wurm::N,өт,solucan
224,Wurm::N,хорхой,kurt
225,Wurm::N,хорхой,solucan
226,Spinne::N,аалз,örümcek
227,Ameise::N,шоргоолж,karınca
228,Laus::N,бөөс,bit
229,Mücke::N,шумуул,sivrisinek
230,Fliege::N,ялаа,sinek
231,Schmetterling::N,эрвээхэй,kelebek
232,Beere::N,жимсгэнэ,tane
233,Apfel::N,алим,elma
234,Pilz::N,мөөг,mantar
235,Zwiebel::N,сонгино,soğan
236,Saat::N,тариа,ekin
237,Korn::N,үр,tane
238,Korn::N,мөхлөг,tane
239,Heu::N,өвс,kuru ot
240,Schale::N,хальс,kabuk
241,Grube::N,алам,çukur
242,Grube::N,нүх,çukur
243,Falle::N,хавх,tuzak
244,Falle::N,занга,tuzak
245,Schlinge::N,урхи,ilmik
246,Spur::N,мөр,iz
247,Asche::N,үнс,kül
248,Dreck::N,хир,pislik
249,Eisen::N,төмөр,demir
250,Gold::N,алт,altın
251,Silber::N,мөнгө,gümüş
252,Kohle::N,нүүрс,kömür
253,Glas::N,шил,cam
254,Lehm::N,шавар,balçık
255,Sand::N,элс,kum
256,Mensch::N,хүн,insan
257,Mann::N,эр,adam
258,Mann::N,эр,erkek
259,Mann::N,эрэгтэй,adam
260,Mann::N,эрэгтэй,erkek
261,Frau::N,эмэгтэй,bayan
262,Frau::N,хатагтай,bayan
263,Kind::N,хүүхэд,çocuk
264,Junge::N,хүү,erkek çocuk
265,Mädchen::N,охин,kız
266,Mädchen::N,бүсгүй,kız
267,Familie::N,айл,aile
268,Großvater::N,өвгөн аав,dede
269,Großvater::N,өвгөн аав,büyükbaba
270,Großmutter::N,эмэг эх,nine
271,Großmutter::N,эмэг эх,büyükanne
272,Großmutter::N,эмгээ,nine
273,Großmutter::N,эмгээ,büyükanne
274,Eltern::N,эцэг эх,ebeveyn
275,Eltern::N,эцэг эх,ana baba
276,Vater::N,аав,ata
277,Vater::N,аав,baba
278,Vater::N,эцэг,ata
279,Vater::N,эцэг,baba
280,Mutter::N,эх,ana
281,Mutter::N,эх,anne
282,Mutter::N,ээж,ana
283,Mutter::N,ээж,anne
284,Sohn::N,хүү,oğul
285,Tochter::N,охин,kız
286,Tochter::N,охин,kız evlât
287,Bruder::N,ах,abi
288,Bruder::N,ах,erkek kardeş
289,Bruder::N,дүү,abi
290,Bruder::N,дүү,erkek kardeş
291,Schwester::N,эгч,abla
292,Schwester::N,эгч,kız kardeş
293,Schwester::N,охин дүү,abla
294,Schwester::N,охин дүү,kız kardeş
295,Onkel::N,авга ах,dayı
296,Onkel::N,нагац ах,dayı
297,Tante::N,авга эгч,hala
298,Tante::N,авга эгч,teyze
299,Tante::N,нагац эгч,hala
300,Tante::N,нагац эгч,teyze
301,Ehemann::N,нөхөр,koca
302,Ehefrau::N,эхнэр,karı
303,Ehefrau::N,гэргий,karı
304,Freude::N,баяр,neşe
305,Freude::N,баяр,sevinç
306,Freude::N,баясгалан,neşe
307,Freude::N,баясгалан,sevinç
308,Gelächter::N,инээдэм,gülme
309,Gelächter::N,инээдэм,kahkaha
310,Glück::N,жаргалан,mutluluk
311,Kummer::N,гаслан,dert
312,Kummer::N,гаслан,keder
313,Wunsch::N,ерөөл,arzu
314,Wunsch::N,ерөөл,istek
315,Lust::N,дур,arzu
316,Lust::N,дур,heves
317,Lust::N,хүсэл,arzu
318,Lust::N,хүсэл,heves
319,Geist::N,оюун,tin
320,Gedanke::N,сэтгэл,fikir
321,Gedanke::N,сэтгэл,düşünce
322,Gedächtnis::N,ой,bellek
323,Gedächtnis::N,цээж,bellek
324,Verstand::N,ухаан,zekâ
325,Sinn::N,утга,anlam
326,Grund::N,учир,sebep
327,Wahrheit::N,үнэн,doğruluk
328,Wahrheit::N,үнэн,gerçeklik
329,Gespräch::N,яриа,görüşme
330,Märchen::N,явган үлгэр,masal
331,Erzählung::N,тууж,öykü
332,Erzählung::N,тууж,hikâye
333,Nachricht::N,мэдээ,haber
334,Neuigkeit::N,сонин,haber
335,Name::N,нэр,ad
336,Name::N,нэр,isim
337,Rätsel::N,оньсого,bilmece
338,Rede::N,хэлсэн үг,söylev
339,Rede::N,хэлсэн үг,konuşma
340,Sprache::N,хэл,dil
341,Sprache::N,хэл,lisan
342,Stimme::N,дуу,ses
343,Wort::N,үг,kelime
344,Zeichen::N,тамга,işaret
345,Zeichen::N,тэмдэг,işaret
346,Ruf::N,дуудлага,çağırma
347,Lärm::N,шуугиан,şamata
348,Lärm::N,шуугиан,gürültü
349,Lärm::N,чимээ,şamata
350,Lärm::N,чимээ,gürültü
351,Laut::N,анир,ses
352,Laut::N,дуу,ses
353,Ton::N,авиа,ses
354,Ton::N,аялгуу,ses
355,Lied::N,дуу,türkü
356,Ruhe::N,энх,sakinlik
357,Ruhe::N,тайван,sakinlik
358,Leute::N,хүмүүс,halk
359,Leute::N,хүмүүс,insanlar
360,Volk::N,улс,ulus
361,Volk::N,улс,millet
362,Arbeit::N,ажил,iş
363,Arbeit::N,ажил,çalışma
364,Arbeit::N,хөдөлмөр,iş
365,Arbeit::N,хөдөлмөр,çalışma
366,Gast::N,зочин,konuk
367,Gast::N,зочин,misafir
368,Gast::N,айлчин,konuk
369,Gast::N,айлчин,misafir
370,Geschenk::N,бэлэг,hediye
371,Geschenk::N,бэлэг,armağan
372,Spiel::N,наадам,oyun
373,Spiel::N,тоглоом,oyun
374,Gesellschaft::N,хамт байх,çevre
375,Gesellschaft::N,хамт байх,arkadaşlık
376,Hilfe::N,тусламж,yardım
377,Freund::N,найз,dost
378,Freund::N,найз,arkadaş
379,Freund::N,нөхөр,dost
380,Freund::N,нөхөр,arkadaş
381,Kamerad::N,хань,arkadaş
382,Kamerad::N,нөхөр,arkadaş
383,Angelegenheit::N,хэрэг,iş
384,Angelegenheit::N,хэрэг,husus
385,Anzahl::N,тоо,sayı
386,Art::N,төрөл,çeşit
387,Art::N,янз,çeşit
388,Stück::N,хэсэг,tane
389,Stück::N,хэсэг,parça
390,Teil::N,хувь,kısım
391,Teil::N,хэсэг,kısım
392,Hälfte::N,хагас,yarı
393,Kreis::N,тойрог,daire
394,Kreis::N,хүрээ,daire
395,Kreuz::N,загалмай,haç
396,Linie::N,шугам,hat
397,Linie::N,шугам,çizgi
398,Strich::N,зураас,çizgi
399,Abstand::N,зай,aralık
400,Entfernung::N,зай,mesafe
401,Entfernung::N,зай,uzaklık
402,Entfernung::N,хол ойр,mesafe
403,Entfernung::N,хол ойр,uzaklık
404,Gegend::N,хавь,yöre
405,Gegend::N,газар,yöre
406,Platz::N,зай,yer
407,Platz::N,завсар,yer
408,Ort::N,газар,yer
409,Ort::N,байр,yer
410,Seite::N,тал,yan
411,Seite::N,тал,taraf
412,Seite::N,этгээд,yan
413,Seite::N,этгээд,taraf
414,Mitte::N,төв,orta
415,Mitte::N,төв,merkez
416,Mitte::N,дунд,orta
417,Mitte::N,дунд,merkez
418,Gegenstand::N,юм,şey
419,Sache::N,үйл,iş
420,Sache::N,үйл,şey
421,Sache::N,хэрэг,iş
422,Sache::N,хэрэг,şey
423,Rand::N,зах,kenar
424,Rand::N,хөвөө,kenar
425,Kante::N,ирмэг,kenar
426,Ecke::N,өнцөг,köşe
427,Spitze::N,үзүүр,uç
428,Spitze::N,үзүүр,baş
429,Ende::N,зах,uç
430,Ende::N,үзүүр,uç
431,Loch::N,цоорхой,oyuk
432,Loch::N,цоорхой,delik
433,Loch::N,онгорхой,oyuk
434,Loch::N,онгорхой,delik
435,Winkel::N,өнцөг,köşe
436,Muster::N,хээ,örnek
437,Muster::N,угалз,örnek
438,Größe::N,хэмжээ,büyüklük
439,Länge::N,урт,uzunluk
440,Höhe::N,өндөр,yükseklik
441,Gewicht::N,жин,ağırlık
442,Menge::N,тоо,miktar
443,Haufen::N,бөөн,küme
444,Haufen::N,бөөн,yığın
445,Reihe::N,эгнээ,sıra
446,Boot::N,завь,kayık
447,Boot::N,завь,sandal
448,Ruder::N,сэлүүр,kürek
449,Schlitten::N,чарга,kızak
450,Ski::N,цана,kayak
451,Lagerfeuer::N,түүдэг,kamp ateşi
452,Last::N,ачаа,yük
453,Gang::N,явдал,gidiş
454,Gang::N,явдал,yürüyüş
455,Schritt::N,алхам,adım
456,Norden::N,умар,kuzey
457,Süden::N,урд,güney
458,Süden::N,өмнө,güney
459,Westen::N,өрнө,batı
460,Westen::N,баруун,batı
461,Osten::N,зүүн,doğu
462,Osten::N,дорно,doğu
463,Holz::N,мод,ağaç
464,Holz::N,мод,tahta
465,Brett::N,банз,tahta
466,Platte::N,хавтан,levha
467,Stütze::N,тулгуур,dayak
468,Stütze::N,тулгуур,destek
469,Stütze::N,тулга,dayak
470,Stütze::N,тулга,destek
471,Stange::N,сургааг,çubuk
472,Stock::N,саваа,sopa
473,Stock::N,саваа,değnek
474,Stab::N,таяг,sırık
475,Stab::N,таяг,baston
476,Rohr::N,хоолой,boru
477,Haus::N,гэр,ev
478,Haus::N,байшин,ev
479,Heim::N,гэр,ev
480,Heim::N,гэр,yurt
481,Ofen::N,зуух,soba
482,Ofen::N,пийшин,soba
483,Fußboden::N,шал,taban
484,Fußboden::N,шал,döşeme
485,Tisch::N,ширээ,masa
486,Stuhl::N,сандал,iskemle
487,Stuhl::N,сандал,sandalye
488,Wiege::N,өлгий,beşik
489,Bett::N,ор,yatak
490,Regal::N,тавиур,raf
491,Kiste::N,авдар,sandık
492,Kiste::N,хайрцаг,sandık
493,Fenster::N,гэгээвч,pencere
494,Tür::N,үүд,kapı
495,Tür::N,хаалга,kapı
496,Tor::N,хаалга,kapı
497,Zaun::N,хашаа,çit
498,Dach::N,дээвэр,dam
499,Dach::N,дээвэр,çatı
500,Leiter::N,шат,merdiven
501,Besen::N,хамуур,süpürge
502,Besen::N,туужуу,süpürge
503,Spaten::N,хүрз,bel
504,Schaufel::N,хүрз,kürek
505,Gabel::N,сэрээ,çatal
506,Löffel::N,халбага,kaşık
507,Messer::N,хутга,bıçak
508,Nagel::N,хадаас,çivi
509,Netz::N,өөш,ağ
510,Netz::N,тор,ağ
511,Haken::N,гох,çengel
512,Griff::N,иш,kulp
513,Griff::N,иш,tutamak
514,Griff::N,сэнж,kulp
515,Griff::N,сэнж,tutamak
516,Schloss::N,цуурга,kilit
517,Schloss::N,цоож,kilit
518,Bild::N,зураг,imaj
519,Bild::N,зураг,resim
520,Figur::N,баримал,şekil
521,Figur::N,баримал,heykel
522,Puppe::N,хүүхэлдэй,kukla
523,Beutel::N,агсаа,kese
524,Beutel::N,агсаа,torba
525,Beutel::N,уут,kese
526,Beutel::N,уут,torba
527,Bündel::N,боодол,deste
528,Tasche::N,цүнх,çanta
529,Eimer::N,хөнөг,kova
530,Eimer::N,хувин,kova
531,Deckel::N,таг,kapak
532,Deckel::N,хавхаг,kapak
533,Geschirr::N,сав суулга,kap kacak
534,Sack::N,шуудай,torba
535,Tasse::N,аяга,fincan
536,Topf::N,тогоо,tencere
537,Kessel::N,тогоо,kazan
538,Essen::N,идээ,yemek
539,Nahrung::N,хүнс,gıda
540,Nahrung::N,хүнс,besin
541,Speise::N,идээ,yemek
542,Fleisch::N,мах,et
543,Getreide::N,будаа,tahıl
544,Getreide::N,будаа,hububat
545,Brei::N,богшмол,ezme
546,Brei::N,будаа,ezme
547,Brot::N,талх,ekmek
548,Scheibe::N,зүсэм,dilim
549,Scheibe::N,хэрчим,dilim
550,Fett::N,өөх,yağ
551,Butter::N,тос,tereyağı
552,Öl::N,тос,yağ
553,Öl::N,тос,akar yağ
554,Salz::N,давс,tuz
555,Suppe::N,шөл,çorba
556,Honig::N,бал,bal
557,Milch::N,сүү,süt
558,Tee::N,цай,çay
559,Leder::N,арьс,deri
560,Leder::N,арьс,meşin
561,Leder::N,савхи,deri
562,Leder::N,савхи,meşin
563,Wolle::N,ноос,yün
564,Wolle::N,унгас,yün
565,Stoff::N,бөс,kumaş
566,Nadel::N,зүү,iğne
567,Faden::N,боолт,tire
568,Faden::N,боолт,iplik
569,Faden::N,утас,tire
570,Faden::N,утас,iplik
571,Knopf::N,товч,düğme
572,Knoten::N,зангилаа,düğüm
573,Farbe::N,будаг,boya
574,Kleidung::N,хувцас,giyim
575,Hemd::N,цамц,gömlek
576,Kragen::N,зах заам,yaka
577,Ärmel::N,ханцуй,yen
578,Ärmel::N,ханцуй,elbise kolu
579,Hose::N,өмд,pantolon
580,Gürtel::N,бүс,kuşak
581,Mütze::N,малгай,bere
582,Mütze::N,малгай,kasket
583,Mütze::N,бүрх,bere
584,Mütze::N,бүрх,kasket
585,Schuh::N,туфли,kundura
586,Schuh::N,туфли,ayakkabı
587,Stiefel::N,гутал,çizme
588,Ring::N,бөгж,yüzük
589,Band::N,тууз,bağ
590,Band::N,тууз,şerit
591,Kamm::N,сам,tarak
592,Spiegel::N,толь,ayna
593,Riemen::N,тасам,kayış
594,Riemen::N,сур,kayış
595,Schnur::N,татлага,ip
596,Schnur::N,татлага,sicim
597,Leine::N,оосор,kayış
598,Decke::N,хөнжил,örtü
599,Decke::N,хөнжил,yorgan
600,Decke::N,хучлага,örtü
601,Decke::N,хучлага,yorgan
602,Kissen::N,дэр,yastık
603,Tuch::N,алчуур,bez
604,Tuch::N,даавуу,bez
605,Handtuch::N,алчуур,havlu
606,Kraft::N,чадал,güç
607,Kraft::N,чадал,kuvvet
608,Kraft::N,хүч,güç
609,Kraft::N,хүч,kuvvet
610,Stärke::N,эрч,kuvvet
611,Stärke::N,тэнхээ,kuvvet
612,Gesundheit::N,бие,sağlık
613,Gesundheit::N,эрүүл мэнд,sağlık
614,Krankheit::N,эмгэг,hastalık
615,Schmerz::N,өвчин,ağrı
616,Schmerz::N,өвчин,sancı
617,Wunde::N,шарх,yara
618,Fieber::N,халуун,ateş
619,Arznei::N,эм,ilâç
620,Brücke::N,гүүр,köprü
621,Brunnen::N,худаг,kuyu
622,Brunnen::N,худаг,çeşme
623,Weide::N,бэлчээр,otlak
624,Pfad::N,жим,patika
625,Pfad::N,жим,keçiyolu
626,Pfad::N,зөрөг,patika
627,Pfad::N,зөрөг,keçiyolu
628,Weg::N,зам,yol
629,Weg::N,харгуй,yol
630,Straße::N,зам,yol
631,Straße::N,зам,cadde
632,Straße::N,харгуй,yol
633,Straße::N,харгуй,cadde
634,Dorf::N,тосгон,köy
635,Dorf::N,гацаа,köy
636,Stadt::N,хот,kent
637,Stadt::N,хот,şehir
638,Brief::N,захидал,mektup
639,Brief::N,захиа,mektup
640,Buch::N,ном,kitap
641,Buch::N,бичиг,kitap
642,Buchstabe::N,үсэг,harf
643,Zeitung::N,сонин,gazete
644,Leben::N,амь,hayat
645,Leben::N,амьдрал,hayat
646,Tod::N,үхэл,ölüm
647,Grab::N,булш,kabir
648,Kirche::N,сүм,kilise
649,Sünde::N,нүгэл,günah
650,Sünde::N,хилэнц,günah
651,Gott::N,бурхан,tanrı
652,Arbeiter::N,ажилчин,işçi
653,Arbeiter::N,хөдөлмөрчин,işçi
654,Chef::N,дарга,şef
655,Chef::N,дарга,müdür
656,Meister::N,дархан,usta
657,Arzt::N,эмч,hekim
658,Arzt::N,эмч,doktor
659,Lehrer::N,багш,hoca
660,Lehrer::N,багш,öğretmen
661,Geld::N,цаас,para
662,Geld::N,мөнгө,para
663,Geschäft::N,наймаа,ticaret
664,Laden::N,дэлгүүр,dükkân
665,Preis::N,үнэ,fiyat
666,Ware::N,таваар,mal
667,Ware::N,бараа,mal
668,Nutzen::N,ашиг,fayda
669,Reichtum::N,баялаг,servet
670,Reichtum::N,баялаг,zenginlik
671,Welt::N,дэлхий,dünya
672,Welt::N,орчлон,dünya
673,Land::N,улс,ülke
674,Land::N,орон,ülke
675,Staat::N,төр,devlet
676,Staat::N,гүрэн,devlet
677,König::N,ван,kral
678,Macht::N,засаг,kudret
679,Macht::N,засаг,iktidar
680,Grenze::N,хил,had
681,Grenze::N,хил,sınır
682,Krieg::N,дайн,savaş
683,Feind::N,дайсан,düşman
684,Gewalt::N,хүчирхэх,zor
685,Gewalt::N,хүчирхэх,cebir
686,Kampf::N,тэмцэл,savaş
687,Kampf::N,байлдаан,savaş
688,Bogen[Waffe]::N,нум,yay
689,Pfeil::N,годил,ok
690,Pfeil::N,сум,ok
691,Gewehr::N,буу,tüfek
692,Fehler::N,эндэл,hata
693,Fehler::N,эндэл,yanlış
694,Fehler::N,алдаа,hata
695,Fehler::N,алдаа,yanlış
696,Lüge::N,худал,yalan
697,Schaden::N,хор,zarar
698,Schaden::N,хөнөөл,zarar
699,Unglück::N,гай,felâket
700,Unglück::N,гай,talihsizlik
701,Unglück::N,гамшиг,felâket
702,Unglück::N,гамшиг,talihsizlik
703,Schuld::N,гэм,suç
704,Schuld::N,гэм,kabahat
705,Schuld::N,буруу,suç
706,Schuld::N,буруу,kabahat
707,Alter::N,нас,yaş
708,Schluss::N,эцэс,son
709,Schluss::N,төгсгөл,son
710,Zeit::N,цаг,zaman
711,Tag::N,өдөр,gün
712,Morgen::N,өглөө,sabah
713,Mittag::N,үд,öğle
714,Abend::N,үдэш,akşam
715,Nacht::N,шөнө,gece
716,Woche::N,долоо хоног,hafta
717,Monat::N,сар,ay
718,Jahr::N,жил,yıl
719,Jahr::N,жил,sene
720,Frühling::N,хавар,ilkbahar
721,Sommer::N,зун,yaz
722,Herbst::N,намар,güz
723,Herbst::N,намар,sonbahar
724,Winter::N,өвөл,kış
725,Januar::N,нэгдүгээр сар,ocak
726,Februar::N,хоёрдугаар сар,şubat
727,März::N,гуравдугаар сар,mart
728,April::N,дөрөвдүгээр сар,nisan
729,Mai::N,тавдугаар сар,mayıs
730,Juni::N,зургаадугаар сар,haziran
731,Juli::N,долдугаар сар,temmuz
732,August::N,наймдугаар сар,ağustos
733,September::N,есдүгээр сар,eylül
734,Oktober::N,аравдугаар сар,ekim
735,November::N,арван нэгдүгээр сар,kasım
736,Dezember::N,арван хоёрдугаар сар,aralık
737,Montag::N,даваа,pazartesi
738,Dienstag::N,мягмар,salı
739,Mittwoch::N,лхагва,çarşamba
740,Donnerstag::N,пүрэв,perşembe
741,Freitag::N,баасан,cuma
742,Samstag::N,бямба,cumartesi
743,Sonntag::N,ням,pazar
744,groß::A,их,büyük
745,groß::A,том,büyük
746,klein::A,бага,ufak
747,klein::A,бага,küçük
748,klein::A,жаахан,ufak
749,klein::A,жаахан,küçük
750,lang::A,урт,uzun
751,kurz::A,охор,kısa
752,kurz::A,богино,kısa
753,breit::A,өргөн,enli
754,breit::A,өргөн,geniş
755,schmal::A,уйтан,dar
756,schmal::A,нарийн,dar
757,dicht::A,нягт,sık
758,dicht::A,нягт,yoğun
759,dicht::A,чигжүү,sık
760,dicht::A,чигжүү,yoğun
761,dick[Gegenstand]::A,зузаан,kalın
762,dick[Gegenstand]::A,зузаан,iri
763,dünn::A,нимгэн,ince
764,fein::A,нарийн,ince
765,fein::A,нарийн,narin
766,fest::A,бөх,sabit
767,fest::A,бөх,sağlam
768,fest::A,хатуу,sabit
769,fest::A,хатуу,sağlam
770,flach::A,хавтгай,düz
771,flach::A,хавтгай,yassı
772,glatt::A,цагаан,düz
773,hart::A,хатуу,katı
774,weich::A,зөөлөн,yumuşak
775,rund::A,дугуй,yuvarlak
776,rund::A,дугариг,yuvarlak
777,spitz::A,шовх,sivri
778,spitz::A,шовгор,sivri
779,scharf::A,хурц,keskin
780,scharf::A,иртэй,keskin
781,stumpf::A,мохоо,kör
782,schwer::A,хүнд,ağır
783,schön::A,гуа,güzel
784,schön::A,сайхан,güzel
785,heiß::A,халуун,kızgın
786,warm::A,дулаан,sıcak
787,kalt::A,хүйтэн,soğuk
788,kühl::A,сэрүүн,serin
789,frisch::A,эрүүл,taze
790,frisch::A,жихүүн,taze
791,feucht::A,чийгтэй,nemli
792,feucht::A,чийгтэй,rutubetli
793,nass::A,нойтон,yaş
794,nass::A,нойтон,ıslak
795,trocken::A,хатсан,kuru
796,voll::A,дүүрэн,dolu
797,voll::A,дүүрэн,dolmuş
798,leer::A,хоосон,boş
799,offen::A,онгорхой,açık
