,Concept_ID,hy,be
175,Hahn::N,աքաղաղ,певень
176,Gans::N,սագ,гусь
177,Adler::N,արծիվ,арол
178,Ente::N,բադ,качка
179,Eule::N,բու,сава
180,Kranich::N,կռունկ,жораў
181,Kranich::N,կռունկ,журавель
182,Krähe::N,ագռավ,варона
183,Kuckuck::N,կուկու,зязюля
184,Schwan::N,կարապ,лебедзь
185,Fisch::N,ձուկ,рыба
186,Barsch::N,պերկես,акунь
187,Hecht::N,գայլաձուկ,шчупак
188,Schlange[Tier]::N,օձ,змяя
189,Wurm::N,որդ,чарвяк
190,Wurm::N,ճիճու,чарвяк
191,Spinne::N,սարդ,павук
192,Ameise::N,միջյուն,мурашка
193,Laus::N,ոջիլ,вош
194,Mücke::N,մժղուկ,камар
195,Fliege::N,ճանճ,муха
196,Schmetterling::N,թիթեռ,матыль
197,Beere::N,հատապտուղ,ягада
198,Apfel::N,խնձոր,яблык
199,Pilz::N,սունկ,грыб
200,Zwiebel::N,սոխ,цыбуля
201,Saat::N,սերմ,семя
202,Korn::N,հատիկ,зерне
203,Heu::N,խոտ,сена
204,Schale::N,կեղեւ,шалупінне
205,Grube::N,փոս,яма
206,Falle::N,ծուղակ,пастка
207,Schlinge::N,խեղդան,сіло
208,Spur::N,հետք,след
209,Asche::N,մոխիր,попел
210,Dreck::N,աղտ,бруд
211,Eisen::N,երկաթ,жалеза
212,Gold::N,ոսկի,золата
213,Silber::N,արծաթ,сребра
214,Kohle::N,քարածուխ,вугаль
215,Glas::N,ապակի,шкло
216,Lehm::N,կավ,гліна
217,Sand::N,ավազ,пясок
218,Mensch::N,մարդ,чалавек
219,Mann::N,մարդ,мужчына
220,Mann::N,տղամարդ,мужчына
221,Frau::N,կին,жанчына
222,Kind::N,զավակ,дзіця
223,Junge::N,տղա,хлопчык
224,Mädchen::N,աղջիկ,дзяўчынка
225,Familie::N,ընտանիք,сямʼя
226,Großvater::N,պապ,дзядуля
227,Großmutter::N,տատ,бабуля
228,Eltern::N,ծնողներ,бацькі
229,Vater::N,հայր,бацька
230,Mutter::N,մայր,маці
231,Sohn::N,որդի,сын
232,Tochter::N,աղջիկ,дачка
233,Tochter::N,դուստր,дачка
234,Bruder::N,եղբայր,брат
235,Schwester::N,քույր,сястра
236,Onkel::N,քեռի,дзядзька
237,Onkel::N,հորեղբայր,дзядзька
238,Tante::N,մորաքույր,цётка
239,Ehemann::N,մարդ,муж
240,Ehemann::N,ամուսին,муж
241,Ehefrau::N,կին ամուսին,жонка
242,Freude::N,ուրախություն,радасць
243,Gelächter::N,ծիծաղ,смех
244,Glück::N,երջանկություն,шчасце
245,Kummer::N,վիշտ,гора
246,Wunsch::N,ցանկություն,жаданне
247,Lust::N,փափագ,цяга
248,Lust::N,իղձ,цяга
249,Geist::N,ոգի,дух
250,Gedanke::N,միտք,думка
251,Gedächtnis::N,հիշողություն,памяць
252,Verstand::N,խելք,розум
253,Sinn::N,իմաստ,сэнс
254,Grund::N,պատճառ,зачэпка
255,Wahrheit::N,ճշմարտություն,праўда
256,Gespräch::N,զրույց,размова
257,Märchen::N,պայիկի պատմություն,казка
258,Erzählung::N,պատմվածք,расказ
259,Erzählung::N,պատմվածք,апавяданне
260,Erzählung::N,պատմություն,расказ
261,Erzählung::N,պատմություն,апавяданне
262,Nachricht::N,հաղորդագրություն,вестка
263,Nachricht::N,հաղորդագրություն,паведамленне
264,Neuigkeit::N,լուր,навіна
265,Neuigkeit::N,նորություն,навіна
266,Name::N,անուն,імя
267,Rätsel::N,բարդ խնդիր,загадка
268,Rede::N,ճառ,прамова
269,Rede::N,ելույթ,прамова
270,Sprache::N,լեզու,мова
271,Stimme::N,ձայն,голас
272,Wort::N,բառ,слова
273,Zeichen::N,նշան,знак
274,Ruf::N,կոչ,кліч
275,Ruf::N,կանչ,кліч
276,Lärm::N,աղմուկ,шум
277,Laut::N,հնչյուն,гук
278,Laut::N,ձայն,гук
279,Ton::N,տոն,гучанне
280,Lied::N,երգ,песня
281,Ruhe::N,անդորրություն,спакой
282,Leute::N,մարդիկ,людзі
283,Volk::N,ազգ,народ
284,Arbeit::N,գործ,праца
285,Arbeit::N,գործ,работа
286,Arbeit::N,աշխատանք,праца
287,Arbeit::N,աշխատանք,работа
288,Gast::N,հյուր,госць
289,Geschenk::N,նվեր,падарунак
290,Spiel::N,խաղ,гульня
291,Gesellschaft::N,ընկերություն,таварыства
292,Hilfe::N,օգնությթուն,дапамога
293,Freund::N,ընկեր,друг
294,Freund::N,ընկեր,сябар
295,Freund::N,բարեկամ,друг
296,Freund::N,բարեկամ,сябар
297,Kamerad::N,ուղեկից,прыяцель
298,Angelegenheit::N,բան,справа
299,Angelegenheit::N,գործ,справа
300,Anzahl::N,քանակ,колькасць
301,Anzahl::N,գումար,колькасць
302,Art::N,տեսակ,від
303,Stück::N,կտոր,кусок
304,Stück::N,կտոր,кавалак
305,Teil::N,մաս,частка
306,Hälfte::N,կես,палова
307,Hälfte::N,կես,палавіна
308,Kreis::N,շիջանակ,круг
309,Kreuz::N,խաչ,крыж
310,Linie::N,գիծ,лінія
311,Strich::N,գիծ,рыса
312,Abstand::N,անջրպետ,прамежак
313,Entfernung::N,հեռավորություն,адлегласць
314,Gegend::N,շրջան,мясцовасць
315,Platz::N,տարածություն,месца
316,Ort::N,տեղ,месца
317,Ort::N,վայր,месца
318,Seite::N,կողմ,бок
319,Mitte::N,մեջտեղ,сярэдзіна
320,Gegenstand::N,առարկա,прадмет
321,Sache::N,բան,рэч
322,Rand::N,վերջք,край
323,Kante::N,եզր,руб
324,Kante::N,եզր,кант
325,Ecke::N,անկյուն,вугал
326,Spitze::N,ծայր,кончык
327,Ende::N,ծայր,канец
328,Loch::N,անցք,дзірка
329,Winkel::N,անկյուն,вугал
330,Muster::N,օրինակ,узор
331,Größe::N,մեծություն,памер
332,Länge::N,երկարություն,даўжыня
333,Höhe::N,բարձրություն,вышыня
334,Gewicht::N,կշիռ,вага
335,Menge::N,քանակ,колькасць
336,Haufen::N,դեզ,куча
337,Haufen::N,կույտ,куча
338,Reihe::N,շարք,рад
339,Reihe::N,կարգ,рад
340,Boot::N,նավակ,лодка
341,Ruder::N,թի,вясло
342,Ruder::N,թիակ,вясло
343,Schlitten::N,բալխիր,сані
344,Ski::N,դահուկ,лыжа
345,Lagerfeuer::N,բացօդեայ կրակ,вогнішча
346,Last::N,բեռ,цяжар
347,Gang::N,զբոսանք,ход
348,Schritt::N,քայլ,шаг
349,Schritt::N,քայլ,крок
350,Norden::N,հյուսիս,поўнач
351,Süden::N,հարավ,поўдзень
352,Westen::N,արեւմուտք,захад
353,Osten::N,արեւելք,усход
354,Holz::N,փայտ,дрэва
355,Holz::N,փայտ,драўніна
356,Brett::N,տախտակ,дошка
357,Platte::N,թիթեղ,пліта
358,Stütze::N,նեցուկ,падпорка
359,Stange::N,ձող,жэрдка
360,Stock::N,փայտ,палка
361,Stab::N,ցուպ,шост
362,Stab::N,գավազան,шост
363,Rohr::N,խողովակ,труба
364,Haus::N,տուն,дом
365,Heim::N,տուն,дом
366,Heim::N,տուն,хата
367,Ofen::N,վառարան,печ
368,Fußboden::N,հատակ,падлога
369,Tisch::N,սեղան,стол
370,Stuhl::N,աթոռ,стул
371,Stuhl::N,աթոռ,крэсла
372,Wiege::N,օրորոց,калыска
373,Bett::N,անկողին,ложак
374,Bett::N,անկողին,пасцель
375,Regal::N,դարակ,паліца
376,Kiste::N,տուփ,скрынка
377,Fenster::N,պատուհան,акно
378,Tür::N,դուռ,дзверы
379,Tor::N,դարպաս,вароты
380,Zaun::N,ցանկապատ,агароджа
381,Dach::N,տանիք,дах
382,Dach::N,կտուր,дах
383,Leiter::N,սանդուղք,лесвіца
384,Besen::N,ավել,мятла
385,Spaten::N,բահ,лапата
386,Spaten::N,բահ,жалязняк
387,Schaufel::N,թի,шуфлік
388,Schaufel::N,թի,лапатка
389,Gabel::N,պատառաքաղ,відэлец
390,Löffel::N,գդալ,лыжка
391,Messer::N,դանակ,нож
392,Nagel::N,մեխ,цвік
393,Netz::N,ցանց,сетка
394,Haken::N,կարթ,крук
395,Griff::N,կոթ,ручка
396,Griff::N,բռնակ,ручка
397,Schloss::N,կողպեք,замок
398,Bild::N,նկար,карціна
399,Bild::N,պատկեր,карціна
400,Figur::N,քանդակ,фігура
401,Figur::N,պատկեր,фігура
402,Puppe::N,տիկնիկ,лялька
403,Beutel::N,տոպրակ,мяшок
404,Bündel::N,կապոց,вязка
405,Tasche::N,պայուսակ,торба
406,Eimer::N,դույլ,вядро
407,Deckel::N,կափարիչ,накрыўка
408,Geschirr::N,ամանեղեն,пасуда
409,Sack::N,պարկ,мех
410,Sack::N,տոպրակ,мех
411,Tasse::N,թաս,кубак
412,Tasse::N,գավաթ,кубак
413,Topf::N,անոթ,каструля
414,Kessel::N,կաթսա,кацёл
415,Essen::N,կերակուր,ежа
416,Nahrung::N,ուտելիք,харч
417,Speise::N,խորտիկ,страва
418,Speise::N,կերակուր,страва
419,Fleisch::N,միս,мяса
420,Getreide::N,հացահատիկ,збожжа
421,Brei::N,լանդակ,каша
422,Brot::N,հաց,хлеб
423,Scheibe::N,կտոր,луста
424,Scheibe::N,կտոր,скібка
425,Scheibe::N,պատառ,луста
426,Scheibe::N,պատառ,скібка
427,Fett::N,ճարպ,тлушч
428,Butter::N,կարագ,масла
429,Öl::N,ձեթ,алей
430,Salz::N,աղ,соль
431,Suppe::N,սուպ,суп
432,Suppe::N,ապուր,суп
433,Honig::N,մեղր,мёд
434,Milch::N,կաթ,малако
435,Tee::N,թեյ,чай
436,Tee::N,թեյ,гарбата
437,Leder::N,կաշի,скура
438,Wolle::N,բուրդ,воўна
439,Stoff::N,գործվածք,тканіна
440,Nadel::N,ասեղ,іголка
441,Faden::N,թել,нітка
442,Knopf::N,կոճակ,гузік
443,Knoten::N,հանգույց,вузел
444,Farbe::N,ներկ,фарба
445,Kleidung::N,հագուստ,адзенне
446,Hemd::N,վերնաշապիկ,кашуля
447,Kragen::N,օձիք,каўнер
448,Ärmel::N,թեւք,рукаў
449,Hose::N,շալվար,штаны
450,Gürtel::N,գոտի,пояс
451,Mütze::N,կեպի,шапка
452,Schuh::N,կոշիկ,чаравік
453,Stiefel::N,երկարաճիթ կոշիկ,бот
454,Ring::N,զնգալ,кольца
455,Band::N,ժապավեն,стужка
456,Kamm::N,սանր,расчоска
457,Spiegel::N,հայելի,люстра
458,Riemen::N,փոկ,рэмень
459,Schnur::N,լար,вяроўка
460,Leine::N,փոկ,павадок
461,Decke::N,վերմակ,коўдра
462,Kissen::N,բարձ,падушка
463,Tuch::N,թաշկինակ,хустка
464,Handtuch::N,սրբիչ,ручнік
465,Kraft::N,ուժ,сіла
466,Stärke::N,պնդություն,моц
467,Stärke::N,ամրություն,моц
468,Gesundheit::N,առողջություն,здароўе
469,Krankheit::N,ախտ,хвароба
470,Krankheit::N,հիվանդություն,хвароба
471,Schmerz::N,ցավ,боль
472,Schmerz::N,տանջանք,боль
473,Wunde::N,վերք,рана
474,Fieber::N,տենդ,гарачка
475,Fieber::N,տենդ,ліхаманка
476,Arznei::N,դեղ,лекі
477,Brücke::N,կամուրջ,мост
478,Brunnen::N,հոր,калодзеж
479,Brunnen::N,ջրհոր,калодзеж
480,Weide::N,արոտավայր,паша
481,Pfad::N,արահետ,сцежка
482,Weg::N,ուղի,шлях
483,Weg::N,ուղի,дарога
484,Straße::N,ճանապարհ,вуліца
485,Dorf::N,գյուղ,вёска
486,Stadt::N,քաղաք,горад
487,Brief::N,նամակ,ліст
488,Brief::N,նամակ,пісьмо
489,Buch::N,գիրք,кніга
490,Buchstabe::N,տառ,літара
491,Buchstabe::N,գիր,літара
492,Zeitung::N,լրագիր,газета
493,Leben::N,կյանք,жыццё
494,Tod::N,մահ,смерць
495,Grab::N,գերեզման,магіла
496,Kirche::N,եկեղեցի,касцёл
497,Kirche::N,եկեղեցի,царква
498,Sünde::N,մեղք,грэх
499,Gott::N,աստված,бог
500,Arbeiter::N,բանվոր,рабочы
501,Arbeiter::N,աշխատող,рабочы
502,Chef::N,տեր,начальнік
503,Meister::N,վարպետ,майстар
504,Arzt::N,բժիշկ,урач
505,Lehrer::N,ուսուցիչ,настаўнік
506,Geld::N,փող,грошы
507,Geschäft::N,գործ,заняцце
508,Geschäft::N,աշխատանք,заняцце
509,Laden::N,կրպակ,крама
510,Laden::N,կրպակ,магазін
511,Laden::N,խանութ,крама
512,Laden::N,խանութ,магазін
513,Preis::N,գին,цана
514,Ware::N,ապրանք,тавар
515,Nutzen::N,օգուտ,выгада
516,Reichtum::N,հարստություն,багацце
517,Welt::N,աշխարհ,свет
518,Land::N,երկիր,краіна
519,Staat::N,պետություն,дзяржава
520,König::N,արքա,кароль
521,König::N,թագավոր,кароль
522,Macht::N,իշխանություն,улада
523,Grenze::N,սահման,граніца
524,Krieg::N,պատերազմ,вайна
525,Feind::N,թշնամի,вораг
526,Gewalt::N,բռնություն,насілле
527,Gewalt::N,սաստկություն,насілле
528,Kampf::N,մարտ,барацьба
529,Bogen[Waffe]::N,աղեղ,лук
530,Pfeil::N,նետ,страла
531,Gewehr::N,հրացան,ружжо
532,Fehler::N,սխալ,памылка
533,Lüge::N,սուտ,хлусня
534,Schaden::N,վնաս,шкода
535,Unglück::N,դժբախտություն,ліха
536,Unglück::N,դժբախտություն,бядота
537,Schuld::N,պակասություն,віна
538,Alter::N,հասակ,узрост
539,Schluss::N,վերջ,канец
540,Schluss::N,վախճան,канец
541,Zeit::N,ժամանակ,час
542,Tag::N,օր,дзень
543,Morgen::N,առավոտ,ранак
544,Morgen::N,առավոտ,раніца
545,Mittag::N,կեսօր,паўдня
546,Mittag::N,կեսօր,поўдзень
547,Abend::N,երեկո,вечар
548,Nacht::N,գիշեր,ноч
549,Woche::N,շաբաթ,тыдзень
550,Monat::N,ամիս,месяц
551,Jahr::N,տարի,год
552,Frühling::N,գարուն,вясна
553,Sommer::N,ամառ,лета
554,Herbst::N,աշուն,восень
555,Winter::N,ձմեռ,зіма
556,Januar::N,հունվար,студзень
557,Februar::N,փետրվար,люты
558,März::N,մարտ,сакавік
559,April::N,ապրիլ,красавік
560,Mai::N,մայիս,май
561,Mai::N,մայիս,травень
562,Juni::N,հունիս,чэрвень
563,Juli::N,հուլիս,ліпень
564,August::N,օգոստոս,жнівень
565,September::N,սեպտեմբեր,верасень
566,Oktober::N,հոկտեմբեր,кастрычнік
567,November::N,նոյեմբեր,лістапад
568,Dezember::N,դեկտեմբեր,снежань
569,Montag::N,երկուշաբթի,панядзелак
570,Dienstag::N,երեքշաբթի,аўторак
571,Mittwoch::N,չորեքշաբթի,серада
572,Donnerstag::N,հինգշաբթի,чацвер
573,Freitag::N,ուրբաթ,пятніца
574,Samstag::N,շաբաթ,субота
575,Sonntag::N,կիրակի,нядзеля
576,groß::A,մեծ,вялікі
577,groß::A,խոշոր,вялікі
578,klein::A,պստիկ,маленькі
579,klein::A,փոքրիկ,маленькі
580,lang::A,երկար,доўгі
581,kurz::A,կարճ,кароткі
582,breit::A,լայն,шырокі
583,schmal::A,նեղ,вузкі
584,dicht::A,խիտ,густы
585,dick[Gegenstand]::A,հաստ,тоўсты
586,dünn::A,բարակ,тонкі
587,fein::A,նուրբ,тонкі
588,fest::A,ամուր,моцны
589,fest::A,պինդ,моцны
590,flach::A,տափակ,плоскі
591,glatt::A,հարթ,гладкі
592,hart::A,կարծր,цвёрды
593,weich::A,մեղմ,мяккі
594,weich::A,փափուկ,мяккі
595,rund::A,կլոր,круглы
596,spitz::A,սրածայր,спічасты
597,spitz::A,սրածայր,востраканцовы
598,scharf::A,սուր,востры
599,stumpf::A,գուլ,тупы
600,schwer::A,ծանր,цяжкі
601,schön::A,սիրուն,прыгожы
602,schön::A,գեղեցիկ,прыгожы
603,heiß::A,թեժ,гарачы
604,warm::A,տաք,цёплы
605,warm::A,ջերմ,цёплы
606,kalt::A,ցուրտ,холадны
607,kühl::A,զով,халаднаваты
608,frisch::A,թարմ,свежы
609,feucht::A,ղոնավ,вільготны
610,nass::A,թաց,мокры
611,trocken::A,ցամաք,сухі
612,voll::A,լի,поўны
613,voll::A,լիքը,поўны
614,leer::A,դատարկ,пусты
615,offen::A,բաց,адкрыты
616,offen::A,բաց,адчынены
617,geschlossen::A,գոց,закрыты
618,geschlossen::A,գոց,зачынены
619,sauber::A,մաքուր,чысты
620,schmutzig::A,կեղտոտ,брудны
621,roh::A,հում,сыры
622,reif::A,հասած,спелы
623,reif::A,հասուն,спелы
624,lecker::A,համեղ,смачны
625,süß::A,անուշ,салодкі
626,bitter::A,կծու,горкі
627,sauer::A,թթու,кіслы
628,sauer::A,թթված,кіслы
629,hell::A,պայծառ,светлы
630,hell::A,խելամիտ,светлы
631,dunkel::A,մութ,цёмны
632,schwarz::A,սեւ,чорны
633,weiß::A,սպիտակ,белы
634,rot::A,կարմիր,чырвоны
635,gelb::A,դեղին,жоўты
636,blau::A,կապույտ,сіні
637,grün::A,կանաչ,зялёны
638,grau::A,գորշ,шэры
639,bunt::A,գոյնզգոյն,пяресты
640,billig::A,էժան,танны
641,teuer::A,թանկ,дарагі
642,wertvoll::A,թանկարժեք,цэнны
643,wertvoll::A,թանկարժեք,каштоўны
644,blind::A,կույր,сляпы
645,taub::A,խուլ,глухі
646,kräftig::A,հզոր,магутны
647,stark::A,ուժեղ,сільны
648,schwach::A,տկար,слабы
649,schwach::A,թույլ,слабы
650,fett::A,գեր,тлусты
651,schlank::A,նիհար,стройны
652,hübsch::A,գրավիչ,чароўны
653,hübsch::A,սիրունիկ,чароўны
654,böse::A,չար,злы
655,dumm::A,հիմար,дурны
656,faul::A,ծույլ,лянівы
657,fleißig::A,ջանասեր,руплівы
658,fleißig::A,փութաջան,руплівы
659,geizig::A,ագահ,прагны
660,geizig::A,կծծի,прагны
661,klug::A,խելոք,разумны
662,klug::A,ընդունակ,разумны
663,geschickt::A,ճարտար,умелы
664,lieb::A,սիրելի,мілы
665,lustig::A,զվարթ,вясёлы
666,sanft::A,հեզ,ласкавы
667,hungrig::A,քաղցած,галодны
668,krank::A,հիվանդ,хворы
669,nackt::A,մերկ,голы
670,traurig::A,տխուր,сумны
671,lebendig::A,կենդանի,жывы
672,gut::A,լավ,добры
673,schlecht::A,վատ,кепскі
674,richtig::A,ձիշտ,правільны
675,schlimm::A,լղրճուկ,агідны
676,wahr::A,ճիշտ,сапраўдны
677,wahr::A,իրական,сапраўдны
678,alt::A,հին,стары
679,neu::A,նոր,новы
680,ehemalig::A,նախկին,былы
681,alt[Lebewesen]::A,ծեր,стары
682,alt[Lebewesen]::A,պառավ,стары
683,jung::A,մատաղ,малады
684,arm::A,աղքատ,бедны
685,reich::A,հարուստ,багаты
686,bekannt::A,ծանոթ,знаёмы
687,berühmt::A,հայտնի,славуты
688,berühmt::A,հռչակավոր,славуты
689,fremd::A,օտար,чужы
690,verschieden::A,տարբեր,розны
691,nah::A,մոտ,блізкі
692,nah::A,մերձ,блізкі
693,fern::A,հեռավոր,далёкі
694,linker::A,ձախ,левы
695,rechter::A,աջ,правы
696,anderer::A,այլ,іншы
697,anderer::A,այլ,другі
698,anderer::A,ուրիշ,іншы
699,anderer::A,ուրիշ,другі
700,erster::A,առաջին,першы
701,zweiter::A,երկրորդ,другі
702,dritter::A,երրորդ,трэці
703,letzter::A,վերջին,апошні
704,allein::ADV,միայնակ,сам
705,allein::ADV,միայնակ,адзін
706,auf einmal::ADV,միասնաբար,адразу
707,zusammen::ADV,միասին,разам
708,zusammen::ADV,իրար հետ,разам
709,lange::ADV,երկար ժամանակ,доўга
710,plötzlich::ADV,հանկարծ,раптам
711,sofort::ADV,իսկույն,зараз
712,später::ADV,ավելի ուշ,пазней
713,später::ADV,հետո,пазней
714,jetzt::ADV,այժմ,цяпер
715,heute::ADV,այսօր,сёння
716,morgen::ADV,վաղը,заўтра
717,bald::ADV,շուտով,хутка
718,bald::ADV,շուտով,неўзабаве
719,dann::ADV,ապա,потым
720,dann::ADV,հետո,потым
721,gestern::ADV,երեկ,учора
722,einst::ADV,հին ատեն,аднойчы
723,damals::ADV,ատէնին,тады
724,danach::ADV,ապա,затым
725,danach::ADV,այն ժամանակ,затым
726,vorher::ADV,առաջ,раней
727,zuerst::ADV,նախ,спярша
728,zuerst::ADV,նախ,спачатку
729,einmal::ADV,մի անգամ,адзін раз
730,manchmal::ADV,երբեմն,часам
731,oft::ADV,հաճախ,часта
732,immer::ADV,միշտ,заўсёды
733,niemals::ADV,երբեք,ніколі
734,hier::ADV,այստեղ,тут
735,hierhin::ADV,այստեղ,сюды
736,von hier::ADV,այդտեղից,адсюль
737,von hier::ADV,այդտեղից,адгэтуль
738,dort::ADV,այնտեղ,там
739,dorthin::ADV,այնտեղ,туды
740,geradeaus::ADV,ուղիղ,прама
741,vorwärts::ADV,առաջ,наперад
742,rückwärts::ADV,դեպի ետ,назад
743,zurück::ADV,ետ,назад
744,unten::ADV,ներքեւում,унізе
745,hinab::ADV,ներքեւ,уніз
746,oben::ADV,վերեւում,угары
747,oben::ADV,վերեւում,наверсе
748,hinauf::ADV,վերեւ,угару
749,überall::ADV,ամենուր,усюды
750,nicht::ADV,չէ,не
751,ein wenig::ADV,մի քիչ,трошкі
752,kaum::ADV,հազիվ,ледзьве
753,sehr::ADV,շատ,вельмі
754,so::ADV,այդպես,так
