,Concept_ID,nl,mn
75,Wind::N,wind,салхи
76,Welle::N,golf,долгио
77,Welle::N,golf,давалгаа
78,Wasser::N,water,ус
79,Stein::N,steen,чулуу
80,Boden::N,grond,хөрс
81,Erde::N,aarde,газар
82,Erde::N,aarde,шороо
83,Staub::N,stof,тоос
84,Rauch::N,rook,утаа
85,Funke::N,vonk,оч
86,Feuer::N,vuur,гал
87,Licht::N,licht,гэрэл
88,Licht::N,licht,гэгээ
89,Schatten::N,schaduw,сүүдэр
90,Wetter::N,weer,тэнгэр
91,Wetter::N,weer,цаг уур
92,Nebel::N,mist,будан
93,Nebel::N,nevel,будан
94,Wolke::N,wolk,үүл
95,Regen::N,regen,бороо
96,Schnee::N,sneeuw,цас
97,Eis::N,ijs,мөс
98,Frost::N,vorst,хүйт
99,Kälte::N,kou,хүйт
100,Kälte::N,koude,хүйт
101,Hitze::N,hitte,халуун
102,Raureif::N,rijp,цан
103,Raureif::N,rijp,хяруу
104,Regenbogen::N,regenboog,солонго
105,Donner::N,donder,тэнгэрийн дуу
106,Strömung::N,stroming,урсгал
107,Tropfen::N,druppel,дусал
108,Schaum::N,schuim,хөөс
109,Schmutz::N,vuil,хир
110,Schmutz::N,vuil,шавхай
111,See::N,meer,нуур
112,Sumpf::N,moeras,намаг
113,Sumpf::N,moeras,балчиг
114,Moor::N,veen,хүлрийн намаг
115,Wiese::N,wei,нуга
116,Wiese::N,weide,нуга
117,Wald::N,bos,ой
118,Hügel::N,heuvel,болдог
119,Anhöhe::N,hoogte,гүвээ
120,Berg::N,berg,уул
121,Gipfel::N,top,орой
122,Gipfel::N,top,оргил
123,Höhle::N,hol,агуй
124,Abhang::N,helling,хүр
125,Quelle::N,bron,булаг
126,Bach::N,beek,горхи
127,Fluss::N,stroom,гол
128,Fluss::N,stroom,мөрөн
129,Ufer::N,wal,эрэг
130,Ufer::N,oever,эрэг
131,Küste::N,kust,эрэг
132,Festland::N,vasteland,хуурай газар
133,Meer::N,zee,далай
134,Meer::N,zee,тэнгис
135,Bucht::N,baai,булан
136,Bucht::N,baai,далайн тохой
137,Bucht::N,inham,булан
138,Bucht::N,inham,далайн тохой
139,Insel::N,eiland,арал
140,Blume::N,bloem,цэцэг
141,Gras::N,gras,өвс
142,Gras::N,gras,ногоо
143,Wurzel::N,wortel,үндэс
144,Baum::N,boom,мод
145,Stamm::N,stam,иш
146,Stamm::N,stam,гуалин
147,Rinde::N,schors,холтос
148,Ast::N,tak,гишүү
149,Zweig::N,twijg,салаа
150,Blatt::N,blad,навч
151,Birke::N,berk,хус
152,Kiefer[Baum]::N,den,нарс
153,Weide[Baum]::N,wilg,уд
154,Weide[Baum]::N,wilg,бургас
155,Tanne::N,spar,гачуур
156,Horn::N,hoorn,эвэр
157,Feder::N,veer,өд
158,Feder::N,pluim,өд
159,Fell::N,vel,арьс
160,Flügel::N,vleugel,жигүүр
161,Flügel::N,vleugel,далавч
162,Klaue::N,klauw,савар
163,Klaue::N,klauw,хумс
164,Kralle::N,klauw,савар
165,Schwanz::N,staart,сүүл
166,Ei::N,ei,өндөг
167,Nest::N,nest,үүр
168,Bau::N,hol,нүх
169,Bau::N,hol,элүү
170,Tier::N,dier,амьтан
171,Tier::N,dier,адгуус
172,Herde::N,kudde,сүрэг
173,Kuh::N,koe,үнээ
174,Bulle::N,stier,бух
175,Pferd::N,paard,морь
176,Pferd::N,paard,адуу
177,Schaf::N,schaap,хонь
178,Schwein::N,varken,гахай
179,Hund::N,hond,нохой
180,Katze::N,kat,муур
181,Katze::N,kat,мигуй
182,Bär::N,beer,баавгай
183,Eichhörnchen::N,eekhoorntje,хэрэм
184,Elch::N,eland,хандгай
185,Fuchs::N,vos,үнэг
186,Hase::N,haas,туулай
187,Maus::N,muis,хулгана
188,Wolf::N,wolf,чоно
189,Vogel::N,vogel,шувуу
190,Schwarm::N,zwerm,сүрэг
191,Huhn::N,kip,тахиа
192,Huhn::N,hoen,тахиа
193,Hahn::N,haan,эр тахиа
194,Gans::N,gans,галуу
195,Adler::N,arend,бүргэд
196,Ente::N,eend,нугас
197,Eule::N,uil,ууль
198,Kranich::N,kraanvogel,тогоруу
199,Krähe::N,kraai,хэрээ
200,Kuckuck::N,koekoek,хөхөө
201,Schwan::N,zwaan,хун
202,Fisch::N,vis,загас
203,Barsch::N,baars,алгана
204,Hecht::N,snoek,цурхай
205,Schlange[Tier]::N,slang,могой
206,Wurm::N,worm,өт
207,Wurm::N,worm,хорхой
208,Spinne::N,spin,аалз
209,Ameise::N,mier,шоргоолж
210,Laus::N,luis,бөөс
211,Mücke::N,mug,шумуул
212,Fliege::N,vlieg,ялаа
213,Schmetterling::N,vlinder,эрвээхэй
214,Beere::N,bes,жимсгэнэ
215,Apfel::N,appel,алим
216,Pilz::N,paddestoel,мөөг
217,Zwiebel::N,ui,сонгино
218,Saat::N,zaad,тариа
219,Korn::N,graan,үр
220,Korn::N,graan,мөхлөг
221,Korn::N,korrel,үр
222,Korn::N,korrel,мөхлөг
223,Heu::N,hooi,өвс
224,Schale::N,schil,хальс
225,Grube::N,kuil,алам
226,Grube::N,kuil,нүх
227,Falle::N,val,хавх
228,Falle::N,val,занга
229,Schlinge::N,strop,урхи
230,Spur::N,spoor,мөр
231,Asche::N,as,үнс
232,Dreck::N,drek,хир
233,Eisen::N,ijzer,төмөр
234,Gold::N,goud,алт
235,Silber::N,zilver,мөнгө
236,Kohle::N,kool,нүүрс
237,Glas::N,glas,шил
238,Lehm::N,klei,шавар
239,Sand::N,zand,элс
240,Mensch::N,mens,хүн
241,Mann::N,man,эр
242,Mann::N,man,эрэгтэй
243,Frau::N,vrouw,эмэгтэй
244,Frau::N,vrouw,хатагтай
245,Kind::N,kind,хүүхэд
246,Junge::N,jongen,хүү
247,Mädchen::N,meisje,охин
248,Mädchen::N,meisje,бүсгүй
249,Familie::N,gezin,айл
250,Familie::N,familie,айл
251,Großvater::N,grootvader,өвгөн аав
252,Großmutter::N,grootmoeder,эмэг эх
253,Großmutter::N,grootmoeder,эмгээ
254,Eltern::N,ouders,эцэг эх
255,Vater::N,vader,аав
256,Vater::N,vader,эцэг
257,Mutter::N,moeder,эх
258,Mutter::N,moeder,ээж
259,Sohn::N,zoon,хүү
260,Tochter::N,dochter,охин
261,Bruder::N,broer,ах
262,Bruder::N,broer,дүү
263,Bruder::N,broeder,ах
264,Bruder::N,broeder,дүү
265,Schwester::N,zus,эгч
266,Schwester::N,zus,охин дүү
267,Schwester::N,zuster,эгч
268,Schwester::N,zuster,охин дүү
269,Onkel::N,oom,авга ах
270,Onkel::N,oom,нагац ах
271,Tante::N,tante,авга эгч
272,Tante::N,tante,нагац эгч
273,Ehemann::N,echtgenoot,нөхөр
274,Ehefrau::N,echtgenote,эхнэр
275,Ehefrau::N,echtgenote,гэргий
276,Freude::N,vreugde,баяр
277,Freude::N,vreugde,баясгалан
278,Gelächter::N,gelach,инээдэм
279,Glück::N,geluk,жаргалан
280,Kummer::N,verdriet,гаслан
281,Wunsch::N,wens,ерөөл
282,Wunsch::N,verlangen,ерөөл
283,Lust::N,zin,дур
284,Lust::N,zin,хүсэл
285,Lust::N,lust,дур
286,Lust::N,lust,хүсэл
287,Geist::N,geest,оюун
288,Gedanke::N,gedachte,сэтгэл
289,Gedächtnis::N,geheugen,ой
290,Gedächtnis::N,geheugen,цээж
291,Verstand::N,verstand,ухаан
292,Sinn::N,betekenis,утга
293,Grund::N,reden,учир
294,Wahrheit::N,waarheid,үнэн
295,Gespräch::N,gesprek,яриа
296,Märchen::N,sprookje,явган үлгэр
297,Erzählung::N,verhaal,тууж
298,Nachricht::N,tijding,мэдээ
299,Neuigkeit::N,nieuws,сонин
300,Neuigkeit::N,nieuwtje,сонин
301,Name::N,naam,нэр
302,Rätsel::N,raadsel,оньсого
303,Rede::N,rede,хэлсэн үг
304,Sprache::N,taal,хэл
305,Stimme::N,stem,дуу
306,Wort::N,woord,үг
307,Zeichen::N,teken,тамга
308,Zeichen::N,teken,тэмдэг
309,Ruf::N,roep,дуудлага
310,Lärm::N,lawaai,шуугиан
311,Lärm::N,lawaai,чимээ
312,Laut::N,klank,анир
313,Laut::N,klank,дуу
314,Laut::N,geluid,анир
315,Laut::N,geluid,дуу
316,Ton::N,toon,авиа
317,Ton::N,toon,аялгуу
318,Ton::N,klank,авиа
319,Ton::N,klank,аялгуу
320,Lied::N,lied,дуу
321,Ruhe::N,rust,энх
322,Ruhe::N,rust,тайван
323,Ruhe::N,stilte,энх
324,Ruhe::N,stilte,тайван
325,Leute::N,lui,хүмүүс
326,Leute::N,mensen,хүмүүс
327,Volk::N,volk,улс
328,Arbeit::N,werk,ажил
329,Arbeit::N,werk,хөдөлмөр
330,Arbeit::N,arbeid,ажил
331,Arbeit::N,arbeid,хөдөлмөр
332,Gast::N,gast,зочин
333,Gast::N,gast,айлчин
334,Geschenk::N,cadeau,бэлэг
335,Geschenk::N,geschenk,бэлэг
336,Spiel::N,spel,наадам
337,Spiel::N,spel,тоглоом
338,Gesellschaft::N,gezelschap,хамт байх
339,Hilfe::N,hulp,тусламж
340,Freund::N,vriend,найз
341,Freund::N,vriend,нөхөр
342,Kamerad::N,maat,хань
343,Kamerad::N,maat,нөхөр
344,Kamerad::N,metgezel,хань
345,Kamerad::N,metgezel,нөхөр
346,Angelegenheit::N,zaak,хэрэг
347,Angelegenheit::N,aangelegenheid,хэрэг
348,Anzahl::N,tal,тоо
349,Anzahl::N,aantal,тоо
350,Art::N,slag,төрөл
351,Art::N,slag,янз
352,Art::N,soort,төрөл
353,Art::N,soort,янз
354,Stück::N,stuk,хэсэг
355,Teil::N,deel,хувь
356,Teil::N,deel,хэсэг
357,Hälfte::N,helft,хагас
358,Kreis::N,kring,тойрог
359,Kreis::N,kring,хүрээ
360,Kreis::N,cirkel,тойрог
361,Kreis::N,cirkel,хүрээ
362,Kreuz::N,kruis,загалмай
363,Linie::N,lijn,шугам
364,Strich::N,haal,зураас
365,Strich::N,streep,зураас
366,Abstand::N,afstand,зай
367,Entfernung::N,afstand,зай
368,Entfernung::N,afstand,хол ойр
369,Gegend::N,streek,хавь
370,Gegend::N,streek,газар
371,Platz::N,ruimte,зай
372,Platz::N,ruimte,завсар
373,Ort::N,oord,газар
374,Ort::N,oord,байр
375,Ort::N,plaats,газар
376,Ort::N,plaats,байр
377,Seite::N,zij,тал
378,Seite::N,zij,этгээд
379,Seite::N,kant,тал
380,Seite::N,kant,этгээд
381,Seite::N,zijde,тал
382,Seite::N,zijde,этгээд
383,Mitte::N,midden,төв
384,Mitte::N,midden,дунд
385,Gegenstand::N,voorwerp,юм
386,Sache::N,zaak,үйл
387,Sache::N,zaak,хэрэг
388,Rand::N,rand,зах
389,Rand::N,rand,хөвөө
390,Rand::N,boord,зах
391,Rand::N,boord,хөвөө
392,Kante::N,kant,ирмэг
393,Ecke::N,hoek,өнцөг
394,Spitze::N,punt,үзүүр
395,Spitze::N,spits,үзүүр
396,Ende::N,einde,зах
397,Ende::N,einde,үзүүр
398,Ende::N,uiteinde,зах
399,Ende::N,uiteinde,үзүүр
400,Loch::N,gat,цоорхой
401,Loch::N,gat,онгорхой
402,Winkel::N,hoek,өнцөг
403,Muster::N,dessin,хээ
404,Muster::N,dessin,угалз
405,Muster::N,patroon,хээ
406,Muster::N,patroon,угалз
407,Größe::N,grootte,хэмжээ
408,Länge::N,lengte,урт
409,Höhe::N,hoogte,өндөр
410,Gewicht::N,gewicht,жин
411,Menge::N,hoeveelheid,тоо
412,Haufen::N,hoop,бөөн
413,Reihe::N,rij,эгнээ
414,Reihe::N,reeks,эгнээ
415,Boot::N,boot,завь
416,Ruder::N,roeiriem,сэлүүр
417,Schlitten::N,slee,чарга
418,Schlitten::N,slede,чарга
419,Ski::N,ski,цана
420,Lagerfeuer::N,kampvuur,түүдэг
421,Last::N,last,ачаа
422,Last::N,vracht,ачаа
423,Gang::N,wandeling,явдал
424,Schritt::N,stap,алхам
425,Schritt::N,schrede,алхам
426,Norden::N,noorden,умар
427,Süden::N,zuiden,урд
428,Süden::N,zuiden,өмнө
429,Westen::N,westen,өрнө
430,Westen::N,westen,баруун
431,Osten::N,oosten,зүүн
432,Osten::N,oosten,дорно
433,Holz::N,hout,мод
434,Brett::N,plank,банз
435,Platte::N,plaat,хавтан
436,Stütze::N,stut,тулгуур
437,Stütze::N,stut,тулга
438,Stütze::N,steun,тулгуур
439,Stütze::N,steun,тулга
440,Stange::N,stang,сургааг
441,Stock::N,stok,саваа
442,Stab::N,staf,таяг
443,Rohr::N,pijp,хоолой
444,Haus::N,huis,гэр
445,Haus::N,huis,байшин
446,Heim::N,tehuis,гэр
447,Ofen::N,kachel,зуух
448,Ofen::N,kachel,пийшин
449,Fußboden::N,vloer,шал
450,Tisch::N,tafel,ширээ
451,Stuhl::N,stoel,сандал
452,Wiege::N,wieg,өлгий
453,Bett::N,bed,ор
454,Regal::N,rek,тавиур
455,Kiste::N,kist,авдар
456,Kiste::N,kist,хайрцаг
457,Fenster::N,raam,гэгээвч
458,Fenster::N,venster,гэгээвч
459,Tür::N,deur,үүд
460,Tür::N,deur,хаалга
461,Tor::N,poort,хаалга
462,Zaun::N,omheining,хашаа
463,Dach::N,dak,дээвэр
464,Leiter::N,ladder,шат
465,Besen::N,bezem,хамуур
466,Besen::N,bezem,туужуу
467,Spaten::N,schop,хүрз
468,Schaufel::N,schep,хүрз
469,Gabel::N,vork,сэрээ
470,Löffel::N,lepel,халбага
471,Messer::N,mes,хутга
472,Nagel::N,spijker,хадаас
473,Netz::N,net,өөш
474,Netz::N,net,тор
475,Haken::N,haak,гох
476,Griff::N,handvat,иш
477,Griff::N,handvat,сэнж
478,Schloss::N,slot,цуурга
479,Schloss::N,slot,цоож
480,Bild::N,beeld,зураг
481,Figur::N,figuur,баримал
482,Puppe::N,pop,хүүхэлдэй
483,Beutel::N,zak,агсаа
484,Beutel::N,zak,уут
485,Beutel::N,buidel,агсаа
486,Beutel::N,buidel,уут
487,Bündel::N,pak,боодол
488,Bündel::N,bundel,боодол
489,Tasche::N,tas,цүнх
490,Eimer::N,emmer,хөнөг
491,Eimer::N,emmer,хувин
492,Deckel::N,deksel,таг
493,Deckel::N,deksel,хавхаг
494,Geschirr::N,vaatwerk,сав суулга
495,Sack::N,zak,шуудай
496,Tasse::N,kop,аяга
497,Topf::N,pan,тогоо
498,Kessel::N,ketel,тогоо
499,Essen::N,eten,идээ
500,Nahrung::N,voedsel,хүнс
501,Speise::N,spijs,идээ
502,Fleisch::N,vlees,мах
503,Getreide::N,graan,будаа
504,Brei::N,pap,богшмол
505,Brei::N,pap,будаа
506,Brei::N,brij,богшмол
507,Brei::N,brij,будаа
508,Brot::N,brood,талх
509,Scheibe::N,plak,зүсэм
510,Scheibe::N,plak,хэрчим
511,Scheibe::N,snede,зүсэм
512,Scheibe::N,snede,хэрчим
513,Fett::N,vet,өөх
514,Butter::N,boter,тос
515,Öl::N,olie,тос
516,Salz::N,zout,давс
517,Suppe::N,soep,шөл
518,Honig::N,honing,бал
519,Milch::N,melk,сүү
520,Tee::N,thee,цай
521,Leder::N,leer,арьс
522,Leder::N,leer,савхи
523,Leder::N,leder,арьс
524,Leder::N,leder,савхи
525,Wolle::N,wol,ноос
526,Wolle::N,wol,унгас
527,Stoff::N,stof,бөс
528,Nadel::N,naald,зүү
529,Faden::N,draad,боолт
530,Faden::N,draad,утас
531,Knopf::N,knoop,товч
532,Knoten::N,knoop,зангилаа
533,Farbe::N,verf,будаг
534,Kleidung::N,kledij,хувцас
535,Kleidung::N,kleding,хувцас
536,Hemd::N,hemd,цамц
537,Kragen::N,kraag,зах заам
538,Ärmel::N,mouw,ханцуй
539,Hose::N,broek,өмд
540,Hose::N,pantalon,өмд
541,Gürtel::N,riem,бүс
542,Gürtel::N,gordel,бүс
543,Mütze::N,muts,малгай
544,Mütze::N,muts,бүрх
545,Schuh::N,schoen,туфли
546,Stiefel::N,laars,гутал
547,Ring::N,ring,бөгж
548,Band::N,lint,тууз
549,Kamm::N,kam,сам
550,Spiegel::N,spiegel,толь
551,Riemen::N,riem,тасам
552,Riemen::N,riem,сур
553,Schnur::N,koord,татлага
554,Leine::N,lijn,оосор
555,Decke::N,deken,хөнжил
556,Decke::N,deken,хучлага
557,Kissen::N,kussen,дэр
558,Tuch::N,doek,алчуур
559,Tuch::N,doek,даавуу
560,Handtuch::N,handdoek,алчуур
561,Kraft::N,kracht,чадал
562,Kraft::N,kracht,хүч
563,Stärke::N,sterkte,эрч
564,Stärke::N,sterkte,тэнхээ
565,Gesundheit::N,gezondheid,бие
566,Gesundheit::N,gezondheid,эрүүл мэнд
567,Krankheit::N,ziekte,эмгэг
568,Schmerz::N,pijn,өвчин
569,Wunde::N,wond,шарх
570,Fieber::N,koorts,халуун
571,Arznei::N,medicament,эм
572,Arznei::N,geneesmiddel,эм
573,Brücke::N,brug,гүүр
574,Brunnen::N,put,худаг
575,Brunnen::N,bron,худаг
576,Weide::N,wei,бэлчээр
577,Weide::N,weide,бэлчээр
578,Pfad::N,pad,жим
579,Pfad::N,pad,зөрөг
580,Weg::N,weg,зам
581,Weg::N,weg,харгуй
582,Straße::N,baan,зам
583,Straße::N,baan,харгуй
584,Straße::N,straat,зам
585,Straße::N,straat,харгуй
586,Dorf::N,dorp,тосгон
587,Dorf::N,dorp,гацаа
588,Stadt::N,stad,хот
589,Brief::N,brief,захидал
590,Brief::N,brief,захиа
591,Buch::N,boek,ном
592,Buch::N,boek,бичиг
593,Buchstabe::N,letter,үсэг
594,Zeitung::N,krant,сонин
595,Zeitung::N,dagblad,сонин
596,Leben::N,leven,амь
597,Leben::N,leven,амьдрал
598,Tod::N,dood,үхэл
599,Grab::N,graf,булш
600,Kirche::N,kerk,сүм
601,Sünde::N,zonde,нүгэл
602,Sünde::N,zonde,хилэнц
603,Gott::N,god,бурхан
604,Arbeiter::N,arbeider,ажилчин
605,Arbeiter::N,arbeider,хөдөлмөрчин
606,Chef::N,chef,дарга
607,Meister::N,meester,дархан
608,Arzt::N,arts,эмч
609,Arzt::N,dokter,эмч
610,Lehrer::N,leraar,багш
611,Lehrer::N,onderwijzer,багш
612,Geld::N,geld,цаас
613,Geld::N,geld,мөнгө
614,Geschäft::N,zaak,наймаа
615,Laden::N,winkel,дэлгүүр
616,Preis::N,prijs,үнэ
617,Ware::N,waar,таваар
618,Ware::N,waar,бараа
619,Nutzen::N,nut,ашиг
620,Nutzen::N,voordeel,ашиг
621,Reichtum::N,rijkdom,баялаг
622,Welt::N,wereld,дэлхий
623,Welt::N,wereld,орчлон
624,Land::N,land,улс
625,Land::N,land,орон
626,Staat::N,staat,төр
627,Staat::N,staat,гүрэн
628,König::N,koning,ван
629,Macht::N,macht,засаг
630,Grenze::N,grens,хил
631,Krieg::N,oorlog,дайн
632,Feind::N,vijand,дайсан
633,Gewalt::N,geweld,хүчирхэх
634,Kampf::N,strijd,тэмцэл
635,Kampf::N,strijd,байлдаан
636,Kampf::N,gevecht,тэмцэл
637,Kampf::N,gevecht,байлдаан
638,Bogen[Waffe]::N,boog,нум
639,Pfeil::N,pijl,годил
640,Pfeil::N,pijl,сум
641,Gewehr::N,geweer,буу
642,Fehler::N,fout,эндэл
643,Fehler::N,fout,алдаа
644,Lüge::N,leugen,худал
645,Schaden::N,schade,хор
646,Schaden::N,schade,хөнөөл
647,Unglück::N,tegenspoed,гай
648,Unglück::N,tegenspoed,гамшиг
649,Schuld::N,schuld,гэм
650,Schuld::N,schuld,буруу
651,Alter::N,leeftijd,нас
652,Schluss::N,slot,эцэс
653,Schluss::N,slot,төгсгөл
654,Zeit::N,tijd,цаг
655,Tag::N,dag,өдөр
656,Morgen::N,morgen,өглөө
657,Morgen::N,ochtend,өглөө
658,Mittag::N,middag,үд
659,Abend::N,avond,үдэш
660,Nacht::N,nacht,шөнө
661,Woche::N,week,долоо хоног
662,Monat::N,maand,сар
663,Jahr::N,jaar,жил
664,Frühling::N,lente,хавар
665,Frühling::N,voorjaar,хавар
666,Sommer::N,zomer,зун
667,Herbst::N,herfst,намар
668,Winter::N,winter,өвөл
669,Januar::N,januari,нэгдүгээр сар
670,Februar::N,februari,хоёрдугаар сар
671,März::N,maart,гуравдугаар сар
672,April::N,april,дөрөвдүгээр сар
673,Mai::N,mei,тавдугаар сар
674,Juni::N,juni,зургаадугаар сар
675,Juli::N,juli,долдугаар сар
676,August::N,augustus,наймдугаар сар
677,September::N,september,есдүгээр сар
678,Oktober::N,oktober,аравдугаар сар
679,November::N,november,арван нэгдүгээр сар
680,Dezember::N,december,арван хоёрдугаар сар
681,Montag::N,maandag,даваа
682,Dienstag::N,dinsdag,мягмар
683,Mittwoch::N,woensdag,лхагва
684,Donnerstag::N,donderdag,пүрэв
685,Freitag::N,vrijdag,баасан
686,Samstag::N,zaterdag,бямба
687,Sonntag::N,zondag,ням
688,groß::A,groot,их
689,groß::A,groot,том
690,klein::A,klein,бага
691,klein::A,klein,жаахан
692,lang::A,lang,урт
693,kurz::A,kort,охор
694,kurz::A,kort,богино
695,breit::A,breed,өргөн
696,schmal::A,smal,уйтан
697,schmal::A,smal,нарийн
698,dicht::A,dicht,нягт
699,dicht::A,dicht,чигжүү
700,dick[Gegenstand]::A,dik,зузаан
701,dünn::A,dun,нимгэн
702,fein::A,fijn,нарийн
703,fest::A,vast,бөх
704,fest::A,vast,хатуу
705,flach::A,plat,хавтгай
706,glatt::A,glad,цагаан
707,hart::A,hard,хатуу
708,weich::A,week,зөөлөн
709,rund::A,rond,дугуй
710,rund::A,rond,дугариг
711,spitz::A,spits,шовх
712,spitz::A,spits,шовгор
713,spitz::A,puntig,шовх
714,spitz::A,puntig,шовгор
715,scharf::A,scherp,хурц
716,scharf::A,scherp,иртэй
717,stumpf::A,stomp,мохоо
718,schwer::A,zwaar,хүнд
719,schön::A,mooi,гуа
720,schön::A,mooi,сайхан
721,schön::A,fraai,гуа
722,schön::A,fraai,сайхан
723,heiß::A,heet,халуун
724,warm::A,warm,дулаан
725,kalt::A,koud,хүйтэн
726,kühl::A,koel,сэрүүн
727,frisch::A,fris,эрүүл
728,frisch::A,fris,жихүүн
729,feucht::A,vochtig,чийгтэй
730,nass::A,nat,нойтон
731,trocken::A,droog,хатсан
732,voll::A,vol,дүүрэн
733,leer::A,leeg,хоосон
734,offen::A,open,онгорхой
735,geschlossen::A,gesloten,битүү
736,geschlossen::A,gesloten,хаалтай
737,sauber::A,net,цэвэр
738,sauber::A,net,хиргүй
739,sauber::A,schoon,цэвэр
740,sauber::A,schoon,хиргүй
741,schmutzig::A,vuil,бохир
742,schmutzig::A,vuil,хиртэй
743,roh::A,rauw,түүхий
744,reif::A,rijp,болсон
745,lecker::A,lekker,амттай
746,süß::A,zoet,амттай
747,süß::A,zoet,чихэрлэг
748,bitter::A,bitter,гашуун
749,sauer::A,zuur,эсгэлэн
750,hell::A,licht,гэгээн
751,hell::A,licht,гэрэлтэй
752,hell::A,helder,гэгээн
753,hell::A,helder,гэрэлтэй
754,dunkel::A,donker,бараан
755,dunkel::A,donker,харанхуй
756,schwarz::A,zwart,хар
757,weiß::A,wit,цагаан
758,rot::A,rood,улаан
759,gelb::A,geel,шар
760,blau::A,blauw,хөх
761,blau::A,blauw,цэнхэр
762,grün::A,groen,ногоон
763,grau::A,grijs,орог
764,grau::A,grijs,саарал
765,bunt::A,bont,эрээн
766,billig::A,goedkoop,хямд
767,teuer::A,duur,үнэтэй
768,wertvoll::A,kostbaar,үнэт
769,wertvoll::A,waardevol,үнэт
770,blind::A,blind,сохор
771,taub::A,doof,чих хатуу
772,kräftig::A,krachtig,чийрэг
773,stark::A,sterk,хүчтэй
774,stark::A,sterk,чадалтай
775,schwach::A,zwak,сул
776,fett::A,vet,тарган
777,fett::A,vet,голигор
778,schlank::A,slank,голшиг
779,hübsch::A,leuk,сайхан
780,hübsch::A,leuk,хөөрхөн
781,böse::A,kwaad,муу
782,böse::A,kwaad,хортой
783,dumm::A,dom,тэнэг
784,faul::A,lui,залхуу
785,fleißig::A,vlijtig,чармайлтгай
786,geizig::A,gierig,харамч
787,klug::A,slim,цэцэн
788,klug::A,schrander,цэцэн
789,klug::A,verstandig,цэцэн
790,geschickt::A,handig,дүйтэй
791,geschickt::A,vaardig,дүйтэй
792,lieb::A,lief,хайрт
793,lustig::A,vrolijk,цэнгэлтэй
794,sanft::A,zacht,наалинхай
795,hungrig::A,hongerig,өлөн
796,hungrig::A,hongerig,өлссөн
797,krank::A,ziek,өвчтэй
798,nackt::A,naakt,нүцгэн
799,traurig::A,treurig,гунигт
800,traurig::A,bedroefd,гунигт
801,lebendig::A,levend,амьд
802,lebendig::A,levend,амьтай
803,gut::A,goed,сайн
804,schlecht::A,slecht,муу
805,schlecht::A,slecht,өөдгүй
806,richtig::A,juist,зөв
807,richtig::A,juist,зүйтэй
808,schlimm::A,erg,муухай
809,schlimm::A,kwaad,муухай
810,wahr::A,waar,үнэн
811,wahr::A,waar,жинхэнэ
812,alt::A,oud,хуучин
813,neu::A,nieuw,шинэ
814,ehemalig::A,voormalig,агсан
815,ehemalig::A,voormalig,байсан
816,alt[Lebewesen]::A,oud,өвгөн
817,alt[Lebewesen]::A,oud,хижээл
