,Concept_ID,fa,it
135,Abhang::N,سرازیری,pendìo
136,Quelle::N,چشمه,sorgente
137,Bach::N,نهر,ruscello
138,Fluss::N,رود,fiume
139,Ufer::N,ساحل,riva
140,Ufer::N,کرانه,riva
141,Küste::N,ساحل,costa
142,Festland::N,خشکی,terraferma
143,Meer::N,دریا,mare
144,Bucht::N,خلیج,cala
145,Insel::N,جزیره,ìsola
146,Blume::N,گل,fiore
147,Gras::N,علف,erba
148,Wurzel::N,ریشه,radice
149,Baum::N,درخت,àlbero
150,Stamm::N,تنه,tronco
151,Rinde::N,توژ,corteccia
152,Rinde::N,پوست,corteccia
153,Ast::N,شاخه,ramo
154,Zweig::N,شاخه,ramo
155,Blatt::N,برگ,foglia
156,Birke::N,غان,betulla
157,Kiefer[Baum]::N,کاج,pino
158,Weide[Baum]::N,بید,sàlice
159,Tanne::N,صنوبر,abete
160,Horn::N,شاخ,corno
161,Feder::N,پر,penna
162,Fell::N,خز,manto
163,Fell::N,خز,pelame
164,Flügel::N,پر,ala
165,Flügel::N,بال,ala
166,Klaue::N,چنگ,grinfia
167,Klaue::N,پنجه,grinfia
168,Kralle::N,پنجه,unghia
169,Kralle::N,پنجه,artiglio
170,Schwanz::N,دم,coda
171,Ei::N,تخم,uovo
172,Nest::N,لانه,nido
173,Bau::N,بنا,covo
174,Bau::N,ساختمان,covo
175,Tier::N,هیوان,bestia
176,Tier::N,هیوان,animale
177,Herde::N,رمه,gregge
178,Kuh::N,گاو,vacca
179,Bulle::N,گاو نر,toro
180,Pferd::N,اسب,cavallo
181,Schaf::N,گوسفند,pècora
182,Schwein::N,خوک,porco
183,Schwein::N,خوک,maiale
184,Hund::N,سگ,cane
185,Katze::N,گربه,gatta
186,Bär::N,خرس,orso
187,Eichhörnchen::N,سنجاب,scoiàttolo
188,Elch::N,گوزن شمالی,alce
189,Fuchs::N,روباه,volpe
190,Hase::N,خرگوش,lepre
191,Maus::N,موش,topo
192,Maus::N,موش,sorcio
193,Wolf::N,گرگ,lupo
194,Vogel::N,پرنده,uccello
195,Schwarm::N,دسته,stormo
196,Huhn::N,مرغ,gallina
197,Hahn::N,خروس,gallo
198,Gans::N,غاز,oca
199,Adler::N,عقاب,àquila
200,Ente::N,اردک,ànatra
201,Ente::N,مرغابی,ànatra
202,Eule::N,جغد,gufo
203,Eule::N,جغد,civetta
204,Kranich::N,درنا,gru
205,Krähe::N,زاغ,cornacchia
206,Krähe::N,کلاغ,cornacchia
207,Kuckuck::N,فاخته,cuccù
208,Kuckuck::N,فاخته,cùculo
209,Schwan::N,قو,cigno
210,Fisch::N,ماهی,pesce
211,Barsch::N,ماهی خاردار,pèrsico
212,Hecht::N,اردک ماهی,luccio
213,Schlange[Tier]::N,مار,serpente
214,Wurm::N,کرم,baco
215,Wurm::N,کرم,verme
216,Spinne::N,عنکبوت,ragno
217,Ameise::N,مورچه,formica
218,Laus::N,شپش,pidocchio
219,Mücke::N,پشه,zanzara
220,Fliege::N,مگس,mosca
221,Schmetterling::N,پروانه,farfalla
222,Beere::N,گیله,bacca
223,Apfel::N,سیب,mela
224,Pilz::N,قارچ,fungo
225,Zwiebel::N,پیاز,cipolla
226,Saat::N,بذر,semente
227,Korn::N,تخم,grano
228,Korn::N,دانه,grano
229,Heu::N,علف خشک,fieno
230,Schale::N,پوست,buccia
231,Grube::N,گودال,cava
232,Grube::N,گودال,fossa
233,Falle::N,دام,tràppola
234,Schlinge::N,حلقه,laccio
235,Spur::N,رد,traccia
236,Asche::N,خاکستر,cenere
237,Dreck::N,کثافت,fango
238,Eisen::N,آهن,ferro
239,Gold::N,زر,oro
240,Gold::N,طلا,oro
241,Silber::N,نقره,argento
242,Kohle::N,زغال,carbone
243,Glas::N,شیشه,vetro
244,Lehm::N,گل,argilla
245,Sand::N,شن,arena
246,Sand::N,شن,sabbia
247,Sand::N,ماسه,arena
248,Sand::N,ماسه,sabbia
249,Mensch::N,آدم,uomo
250,Mensch::N,آدم,èssere umano
251,Mensch::N,انسان,uomo
252,Mensch::N,انسان,èssere umano
253,Mann::N,مرد,uomo
254,Frau::N,زن,donna
255,Kind::N,بچه,bambino
256,Kind::N,کودک,bambino
257,Junge::N,پسر,ragazzo
258,Mädchen::N,دختر,ragazza
259,Familie::N,فامیل,famiglia
260,Familie::N,خانواده,famiglia
261,Großvater::N,پدربزرگ,nonno
262,Großmutter::N,مادر‌بزرگ,nonna
263,Eltern::N,والدین,genitori
264,Eltern::N,پدر‌و‌مادر,genitori
265,Vater::N,پدر,padre
266,Mutter::N,مادر,madre
267,Sohn::N,پسر,figlio
268,Tochter::N,دختر,figlia
269,Bruder::N,برادر,fratello
270,Schwester::N,خواهر,sorella
271,Onkel::N,عمو,zio
272,Onkel::N,دایی,zio
273,Tante::N,عمه,zia
274,Tante::N,خاله,zia
275,Ehemann::N,همسر,marito
276,Ehefrau::N,همسر,moglie
277,Freude::N,شادی,gioia
278,Freude::N,شادی,piacere
279,Gelächter::N,خنده,risata
280,Gelächter::N,قاه‌قاه,risata
281,Glück::N,اقبال,felicità
282,Kummer::N,غم,afflizione
283,Kummer::N,غصه,afflizione
284,Wunsch::N,آرزو,desiderio
285,Lust::N,هوس,voglia
286,Geist::N,روح,mente
287,Geist::N,روح,spìrito
288,Gedanke::N,فکر,idea
289,Gedanke::N,فکر,pensiero
290,Gedächtnis::N,حافظه,memoria
291,Verstand::N,هوش,intelletto
292,Sinn::N,معنا,senso
293,Sinn::N,معنا,significato
294,Sinn::N,مفهوم,senso
295,Sinn::N,مفهوم,significato
296,Grund::N,سبب,causa
297,Grund::N,سبب,motivo
298,Grund::N,سبب,ragione
299,Grund::N,دلیل,causa
300,Grund::N,دلیل,motivo
301,Grund::N,دلیل,ragione
302,Wahrheit::N,حقیقت,verità
303,Gespräch::N,صحبت,discorso
304,Gespräch::N,صحبت,conversazione
305,Gespräch::N,گفتگو,discorso
306,Gespräch::N,گفتگو,conversazione
307,Märchen::N,قصه,fiaba
308,Märchen::N,قصه,fàvola
309,Märchen::N,افسانه,fiaba
310,Märchen::N,افسانه,fàvola
311,Erzählung::N,داستان,racconto
312,Erzählung::N,داستان,narrazione
313,Nachricht::N,خبر,messaggio
314,Neuigkeit::N,خبر تازه,notizia
315,Name::N,اسم,nome
316,Rätsel::N,معما,indovinello
317,Rede::N,سخن,discorso
318,Sprache::N,زبان,lingua
319,Sprache::N,زبان,linguaggio
320,Stimme::N,صدا,voce
321,Wort::N,کلمه,parola
322,Zeichen::N,نشان,segno
323,Zeichen::N,نشان,segnale
324,Zeichen::N,علامت,segno
325,Zeichen::N,علامت,segnale
326,Ruf::N,صدا,chiamata
327,Lärm::N,هیاهو,chiasso
328,Lärm::N,هیاهو,strèpito
329,Laut::N,صدا,suono
330,Ton::N,آهنگ,tono
331,Lied::N,آواز,canto
332,Lied::N,آواز,canzone
333,Lied::N,ترانه,canto
334,Lied::N,ترانه,canzone
335,Ruhe::N,آرامش,calma
336,Ruhe::N,آرامش,tranquillità
337,Leute::N,مردم,gente
338,Volk::N,خلق,pòpolo
339,Arbeit::N,کار,lavoro
340,Gast::N,مهمان,òspite
341,Gast::N,مهمان,invitato
342,Geschenk::N,هدیه,regalo
343,Spiel::N,بازی,gioco
344,Gesellschaft::N,جمعیت,compagnìa
345,Hilfe::N,کمک,aiuto
346,Hilfe::N,کمک,soccorso
347,Freund::N,دوست,amico
348,Kamerad::N,رفیق,camerata
349,Angelegenheit::N,امر,affare
350,Angelegenheit::N,امر,faccenda
351,Angelegenheit::N,قضیه,affare
352,Angelegenheit::N,قضیه,faccenda
353,Anzahl::N,عده,nùmero
354,Anzahl::N,عده,quantità
355,Anzahl::N,شمار,nùmero
356,Anzahl::N,شمار,quantità
357,Art::N,نوع,tipo
358,Art::N,نوع,specie
359,Stück::N,تکه,pezzo
360,Stück::N,قطعه,pezzo
361,Teil::N,بخش,parte
362,Teil::N,قسمت,parte
363,Hälfte::N,نیم,metà
364,Kreis::N,حلقه,cìrcolo
365,Kreis::N,دایره,cìrcolo
366,Kreuz::N,صلیب,croce
367,Linie::N,خط,lìnea
368,Linie::N,سطر,lìnea
369,Strich::N,خط,tratto
370,Abstand::N,فاصله,distanza
371,Entfernung::N,مسافت,distanza
372,Entfernung::N,مسافت,lontananza
373,Gegend::N,منطقه,regione
374,Platz::N,گنجایش,posto
375,Platz::N,گنجایش,spazio
376,Ort::N,جا,luogo
377,Ort::N,جا,località
378,Ort::N,محل,luogo
379,Ort::N,محل,località
380,Ort::N,مکان,luogo
381,Ort::N,مکان,località
382,Seite::N,طرف,lato
383,Seite::N,طرف,parte
384,Mitte::N,وسط,mezzo
385,Mitte::N,وسط,centro
386,Mitte::N,میان,mezzo
387,Mitte::N,میان,centro
388,Gegenstand::N,چیز,oggetto
389,Sache::N,چیز,cosa
390,Rand::N,کنار,orlo
391,Rand::N,کنار,bordo
392,Rand::N,حاشیه,orlo
393,Rand::N,حاشیه,bordo
394,Kante::N,لبه,spìgolo
395,Ecke::N,گوشه,canto
396,Spitze::N,سر,punta
397,Spitze::N,نوک,punta
398,Ende::N,ته,capo
399,Ende::N,ته,estremità
400,Ende::N,آخر,capo
401,Ende::N,آخر,estremità
402,Loch::N,سوراخ,buco
403,Winkel::N,کنج,àngolo
404,Muster::N,نقش,disegno
405,Größe::N,قد,taglia
406,Größe::N,قد,grandezza
407,Größe::N,بزرگی,taglia
408,Größe::N,بزرگی,grandezza
409,Länge::N,طول,lunghezza
410,Höhe::N,بلندی,altezza
411,Gewicht::N,وزن,peso
412,Menge::N,مقدار,quantità
413,Menge::N,اندازه,quantità
414,Haufen::N,توده,cùmulo
415,Haufen::N,توده,mucchio
416,Reihe::N,ردیف,fila
417,Boot::N,قایق,barca
418,Boot::N,قایق,battello
419,Ruder::N,پارو,remo
420,Schlitten::N,سورتمه,slitta
421,Ski::N,اسکی,sci
422,Lagerfeuer::N,آتش,falò
423,Lagerfeuer::N,آتش,fuoco di bivacco
424,Last::N,بار,càrico
425,Last::N,سنگینی,càrico
426,Gang::N,راه رفتن,andata
427,Schritt::N,قدم,passo
428,Norden::N,شمال,nord
429,Norden::N,شمال,settentrione
430,Süden::N,جنوب,sud
431,Süden::N,جنوب,meridione
432,Westen::N,غرب,òvest
433,Westen::N,غرب,occidente
434,Osten::N,شرق,est
435,Osten::N,شرق,oriente
436,Holz::N,چوب,legno
437,Brett::N,تخته,asse
438,Brett::N,تخته,tàvola
439,Platte::N,صفحه,lastra
440,Platte::N,صفحه,piastra
441,Stütze::N,تکیه,supporto
442,Stange::N,میله,sbarra
443,Stange::N,میله,pèrtica
444,Stock::N,چوب,verga
445,Stock::N,چوب,bastone
446,Stock::N,چوب,bacchetta
447,Stab::N,عصا,asta
448,Rohr::N,لوله,tubo
449,Haus::N,منزل,casa
450,Heim::N,خانه,casa
451,Heim::N,کاشانه,casa
452,Ofen::N,بخاری,stufa
453,Fußboden::N,کف اتاق,pavimento
454,Tisch::N,میز,tàvolo
455,Stuhl::N,صندلی,sedia
456,Wiege::N,گهواره,culla
457,Bett::N,تختخواب,letto
458,Regal::N,قفسه,scaffale
459,Kiste::N,صندوق,cassa
460,Fenster::N,پنجره,finestra
461,Tür::N,در,porta
462,Tür::N,درب,porta
463,Tor::N,دروازه,portone
464,Zaun::N,حصار,recinto
465,Dach::N,بام,tetto
466,Leiter::N,نردبان,scala
467,Leiter::N,نردبان,scala a pioli
468,Besen::N,جارو,scopa
469,Spaten::N,بیل,vanga
470,Schaufel::N,بیل,pala
471,Schaufel::N,پارو,pala
472,Gabel::N,چنگال,forchetta
473,Löffel::N,قاشق,cucchiaio
474,Messer::N,کارد,coltello
475,Nagel::N,میخ,chiodo
476,Netz::N,تور,rete
477,Netz::N,شبکه,rete
478,Haken::N,قلاب,uncino
479,Griff::N,دسته,mànico
480,Griff::N,دسته,maniglia
481,Schloss::N,قفل,serratura
482,Bild::N,عکس,quadro
483,Bild::N,عکس,immàgine
484,Bild::N,تصویر,quadro
485,Bild::N,تصویر,immàgine
486,Figur::N,تندیس,figura
487,Puppe::N,عروسک,bàmbola
488,Beutel::N,کیسه,borsa
489,Beutel::N,کیسه,sacchetto
490,Bündel::N,بسته,fascio
491,Bündel::N,بسته,fagotto
492,Tasche::N,کیف,borsa
493,Eimer::N,سطل,secchio
494,Deckel::N,در,coperchio
495,Geschirr::N,ظرف,stoviglie
496,Sack::N,گونی,sacco
497,Tasse::N,فنجان,tazza
498,Topf::N,دیگ,pèntola
499,Topf::N,قابلمه,pèntola
500,Kessel::N,دیگ,paiolo
501,Kessel::N,دیگ,calderone
502,Essen::N,خوراک,pasto
503,Essen::N,خوراک,mangiare
504,Nahrung::N,غذا,cibo
505,Nahrung::N,غذا,alimento
506,Speise::N,خوراک,piatto
507,Fleisch::N,گوشت,carne
508,Getreide::N,غله,cereali
509,Brei::N,فرنی,purè
510,Brei::N,فرنی,pappa
511,Brei::N,حریره,purè
512,Brei::N,حریره,pappa
513,Brot::N,نان,pane
514,Scheibe::N,قاچ,fetta
515,Scheibe::N,قاچ,trancia
516,Scheibe::N,لزگه,fetta
517,Scheibe::N,لزگه,trancia
518,Fett::N,چربی,grasso
519,Butter::N,کره,burro
520,Öl::N,روغن,olio
521,Salz::N,نمک,sale
522,Suppe::N,آش,zuppa
523,Suppe::N,آش,minestra
524,Suppe::N,سوپ,zuppa
525,Suppe::N,سوپ,minestra
526,Honig::N,عسل,miele
527,Milch::N,شیر,latte
528,Tee::N,چای,tè
529,Leder::N,چرم,pelle
530,Wolle::N,پشم,lana
531,Stoff::N,پارچه,panno
532,Stoff::N,پارچه,tessuto
533,Nadel::N,سوزن,ago
534,Faden::N,نخ,filo
535,Knopf::N,دکمه,bottone
536,Knoten::N,گره,nodo
537,Farbe::N,رنگ,pittura
538,Kleidung::N,لباس,vestiti
539,Kleidung::N,لباس,vestiario
540,Kleidung::N,پوشاک,vestiti
541,Kleidung::N,پوشاک,vestiario
542,Hemd::N,پیراهن,camicia
543,Kragen::N,یقه,bàvero
544,Kragen::N,یقه,colletto
545,Ärmel::N,آستین,mànica
546,Hose::N,شلوار,calzoni
547,Gürtel::N,کمر‌بند,cintura
548,Mütze::N,کلاه,berretto
549,Schuh::N,کفش,scarpa
550,Stiefel::N,چکمه,stivale
551,Ring::N,حلقه,anello
552,Ring::N,انگشتر,anello
553,Band::N,نوار,nastro
554,Band::N,نوار,fettuccia
555,Band::N,روبان,nastro
556,Band::N,روبان,fettuccia
557,Kamm::N,شانه,pèttine
558,Spiegel::N,آینه,specchio
559,Riemen::N,تسمه,cinghia
560,Schnur::N,ریسمان,corda
561,Leine::N,قلاده,guinzaglio
562,Decke::N,پتو,coperta
563,Kissen::N,بالش,cuscino
564,Kissen::N,بالش,guanciale
565,Tuch::N,شال,fazzoletto
566,Handtuch::N,حوله,asciugamano
567,Kraft::N,نیرو,forza
568,Stärke::N,زور,forza
569,Stärke::N,زور,vigore
570,Stärke::N,زور,fortezza
571,Gesundheit::N,سلامتی,salute
572,Gesundheit::N,تندرستی,salute
573,Krankheit::N,بیماری,malattìa
574,Schmerz::N,درد,dolore
575,Wunde::N,زخم,piaga
576,Wunde::N,زخم,ferita
577,Fieber::N,تب,febbre
578,Arznei::N,دارو,fàrmaco
579,Arznei::N,دارو,medicina
580,Brücke::N,پل,ponte
581,Brunnen::N,چاه,pozzo
582,Weide::N,چراگاه,pàscolo
583,Pfad::N,راه,sentiero
584,Weg::N,راه,via
585,Weg::N,راه,cammino
586,Weg::N,طریق,via
587,Weg::N,طریق,cammino
588,Straße::N,راه,strada
589,Straße::N,جاده,strada
590,Dorf::N,ده,paese
591,Dorf::N,ده,villaggio
592,Dorf::N,روستا,paese
593,Dorf::N,روستا,villaggio
594,Stadt::N,شهر,città
595,Brief::N,نامه,lèttera
596,Buch::N,کتاب,libro
597,Buchstabe::N,حرف,lèttera
598,Zeitung::N,روزنامه,giornale
599,Leben::N,عمر,vita
600,Leben::N,زندگی,vita
601,Tod::N,مرگ,morte
602,Grab::N,گور,tomba
603,Grab::N,گور,sepolcro
604,Grab::N,مزار,tomba
605,Grab::N,مزار,sepolcro
606,Kirche::N,کلیسا,chiesa
607,Sünde::N,بزه,peccato
608,Sünde::N,گناه,peccato
609,Gott::N,خدا,dio
610,Arbeiter::N,کارگر,operaio
611,Arbeiter::N,کارگر,lavoratore
612,Chef::N,رئیس,capo
613,Chef::N,رئیس,padrone
614,Meister::N,استاد,mastro
615,Meister::N,استاد,maestro
616,Arzt::N,پزشک,mèdico
617,Arzt::N,پزشک,dottore
618,Lehrer::N,معلم,professore
619,Lehrer::N,آموزگار,professore
620,Geld::N,پول,soldi
621,Geld::N,پول,denaro
622,Geschäft::N,کار,affare
623,Geschäft::N,کار,negozio
624,Geschäft::N,بیزنس,affare
625,Geschäft::N,بیزنس,negozio
626,Laden::N,دکان,negozio
627,Laden::N,مغازه,negozio
628,Preis::N,بها,prezzo
629,Preis::N,قیمت,prezzo
630,Ware::N,جنس,merce
631,Ware::N,کالا,merce
632,Nutzen::N,مزیت,ùtile
633,Nutzen::N,مزیت,profitto
634,Nutzen::N,امتیاز,ùtile
635,Nutzen::N,امتیاز,profitto
636,Reichtum::N,مال,ricchezza
637,Reichtum::N,ثروت,ricchezza
638,Welt::N,دنیا,mondo
639,Land::N,کشور,paese
640,Land::N,مملکت,paese
641,Staat::N,دولت,Stato
642,König::N,شاه,re
643,König::N,پادشاه,re
644,Macht::N,قدرت,potere
645,Macht::N,اختیار,potere
646,Grenze::N,مرز,confine
647,Grenze::N,مرز,frontiera
648,Krieg::N,جنگ,guerra
649,Feind::N,دشمن,nemico
650,Gewalt::N,زور,violenza
651,Gewalt::N,خشونت,violenza
652,Kampf::N,نبرد,lotta
653,Kampf::N,مبارزه,lotta
654,Bogen[Waffe]::N,کمان,arco
655,Pfeil::N,تیر,freccia
656,Gewehr::N,تفنگ,fucile
657,Fehler::N,غلط,errore
658,Fehler::N,غلط,sbaglio
659,Fehler::N,اشتباه,errore
660,Fehler::N,اشتباه,sbaglio
661,Lüge::N,دروغ,bugìa
662,Lüge::N,دروغ,menzogna
663,Schaden::N,آسیب,danno
664,Schaden::N,خسارت,danno
665,Unglück::N,بلا,sfortuna
666,Schuld::N,گناه,colpa
667,Schuld::N,تقصیر,colpa
668,Alter::N,سن,età
669,Alter::N,عمر,età
670,Schluss::N,انتها,fine
671,Zeit::N,وقت,tempo
672,Zeit::N,زمان,tempo
673,Tag::N,روز,giorno
674,Tag::N,روز,giornata
675,Morgen::N,صبح,mattina
676,Mittag::N,ظهر,mezzogiorno
677,Abend::N,شب,sera
678,Abend::N,شب,serata
679,Abend::N,عصر,sera
680,Abend::N,عصر,serata
681,Nacht::N,شب,notte
682,Woche::N,هفته,settimana
683,Monat::N,ماه,mese
684,Jahr::N,سال,anno
685,Frühling::N,بهار,primavera
686,Sommer::N,تابستان,estate
687,Herbst::N,پاییز,autunno
688,Winter::N,زمستان,inverno
689,Januar::N,ژانویه,gennaio
690,Februar::N,فوریه,febbraio
691,März::N,مارس,marzo
692,April::N,آوریل,aprile
693,Mai::N,مه,maggio
694,Juni::N,ژوئن,giugno
695,Juli::N,ژویه,luglio
696,August::N,اوت,agosto
697,September::N,سپتامبر,settembre
698,Oktober::N,اکتبر,ottobre
699,November::N,نوامبر,novembre
700,Dezember::N,دسامبر,dicembre
701,Montag::N,دو‌شنبه,lunedì
702,Dienstag::N,سه‌شنبه,martedì
703,Mittwoch::N,چهار‌شنبه,mercoledì
704,Donnerstag::N,پنج شنبه,giovedì
705,Freitag::N,جمعه,venerdì
706,Samstag::N,شنبه,sàbato
707,Sonntag::N,یکشنبه,domenica
708,groß::A,بزرگ,grande
709,klein::A,کوچک,pìccolo
710,lang::A,بلند,lungo
711,kurz::A,کوتاه,corto
712,breit::A,پهن,largo
713,schmal::A,تنگ,stretto
714,schmal::A,نازک,stretto
715,dicht::A,چگال,denso
716,dicht::A,انبوه,denso
717,dick[Gegenstand]::A,ضخیم,spesso
718,dünn::A,نازک,sottile
719,fein::A,ریز,fine
720,fein::A,ریز,delicato
721,fein::A,باریک,fine
722,fein::A,باریک,delicato
723,fest::A,محکم,sodo
724,fest::A,محکم,fisso
725,flach::A,صاف,piano
726,flach::A,صاف,piatto
727,flach::A,مسطح,piano
728,flach::A,مسطح,piatto
729,glatt::A,لیز,liscio
730,hart::A,سفت,duro
731,weich::A,نرم,molle
732,weich::A,ملایم,molle
733,rund::A,گرد,rotondo
734,spitz::A,تیز,aguzzo
735,spitz::A,تیز,appuntito
736,spitz::A,نوک‌تیز,aguzzo
737,spitz::A,نوک‌تیز,appuntito
738,scharf::A,تیز,affilato
739,scharf::A,تیز,tagliente
740,scharf::A,برنده,affilato
741,scharf::A,برنده,tagliente
742,stumpf::A,کند,smussato
743,schwer::A,سنگین,pesante
744,schön::A,زیبا,bello
745,heiß::A,داغ,caldo
746,heiß::A,داغ,bollente
747,warm::A,گرم,caldo
748,kalt::A,سرد,freddo
749,kühl::A,خنک,fresco
750,frisch::A,تازه,fresco
751,feucht::A,مرطوب,ùmido
752,nass::A,تر,bagnato
753,nass::A,خیش,bagnato
754,trocken::A,خشک,secco
755,voll::A,پر,pieno
756,leer::A,خالی,vuoto
757,offen::A,باز,aperto
758,geschlossen::A,بسته,chiuso
759,sauber::A,پاک,netto
760,sauber::A,پاک,pulito
761,sauber::A,تمیز,netto
762,sauber::A,تمیز,pulito
763,schmutzig::A,کثیف,sporco
764,schmutzig::A,کثیف,sùdicio
765,schmutzig::A,آلوده,sporco
766,schmutzig::A,آلوده,sùdicio
767,roh::A,خام,crudo
768,reif::A,رسیده,maturo
769,lecker::A,لذیذ,ghiotto
770,lecker::A,لذیذ,squisito
771,lecker::A,خوشمزه,ghiotto
772,lecker::A,خوشمزه,squisito
773,süß::A,شیرین,dolce
774,bitter::A,تلخ,amaro
775,sauer::A,ترش,aspro
776,sauer::A,ترش,acerbo
777,hell::A,روشن,chiaro
778,dunkel::A,تاریک,buio
779,dunkel::A,تاریک,oscuro
780,schwarz::A,سیاه,nero
781,weiß::A,سفید,bianco
782,rot::A,سرخ,rosso
783,rot::A,قرمز,rosso
784,gelb::A,زرد,giallo
785,blau::A,آبی,blu
786,blau::A,آبی,azzurro
787,grün::A,سبز,verde
788,grau::A,طوسی,grigio
789,grau::A,خاکستری,grigio
790,bunt::A,رنگارنگ,variopinto
791,billig::A,ارزان,a buon prezzo
792,billig::A,ارزان,a buon mercato
793,teuer::A,گران,caro
794,wertvoll::A,قیمتی,prezioso
795,wertvoll::A,گرانبها,prezioso
796,blind::A,کور,cieco
797,blind::A,نابینا,cieco
798,taub::A,کر,sordo
799,taub::A,ناشنوا,sordo
800,kräftig::A,قوی,forte
801,kräftig::A,قوی,robusto
802,stark::A,قوی,forte
803,stark::A,قوی,vigoroso
804,stark::A,نیرومند,forte
805,stark::A,نیرومند,vigoroso
806,schwach::A,ضعیف,dèbole
807,fett::A,چرب,grasso
808,schlank::A,باریک‌اندام,snello
809,schlank::A,باریک‌اندام,slanciato
810,hübsch::A,قشنگ,bello
811,hübsch::A,قشنگ,carino
812,hübsch::A,خوشگل,bello
