,Concept_ID,en,ku
142,Bau::N,lair,avahî
143,Tier::N,animal,heywan
144,Herde::N,flock,hoz
145,Kuh::N,cow,çêlek
146,Bulle::N,bull,ga
147,Pferd::N,horse,hesp
148,Schaf::N,sheep,mîh
149,Schwein::N,pig,beraz
150,Hund::N,dog,seh
151,Katze::N,cat,pişîk
152,Bär::N,bear,hirç
153,Eichhörnchen::N,squirrel,pilûr
154,Elch::N,elk,pazkovî
155,Fuchs::N,fox,rovî
156,Hase::N,hare,kîroşk
157,Maus::N,mouse,mişk
158,Wolf::N,wolf,gur
159,Vogel::N,bird,çûk
160,Schwarm::N,swarm,lufik
161,Huhn::N,chicken,mirîşk
162,Hahn::N,cock,dîk
163,Gans::N,goose,qaz
164,Adler::N,eagle,eylo
165,Ente::N,duck,werdek
166,Eule::N,owl,bûm
167,Eule::N,owl,kund
168,Kranich::N,crane,quling
169,Krähe::N,crow,qijik
170,Kuckuck::N,cuckoo,pepûk
171,Schwan::N,swan,qû
172,Fisch::N,fish,masî
173,Barsch::N,perch,okûn
174,Hecht::N,pike,mesîyê lûf
175,Schlange[Tier]::N,snake,mar
176,Wurm::N,worm,kurm
177,Spinne::N,spider,pîrê
178,Ameise::N,ant,mîro
179,Ameise::N,ant,gêrîk
180,Laus::N,louse,spi
181,Mücke::N,midge,mêş
182,Fliege::N,fly,mêş
183,Schmetterling::N,butterfly,perperîk
184,Beere::N,berry,hirç
185,Apfel::N,apple,sêv
186,Pilz::N,mushroom,bîrov
187,Zwiebel::N,onion,pîvaz
188,Saat::N,seed,tov
189,Korn::N,grain,dexl
190,Heu::N,hay,sap
191,Schale::N,husk,qaşik
192,Grube::N,pit,çahl
193,Falle::N,trap,dafik
194,Schlinge::N,noose,dahf
195,Spur::N,track,rêç
196,Asche::N,ashes,xweli
197,Dreck::N,filth,gemarî
198,Eisen::N,iron,hesing
199,Gold::N,gold,zêr
200,Silber::N,silver,zîv
201,Kohle::N,coal,komir
202,Glas::N,glass,qedeh
203,Lehm::N,clay,kelpîç
204,Sand::N,sand,qûm
205,Mensch::N,human,mirov
206,Mann::N,man,mêr
207,Frau::N,woman,jin
208,Kind::N,child,zarok
209,Junge::N,boy,kur
210,Mädchen::N,girl,keç
211,Mädchen::N,girl,keçik
212,Familie::N,family,malbat
213,Großvater::N,grandfather,bapîr
214,Großmutter::N,grandmother,pîrik
215,Eltern::N,parents,bavudê
216,Vater::N,father,bav
217,Mutter::N,mother,dê
218,Mutter::N,mother,dayik
219,Sohn::N,son,kur
220,Tochter::N,daughter,keç
221,Bruder::N,brother,bira
222,Schwester::N,sister,xweh
223,Onkel::N,uncle,am
224,Onkel::N,uncle,xal
225,Tante::N,aunt,metik
226,Tante::N,aunt,xaltîk
227,Ehemann::N,husband,mêr
228,Ehefrau::N,wife,kulfet
229,Freude::N,joy,kêfxweşî
230,Gelächter::N,laughter,pîrqînî
231,Glück::N,happiness,bext
232,Kummer::N,grief,derd
233,Wunsch::N,wish,daxwaz
234,Wunsch::N,wish,xwestek
235,Lust::N,desire,şewq
236,Geist::N,spirit,aqil
237,Gedanke::N,thought,fikir
238,Gedächtnis::N,memory,aqil
239,Verstand::N,mind,fêm
240,Sinn::N,meaning,aqil
241,Grund::N,reason,asas
242,Wahrheit::N,truth,rastî
243,Gespräch::N,talk,guftûgo
244,Märchen::N,fairy tale,çirok
245,Erzählung::N,story,çirok
246,Erzählung::N,story,vegotin
247,Nachricht::N,message,nûçe
248,Neuigkeit::N,news,hewal
249,Name::N,name,nav
250,Name::N,name,paşnav
251,Rätsel::N,puzzle,tiştonek
252,Rede::N,speech,gotar
253,Rede::N,speech,axavtin
254,Sprache::N,language,ziman
255,Stimme::N,voice,pejn
256,Wort::N,word,gotin
257,Zeichen::N,sign,şanek
258,Ruf::N,call,hawar
259,Lärm::N,noise,xarbalix
260,Laut::N,sound,deng
261,Laut::N,sound,hês
262,Ton::N,tone,awaz
263,Lied::N,song,sitran
264,Ruhe::N,calm,rihetî
265,Leute::N,people,xelk
266,Volk::N,nation,xelk
267,Arbeit::N,work,xebat
268,Gast::N,guest,mêvan
269,Geschenk::N,gift,diyarî
270,Spiel::N,game,lîstik
271,Gesellschaft::N,company,komal
272,Hilfe::N,help,alîkarî
273,Freund::N,friend,heval
274,Kamerad::N,companion,heval
275,Angelegenheit::N,matter,pirsgirêk
276,Anzahl::N,count,çend
277,Art::N,sort,çeh
278,Stück::N,piece,lib
279,Stück::N,piece,parçe
280,Teil::N,part,parçe
281,Hälfte::N,half,nîvî
282,Kreis::N,circle,çemil
283,Kreuz::N,cross,xaç
284,Linie::N,line,xezik
285,Strich::N,stroke,xezik
286,Abstand::N,gap,dûrahî
287,Entfernung::N,distance,dûrahî
288,Gegend::N,area,dever
289,Platz::N,space,çih
290,Ort::N,place,dever
291,Seite::N,side,rûpel
292,Mitte::N,middle,nav
293,Mitte::N,middle,nabênê
294,Gegenstand::N,item,tişt
295,Sache::N,thing,tişt
296,Rand::N,fringe,kevî
297,Kante::N,edge,kevî
298,Ecke::N,corner,qunç
299,Spitze::N,tip,derzî
300,Ende::N,end,talî
301,Loch::N,hole,qul
302,Winkel::N,angle,kurnîşk
303,Muster::N,pattern,desen
304,Größe::N,size,mezinî
305,Länge::N,length,dirêjahî
306,Höhe::N,height,bilindayî
307,Gewicht::N,weight,giranî
308,Menge::N,amount,qas
309,Haufen::N,heap,lod
310,Reihe::N,row,rêz
311,Boot::N,boat,kelek
312,Ruder::N,oar,bêrik
313,Schlitten::N,sleigh,xîjik
314,Ski::N,ski,lakan
315,Lagerfeuer::N,campfire,agir
316,Last::N,load,bar
317,Gang::N,walk,fîtêz
318,Schritt::N,step,gav
319,Norden::N,north,bakur
320,Süden::N,south,başur
321,Westen::N,west,rojava
322,Osten::N,east,rojhilat
323,Holz::N,wood,dep
324,Brett::N,board,dep
325,Platte::N,slab,dep
326,Stütze::N,bracket,destek
327,Stange::N,pole,sing
328,Stock::N,stick,çam
329,Stab::N,staff,qat
330,Rohr::N,pipe,borî
331,Haus::N,house,mal
332,Haus::N,house,xanî
333,Heim::N,home,mal
334,Ofen::N,stove,sobe
335,Fußboden::N,floor,binpê
336,Tisch::N,table,mase
337,Stuhl::N,chair,kursî
338,Wiege::N,cradle,derguş
339,Bett::N,bed,qerewêle
340,Regal::N,shelf,rêbaz
341,Kiste::N,box,sindoq
342,Fenster::N,window,çam
343,Fenster::N,window,şibeke
344,Tür::N,door,derî
345,Tor::N,gate,derge
346,Zaun::N,fence,hejik
347,Dach::N,roof,sere xanî
348,Leiter::N,ladder,pêling
349,Besen::N,broom,melkes
350,Spaten::N,spade,mer
351,Schaufel::N,shovel,bêr
352,Gabel::N,fork,çetel
353,Löffel::N,spoon,kevçî
354,Messer::N,knife,kêr
355,Nagel::N,nail,bizmar
356,Netz::N,net,tor
357,Haken::N,hook,çenqel
358,Griff::N,handle,destî
359,Schloss::N,lock,qonax
360,Bild::N,picture,dimen
361,Figur::N,figure,figûr
362,Puppe::N,doll,bûk
363,Beutel::N,pouch,kîsik
364,Bündel::N,bundle,pêçek
365,Tasche::N,bag,bêrîk
366,Eimer::N,bucket,dewl
367,Deckel::N,cover,devik
368,Geschirr::N,dishes,ferax
369,Sack::N,sack,tûr
370,Tasse::N,cup,kada
371,Topf::N,pot,beroş
372,Kessel::N,kettle,şîril
373,Essen::N,meal,xwarin
374,Nahrung::N,food,xwarin
375,Speise::N,dish,xwarin
376,Fleisch::N,meat,goşt
377,Getreide::N,corn,zad
378,Brei::N,mush,hewdêl
379,Brot::N,bread,
380,Scheibe::N,slice,parçe
381,Fett::N,fat,rûn
382,Butter::N,butter,rûn
383,Öl::N,oil,rûn
384,Salz::N,salt,xwe
385,Suppe::N,soup,şorbe
386,Honig::N,honey,hingiv
387,Milch::N,milk,şîr
388,Tee::N,tea,çay
389,Leder::N,leather,çerm
390,Wolle::N,wool,herî
391,Stoff::N,cloth,paç
392,Nadel::N,needle,derzî
393,Faden::N,thread,ta
394,Knopf::N,button,bişkok
395,Knoten::N,knot,girêk
396,Farbe::N,paint,boyax
397,Kleidung::N,clothes,çil
398,Hemd::N,shirt,qutik
399,Hemd::N,shirt,miltan
400,Kragen::N,collar,stûvang
401,Ärmel::N,sleeve,hûçik
402,Hose::N,trousers,şewel
403,Gürtel::N,belt,qayiş
404,Mütze::N,cap,fîno
405,Schuh::N,shoe,şêkal
406,Stiefel::N,boot,gizme
407,Stiefel::N,boot,çizme
408,Ring::N,ring,xelek
409,Band::N,ribbon,band
410,Kamm::N,comb,şeh
411,Spiegel::N,mirror,eynik
412,Riemen::N,strap,qayiş
413,Schnur::N,string,doxin
414,Leine::N,leash,şirît
415,Decke::N,blanket,bataniye
416,Kissen::N,pillow,balgî
417,Tuch::N,scarf,şar
418,Handtuch::N,towel,dezmal
419,Kraft::N,force,hêz
420,Kraft::N,force,qewet
421,Stärke::N,strength,xurtî
422,Gesundheit::N,health,nojdarî
423,Krankheit::N,illness,nexweşî
424,Schmerz::N,pain,êş
425,Wunde::N,wound,kul
426,Fieber::N,fever,ta
427,Arznei::N,medicine,derman
428,Brücke::N,bridge,kopî
429,Brunnen::N,well,çal
430,Brunnen::N,well,kani
431,Weide::N,pasture,beyar
432,Pfad::N,path,xaçirek
433,Weg::N,way,rê
434,Straße::N,road,rê
435,Dorf::N,village,gund
436,Stadt::N,town,baçar
437,Brief::N,letter,name
438,Buch::N,book,kitêb
439,Buch::N,book,pirtûk
440,Buchstabe::N,character,herf
441,Zeitung::N,newspaper,rojname
442,Leben::N,life,jiyan
443,Tod::N,death,mirin
444,Grab::N,grave,mezel
445,Kirche::N,church,gilyas
446,Sünde::N,sin,guneh
447,Gott::N,god,xwedê
448,Arbeiter::N,worker,hîşçî
449,Chef::N,boss,bêg
450,Meister::N,master,hoste
451,Arzt::N,doctor,doktor
452,Lehrer::N,teacher,mamoste
453,Geld::N,money,pere
454,Geschäft::N,business,firoşgeh
455,Laden::N,shop,dikan
456,Preis::N,price,buha
457,Ware::N,ware,tişt
458,Nutzen::N,profit,fêde
459,Reichtum::N,wealth,serwet
460,Welt::N,world,dinya
461,Land::N,country,welat
462,Staat::N,state,dewlet
463,König::N,king,şah
464,König::N,king,qral
465,Macht::N,power,qewet
466,Macht::N,power,destihilat
467,Grenze::N,border,kevî
468,Krieg::N,war,çeng
469,Krieg::N,war,sêwaş
470,Feind::N,enemy,dijmin
471,Gewalt::N,violence,zor
472,Kampf::N,fight,şer
473,Bogen[Waffe]::N,bow,kêvan
474,Pfeil::N,arrow,çîrik
475,Gewehr::N,gun,tifing
476,Fehler::N,mistake,şaşî
477,Lüge::N,lie,derew
478,Schaden::N,damage,xisar
479,Unglück::N,misfortune,bêbextî
480,Schuld::N,fault,suç
481,Alter::N,age,temen
482,Schluss::N,conclusion,girtin
483,Zeit::N,time,çax
484,Tag::N,day,roj
485,Morgen::N,morning,sibeh
486,Mittag::N,noon,nîro
487,Abend::N,evening,êvar
488,Nacht::N,night,şev
489,Woche::N,week,heftî
490,Monat::N,month,meh
491,Jahr::N,year,sal
492,Frühling::N,spring,bihar
493,Sommer::N,summer,havîn
494,Herbst::N,autumn,payîz
495,Winter::N,winter,zistan
496,Januar::N,January,çile
497,Februar::N,February,sibat
498,März::N,March,adar
499,April::N,April,nîsan
500,Mai::N,May,gûlan
501,Juni::N,June,hezîran
502,Juli::N,July,tîmeh
503,August::N,August,tebax
504,September::N,September,îlon
505,Oktober::N,October,çotmeh
506,November::N,November,mijdar
507,Dezember::N,December,kanûn
508,Montag::N,Monday,duşemb
509,Dienstag::N,Tuesday,sêşem
510,Mittwoch::N,Wednesday,çarşemb
511,Donnerstag::N,Thursday,pêşemb
512,Freitag::N,Friday,în
513,Samstag::N,Saturday,şemî
514,Sonntag::N,Sunday,yekşemb
515,groß::A,big,mezin
516,klein::A,little,çûçik
517,lang::A,long,dirêj
518,kurz::A,short,kin
519,breit::A,wide,fireh
520,schmal::A,narrow,tenik
521,dicht::A,dense,gir
522,dick[Gegenstand]::A,thick,şîşman
523,dünn::A,thin,zirav
524,fein::A,delicate,tenik
525,fest::A,firm,saxlem
526,flach::A,flat,pahn
527,glatt::A,smooth,dûz
528,glatt::A,smooth,şayîk
529,hart::A,hard,hişk
530,weich::A,soft,nerm
531,rund::A,round,gilover
532,spitz::A,pointed,pîj
533,scharf::A,sharp,tûj
534,stumpf::A,blunt,ne tûj
535,schwer::A,heavy,giran
536,schön::A,beautiful,xweş
537,schön::A,beautiful,xweşik
538,heiß::A,hot,kelandî
539,warm::A,warm,germ
540,kalt::A,cold,sar
541,kühl::A,cool,jemîrî
542,frisch::A,fresh,ter
543,feucht::A,damp,şil
544,nass::A,wet,şilek
545,trocken::A,dry,zuwa
546,voll::A,full,tijî
547,leer::A,empty,vala
548,offen::A,open,vekirî
549,geschlossen::A,closed,asê
550,sauber::A,clean,pakij
551,schmutzig::A,dirty,lewitî
552,roh::A,raw,xav
553,reif::A,ripe,gihaştî
554,lecker::A,delicious,xweş
555,süß::A,sweet,şîrîn
556,bitter::A,bitter,tahl
557,sauer::A,sour,tirş
558,hell::A,bright,ronî
559,dunkel::A,dark,tarî
560,schwarz::A,black,reş
561,weiß::A,white,sipî
562,rot::A,red,sor
563,gelb::A,yellow,zer
564,blau::A,blue,şîn
565,grün::A,green,şîn
566,grau::A,grey,gewr
567,bunt::A,colourful,rengîn
568,bunt::A,colorful,rengîn
569,billig::A,cheap,erzan
570,teuer::A,dear,biha
571,wertvoll::A,precious,hêja
572,wertvoll::A,precious,giranbiha
573,blind::A,blind,kor
574,taub::A,deaf,kerr
575,kräftig::A,powerful,gir
576,kräftig::A,powerful,xurt
577,stark::A,strong,xurt
578,schwach::A,weak,kesad
579,fett::A,fat,qelew
580,schlank::A,slim,zirav
581,hübsch::A,pretty,xweşik
582,böse::A,evil,xerab
583,böse::A,evil,aciz
584,dumm::A,stupid,gêj
585,faul::A,lazy,têmbêl
586,fleißig::A,diligent,jêhatî
587,geizig::A,stingy,destgirtî
588,klug::A,clever,baqil
589,geschickt::A,skilful,zîrek
590,geschickt::A,skilful,ziring
591,geschickt::A,skillful,zîrek
592,geschickt::A,skillful,ziring
593,lieb::A,dear,delal
594,lustig::A,merry,kêfxweş
595,sanft::A,gentle,nazenîn
596,hungrig::A,hungry,birçî
597,krank::A,sick,nexweş
598,nackt::A,naked,rût
599,nackt::A,naked,tazî
600,traurig::A,sad,xemgîn
601,lebendig::A,living,bisaxî
602,gut::A,good,baş
603,schlecht::A,bad,xerab
604,richtig::A,correct,rast
605,richtig::A,correct,saxlem
606,schlimm::A,nasty,nebaş
607,wahr::A,true,rast
608,alt::A,old,pîr
609,alt::A,old,kevn
610,neu::A,new,nû
611,ehemalig::A,former,kevnar
612,ehemalig::A,former,peşidar
613,alt[Lebewesen]::A,aged,pîr
614,jung::A,young,xort
615,arm::A,poor,feqîr
616,arm::A,poor,desteng
617,reich::A,rich,dewlemend
618,bekannt::A,familiar,naskirî
619,berühmt::A,famous,navdar
620,fremd::A,foreign,xerîb
621,verschieden::A,different,çîhê
622,nah::A,near,nêzîk
623,fern::A,far,dûr
624,linker::A,left,çepê
625,rechter::A,right,rastê
626,anderer::A,other,yê din
627,erster::A,first,yekemîn
628,zweiter::A,second,duda
629,dritter::A,third,sisêya
630,letzter::A,last,paşîn
631,allein::ADV,alone,tenê
632,auf einmal::ADV,at once,jar kê
633,zusammen::ADV,together,tev
634,zusammen::ADV,together,bi hev re
635,lange::ADV,long,dirêj
636,plötzlich::ADV,suddenly,ji nişkave
637,sofort::ADV,instantly,yekser
638,später::ADV,later,paşiyê
639,jetzt::ADV,now,nuha
640,heute::ADV,today,îro
641,morgen::ADV,tomorrow,sibeh
642,bald::ADV,soon,nêzîk
643,dann::ADV,then,paşê
644,gestern::ADV,yesterday,do
645,einst::ADV,once,jar ke
646,damals::ADV,at that time,hîngî
647,danach::ADV,afterwards,piştra
648,vorher::ADV,before,pîşî
649,zuerst::ADV,at first,bere
650,einmal::ADV,once,çarik
651,manchmal::ADV,sometimes,çarna
652,oft::ADV,often,gelek çaran
653,immer::ADV,always,daîm
654,niemals::ADV,never,tu çar
655,hier::ADV,here,li vir
656,hierhin::ADV,hither,vir
657,hierhin::ADV,to here,vir
658,hierhin::ADV,here,vir
659,von hier::ADV,hence,ji vir
660,dort::ADV,there,li wê derê
661,dorthin::ADV,thither,wêda
662,dorthin::ADV,there,wêda
663,dorthin::ADV,to there,wêda
664,geradeaus::ADV,ahead,rastê rast
665,vorwärts::ADV,forward,ber bi pêş
666,rückwärts::ADV,backward,paşpê
667,zurück::ADV,back,paşdo
668,zurück::ADV,back,paşvê
669,unten::ADV,below,jêrî
670,hinab::ADV,down,berjêr
671,oben::ADV,above,banî
672,hinauf::ADV,up,banî
673,überall::ADV,everywhere,li her derê
674,nicht::ADV,not,ne
675,nicht::ADV,not,nîn
676,nicht::ADV,not,tine
677,ein wenig::ADV,a little,hebkî
678,kaum::ADV,hardly,tema
679,kaum::ADV,hardly,himangi
680,sehr::ADV,very,gelek
681,so::ADV,so,weha
682,noch::ADV,still,hêj
683,noch::ADV,still,dîsa
684,nur::ADV,only,tenê
685,nur::ADV,only,bes
686,schon::ADV,already,hew
687,wieder::ADV,again,jar din
688,wieder::ADV,again,dîsa
689,vergebens::ADV,in vain,deya çun
690,vergebens::ADV,in vain,îfleh bûn
691,vor::PRP,in front of,li ber
692,hinter::PRP,behind,li pişt
693,unter::PRP,under,li bin
694,durch::PRP,through,kura
695,neben::PRP,next to,li ba
696,zwischen::PRP,between,nabeyne
697,zwischen::PRP,between,di nav...da
698,wegen::PRP,because of,ji bo
699,wegen::PRP,because of,ji ber
700,dies::PRN,this,ev
701,das::PRN,that,ev
702,alles::PRN,everything,hemû
703,ich::PRN,I,ez
704,du::PRN,you,tu
705,du::PRN,thou,tu
706,er::PRN,he,wî
707,wir::PRN,we,êm
708,ihr::PRN,you,hûn
709,sie::PRN,they,we
710,was::FPRN,what,çi
711,wer::FPRN,who,ki
712,wo::FADV,where,li ku dere
713,wohin::FADV,where ... to,li ku dere
714,wohin::FADV,where to,li ku dere
715,wohin::FADV,where,li ku dere
716,wie::FADV,how,çawa
717,warum::FADV,why,çima
718,wieviel::FNUM,how much,çend
719,eins::NUM,one,yek
720,zwei::NUM,two,didu
721,drei::NUM,three,sisê
722,vier::NUM,four,çar
723,fünf::NUM,five,penç
724,sechs::NUM,six,şeş
725,sieben::NUM,seven,heft
726,acht::NUM,eight,heşt
727,neun::NUM,nine,neh
728,zehn::NUM,ten,deh
729,elf::NUM,eleven,yazdeh
730,zwölf::NUM,twelve,diwazdeh
731,zwanzig::NUM,twenty,bîst
732,dreißig::NUM,thirty,sih
733,vierzig::NUM,forty,çil
734,fünfzig::NUM,fifty,pençi
735,sechzig::NUM,sixty,şêst
736,siebzig::NUM,seventy,heftê
737,achtzig::NUM,eighty,heştê
738,neunzig::NUM,ninety,nod
739,hundert::NUM,a hundred,sêd
740,tausend::NUM,a thousand,hezar
741,und::CNJ,and,û
742,oder::CNJ,or,an
743,oder::CNJ,or,yan
744,stehen::V,stand,sekinîn
745,sitzen::V,sit,rûniştin
746,liegen::V,lie,paldan
747,hängen::V,hang,darve kirin
748,werden::V,become,bûn
749,passieren::V,happen,hatin holê
750,passieren::V,happen,hatin serê kesî
751,beginnen::V,begin,li dest pêkirin
752,enden::V,end,xalas bû
753,wechseln::V,change,guherandin
754,wechseln::V,change,dêgiş kirin
755,aufgehen[Sonne]::V,rise,hilatin
756,untergehen[Sonne]::V,set,çun ava
757,scheinen[Sonne]::V,shine,şewk de
758,donnern::V,thunder,gire-gir
759,wehen::V,blow,ba le de
760,strömen::V,stream,xwe girtin
761,fließen::V,flow,herikîn
762,sich drehen::V,revolve,xwe zivirandin
763,schwanken::V,sway,hejandin
764,schwingen::V,swing,libakirin
765,fallen::V,fall,ketin
766,brennen::V,burn,şewitîn
767,rauchen::V,smoke,kişandin
768,regnen::V,rain,bahran tê
769,gefrieren::V,freeze,qefilandin
770,tauen::V,thaw,helandin
771,schmelzen::V,melt,helandin
772,trocknen::V,dry,zuwabûn
773,sieden::V,boil,kelîn
774,faulen::V,rot,xerabûn
775,verfaulen::V,decay,xerabûn
776,reißen::V,snap,jêkirin
777,versinken::V,sink,xerq bûn
778,vergehen::V,pass,derbas bûn
779,erscheinen::V,appear,peyda bûn
780,verschwinden::V,disappear,wendabûn
781,sinken::V,drop,noq bûn
782,abnehmen::V,decrease,kêm bûn
783,zunehmen::V,increase,qelew bûn
784,steigen::V,rise,hildan
785,wachsen::V,grow,mezin bûn
786,glänzen::V,shine,biriqîn
787,funkeln::V,sparkle,çikisîn
788,lärmen::V,be noisy,guşîn
789,läuten::V,chime,lê de
790,klingeln::V,ring,sîl dan
791,klingeln::V,ring,ringerin
792,klirren::V,tinkle,zingzing hat
793,brausen::V,roar,guşîn
794,rauschen::V,rustle,guşîn
795,klingen::V,sound,deng pe ketin
796,bellen::V,bark,kewtîn
797,heulen::V,howl,ûrîn
798,blasen::V,blow,puf kirin
799,pfeifen::V,whistle,fîkandin
800,schreien::V,shout,qîrîn
801,stöhnen::V,groan,nalîn
802,zittern::V,tremble,hejîn
803,leben::V,be alive,jihîn
804,geboren werden::V,be born,hatin dinyê
805,geboren werden::V,be born,bûn
806,atmen::V,breathe,hilmijîn
807,trinken::V,drink,vexwarin
808,essen::V,eat,xwarin
809,schlucken::V,swallow,daqulbandin
810,müde werden::V,get tired,betilîln
811,müde werden::V,get tired,qerimîn
812,einschlafen::V,fall asleep,razan
813,schlafen::V,sleep,razan
814,schlafen::V,sleep,razandin
815,aufwachen::V,wake up,şiyarbûn
816,aufstehen::V,get up,rabûn
817,sich erholen::V,relax,baş bûn
818,krank werden::V,fall ill,nexweş kêt
819,krank sein::V,be ill,nexweş bû
820,schmerzen::V,ache,êşandin
821,husten::V,cough,kuxin
822,genesen::V,recover,baş bûn
823,sterben::V,die,mirin
824,umkommen::V,perish,mirin
825,sich bewegen::V,move,leqîn
826,sich rühren::V,budge,leqîn
827,sich erheben::V,stand up,rabûn
828,sich setzen::V,sit down,runiştin
829,hinfallen::V,tumble,kêtin
830,laufen::V,walk,meşîn
831,schreiten::V,pace,meşkirin
832,spazierengehen::V,go for a walk,gerandin
833,eilen::V,rush,lezandin
834,sich beeilen::V,hurry,zûkirin
835,sausen::V,dash,fîzîn
836,rennen::V,run,baz dan
837,springen::V,jump,hilpekîn
838,klettern::V,climb,hilperikîn
839,schaukeln::V,seesaw,lorandin
840,kriechen::V,creep,xuşandin
841,schwimmen::V,swim,avjenîn
842,tauchen::V,dive,qutxuyardin
843,tauchen::V,dive,noqîn
844,rudern::V,row,qaîq ajotin
845,fahren::V,drive,ajotin
846,fliegen::V,fly,firîn
847,gehen::V,go,çûn
848,weggehen::V,go away,çûn
849,abfahren::V,depart,çûyin
850,anhalten::V,stop,rawestîn
851,hineingehen::V,go in,ketin hundir
852,eintreten::V,enter,têketin
853,kommen::V,come,hatin
854,ankommen::V,arrive,gihan
855,ankommen::V,arrive,gihîştin
856,zurückkommen::V,come back,vegerandin
857,bleiben::V,stay,sekinîn
858,warten::V,wait,payîn
859,erwarten::V,wait for,payîn
