,Concept_ID,ku,he
364,Gabel::N,çetel,מזלג
365,Löffel::N,kevçî,כף
366,Messer::N,kêr,סכין
367,Nagel::N,bizmar,מסמר
368,Netz::N,tor,רשת
369,Haken::N,çenqel,וו
370,Haken::N,çenqel,קרס
371,Griff::N,destî,ידית
372,Schloss::N,qonax,מנעול
373,Bild::N,dimen,תמונה
374,Figur::N,figûr,פסל
375,Puppe::N,bûk,בבה
376,Beutel::N,kîsik,שק
377,Bündel::N,pêçek,צרור
378,Tasche::N,bêrîk,שקית
379,Eimer::N,dewl,דלי
380,Deckel::N,devik,מכסה
381,Geschirr::N,ferax,כלים
382,Sack::N,tûr,שק
383,Tasse::N,kada,ספל
384,Topf::N,beroş,סיר
385,Kessel::N,şîril,קנקן
386,Essen::N,xwarin,אכל
387,Essen::N,xwarin,ארוחה
388,Nahrung::N,xwarin,הזנה
389,Nahrung::N,xwarin,תזונה
390,Speise::N,xwarin,מאכל
391,Speise::N,xwarin,ארוחה
392,Fleisch::N,goşt,בשר
393,Getreide::N,zad,דגן
394,Brei::N,hewdêl,מחית
395,Brot::N,,לחם
396,Scheibe::N,parçe,עגול
397,Scheibe::N,parçe,פרוסה
398,Fett::N,rûn,שמן
399,Butter::N,rûn,חמאה
400,Öl::N,rûn,שמן
401,Salz::N,xwe,מלח
402,Suppe::N,şorbe,מרק
403,Honig::N,hingiv,דבש
404,Milch::N,şîr,חלב
405,Tee::N,çay,תה
406,Leder::N,çerm,עור
407,Wolle::N,herî,צמר
408,Stoff::N,paç,בד
409,Stoff::N,paç,אריג
410,Nadel::N,derzî,מחט
411,Faden::N,ta,חוט
412,Knopf::N,bişkok,כפתור
413,Knoten::N,girêk,קשר
414,Farbe::N,boyax,צבע
415,Kleidung::N,çil,בגדים
416,Hemd::N,qutik,חלצה
417,Hemd::N,miltan,חלצה
418,Kragen::N,stûvang,צוארון
419,Ärmel::N,hûçik,שרוול
420,Hose::N,şewel,מכנסים
421,Gürtel::N,qayiş,חגורה
422,Mütze::N,fîno,כובע
423,Schuh::N,şêkal,נעל
424,Stiefel::N,gizme,מגף
425,Stiefel::N,çizme,מגף
426,Ring::N,xelek,טבעת
427,Band::N,band,סרט
428,Kamm::N,şeh,מסרק
429,Spiegel::N,eynik,מראה
430,Riemen::N,qayiş,רצועה
431,Schnur::N,doxin,חבל
432,Leine::N,şirît,מושכות
433,Decke::N,bataniye,שמיכה
434,Kissen::N,balgî,כרית
435,Tuch::N,şar,צעיף
436,Handtuch::N,dezmal,מגבת
437,Kraft::N,hêz,כוח
438,Kraft::N,qewet,כוח
439,Stärke::N,xurtî,און
440,Gesundheit::N,nojdarî,בריאות
441,Krankheit::N,nexweşî,מחלה
442,Schmerz::N,êş,כאב
443,Wunde::N,kul,פציעה
444,Fieber::N,ta,חם
445,Arznei::N,derman,תרופה
446,Brücke::N,kopî,גשר
447,Brunnen::N,çal,באר
448,Brunnen::N,kani,באר
449,Weide::N,beyar,אחו
450,Weide::N,beyar,מרעה
451,Pfad::N,xaçirek,שביל
452,Pfad::N,xaçirek,מדרכה
453,Weg::N,rê,דרך
454,Straße::N,rê,כביש
455,Dorf::N,gund,כפר
456,Stadt::N,baçar,עיר
457,Brief::N,name,מכתב
458,Buch::N,kitêb,ספר
459,Buch::N,pirtûk,ספר
460,Buchstabe::N,herf,אות
461,Zeitung::N,rojname,עתון
462,Leben::N,jiyan,חיים
463,Tod::N,mirin,מות
464,Grab::N,mezel,קבר
465,Kirche::N,gilyas,כנסיה
466,Sünde::N,guneh,חטא
467,Gott::N,xwedê,אל
468,Arbeiter::N,hîşçî,פועל
469,Chef::N,bêg,ראש
470,Chef::N,bêg,מנהל
471,Meister::N,hoste,ממחה
472,Arzt::N,doktor,רופא
473,Lehrer::N,mamoste,מורה
474,Geld::N,pere,כסף
475,Geschäft::N,firoşgeh,עסקה
476,Laden::N,dikan,חנות
477,Preis::N,buha,מחיר
478,Ware::N,tişt,סחורה
479,Nutzen::N,fêde,תועלת
480,Reichtum::N,serwet,עשר
481,Welt::N,dinya,עולם
482,Land::N,welat,ארץ
483,Staat::N,dewlet,מדינה
484,König::N,şah,מלך
485,König::N,qral,מלך
486,Macht::N,qewet,כוח
487,Macht::N,destihilat,כוח
488,Grenze::N,kevî,גבול
489,Krieg::N,çeng,מלחמה
490,Krieg::N,sêwaş,מלחמה
491,Feind::N,dijmin,אויב
492,Gewalt::N,zor,אלימות
493,Kampf::N,şer,קרב
494,Kampf::N,şer,לחימה
495,Bogen[Waffe]::N,kêvan,קשת
496,Pfeil::N,çîrik,חץ
497,Gewehr::N,tifing,רובה
498,Fehler::N,şaşî,טעות
499,Lüge::N,derew,שקר
500,Schaden::N,xisar,נזק
501,Unglück::N,bêbextî,מזל רע
502,Schuld::N,suç,אשמה
503,Alter::N,temen,גיל
504,Schluss::N,girtin,סיום
505,Zeit::N,çax,זמן
506,Tag::N,roj,יום
507,Morgen::N,sibeh,בקר
508,Mittag::N,nîro,צהרים
509,Abend::N,êvar,ערב
510,Nacht::N,şev,לילה
511,Woche::N,heftî,שבוע
512,Monat::N,meh,חדש
513,Jahr::N,sal,שנה
514,Frühling::N,bihar,אביב
515,Sommer::N,havîn,קיץ
516,Herbst::N,payîz,סתו
517,Winter::N,zistan,חרף
518,Januar::N,çile,ינואר
519,Februar::N,sibat,פברואר
520,März::N,adar,מרץ
521,April::N,nîsan,אפריל
522,Mai::N,gûlan,מאי
523,Juni::N,hezîran,יוני
524,Juli::N,tîmeh,יולי
525,August::N,tebax,אוגוסט
526,September::N,îlon,ספטמבר
527,Oktober::N,çotmeh,אוקטובר
528,November::N,mijdar,נובמבר
529,Dezember::N,kanûn,דצמבר
530,Montag::N,duşemb,יום שני
531,Dienstag::N,sêşem,יום שלישי
532,Mittwoch::N,çarşemb,יום רביעי
533,Donnerstag::N,pêşemb,יום חמישי
534,Freitag::N,în,יום ששי
535,Samstag::N,şemî,יום שבת
536,Sonntag::N,yekşemb,יום ראשון
537,groß::A,mezin,גדול
538,klein::A,çûçik,קטן
539,lang::A,dirêj,ארך
540,kurz::A,kin,קצר
541,breit::A,fireh,רחב
542,schmal::A,tenik,צר
543,dicht::A,gir,צפוף
544,dick[Gegenstand]::A,şîşman,עבה
545,dünn::A,zirav,דק
546,fein::A,tenik,מעדן
547,fest::A,saxlem,מוצק
548,flach::A,pahn,שטוח
549,glatt::A,dûz,חלק
550,glatt::A,şayîk,חלק
551,hart::A,hişk,קשיח
552,weich::A,nerm,רך
553,rund::A,gilover,עגל
554,spitz::A,pîj,חד
555,scharf::A,tûj,חד
556,stumpf::A,ne tûj,קהה
557,schwer::A,giran,כבד
558,schön::A,xweş,יפה
559,schön::A,xweşik,יפה
560,heiß::A,kelandî,חם
561,warm::A,germ,חם
562,kalt::A,sar,קר
563,kühl::A,jemîrî,צונן
564,frisch::A,ter,טרי
565,feucht::A,şil,לח
566,nass::A,şilek,רטוב
567,trocken::A,zuwa,יבש
568,voll::A,tijî,מלא
569,leer::A,vala,ריק
570,offen::A,vekirî,פתוח
571,geschlossen::A,asê,סגור
572,sauber::A,pakij,נקי
573,schmutzig::A,lewitî,מלכלך
574,roh::A,xav,חי
575,reif::A,gihaştî,בשל
576,lecker::A,xweş,טעים
577,süß::A,şîrîn,מתוק
578,bitter::A,tahl,מר
579,sauer::A,tirş,חמוץ
580,hell::A,ronî,בהיר
581,dunkel::A,tarî,עמום
582,schwarz::A,reş,שחר
583,weiß::A,sipî,לבן
584,rot::A,sor,אדם
585,gelb::A,zer,צהב
586,blau::A,şîn,כחל
587,grün::A,şîn,ירק
588,grau::A,gewr,אפר
589,bunt::A,rengîn,צבעוני
590,billig::A,erzan,זול
591,teuer::A,biha,יקר
592,wertvoll::A,hêja,יקר ערך
593,wertvoll::A,giranbiha,יקר ערך
594,blind::A,kor,עור
595,taub::A,kerr,חרש
596,kräftig::A,gir,חסן
597,kräftig::A,xurt,חסן
598,stark::A,xurt,חזק
599,schwach::A,kesad,חלש
600,fett::A,qelew,שמן
601,schlank::A,zirav,רזה
602,hübsch::A,xweşik,יפה תאר
603,böse::A,xerab,רשע
604,böse::A,aciz,רשע
605,dumm::A,gêj,טפש
606,faul::A,têmbêl,עצלן
607,fleißig::A,jêhatî,חרוץ
608,geizig::A,destgirtî,קמצן
609,klug::A,baqil,נבון
610,klug::A,baqil,פקח
611,geschickt::A,zîrek,מימן
612,geschickt::A,ziring,מימן
613,lieb::A,delal,יקר
614,lieb::A,delal,אהוב
615,lustig::A,kêfxweş,עליז
616,sanft::A,nazenîn,עדין
617,hungrig::A,birçî,רעב
618,krank::A,nexweş,חולה
619,nackt::A,rût,ערום
620,nackt::A,tazî,ערום
621,traurig::A,xemgîn,עצוב
622,lebendig::A,bisaxî,חי
623,gut::A,baş,טוב
624,schlecht::A,xerab,גרוע
625,richtig::A,rast,נכון
626,richtig::A,saxlem,נכון
627,schlimm::A,nebaş,רע
628,wahr::A,rast,אמתי
629,alt::A,pîr,ישן
630,alt::A,kevn,ישן
631,neu::A,nû,חדש
632,ehemalig::A,kevnar,לשעבר
633,ehemalig::A,peşidar,לשעבר
634,alt[Lebewesen]::A,pîr,זקן
635,jung::A,xort,צעיר
636,arm::A,feqîr,עני
637,arm::A,desteng,עני
638,reich::A,dewlemend,עשיר
639,bekannt::A,naskirî,ידוע
640,berühmt::A,navdar,מפרסם
641,fremd::A,xerîb,זר
642,verschieden::A,çîhê,שונה
643,nah::A,nêzîk,קרוב
644,fern::A,dûr,רחוק
645,linker::A,çepê,שמאלי
646,rechter::A,rastê,ימין
647,anderer::A,yê din,אחר
648,erster::A,yekemîn,ראשון
649,zweiter::A,duda,שני
650,dritter::A,sisêya,שלישי
651,letzter::A,paşîn,אחרון
652,allein::ADV,tenê,לבד
653,auf einmal::ADV,jar kê,בו-זמנית
654,zusammen::ADV,tev,ביחד
655,zusammen::ADV,bi hev re,ביחד
656,lange::ADV,dirêj,הרבה זמן
657,plötzlich::ADV,ji nişkave,לפתע
658,plötzlich::ADV,ji nişkave,פתאום
659,sofort::ADV,yekser,מיד
660,später::ADV,paşiyê,לאחר זמן
661,später::ADV,paşiyê,יותר מאחר
662,jetzt::ADV,nuha,עכשיו
663,heute::ADV,îro,היום
664,morgen::ADV,sibeh,מחר
665,bald::ADV,nêzîk,בקרוב
666,dann::ADV,paşê,אחר-כך
667,gestern::ADV,do,אתמול
668,einst::ADV,jar ke,לפנים
669,damals::ADV,hîngî,אז
670,danach::ADV,piştra,אחר-כך
671,vorher::ADV,pîşî,לפני זה
672,zuerst::ADV,bere,קדם
673,einmal::ADV,çarik,פעם
674,manchmal::ADV,çarna,לפעמים
675,oft::ADV,gelek çaran,לעתים קרובות
676,immer::ADV,daîm,תמיד
677,niemals::ADV,tu çar,אף פעם
678,hier::ADV,li vir,כאן
679,hierhin::ADV,vir,פה
680,von hier::ADV,ji vir,מפה
681,dort::ADV,li wê derê,שם
682,dorthin::ADV,wêda,שם
683,geradeaus::ADV,rastê rast,ישר
684,vorwärts::ADV,ber bi pêş,קדימה
685,rückwärts::ADV,paşpê,לאחור
686,zurück::ADV,paşdo,בחזרה
687,zurück::ADV,paşdo,אחורנית
688,zurück::ADV,paşvê,בחזרה
689,zurück::ADV,paşvê,אחורנית
690,unten::ADV,jêrî,למטה
691,hinab::ADV,berjêr,למטה
692,oben::ADV,banî,מעל
693,oben::ADV,banî,למעלה
694,hinauf::ADV,banî,למעלה
695,überall::ADV,li her derê,בכל מקום
696,nicht::ADV,ne,לא
697,nicht::ADV,nîn,לא
698,nicht::ADV,tine,לא
699,ein wenig::ADV,hebkî,קצת
700,kaum::ADV,tema,בקשי
701,kaum::ADV,himangi,בקשי
702,sehr::ADV,gelek,מאוד
703,so::ADV,weha,כך
704,so::ADV,weha,ככה
705,noch::ADV,hêj,עוד
706,noch::ADV,hêj,עדין
707,noch::ADV,dîsa,עוד
708,noch::ADV,dîsa,עדין
709,nur::ADV,tenê,רק
710,nur::ADV,bes,רק
711,schon::ADV,hew,כבר
712,wieder::ADV,jar din,שוב
713,wieder::ADV,dîsa,שוב
714,vergebens::ADV,deya çun,לריק
715,vergebens::ADV,deya çun,לשוא
716,vergebens::ADV,îfleh bûn,לריק
717,vergebens::ADV,îfleh bûn,לשוא
718,vor::PRP,li ber,מול
719,hinter::PRP,li pişt,מאחורי
720,unter::PRP,li bin,מתחת
721,durch::PRP,kura,דרך
722,neben::PRP,li ba,ליד
723,neben::PRP,li ba,על-יד
724,zwischen::PRP,nabeyne,בין
725,zwischen::PRP,di nav...da,בין
726,wegen::PRP,ji bo,בשל
727,wegen::PRP,ji bo,בגלל
728,wegen::PRP,ji ber,בשל
729,wegen::PRP,ji ber,בגלל
730,dies::PRN,ev,זה
731,das::PRN,ev,זה
732,alles::PRN,hemû,הכל
733,ich::PRN,ez,אני
734,du::PRN,tu,את
735,du::PRN,tu,אתה
736,er::PRN,wî,הוא
737,wir::PRN,êm,אנחנו
738,ihr::PRN,hûn,לה
739,sie::PRN,we,הם
740,was::FPRN,çi,מה
741,wer::FPRN,ki,מי
742,wo::FADV,li ku dere,איפה
743,wohin::FADV,li ku dere,לאן
744,wie::FADV,çawa,איך
745,warum::FADV,çima,למה
746,wieviel::FNUM,çend,כמה
747,eins::NUM,yek,אחד
748,zwei::NUM,didu,שתים
749,drei::NUM,sisê,שלושה
750,vier::NUM,çar,ארבעה
751,fünf::NUM,penç,חמשה
752,sechs::NUM,şeş,ששה
753,sieben::NUM,heft,שבעה
754,acht::NUM,heşt,שמונה
755,neun::NUM,neh,תשעה
756,zehn::NUM,deh,עשרה
757,elf::NUM,yazdeh,אחת עשרה
758,zwölf::NUM,diwazdeh,שתים עשרה
759,zwanzig::NUM,bîst,עשרים
760,dreißig::NUM,sih,שלושים
761,vierzig::NUM,çil,ארבעים
762,fünfzig::NUM,pençi,חמשים
763,sechzig::NUM,şêst,ששים
764,siebzig::NUM,heftê,שבעים
765,achtzig::NUM,heştê,שמונים
766,neunzig::NUM,nod,תשעים
767,hundert::NUM,sêd,מאה
768,tausend::NUM,hezar,אלף
769,und::CNJ,û,ו
770,oder::CNJ,an,או
771,oder::CNJ,yan,או
772,stehen::V,sekinîn,עמד
773,sitzen::V,rûniştin,ישב
774,liegen::V,paldan,שכב
775,hängen::V,darve kirin,היה תלוי
776,werden::V,bûn,הפך ל
777,passieren::V,hatin holê,קרה
778,passieren::V,hatin serê kesî,קרה
779,beginnen::V,li dest pêkirin,התחיל
780,enden::V,xalas bû,הסתים
781,wechseln::V,guherandin,השתנה
782,wechseln::V,dêgiş kirin,השתנה
783,aufgehen[Sonne]::V,hilatin,זרח
784,untergehen[Sonne]::V,çun ava,שקע
785,scheinen[Sonne]::V,şewk de,בהק
786,donnern::V,gire-gir,רעם
787,wehen::V,ba le de,נשב
788,strömen::V,xwe girtin,זרם
789,fließen::V,herikîn,זרם
790,sich drehen::V,xwe zivirandin,הסתובב
791,schwanken::V,hejandin,התנודד
792,schwingen::V,libakirin,התנענע
793,fallen::V,ketin,נפל
794,brennen::V,şewitîn,בער
795,rauchen::V,kişandin,עשן
796,regnen::V,bahran tê,ירד גשם
797,gefrieren::V,qefilandin,קפא
798,tauen::V,helandin,נמס
799,schmelzen::V,helandin,התיך
800,trocknen::V,zuwabûn,התיבש
801,sieden::V,kelîn,רתח
