,Concept_ID,mdf,kv
57,Geschmack::N,таньф,кӧр
58,Geruch::N,шине,дук
59,Schlaf::N,удома́,он
60,Traum::N,он,вӧт
61,Himmel::N,менель,небо
62,Sonne::N,ши,шондi
63,Mond::N,ков,тӧлiсь
64,Stern::N,тяште,кӧдзыв
65,Luft::N,кожф,ру
66,Wind::N,варма,тӧв
67,Welle::N,тавла,гы
68,Wasser::N,ведь,ва
69,Stein::N,кев,из
70,Boden::N,мода,му
71,Boden::N,потмакс,му
72,Erde::N,мода,му
73,Erde::N,мастор,му
74,Staub::N,пуль,бус
75,Rauch::N,качам,тшын
76,Funke::N,ця́тка,бичир
77,Feuer::N,тол,би
78,Licht::N,ва́лда,би
79,Schatten::N,цильф,вуджӧр
80,Wetter::N,уша,погоддя
81,Nebel::N,тума́н,туман
82,Wolke::N,ковол,кымӧр
83,Regen::N,пизем,зэр
84,Schnee::N,лов,лым
85,Eis::N,эй,йы
86,Frost::N,ке́льме,мороз
87,Kälte::N,якшама,кӧдзыт
88,Hitze::N,пси,ӧд
89,Raureif::N,леш,кижа
90,Regenbogen::N,а́тямъёнга,енӧшка
91,Donner::N,атям,гым
92,Strömung::N,шудема́,визывтӧм
93,Tropfen::N,путькс,тёп
94,Tropfen::N,пътняфкс,тёп
95,Schaum::N,шов,быг
96,Schmutz::N,ърда́з,нять
97,See::N,эрьхке,ты
98,Sumpf::N,шяй,арай
99,Moor::N,шяй,нюр
100,Wiese::N,луга,видз
101,Wald::N,вирь,вӧр
102,Hügel::N,губо́р,мыльк
103,Hügel::N,пандоня,мыльк
104,Anhöhe::N,губо́р,вывтас
105,Anhöhe::N,губо́р,вылынін
106,Berg::N,панда,керӧс
107,Gipfel::N,пря,йыв
108,Höhle::N,у́нда,нора
109,Abhang::N,па́нда ша́ма,покат
110,Quelle::N,эшиня,больган
111,Bach::N,шудерькс,шор
112,Fluss::N,ляй,ю
113,Ufer::N,търва́,берег
114,Küste::N,ляйтърва́,берег
115,Festland::N,мода,му
116,Meer::N,моря,море
117,Bucht::N,ведьуське,курья
118,Insel::N,цёнга,
119,Blume::N,панчф,цветок
120,Gras::N,тише,турун
121,Wurzel::N,юр,вуж
122,Wurzel::N,ункс,вуж
123,Baum::N,шуфта,пу
124,Stamm::N,ро́нга,мыр
125,Stamm::N,ро́нга,кер
126,Rinde::N,кер,кач
127,Ast::N,морга,ув
128,Zweig::N,тарад,ув
129,Blatt::N,лопа,лист
130,Birke::N,ке́лу,кыдз
131,Kiefer[Baum]::N,пиче,пожум
132,Weide[Baum]::N,каль,бадь
133,Tanne::N,куз,кӧз
134,Horn::N,сюра,сюр
135,Feder::N,толга,гӧн
136,Fell::N,кедь,кучик
137,Flügel::N,паця,борд
138,Klaue::N,кенже,гыж
139,Kralle::N,кенже,кабыр
140,Schwanz::N,пула,бӧж
141,Ei::N,ал,кольть
142,Nest::N,пиза,поз
143,Bau::N,пиза,осьта
144,Bau::N,пиза,нора
145,Tier::N,жува́та,зверь
146,Herde::N,нал,гурт
147,Herde::N,стада,гурт
148,Kuh::N,скал,мӧс
149,Kuh::N,тракс,мӧс
150,Bulle::N,бука,ӧшка
151,Pferd::N,лишме,вӧв
152,Schaf::N,уча́,баля
153,Schwein::N,тува,порсь
154,Hund::N,пине,пон
155,Katze::N,катоня,кань
156,Katze::N,аваката,кань
157,Bär::N,офта,ош
158,Eichhörnchen::N,ур,ур
159,Elch::N,ся́рда,вӧр мӧс
160,Fuchs::N,келазь,руч
161,Hase::N,ну́мол,кӧч
162,Maus::N,шеер,шыр
163,Wolf::N,върьгаз,кӧин
164,Vogel::N,нармонь,кай
165,Schwarm::N,ко́вол,стая
166,Schwarm::N,ко́вол,чукӧр
167,Schwarm::N,ме́швеле,стая
168,Schwarm::N,ме́швеле,чукӧр
169,Huhn::N,сараз,курӧг
170,Hahn::N,а́тякш,петух
171,Hahn::N,а́тякш,ай курӧг
172,Gans::N,маци,дзодзог
173,Adler::N,куцькан,куч
174,Adler::N,куцькан,кутш
175,Ente::N,яксярга,утка
176,Eule::N,ко́рож,тупка
177,Kranich::N,ка́рга,тури
178,Krähe::N,ва́рси,рака
179,Kuckuck::N,ку́ку,кӧк
180,Schwan::N,ло́ксти,юсь
181,Fisch::N,кал,чери
182,Barsch::N,о́кунь,ёкыш
183,Hecht::N,щу́ка,сирпинь
184,Schlange[Tier]::N,куй,змей
185,Wurm::N,сукс,номыр
186,Spinne::N,унжа́,черань
187,Ameise::N,панжам,кӧдзывкар
188,Laus::N,си,ляпа той
189,Mücke::N,ся́ське,ном
190,Fliege::N,кару,гут
191,Schmetterling::N,ме́лав,бабыв
192,Beere::N,и́мож,ягӧд
193,Apfel::N,марь,яблоко
194,Pilz::N,панга,тшак
195,Zwiebel::N,шурьхкя́,грез
196,Saat::N,видьмот,кӧдзыс
197,Korn::N,сёра,сю
198,Heu::N,тише,турун
199,Schale::N,кедь,кыш
200,Schale::N,кедь,киль
201,Grube::N,лотка,яма
202,Falle::N,туфкс,нальк
203,Falle::N,туфкс,кляпча
204,Falle::N,кунда́ма,нальк
205,Falle::N,кунда́ма,кляпча
206,Schlinge::N,килькш,лӧч
207,Spur::N,пильгоки́,туй
208,Asche::N,кулу,пӧим
209,Dreck::N,ърда́з,нять
210,Eisen::N,кшни,кӧрт
211,Gold::N,ока,зарни
212,Gold::N,золота,зарни
213,Silber::N,сия́,язісь
214,Kohle::N,седь,шом
215,Kohle::N,седь,уголь
216,Kohle::N,седьвальмя,шом
217,Kohle::N,седьвальмя,уголь
218,Glas::N,кля́нцек,стекло
219,Lehm::N,сёвонь,сёй
220,Sand::N,шува́р,лыа
221,Mensch::N,ломань,морт
222,Mann::N,аля,мужик
223,Mann::N,цёраломань,мужик
224,Frau::N,ава,инька
225,Kind::N,идь,кага
226,Kind::N,шаба,кага
227,Junge::N,цёраня,зонка
228,Mädchen::N,стирня́,нывкаок
229,Familie::N,тнал,семья
230,Familie::N,семья,семья
231,Großvater::N,атя,дед
232,Großvater::N,щя́тя,дед
233,Großmutter::N,баба,баб
234,Eltern::N,тя́дят-а́лят,ай-мам
235,Vater::N,аля,ай
236,Mutter::N,ава,мам
237,Mutter::N,тядя,мам
238,Sohn::N,цёра,зон
239,Tochter::N,стирь,ныв
240,Bruder::N,дуган,вон
241,Bruder::N,пяльне,вон
242,Schwester::N,ака,сой
243,Schwester::N,сазор,сой
244,Onkel::N,оця,дядь
245,Onkel::N,патя,дядь
246,Onkel::N,щеня́,дядь
247,Tante::N,ака,айӧлӧн сой
248,Tante::N,ака,ичинь
249,Tante::N,щака,айӧлӧн сой
250,Tante::N,щака,ичинь
251,Ehemann::N,мирде,жӧник
252,Ehefrau::N,ърьвя́,инь
253,Freude::N,ке́нярдема,гаж
254,Freude::N,ке́нярдема,радъялӧм
255,Gelächter::N,рахсема,сералӧм
256,Glück::N,паваз,мичлун
257,Kummer::N,ризф,шог
258,Kummer::N,пичефкс,шог
259,Wunsch::N,мяль,мӧдӧм
260,Wunsch::N,мяль,охотитӧм
261,Wunsch::N,таколдома,мӧдӧм
262,Wunsch::N,таколдома,охотитӧм
263,Lust::N,таколдома,охота
264,Geist::N,вайме,лов
265,Gedanke::N,мяль,дума
266,Gedächtnis::N,прявий,тӧдвыв
267,Verstand::N,прявий,вежӧр
268,Sinn::N,ён,ылӧс
269,Grund::N,туфта́л,мог
270,Wahrheit::N,ви́де,правда
271,Wahrheit::N,видеши́,правда
272,Gespräch::N,корхтама,сёрни
273,Märchen::N,ёфкс,сказка
274,Erzählung::N,азкс,висьт
275,Nachricht::N,куля́,юӧр
276,Nachricht::N,куля́,висьталӧм
277,Neuigkeit::N,куля́,новость
278,Name::N,лем,ним
279,Rätsel::N,со́дама ёфкс,загадка
280,Rede::N,вал,сёрни
281,Rede::N,корхтама,сёрни
282,Sprache::N,кяль,кыв
283,Stimme::N,вайгяль,голос
284,Wort::N,вал,кыв
285,Zeichen::N,тя́ште,пас
286,Zeichen::N,тя́штькс,пас
287,Ruf::N,тердема,чуксӧм
288,Ruf::N,тердема,чукӧстӧм
289,Lärm::N,гайф,шум
290,Lärm::N,жалакодома,шум
291,Laut::N,вайгяль,шы
292,Ton::N,вайгяль,гор
293,Lied::N,мора,сьыланкыв
294,Ruhe::N,сетьме,спокой
295,Leute::N,ломатть,йӧз
296,Volk::N,наро́д,йӧз
297,Volk::N,наро́д,народ
298,Arbeit::N,тев,удж
299,Gast::N,и́нжи,гӧсь
300,Gast::N,ко́нак,гӧсь
301,Geschenk::N,казне,гӧснеч
302,Geschenk::N,казне,подарок
303,Spiel::N,налхкома,орсӧм
304,Spiel::N,налхксема,орсӧм
305,Gesellschaft::N,кружок,компания
306,Hilfe::N,лездома,отсӧт
307,Freund::N,я́лга,модз
308,Freund::N,я́лга,дружок
309,Kamerad::N,я́лга,тӧдса
310,Angelegenheit::N,тев,дело
311,Anzahl::N,лувкс,лыд
312,Art::N,вид,пӧлӧс
313,Stück::N,пакш,тор
314,Teil::N,часть,юкӧм
315,Teil::N,пялькс,юкӧм
316,Hälfte::N,пяле,джын
317,Kreis::N,шаркс,круг
318,Kreuz::N,крёз,перна
319,Linie::N,межа,визь
320,Linie::N,китькс,визь
321,Strich::N,межа,кырӧв
322,Abstand::N,ётка,колас
323,Entfernung::N,ётка,ылына
324,Gegend::N,ва́ста,места
325,Gegend::N,перьфпя́ль,места
326,Platz::N,ва́ста,места
327,Ort::N,ва́ста,места
328,Seite::N,пяле,ладор
329,Mitte::N,кучка́,шӧр
330,Gegenstand::N,веща,тор
331,Sache::N,тев,тор
332,Sache::N,веща,тор
333,Rand::N,пе,дор
334,Kante::N,и́рдез,ордлы
335,Ecke::N,ужа,пельӧс
336,Spitze::N,пря,йыв
337,Ende::N,пе,йыв
338,Loch::N,варя,осьта
339,Winkel::N,ужа,пельӧс
340,Muster::N,сёрма,сер
341,Größe::N,серь,ыжда
342,Länge::N,кува́лма,кузя
343,Höhe::N,серь,сувда
344,Höhe::N,серь,вылына
345,Gewicht::N,сталма,сьӧкта
346,Menge::N,лувкс,
347,Haufen::N,мар,куча
348,Reihe::N,ряд,лёдз
349,Boot::N,венеж,пыж
350,Ruder::N,миле,пелыс
351,Schlitten::N,ну́рда,додь
352,Ski::N,сокс,лямпа
353,Lagerfeuer::N,то́лмар,бипур
354,Last::N,канкс,тягота
355,Last::N,сталма,тягота
356,Gang::N,молема,мунӧм
357,Schritt::N,аськолкс,вожмӧв
358,Norden::N,якшама шире,ой
359,Süden::N,ля́мбе ши́ре,лун
360,Westen::N,ши валгома шире,рытвыв
361,Osten::N,шинь стяма шире,асыв
362,Holz::N,вирь,пу
363,Holz::N,шуфта,пу
364,Brett::N,лавця,пӧв
365,Platte::N,плита́,плита
366,Stütze::N,неже,пика
367,Stange::N,олга,зор
368,Stange::N,олга,потш
369,Stock::N,байдек,бедь
370,Stab::N,олгоня,шест
371,Rohr::N,турама,труба
372,Haus::N,куд,керку
373,Heim::N,куд,керку
374,Ofen::N,пянакуд,пӧжавны
375,Fußboden::N,кия́кс,джодж
376,Tisch::N,шра,пызан
377,Tisch::N,моркш,пызан
378,Stuhl::N,стул,стул
379,Wiege::N,нюря́м,зыбка
380,Bett::N,ацам,кровать
381,Regal::N,лавцяланга,джадж
382,Kiste::N,парга,ящик
383,Fenster::N,валмья,ӧшын
384,Tür::N,кенкш,ыбӧс
385,Tor::N,ортат,ворота
386,Zaun::N,перяфкс,забор
387,Dach::N,кудпря,крыша
388,Leiter::N,куцема,лиснич
389,Besen::N,тяльме,рос
390,Spaten::N,ка́йме,зыр
391,Schaufel::N,ко́поня,зыр
392,Schaufel::N,ця́рдом,зыр
393,Gabel::N,ця́нгоня,вила
394,Löffel::N,куцю,пань
395,Messer::N,пеель,пурт
396,Nagel::N,эска,кӧрттув
397,Haken::N,кя́чказ,ем
398,Griff::N,недь,пу
399,Griff::N,кунда́мка,пу
400,Schloss::N,замо́к,замок
401,Bild::N,карти́на,картина
402,Figur::N,ронга-понда,мыгӧр
403,Puppe::N,ня́ка,акань
404,Beutel::N,кяскав,мешӧк
405,Bündel::N,кярьме,нин
406,Tasche::N,кошяльня,сумка
407,Eimer::N,ве́дарка,ведра
408,Deckel::N,тавадкс,вевт
409,Deckel::N,вельхкс,вевт
410,Geschirr::N,кядьге,доз
411,Geschirr::N,кядьге,бекӧрпань
412,Sack::N,кяскав,мешӧк
413,Tasse::N,ша́ваня,бекӧр
414,Topf::N,кавозь,кастрюля
415,Kessel::N,сргавозь,пӧрт
416,Essen::N,ярхцама,сёйӧм
417,Nahrung::N,ярхцампяль,вердан
418,Speise::N,ярхцама,сёян
419,Fleisch::N,пал,яй
420,Fleisch::N,сиволь,яй
421,Getreide::N,сёра,сю
422,Brei::N,ям,каша
423,Brot::N,кши,нянь
424,Scheibe::N,кочам,шӧрӧм
425,Fett::N,куя́,гос
426,Butter::N,вай,ви
427,Öl::N,вай,ви
428,Salz::N,сал,сов
429,Suppe::N,шонгарям,шыд
430,Suppe::N,коршампяль,шыд
431,Honig::N,медь,ма
432,Milch::N,лофца,йӧв
433,Tee::N,чай,чай
434,Leder::N,кедь,кучик
435,Wolle::N,пона,гӧн
436,Stoff::N,котф,дӧра
437,Nadel::N,салмокс,ем
438,Faden::N,сюре,сунис
439,Knopf::N,пуня,кизь
440,Knoten::N,сюлма,узӧв
441,Knoten::N,сюлма,гӧрӧд
442,Farbe::N,архтомбяль,краска
443,Kleidung::N,щам,паськӧм
444,Hemd::N,па́нар,йӧрнӧс
445,Kragen::N,сиве,воротник
446,Ärmel::N,ожа,сос
447,Hose::N,понкст,вешьян
448,Gürtel::N,каркс,йи
449,Mütze::N,вазь,шапка
450,Schuh::N,башма́к,ботинки
451,Stiefel::N,кя́ме,сапог
452,Ring::N,суркс,чунькытш
453,Band::N,керькс,ленточка
454,Band::N,лента,ленточка
455,Kamm::N,сюрьхцем,сынан
456,Spiegel::N,ванома,зеркало
457,Riemen::N,шнань каркс,ремень
458,Schnur::N,пикс,гез
459,Schnur::N,карькскя,гез
460,Leine::N,вядьме,повод
461,Decke::N,вельхкс,одеяло
462,Kissen::N,тоду,подушка
463,Tuch::N,руця́,чышьян
464,Handtuch::N,на́рдама,чышкӧт
465,Kraft::N,вий,прак
466,Stärke::N,вииши,вын
467,Gesundheit::N,шумбраши́,здоровье
468,Krankheit::N,урма́,шог
469,Krankheit::N,сярядема,шог
470,Schmerz::N,маряма,зубыт
471,Wunde::N,керф,рана
472,Fieber::N,маштыкс,лёк тресся
473,Fieber::N,маштыкс,кынтан шогӧт
474,Arznei::N,надо́бья,лекарство
475,Arznei::N,пъчка́фтома,лекарство
476,Brücke::N,седь,пос
477,Brunnen::N,эши,колодец 
478,Weide::N,ванома васта,пода йирсян
479,Pfad::N,ян,туй
480,Pfad::N,киня́,туй
481,Weg::N,ки,туй
482,Straße::N,ки,туй
483,Dorf::N,веле,деревня
484,Stadt::N,ош,город
485,Brief::N,сёрма,гижӧт
486,Buch::N,книга,книга
487,Buchstabe::N,бу́ква,буква
488,Zeitung::N,газе́та,газета
489,Leben::N,эряф,олан
490,Leben::N,эряма,олан
491,Tod::N,кулома́,кулӧм
492,Grab::N,калма,гу
493,Kirche::N,це́рькав,вичку
494,Sünde::N,пежеть,грек
495,Sünde::N,муворкс,грек
496,Gott::N,шкай,ен
497,Arbeiter::N,трудендай,уджалiсь
498,Arbeiter::N,работник,уджалiсь
499,Chef::N,азор,начальник
500,Chef::N,оцюня,начальник
501,Meister::N,мастяр,мастер
502,Arzt::N,врач,врач
503,Arzt::N,доктор,врач
504,Lehrer::N,учи́тель,велӧтісь
505,Geld::N,ярмакт,деньга
506,Geschäft::N,ладяфкс,удж
507,Geschäft::N,ладяф тев,удж
508,Laden::N,ла́вка,магазин
509,Preis::N,питне,дон
510,Ware::N,миф,товар
511,Ware::N,ра́маф,товар
512,Nutzen::N,пара,путь
513,Nutzen::N,лезкс,путь
514,Reichtum::N,ко́зяши,богатство
515,Welt::N,свет,му
516,Land::N,мастор,страна
517,Staat::N,государства,государство
518,König::N,король,кан
519,Macht::N,азорондама,власть
520,Macht::N,азорксши,власть
521,Grenze::N,ёткаян,граница
522,Krieg::N,война́,война
523,Feind::N,душман,враг
524,Feind::N,каршек тюри,враг
525,Gewalt::N,наругама,
526,Kampf::N,тюрема́,нярасьӧм
527,Kampf::N,тюрема́,вермасьӧм
528,Bogen[Waffe]::N,нал,лук
529,Pfeil::N,нал,ньӧв
530,Gewehr::N,винто́вка,ружьё
531,Fehler::N,эльбядькс,ошибка
532,Lüge::N,васькафнема,ылӧтӧм
533,Lüge::N,васькафнема,пӧрьялӧм
534,Schaden::N,зия́н,лёк
535,Unglück::N,зия́н,пик
536,Unglück::N,зия́н,оказзё
537,Schuld::N,муворши,вина
538,Alter::N,эряф кизот,
539,Alter::N,эряфонь пинге,
540,Schluss::N,пе,ком
541,Zeit::N,пинге,кад
542,Tag::N,ши,лун
543,Morgen::N,шобдава,асыв
544,Mittag::N,шикучка,луншӧр кад
545,Abend::N,иля́дь,рыт
546,Nacht::N,ве,ой
547,Woche::N,недя́ля,неделя
548,Monat::N,ков,тӧлicь
549,Jahr::N,киза,год
550,Frühling::N,тунда́,тулыс
551,Sommer::N,киза,гожум
552,Herbst::N,сёксе,ар
553,Winter::N,тяла,тӧв
554,Januar::N,кельмеков,январ
555,Februar::N,уфайков,февраль
556,März::N,марайков,март
557,April::N,шудиков,апрель
558,Mai::N,панжиков,май
559,Juni::N,лямбеков,юнь
560,Juli::N,псиков,юль
561,August::N,сёроньков,август
562,September::N,тюжягов,сентяб
563,Oktober::N,кельмазаков,октяб
564,November::N,эйндамков,нояб
565,Dezember::N,кучкаков,декаб
566,Montag::N,одговши,вильлун
567,Dienstag::N,ша́вши,мӧдӧдзлун
568,Mittwoch::N,вержи,шӧрлун
569,Donnerstag::N,шува́ланя,нёльӧдзлун
570,Freitag::N,пя́денця,витӧдзлун
571,Samstag::N,ёткши,пывсянлун
572,Sonntag::N,таргоши,кресення
573,groß::A,оцю,ыджыт
574,klein::A,ёмла,учӧтик
575,lang::A,кува́ка,кузь
576,kurz::A,нюрьхкя́ня,дженыт
577,breit::A,кели,ота
578,schmal::A,тяйня,векнит
579,dicht::A,сиде,тшӧк
580,dicht::A,туста,тшӧк
581,dick[Gegenstand]::A,эчке,кыз
582,dünn::A,шува́ня,вӧснит
583,fein::A,шува́ня,вӧснит
584,fest::A,кеме,крепыт
585,flach::A,лапш,лапкӧса
586,glatt::A,вадяв,волькыт
587,glatt::A,такор,волькыт
588,hart::A,калгода,чӧрыт
589,weich::A,ляпе,небыт
590,rund::A,кру́глай,гӧгрӧса
591,spitz::A,ботаз,ёся
592,spitz::A,оржа,ёся
593,scharf::A,оржа,лэчыт
594,stumpf::A,ношка,ныж
595,schwer::A,стака,сьӧкыт
596,schön::A,мазы,басӧк
597,heiß::A,пси,жар
598,warm::A,лямбе,шоныт
599,kalt::A,кельме,кӧдзыт
600,kühl::A,эше,сайкыт
601,frisch::A,свежай,виль
602,feucht::A,летьке,вакодь
603,nass::A,начка,ва
604,trocken::A,коське,кӧс
605,voll::A,пяшксе,тыра
606,leer::A,шава,тыртӧм
607,offen::A,панжада,оссьӧм
608,offen::A,виде,оссьӧм
609,geschlossen::A,пякстаф,игана
610,geschlossen::A,пякстаф,пӧдана
611,geschlossen::A,сёлгф,игана
612,geschlossen::A,сёлгф,пӧдана
613,sauber::A,ару,сӧдз
614,sauber::A,ару,сӧстӧм
615,schmutzig::A,рда́зу,нятьӧсь
616,schmutzig::A,пя́ндра,нятьӧсь
617,roh::A,верок,путӧм
618,reif::A,ке́нерьф,кисьмалӧм
619,lecker::A,танцти,кӧра 
620,süß::A,ламбама,чӧскыт
621,bitter::A,сяпи,курыт
622,sauer::A,шапама,шӧма 
623,hell::A,валда,югыт
624,dunkel::A,шобда,пемыт
625,schwarz::A,равжа,сьӧд
626,weiß::A,акша,чочком
627,rot::A,якстерь,гӧрд
628,gelb::A,тюжя́,веж
629,blau::A,сенем,лӧз
630,grün::A,пиже,веж
631,grün::A,сянгяря,веж
632,grau::A,уле,руд
633,grau::A,уле,бусӧй
634,bunt::A,сёрмав,быдрӧма
635,billig::A,у́цез,донтӧм
636,billig::A,аф пи́тни,донтӧм
637,teuer::A,пи́тни,дона
638,wertvoll::A,питни,дона
639,blind::A,сокор,синтӧм
640,taub::A,пярав,пельтӧм
641,kräftig::A,пяк вии,вына
642,stark::A,вии,вына
643,schwach::A,лафча,некодя
644,fett::A,куя́,госа
645,schlank::A,виде ронга,статя
646,hübsch::A,мазы,басӧк
647,böse::A,кяжи,лёк
648,dumm::A,аф ёню,бӧбӧв
649,dumm::A,аф ёню,вежӧртӧм
650,dumm::A,шава пря,бӧбӧв
651,dumm::A,шава пря,вежӧртӧм
652,faul::A,нола,дыш
653,fleißig::A,ку́лхцонды,уджалicь
654,geizig::A,кирьжя,жикмӧра
655,geizig::A,кирьжя,горшаліcь
656,geizig::A,жаднай,жикмӧра
657,geizig::A,жаднай,горшаліcь
658,klug::A,ёню,авья
659,klug::A,ёню,вежӧра
660,klug::A,пря́ви,авья
661,klug::A,пря́ви,вежӧра
662,geschickt::A,маштозь тиф,кипода
663,lieb::A,цебярь,муса
664,lieb::A,цебярь,дзулиньӧй
665,lustig::A,ра́хси,гажа
666,sanft::A,сетьме,лебезнӧй
667,hungrig::A,вача,тшыг
668,hungrig::A,вачеда,тшыг
669,krank::A,сяряди,шогалiсь
670,nackt::A,штада,куш
671,nackt::A,кърхтапа,куш
672,traurig::A,ла́жнай,жугыль
673,lebendig::A,эряй,ловья
674,gut::A,пара,бур
675,gut::A,цебярь,бур
676,schlecht::A,кальдяв,умӧль
677,richtig::A,виде,
678,schlimm::A,кальдяв,нештӧм
679,wahr::A,афкуксонь,
680,alt::A,ташта,важ
681,neu::A,од,виль
682,ehemalig::A,и́нгольдень,вӧвлӧм
683,alt[Lebewesen]::A,сире,года
684,alt[Lebewesen]::A,сире,годдэза
685,jung::A,од,том
686,arm::A,а́шу,гов
687,arm::A,а́шу,беднӧй
688,reich::A,козя,эма
689,bekannt::A,содаф,тӧдса
690,berühmt::A,содавикс,
691,fremd::A,лия,чужӧй
692,fremd::A,аф содаф,чужӧй
693,verschieden::A,аф фкя ла́цонь,быдкодь
694,nah::A,мала,матiсь
695,nah::A,аф ичкоздень,матiсь
696,fern::A,и́чкоздень,ылicь
697,fern::A,куна́рдонь,ылicь
698,linker::A,кержи,шульга
699,rechter::A,види,веськытланись
700,anderer::A,лия,мукӧд
701,erster::A,васенце,медодзза
702,zweiter::A,омбоце,кыкӧт
703,dritter::A,колмоце,куимӧт
704,dritter::A,колмоце,куимӧдз
705,letzter::A,ме́кольце,бӧрья
706,letzter::A,ме́кольце,мёдбӧрья
707,allein::ADV,ськамонза,
708,auf einmal::ADV,вихцок,тшӧтш
709,zusammen::ADV,марс,ӧтлаын
710,zusammen::ADV,ма́рса,ӧтлаын
711,lange::ADV,кува́тьс,дыр
712,plötzlich::ADV,а́пак учт,друг
713,sofort::ADV,тяникиге,тшӧтш
714,später::ADV,ме́ле,медбӧрын
715,jetzt::ADV,тяни,ӧні
716,heute::ADV,тячи,талун
717,morgen::ADV,ва́нды,ашын
718,bald::ADV,курок,чожа
719,dann::ADV,меле,сыбӧрын
720,dann::ADV,сяда меле,сыбӧрын
721,gestern::ADV,ися́к,тӧн
722,einst::ADV,весть,ӧтпыр
723,einst::ADV,мзя́рда-бди,ӧтпыр
724,damals::ADV,эста,сэк
725,damals::ADV,эста,сэки
726,danach::ADV,меле,сэсся
727,vorher::ADV,инголи,одзжык
728,zuerst::ADV,ва́сенда,наперво
729,einmal::ADV,весть,ӧтпыр
730,manchmal::ADV,лия́ста,мукӧдпыр
731,manchmal::ADV,ко́ста-ко́ста,мукӧдпыр
732,oft::ADV,си́деста,-лы-
733,immer::ADV,фалу,быдпыр
734,immer::ADV,фалу,быдпырся
735,immer::ADV,най,быдпыр
736,immer::ADV,най,быдпырся
737,niemals::ADV,аф мзя́рдонга,некӧр
738,hier::ADV,тяса,татӧн
739,hierhin::ADV,сей,татчӧ
740,hierhin::ADV,тяза,татчӧ
741,von hier::ADV,тя́ста,тасянь
742,dort::ADV,тоса,сэтӧн
743,dorthin::ADV,тов,сэтчин
744,dorthin::ADV,тоза,сэтчин
745,geradeaus::ADV,ви́деста,веськыта
746,vorwärts::ADV,и́нголи,одзӧ
747,rückwärts::ADV,ме́ки,бӧр
748,zurück::ADV,ме́ки,бӧр
749,unten::ADV,ала,увтын
750,hinab::ADV,алу,увтас
751,oben::ADV,вяре,вевдӧрас
752,hinauf::ADV,вяри,вывлань
753,hinauf::ADV,вяри,вывланьӧ
754,überall::ADV,се́мбе ва́стова,быдлан
755,nicht::ADV,аф,ог
756,ein wenig::ADV,аф лама,-ышт
757,ein wenig::ADV,аф лама,невна
758,kaum::ADV,а́ньцек,ӧдва
759,sehr::ADV,пяк,вывтi
760,so::ADV,ста́не,сiдз
761,noch::ADV,нинге,эшӧ
762,nur::ADV,аньцек,только
763,schon::ADV,ни,ни
764,wieder::ADV,та́га,бӧра
765,vergebens::ADV,стак,весись
766,vor::PRP,инголе,одзас
767,hinter::PRP,фтала,бӧрӧ
768,hinter::PRP,мельге,бӧрӧ
769,unter::PRP,ала,увтын
770,durch::PRP,пачк,пыр
771,neben::PRP,ваксса,бокам
772,neben::PRP,ваксса,боксиным
773,zwischen::PRP,ёткса,коласас
774,wegen::PRP,сюнеда,понда
775,dies::PRN,тя,эта
776,das::PRN,ся,сiя
777,das::PRN,тона,сiя
778,alles::PRN,сембе,быдӧс
