,Concept_ID,vep,no
308,Angelegenheit::N,azj,anliggende
309,Anzahl::N,lugu,antall
310,Art::N,rod,art
311,Art::N,rod,slag
312,Art::N,rodsugu,art
313,Art::N,rodsugu,slag
314,Stück::N,pala,stykke
315,Stück::N,supal,stykke
316,Teil::N,pala,del
317,Hälfte::N,pol',halvdel
318,Kreis::N,ümbruz,ring
319,Kreis::N,ümbruz,sirkel
320,Kreis::N,kehkruz,ring
321,Kreis::N,kehkruz,sirkel
322,Kreuz::N,rist,kors
323,Kreuz::N,rist,kryss
324,Linie::N,pird,linje
325,Strich::N,pird,strek
326,Abstand::N,keskust,avstand
327,Entfernung::N,matk,avstand
328,Gegend::N,taho,strøk
329,Platz::N,avaruz',plass
330,Ort::N,koht,sted
331,Seite::N,pol',side
332,Seite::N,kül'g,side
333,Mitte::N,kesk,midte
334,Gegenstand::N,kalu,gjenstand
335,Sache::N,azj,sak
336,Rand::N,röun,rand
337,Kante::N,röun,kant
338,Ecke::N,saum,hjørne
339,Spitze::N,agjaine,spiss
340,Ende::N,agj,ende
341,Loch::N,reig,hull
342,Winkel::N,čoga,vinkel
343,Winkel::N,saum,vinkel
344,Muster::N,kirjam,mønster
345,Größe::N,suruz',størrelse
346,Länge::N,piduz,lengde
347,Höhe::N,korktuz',høyde
348,Gewicht::N,jügu,vekt
349,Gewicht::N,vedäduz,vekt
350,Menge::N,äjüz',mengde
351,Haufen::N,kogo,haug
352,Haufen::N,kogo,bunke
353,Reihe::N,rivi,rekke
354,Boot::N,veneh,båt
355,Ruder::N,air,åre
356,Schlitten::N,regi,slede
357,Schlitten::N,regi,kjelke
358,Schlitten::N,regut,slede
359,Schlitten::N,regut,kjelke
360,Ski::N,suks',ski
361,Lagerfeuer::N,nodj,leirbål
362,Lagerfeuer::N,pažag,leirbål
363,Last::N,jüguz,bør
364,Last::N,jüguz,last
365,Gang::N,astund,gang
366,Schritt::N,hašk,steg
367,Schritt::N,hašk,skritt
368,Norden::N,pohjoine,nord
369,Süden::N,suvi,sør
370,Westen::N,päivlaskm,vest
371,Osten::N,päivnouzm,øst
372,Holz::N,pu,tre
373,Brett::N,laud,fjøl
374,Brett::N,laud,brett
375,Platte::N,keitim,plate
376,Stütze::N,tugi,støtte
377,Stange::N,arz',stang
378,Stock::N,kalu,pinne
379,Stab::N,seibaz,stav
380,Stab::N,seibaz,kjepp
381,Rohr::N,torv,rør
382,Haus::N,pert',hus
383,Heim::N,kodi,hjem
384,Ofen::N,päč,ovn
385,Fußboden::N,lava,gulv
386,Tisch::N,laud,bord
387,Tisch::N,stal'c,bord
388,Stuhl::N,ištim,stol
389,Wiege::N,kätte,vogge
390,Bett::N,sija,seng
391,Bett::N,magaduzsija,seng
392,Regal::N,palič,reol
393,Regal::N,palič,hylle
394,Kiste::N,mülütim,kasse
395,Fenster::N,ikun,vindu
396,Tür::N,uks',dør
397,Tor::N,verai,port
398,Zaun::N,aid,gjerde
399,Dach::N,katuz,tak
400,Leiter::N,pordhad,stige
401,Besen::N,lud,kost
402,Besen::N,vast,kost
403,Spaten::N,labid,spade
404,Schaufel::N,labid,skuffe
405,Gabel::N,hangoine,gaffel
406,Löffel::N,luzik,skje
407,Messer::N,veič,kniv
408,Nagel::N,nagl,spiker
409,Netz::N,verk,nett
410,Haken::N,kouk,krok
411,Griff::N,kägä,tak
412,Griff::N,kägä,håndtak
413,Griff::N,varz',tak
414,Griff::N,varz',håndtak
415,Schloss::N,lukkol,lås
416,Bild::N,kuva,bilde
417,Figur::N,figur,figur
418,Puppe::N,tätüine,dukke
419,Beutel::N,havad,pose
420,Bündel::N,toppaz,bylt
421,Bündel::N,käč,bylt
422,Tasche::N,sumk,veske
423,Eimer::N,vädr,bøtte
424,Deckel::N,katuz,lokk
425,Geschirr::N,astii,kjøkkentøy
426,Sack::N,havad,sekk
427,Tasse::N,čašk,kopp
428,Topf::N,pada,gryte
429,Kessel::N,katil,kjele
430,Essen::N,sönd,mål
431,Nahrung::N,söm,mat
432,Nahrung::N,söm,næring
433,Speise::N,sömine,matrett
434,Fleisch::N,liha,kjøtt
435,Getreide::N,vill',korn
436,Brei::N,pudr,grøt
437,Brot::N,leib,brød
438,Scheibe::N,bibaleh,skive
439,Scheibe::N,šlik,skive
440,Fett::N,razv,fett
441,Butter::N,voi,smør
442,Öl::N,voi,olje
443,Salz::N,sol,salt
444,Suppe::N,lem',suppe
445,Suppe::N,keitoz,suppe
446,Honig::N,mezi,honning
447,Milch::N,maid,melk
448,Tee::N,čai,te
449,Leder::N,nahk,lær
450,Leder::N,nahk,skinn
451,Wolle::N,vill,ull
452,Stoff::N,kangaz,tøy
453,Stoff::N,kangaz,stoff
454,Nadel::N,negl,nål
455,Faden::N,nit',tråd
456,Knopf::N,nübl',knapp
457,Knoten::N,sol'm,knute
458,Farbe::N,muju,farge
459,Kleidung::N,sobad,påkledning
460,Hemd::N,paid,skjorte
461,Kragen::N,kagluz,krage
462,Ärmel::N,hijam,erme
463,Hose::N,štanad,bukse
464,Gürtel::N,vö,belte
465,Mütze::N,šapuk,lue
466,Schuh::N,keng',sko
467,Stiefel::N,sapug,støvel
468,Ring::N,rengaz,ring
469,Band::N,lentaine,band
470,Kamm::N,suga,kam
471,Spiegel::N,zerkol,speil
472,Riemen::N,vö,rem
473,Schnur::N,nor,snor
474,Leine::N,talutimnor,line
475,Decke::N,sijakatuz,teppe
476,Kissen::N,pöluz,pute
477,Tuch::N,paik,tøy
478,Handtuch::N,käzipaik,håndkle
479,Kraft::N,vägi,kraft
480,Stärke::N,vahvuz',styrke
481,Gesundheit::N,tervhuz,helse
482,Gesundheit::N,tervhuz,sunnhet
483,Krankheit::N,läžund,syke
484,Krankheit::N,läžund,sykdom
485,Schmerz::N,kibu,smerte
486,Wunde::N,čapatez,sår
487,Fieber::N,säru,feber
488,Arznei::N,zel'l',medisin
489,Arznei::N,zel'l',legemiddel
490,Brücke::N,sild,bro
491,Brunnen::N,kaiv,brønn
492,Weide::N,omaluine,beite
493,Pfad::N,tehut,sti
494,Weg::N,te,vei
495,Straße::N,te,gate
496,Dorf::N,külä,landsby
497,Stadt::N,lidn,by
498,Brief::N,kirjeine,brev
499,Buch::N,kirj,bok
500,Buchstabe::N,kirjam,bokstav
501,Zeitung::N,lehtez,avis
502,Leben::N,elo,liv
503,Tod::N,surm,død
504,Grab::N,kaum,grav
505,Kirche::N,jumalanpert',kirke
506,Sünde::N,grähk,synd
507,Gott::N,jumal,gud
508,Arbeiter::N,radnik,arbeider
509,Chef::N,pämez',sjef
510,Meister::N,mastar,mester
511,Arzt::N,lekar',lege
512,Lehrer::N,opendai,lærer
513,Geld::N,rahad,penger
514,Geschäft::N,biznes,forretning
515,Laden::N,lauk,butikk
516,Preis::N,arv,pris
517,Ware::N,tavar,vare
518,Nutzen::N,liža,nytte
519,Reichtum::N,kodielo,rikdom
520,Reichtum::N,kal'huz',rikdom
521,Welt::N,mail'm,verden
522,Land::N,ma,land
523,Staat::N,valdkund,stat
524,König::N,kunigaz,konge
525,Macht::N,vald,makt
526,Grenze::N,röun,grense
527,Krieg::N,soda,krig
528,Feind::N,vihanik,fiende
529,Feind::N,vastustai,fiende
530,Gewalt::N,vägivald,vold
531,Kampf::N,tora,kamp
532,Bogen[Waffe]::N,taug,bue
533,Pfeil::N,nol,pil
534,Gewehr::N,oružj,gevær
535,Fehler::N,viga,feil
536,Lüge::N,kelastuz,løgn
537,Schaden::N,pahuz',skade
538,Unglück::N,bed,uhell
539,Unglück::N,gor'a,uhell
540,Schuld::N,värhuz',skyld
541,Alter::N,igä,alder
542,Schluss::N,lop,slutt
543,Zeit::N,aig,tid
544,Tag::N,päiv,dag
545,Morgen::N,homendez,morgen
546,Mittag::N,keskpäiv,middag
547,Abend::N,eht,aften
548,Nacht::N,ö,natt
549,Woche::N,nedal',uke
550,Monat::N,ku,måned
551,Jahr::N,voz',år
552,Frühling::N,keväz',vår
553,Sommer::N,keza,sommer
554,Herbst::N,sügüz',høst
555,Winter::N,tal'v,vinter
556,Januar::N,viluku,januar
557,Februar::N,uhoku,februar
558,März::N,keväz'ku,mars
559,April::N,sulaku,april
560,Mai::N,semendku,mai
561,Juni::N,kezaku,juni
562,Juli::N,heinku,juli
563,August::N,eloku,august
564,September::N,sügüz'ku,september
565,Oktober::N,reduku,oktober
566,November::N,kül'mku,november
567,Dezember::N,tal'vku,desember
568,Montag::N,ezmärg,mandag
569,Dienstag::N,tožnarg,tirsdag
570,Mittwoch::N,koumanz'päiv,onsdag
571,Donnerstag::N,nellänz'päiv,torsdag
572,Freitag::N,pätnič,fredag
573,Freitag::N,videnz'päiv,fredag
574,Samstag::N,sobat,lørdag
575,Sonntag::N,pühäpäiv,søndag
576,groß::A,sur',stor
577,groß::A,järed,stor
578,klein::A,pen',liten
579,klein::A,pičuine,liten
580,lang::A,pit'k,lang
581,kurz::A,lühüd,kort
582,breit::A,leved,bred
583,schmal::A,kaid,smal
584,dicht::A,tihed,tett
585,dick[Gegenstand]::A,paks,tykk
586,dünn::A,hoik,tynn
587,fein::A,hen,fin
588,fest::A,luja,fast
589,fest::A,ninev,fast
590,flach::A,lapak,flat
591,glatt::A,siled,glatt
592,hart::A,kova,hard
593,weich::A,pehmed,myk
594,weich::A,pehmed,bløt
595,rund::A,kehker,rund
596,spitz::A,nügu,spiss
597,spitz::A,terav,spiss
598,scharf::A,terav,kvass
599,stumpf::A,tül'c,stubb
600,schwer::A,jüged,tung
601,schön::A,čoma,pen
602,schön::A,čoma,vakker
603,heiß::A,räk,het
604,warm::A,läm',varm
605,kalt::A,vilu,kald
606,kühl::A,raibak,kjølig
607,kühl::A,viluhk,kjølig
608,frisch::A,lahed,fersk
609,feucht::A,neps,fuktig
610,feucht::A,toreh,fuktig
611,nass::A,märg,våt
612,trocken::A,kuiv,tørr
613,voll::A,täuz',full
614,leer::A,joudai,tom
615,offen::A,avoin,åpen
616,offen::A,avol'jaine,åpen
617,geschlossen::A,saubaline,lukket
618,sauber::A,puhtaz,ren
619,schmutzig::A,redukaz,skitten
620,roh::A,rohk,rå
621,roh::A,toreh,rå
622,reif::A,küps,moden
623,lecker::A,magukaz,lekker
624,süß::A,maged,søt
625,bitter::A,karged,besk
626,bitter::A,karged,bitter
627,sauer::A,muiged,sur
628,hell::A,kirkas,lys
629,hell::A,valgei,lys
630,dunkel::A,pimed,mørk
631,schwarz::A,must,svart
632,weiß::A,vauged,hvit
633,rot::A,rusked,rød
634,gelb::A,pakuine,gul
635,blau::A,sinine,blå
636,grün::A,vihand,grønn
637,grau::A,hahk,grå
638,bunt::A,kirjav,broket
639,billig::A,odav,billig
640,teuer::A,kalliž,dyr
641,wertvoll::A,arvokas,verdifull
642,blind::A,soged,blind
643,taub::A,kurdiž,døv
644,kräftig::A,vägev,kraftig
645,stark::A,vahv,sterk
646,stark::A,vägekaz,sterk
647,schwach::A,väll',svak
648,fett::A,razvakaz,fet
649,schlank::A,kapos,slank
650,hübsch::A,čoma,pen
651,böse::A,äred,slem
652,böse::A,käred,slem
653,dumm::A,el'getoi,dum
654,faul::A,lašk,lat
655,faul::A,lašk,doven
656,fleißig::A,radonnavedii,flittig
657,geizig::A,ažlak,gjerrig
658,klug::A,melev,klok
659,klug::A,melekaz,klok
660,geschickt::A,mahtokaz,hendig
661,geschickt::A,mahtokaz,skikket
662,lieb::A,izo,kjær
663,lieb::A,izo,snill
664,lieb::A,sula,kjær
665,lieb::A,sula,snill
666,lustig::A,ilokaz,morsom
667,sanft::A,laskav,blid
668,hungrig::A,näl'ghine,sulten
669,krank::A,läžui,syk
670,nackt::A,alastoi,naken
671,traurig::A,opalahine,sørgmodig
672,lebendig::A,eläb,levende
673,gut::A,hüvä,god
674,schlecht::A,huba,dårlig
675,richtig::A,oiged,riktig
676,schlimm::A,paha,slem
677,wahr::A,todesine,sann
678,alt::A,vanh,gammel
679,neu::A,uz',ny
680,ehemalig::A,edeline,forhenværende
681,alt[Lebewesen]::A,ravaz,gammel
682,jung::A,nor',ung
683,arm::A,gol'l',fattig
684,reich::A,elokaz,rik
685,bekannt::A,tutab,kjent
686,berühmt::A,tetab,berømt
687,fremd::A,veraz,fremmed
688,verschieden::A,erazvuitte,forskjellig
689,nah::A,läheline,nær
690,fern::A,edahaine,fjern
691,linker::A,hura,venstre
692,rechter::A,oiged,høyre
693,anderer::A,toine,annen
694,erster::A,ezmäine,første
695,zweiter::A,toine,annen
696,dritter::A,koumanz',tredje
697,letzter::A,jäl'gmäine,sist
698,allein::ADV,üksnäze,alene
699,auf einmal::ADV,ühten aigan,med ett
700,zusammen::ADV,ühtes,sammen
701,lange::ADV,hätken,lenge
702,plötzlich::ADV,äkkid,plutselig
703,sofort::ADV,kerdalaz,straks
704,später::ADV,möhemba,senere
705,jetzt::ADV,nügüd',nå
706,heute::ADV,tämbei,i dag
707,morgen::ADV,homen,i morgen
708,bald::ADV,pigai,snart
709,dann::ADV,sid',så
710,gestern::ADV,eglai,i går
711,einst::ADV,ende,engang
712,einst::ADV,kerdan,engang
713,damals::ADV,siloi,den gang
714,danach::ADV,sid',deretter
715,vorher::ADV,ende,før
716,vorher::ADV,ende,i forveien
717,zuerst::ADV,ezmäi,først
718,einmal::ADV,kerdan,en gang
719,manchmal::ADV,erašti,somme tider
720,oft::ADV,paksus,ofte
721,immer::ADV,kaiken,alltid
722,niemals::ADV,ei nikonz,aldri
723,hier::ADV,täs,her
724,hier::ADV,tägä,her
725,hierhin::ADV,tänna,hit
726,von hier::ADV,täspäi,herfra
727,von hier::ADV,sid'päi,herfra
728,dort::ADV,sigä,der
729,dorthin::ADV,sinna,dit
730,dorthin::ADV,nakkale,dit
731,geradeaus::ADV,kohtha,rett fram
732,vorwärts::ADV,edehe,fram
733,vorwärts::ADV,edehe,framover
734,rückwärts::ADV,sel'gin,baklengs
735,zurück::ADV,tagaze,tilbake
736,unten::ADV,alahan,nede
737,hinab::ADV,alaz,ned
738,hinab::ADV,alaz,nedover
739,hinab::ADV,alahaks,ned
740,hinab::ADV,alahaks,nedover
741,oben::ADV,ülähän,oppe
742,oben::ADV,ülähän,ovenpå
743,hinauf::ADV,ülez,opp
744,hinauf::ADV,ülez,oppover
745,hinauf::ADV,ülähäks,opp
746,hinauf::ADV,ülähäks,oppover
747,überall::ADV,kaikjal,overalt
748,nicht::ADV,ei,ikke
749,ein wenig::ADV,vähän,litt
750,kaum::ADV,habi,neppe
751,sehr::ADV,lujas,svært
752,so::ADV,muga,så
753,so::ADV,ninga,så
754,noch::ADV,völ,enda
755,nur::ADV,järg,bare
756,nur::ADV,vaiše,bare
757,schon::ADV,jo,alt
758,schon::ADV,jo,allerede
759,wieder::ADV,möst,igjen
760,vergebens::ADV,uhtei,forgjeves
761,vor::PRP,edes,foran
762,vor::PRP,edes,utenfor
763,hinter::PRP,taga,bak
764,hinter::PRP,taga,bakom
765,unter::PRP,al,under
766,durch::PRP,läbi,gjennom
767,durch::PRP,läbi,igjennom
768,durch::PRP,kal't,gjennom
769,durch::PRP,kal't,igjennom
770,neben::PRP,rindal,ved siden av
771,zwischen::PRP,keskes,mellom
772,wegen::PRP,tagut,på grunn av
773,dies::PRN,nece,dette
774,das::PRN,se,det
775,alles::PRN,kaik,alt
776,ich::PRN,minä,jeg
777,du::PRN,sinä,du
778,er::PRN,hän,han
779,wir::PRN,mö,vi
780,ihr::PRN,tö,dere
781,sie::PRN,hö,de
782,was::FPRN,mi,hva
783,wer::FPRN,ken,hvem
784,wo::FADV,kus,hvor
785,wohin::FADV,kuna,hvor ... hen
786,wie::FADV,kut,hvordan
787,wie::FADV,mit',hvordan
788,warum::FADV,mikš,hvorfor
789,wieviel::FNUM,äjak,hvor mye
790,wieviel::FNUM,kuverz',hvor mye
791,eins::NUM,üks',en
792,eins::NUM,üks',ett
793,zwei::NUM,kaks',to
794,drei::NUM,koume,tre
795,vier::NUM,nel'l',fire
796,fünf::NUM,viž,fem
797,sechs::NUM,kuz',seks
798,sieben::NUM,seičeme,sju
799,acht::NUM,kahesa,åtte
800,neun::NUM,ühesa,ni
801,zehn::NUM,kümne,ti
802,elf::NUM,üks'toštkümne,elleve
803,zwölf::NUM,kaks'toštkümne,tolv
804,zwanzig::NUM,kaks'kümne,tjue
805,dreißig::NUM,koumekümne,tretti
806,vierzig::NUM,nel'l'kümne,førti
807,fünfzig::NUM,vižkümne,femti
808,sechzig::NUM,kuz'kümne,seksti
809,siebzig::NUM,seičemekümne,sytti
810,achtzig::NUM,kahesakümne,åtti
811,neunzig::NUM,ühesakümne,nitti
812,hundert::NUM,sada,hundre
813,tausend::NUM,tuha,tusen
814,und::CNJ,i,og
815,und::CNJ,da,og
816,oder::CNJ,vai,eller
817,stehen::V,seišta,stå
818,sitzen::V,ištta,sitte
819,liegen::V,venuda,ligge
820,hängen::V,ripta,henge
821,werden::V,lindä,bli
822,werden::V,tehtas,bli
823,passieren::V,ozaitas,skje
824,passieren::V,ozaitas,hende
825,beginnen::V,augotadas,begynne
826,enden::V,loptas,ende
827,enden::V,loptas,slutte
828,wechseln::V,vajehtadas,veksle
829,aufgehen[Sonne]::V,nousta,stå opp
830,untergehen[Sonne]::V,lasktas,gå ned
831,scheinen[Sonne]::V,paštta,skinne
832,donnern::V,juraita,tordne
833,wehen::V,dölta,blåse
834,wehen::V,puhuda,blåse
835,strömen::V,valadas,strømme
836,fließen::V,valuda,flyte
837,sich drehen::V,punotas,dreie seg
838,schwanken::V,čibuda,svaie
839,schwingen::V,čibuda,svinge
840,fallen::V,langeta,falle
841,brennen::V,pallada,brenne
842,rauchen::V,savustada,ryke
843,regnen::V,vihmda,regne
844,gefrieren::V,jäduda,fryse
