,Concept_ID,cs,mhr
137,Ast::N,větev,укш
138,Zweig::N,větev,торма́к
139,Blatt::N,lupen,лышта́ш
140,Birke::N,bříza,куэ́
141,Kiefer[Baum]::N,sosna,пӱ́нчӧ
142,Kiefer[Baum]::N,borovice,пӱ́нчӧ
143,Weide[Baum]::N,vrba,уа́
144,Tanne::N,jedle,кож
145,Horn::N,roh,шур
146,Feder::N,pero,пы́стыл
147,Fell::N,srst,кова́ште
148,Flügel::N,křídlo,шу́лдыр
149,Klaue::N,dráp,кӱч
150,Klaue::N,pazneht,кӱч
151,Kralle::N,dráp,ла́па
152,Kralle::N,dráp,копа́
153,Schwanz::N,ocas,поч
154,Ei::N,vejce,му́но
155,Nest::N,hnízdo,пыжа́ш
156,Bau::N,nora,пыжа́ш
157,Tier::N,zvíře,я́нлык
158,Tier::N,zvíře,живо́тный
159,Herde::N,stádo,кӱ́тӱ
160,Herde::N,stádo,тӱшка́
161,Kuh::N,kráva,ушка́л
162,Bulle::N,býk,ӱ́шкыж
163,Pferd::N,kůň,и́мне
164,Schaf::N,ovce,шо́рык
165,Schwein::N,vepř,сӧсна́
166,Schwein::N,prase,сӧсна́
167,Hund::N,pes,пий
168,Katze::N,kočka,пы́рыс
169,Bär::N,medvěd,маска́
170,Eichhörnchen::N,veverka,ур
171,Elch::N,los,шо́рдо
172,Fuchs::N,liška,ры́выж
173,Hase::N,zajíc,мера́ҥ
174,Maus::N,myš,коля́
175,Wolf::N,vlk,пи́ре
176,Vogel::N,pták,ка́йык
177,Schwarm::N,roj,каша́к
178,Schwarm::N,hejno,каша́к
179,Huhn::N,kuře,чы́ве
180,Huhn::N,slepice,чы́ве
181,Hahn::N,kohout,агыта́н
182,Gans::N,husa,ко́мбо
183,Adler::N,orel,карагу́ш
184,Ente::N,kachna,лу́до
185,Eule::N,sova,тумна́
186,Kranich::N,jeřáb,турня́
187,Krähe::N,vrána,кора́к
188,Kuckuck::N,kukačka,куку́
189,Schwan::N,labuť,йӱ́ксӧ
190,Fisch::N,ryba,кол
191,Barsch::N,okoun,ола́ҥге
192,Hecht::N,štika,нуж
193,Hecht::N,štika,чорта́н
194,Schlange[Tier]::N,had,ки́шке
195,Wurm::N,červ,шукш
196,Spinne::N,pavouk,эҥыре́мыш
197,Ameise::N,mravenec,ку́тко
198,Laus::N,veš,тий
199,Mücke::N,komár,шыҥа́
200,Fliege::N,moucha,ка́рме
201,Schmetterling::N,motýl,лы́ве
202,Beere::N,bobule,мӧр
203,Apfel::N,jablko,олма́
204,Pilz::N,houba,по́ҥго
205,Zwiebel::N,cibule,шога́н
206,Saat::N,osivo,нӧ́шмӧ
207,Saat::N,osivo,туш
208,Korn::N,zrno,шу́рно
209,Heu::N,seno,шу́до
210,Schale::N,slupka,шӱм
211,Schale::N,skořápka,шӱм
212,Grube::N,jáma,выне́м
213,Falle::N,past,лӧ́дӧ
214,Falle::N,léčka,лӧ́дӧ
215,Schlinge::N,smyčka,о́птыш
216,Schlinge::N,smyčka,шӧрга́лтыш
217,Spur::N,stopa,кыша́
218,Asche::N,popel,ло́мыж
219,Dreck::N,špína,лавыра́
220,Eisen::N,železo,кӱ́ртньӧ
221,Gold::N,zlato,шӧ́ртньӧ
222,Silber::N,stříbro,ший
223,Kohle::N,uhlí,мландышӱ́й
224,Glas::N,sklo,янда́
225,Lehm::N,jíl,шун
226,Lehm::N,hlína,шун
227,Sand::N,písek,ошма́
228,Mensch::N,člověk,еҥ
229,Mensch::N,člověk,айде́ме
230,Mann::N,muž,пӧръе́ҥ
231,Frau::N,žena,ӱдырама́ш
232,Kind::N,dítě,аза́
233,Junge::N,hoch,рве́зе
234,Junge::N,chlapec,рве́зе
235,Mädchen::N,děvče,ӱдыра́ш
236,Familie::N,rodina,еш
237,Großvater::N,děd,коча́
238,Großvater::N,dědeček,коча́
239,Großmutter::N,babička,кова́
240,Eltern::N,rodiče,ача́-ава́
241,Vater::N,otec,ача́
242,Mutter::N,matka,ава́
243,Sohn::N,syn,э́рге
244,Tochter::N,dcera,ӱ́дыр
245,Bruder::N,bratr,иза́
246,Bruder::N,bratr,шо́льо
247,Schwester::N,sestra,ака́
248,Onkel::N,strýc,иза́
249,Tante::N,teta,кока́
250,Ehemann::N,choť,мари́й
251,Ehemann::N,manžel,мари́й
252,Ehefrau::N,choť,ва́те
253,Ehefrau::N,manželka,ва́те
254,Freude::N,radost,куа́н
255,Freude::N,radost,куаныма́ш
256,Gelächter::N,smích,во́штылтыш
257,Glück::N,štěstí,пиа́л
258,Kummer::N,žal,о́йго
259,Kummer::N,trápení,о́йго
260,Wunsch::N,přání,ку́мыл
261,Lust::N,chuť,ку́мыл
262,Geist::N,duch,ӧрт
263,Geist::N,duch,чон
264,Gedanke::N,myšlenka,ой
265,Gedanke::N,myšlenka,шоныма́ш
266,Gedächtnis::N,paměť,шарныма́ш
267,Verstand::N,rozum,уш
268,Sinn::N,smysl,смысл
269,Grund::N,důvod,ама́л
270,Wahrheit::N,pravda,чын
271,Gespräch::N,rozhovor,мутланыма́ш
272,Märchen::N,pohádka,йома́к
273,Erzählung::N,povídka,ойлыма́ш
274,Nachricht::N,zpráva,увертарыма́ш
275,Neuigkeit::N,novina,уве́р
276,Neuigkeit::N,novinka,уве́р
277,Name::N,jméno,лӱм
278,Rätsel::N,hádanka,ту́што
279,Rede::N,řeč,ойлыма́ш
280,Rede::N,proslov,ойлыма́ш
281,Sprache::N,řeč,йы́лме
282,Sprache::N,jazyk,йы́лме
283,Stimme::N,hlas,йӱк
284,Wort::N,slovo,ой
285,Wort::N,slovo,мут
286,Zeichen::N,znamení,ти́ште
287,Zeichen::N,znamení,знак
288,Ruf::N,zavolání,ӱжма́ш
289,Lärm::N,hluk,лӱшкыма́ш
290,Lärm::N,hluk,йӱк-йӱа́н
291,Laut::N,zvuk,йӱк
292,Ton::N,tón,йӱксе́м
293,Lied::N,píseň,му́ро
294,Ruhe::N,klid,ты́мык
295,Ruhe::N,pokoj,ты́мык
296,Leute::N,lidé,еҥ-влак
297,Volk::N,národ,ка́лык
298,Arbeit::N,práce,паша́
299,Gast::N,host,уна́
300,Geschenk::N,dar,пӧле́к
301,Spiel::N,hra,мо́дыш
302,Spiel::N,hra,модма́ш
303,Gesellschaft::N,společnost,тӱшка́
304,Hilfe::N,pomoc,по́лыш
305,Freund::N,přítel,таҥ
306,Freund::N,přítel,йолта́ш
307,Kamerad::N,kamarád,таҥ
308,Angelegenheit::N,záležitost,паша́
309,Anzahl::N,počet,чот
310,Art::N,druh,вид
311,Stück::N,kus,ка́тыш
312,Stück::N,kus,ла́стык
313,Stück::N,kousek,ка́тыш
314,Stück::N,kousek,ла́стык
315,Teil::N,díl,ужа́ш
316,Teil::N,část,ужа́ш
317,Hälfte::N,půl,пел
318,Hälfte::N,půl,пе́ле
319,Kreis::N,kruh,ты́ртыш
320,Kreuz::N,kříž,ыре́с
321,Linie::N,linka,ли́ний
322,Strich::N,čára,коре́ш
323,Strich::N,čárka,коре́ш
324,Abstand::N,vzdálenost,кокла́
325,Entfernung::N,vzdálenost,тора́
326,Entfernung::N,vzdálenost,ку́жыт
327,Gegend::N,krajina,кунде́м
328,Platz::N,prostor,ку́мдык
329,Ort::N,místo,вер
330,Ort::N,místo,о́лмо
331,Seite::N,strana,ӧ́рдыж
332,Mitte::N,střed,покше́л
333,Mitte::N,prostředek,покше́л
334,Gegenstand::N,předmět,наста́
335,Sache::N,věc,наста́
336,Rand::N,kraj,тӱр
337,Rand::N,okraj,тӱр
338,Kante::N,hrana,тӱр
339,Ecke::N,roh,лук
340,Spitze::N,hrot,вуй
341,Spitze::N,špička,вуй
342,Ende::N,konec,муча́ш
343,Loch::N,díra,рож
344,Winkel::N,kout,лук
345,Muster::N,vzor,пеза́к
346,Muster::N,vzor,узо́р
347,Muster::N,vzor,ӱ́лгӧ
348,Größe::N,velikost,кӱ́кшыт
349,Länge::N,délka,ку́тыш
350,Höhe::N,výška,кӱ́кшыт
351,Gewicht::N,váha,не́лыт
352,Menge::N,množství,чот
353,Haufen::N,kupa,кы́шыл
354,Haufen::N,hromada,кы́шыл
355,Reihe::N,řada,рада́м
356,Reihe::N,řádek,рада́м
357,Boot::N,člun,пуш
358,Ruder::N,veslo,эшка́к
359,Schlitten::N,sáně,тер
360,Schlitten::N,sáně,изде́р
361,Ski::N,lyže,е́че
362,Lagerfeuer::N,táborák,туло́то
363,Last::N,náklad,нӧ́лтыш
364,Last::N,břemeno,нӧ́лтыш
365,Gang::N,chůze,ошкылма́ш
366,Gang::N,chodba,ошкылма́ш
367,Schritt::N,krok,о́шкыл
368,Norden::N,sever,йӱдйыма́л
369,Süden::N,jih,кечывалве́л
370,Westen::N,západ,касве́л
371,Osten::N,východ,эрве́л
372,Holz::N,dřevo,пу
373,Brett::N,prkno,оҥа́
374,Platte::N,deska,аста́р
375,Stütze::N,opěra,чара́к
376,Stange::N,tyč,лома́ш
377,Stange::N,tyčka,лома́ш
378,Stock::N,hůlka,тоя́
379,Stab::N,hůl,вара́
380,Stab::N,hůl,кашта́
381,Rohr::N,trubka,пуч
382,Haus::N,dům,пӧрт
383,Heim::N,domov,мӧ́ҥгӧ
384,Ofen::N,kamna,комака́
385,Fußboden::N,podlaha,кӱва́р
386,Tisch::N,stůl,ӱсте́л
387,Stuhl::N,židle,пӱке́н
388,Wiege::N,kolébka,шепка́
389,Bett::N,postel,ва́кшыш
390,Regal::N,regál,шӧ́рлык
391,Regal::N,police,шӧ́рлык
392,Kiste::N,bedna,шо́ндык
393,Kiste::N,bedna,я́шлык
394,Fenster::N,okno,окна́
395,Tür::N,dveře,омса́
396,Tor::N,vrata,капка́
397,Zaun::N,plot,сава́р
398,Dach::N,střecha,леве́дыш
399,Leiter::N,žebřík,тошка́лтыш
400,Besen::N,koště,ӱштерво́штыр
401,Besen::N,smeták,ӱштерво́штыр
402,Spaten::N,rýč,ко́льмо
403,Schaufel::N,lopata,сово́к
404,Schaufel::N,lopata,су́ско
405,Gabel::N,vidlička,ви́лке
406,Löffel::N,lžíce,па́не
407,Löffel::N,lžíce,совла́
408,Messer::N,nůž,кӱ́зӧ
409,Nagel::N,hřebík,пуда́
410,Netz::N,síť,вапш
411,Haken::N,hák,са́гыле
412,Griff::N,držadlo,кыл
413,Schloss::N,zámek,кӧгӧ́н
414,Bild::N,obraz,сӱре́т
415,Figur::N,figura,фигу́р
416,Puppe::N,panenka,курча́к
417,Beutel::N,pytlík,меша́к
418,Bündel::N,svazek,арша́ш
419,Tasche::N,taška,сумка́
420,Tasche::N,brašna,сумка́
421,Eimer::N,kýbl,ведра́
422,Eimer::N,vědro,ведра́
423,Deckel::N,víko,ко́мдыш
424,Deckel::N,příklop,ко́мдыш
425,Geschirr::N,nádobí,а́те
426,Sack::N,pytel,куль
427,Sack::N,pytel,меша́к
428,Tasse::N,šálek,чу́кыр
429,Tasse::N,šálek,чашка́
430,Topf::N,hrnec,ми́ске
431,Kessel::N,kotel,под
432,Essen::N,jídlo,ко́чкыш
433,Nahrung::N,strava,ку́рго
434,Nahrung::N,potrava,ку́рго
435,Speise::N,jídlo,ко́чкыш
436,Fleisch::N,maso,шыл
437,Getreide::N,obilí,шу́рно
438,Brei::N,kaše,пу́чымыш
439,Brot::N,chléb,ки́нде
440,Scheibe::N,krajíc,ка́тыш
441,Fett::N,tuk,коя́
442,Fett::N,omastek,коя́
443,Butter::N,máslo,ӱй
444,Öl::N,olej,ӱй
445,Salz::N,sůl,шинча́л
446,Suppe::N,polévka,шӱр
447,Honig::N,med,мӱй
448,Milch::N,mléko,шӧр
449,Tee::N,čaj,чай
450,Leder::N,kůže,сура́н
451,Leder::N,kůže,шӱ́штӧ
452,Wolle::N,vlna,пун
453,Stoff::N,látka,куэ́м
454,Stoff::N,látka,посто́
455,Nadel::N,jehla,и́ме
456,Faden::N,nit,шӱ́ртӧ
457,Knopf::N,knoflík,по́лдыш
458,Knoten::N,uzel,пышке́м
459,Farbe::N,barva,чия́
460,Kleidung::N,šaty,чие́м
461,Kleidung::N,šaty,вурге́м
462,Kleidung::N,šatstvo,чие́м
463,Kleidung::N,šatstvo,вурге́м
464,Hemd::N,košile,ту́выр
465,Kragen::N,límec,сога́
466,Ärmel::N,rukáv,шокш
467,Hose::N,kalhoty,йола́ш
468,Gürtel::N,pás,ӱ́штӧ
469,Gürtel::N,opasek,ӱ́штӧ
470,Mütze::N,čepice,упш
471,Schuh::N,bota,боти́нке
472,Stiefel::N,holínka,кем
473,Ring::N,prsten,шерга́ш
474,Band::N,pásek,тасма́
475,Band::N,pásek,ле́нте
476,Kamm::N,hřeben,шерге́
477,Spiegel::N,zrcadlo,вошто́нчыш
478,Riemen::N,řemen,кӱзанӱ́штӧ
479,Schnur::N,šňůra,кере́м
480,Schnur::N,šňůra,кандыра́
481,Leine::N,vodítko,вӱра́ҥ
482,Decke::N,pokrývka,леве́дыш
483,Decke::N,pokrývka,одея́л
484,Decke::N,přikrývka,леве́дыш
485,Decke::N,přikrývka,одея́л
486,Kissen::N,polštář,кӱ́пчык
487,Tuch::N,šátek,шо́выч
488,Handtuch::N,ručník,со́лык
489,Kraft::N,síla,вий
490,Kraft::N,síla,куа́т
491,Stärke::N,síla,куа́т
492,Stärke::N,síla,карма́н
493,Gesundheit::N,zdraví,таза́лык
494,Krankheit::N,nemoc,чер
495,Krankheit::N,choroba,чер
496,Schmerz::N,bolest,ко́рштыш
497,Wunde::N,rána,су́сыр
498,Fieber::N,horečka,йӱштыму́ж
499,Fieber::N,horečka,лихора́дке
500,Arznei::N,lék,эм
501,Brücke::N,most,кӱва́р
502,Brunnen::N,studna,вӱдвыне́м
503,Weide::N,pastva,нурше́р
504,Weide::N,pastvina,нурше́р
505,Pfad::N,pěšina,йолго́рно
506,Pfad::N,pěšina,сокма́к
507,Weg::N,cesta,ко́рно
508,Straße::N,silnice,ко́рно
509,Dorf::N,vesnice,ял
510,Stadt::N,město,ола́
511,Brief::N,dopis,се́рыш
512,Buch::N,kniha,книга́
513,Buchstabe::N,písmeno,буква́
514,Zeitung::N,noviny,газе́т
515,Leben::N,život,и́лыш
516,Tod::N,smrt,колыма́ш
517,Grab::N,hrob,шӱга́р
518,Kirche::N,kostel,че́рке
519,Sünde::N,hřích,су́лык
520,Gott::N,bůh,ю́мо
521,Arbeiter::N,dělník,паша́зе
522,Arbeiter::N,pracovník,паша́зе
523,Chef::N,šéf,тӧра́
524,Chef::N,vedoucí,тӧра́
525,Meister::N,mistr,маста́р
526,Arzt::N,lékař,врач
527,Lehrer::N,učitel,ту́ныктышо
528,Geld::N,peníze,окса́
529,Geschäft::N,obchod,сатулыма́ш
530,Laden::N,krám,ке́выт
531,Preis::N,cena,ак
532,Ware::N,zboží,сату́
533,Nutzen::N,užitek,пайда́
534,Reichtum::N,bohatství,поя́нлык
535,Welt::N,svět,тӱня́
536,Land::N,země,эл
537,Staat::N,stát,кугыжа́ныш
538,König::N,král,кугыжа́
539,Macht::N,moc,власть
540,Macht::N,mocnost,власть
541,Grenze::N,hranice,грани́ца
542,Krieg::N,válka,сар
543,Feind::N,nepřítel,тушма́н
544,Gewalt::N,násilí,виешлыма́ш
545,Kampf::N,boj,кредалма́ш
546,Bogen[Waffe]::N,luk,юҥе́ж
547,Pfeil::N,šíp,пикш
548,Gewehr::N,puška,пыча́л
549,Gewehr::N,ručnice,пыча́л
550,Fehler::N,chyba,йо́ҥылыш
551,Lüge::N,lež,шоя́к
552,Schaden::N,škoda,зия́н
553,Unglück::N,neštěstí,эҥге́к
554,Schuld::N,vina,тита́к
555,Schuld::N,vina,йола́
556,Alter::N,věk,ийго́т
557,Schluss::N,konec,муча́ш
558,Zeit::N,čas,жап
559,Zeit::N,čas,па́гыт
560,Tag::N,den,ке́че
561,Morgen::N,ráno,эр
562,Morgen::N,jitro,эр
563,Mittag::N,poledne,кечыва́л
564,Abend::N,večer,кас
565,Nacht::N,noc,йӱд
566,Woche::N,týden,арня́
567,Monat::N,měsíc,ты́лзе
568,Jahr::N,rok,ий
569,Frühling::N,jaro,шо́шо
570,Sommer::N,léto,кеҥе́ж
571,Herbst::N,podzim,шы́же
572,Winter::N,zima,те́ле
573,Januar::N,leden,шоркыйол
574,Januar::N,leden,идалыкву́й
575,Januar::N,leden,янва́рь
576,Februar::N,únor,пургыж
577,Februar::N,únor,февра́ль
578,März::N,březen,ӱярня
579,März::N,březen,март
580,April::N,duben,апре́ль
581,Mai::N,květen,ага
582,Mai::N,květen,май
583,Juni::N,červen,пеледыш
584,Juni::N,červen,ию́нь
585,Juli::N,červenec,сӱрем
586,Juli::N,červenec,ию́ль
587,August::N,srpen,сорла
588,August::N,srpen,агарма́н
589,August::N,srpen,а́вгуст
590,September::N,září,идым
591,September::N,září,сентя́брь
592,Oktober::N,říjen,шыжа
593,Oktober::N,říjen,октя́брь
594,November::N,listopad,кылме тылзе
595,November::N,listopad,ноя́брь
596,Dezember::N,prosinec,дека́брь
597,Montag::N,pondělí,шо́чмо
598,Montag::N,pondělek,шо́чмо
599,Dienstag::N,úterý,ку́шкыжмо
600,Mittwoch::N,středa,вӱрге́че
601,Donnerstag::N,čtvrtek,изарня́
602,Freitag::N,pátek,кугарня́
603,Samstag::N,sobota,шуматке́че
604,Sonntag::N,neděle,рушарня́
605,groß::A,velký,кугу́
606,klein::A,malý,изи́
607,lang::A,dlouhý,кужу́
608,kurz::A,krátký,кӱ́чык
609,breit::A,široký,кумда́
610,schmal::A,úzký,а́ҥысыр
611,dicht::A,hustý,ну́гыдо
612,dick[Gegenstand]::A,tlustý,кӱ́жгӧ
613,dünn::A,tenký,ви́чкыж
614,fein::A,jemný,ты́гыде
615,fest::A,pevný,чо́ткыдо
616,flach::A,plochý,лапка́
617,flach::A,placatý,лапка́
618,glatt::A,hladký,яклака́
619,hart::A,tvrdý,пе́ҥгыде
620,weich::A,měkký,пу́шкыдо
621,rund::A,kulatý,йырге́шке
622,rund::A,okrouhlý,йырге́шке
623,spitz::A,špičatý,коша́р
624,scharf::A,ostrý,пӱ́сӧ
625,stumpf::A,tupý,токма́к
626,schwer::A,těžký,не́ле
627,schön::A,pěkný,сы́лне
628,schön::A,krásný,сы́лне
629,heiß::A,horký,шо́кшо
630,warm::A,teplý,ле́ве
631,kalt::A,studený,йӱ́штӧ
632,kühl::A,chladný,юа́лге
633,kühl::A,chladný,южгата́
634,frisch::A,svěží,свежа́
635,feucht::A,vlhký,вӱ́дыжгӧ
636,nass::A,mokrý,нӧ́рӧ
637,trocken::A,suchý,ку́кшо
638,voll::A,plný,тич
639,leer::A,prázdný,яра́
640,offen::A,otevřený,виш
641,geschlossen::A,zavřený,пе́тырыме
642,geschlossen::A,zavřený,тӱ́чмӧ
643,sauber::A,čistý,ару́
644,sauber::A,čistý,янда́р
645,schmutzig::A,špinavý,лавыра́н
646,schmutzig::A,špinavý,ла́выргыше
647,roh::A,syrový,кӱ́чымӧ
648,reif::A,zralý,лӧза́
649,lecker::A,chutný,ту́тло
650,süß::A,sladký,ше́ре
651,bitter::A,hořký,ко́чо
652,sauer::A,kyselý,шо́по
653,hell::A,světlý,во́лгыдо
654,dunkel::A,temný,пычке́мыш
655,schwarz::A,černý,шола́
656,weiß::A,bílý,ош
657,rot::A,rudý,йошка́р
658,rot::A,červený,йошка́р
659,gelb::A,žlutý,сар
660,blau::A,modrý,ка́нде
661,grün::A,zelený,ужа́р
662,grau::A,šedý,сур
663,grau::A,šedivý,сур
664,bunt::A,pestrý,олача́
665,billig::A,levný,шу́лдо
666,billig::A,laciný,шу́лдо
667,teuer::A,drahý,ше́рге
668,wertvoll::A,cenný,шергака́н
669,blind::A,slepý,со́кыр
670,taub::A,hluchý,соҥгыра́
671,kräftig::A,silný,куа́тле
672,stark::A,silný,вия́н
673,schwach::A,slabý,а́лдыме
674,fett::A,tučný,коя́
675,fett::A,tlustý,коя́
676,schlank::A,štíhlý,йоштката́
677,schlank::A,štíhlý,яжу́
678,hübsch::A,hezký,чеве́р
679,böse::A,zlý,шы́де
680,dumm::A,hloupý,аҥыра́
681,faul::A,líný,його
682,fleißig::A,pilný,ты́ршыше
683,geizig::A,lakomý,чаҥга́
684,klug::A,chytrý,уша́н
685,geschickt::A,šikovný,уста́
686,lieb::A,milý,ала́л
687,lustig::A,veselý,весела́
688,sanft::A,mírný,ны́жылге
689,hungrig::A,hladový,шу́жышо
690,krank::A,nemocný,че́рле
691,nackt::A,nahý,чарама́т
692,traurig::A,smutný,ойга́н
693,traurig::A,truchlivý,ойга́н
694,lebendig::A,živý,и́лыше
695,gut::A,dobrý,сай
696,schlecht::A,špatný,уда́
697,schlecht::A,špatný,шӱ́кшӧ
698,richtig::A,pravý,чы́нле
699,richtig::A,správný,чы́нле
700,schlimm::A,zlý,аля́к
701,schlimm::A,zlý,тыра́н
702,wahr::A,pravdivý,чы́нле
703,wahr::A,pravdivý,настоя́щий
704,alt::A,starý,то́што
705,neu::A,nový,у
706,ehemalig::A,bývalý,о́нчычсо
707,ehemalig::A,bývalý,онда́кысе
708,alt[Lebewesen]::A,starý,шо́нто
709,jung::A,mladý,са́мырык
710,arm::A,chudý,нужна́
711,reich::A,bohatý,поя́н
712,bekannt::A,známý,па́лыме
713,berühmt::A,slavný,лӱ́млӧ
714,fremd::A,cizí,йот
715,verschieden::A,různý,тӱ́рлӧ
716,verschieden::A,rozličný,тӱ́рлӧ
717,nah::A,blízký,ли́шыл
718,fern::A,daleký,тора́
719,fern::A,daleký,мӱ́ндыр
720,linker::A,levý,шола́
721,rechter::A,pravý,пурла́
722,anderer::A,jiný,вес
723,anderer::A,jiný,мо́ло
724,erster::A,první,и́кымше
725,zweiter::A,druhý,ко́кымшо
726,dritter::A,třetí,ку́мшо
727,letzter::A,poslední,пыта́ртыш
728,allein::ADV,sám,шкет
729,auf einmal::ADV,najednou,икана́ште
730,zusammen::ADV,spolu,пырля́
731,zusammen::ADV,dohromady,пырля́
732,lange::ADV,dlouho,кужу́н
733,plötzlich::ADV,vtom,кенета́
734,plötzlich::ADV,náhle,кенета́
735,sofort::ADV,hned,кызыта́к
736,sofort::ADV,ihned,кызыта́к
737,später::ADV,později,варара́к
738,jetzt::ADV,teď,ы́нде
739,jetzt::ADV,teď,кы́зыт
740,jetzt::ADV,nyní,ы́нде
741,jetzt::ADV,nyní,кы́зыт
742,heute::ADV,dnes,та́че
743,heute::ADV,dneska,та́че
744,morgen::ADV,zítra,эрла́
745,bald::ADV,brzo,вашке́
746,dann::ADV,pak,вара́
747,dann::ADV,potom,вара́
748,gestern::ADV,včera,теҥге́че
749,einst::ADV,kdysi,икана́
