,Concept_ID,uz,en
832,zu sehen sein::V,ko'rinmoq,show
833,vernehmen::V,äshitmoq,hear
834,frieren::V,sovuq qotmoq,be cold
835,tun::V,ätmoq,do
836,können::V,-a olmoq,can
837,können::V,-y olmoq,can
838,wollen::V,istamoq,want
839,anfangen::V,boshlamoq,start
840,beenden::V,bitirmoq,finish
841,aufhören::V,tinmoq,stop
842,gelingen::V,muvaffaqiyat qozonmoq,succeed
843,geraten::V,bo'lmoq,turn out
844,öffnen::V,ochmoq,open
845,schließen::V,yopmoq,close
846,stellen::V,qo'ymoq,put
847,setzen::V,o'tqazmoq,place
848,legen::V,yotqizmoq,lay
849,berühren::V,tegmoq,touch
850,verbinden::V,ulamoq,connect
851,bedecken::V,bekitmoq,cover
852,aufhängen::V,ildirmoq,hang up
853,anzünden::V,yondirmoq,light
854,aufheben::V,ko'tarmoq,pick up
855,zurücklassen::V,ayrilmoq,leave
856,verlieren::V,yo'qotmoq,lose
857,fallen lassen::V,tushirmoq,drop
858,machen::V,qilmoq,make
859,herstellen::V,chiqarmoq,produce
860,bauen::V,solmoq,build
861,reparieren::V,tuzatmoq,mend
862,verbessern::V,isloh qilmoq,improve
863,ändern::V,o'zgartirmoq,alter
864,graben::V,qazimoq,dig
865,beugen::V,bukmoq,bow
866,biegen::V,bukmoq,bend
867,drehen::V,aylantirmoq,spin
868,wenden::V,burmoq,turn
869,umdrehen::V,ag'darmoq,turn around
870,heben::V,yuksaltirmoq,raise
871,hochheben::V,ko'tarmoq,lift
872,ergreifen::V,tutamlamoq,seize
873,halten::V,tutmoq,hold
874,drücken::V,bosmoq,press
875,schieben::V,surmoq,push
876,kratzen::V,qashimoq,scrape
877,lecken::V,mijimoq,lick
878,beißen::V,tishlamoq,bite
879,abreißen::V,emirmoq,tear off
880,abschneiden::V,cho'rt kesmoq,cut off
881,binden::V,bog'lamoq,tie
882,stecken::V,suqmoq,stick
883,brechen::V,sindirmoq,break
884,klopfen::V,dukurlamoq,knock
885,hauen::V,urmoq,hit
886,kleben::V,yopishtirmoq,glue
887,reiben::V,surkamoq,rub
888,streichen::V,surkamoq,spread
889,schleifen::V,qayramoq,grind
890,schneiden::V,kesmoq,cut
891,rütteln::V,chayqamoq,jolt
892,schütteln::V,chayqamoq,shake
893,schwenken::V,chayqatmoq,swing
894,schütten::V,quymoq,pour
895,füllen::V,to'ldirmoq,fill
896,einwickeln::V,chulg'amoq,wrap
897,tragen::V,tashimoq,carry
898,schleppen::V,sudramoq,drag
899,ziehen::V,tortmoq,pull
900,aufbewahren::V,tutmoq,keep
901,werfen::V,tashlamoq,throw
902,fangen::V,tutmoq,catch
903,packen::V,opqochmoq,grab
904,verstecken::V,yashirmoq,hide
905,teilen::V,bo'lmoq,divide
906,schicken::V,yubormoq,send
907,bringen::V,keltirmoq,bring
908,hinzufügen::V,tirkamoq,add
909,bekommen::V,olmoq,get
910,erhalten::V,olmoq,receive
911,nehmen::V,olmoq,take
912,wählen::V,saylamoq,choose
913,auswählen::V,saylamoq,select
914,bewahren::V,saqlamoq,preserve
915,behindern::V,xalal bermoq,hinder
916,verderben::V,xazon qilmoq,spoil
917,beschädigen::V,buzmoq,damage
918,zerbrechen::V,sindirmoq,break
919,zerreißen::V,yirtmoq,tear
920,zerstören::V,vayron qilmoq,destroy
921,verbrennen::V,kuydirmoq,burn
922,geben::V,bermoq,give
923,reichen::V,bermoq,hand
924,schenken::V,sovg'a qilmoq,give
925,versprechen::V,va'da bermoq,promise
926,wünschen::V,orziqmoq,wish
927,loben::V,maqtamoq,praise
928,küssen::V,o'pmoq,kiss
929,wiegen::V,tebratmoq,rock
930,zudecken::V,yopmoq,cover
931,wecken::V,uyg'otmoq,wake
932,zeigen::V,ko'rsatmoq,show
933,führen::V,boshlik bo'lmoq,guide
934,lehren::V,o'rgatmoq,teach
935,unterrichten::V,dars bermoq,instruct
936,aufziehen::V,o'stirmoq,bring up
937,leiten::V,boshqarmoq,lead
938,antreiben::V,shoshiltirmoq,urge
939,lassen::V,ruxsat bermoq,let
940,einladen::V,taklif kilmoq,invite
941,vereinigen::V,qo'shmoq,unite
942,besuchen::V,mehmonga bormoq,visit
943,treffen::V,duchor bo'lmoq,meet
944,sich versammeln::V,to'planmoq,assemble
945,spielen::V,o'ynamoq,play
946,singen::V,yalla qilmoq,sing
947,tanzen::V,raqs qilmoq,dance
948,sich trennen::V,yakkalanmoq,separate
949,verlassen::V,qoldirmoq,leave
950,retten::V,qutqazmoq,rescue
951,bewachen::V,qo'rimoq,guard
952,schützen::V,yoniga olmoq,protect
953,verteidigen::V,yoqlamoq,defend
954,sich schlagen::V,yoqalashmoq,brawl
955,schießen::V,otmoq,shoot
956,siegen::V,engmoq,win
957,ärgern::V,jahl chiqarmoq,annoy
958,schlagen::V,urmoq,beat
959,treten::V,tepmoq,kick
960,stechen::V,qadamoq,sting
961,stoßen::V,turtmoq,shove
962,stehlen::V,o'g'rilamoq,steal
963,stören::V,tebratmoq,disturb
964,belästigen::V,g'ashini keltirmoq,bother
965,verbergen::V,berkitmoq,conceal
966,täuschen::V,aldamoq,deceive
967,betrügen::V,tirriq qilmoq,cheat
968,töten::V,o'ldirmoq,kill
969,wohnen::V,istiqomat qilmoq,dwell
970,arbeiten::V,ishlamoq,work
971,sammeln::V,yig'moq,gather
972,pflücken::V,termoq,pick
973,jagen::V,ov qilmoq,hunt
974,fischen::V,baliq ovlamoq,fish
975,fassen::V,ilinmoq,catch
976,hüten::V,boqtirmoq,herd
977,treiben::V,haydamoq,drive
978,anbinden::V,bog'lamoq,tie up
979,füttern::V,edirmoq,feed
980,melken::V,sog'moq,milk
981,hacken::V,chopmoq,chop
982,gießen::V,oqizmoq,water
983,reifen::V,qizarmoq,ripen
984,zubereiten::V,pishirmoq,cook
985,kochen::V,qaynatmoq,boil
986,backen::V,yopmoq,bake
987,braten::V,qovurmoq,fry
988,umrühren::V,atalamoq,stir
989,stricken::V,to'qimoq,knit
990,nähen::V,tikmoq,sew
991,färben::V,bo'yoqlamoq,dye
992,reinigen::V,tozalamoq,clean
993,waschen::V,yuvmoq,wash
994,abwischen::V,surkamoq,wipe
995,spülen::V,chaymoq,rinse
996,fegen::V,cho'tkalamoq,sweep
997,kehren::V,supurmoq,sweep
998,baden::V,cho'milmoq,bath
999,sich waschen::V,yuvinmoq,wash
1000,ausziehen::V,echintirmoq,take off
1001,anziehen::V,kiymoq,put on
1002,sich anziehen::V,kiyinmoq,get dressed
1003,kämmen::V,taramoq,comb
1004,schmücken::V,yasatmoq,decorate
1005,sagen::V,aytmoq,say
1006,sprechen::V,so'zlamoq,speak
1007,reden::V,gapirmoq,talk
1008,sich unterhalten::V,suhbatlashmoq,chat
1009,fragen::V,so'ramoq,ask
1010,bitten::V,iltimos qilmoq,request
1011,erzählen::V,aytib bermoq,tell
1012,mitteilen::V,bildirmoq,convey
1013,nennen::V,atamoq,name
1014,rufen::V,chaqirmoq,call
1015,prahlen::V,gerdaymoq,brag
1016,übersetzen::V,tarjima qilmoq,translate
1017,denken::V,o'ylamoq,think
1018,glauben::V,ishonmoq,believe
1019,bemerken::V,payqamoq,notice
1020,erkennen::V,tanimoq,recognize
1021,begreifen::V,tushunmoq,grasp
1022,verstehen::V,anglamoq,understand
1023,lernen::V,o'qimoq,learn
1024,wissen::V,bilmoq,know
1025,sich erinnern an::V,äsni tanimoq,remember
1026,vergessen::V,unutmoq,forget
1027,messen::V,o'lchamoq,measure
1028,zählen::V,raqamlamoq,count
1029,rechnen::V,cho'tlamoq,calculate
1030,lesen::V,o'qimoq,read
1031,malen::V,rasm solmoq,paint
1032,zeichnen::V,chizmoq,draw
1033,schreiben::V,yozmoq,write
1034,besitzen::V,ägalamoq,own
1035,kaufen::V,olmoq,buy
1036,verkaufen::V,sotmoq,sell
1037,bezahlen::V,to'lamoq,pay for
1038,zahlen::V,to'lamoq,pay
1039,beherrschen::V,ägalamoq,rule
1040,ertragen::V,chidamoq,endure
