,Concept_ID,sv,he
589,schön::A,skön,יפה
590,schön::A,vacker,יפה
591,heiß::A,het,חם
592,warm::A,varm,חם
593,kalt::A,kall,קר
594,kühl::A,sval,צונן
595,kühl::A,kylig,צונן
596,frisch::A,färsk,טרי
597,feucht::A,fuktig,לח
598,nass::A,våt,רטוב
599,trocken::A,torr,יבש
600,voll::A,full,מלא
601,leer::A,tom,ריק
602,offen::A,öppen,פתוח
603,geschlossen::A,stängd,סגור
604,sauber::A,ren,נקי
605,schmutzig::A,snuskig,מלכלך
606,roh::A,rå,חי
607,reif::A,mogen,בשל
608,lecker::A,läcker,טעים
609,süß::A,söt,מתוק
610,bitter::A,besk,מר
611,bitter::A,bitter,מר
612,sauer::A,sur,חמוץ
613,hell::A,ljus,בהיר
614,dunkel::A,mörk,עמום
615,schwarz::A,svart,שחר
616,weiß::A,vit,לבן
617,rot::A,röd,אדם
618,gelb::A,gul,צהב
619,blau::A,blå,כחל
620,grün::A,grön,ירק
621,grau::A,grå,אפר
622,bunt::A,brokig,צבעוני
623,billig::A,billig,זול
624,teuer::A,dyr,יקר
625,wertvoll::A,värdefull,יקר ערך
626,blind::A,blind,עור
627,taub::A,döv,חרש
628,kräftig::A,kraftig,חסן
629,stark::A,stark,חזק
630,schwach::A,svag,חלש
631,fett::A,fet,שמן
632,schlank::A,slank,רזה
633,hübsch::A,snygg,יפה תאר
634,hübsch::A,vacker,יפה תאר
635,böse::A,ond,רשע
636,böse::A,elak,רשע
637,dumm::A,dum,טפש
638,faul::A,lat,עצלן
639,fleißig::A,flitig,חרוץ
640,geizig::A,snål,קמצן
641,geizig::A,girig,קמצן
642,klug::A,klok,נבון
643,klug::A,klok,פקח
644,geschickt::A,händig,מימן
645,geschickt::A,skicklig,מימן
646,lieb::A,kär,יקר
647,lieb::A,kär,אהוב
648,lieb::A,snäll,יקר
649,lieb::A,snäll,אהוב
650,lustig::A,rolig,עליז
651,lustig::A,lustig,עליז
652,sanft::A,mild,עדין
653,hungrig::A,hungrig,רעב
654,krank::A,sjuk,חולה
655,nackt::A,naken,ערום
656,traurig::A,ledsen,עצוב
657,traurig::A,sorgsen,עצוב
658,lebendig::A,levande,חי
659,gut::A,bra,טוב
660,schlecht::A,dålig,גרוע
661,richtig::A,riktig,נכון
662,schlimm::A,illa,רע
663,wahr::A,sann,אמתי
664,alt::A,gammal,ישן
665,neu::A,ny,חדש
666,ehemalig::A,forn,לשעבר
667,ehemalig::A,tidigare,לשעבר
668,alt[Lebewesen]::A,gammal,זקן
669,jung::A,ung,צעיר
670,arm::A,fattig,עני
671,reich::A,rik,עשיר
672,bekannt::A,känd,ידוע
673,berühmt::A,berömd,מפרסם
674,fremd::A,främmande,זר
675,verschieden::A,åtskillig,שונה
676,nah::A,nära,קרוב
677,fern::A,fjärran,רחוק
678,linker::A,vänster,שמאלי
679,rechter::A,höger,ימין
680,anderer::A,annan,אחר
681,erster::A,första,ראשון
682,zweiter::A,andra,שני
683,dritter::A,tredje,שלישי
684,letzter::A,sist,אחרון
685,allein::ADV,allena,לבד
686,auf einmal::ADV,på en gång,בו-זמנית
687,zusammen::ADV,tillsammans,ביחד
688,lange::ADV,länge,הרבה זמן
689,plötzlich::ADV,plötsligt,לפתע
690,plötzlich::ADV,plötsligt,פתאום
691,sofort::ADV,strax,מיד
692,sofort::ADV,genast,מיד
693,später::ADV,senare,לאחר זמן
694,später::ADV,senare,יותר מאחר
695,jetzt::ADV,nu,עכשיו
696,heute::ADV,i dag,היום
697,morgen::ADV,i morgon,מחר
698,bald::ADV,snart,בקרוב
699,dann::ADV,då,אחר-כך
700,gestern::ADV,i går,אתמול
701,einst::ADV,en gång,לפנים
702,damals::ADV,då,אז
703,damals::ADV,den gången,אז
704,danach::ADV,därefter,אחר-כך
705,vorher::ADV,före,לפני זה
706,vorher::ADV,förut,לפני זה
707,zuerst::ADV,först,קדם
708,einmal::ADV,en gång,פעם
709,manchmal::ADV,ibland,לפעמים
710,oft::ADV,ofta,לעתים קרובות
711,immer::ADV,alltid,תמיד
712,niemals::ADV,aldrig,אף פעם
713,hier::ADV,här,כאן
714,hierhin::ADV,hit,פה
715,von hier::ADV,härifrån,מפה
716,dort::ADV,där,שם
717,dorthin::ADV,dit,שם
718,geradeaus::ADV,rätt fram,ישר
719,vorwärts::ADV,fram,קדימה
720,vorwärts::ADV,framåt,קדימה
721,rückwärts::ADV,baklänges,לאחור
722,zurück::ADV,tillbaka,בחזרה
723,zurück::ADV,tillbaka,אחורנית
724,unten::ADV,nere,למטה
725,unten::ADV,nedanför,למטה
726,hinab::ADV,ned,למטה
727,hinab::ADV,nedåt,למטה
728,oben::ADV,ovan,מעל
729,oben::ADV,ovan,למעלה
730,oben::ADV,ovanpå,מעל
731,oben::ADV,ovanpå,למעלה
732,hinauf::ADV,upp,למעלה
733,hinauf::ADV,uppåt,למעלה
734,überall::ADV,överallt,בכל מקום
735,nicht::ADV,ej,לא
736,nicht::ADV,inte,לא
737,ein wenig::ADV,litet,קצת
738,kaum::ADV,knappt,בקשי
739,kaum::ADV,knappast,בקשי
740,sehr::ADV,mycket,מאוד
741,so::ADV,så,כך
742,so::ADV,så,ככה
743,noch::ADV,än,עוד
744,noch::ADV,än,עדין
745,noch::ADV,ännu,עוד
746,noch::ADV,ännu,עדין
747,nur::ADV,bara,רק
748,nur::ADV,endast,רק
749,schon::ADV,redan,כבר
750,wieder::ADV,åter,שוב
751,vergebens::ADV,förgäves,לריק
752,vergebens::ADV,förgäves,לשוא
753,vor::PRP,utanför,מול
754,hinter::PRP,bakom,מאחורי
755,unter::PRP,under,מתחת
756,durch::PRP,genom,דרך
757,durch::PRP,igenom,דרך
758,neben::PRP,bredvid,ליד
759,neben::PRP,bredvid,על-יד
760,neben::PRP,vid sidan av,ליד
761,neben::PRP,vid sidan av,על-יד
762,zwischen::PRP,mellan,בין
763,wegen::PRP,på grund av,בשל
764,wegen::PRP,på grund av,בגלל
765,dies::PRN,detta,זה
766,das::PRN,det,זה
767,alles::PRN,allt,הכל
768,ich::PRN,jag,אני
769,du::PRN,du,את
770,du::PRN,du,אתה
771,er::PRN,han,הוא
772,wir::PRN,vi,אנחנו
773,ihr::PRN,ni,לה
774,sie::PRN,de,הם
775,was::FPRN,vad,מה
776,wer::FPRN,vem,מי
777,wo::FADV,var,איפה
778,wohin::FADV,vart,לאן
779,wie::FADV,hur,איך
780,warum::FADV,varför,למה
781,wieviel::FNUM,hur mycket,כמה
782,eins::NUM,en,אחד
783,eins::NUM,ett,אחד
784,zwei::NUM,två,שתים
785,drei::NUM,tre,שלושה
786,vier::NUM,fyra,ארבעה
787,fünf::NUM,fem,חמשה
788,sechs::NUM,sex,ששה
789,sieben::NUM,sju,שבעה
790,acht::NUM,åtta,שמונה
791,neun::NUM,nio,תשעה
792,zehn::NUM,tio,עשרה
793,elf::NUM,elva,אחת עשרה
794,zwölf::NUM,tolv,שתים עשרה
795,zwanzig::NUM,tjugo,עשרים
796,dreißig::NUM,trettio,שלושים
797,vierzig::NUM,fyrtio,ארבעים
798,fünfzig::NUM,femtio,חמשים
799,sechzig::NUM,sextio,ששים
800,siebzig::NUM,sjuttio,שבעים
801,achtzig::NUM,åttio,שמונים
802,neunzig::NUM,nittio,תשעים
803,hundert::NUM,hundra,מאה
804,tausend::NUM,tusen,אלף
805,und::CNJ,och,ו
806,oder::CNJ,eller,או
807,stehen::V,stå,עמד
808,sitzen::V,sitta,ישב
809,liegen::V,ligga,שכב
810,hängen::V,hänga,היה תלוי
811,werden::V,bli,הפך ל
812,passieren::V,ske,קרה
813,passieren::V,hända,קרה
814,beginnen::V,börja,התחיל
815,enden::V,ända,הסתים
816,wechseln::V,växla,השתנה
817,aufgehen[Sonne]::V,gå upp,זרח
818,untergehen[Sonne]::V,gå ned,שקע
819,scheinen[Sonne]::V,skina,בהק
820,donnern::V,dundra,רעם
821,wehen::V,blåsa,נשב
822,strömen::V,forsa,זרם
823,strömen::V,strömma,זרם
824,fließen::V,flyta,זרם
825,sich drehen::V,snurra,הסתובב
826,schwanken::V,vackla,התנודד
827,schwingen::V,svinga,התנענע
828,fallen::V,falla,נפל
829,brennen::V,brinna,בער
830,rauchen::V,ryka,עשן
831,regnen::V,regna,ירד גשם
832,gefrieren::V,frysa,קפא
