,Concept_ID,zh,ps
110,Quelle::N,泉,چینه
111,Bach::N,溪,واله
112,Fluss::N,河流,سیند
113,Ufer::N,岸,غاړه
114,Küste::N,海岸,ساحل
115,Festland::N,大陆,وچه
116,Meer::N,海,بحر
117,Meer::N,海,سمندر
118,Bucht::N,海湾,کارۍ
119,Insel::N,岛,ټاپو
120,Insel::N,岛,جزيره
121,Blume::N,花,ګل
122,Gras::N,草,واښه
123,Wurzel::N,根,ریښه
124,Baum::N,树,ونه
125,Stamm::N,树干,ډډ
126,Rinde::N,树皮,پوستکی
127,Ast::N,树枝,ښاخ
128,Zweig::N,树枝,څانګه
129,Blatt::N,叶子,پاڼه
130,Birke::N,桦木,توس
131,Kiefer[Baum]::N,松树,نښتر
132,Weide[Baum]::N,柳树,وله
133,Tanne::N,冷杉,ناجو
134,Horn::N,角,ښکر
135,Feder::N,羽毛,بڼکه
136,Fell::N,皮毛,پوستکی
137,Flügel::N,翅膀,وزر
138,Klaue::N,爪子,پنجه
139,Klaue::N,爪子,منګول
140,Kralle::N,爪子,پنجه
141,Kralle::N,爪子,منګول
142,Schwanz::N,尾巴,لکۍ
143,Ei::N,蛋,وۍ
144,Ei::N,蛋,هګۍ
145,Nest::N,巢,جاله
146,Bau::N,穴,کاز
147,Tier::N,动物,ژوی
148,Tier::N,动物,حیوان
149,Herde::N,群,رمه
150,Herde::N,群,غېله
151,Kuh::N,母牛,غوا
152,Bulle::N,公牛,غوئی
153,Pferd::N,马,آس
154,Schaf::N,羊,پسه
155,Schwein::N,猪,سرکوزی
156,Hund::N,狗,سپی
157,Katze::N,猫,پشه
158,Bär::N,熊,خرس
159,Eichhörnchen::N,松鼠,خړ لمی
160,Elch::N,麋鹿,ګوزن
161,Fuchs::N,狐狸,سپلم
162,Hase::N,兔子,سوی
163,Maus::N,老鼠,مږک
164,Wolf::N,狼,لېوه
165,Vogel::N,鸟,مرغه
166,Schwarm::N,群,سېل
167,Huhn::N,鸡,چرګه
168,Hahn::N,公鸡,چرګ
169,Gans::N,鹅,بته
170,Adler::N,鹰,عقاب
171,Ente::N,鸭,ایلۍ
172,Eule::N,猫头鹰,ګونګی
173,Kranich::N,鹤,کلنګ
174,Krähe::N,乌鸦,کارغه
175,Kuckuck::N,布谷鸟,فاخته
176,Schwan::N,天鹅,قو
177,Fisch::N,鱼,کب
178,Fisch::N,鱼,ماهی
179,Barsch::N,鲈鱼,
180,Hecht::N,狗鱼,
181,Schlange[Tier]::N,蛇,مار
182,Wurm::N,蠕虫,چینجی
183,Spinne::N,蜘蛛,غڼه
184,Spinne::N,蜘蛛,تارکښ
185,Ameise::N,蚂蚁,مېږی
186,Laus::N,虱子,سپږه
187,Mücke::N,蚊子,ماشی
188,Fliege::N,苍蝇,مچ
189,Schmetterling::N,蝴蝶,پتنګ
190,Beere::N,将果,مېوۍ
191,Apfel::N,苹果,مڼه
192,Pilz::N,蘑菇,خرېړی
193,Zwiebel::N,洋葱,پیاز
194,Saat::N,种子,تخم
195,Korn::N,谷粒,تخم
196,Korn::N,谷粒,دانه
197,Heu::N,干草,بوس
198,Heu::N,干草,پروړه
199,Schale::N,壳,پوستکی
200,Grube::N,坑,کنده
201,Falle::N,圈套,دام
202,Falle::N,圈套,لومه
203,Schlinge::N,活扣,کړۍ
204,Spur::N,踪迹,نښه
205,Asche::N,灰烬,آس
206,Asche::N,灰烬,ایره
207,Dreck::N,污垢,ناپاکي
208,Eisen::N,铁,اوسپنه
209,Gold::N,金子,سره زر
210,Silber::N,银,نقره
211,Silber::N,银,سپین زر
212,Kohle::N,煤,سکور
213,Kohle::N,煤,سکاره
214,Glas::N,玻璃,ښيښه
215,Lehm::N,粘土,خټه
216,Sand::N,沙,شګه
217,Mensch::N,人,انسان
218,Mann::N,男子,سړی
219,Mann::N,男子,نارینه
220,Frau::N,妇女,ښځه
221,Kind::N,小孩,بچی
222,Kind::N,小孩,ماشوم
223,Junge::N,男孩,هلک
224,Mädchen::N,女孩,نجلۍ
225,Familie::N,家庭,کورنۍ
226,Großvater::N,祖父,بابا
227,Großmutter::N,祖母,انا
228,Eltern::N,父母,مور او پلار
229,Vater::N,父亲,پلار
230,Mutter::N,母亲,مور
231,Sohn::N,儿子,زوی
232,Tochter::N,女儿,لور
233,Bruder::N,兄弟,ورور
234,Schwester::N,姐妹,خور
235,Onkel::N,伯父,تره
236,Onkel::N,伯父,ماما
237,Tante::N,阿姨,خاله
238,Ehemann::N,丈夫,مېړه
239,Ehefrau::N,妻子,مېرمن
240,Freude::N,愉快,خوشحالي
241,Gelächter::N,大笑,خندا
242,Glück::N,运气,بخت
243,Kummer::N,苦恼,غم
244,Wunsch::N,愿望,هيله
245,Wunsch::N,愿望,غوښتنه
246,Lust::N,乐趣,شوق
247,Lust::N,乐趣,مینه
248,Geist::N,精神,روح
249,Gedanke::N,思想,فکر
250,Gedächtnis::N,记性,یاد
251,Gedächtnis::N,记性,حافظه
252,Verstand::N,理智,عقل
253,Verstand::N,理智,شعور
254,Sinn::N,感觉,معنی
255,Grund::N,理由,علت
256,Grund::N,理由,اساس
257,Wahrheit::N,真理,حقیقت
258,Gespräch::N,谈话,مرکه
259,Gespräch::N,谈话,خبرې اترې
260,Märchen::N,童话,افسانه
261,Erzählung::N,故事,قصه
262,Erzählung::N,故事,کیسه
263,Nachricht::N,消息,خبر
264,Neuigkeit::N,新闻,نوی خبر
265,Name::N,名字,نوم
266,Rätsel::N,谜语,کیسۍ
267,Rätsel::N,谜语,چیستان
268,Rede::N,讲话,وینا
269,Sprache::N,语言,ژبه
270,Stimme::N,声音,غږ
271,Stimme::N,声音,اواز
272,Wort::N,词,لغت
273,Wort::N,词,کلمه
274,Zeichen::N,标记,نښه
275,Zeichen::N,标记,اشاره
276,Ruf::N,呼喊,ږغ
277,Ruf::N,呼喊,بلنه
278,Lärm::N,噪音,غالمغال
279,Laut::N,响声,ږغ
280,Ton::N,声音,اواز
281,Lied::N,歌曲,غزله
282,Lied::N,歌曲,سندره
283,Ruhe::N,安静,ارامي
284,Leute::N,人们,خلک
285,Volk::N,人民,ولس
286,Arbeit::N,劳动,کار
287,Gast::N,客人,مېلمه
288,Geschenk::N,礼物,تحفه
289,Geschenk::N,礼物,سوغات
290,Spiel::N,游戏,لوبه
291,Gesellschaft::N,陪同,ډله
292,Hilfe::N,帮助,کومک
293,Hilfe::N,帮助,مرسته
294,Freund::N,朋友,ملګری
295,Kamerad::N,同志,انډيوال
296,Angelegenheit::N,事情,موضوع
297,Anzahl::N,数目,شمېر
298,Anzahl::N,数目,تعداد
299,Art::N,种类,ډول
300,Stück::N,块,ټوټه
301,Teil::N,部分,برخه
302,Hälfte::N,一半,نیم
303,Kreis::N,圆,دایره
304,Kreuz::N,十字架,صلیب
305,Linie::N,线条,خط
306,Linie::N,线条,لیکه
307,Strich::N,划,کرښه
308,Abstand::N,距离,فاصله
309,Entfernung::N,距离,واټن
310,Gegend::N,地区,سیمه
311,Gegend::N,地区,منطقه
312,Platz::N,场所,ځای
313,Ort::N,地点,ځای
314,Seite::N,面,مخ
315,Seite::N,面,اړخ
316,Mitte::N,中间,وسط
317,Mitte::N,中间,مینځ
318,Gegenstand::N,物品,شی
319,Sache::N,物,شی
320,Sache::N,物,څيز
321,Rand::N,边,څنډه
322,Rand::N,边,کناره
323,Kante::N,棱,اړخ
324,Ecke::N,角,ګوټ
325,Spitze::N,尖,څوکه
326,Ende::N,结尾,څوکه
327,Loch::N,洞,سوری
328,Winkel::N,角度,کنج
329,Winkel::N,角度,کوتی
330,Muster::N,模型,نمونه
331,Größe::N,大小,قد
332,Größe::N,大小,لويوالی
333,Länge::N,长度,طول
334,Länge::N,长度,اوږد والی
335,Höhe::N,高度,جګوالی
336,Gewicht::N,重量,وزن
337,Menge::N,数量,اندازه
338,Haufen::N,堆,کوټه
339,Reihe::N,行,صف
340,Reihe::N,行,کتار
341,Boot::N,小船,قايق
342,Ruder::N,奖,چپه
343,Schlitten::N,雪橇,ښویېدونی
344,Ski::N,雪板,سکي
345,Lagerfeuer::N,营火,اور
346,Last::N,负担,بار
347,Last::N,负担,پېټی
348,Gang::N,行走,تګ
349,Schritt::N,步伐,ګام
350,Norden::N,北,شمال
351,Süden::N,南,سوېل
352,Westen::N,西,لوېدېځ
353,Osten::N,东,شرق
354,Osten::N,东,ختیځ
355,Holz::N,木材,لرګی
356,Brett::N,木板,تخته
357,Platte::N,平板,تخته
358,Stütze::N,支架,تکیوان
359,Stange::N,杆,ډاګه
360,Stock::N,棒,لرګی
361,Stab::N,棍,چيخله
362,Rohr::N,管子,نل
363,Haus::N,房屋,کور
364,Heim::N,家,کور
365,Ofen::N,炉子,تودنۍ
366,Fußboden::N,地板,غولی
367,Tisch::N,桌子,مېز
368,Stuhl::N,椅子,چوکۍ
369,Wiege::N,摇蓝,زانګو
370,Bett::N,床,کټ
371,Bett::N,床,چپرکټ
372,Regal::N,架子,تاخچۍ
373,Kiste::N,箱子,صندوق
374,Fenster::N,窗户,کړکۍ
375,Tür::N,门,دروازه
376,Tor::N,大门,دروازه
377,Zaun::N,篱笆,کټاره
378,Dach::N,屋顶,بام
379,Leiter::N,梯子,زينه
380,Besen::N,扫帚,جارو
381,Spaten::N,铁锹,یوم
382,Schaufel::N,铁锹,بېلچه
383,Gabel::N,叉,پنجه
384,Löffel::N,食匙,کاشوغه
385,Messer::N,刀,چاقو
386,Nagel::N,钉子,ميخ
387,Netz::N,网,جال
388,Haken::N,钩子,څنګک
389,Griff::N,把柄,لاستی
390,Schloss::N,锁,کلپ
391,Bild::N,图画,رسم
392,Figur::N,人像,قدوقامت
393,Puppe::N,娃娃,ګوډۍ
394,Beutel::N,袋子,کڅوړه
395,Bündel::N,捆,دسته
396,Tasche::N,手提包,بکس
397,Tasche::N,手提包,توبره
398,Eimer::N,桶,سطل
399,Deckel::N,盖子,سرپوښ
400,Geschirr::N,餐具,لوښی
401,Sack::N,袋子,جوال
402,Tasse::N,杯子,پیاله
403,Topf::N,锅,دېګی
404,Kessel::N,水壶,دېګ
405,Essen::N,进餐,خوراک
406,Nahrung::N,食物,خوراک
407,Speise::N,菜肴,خواړه
408,Fleisch::N,肉,غوښه
409,Getreide::N,谷物,غله
410,Brei::N,粥,اوګره
411,Brot::N,面包,ډوډۍ
412,Scheibe::N,片,مړۍ
413,Fett::N,脂肪,غوړي
414,Butter::N,黄油,کوچ
415,Öl::N,油,تېل
416,Salz::N,盐,مالګه
417,Suppe::N,汤,شوربا
418,Honig::N,蜂蜜,شات
419,Milch::N,奶,شوده
420,Tee::N,茶,چای
421,Leder::N,皮革,څرمن
422,Wolle::N,毛线,پشم
423,Stoff::N,织物,ټوټه
424,Nadel::N,针,ستن
425,Faden::N,线,تار
426,Knopf::N,纽扣,تڼۍ
427,Knopf::N,纽扣,تکمه
428,Knoten::N,结,غوټه
429,Farbe::N,颜色,رنګ
430,Kleidung::N,衣服,کالي
431,Hemd::N,衬衫,کميس
432,Kragen::N,领子,غاړه
433,Ärmel::N,袖子,لستوڼی
434,Hose::N,裤子,پطلون
435,Gürtel::N,腰带,کمربند
436,Mütze::N,帽子,خولۍ
437,Schuh::N,鞋,بوټ
438,Stiefel::N,靴子,موزه
439,Ring::N,戒指,ګوته
440,Band::N,带子,فيته
441,Kamm::N,梳子,ګمنځ
442,Spiegel::N,镜子,ایینه
443,Spiegel::N,镜子,هنداره
444,Riemen::N,皮带,تسمه
445,Schnur::N,绳子,مزی
446,Leine::N,皮带,رسۍ
447,Decke::N,被子,بړستن
448,Kissen::N,软垫,بالښت
449,Tuch::N,巾,ټیکری
450,Handtuch::N,手巾,دسمال
451,Kraft::N,力,زور
452,Kraft::N,力,توان
453,Stärke::N,力量,قوت
454,Gesundheit::N,健康,صحت
455,Gesundheit::N,健康,روغتیا
456,Krankheit::N,病,مرض
457,Krankheit::N,病,ناروغي
458,Schmerz::N,痛,درد
459,Wunde::N,伤口,ټپ
460,Wunde::N,伤口,زخم
461,Fieber::N,发烧,تبه
462,Arznei::N,药,دوا
463,Arznei::N,药,دارو
464,Brücke::N,桥,پول
465,Brunnen::N,井,څاه
466,Brunnen::N,井,کوهی
467,Weide::N,牧场,وله
468,Pfad::N,小路,تړه
469,Weg::N,路,لیار
470,Straße::N,街,سړک
471,Dorf::N,村庄,کلی
472,Stadt::N,城市,ښار
473,Brief::N,信,لیک
474,Brief::N,信,مکتوب
475,Buch::N,书,کتاب
476,Buchstabe::N,字母,حرف
477,Buchstabe::N,字母,توری
478,Zeitung::N,报纸,اخبار
479,Leben::N,生命,ژوند
480,Tod::N,死亡,مرګ
481,Tod::N,死亡,مړینه
482,Grab::N,坟墓,قبر
483,Grab::N,坟墓,ډورۍ
484,Kirche::N,教堂,کلیسا
485,Sünde::N,罪,ګناه
486,Gott::N,上帝,خدای
487,Arbeiter::N,工人,کاریګر
488,Chef::N,上司,آمر
489,Meister::N,师傅,استاد
490,Arzt::N,医生,طبیب
491,Arzt::N,医生,ډاکټر
492,Lehrer::N,教师,معلم
493,Lehrer::N,教师,ښوونکی
494,Geld::N,钱,پیسې
495,Geschäft::N,交易,سوداګري
496,Laden::N,商店,دکان
497,Laden::N,商店,مغازه
498,Preis::N,价格,بیه
499,Ware::N,商品,مال
500,Nutzen::N,好处,ګټه
501,Reichtum::N,财富,شتمني
502,Welt::N,世界,نړۍ
503,Welt::N,世界,دنیا
504,Land::N,国家,هېواد
505,Staat::N,国家,دولت
506,König::N,国王,باچا
507,König::N,国王,پادشاه
508,Macht::N,权力,قدرت
509,Grenze::N,边界,حد
510,Grenze::N,边界,سرحد
511,Krieg::N,战争,جګړه
512,Feind::N,敌人,دښمن
513,Gewalt::N,暴力,زور
514,Gewalt::N,暴力,تشدد
515,Kampf::N,战斗,جنګ
516,Kampf::N,战斗,مبارزه
517,Bogen[Waffe]::N,弓,لیندۍ
518,Pfeil::N,箭,غشی
519,Gewehr::N,枪,ټوپک
520,Fehler::N,错误,خطا
521,Fehler::N,错误,غلطي
522,Lüge::N,谎话,دروغ
523,Schaden::N,损失,زیان
524,Schaden::N,损失,تاوان
525,Unglück::N,不幸,بدبختي
526,Schuld::N,过错,ګناه
527,Alter::N,年龄,منګ
528,Schluss::N,结束,اخر
529,Zeit::N,时间,وخت
530,Tag::N,天,ورځ
531,Morgen::N,早晨,سبا
532,Morgen::N,早晨,سهار
533,Mittag::N,中午,غرمه
534,Abend::N,晚上,ماښام
535,Nacht::N,夜,شپه
536,Woche::N,星期,اونۍ
537,Monat::N,月,مياشت
538,Jahr::N,年,کال
539,Frühling::N,春天,پسرلی
540,Sommer::N,夏天,دوبی
541,Herbst::N,秋天,منی
542,Herbst::N,秋天,خزان
543,Winter::N,冬天,ژمی
544,Januar::N,一月,جنوري
545,Februar::N,二月,فبروري
546,März::N,三月,مارچ
547,April::N,四月,اپریل
548,Mai::N,五月,مې
549,Juni::N,六月,جون
550,Juli::N,七月,جولای
551,August::N,八月,اګست
552,September::N,九月,سپټامبر
553,Oktober::N,十月,اکتوبر
554,November::N,十一月,نومبر
555,Dezember::N,十二月,دسمبر
556,Montag::N,星期一,دوشنبه
557,Dienstag::N,星期二,سه شنبه
558,Mittwoch::N,星期三,چارشنبه
559,Donnerstag::N,星期四,پنجشنبه
560,Freitag::N,星期五,جمعه
561,Samstag::N,星期六,خالي
562,Sonntag::N,星期日,یکشنبه
563,groß::A,大,لوی
564,klein::A,小,وړوکی
565,lang::A,长,اوړد
566,kurz::A,短,لنډ
567,breit::A,宽,پراخه
568,schmal::A,细长的,تنګ
569,dicht::A,密,ګڼ
570,dick[Gegenstand]::A,厚,پنډ
571,dünn::A,薄,نری
572,fein::A,细小,نازک
573,fest::A,固体,کلک
574,fest::A,固体,ټینګ
575,flach::A,平坦,هوار
576,glatt::A,光滑,ښوی
577,hart::A,硬,کلک
578,weich::A,软,نرم
579,weich::A,软,پوست
580,rund::A,圆,ګرد
581,spitz::A,尖,تېره
582,scharf::A,锋利,تېز
583,scharf::A,锋利,تېره
584,stumpf::A,钝,پڅ
585,schwer::A,重,دروند
586,schön::A,美丽,ښکلی
587,heiß::A,烫,تود
588,warm::A,暖和,تود
589,kalt::A,冷,ېخ
590,kalt::A,冷,سوړ
591,kühl::A,凉,ېخ
592,kühl::A,凉,سوړ
593,frisch::A,新鲜,تازه
594,feucht::A,潮湿,مرطوب
595,nass::A,湿,لوند
596,trocken::A,干,وچ
597,voll::A,满,ډک
598,leer::A,空,خالی
599,offen::A,敞开,خلاص
600,offen::A,敞开,پرانیستی
601,geschlossen::A,关闭,تړلی
602,sauber::A,干净,پاک
603,schmutzig::A,肮脏,چټل
604,roh::A,生,خام
605,reif::A,成熟,پوخ
606,reif::A,成熟,رسېدلی
607,lecker::A,好吃,خوندور
608,lecker::A,好吃,مزه دار
609,süß::A,甜,خوږ
610,süß::A,甜,شیرین
611,bitter::A,苦,تریخ
612,sauer::A,酸,ټاک
613,sauer::A,酸,تريو
614,hell::A,亮,روڼ
615,hell::A,亮,روښان
616,dunkel::A,阴暗,تیاره
617,schwarz::A,黑,تور
618,weiß::A,白,سپين
619,rot::A,红,سور
620,gelb::A,黄,زېړ
621,blau::A,蓝,شین
622,blau::A,蓝,اسماني رنګه
623,grün::A,绿,زرغون
624,grau::A,灰色,خړ
625,bunt::A,五彩,رنګارنګ
626,billig::A,便宜,ارزان
627,teuer::A,贵,ګران
628,wertvoll::A,贵重,قیمتي
629,blind::A,瞎,ړوند
630,taub::A,聋,کوڼ
631,kräftig::A,强壮,قوی
632,stark::A,强壮,قوی
633,stark::A,强壮,تکړه
634,schwach::A,弱,ضعیف
635,schwach::A,弱,کمزوری
636,fett::A,胖,چاغ
637,schlank::A,苗条,خوش اندام
638,hübsch::A,漂亮,ښکلی
639,hübsch::A,漂亮,ښایسته
640,böse::A,邪恶,شریر
641,böse::A,邪恶,قهرناک
642,dumm::A,笨,احمق
643,faul::A,懒惰,لټ
644,faul::A,懒惰,تنبل
645,fleißig::A,勤奋,زحمت کښ
646,geizig::A,吝啬,بخیل
647,klug::A,聪明,عاقل
648,klug::A,聪明,هوښیار
649,geschickt::A,灵巧,ماهر
650,lieb::A,可爱,عزیز
651,lieb::A,可爱,محبوب
652,lustig::A,快乐,خوشحال
653,sanft::A,柔和,پوست
654,sanft::A,柔和,ملایم
655,hungrig::A,饥饿,وږی
656,krank::A,患病,مريض
657,krank::A,患病,ناروغ
658,nackt::A,裸体,لوڅ
659,traurig::A,悲哀,غمجن
660,lebendig::A,活,ژوندی
661,gut::A,好,ښه
662,schlecht::A,坏,بد
663,schlecht::A,坏,خراب
664,richtig::A,正确,سم
665,richtig::A,正确,صحیح
666,schlimm::A,糟糕,بد
667,schlimm::A,糟糕,مخوف
668,wahr::A,真,واقعي
669,alt::A,旧,زوړ
670,neu::A,新,نوی
671,ehemalig::A,以前,پخوانی
672,alt[Lebewesen]::A,老,زوړ
673,jung::A,年轻,ځوان
674,arm::A,贫穷,غریب
675,arm::A,贫穷,بې وزله
676,reich::A,富裕,شتمن
677,reich::A,富裕,دولتمند
678,bekannt::A,出名,اشنا
679,berühmt::A,著名,مشهور
680,fremd::A,陌生,پردی
681,fremd::A,陌生,بېګانه
682,verschieden::A,不同,مختلف
683,nah::A,近,نژدې
684,fern::A,遥远,لیری
685,linker::A,左,چپ
686,linker::A,左,کیڼ
687,rechter::A,右,ښی
688,anderer::A,别的,بل
689,erster::A,第一,لومړی
690,zweiter::A,第二,دوهم
691,dritter::A,第三,درېم
692,letzter::A,最后,آخرنی
693,letzter::A,最后,وروستی
694,allein::ADV,单独,یوازې
695,auf einmal::ADV,同时,په یوه وخت کی
696,zusammen::ADV,一起,یو ځای
697,lange::ADV,许久,ډېر وخت
698,lange::ADV,许久,ډېره موده
699,plötzlich::ADV,忽然,ناببره
700,plötzlich::ADV,忽然,یوناڅاپه
701,sofort::ADV,立刻,فوراً
702,sofort::ADV,立刻,سمدلاسه
703,später::ADV,以后,وروسته
704,jetzt::ADV,现在,اوس
705,heute::ADV,今天,نن
706,morgen::ADV,明天,سبا
707,bald::ADV,即将,ژر
708,dann::ADV,然后,پس
709,dann::ADV,然后,وروسته
710,gestern::ADV,昨天,پرون
711,einst::ADV,曾经,پخوا
712,damals::ADV,当时,هغه وخت
713,danach::ADV,随后,بیا
714,vorher::ADV,事先,دمخه
715,zuerst::ADV,首先,لومړی
716,einmal::ADV,一次,یو ځل
717,manchmal::ADV,有时,ګاهی ګاهی
718,oft::ADV,时常,ډېر ځله
719,immer::ADV,总是,تل
720,immer::ADV,总是,همېشه
721,niemals::ADV,从未,هیڅکله نه
722,hier::ADV,这里,دلته
723,hierhin::ADV,到这里,دلته
724,hierhin::ADV,到这里,دې ځای ته
725,von hier::ADV,由此,د دې ځای نه
726,dort::ADV,那里,هلته
727,dorthin::ADV,到那里,هلته
728,dorthin::ADV,到那里,هغه ځای ته
729,geradeaus::ADV,一直往前,مخامخ
730,vorwärts::ADV,向前,مخ پهٔ وړاندې
731,rückwärts::ADV,向后,بېرته
732,zurück::ADV,退后,بېرته
733,unten::ADV,下面,لاندي
734,hinab::ADV,向下,ښکته
735,oben::ADV,上面,پورته
736,hinauf::ADV,向上,پاس
737,überall::ADV,到处,هره خوا
738,nicht::ADV,不,نه
739,ein wenig::ADV,一点儿,یو څه
740,kaum::ADV,几乎不,ایله
741,sehr::ADV,很,ډېر
742,sehr::ADV,很,زيات
743,so::ADV,如此,داسې
744,so::ADV,如此,دومره
745,noch::ADV,还,نور
746,nur::ADV,只,تش
747,nur::ADV,只,صرف
748,schon::ADV,已经,دمخه
749,wieder::ADV,又,بیا
750,vor::PRP,在...面前,دمخه
751,hinter::PRP,在...背后,شاته
752,unter::PRP,在...下面,لاندي
753,durch::PRP,穿过,د مینځ نه
754,neben::PRP,在...旁,نژدې
755,zwischen::PRP,在...之间,ترمینځ
756,wegen::PRP,由于,د ... له لاسه
757,dies::PRN,这,دا
758,das::PRN,那,دا
759,alles::PRN,一切,هرڅهٔ
760,ich::PRN,我,زه
761,du::PRN,你,ته
762,er::PRN,他,دی
763,wir::PRN,我们,مونږ
764,ihr::PRN,你们,تاسې
765,sie::PRN,她,هغوی
766,was::FPRN,什么,څهٔ
767,wer::FPRN,谁,چا
768,wer::FPRN,谁,څوک
769,wo::FADV,哪里,چيری
770,wo::FADV,哪里,چېرته
771,wohin::FADV,去哪里,چېرته
772,wie::FADV,怎么,څنګه
773,warum::FADV,为什么,ولې
774,wieviel::FNUM,多少,څو
775,wieviel::FNUM,多少,څومره
776,eins::NUM,一,یو
777,zwei::NUM,二,دوه
778,drei::NUM,三,درې
779,vier::NUM,四,څلور
780,fünf::NUM,五,پنځه
781,sechs::NUM,六,شپږ
782,sieben::NUM,七,اوه
783,acht::NUM,八,اته
784,neun::NUM,九,نهه
785,zehn::NUM,十,لس
786,elf::NUM,十一,یوولس
787,zwölf::NUM,十二,دولس
788,zwanzig::NUM,二十,شل
789,dreißig::NUM,三十,دېرش
790,vierzig::NUM,四十,څلوېښت
791,fünfzig::NUM,五十,پنځوس
792,sechzig::NUM,六十,شپېته
793,siebzig::NUM,七十,اویا
794,achtzig::NUM,八十,اتیا
795,neunzig::NUM,九十,نوي
796,hundert::NUM,百,سل
797,tausend::NUM,千,زر
798,und::CNJ,和,او
799,oder::CNJ,或者,ېا
800,stehen::V,站,درېدل
801,sitzen::V,坐,کښېنستل
802,liegen::V,躺着,ملاستل
803,hängen::V,挂着,ځړېدل
804,werden::V,成为,کېدل
805,passieren::V,发生,پېښېدل
806,beginnen::V,开始,شروع کېدل
807,enden::V,终止,خلاصدل
808,enden::V,终止,تمامېدل
809,wechseln::V,变迁,تغییر موندل
810,aufgehen[Sonne]::V,升起,ختل
811,untergehen[Sonne]::V,下落,لوېدل
812,untergehen[Sonne]::V,下落,پرېوتل
813,scheinen[Sonne]::V,照射,رڼا کول
814,donnern::V,打雷,تنېدل
815,donnern::V,打雷,غړمبېدل
