,Concept_ID,da,tt
490,Arzt::N,læge,табиб
491,Lehrer::N,lærer,укытучы
492,Lehrer::N,lærer,мөгаллим
493,Geld::N,penge,акча
494,Geschäft::N,forretning,эш
495,Laden::N,butik,кибет
496,Laden::N,butik,магазин
497,Laden::N,forretning,кибет
498,Laden::N,forretning,магазин
499,Preis::N,pris,бәя
500,Preis::N,pris,бәһа
501,Ware::N,vare,товар
502,Nutzen::N,nytte,файда
503,Reichtum::N,rigdom,байлык
504,Welt::N,verden,дөнья
505,Land::N,land,ил
506,Staat::N,stat,дәүләт
507,König::N,konge,патша
508,Macht::N,magt,хакимият
509,Grenze::N,grænse,чик
510,Krieg::N,krig,сугыш
511,Feind::N,fjende,дошман
512,Gewalt::N,vold,көчләү
513,Kampf::N,kamp,көрәш
514,Bogen[Waffe]::N,bue,җәя
515,Pfeil::N,pil,ук
516,Gewehr::N,gevær,мылтык
517,Fehler::N,fejl,хата
518,Lüge::N,løgn,ялган
519,Schaden::N,skade,зыян
520,Schaden::N,skade,зарар
521,Unglück::N,uheld,бәла
522,Unglück::N,ulykke,бәла
523,Schuld::N,skyld,гаеп
524,Alter::N,alder,яшь
525,Schluss::N,slut,ахыр
526,Schluss::N,slutning,ахыр
527,Zeit::N,tid,заман
528,Tag::N,dag,көн
529,Morgen::N,morgen,иртә
530,Mittag::N,middag,өйлә
531,Abend::N,aften,кич
532,Nacht::N,nat,төн
533,Woche::N,uge,атна
534,Monat::N,måned,ай
535,Jahr::N,år,ел
536,Frühling::N,forår,яз
537,Sommer::N,sommer,җәй
538,Herbst::N,efterår,көз
539,Winter::N,vinter,кыш
540,Januar::N,januar,гыйнвар
541,Februar::N,februar,февраль
542,März::N,marts,март
543,April::N,april,апрель
544,Mai::N,maj,май
545,Juni::N,juni,июнь
546,Juli::N,juli,июль
547,August::N,august,август
548,September::N,september,сентябрь
549,Oktober::N,oktober,октябрь
550,November::N,november,ноябрь
551,Dezember::N,december,декабрь
552,Montag::N,mandag,дүшәмбе
553,Dienstag::N,tirsdag,сишәмбе
554,Mittwoch::N,onsdag,чәршәмбе
555,Donnerstag::N,torsdag,атнакич
556,Donnerstag::N,torsdag,пәнҗешәмбе
557,Freitag::N,fredag,җомга
558,Samstag::N,lørdag,шимбә
559,Sonntag::N,søndag,якшәмбе
560,groß::A,stor,зур
561,klein::A,lille,кечкенә
562,lang::A,lang,озын
563,kurz::A,kort,кыска
564,breit::A,bred,киң
565,schmal::A,smal,кысык
566,dicht::A,tæt,куе
567,dick[Gegenstand]::A,tyk,калын
568,dünn::A,tynd,нечкә
569,fein::A,fin,нәзакәтле
570,fest::A,fast,нык
571,flach::A,flad,яссы
572,flach::A,flad,ялпак
573,glatt::A,glat,шома
574,hart::A,hård,каты
575,weich::A,blød,йомшак
576,rund::A,rund,түгәрәк
577,spitz::A,spids,очлы
578,scharf::A,skarp,үткен
579,stumpf::A,sløv,үтмәс
580,stumpf::A,stump,үтмәс
581,schwer::A,tung,салмак
582,schön::A,skøn,гүзәл
583,heiß::A,hed,эссе
584,warm::A,varm,җылы
585,kalt::A,kold,суык
586,kalt::A,kold,салкын
587,kühl::A,kølig,салкынча
588,frisch::A,frisk,салкынча
589,feucht::A,fugtig,юеш
590,nass::A,våd,дымлы
591,trocken::A,tør,коры
592,voll::A,fuld,тулы
593,leer::A,tom,буш
594,offen::A,åben,ачык
595,geschlossen::A,lukket,йомык
596,sauber::A,ren,пакь
597,sauber::A,ren,чиста
598,schmutzig::A,snavset,керле
599,schmutzig::A,snavset,пычрак
600,roh::A,rå,чи
601,reif::A,moden,өлгергән
602,lecker::A,lækker,тәмле
603,süß::A,sød,татлы
604,bitter::A,bitter,ачы
605,sauer::A,sur,әче
606,hell::A,lys,якты
607,dunkel::A,mørk,кара
608,schwarz::A,sort,кара
609,weiß::A,hvid,ак
610,rot::A,rød,кызыл
611,gelb::A,gul,сары
612,blau::A,blå,күк
613,grün::A,grøn,яшел
614,grau::A,grå,соры
615,bunt::A,broget,чуар
616,billig::A,billig,арзан
617,teuer::A,dyr,хаклы
618,wertvoll::A,værdifuld,кыйммәтле
619,blind::A,blind,сукыр
620,blind::A,blind,күзсез
621,taub::A,døv,чукрак
622,taub::A,døv,саңгырау
623,kräftig::A,kraftig,егәрле
624,stark::A,stærk,нык
625,stark::A,stærk,базык
626,schwach::A,svag,зәгыйфь
627,fett::A,fed,симез
628,schlank::A,slank,нәзек
629,hübsch::A,køn,чибәр
630,böse::A,ond,усал
631,böse::A,slem,усал
632,dumm::A,dum,акылсыз
633,faul::A,doven,ялкау
634,faul::A,doven,иренчәк
635,fleißig::A,flittig,тырыш
636,fleißig::A,flittig,тырышучан
637,geizig::A,gerrig,саран
638,klug::A,klog,акыллы
639,geschickt::A,dygtig,маһир
640,geschickt::A,behændig,маһир
641,lieb::A,rar,сөекле
642,lustig::A,lystig,күңелле
643,sanft::A,blid,басынкы
644,hungrig::A,sulten,ач
645,krank::A,syg,чирле
646,krank::A,syg,сырхау
647,nackt::A,nøgen,шәрә
648,traurig::A,bedrøvet,ямансу
649,lebendig::A,levende,тере
650,gut::A,god,яхшы
651,schlecht::A,dårlig,начар
652,richtig::A,rigtig,дөрес
653,schlimm::A,slem,әшәкә
654,wahr::A,sand,чып-чын
655,alt::A,gammel,иске
656,neu::A,ny,яңа
657,ehemalig::A,forhenværende,элекке
658,alt[Lebewesen]::A,gammel,карт
659,jung::A,ung,яшь
660,arm::A,fattig,фәкыйрь
661,reich::A,rig,бай
662,bekannt::A,kendt,таныш
663,berühmt::A,berømt,атаклы
664,fremd::A,fremmed,ят
665,verschieden::A,forskellig,төрле
666,nah::A,nær,якын
667,fern::A,fjern,ерак
668,linker::A,venstre,сул
669,rechter::A,højre,уң
670,anderer::A,anden,бүтән
671,erster::A,første,беренче
672,zweiter::A,anden,икенче
673,dritter::A,tredje,өченче
674,letzter::A,sidste,ахыргы
675,allein::ADV,alene,ялгыз
676,auf einmal::ADV,på én gang,бердән
677,zusammen::ADV,sammen,бергә
678,lange::ADV,længe,озак
679,plötzlich::ADV,pludselig,искәрмәстән
680,sofort::ADV,straks,хәзер
681,später::ADV,senere,соңрак
682,jetzt::ADV,nu,хәзер
683,heute::ADV,i dag,бүген
684,morgen::ADV,i morgen,иртәгә
685,bald::ADV,snart,тиздән
686,dann::ADV,så,аннары
687,gestern::ADV,i går,кичә
688,einst::ADV,engang,берчак
689,damals::ADV,dengang,ул вакытта
690,damals::ADV,dengang,ул чакта
691,danach::ADV,derefter,да
692,vorher::ADV,før,элек
693,vorher::ADV,forud,элек
694,zuerst::ADV,først,башта
695,einmal::ADV,en gang,бер
696,einmal::ADV,en gang,бер мәртәбә
697,manchmal::ADV,sommetider,кайчакта
698,oft::ADV,ofte,еш
699,immer::ADV,altid,һәркайчан
700,niemals::ADV,aldrig,hичбер вакыт
701,hier::ADV,her,монда
702,hier::ADV,her,биредә
703,hierhin::ADV,hid,монда
704,hierhin::ADV,herhen,монда
705,von hier::ADV,herfra,моннан
706,dort::ADV,der,анда
707,dorthin::ADV,derhen,тегеләй
708,geradeaus::ADV,lige ud,турыдан-туры
709,vorwärts::ADV,fremad,алга
710,rückwärts::ADV,baglæns,кире
711,zurück::ADV,tilbage,кире
712,unten::ADV,nede,түбәндә
713,unten::ADV,forneden,түбәндә
714,hinab::ADV,ned,аска
715,hinab::ADV,nedad,аска
716,oben::ADV,oppe,өстә
717,oben::ADV,oppe,югарыда
718,oben::ADV,ovenpå,өстә
719,oben::ADV,ovenpå,югарыда
720,hinauf::ADV,op,өскә
721,hinauf::ADV,opad,өскә
722,überall::ADV,overalt,hәркайда
723,nicht::ADV,ikke,түгел
724,ein wenig::ADV,lidt,бераз
725,kaum::ADV,knap,көчкә
726,kaum::ADV,næppe,көчкә
727,sehr::ADV,meget,бик
728,so::ADV,så,алай
729,noch::ADV,endnu,янә
730,noch::ADV,endnu,тагын
731,nur::ADV,kun,фәкать
732,nur::ADV,bare,фәкать
733,schon::ADV,alt,инде
734,schon::ADV,allerede,инде
735,wieder::ADV,igen,янә
736,wieder::ADV,igen,тагын
737,vergebens::ADV,forgæves,юкка
738,vor::PRP,foran,алдыннан
739,vor::PRP,uden for,алдыннан
740,hinter::PRP,bag,арттан
741,hinter::PRP,bagved,арттан
742,unter::PRP,under,астында
743,durch::PRP,gennem,аша
744,durch::PRP,igennem,аша
745,neben::PRP,ved siden af,тирәсендә
746,zwischen::PRP,mellem,арасында
747,wegen::PRP,på grund af,сәбәпле
748,dies::PRN,dette,бу
749,das::PRN,det,ул
750,alles::PRN,alt,һәммә
751,ich::PRN,jeg,мин
752,du::PRN,du,син
753,er::PRN,han,ул
754,wir::PRN,vi,без
755,ihr::PRN,I,сез
756,sie::PRN,de,ул
757,was::FPRN,hvad,ни
758,was::FPRN,hvad,нәрсә
759,wer::FPRN,hvem,кем
760,wo::FADV,hvor,кайда
761,wohin::FADV,hvorhen,кая
762,wie::FADV,hvordan,ничек
763,warum::FADV,hvorfor,нигә
764,wieviel::FNUM,hvor meget,ничә
765,eins::NUM,én,бер
766,zwei::NUM,to,ике
767,drei::NUM,tre,өч
768,vier::NUM,fire,дүрт
769,fünf::NUM,fem,биш
770,sechs::NUM,seks,алты
771,sieben::NUM,syv,җиде
772,acht::NUM,otte,сигез
773,neun::NUM,ni,тугыз
774,zehn::NUM,ti,ун
775,elf::NUM,elleve,унбер
776,zwölf::NUM,tolv,унике
777,zwanzig::NUM,tyve,егерме
778,dreißig::NUM,tredive,утыз
779,vierzig::NUM,fyrre,кырык
780,vierzig::NUM,fyrretyve,кырык
781,fünfzig::NUM,halvtreds,илле
782,sechzig::NUM,tres,алтмыш
783,siebzig::NUM,halvfjerds,җитмеш
784,achtzig::NUM,firs,сиксән
785,neunzig::NUM,halvfems,туксан
786,hundert::NUM,hundrede,йөз
787,tausend::NUM,tusind,мең
788,und::CNJ,og,вә
789,oder::CNJ,eller,яки
790,oder::CNJ,eller,яисә
791,stehen::V,stå,тору
792,sitzen::V,sidde,утыру
793,liegen::V,ligge,яту
794,hängen::V,hænge,эленү
795,werden::V,blive,булу
796,passieren::V,ske,булу
797,passieren::V,hænde,булу
798,beginnen::V,begynde,башлану
799,enden::V,ende,бетү
800,wechseln::V,veksle,үзгәртү
801,aufgehen[Sonne]::V,gå op,чыгу
802,aufgehen[Sonne]::V,stå op,чыгу
803,untergehen[Sonne]::V,gå ned,бату
804,scheinen[Sonne]::V,skinne,яктырту
805,donnern::V,tordne,күкрәү
806,wehen::V,blæse,исү
807,strömen::V,strømme,агу
808,fließen::V,flyde,агу
809,sich drehen::V,dreje sig,бөтерелү
810,schwanken::V,vakle,икеләнү
811,schwingen::V,svinge,тирбәлү
812,fallen::V,falde,егылу
813,brennen::V,brænde,яну
814,rauchen::V,ryge,төтәү
815,rauchen::V,ryge,төтенләү
816,regnen::V,regne,яву
817,gefrieren::V,fryse,кату
818,tauen::V,tø,эрү
819,tauen::V,tø,эретү
820,schmelzen::V,smelte,эрү
821,schmelzen::V,smelte,эретү
822,trocknen::V,tørre,кибү
823,sieden::V,koge,ургылу
824,faulen::V,rådne,черү
825,verfaulen::V,rådne,черү
826,reißen::V,briste,өзелү
827,versinken::V,synke,бату
828,versinken::V,synke ned,бату
829,vergehen::V,forløbe,авышу
830,erscheinen::V,vise sig,пәйда булу
831,verschwinden::V,forsvinde,югалу
832,verschwinden::V,forsvinde,юк булу
833,sinken::V,synke,кимү
834,sinken::V,synke,кайту
835,abnehmen::V,aftage,азаю
836,zunehmen::V,tiltage,арту
837,zunehmen::V,tiltage,күбәю
