,Concept_ID,be,hu
835,vierzig::NUM,сорак,negyven
836,fünfzig::NUM,пядзесят,ötven
837,sechzig::NUM,шесдзесят,hatvan
838,siebzig::NUM,семдзесят,hetven
839,achtzig::NUM,восемдзесят,nyolcvan
840,neunzig::NUM,дзевяноста,kilencven
841,hundert::NUM,сто,száz
842,tausend::NUM,тысяча,ezer
843,und::CNJ,і,és
844,und::CNJ,і,meg
845,und::CNJ,ды,és
846,und::CNJ,ды,meg
847,oder::CNJ,або,vagy
848,stehen::V,стаяць,áll
849,sitzen::V,сядзець,ül
850,liegen::V,ляжаць,fekszik
851,hängen::V,вісець,függ
852,werden::V,стаць,lesz
853,werden::V,зрабіцца,lesz
854,passieren::V,трапіцца,történik
855,beginnen::V,пачацца,kezdődik
856,enden::V,кончыцца,végződik
857,enden::V,кончыцца,befejeződik
858,wechseln::V,мяняцца,változik
859,aufgehen[Sonne]::V,узысці,kel
860,untergehen[Sonne]::V,зайсці,lemegy
861,scheinen[Sonne]::V,свяціць,süt
862,donnern::V,грымець,dörög
863,wehen::V,дзьмуць,fúj
864,strömen::V,ліцца,áramlik
865,fließen::V,цячы,folyik
866,sich drehen::V,круціцца,forog
867,sich drehen::V,варочацца,forog
868,schwanken::V,хістацца,inog
869,schwanken::V,хістацца,ingadozik
870,schwingen::V,гайдацца,leng
871,schwingen::V,калыхацца,leng
872,fallen::V,падаць,esik
873,brennen::V,гарэць,ég
874,rauchen::V,дымець,füstöl
875,regnen::V,дажджыць,esik
876,gefrieren::V,замерзнуць,megfagy
877,tauen::V,раставаць,olvad
878,schmelzen::V,плавіцца,olvad
879,schmelzen::V,плавіцца,elolvad
880,trocknen::V,сохнуць,szárad
881,sieden::V,кіпець,forr
882,faulen::V,гнісці,rothad
883,verfaulen::V,згнісці,elrothad
884,verfaulen::V,згнісці,megrothad
885,reißen::V,ірвацца,szakad
886,versinken::V,тануць,süllyed
887,versinken::V,тануць,elsüllyed
888,vergehen::V,праходзіць,múlik
889,vergehen::V,праходзіць,elmúlik
890,erscheinen::V,зʼявіцца,feltűnik
891,erscheinen::V,зʼявіцца,megjelenik
892,verschwinden::V,знікнуць,letűnik
893,sinken::V,спадаць,süllyed
894,abnehmen::V,паменшыцца,apad
895,abnehmen::V,паменшыцца,csökken
896,zunehmen::V,павялічвацца,növekszik
897,zunehmen::V,павялічвацца,gyarapszik
898,steigen::V,паднімацца,emelkedik
899,wachsen::V,расці,nő
900,wachsen::V,расці,terem
901,wachsen::V,расці,növekszik
902,glänzen::V,блішчаць,ragyog
903,glänzen::V,блішчаць,fénylik
904,funkeln::V,бліскаць,csillog
905,funkeln::V,бліскаць,tündöklik
906,lärmen::V,шумець,lármázik
907,läuten::V,званіць,cseng
908,klingeln::V,званіць,csenget
909,klirren::V,бразгаць,csörömpöl
910,brausen::V,бушаваць,zúg
911,brausen::V,бушаваць,morajlik
912,rauschen::V,шастаць,zúg
913,klingen::V,гучаць,hangzik
914,bellen::V,брахаць,ugat
915,heulen::V,выць,bőg
916,heulen::V,выць,üvölt
917,blasen::V,дзьмухнуць,fúj
918,pfeifen::V,свістаць,fütyül
919,schreien::V,крычаць,kiált
920,schreien::V,крычаць,kiabál
921,stöhnen::V,стагнаць,nyög
922,zittern::V,дрыжаць,remeg
923,zittern::V,дрыжаць,reszket
924,leben::V,жыць,él
925,geboren werden::V,нарадзіцца,születik
926,atmen::V,дыхаць,lélegzik
927,trinken::V,піць,iszik
928,essen::V,есці,eszik
929,schlucken::V,глытаць,nyel
930,müde werden::V,стаміцца,elfárad
931,müde werden::V,стаміцца,kifárad
932,einschlafen::V,заснуць,elalszik
933,schlafen::V,спаць,alszik
934,aufwachen::V,рассыпацца,felébred
935,aufstehen::V,устаць,felkel
936,sich erholen::V,адпачываць,pihen
937,krank werden::V,захварэць,megbetegedik
938,krank werden::V,захварэць,belebetegszik
939,krank sein::V,хварэць,betegeskedik
940,schmerzen::V,балець,fáj
941,husten::V,кашляць,köhög
942,genesen::V,паправіцца,meggyógyul
943,genesen::V,паздаравець,meggyógyul
944,sterben::V,памерці,hal
945,umkommen::V,загінуць,elpusztul
946,sich bewegen::V,рухацца,mozog
947,sich rühren::V,варушыцца,mozdul
948,sich erheben::V,устаць,feláll
949,sich erheben::V,устаць,felemelkedik
950,sich setzen::V,сесці,ül
951,sich setzen::V,сесці,leül
952,hinfallen::V,упасці,bukik
953,hinfallen::V,упасці,elesik
954,laufen::V,хадзіць,jár
955,schreiten::V,шагаць,lép
956,schreiten::V,крочыць,lép
957,spazierengehen::V,гуляць,sétál
958,eilen::V,спяшацца,siet
959,sich beeilen::V,спяшацца,siet
960,sausen::V,імчацца,robog
961,rennen::V,бегаць,fut
962,rennen::V,бегаць,szalad
963,springen::V,скакаць,ugrik
964,klettern::V,лазіць,kúszik
965,schaukeln::V,гайдацца,hintázik
966,kriechen::V,поўзаць,kúszik
967,schwimmen::V,плаваць,úszik
968,tauchen::V,ныраць,merül
969,rudern::V,веславаць,evez
970,fahren::V,ехаць,jár
971,fahren::V,ехаць,megy
972,fahren::V,ехаць,utazik
973,fliegen::V,лятаць,száll
974,gehen::V,ісці,megy
975,weggehen::V,пайсці,elmegy
976,abfahren::V,адʼяжджаць,indul
977,anhalten::V,спыніцца,megáll
978,anhalten::V,затрымацца,megáll
979,hineingehen::V,уваходзіць,bemegy
980,eintreten::V,увайсці,belép
981,kommen::V,прыйсці,jön
982,ankommen::V,прыбыць,érkezik
983,ankommen::V,прыбыць,megérkezik
984,zurückkommen::V,вярнуцца,visszajön
985,bleiben::V,застацца,marad
986,bleiben::V,застацца,megmarad
987,warten::V,чакаць,vár
988,warten::V,чакаць,várakozik
989,erwarten::V,чакаць,vár
990,erwarten::V,чакаць,megvár
991,suchen::V,шукаць,kutat
992,finden::V,знайсці,talál
993,versuchen::V,прабаваць,megpróbál
994,versuchen::V,прабаваць,megkísérel
995,vorbereiten::V,падрыхтаваць,előkészít
996,lieben::V,кахаць,szeret
997,mögen::V,любіць,szeret
998,lachen::V,смяяцца,nevet
999,rühren::V,расчуліць,mozdít
1000,weinen::V,плакаць,sír
1001,schimpfen::V,лаяцца,szid
1002,schimpfen::V,лаяцца,szitkozódik
1003,sich ärgern::V,сердаваць,mérgelődik
1004,sich ärgern::V,сердаваць,bosszankodik
1005,sich fürchten::V,баяцца,fél
1006,sich fürchten::V,баяцца,retteg
1007,fürchten::V,баяцца,fél
1008,fliehen::V,уцякаць,menekül
1009,flüchten::V,уцячы,elmenekül
1010,sehen::V,бачыць,néz
1011,anschauen::V,паглядзець,megnéz
1012,ansehen::V,глядзець,néz
1013,ansehen::V,глядзець,ránéz
1014,ansehen::V,глядзець,megnéz
1015,hören::V,чуць,hall
1016,zuhören::V,слухаць,hallgat
1017,zuhören::V,слухаць,meghallgat
1018,probieren::V,каштаваць,kóstol
1019,probieren::V,каштаваць,megkóstol
1020,riechen::V,нюхаць,szagol
1021,fühlen::V,адчуваць,érez
1022,scheinen::V,здавацца,tűnik
1023,scheinen::V,здавацца,látszik
1024,zu sehen sein::V,віднецца,mutatkozik
1025,vernehmen::V,пачуць,hall
1026,frieren::V,мёрзнуць,fázik
1027,tun::V,рабіць,csinál
1028,tun::V,рабіць,cselekszik
1029,können::V,умець,tud
1030,wollen::V,хацець,akar
1031,anfangen::V,пачаць,kezd
1032,beenden::V,закончыць,befejez
1033,aufhören::V,перастаць,megszűnik
1034,gelingen::V,удацца,sikerül
1035,geraten::V,аказацца,kerül
1036,geraten::V,аказацца,jut
1037,öffnen::V,адчыніць,nyit
1038,öffnen::V,адчыніць,kinyit
1039,schließen::V,зачыніць,csuk
1040,schließen::V,зачыніць,becsuk
1041,stellen::V,паставіць,állít
1042,stellen::V,паставіць,helyez
1043,setzen::V,пасадзіць,ültet
1044,setzen::V,пасадзіць,helyez
1045,legen::V,класці,tesz
1046,legen::V,класці,fektet
1047,berühren::V,чапаць,érint
1048,verbinden::V,звязаць,beköt
1049,verbinden::V,звязаць,összeköt
1050,bedecken::V,накрыць,betakar
1051,bedecken::V,накрыць,beborít
1052,aufhängen::V,павесіць,felakaszt
1053,anzünden::V,запаліць,gyújt
1054,anzünden::V,запаліць,meggyújt
1055,aufheben::V,падняць,felemel
1056,zurücklassen::V,пакінуць,hátrahagy
1057,verlieren::V,згубіць,veszít
1058,verlieren::V,згубіць,elveszít
1059,fallen lassen::V,упусціць,elejt
1060,machen::V,зрабіць,tesz
1061,machen::V,зрабіць,csinál
1062,herstellen::V,вырабіць,gyárt
1063,herstellen::V,вырабіць,előállít
1064,bauen::V,будаваць,épít
1065,reparieren::V,правіць,javít
1066,reparieren::V,правіць,kijavít
1067,reparieren::V,правіць,megjavít
1068,verbessern::V,палепшыць,megjavít
1069,ändern::V,змяніць,változtat
1070,ändern::V,змяніць,megváltoztat
1071,graben::V,капаць,ás
1072,beugen::V,сагнуць,meghajt
1073,biegen::V,пагнуць,hajlít
1074,drehen::V,вярцець,forgat
1075,wenden::V,павярнуць,fordít
1076,wenden::V,павярнуць,megfordít
1077,umdrehen::V,перавярнуць,megfordít
1078,umdrehen::V,перавярнуць,megforgat
1079,heben::V,падымаць,emel
1080,hochheben::V,падняць,felemel
1081,ergreifen::V,схапіць,megfog
1082,ergreifen::V,схваціць,megfog
1083,halten::V,трымаць,tart
1084,drücken::V,націскаць,nyom
1085,drücken::V,націскаць,megnyom
1086,schieben::V,пхаць,tol
1087,schieben::V,штурхаць,tol
1088,kratzen::V,скрэбці,vakar
1089,lecken::V,лізаць,nyal
1090,beißen::V,кусаць,harap
1091,abreißen::V,адарваць,letép
1092,abschneiden::V,адрэзаць,levág
1093,binden::V,вязаць,köt
1094,binden::V,вязаць,kötöz
1095,stecken::V,уваткнуць,dug
1096,brechen::V,зламаць,tör
1097,brechen::V,зламаць,eltör
1098,klopfen::V,стукаць,kopogtat
1099,hauen::V,біць,vág
1100,hauen::V,біць,levág
1101,kleben::V,клеіць,tapaszt
1102,reiben::V,церці,dörzsöl
1103,reiben::V,церці,súrol
1104,streichen::V,намазаць,simít
1105,schleifen::V,тачыць,fen
1106,schleifen::V,тачыць,csiszol
1107,schleifen::V,тачыць,köszörül
1108,schneiden::V,рэзаць,vág
1109,schneiden::V,рэзаць,szel
1110,schneiden::V,рэзаць,metsz
1111,rütteln::V,хістаць,ráz
1112,schütteln::V,трэсці,ráz
1113,schütteln::V,трэсці,megráz
1114,schwenken::V,махаць,lóbál
1115,schwenken::V,махаць,lobogtat
1116,schütten::V,наліць,önt
1117,füllen::V,напоўніць,tölt
1118,füllen::V,напоўніць,megtölt
1119,einwickeln::V,загарнуць,becsavar
1120,tragen::V,несці,hord
1121,schleppen::V,цягнуць,vonszol
1122,ziehen::V,цягнуць,húz
1123,aufbewahren::V,захоўваць,megőriz
1124,werfen::V,кідаць,dob
1125,werfen::V,кідаць,hajít
1126,fangen::V,лавіць,fog
1127,packen::V,схапіць,megragad
1128,packen::V,схваціць,megragad
1129,verstecken::V,схаваць,eldug
1130,verstecken::V,схаваць,elrejt
1131,teilen::V,раздзяліць,oszt
1132,teilen::V,раздзяліць,megoszt
1133,schicken::V,пасылаць,küld
1134,bringen::V,прынесці,hoz
1135,bringen::V,прынесці,visz
1136,hinzufügen::V,дабавіць,hozzáad
1137,bekommen::V,дастаць,kap
1138,bekommen::V,дастаць,megkap
1139,erhalten::V,атрымаць,kap
1140,erhalten::V,атрымаць,megkap
1141,nehmen::V,ўзяць,vesz
1142,wählen::V,выбраць,választ
1143,auswählen::V,адабраць,kiválaszt
1144,bewahren::V,захаваць,megtart
1145,behindern::V,перашкаджаць,akadályoz
1146,behindern::V,перашкаджаць,gátol
1147,verderben::V,сапсаваць,elront
1148,beschädigen::V,пашкодзіць,rongál
1149,zerbrechen::V,разбіць,eltör
1150,zerbrechen::V,разбіць,széttör
1151,zerbrechen::V,разбіць,kettétör
1152,zerreißen::V,разадраць,eltép
1153,zerreißen::V,разадраць,széttép
1154,zerstören::V,разбурыць,elpusztít
1155,verbrennen::V,спаліць,éget
1156,verbrennen::V,спаліць,eléget
1157,geben::V,даць,ad
1158,reichen::V,перадаць,nyújt
1159,schenken::V,дарыць,ajándékoz
1160,versprechen::V,абяцаць,ígér
1161,wünschen::V,жадаць,kíván
1162,loben::V,хваліць,dicsér
1163,küssen::V,цалаваць,csókol
1164,wiegen::V,гушкаць,ringat
1165,wiegen::V,калыхаць,ringat
1166,zudecken::V,накрыць,betakar
1167,wecken::V,пабудзіць,kelt
1168,wecken::V,пабудзіць,ébreszt
1169,zeigen::V,паказаць,mutat
1170,führen::V,весці,visz
1171,führen::V,весці,vezet
1172,lehren::V,вучыць,tanít
1173,unterrichten::V,выкладаць,tanít
1174,aufziehen::V,выхаваць,felnevel
1175,leiten::V,кіраваць,vezet
1176,leiten::V,кіраваць,vezérel
1177,antreiben::V,падганяць,hajt
1178,lassen::V,прымусіць,-tat
1179,lassen::V,прымусіць,-at
1180,einladen::V,запрасіць,meghív
1181,vereinigen::V,абʼяднаць,egyesít
1182,besuchen::V,наведаць,látogat
1183,treffen::V,сустрэць,talál
1184,sich versammeln::V,сабрацца,gyülekezik
1185,sich versammeln::V,сабрацца,összegyűlik
1186,spielen::V,гуляць,játszik
1187,singen::V,пець,énekel
1188,singen::V,спяваць,énekel
1189,tanzen::V,танцаваць,táncol
1190,sich trennen::V,расстацца,elválik
1191,verlassen::V,пакінуць,elhagy
1192,retten::V,выратаваць,ment
1193,bewachen::V,ахоўваць,őriz
1194,schützen::V,уберагаць,óv
1195,schützen::V,уберагаць,véd
1196,verteidigen::V,абараніць,véd
1197,sich schlagen::V,біцца,verekszik
1198,sich schlagen::V,драцца,verekszik
1199,schießen::V,страляць,lő
1200,siegen::V,перамагчы,győz
1201,ärgern::V,злаваць,bosszant
1202,schlagen::V,ударыць,üt
1203,schlagen::V,ударыць,ver
1204,treten::V,штурхаць,rúg
1205,stechen::V,укалоць,döf
1206,stechen::V,укалоць,szúr
1207,stoßen::V,папхнуць,lök
1208,stehlen::V,украсці,lop
1209,stören::V,перашкодзіць,zavar
1210,belästigen::V,дакучаць,zaklat
1211,verbergen::V,скрыць,rejt
1212,verbergen::V,скрыць,elrejt
1213,verbergen::V,схаваць,rejt
1214,verbergen::V,схаваць,elrejt
1215,täuschen::V,падмануць,megtéveszt
1216,betrügen::V,змахляваць,csal
1217,töten::V,забіць,öl
1218,wohnen::V,жыць,lakik
1219,arbeiten::V,працаваць,dolgozik
1220,sammeln::V,сабраць,szed
1221,sammeln::V,сабраць,gyűjt
1222,pflücken::V,зрываць,szed
1223,jagen::V,паляваць,vadászik
1224,fischen::V,рыбачыць,halászik
1225,fassen::V,злавіць,fog
1226,hüten::V,пасвіць,őriz
1227,hüten::V,пасвіць,legeltet
1228,treiben::V,гнаць,hajt
1229,anbinden::V,прывязаць,köt
1230,füttern::V,карміць,etet
1231,melken::V,даіць,fej
1232,hacken::V,сячы,vág
1233,gießen::V,паліць,öntöz
1234,reifen::V,паспець,érik
1235,zubereiten::V,зварыць,elkészít
1236,zubereiten::V,згатаваць,elkészít
1237,kochen::V,варыць,főz
1238,backen::V,пячы,süt
1239,braten::V,смажыць,süt
1240,umrühren::V,перамяшаць,megkever
1241,stricken::V,вязаць,köt
1242,nähen::V,шыць,varr
1243,färben::V,пафарбаваць,fest
1244,reinigen::V,ачысціць,tisztít
1245,waschen::V,мыць,mos
1246,abwischen::V,выцерці,letöröl
1247,spülen::V,паласкаць,mosogat
1248,fegen::V,падмятаць,söpör
1249,kehren::V,месці,söpör
1250,baden::V,купацца,fürdik
1251,sich waschen::V,мыцца,mosdik
1252,sich waschen::V,мыцца,mosakszik
1253,ausziehen::V,зняць,levesz
1254,anziehen::V,надзець,felölt
1255,anziehen::V,надзець,felvesz
1256,sich anziehen::V,адзецца,öltözik
1257,sich anziehen::V,адзецца,felöltözik
1258,kämmen::V,прычасаць,fésül
1259,schmücken::V,аздобіць,díszít
1260,sagen::V,сказаць,mond
1261,sprechen::V,гаварыць,beszél
1262,reden::V,размаўляць,beszél
1263,sich unterhalten::V,гутарыць,beszélget
1264,fragen::V,спытаць,kérdez
1265,bitten::V,прасіць,kér
1266,erzählen::V,расказаць,mesél
1267,erzählen::V,расказаць,elbeszél
1268,mitteilen::V,паведаміць,közöl
1269,nennen::V,назваць,hív
1270,nennen::V,назваць,nevez
1271,rufen::V,зваць,hív
1272,prahlen::V,хваліцца,dicsekszik
1273,übersetzen::V,перакласці,fordít
1274,denken::V,думаць,gondol
1275,glauben::V,верыць,hisz
1276,bemerken::V,заўважыць,észrevesz
1277,erkennen::V,пазнаць,ráismer
1278,erkennen::V,пазнаць,felismer
1279,begreifen::V,спасцігнуць,felfog
1280,verstehen::V,пачуць,ért
1281,verstehen::V,пачуць,megért
1282,lernen::V,вучыцца,tanul
1283,lernen::V,вучыцца,megtanul
1284,wissen::V,знаць,tud
1285,sich erinnern an::V,памятаць,emlékszik
1286,vergessen::V,забыць,felejt
1287,vergessen::V,забыць,elfelejt
1288,messen::V,мераць,mér
1289,messen::V,мераць,megmér
1290,zählen::V,лічыць,számol
1291,zählen::V,лічыць,megszámol
1292,rechnen::V,лічыць,számít
1293,lesen::V,чытаць,olvas
1294,malen::V,маляваць,fest
1295,zeichnen::V,рысаваць,rajzol
1296,schreiben::V,пісаць,ír
1297,besitzen::V,мець,birtokol
1298,kaufen::V,купіць,vesz
1299,kaufen::V,купіць,megvesz
1300,verkaufen::V,прадаць,elad
1301,bezahlen::V,заплаціць,fizet
1302,bezahlen::V,заплаціць,kifizet
1303,zahlen::V,плаціць,fizet
1304,zahlen::V,плаціць,megfizet
1305,beherrschen::V,уладаць,ural
1306,beherrschen::V,валодаць,ural
1307,ertragen::V,выцерпець,elbír
1308,ertragen::V,выцерпець,elvisel
