,Concept_ID,bn,cv
70,Boden::N,ভূতল,тӑпра
71,Erde::N,ভূমি,ҫӗр
72,Staub::N,ধুলা,тусан
73,Rauch::N,ধোঁয়া,тӗтӗм
74,Funke::N,স্ফুলিঙ্গ,хӗм
75,Feuer::N,অগ্নি,вут
76,Feuer::N,অগ্নি,ҫулӑм
77,Licht::N,আলো,ҫутӑ
78,Schatten::N,ছায়া,сулхӑн
79,Wetter::N,আবহাওয়া,ҫанталӑк
80,Nebel::N,কুহেলিকা,тӗтре
81,Wolke::N,মেঘ,пӗлӗт
82,Regen::N,বৃষ্টি,ҫумӑр
83,Schnee::N,তুষার,юр
84,Eis::N,বরফ,пӑр
85,Frost::N,তুষার,сивӗ
86,Kälte::N,শৈত্য,сивӗ
87,Hitze::N,তাপ,вӗри
88,Hitze::N,তাপ,шӑрӑх
89,Raureif::N,তুহিন,пас
90,Regenbogen::N,রামধনু,асамат кӗперӗ
91,Donner::N,বজ্রধ্বনি,аслати
92,Strömung::N,স্রোত,юхӑ
93,Tropfen::N,ফোঁটা,тумлам
94,Schaum::N,ফেনা,кӑпӑк
95,Schmutz::N,ধুলা,пылчӑк
96,See::N,হ্রদ,кӳлӗ
97,Sumpf::N,জলা,шур
98,Sumpf::N,জলা,шурлӑх
99,Moor::N,মাঠ,торфлӑ шурлӑх
100,Wiese::N,তৃণভূমি,улӑх
101,Wiese::N,তৃণভূমি,ҫаран
102,Wald::N,বন,вӑрман
103,Hügel::N,পাহাড়,сӑрт
104,Hügel::N,পাহাড়,тӗмеске
105,Anhöhe::N,টিলা,сӑрт
106,Berg::N,পর্বত,ту
107,Gipfel::N,শীর্ষ,тӳпе
108,Höhle::N,গুহা,ҫӗр хӑвӑлӗ
109,Abhang::N,ঢাল,тӑвайкки
110,Quelle::N,উৎস,ҫӑл куҫ
111,Bach::N,ক্ষুদ্র নদী,пӗчӗк шыв
112,Fluss::N,নদী,юхан шыв
113,Ufer::N,উপকূল,ҫыран
114,Küste::N,তীর,тинӗс ҫыранӗ
115,Festland::N,ভূমি,тип ҫӗр
116,Meer::N,সমুদ্র,тинӗс
117,Bucht::N,উপসাগর,тинӗс кукӑрӗ
118,Insel::N,দ্বীপ,утрав
119,Blume::N,ফুল,чечек
120,Gras::N,ঘাস,курӑк
121,Wurzel::N,শিকড়,тымар
122,Baum::N,গাছ,йывӑҫ
123,Stamm::N,স্কন্ধ,вулӑ
124,Rinde::N,বল্কল,хуйӑр
125,Ast::N,শাখা,турат
126,Zweig::N,ডাল,турат
127,Blatt::N,পর্ণ,ҫулҫӑ
128,Birke::N,ভুর্জ,хурӑн
129,Kiefer[Baum]::N,পাইন গাছ,хыр
130,Weide[Baum]::N,উইলো,хӑва
131,Tanne::N,দেবদারূ গাছ,чӑрӑш
132,Horn::N,শিং,мӑйрака
133,Feder::N,পালক,тӗк
134,Fell::N,রোম,ҫӑм
135,Flügel::N,ডানা,ҫунат
136,Klaue::N,নখর,чӗрне
137,Kralle::N,নখর,ура
138,Schwanz::N,লেজ,хӳре
139,Ei::N,ডিম,ҫӑмарта
140,Nest::N,কুলায়,йӑва
141,Bau::N,ডেরা,йӗнӗ
142,Tier::N,জন্তু,выльӑх
143,Herde::N,ঝাঁক,кӗтӳ
144,Kuh::N,গোরু,ӗне
145,Bulle::N,বৃষ,вӑкӑр
146,Pferd::N,ঘোড়া,лаша
147,Schaf::N,ভেড়া,сурӑх
148,Schwein::N,শূকর,сысна
149,Hund::N,কুকুর,йытӑ
150,Katze::N,বেড়াল,кушак
151,Bär::N,ভল্লুক,упа
152,Eichhörnchen::N,কাঠবিড়াল,пакша
153,Elch::N,হরিণবিশেষ,пӑши
154,Fuchs::N,পাঁতিশিয়াল,тилӗ
155,Hase::N,শশক,куян
156,Hase::N,শশক,мулкач
157,Maus::N,নেংটি ইঁদুর,шӑши
158,Wolf::N,নেকড়ে,кашкӑр
159,Vogel::N,পক্ষী,кайӑк
160,Vogel::N,পক্ষী,вӗҫен кайӑк
161,Schwarm::N,ঝাঁক,ушкӑн
162,Huhn::N,মোরগ,чӑх
163,Huhn::N,মোরগ,чӑхӑ
164,Hahn::N,কুক্কুট,автан
165,Gans::N,হংসী,хур
166,Adler::N,ইগল,ӑмӑрт кайӑк
167,Ente::N,হংসী,кӑвакал
168,Eule::N,পেচক,тӑмана
169,Kranich::N,সারস,тӑрна
170,Krähe::N,কাক,ула курак
171,Kuckuck::N,কোকিল,куккук
172,Schwan::N,মরাল,акӑш
173,Fisch::N,মাছ,пулӑ
174,Barsch::N,মৎন্যবিশেষ,уланкӑ
175,Hecht::N,বানমাছ,ҫӑрттан
176,Schlange[Tier]::N,সর্প,ҫӗлен
177,Wurm::N,কীট,ӑман
178,Spinne::N,মাকড়সা,эрешмен
179,Ameise::N,পিপীলিকা,кӑткӑ
180,Laus::N,উকুন,пыйтӑ
181,Mücke::N,মশা,вӑрӑм туна
182,Fliege::N,মাছি,шӑна
183,Schmetterling::N,প্রজাপতি,лӗпӗш
184,Beere::N,বেরি,ҫырла
185,Apfel::N,আপেল,улма
186,Apfel::N,আপেল,пан улми
187,Pilz::N,ছত্রক,кӑмпа
188,Zwiebel::N,পিয়াজ,сухан
189,Saat::N,বীজ,вӑрӑ
190,Korn::N,শস্য,тӗшӗ
191,Korn::N,শস্য,пӗрчӗ
192,Heu::N,খড়,утӑ
193,Schale::N,খোসা,хупӑ
194,Grube::N,গর্ত,шӑтӑк
195,Falle::N,ফাঁদ,тапӑ
196,Falle::N,ফাঁদ,капкӑн
197,Schlinge::N,পাশ,йӑлӑ
198,Spur::N,চিহ্ন,йӗр
199,Asche::N,ভস্ম,кӗл
200,Dreck::N,ময়লা,пылчӑк
201,Eisen::N,লোহা,тимӗр
202,Gold::N,স্বর্ণ,ылтӑн
203,Silber::N,রৌপ্য,кӗмӗл
204,Kohle::N,অঙ্গার,кӑмрӑк
205,Glas::N,কাচ,кӗленче
206,Lehm::N,মৃত্তিকা,тӑм
207,Sand::N,বালি,хӑйӑр
208,Mensch::N,নর,ҫын
209,Mensch::N,নর,этем
210,Mensch::N,মানুষ,ҫын
211,Mensch::N,মানুষ,этем
212,Mann::N,মানুষ,ар
213,Frau::N,নারী,хӗрарӑм
214,Kind::N,বাচ্চা,ача
215,Junge::N,ছেলে,ача
216,Junge::N,ছেলে,ар ҫын ача
217,Mädchen::N,মেয়ে,хӗр ача
218,Familie::N,পরিবার,ҫемье
219,Familie::N,পরিবার,кил-йыш
220,Großvater::N,মাতামহ,кукаҫи
221,Großmutter::N,মাতামহী,кукамай
222,Eltern::N,মাতাপিতা,аҫа-ама
223,Vater::N,পিতা,атте
224,Mutter::N,মাতা,анне
225,Sohn::N,ছেলে,ывӑл
226,Tochter::N,মেয়ে,хӗр
227,Bruder::N,দাদা,ар тӑван
228,Schwester::N,বোন,аппа
229,Schwester::N,বোন,йӑмӑк
230,Schwester::N,দিদি,аппа
231,Schwester::N,দিদি,йӑмӑк
232,Onkel::N,মামা,мучи
233,Onkel::N,মামা,пичче
234,Tante::N,মাসী,аппа
235,Ehemann::N,স্বামী,упӑшка
236,Ehefrau::N,পত্নী,арӑм
237,Freude::N,উল্লাস,савӑнӑҫ
238,Freude::N,উল্লাস,хаваслӑх
239,Gelächter::N,হাসি,кулӑ
240,Glück::N,সুখ,телей
241,Glück::N,সুখ,ӑраскал
242,Kummer::N,দুঃখ,хурлӑх
243,Wunsch::N,আকাঙ্ক্ষা,ӗмӗт
244,Wunsch::N,আকাঙ্ক্ষা,кӑмӑл
245,Lust::N,বাসনা,кӑмӑл
246,Geist::N,আত্না,чун-чӗм
247,Geist::N,আত্না,ыр-усал
248,Geist::N,আত্না,чун хавалӗ
249,Gedanke::N,চিন্তা,шухӑш
250,Gedächtnis::N,স্মরণশক্তি,ас
251,Verstand::N,মন,ӑс
252,Verstand::N,মন,ӑс-тӑн
253,Verstand::N,মন,ӑс-хакӑл
254,Sinn::N,পদার্থ,тупсӑм
255,Sinn::N,পদার্থ,пӗлтерӗш
256,Grund::N,কারণ,сӑлтав
257,Wahrheit::N,সত্য,чӑнлӑх
258,Gespräch::N,কথাবার্তা,калаҫу
259,Märchen::N,রূপকথা,юмах
260,Erzählung::N,গল্প,акалав
261,Erzählung::N,গল্প,каласа пани
262,Nachricht::N,তথ্য,хыпар
263,Neuigkeit::N,খবরাখবর,ҫӗнӗ хыпар
264,Name::N,নাম,ят
265,Rätsel::N,ধাঁধা,сутмалли юмах
266,Rede::N,বক্তৃতা,сӑмах
267,Sprache::N,ভাষা,чӗлхе
268,Stimme::N,স্বর,сасӑ
269,Wort::N,শব্দ,сӑмах
270,Zeichen::N,প্রতীক,паллӑ
271,Ruf::N,ডাক,йыхрав
272,Ruf::N,ডাক,чӗнӳ
273,Lärm::N,হৈচৈ,шав
274,Laut::N,ধ্বনি,сасӑ
275,Ton::N,স্বর,сасӑ
276,Lied::N,গান,юрӑ
277,Ruhe::N,শান্তি,канӑҫлӑх
278,Ruhe::N,শান্তি,лӑпкӑлӑх
279,Leute::N,প্রজাপুঞ্জ,ҫамрӑксем
280,Leute::N,প্রজাপুঞ্জ,ҫамрӑк ҫынсем
281,Volk::N,জাতি,халӑх
282,Arbeit::N,চাকরি,ӗҫхӗл
283,Arbeit::N,চাকরি,ӗҫлев
284,Gast::N,অতিথি,хӑна
285,Geschenk::N,উপহার,парне
286,Geschenk::N,উপহার,кучченеҫ
287,Spiel::N,খেলা,вӑйӑ
288,Gesellschaft::N,সঙ্গিগণ,общество
289,Hilfe::N,সাহায্য,пулӑшу
290,Freund::N,বন্ধু,тус
291,Kamerad::N,সঙ্গী,юлташ
292,Kamerad::N,সঙ্গী,тус
293,Angelegenheit::N,বিষয়,ӗҫ
294,Anzahl::N,পরিমাণ,йыш
295,Anzahl::N,পরিমাণ,хисеп
296,Art::N,রকম,тӗс
297,Stück::N,টুকরো,татӑк
298,Teil::N,অংশ,пай
299,Hälfte::N,অর্ধেক,ҫурӑ
300,Kreis::N,বৃত্ত,ункӑ
301,Kreis::N,বৃত্ত,ҫавракӑш
302,Kreuz::N,ক্রুশ,хӗрес
303,Linie::N,রেখা,йӗр
304,Strich::N,কষি,йӗр
305,Abstand::N,ফাঁক,хушӑ
306,Entfernung::N,ব্যবধান,хушӑ
307,Gegend::N,ক্ষেত্র,вырӑн
308,Platz::N,জায়গা,хутлӑх
309,Ort::N,স্থান,вырӑн
310,Seite::N,পার্শ্ব,ен
311,Seite::N,পার্শ্ব,аяк
312,Seite::N,পার্শ্ব,айӑк
313,Mitte::N,মধ্য,варӑ
314,Gegenstand::N,জিনিস,япала
315,Sache::N,বস্তু,япала
316,Rand::N,কানা,вӗҫ
317,Rand::N,কানা,хӗрӗ
318,Rand::N,কানা,хӗрри
319,Kante::N,ধার,хайкача
320,Kante::N,ধার,хысак
321,Ecke::N,কোণ,кӗтес
322,Spitze::N,ডগা,вӗҫ
323,Ende::N,প্রান্ত,вӗҫ
324,Loch::N,গর্ত,шӑтӑк
325,Winkel::N,কোণ,кӗтес
326,Muster::N,নমুন্,эреш
327,Größe::N,আয়তন,пысӑкӑш
328,Länge::N,দৈর্ঘ্য,вӑрӑмӑш
329,Höhe::N,উচ্চতা,ҫӳллӗш
330,Gewicht::N,ওজন,виҫе
331,Gewicht::N,ওজন,йывӑрӑш
332,Menge::N,পরিমাণ,йыш
333,Haufen::N,পুঞ্জ,купа
334,Reihe::N,শ্রেণী,рет
335,Boot::N,নৌকা,кимӗ
336,Ruder::N,দাঁড়,кӗсмен
337,Schlitten::N,স্নেজ্-গাড়ি,ҫуна
338,Ski::N,শী,йӗлтӗр
339,Lagerfeuer::N,অগ্নি,вут
340,Lagerfeuer::N,অগ্নি,кӑвайт
341,Last::N,বোঝা,сулмаклӑх
342,Last::N,বোঝা,йывӑр япала
343,Gang::N,হণ্টন,куҫӑм
344,Schritt::N,পদ,утӑм
345,Schritt::N,পদ,пусӑм
346,Norden::N,উত্তরদিক্,ҫурҫӗр
347,Süden::N,দক্ষিণদিক,кӑнтӑр
348,Westen::N,পশ্চিমদিক্,анӑҫ
349,Westen::N,পশ্চিমদিক্,хӗвел анӑҫ
350,Osten::N,পূর্বদিক,хӗвел тухӑҫ
351,Holz::N,কাঠ,йывӑҫ
352,Brett::N,তক্তা,хӑма
353,Platte::N,ফলক,плита
354,Stütze::N,নাগদণ্ড,ура
355,Stange::N,দণ্ড,шерте
356,Stock::N,ছড়ি,патак
357,Stab::N,যষ্টি,шӑчӑ
358,Rohr::N,নল,пӑрӑх
359,Haus::N,ঘর,ҫурт
360,Heim::N,বাসা,кил
361,Ofen::N,স্টোভ্,кӑмака
362,Fußboden::N,গহতল,урай
363,Tisch::N,মেজ,сӗтел
364,Tisch::N,টেবিল,сӗтел
365,Stuhl::N,চেয়ার,пукан
366,Stuhl::N,কেদারা,пукан
367,Wiege::N,দোলনা,сӑпка
368,Bett::N,শয্যা,кравать
369,Regal::N,তাক,ҫӳлӗк
370,Regal::N,তাক,сентре
371,Kiste::N,বাক্স,ещӗк
372,Kiste::N,বাক্স,сунтӑх
373,Fenster::N,জানালা,чӳрече
374,Tür::N,দ্বার,алӑк
375,Tor::N,দ্বার,хапха
376,Zaun::N,বেড়া,хӳме
377,Dach::N,ছাদ,тӑрӑ
378,Leiter::N,মই,пусма
379,Besen::N,গুল্মবিশেষ,шӑпӑр
380,Spaten::N,কোদাল,кӗреҫе
381,Schaufel::N,বেলচা,кӗреҫе
382,Gabel::N,কাঁটা,вилка
383,Löffel::N,চামচ,кашӑк
384,Messer::N,ছুরি,ҫӗҫӗ
385,Nagel::N,পেরেক,пӑта
386,Netz::N,জাল,тетел
387,Haken::N,কাচি,йӑрхах
388,Haken::N,কাচি,ҫекӗл
389,Griff::N,হাতল,хӑлӑп
390,Schloss::N,তালা,ҫӑра
391,Bild::N,ছবি,сӑн
392,Bild::N,ছবি,сӑнлӑх
393,Bild::N,ছবি,картина
394,Bild::N,চিত্র,сӑн
395,Bild::N,চিত্র,сӑнлӑх
396,Bild::N,চিত্র,картина
397,Figur::N,আকার,кӗлетке
398,Puppe::N,পুতুল,пукане
399,Beutel::N,বটুয়া,михӗ
400,Bündel::N,আঁটি,ҫыхӑ
401,Bündel::N,আঁটি,тӗрке
402,Tasche::N,থলি,сумка
403,Eimer::N,বাল্তি,витре
404,Deckel::N,আবরণ,хупӑ
405,Geschirr::N,থালা-বাসন,савӑт-сапа
406,Sack::N,বস্তা,михӗ
407,Tasse::N,কাপ,курка
408,Topf::N,পাত্র,кастрюль
409,Kessel::N,কেটলি,хуран
410,Essen::N,আহার,апат
411,Nahrung::N,খাদ্য,апат-ҫимӗс
412,Speise::N,খাদ্য,апат
413,Speise::N,খাদ্য,ҫимӗҫ
414,Fleisch::N,মাংস,аш
415,Fleisch::N,মাংস,какай
416,Getreide::N,শস্য,тырӑ
417,Brei::N,মণ্ড,пӑтӑ
418,Brot::N,রুটি,ҫӑкӑр
419,Scheibe::N,ফালি,чӗлӗ
420,Scheibe::N,ফালি,касӑк
421,Fett::N,মেদ,ҫу
422,Butter::N,মাখন,ҫу
423,Öl::N,তৈল,ҫу
424,Salz::N,নুন,тӑвар
425,Suppe::N,শুরুয়া,яшка
426,Honig::N,মধু,пыл
427,Milch::N,দুধ,сӗт
428,Tee::N,চা,чей
429,Leder::N,পাকা চামড়া,сӑран
430,Wolle::N,পশম,ҫӑм
431,Stoff::N,বস্ত্র,тӗртӗм
432,Nadel::N,সুচ,йӗп
433,Faden::N,সূত্র,ҫип
434,Knopf::N,বোতাম,тӳме
435,Knoten::N,গিঁট,йӑлӑ
436,Farbe::N,রং,сӑрӑ
437,Kleidung::N,কাপড়,тум
438,Kleidung::N,কাপড়,ҫипуҫ
439,Kleidung::N,কাপড়,тум-тир
440,Hemd::N,শার্ট,кӗпе
441,Kragen::N,গলবন্ধ,ҫуха
442,Ärmel::N,আস্তিন্,ҫанӑ
443,Hose::N,ট্রাউজার,шӑлавар
444,Gürtel::N,কটিবন্ধ,пиҫиххи
445,Mütze::N,টুপি,ҫӗлӗк
446,Schuh::N,জুতো,пушмак
447,Schuh::N,জুতো,ботинок
448,Stiefel::N,বুট,атӑ
449,Ring::N,আংটি,ҫӗрӗ
450,Band::N,ফিতা,хаю
451,Band::N,ফিতা,йӗсме
452,Kamm::N,চিরুনি,тура
453,Spiegel::N,আয়না,тӗкӗр
454,Spiegel::N,আয়না,куҫ кӗски
455,Riemen::N,চাবুক,чӗн
456,Schnur::N,দড়ি,кантра
457,Leine::N,শিকল,касмӑк
458,Decke::N,কম্বল,утиял
459,Kissen::N,উপাধান,ҫытар
460,Kissen::N,উপাধান,минтер
461,Tuch::N,বস্ত্র,тутӑр
462,Handtuch::N,তোয়ালে,ал шӑлли
463,Kraft::N,জোর,вӑй
464,Kraft::N,জোর,хӑват
465,Stärke::N,শক্তি,хал
466,Stärke::N,শক্তি,хӑват
467,Gesundheit::N,স্বাস্থ্য,хал
468,Gesundheit::N,স্বাস্থ্য,сывлӑх
469,Krankheit::N,অসুখ,чир
470,Krankheit::N,ব্যামো,чир
471,Schmerz::N,যন্ত্রণা,ырату
472,Wunde::N,ক্ষত,суран
473,Fieber::N,জ্বর,сив чир
474,Arznei::N,ঔষধ,эмел
475,Brücke::N,সেতু,кӗпер
476,Brunnen::N,কূপ,ҫӑл
477,Brunnen::N,কূপ,пусӑ
478,Weide::N,পশুচারণভূমি,ҫаран
479,Pfad::N,পথ,йӗр
480,Pfad::N,পথ,сукмак
481,Weg::N,পথ,ҫул
482,Weg::N,পথ,ҫул-йӗр
483,Straße::N,রাস্তা,ҫӳрев
484,Straße::N,রাস্তা,ҫул ҫӳрени
485,Dorf::N,গ্রাম,ял
486,Stadt::N,শহর,хула
487,Brief::N,চিঠি,ҫыру
488,Buch::N,বই,кӗнеке
489,Buchstabe::N,অক্ষর,сас палли
490,Zeitung::N,সংবাদপত্র,хаҫат
491,Leben::N,জীবন,пурнӑҫ
492,Tod::N,মৃত্যু,вилӗм
493,Grab::N,কবর,масар шӑтӑкӗ
494,Kirche::N,গির্জা,чиркӳ
495,Sünde::N,পাপ,ҫылӑх
496,Gott::N,দেবতা,турӑ
497,Arbeiter::N,শ্রমিক,рабочи
498,Chef::N,নেতা,пуҫлӑх
499,Meister::N,ব্যক্তি,ӑста
500,Meister::N,ব্যক্তি,мастер
501,Arzt::N,চিকিৎসক,врач
502,Arzt::N,চিকিৎসক,тухтӑр
503,Lehrer::N,অধ্যাপক,учитель
504,Lehrer::N,অধ্যাপক,вӗрентекен
505,Geld::N,মুদ্রা,укҫа
506,Geld::N,টাকাপয়সা,укҫа
507,Geschäft::N,ব্যস্ততা,бизнес
508,Laden::N,দোকান,магазин
509,Preis::N,মূল্য,хак
510,Ware::N,পণ্যদ্রব্য,тавар
511,Nutzen::N,সুবিধা,пайта
512,Reichtum::N,ধনদৌলত,мул
513,Welt::N,জগৎ,тӗнче
514,Land::N,খেত,ҫӗр-шыв
515,Staat::N,রাষ্ট্র,патшàлӑх
516,König::N,রাজা,король
517,Macht::N,প্রভাব,власть
518,Grenze::N,সীমা,чикӗ
519,Krieg::N,যুদ্ধ,вӑрҫӑ
520,Feind::N,শত্রু,тӑшман
521,Gewalt::N,জোর,ирӗксӗрлӳ
522,Kampf::N,লড়াই,кӗрешӳ
523,Bogen[Waffe]::N,ধনুক,ухӑ
524,Pfeil::N,বাণ,ҫӗмрен
525,Pfeil::N,বাণ,ухӑ йӗппи
526,Gewehr::N,বন্দুক,пӑшал
527,Fehler::N,ভুল,йӑнӑш
528,Lüge::N,মিথ্যা,суя
529,Lüge::N,মিথ্যা,ултав
530,Schaden::N,ক্ষতি,сиен
531,Unglück::N,দুর্ভাগ্য,шар
532,Unglück::N,দুর্ভাগ্য,инкек
533,Schuld::N,অপরাধ,айӑп
534,Alter::N,আয়ু,ҫул шучӗ
535,Schluss::N,শেষ,пӗтни
536,Schluss::N,শেষ,пӗтмӗш
537,Zeit::N,সময়,вӑхӑт
538,Tag::N,দিন,кун
539,Morgen::N,সকাল,ир
540,Mittag::N,মধ্যাহু,кӑнтӑрла
541,Abend::N,সন্ধ্যা,каҫ
542,Nacht::N,রাত্রি,каҫ
543,Woche::N,সপ্তাহ,эрне
544,Monat::N,মাস,уйӑх
545,Jahr::N,সৌরবর্ষ,ҫулталӑк
546,Frühling::N,বসন্তকাল,ҫур
547,Frühling::N,বসন্তকাল,ҫуркунне
548,Sommer::N,গ্রীষ্মকাল,ҫу
549,Sommer::N,গ্রীষ্মকাল,ҫулла
550,Herbst::N,শরংঋতু,кӗр
551,Herbst::N,শরংঋতু,кӗркунне
552,Winter::N,শীতকাল,хӗл
553,Winter::N,শীতকাল,хӗлле
554,Januar::N,জানুয়ারী,январь
555,Februar::N,ফেব্রুয়ারী,февраль
556,Februar::N,ফেব্রুয়ারী,кӗҫӗн кӑрлач
557,März::N,মার্চ,март
558,März::N,মার্চ,пуш уйӑхӗ
559,April::N,এপ্রিল,апрель
560,Mai::N,মে,май
561,Juni::N,জুন,июнь
562,Juli::N,জুলাই,июль
563,August::N,অগাস্ট,август
564,September::N,সেপ্টেম্বর,сентябрь
565,September::N,সেপ্টেম্বর,авӑн уйӑхӗ
566,Oktober::N,অক্টোবর,октябрь
567,November::N,নভেম্বর,ноябрь
568,Dezember::N,ডিসেম্বর,раштав
569,Dezember::N,ডিসেম্বর,декабрь
570,Montag::N,সোমবার,тунти кун
571,Dienstag::N,মঙ্গলবার,ытлари кун
572,Mittwoch::N,বুধবার,юн кун
573,Donnerstag::N,বৃহম্পতিবার,кӗҫнерни кун
574,Freitag::N,শুক্রবার,эрне кун
575,Samstag::N,শনিবার,шӑмат кун
576,Sonntag::N,রবিবার,вырсарни кун
577,groß::A,বৃহৎ,пысӑк
578,klein::A,ছোট,пӗчӗк
579,lang::A,দীর্ঘ,вӑрӑм
580,kurz::A,খর্ব,кӗске
581,kurz::A,হ্রস্ব,кӗске
582,breit::A,চওড়া,сарлака
583,schmal::A,সরু,ансӑр
584,dicht::A,ঘন,йӑвӑ
585,dick[Gegenstand]::A,পুরু,хулӑн
586,dünn::A,কৃশ,ҫинҫе
587,dünn::A,কৃশ,ҫӳхе
588,fein::A,সূক্ষ্ম,тарай
589,fein::A,সূক্ষ্ম,вӗлтӗрти
590,fest::A,দৃঢ়,тӗреклӗ
591,flach::A,সমতল,лаптак
592,glatt::A,মসৃণ,такӑр
593,hart::A,শক্ত,хытӑ
594,weich::A,নরম,ҫемҫе
595,rund::A,গোলাকার,ҫавра
596,spitz::A,তীক্ষ্ন,шӗвӗр
597,scharf::A,শাণিত,ҫивӗч
598,stumpf::A,ভোঁতা,мӑка
599,stumpf::A,ভোঁতা,пуклак
600,stumpf::A,ভোঁতা,тӗрӗнчӗк
601,stumpf::A,ভোঁতা,ӑнкарусӑр
602,schwer::A,ভারী,йывӑр
603,schön::A,সুন্দর,илемлӗ
604,heiß::A,গরম,вӗри
605,warm::A,ঈষদুষ্ণ,ӑшӑ
606,kalt::A,ঠাণ্ডা,сивӗ
607,kühl::A,শীতল,уҫӑ
608,frisch::A,তাজা,уҫӑ
609,feucht::A,ভিজা,йӗпе
610,nass::A,ভিজা,нӳрӗ
611,trocken::A,শুষ্ক,типӗ
612,voll::A,পূর্ণ,тулли
613,leer::A,খালি,пушӑ
614,offen::A,খোলা,уҫӑ
615,geschlossen::A,বন্ধ,хупӑ
616,sauber::A,নির্মল,таса
617,schmutzig::A,নোংরা,пылчӑклӑ
618,schmutzig::A,নোংরা,вараланчӑк
619,roh::A,কাঁচা,чӗрӗ
620,reif::A,পাকা,пулнӑ
621,reif::A,পাকা,пиҫӗхнӗ
622,reif::A,পাকা,аталаннӑ
623,reif::A,পাকা,пиҫсе ҫитнӗ
624,lecker::A,সুস্বাদ,тутлӑ
625,lecker::A,সুস্বাদ,техӗмлӗ
626,süß::A,মিষ্ট,пылак
627,bitter::A,তিক্ত,йӳҫӗ
628,sauer::A,টক,йӳҫӗ
629,sauer::A,টক,йӳҫек
630,sauer::A,টক,кӑвасак
631,hell::A,উজ্জ্বল,ҫутӑ
632,dunkel::A,অন্ধকারময়,тӗттӗм
633,schwarz::A,কালো,хура
634,weiß::A,সাদা,шурӑ
635,rot::A,লাল,хӗрлӗ
636,gelb::A,হলদে,сарӑ
637,blau::A,নীল,кӑвак
638,grün::A,সবুজ,симӗс
639,grün::A,সবুজ,пиҫмен
640,grün::A,সবুজ,ӑс пухман
641,grau::A,ছাই-রঙা,кӑвак
642,bunt::A,রঙিন,чӑпар
643,billig::A,সস্তা,йӳнӗ
644,teuer::A,আক্রা,хаклӑ
645,wertvoll::A,মহার্ঘ,паха
646,blind::A,কানা,суккӑр
