,Concept_ID,la,sl
825,schwanken::V,vacillare,kolébati
826,schwingen::V,vibrare,níhati
827,fallen::V,cadere,pádati
828,brennen::V,ardere,goréti
829,rauchen::V,fumare,kadíti se
830,regnen::V,pluere,deževáti
831,gefrieren::V,congelari,zmŕzniti
832,tauen::V,rorare,tájati
833,schmelzen::V,liquescere,kopnéti
834,trocknen::V,arescere,sušíti se
835,sieden::V,fervere,kipéti
836,faulen::V,putescere,gníti
837,verfaulen::V,putescere,zgníti
838,reißen::V,scindi,tŕgati se
839,versinken::V,mergi,pogrézniti se
840,vergehen::V,praeterire,miníti
841,erscheinen::V,apparere,pojáviti se
842,verschwinden::V,discedere,izgíniti
843,sinken::V,labi,péšati
844,abnehmen::V,deminui,pojémati
845,zunehmen::V,augeri,véčati se
846,zunehmen::V,augeri,množíti se
847,steigen::V,augescere,dvígati se
848,wachsen::V,crescere,rásti
849,glänzen::V,splendere,sijáti
850,funkeln::V,micare,ískriti se
851,lärmen::V,strepere,ropotáti
852,lärmen::V,strepere,razgrájati
853,läuten::V,sonare,zvoníti
854,klingeln::V,tinnire,zvončkljáti
855,klirren::V,crepare,žvenketáti
856,brausen::V,saevire,šuméti
857,rauschen::V,crepare,šuštéti
858,rauschen::V,crepare,šelestéti
859,klingen::V,sonare,zvenéti
860,bellen::V,latrare,lájati
861,heulen::V,ululare,zavíjati
862,blasen::V,flare,píhniti
863,pfeifen::V,sibilare,pískati
864,pfeifen::V,sibilare,žvížgati
865,schreien::V,clamare,kričáti
866,stöhnen::V,gemere,stókati
867,zittern::V,tremere,drgetáti
868,zittern::V,trepidare,drgetáti
869,leben::V,vivere,živéti
870,geboren werden::V,nasci,rodíti se
871,atmen::V,spirare,díhati
872,trinken::V,bibere,píti
873,essen::V,edere,jésti
874,schlucken::V,devorare,požírati
875,müde werden::V,fatigari,péšati
876,müde werden::V,fatigari,utrúditi se
877,einschlafen::V,obdormiscere,zaspáti
878,schlafen::V,dormire,spáti
879,aufwachen::V,expergisci,zbudíti se
880,aufstehen::V,exsurgere,vstáti
881,sich erholen::V,se reficere,oddahníti se
882,krank werden::V,aegrescere,oboléti
883,krank sein::V,aegrotare,bíti bolán
884,schmerzen::V,dolere,boléti
885,husten::V,tussire,kášljati
886,genesen::V,convalescere,okrévati
887,sterben::V,mori,umréti
888,umkommen::V,perire,pogíniti
889,sich bewegen::V,se movere,zganíti se
890,sich rühren::V,micare,premakníti se
891,sich erheben::V,surgere,vstájati
892,sich erheben::V,surgere,vzdígniti se
893,sich setzen::V,considere,sésti
894,hinfallen::V,cadere,pásti dôl
895,laufen::V,vadere,hodíti
896,schreiten::V,gradi,stópati
897,spazierengehen::V,ambulare,na sprehòd íti
898,eilen::V,properare,drvéti
899,sich beeilen::V,festinare,hitéti
900,sausen::V,currere,dírkati
901,rennen::V,currere,dírjati
902,springen::V,salire,skákati
903,klettern::V,niti,plézati
904,schaukeln::V,oscillare,kolébati
905,kriechen::V,repere,pláziti se
906,kriechen::V,serpere,pláziti se
907,schwimmen::V,nare,plávati
908,schwimmen::V,natare,plávati
909,tauchen::V,mergere,potápljati se
910,rudern::V,remigare,vesláti
911,fahren::V,vehi,vozíti se
912,fahren::V,vehi,peljáti se
913,fliegen::V,volare,létati
914,gehen::V,ire,íti
915,gehen::V,vadere,íti
916,weggehen::V,abire,odíti
917,weggehen::V,discedere,odíti
918,abfahren::V,proficisci,odpeljáti se
919,anhalten::V,consistere,ustáviti se
920,hineingehen::V,inire,íti nóter
921,hineingehen::V,ingredi,íti nóter
922,eintreten::V,intrare,vstopíti
923,kommen::V,venire,príti
924,ankommen::V,advenire,prispéti
925,ankommen::V,advenire,prihájati
926,zurückkommen::V,revenire,vrníti se
927,bleiben::V,manere,ostáti
928,warten::V,opperiri,čákati
929,erwarten::V,opperiri,pričakováti
930,erwarten::V,expectare,pričakováti
931,suchen::V,quaerere,iskáti
932,finden::V,reperire,nájti
933,versuchen::V,conari,poskúšati
934,versuchen::V,temptare,poskúšati
935,vorbereiten::V,parare,pripráviti
936,lieben::V,amare,ljubíti
937,mögen::V,amare,márati
938,lachen::V,ridere,smejáti se
939,rühren::V,commovere,ganíti
940,weinen::V,flere,jókati
941,weinen::V,flere,plákati
942,schimpfen::V,increpare,psováti
943,schimpfen::V,increpare,zmérjati
944,sich ärgern::V,indignari,jezíti se
945,sich fürchten::V,vereri,báti se
946,fürchten::V,timere,báti se
947,fliehen::V,fugere,bežáti
948,flüchten::V,effugere,pobégniti
949,sehen::V,videre,vídeti
950,anschauen::V,aspectare,oglédati
951,ansehen::V,spectare,glédati
952,hören::V,audire,slíšati
953,zuhören::V,auscultare,poslúšati
954,probieren::V,gustare,poskúšati
955,riechen::V,olfacere,dúhati
956,fühlen::V,sentire,čutíti
957,scheinen::V,videri,zdéti se
958,zu sehen sein::V,conspici,vídeti se
959,vernehmen::V,comperire,čúti
960,frieren::V,algere,zébsti
961,tun::V,facere,délati
962,können::V,posse,môči
963,wollen::V,velle,hotéti
964,anfangen::V,incipere,začéti
965,beenden::V,finire,dokončáti
966,aufhören::V,desistere,prenéhati
967,gelingen::V,contingere,uspéti
968,gelingen::V,contingere,posréčiti se
969,geraten::V,evenire,obnêsti se
970,öffnen::V,aperire,odpréti
971,schließen::V,claudere,zapréti
972,stellen::V,sistere,postáviti
973,setzen::V,ponere,posadíti
974,legen::V,ponere,položíti
975,berühren::V,tangere,dotíkati se
976,verbinden::V,iungere,obvézati
977,bedecken::V,tegere,pokríti
978,bedecken::V,operire,pokríti
979,aufhängen::V,suspendere,obésiti
980,anzünden::V,accendere,zažgáti
981,anzünden::V,inflammare,zažgáti
982,aufheben::V,tollere,vzdígniti
983,zurücklassen::V,relinquere,zapustíti
984,verlieren::V,perdere,izgubíti
985,verlieren::V,amittere,izgubíti
986,fallen lassen::V,dimittere,navréči
987,machen::V,facere,naredíti
988,machen::V,facere,napráviti
989,herstellen::V,fabricare,izdélati
990,bauen::V,construere,gradíti
991,reparieren::V,reparare,popráviti
992,verbessern::V,emendare,izbóljšati
993,ändern::V,mutare,spremeníti
994,graben::V,fodere,kopáti
995,graben::V,fodere,grêbsti
996,beugen::V,flectere,upogníti
997,biegen::V,curvare,zavíjati
998,drehen::V,torquere,vrtéti
999,wenden::V,vertere,obrníti
1000,umdrehen::V,convertere,zasúkati
1001,heben::V,tollere,dvígati
1002,hochheben::V,levare,privzdígniti
1003,ergreifen::V,capessere,zgrábiti
1004,halten::V,tenere,držáti
1005,drücken::V,premere,tiščáti
1006,schieben::V,promovere,ríniti
1007,kratzen::V,radere,práskati
1008,lecken::V,lambere,lízati
1009,beißen::V,mordere,grísti
1010,abreißen::V,avellere,odtŕgati
1011,abschneiden::V,desecare,odrézati
1012,binden::V,ligare,vézati
1013,stecken::V,inserere,vtakníti
1014,brechen::V,rumpere,lomíti
1015,klopfen::V,pultare,tólči
1016,hauen::V,ferire,séči
1017,kleben::V,agglutinare,lépiti
1018,reiben::V,terere,tréti
1019,reiben::V,terere,dŕgniti
1020,streichen::V,oblinere,namázati
1021,schleifen::V,acuere,brúsiti
1022,schneiden::V,secare,rézati
1023,rütteln::V,quassare,strésti
1024,schütteln::V,quatere,majáti
1025,schwenken::V,ventilare,obrníti
1026,schütten::V,fundere,sípati
1027,füllen::V,complere,napolníti
1028,einwickeln::V,involvere,zavíti
1029,tragen::V,ferre,nêsti
1030,tragen::V,portare,nêsti
1031,schleppen::V,pertrahere,vláčiti
1032,ziehen::V,trahere,vléči
1033,aufbewahren::V,asservare,shranjeváti
1034,werfen::V,iacere,lúčati
1035,fangen::V,capere,ujéti
1036,packen::V,capessere,prijéti
1037,verstecken::V,abdere,skríti
1038,teilen::V,partiri,razdelíti
1039,teilen::V,dividere,razdelíti
1040,schicken::V,mittere,pošíljati
1041,bringen::V,apportare,prinêsti
1042,hinzufügen::V,addere,pristáviti
1043,bekommen::V,adipisci,dobíti
1044,erhalten::V,accipere,prejéti
1045,nehmen::V,sumere,vzéti
1046,wählen::V,eligere,izbírati
1047,auswählen::V,deligere,izbráti
1048,bewahren::V,conservare,ohraníti
1049,behindern::V,impedire,ovírati
1050,verderben::V,corrumpere,pokváriti
1051,beschädigen::V,laedere,poškodováti
1052,zerbrechen::V,rumpere,razlomíti
1053,zerbrechen::V,frangere,razlomíti
1054,zerreißen::V,discindere,raztŕgati
1055,zerstören::V,delere,razrúšiti
1056,verbrennen::V,urere,sežgáti
1057,verbrennen::V,cremare,sežgáti
1058,geben::V,dare,dáti
1059,reichen::V,praebere,séči
1060,reichen::V,praebere,molíti
1061,schenken::V,donare,podáriti
1062,schenken::V,largiri,podáriti
1063,versprechen::V,polliceri,obljubíti
1064,versprechen::V,promittere,obljubíti
1065,loben::V,laudare,hváliti
1066,küssen::V,osculari,poljubováti
1067,zudecken::V,tegere,pokríti
1068,wecken::V,excitare,zbudíti
1069,zeigen::V,monstrare,pokázati
1070,führen::V,ducere,vêsti
1071,lehren::V,docere,učíti
1072,unterrichten::V,instituere,poučeváti
1073,aufziehen::V,nutrire,vzgojíti
1074,leiten::V,ducere,uprávljati
1075,antreiben::V,incitare,goníti
1076,lassen::V,iubere,povzročíti
1077,einladen::V,invitare,povábiti
1078,vereinigen::V,coniungere,zdrúžiti
1079,besuchen::V,visere,obiskáti
1080,treffen::V,convenire,pogodíti
1081,sich versammeln::V,convenire,zbráti se
1082,spielen::V,ludere,igráti se
1083,singen::V,cantare,péti
1084,tanzen::V,saltare,plésati
1085,sich trennen::V,digredi,ločíti se
1086,sich trennen::V,discedere,ločíti se
1087,verlassen::V,deserere,zapustíti
1088,verlassen::V,relinquere,zapustíti
1089,retten::V,servare,réšiti
1090,bewachen::V,custodire,strážiti
1091,schützen::V,tueri,sčítiti
1092,schützen::V,tutari,sčítiti
1093,verteidigen::V,defendere,braníti
1094,sich schlagen::V,luctari,têpsti se
1095,schießen::V,iaculari,stréljati
1096,siegen::V,vincere,zmágati
1097,ärgern::V,irritare,jezíti
1098,ärgern::V,irritare,razbúriti
1099,schlagen::V,ferire,têpsti
1100,schlagen::V,ferire,udáriti
1101,treten::V,calcare,teptáti
1102,stechen::V,pungere,ubôsti
1103,stoßen::V,tundere,peháti
1104,stoßen::V,tundere,drégniti
1105,stehlen::V,furari,ukrásti
1106,stehlen::V,furari,pokrásti
1107,stören::V,turbare,motíti
1108,belästigen::V,obtundere,nadlegováti
1109,verbergen::V,celare,skríti
1110,verbergen::V,occultare,skríti
1111,täuschen::V,fallere,slepíti
1112,betrügen::V,fraudare,várati
1113,betrügen::V,fraudare,ogoljufáti
1114,töten::V,necare,ubíti
1115,töten::V,caedere,ubíti
1116,wohnen::V,habitare,prebívati
1117,arbeiten::V,laborare,délati
1118,sammeln::V,colligere,zbráti
1119,pflücken::V,carpere,obráti
1120,jagen::V,venari,lovíti
1121,fischen::V,piscari,ribáriti
1122,fassen::V,capere,zajéti
1123,hüten::V,custodire,pásti
1124,treiben::V,agere,pogánjati
1125,anbinden::V,alligare,privézati
1126,füttern::V,nutrire,kŕmiti
1127,melken::V,mulgere,mólsti
1128,hacken::V,findere,sékati
1129,gießen::V,rigare,ulíti
1130,reifen::V,maturescere,zoréti
1131,zubereiten::V,apparare,pripráviti
1132,kochen::V,coquere,kúhati
1133,backen::V,coquere,cvréti
1134,braten::V,torrere,pêči
1135,umrühren::V,commovere,preméšati
1136,stricken::V,texere,plêsti
1137,nähen::V,suere,šívati
1138,färben::V,tingere,bárvati
1139,reinigen::V,purgare,očístiti
1140,waschen::V,lavare,opráti
1141,abwischen::V,abstergere,obrísati
1142,spülen::V,perluere,splakováti
1143,fegen::V,verrere,pométati
1144,kehren::V,purgare,mésti
1145,baden::V,lavari,kópati se
1146,sich waschen::V,lavari,umíti se
1147,ausziehen::V,exuere,izvléči
1148,anziehen::V,induere,obléči
1149,sich anziehen::V,vestiri,obléči se
1150,kämmen::V,pectere,česáti
1151,schmücken::V,ornare,okrasíti
1152,schmücken::V,decorare,okrasíti
1153,sagen::V,dicere,dejáti
1154,sprechen::V,fari,govoríti
1155,reden::V,loqui,rêči
1156,sich unterhalten::V,colloqui,razgovárjati se
1157,sich unterhalten::V,disputare,razgovárjati se
1158,fragen::V,rogare,vprášati
1159,fragen::V,quaerere,vprášati
1160,bitten::V,orare,prosíti
1161,bitten::V,rogare,prosíti
1162,erzählen::V,narrare,práviti
1163,mitteilen::V,communicare,naznániti
1164,nennen::V,appellare,imenováti
1165,rufen::V,vocare,klícati
1166,prahlen::V,gloriari,baháti se
1167,übersetzen::V,vertere,prevêsti
1168,denken::V,cogitare,mísliti
1169,glauben::V,credere,verjéti
1170,bemerken::V,animadvertere,opáziti
1171,erkennen::V,cognoscere,spoznáti
1172,begreifen::V,comprehendere,pôjmiti
1173,verstehen::V,intellegere,razuméti
1174,lernen::V,discere,učíti se
1175,wissen::V,scire,znáti
1176,wissen::V,scire,védeti
1177,sich erinnern an::V,meminisse,spómniti se
1178,vergessen::V,oblivisci,pozábiti
1179,messen::V,metiri,mériti
1180,zählen::V,numerare,štéti
1181,rechnen::V,reri,račúnati
1182,rechnen::V,calculare,račúnati
1183,lesen::V,legere,bráti
1184,lesen::V,legere,čítati
1185,malen::V,pingere,slíkati
1186,zeichnen::V,scribere,rísati
1187,schreiben::V,scribere,písati
1188,besitzen::V,possidere,iméti
1189,kaufen::V,emere,kupíti
1190,verkaufen::V,vendere,prodáti
1191,bezahlen::V,pendere,pláčati
1192,zahlen::V,solvere,plačeváti
1193,beherrschen::V,regere,obvládati
1194,beherrschen::V,imperare,obvládati
1195,ertragen::V,tolerare,prenêsti
1196,ertragen::V,sustinere,prenêsti
1197,wünschen::V,,vóščiti
1198,wiegen::V,,zíbati
