,Concept_ID,et,kv
420,Honig::N,mesi,ма
421,Milch::N,piim,йӧв
422,Tee::N,tee,чай
423,Leder::N,nahk,кучик
424,Wolle::N,vill,гӧн
425,Stoff::N,kangas,дӧра
426,Nadel::N,nõel,ем
427,Faden::N,niit,сунис
428,Knopf::N,nööp,кизь
429,Knoten::N,sõlm,узӧв
430,Knoten::N,sõlm,гӧрӧд
431,Farbe::N,värv,краска
432,Kleidung::N,riided,паськӧм
433,Kleidung::N,riietus,паськӧм
434,Hemd::N,särk,йӧрнӧс
435,Kragen::N,krae,воротник
436,Ärmel::N,varrukas,сос
437,Hose::N,püksid,вешьян
438,Gürtel::N,vöö,йи
439,Mütze::N,müts,шапка
440,Schuh::N,king,ботинки
441,Stiefel::N,saabas,сапог
442,Ring::N,sõrmus,чунькытш
443,Band::N,lint,ленточка
444,Kamm::N,kamm,сынан
445,Spiegel::N,peegel,зеркало
446,Riemen::N,rihm,ремень
447,Schnur::N,nöör,гез
448,Leine::N,jalutusrihm,повод
449,Decke::N,tekk,одеяло
450,Kissen::N,padi,подушка
451,Tuch::N,kalev,чышьян
452,Handtuch::N,käterätik,чышкӧт
453,Kraft::N,jõud,прак
454,Stärke::N,tugevus,вын
455,Gesundheit::N,tervis,здоровье
456,Krankheit::N,haigus,шог
457,Schmerz::N,valu,зубыт
458,Wunde::N,haav,рана
459,Fieber::N,palavik,лёк тресся
460,Fieber::N,palavik,кынтан шогӧт
461,Arznei::N,ravim,лекарство
462,Brücke::N,sild,пос
463,Brunnen::N,kaev,колодец 
464,Weide::N,karjamaa,пода йирсян
465,Pfad::N,rada,туй
466,Weg::N,tee,туй
467,Straße::N,tee,туй
468,Dorf::N,küla,деревня
469,Stadt::N,linn,город
470,Brief::N,kiri,гижӧт
471,Buch::N,raamat,книга
472,Buchstabe::N,täht,буква
473,Zeitung::N,ajaleht,газета
474,Leben::N,elu,олан
475,Tod::N,surm,кулӧм
476,Grab::N,haud,гу
477,Kirche::N,kirik,вичку
478,Sünde::N,patt,грек
479,Gott::N,jumal,ен
480,Arbeiter::N,tööline,уджалiсь
481,Chef::N,ülemus,начальник
482,Chef::N,juhataja,начальник
483,Meister::N,meister,мастер
484,Arzt::N,arst,врач
485,Lehrer::N,õpetaja,велӧтісь
486,Geld::N,raha,деньга
487,Geschäft::N,äri,удж
488,Laden::N,pood,магазин
489,Laden::N,kauplus,магазин
490,Preis::N,hind,дон
491,Ware::N,kaup,товар
492,Nutzen::N,tulu,путь
493,Nutzen::N,kasulikkus,путь
494,Reichtum::N,rikkus,богатство
495,Welt::N,maailm,му
496,Land::N,maa,страна
497,Staat::N,riik,государство
498,König::N,kuningas,кан
499,Macht::N,võim,власть
500,Grenze::N,piir,граница
501,Krieg::N,sõda,война
502,Feind::N,vaenlane,враг
503,Gewalt::N,väevõim,
504,Kampf::N,võitlus,нярасьӧм
505,Kampf::N,võitlus,вермасьӧм
506,Bogen[Waffe]::N,vibu,лук
507,Pfeil::N,nool,ньӧв
508,Gewehr::N,püss,ружьё
509,Fehler::N,viga,ошибка
510,Lüge::N,vale,ылӧтӧм
511,Lüge::N,vale,пӧрьялӧм
512,Schaden::N,kahju,лёк
513,Unglück::N,häda,пик
514,Unglück::N,häda,оказзё
515,Unglück::N,õnnetus,пик
516,Unglück::N,õnnetus,оказзё
517,Schuld::N,süü,вина
518,Alter::N,iga,
519,Schluss::N,lõpp,ком
520,Zeit::N,aeg,кад
521,Tag::N,päev,лун
522,Morgen::N,hommik,асыв
523,Mittag::N,lõuna,луншӧр кад
524,Mittag::N,keskpäev,луншӧр кад
525,Abend::N,õhtu,рыт
526,Nacht::N,öö,ой
527,Woche::N,nädal,неделя
528,Monat::N,kuu,тӧлicь
529,Jahr::N,aasta,год
530,Frühling::N,kevad,тулыс
531,Sommer::N,suvi,гожум
532,Herbst::N,sügis,ар
533,Winter::N,talv,тӧв
534,Januar::N,jaanuar,январ
535,Februar::N,veebruar,февраль
536,März::N,märts,март
537,April::N,aprill,апрель
538,Mai::N,mai,май
539,Juni::N,juuni,юнь
540,Juli::N,juuli,юль
541,August::N,august,август
542,September::N,september,сентяб
543,Oktober::N,oktoober,октяб
544,November::N,november,нояб
545,Dezember::N,detsember,декаб
546,Montag::N,esmaspäev,вильлун
547,Dienstag::N,teisipäev,мӧдӧдзлун
548,Mittwoch::N,kesknädal,шӧрлун
549,Donnerstag::N,neljapäev,нёльӧдзлун
550,Freitag::N,reede,витӧдзлун
551,Samstag::N,laupäev,пывсянлун
552,Sonntag::N,pühapäev,кресення
553,groß::A,suur,ыджыт
554,klein::A,väike,учӧтик
555,klein::A,pisike,учӧтик
556,lang::A,pikk,кузь
557,kurz::A,lühike,дженыт
558,breit::A,lai,ота
559,schmal::A,kitsas,векнит
560,dicht::A,tihe,тшӧк
561,dick[Gegenstand]::A,jäme,кыз
562,dünn::A,õhuke,вӧснит
563,dünn::A,peenike,вӧснит
564,fein::A,peen,вӧснит
565,fein::A,õhuke,вӧснит
566,fest::A,püsiv,крепыт
567,fest::A,kindel,крепыт
568,flach::A,lame,лапкӧса
569,flach::A,tasane,лапкӧса
570,glatt::A,sile,волькыт
571,hart::A,kõva,чӧрыт
572,weich::A,pehme,небыт
573,rund::A,ümar,гӧгрӧса
574,spitz::A,torkav,ёся
575,scharf::A,terav,лэчыт
576,stumpf::A,nüri,ныж
577,schwer::A,raske,сьӧкыт
578,schön::A,kena,басӧк
579,heiß::A,kuum,жар
580,heiß::A,palav,жар
581,warm::A,soe,шоныт
582,kalt::A,külm,кӧдзыт
583,kühl::A,jahe,сайкыт
584,frisch::A,värske,виль
585,feucht::A,niiske,вакодь
586,nass::A,märg,ва
587,trocken::A,kuiv,кӧс
588,voll::A,täis,тыра
589,leer::A,tühi,тыртӧм
590,offen::A,avatud,оссьӧм
591,offen::A,lahtine,оссьӧм
592,geschlossen::A,suletud,игана
593,geschlossen::A,suletud,пӧдана
594,sauber::A,puhas,сӧдз
595,sauber::A,puhas,сӧстӧм
596,schmutzig::A,räpane,нятьӧсь
597,schmutzig::A,määrdunud,нятьӧсь
598,roh::A,toores,путӧм
599,reif::A,küps,кисьмалӧм
600,lecker::A,hõrk,кӧра 
601,lecker::A,maitsev,кӧра 
602,süß::A,magus,чӧскыт
603,bitter::A,mõru,курыт
604,sauer::A,hapu,шӧма 
605,hell::A,hele,югыт
606,dunkel::A,pime,пемыт
607,schwarz::A,must,сьӧд
608,weiß::A,valge,чочком
609,rot::A,punane,гӧрд
610,gelb::A,kollane,веж
611,blau::A,sinine,лӧз
612,grün::A,roheline,веж
613,grau::A,hall,руд
614,grau::A,hall,бусӧй
615,bunt::A,kirju,быдрӧма
616,bunt::A,värviline,быдрӧма
617,billig::A,odav,донтӧм
618,teuer::A,kallis,дона
619,wertvoll::A,väärtuslik,дона
620,blind::A,pime,синтӧм
621,taub::A,kurt,пельтӧм
622,kräftig::A,jõuline,вына
623,stark::A,tugev,вына
624,schwach::A,nõrk,некодя
625,schwach::A,jõuetu,некодя
626,fett::A,rasvane,госа
627,schlank::A,sale,статя
628,hübsch::A,kena,басӧк
629,böse::A,tige,лёк
630,dumm::A,juhm,бӧбӧв
631,dumm::A,juhm,вежӧртӧм
632,dumm::A,rumal,бӧбӧв
633,dumm::A,rumal,вежӧртӧм
634,faul::A,laisk,дыш
635,fleißig::A,virk,уджалicь
636,fleißig::A,hoolas,уджалicь
637,geizig::A,ihne,жикмӧра
638,geizig::A,ihne,горшаліcь
639,klug::A,tark,авья
640,klug::A,tark,вежӧра
641,klug::A,arukas,авья
642,klug::A,arukas,вежӧра
643,klug::A,mõistlik,авья
644,klug::A,mõistlik,вежӧра
645,geschickt::A,osav,кипода
646,lieb::A,armas,муса
647,lieb::A,armas,дзулиньӧй
648,lustig::A,lõbus,гажа
649,sanft::A,õrn,лебезнӧй
650,hungrig::A,näljane,тшыг
651,krank::A,haige,шогалiсь
652,nackt::A,alasti,куш
653,traurig::A,kurb,жугыль
654,lebendig::A,elus,ловья
655,gut::A,hea,бур
656,schlecht::A,halb,умӧль
657,richtig::A,õige,
658,schlimm::A,paha,нештӧм
659,wahr::A,tõene,
660,alt::A,vana,важ
661,neu::A,uus,виль
662,ehemalig::A,endine,вӧвлӧм
663,alt[Lebewesen]::A,vana,года
664,alt[Lebewesen]::A,vana,годдэза
665,jung::A,noor,том
666,arm::A,vaene,гов
667,arm::A,vaene,беднӧй
668,reich::A,rikas,эма
669,bekannt::A,teada,тӧдса
670,bekannt::A,tuttav,тӧдса
671,berühmt::A,tuntud,
672,fremd::A,võõras,чужӧй
673,verschieden::A,erinev,быдкодь
674,nah::A,lähedane,матiсь
675,fern::A,kauge,ылicь
676,linker::A,vasak,шульга
677,rechter::A,parem,веськытланись
678,anderer::A,muu,мукӧд
679,anderer::A,teine,мукӧд
680,erster::A,esimene,медодзза
681,zweiter::A,teine,кыкӧт
682,dritter::A,kolmas,куимӧт
683,dritter::A,kolmas,куимӧдз
684,letzter::A,viimane,бӧрья
685,letzter::A,viimane,мёдбӧрья
686,allein::ADV,üksi,
687,auf einmal::ADV,korraga,тшӧтш
688,auf einmal::ADV,ühekorraga,тшӧтш
689,zusammen::ADV,koos,ӧтлаын
690,zusammen::ADV,üheskoos,ӧтлаын
691,lange::ADV,kaua,дыр
692,plötzlich::ADV,äkki,друг
693,plötzlich::ADV,järsku,друг
694,sofort::ADV,kohe,тшӧтш
695,später::ADV,hiljem,медбӧрын
696,jetzt::ADV,nüüd,ӧні
697,heute::ADV,täna,талун
698,morgen::ADV,homme,ашын
699,bald::ADV,pea,чожа
700,bald::ADV,varsti,чожа
701,dann::ADV,siis,сыбӧрын
702,gestern::ADV,eile,тӧн
703,einst::ADV,vanasti,ӧтпыр
704,damals::ADV,tookord,сэк
705,damals::ADV,tookord,сэки
706,danach::ADV,seejärel,сэсся
707,vorher::ADV,enne,одзжык
708,zuerst::ADV,enne,наперво
709,zuerst::ADV,esmalt,наперво
710,einmal::ADV,kord,ӧтпыр
711,einmal::ADV,üks kord,ӧтпыр
712,manchmal::ADV,mõnikord,мукӧдпыр
713,oft::ADV,tihti,-лы-
714,oft::ADV,sageli,-лы-
715,immer::ADV,ikka,быдпыр
716,immer::ADV,ikka,быдпырся
717,immer::ADV,alati,быдпыр
718,immer::ADV,alati,быдпырся
719,niemals::ADV,mitte kunagi,некӧр
720,hier::ADV,siin,татӧн
721,hierhin::ADV,siia,татчӧ
722,von hier::ADV,siit,тасянь
723,dort::ADV,seal,сэтӧн
724,dorthin::ADV,sinna,сэтчин
725,geradeaus::ADV,otse edasi,веськыта
726,vorwärts::ADV,edasi,одзӧ
727,rückwärts::ADV,tagurpidi,бӧр
728,zurück::ADV,tagasi,бӧр
729,unten::ADV,all,увтын
730,unten::ADV,allpool,увтын
731,hinab::ADV,alla,увтас
732,oben::ADV,ülal,вевдӧрас
733,hinauf::ADV,üles,вывлань
734,hinauf::ADV,üles,вывланьӧ
735,überall::ADV,kõikjal,быдлан
736,nicht::ADV,ei,ог
737,nicht::ADV,mitte,ог
738,ein wenig::ADV,veidi,-ышт
739,ein wenig::ADV,veidi,невна
740,ein wenig::ADV,natuke,-ышт
741,ein wenig::ADV,natuke,невна
742,kaum::ADV,vaevalt,ӧдва
743,sehr::ADV,väga,вывтi
744,so::ADV,nii,сiдз
745,noch::ADV,veel,эшӧ
746,nur::ADV,ainult,только
747,schon::ADV,juba,ни
748,wieder::ADV,jälle,бӧра
749,vergebens::ADV,asjata,весись
750,vor::PRP,ees,одзас
751,hinter::PRP,taha,бӧрӧ
752,unter::PRP,all,увтын
753,durch::PRP,läbi,пыр
754,durch::PRP,kaudu,пыр
755,neben::PRP,kõrval,бокам
756,neben::PRP,kõrval,боксиным
757,zwischen::PRP,vahel,коласас
758,wegen::PRP,tõttu,понда
759,wegen::PRP,pärast,понда
760,dies::PRN,see,эта
761,das::PRN,see,сiя
762,alles::PRN,kõik,быдӧс
763,ich::PRN,mina,ме
764,du::PRN,sina,тэ
765,er::PRN,tema,сiя
766,wir::PRN,me,мийӧ
767,ihr::PRN,te,ті
768,sie::PRN,nad,нія
769,was::FPRN,mis,мый
770,wer::FPRN,kes,кин
771,wo::FADV,kus,кытӧн
772,wohin::FADV,kuhu,кытчӧ
773,wie::FADV,kuidas,дзик
774,warum::FADV,miks,мыля
775,warum::FADV,miks,мыйсянь
776,wieviel::FNUM,mitu,мымда
777,wieviel::FNUM,kui palju,мымда
778,eins::NUM,üks,ӧт
779,zwei::NUM,kaks,кык
780,drei::NUM,kolm,куим
781,vier::NUM,neli,нёль
782,fünf::NUM,viis,вит
783,sechs::NUM,kuus,квать
784,sieben::NUM,seitse,сизим
785,acht::NUM,kaheksa,кыкьямыс
786,neun::NUM,üheksa,ӧкмыс
787,zehn::NUM,kümme,дас
788,elf::NUM,üksteist,дасотік
789,zwölf::NUM,kaksteist,даскык
790,zwanzig::NUM,kakskümmend,кыкдас
791,dreißig::NUM,kolmkümmend,куимдас
792,vierzig::NUM,nelikümmend,нёльдас
793,fünfzig::NUM,viiskümmend,витдас
794,sechzig::NUM,kuuskümmend,кватьдас
795,siebzig::NUM,seitsekümmend,сизимдас
796,achtzig::NUM,kaheksakümmend,кыкьямысдас
797,neunzig::NUM,üheksakümmend,ӧкмысдас
798,hundert::NUM,sada,сто
799,tausend::NUM,tuhat,тысяча
800,und::CNJ,ja,и
801,und::CNJ,ja,да
802,oder::CNJ,või,или
803,stehen::V,seisma,сулавны
804,sitzen::V,istuma,пукавны
805,liegen::V,lamama,куйлыны
806,hängen::V,rippuma,ӧшавны
807,werden::V,saama,лоны
808,werden::V,hakkama,лоны
