,Concept_ID,cs,uz
87,Raureif::N,jinovatka,qirov
88,Regenbogen::N,duha,kamalak
89,Donner::N,hrom,guldur
90,Strömung::N,proudění,oqim
91,Tropfen::N,kapka,tomchi
92,Schaum::N,pěna,ko'pik
93,Schmutz::N,špína,gard
94,See::N,jezero,ko'l
95,Sumpf::N,močál,botqoq
96,Sumpf::N,bažina,botqoq
97,Moor::N,bažina,qir-adir
98,Moor::N,slatina,qir-adir
99,Wiese::N,louka,o'tzor
100,Wald::N,les,o'rmon
101,Hügel::N,kopec,tepa
102,Anhöhe::N,pahorek,adir
103,Berg::N,hora,tog'
104,Gipfel::N,vrchol,cho'qqi
105,Höhle::N,jeskyně,kavak
106,Abhang::N,svah,to'sh
107,Abhang::N,stráň,to'sh
108,Quelle::N,pramen,buloq
109,Bach::N,potok,o'zan
110,Fluss::N,řeka,daryo
111,Ufer::N,břeh,sohil
112,Küste::N,pobřeží,qirg'oq
113,Festland::N,souš,materik
114,Festland::N,pevnina,materik
115,Meer::N,moře,dengiz
116,Bucht::N,záliv,qo'ltiq
117,Bucht::N,zátoka,qo'ltiq
118,Insel::N,ostrov,orol
119,Blume::N,květina,gul
120,Gras::N,tráva,sabza
121,Wurzel::N,kořen,tub
122,Wurzel::N,kořen,tomir
123,Baum::N,strom,daraxt
124,Stamm::N,kmen,o'simta
125,Rinde::N,kůra,qobiq
126,Ast::N,větev,shox
127,Zweig::N,větev,butoq
128,Blatt::N,lupen,barg
129,Birke::N,bříza,qayin
130,Kiefer[Baum]::N,sosna,qarag'ay
131,Kiefer[Baum]::N,borovice,qarag'ay
132,Weide[Baum]::N,vrba,shum
133,Tanne::N,jedle,archa
134,Horn::N,roh,mugiz
135,Feder::N,pero,par
136,Fell::N,srst,mo'yna
137,Flügel::N,křídlo,qanot
138,Klaue::N,dráp,tirnoq
139,Klaue::N,pazneht,tirnoq
140,Kralle::N,dráp,tirnoq
141,Schwanz::N,ocas,quyruq
142,Ei::N,vejce,tuxum
143,Nest::N,hnízdo,oshyon
144,Bau::N,nora,o'pqon
145,Tier::N,zvíře,hayvon
146,Herde::N,stádo,gala
147,Kuh::N,kráva,inak
148,Bulle::N,býk,ho'kiz
149,Pferd::N,kůň,ot
150,Schaf::N,ovce,qo'y
151,Schwein::N,vepř,cho'chqa
152,Schwein::N,prase,cho'chqa
153,Hund::N,pes,it
154,Katze::N,kočka,mushuk
155,Bär::N,medvěd,ayiq
156,Eichhörnchen::N,veverka,tiyin
157,Elch::N,los,los
158,Fuchs::N,liška,tulki
159,Hase::N,zajíc,kuyon
160,Maus::N,myš,sichqon
161,Wolf::N,vlk,bo'ri
162,Vogel::N,pták,qush
163,Schwarm::N,roj,to'da
164,Schwarm::N,hejno,to'da
165,Huhn::N,kuře,tovuq
166,Huhn::N,slepice,tovuq
167,Hahn::N,kohout,xo'roz
168,Gans::N,husa,g'oz
169,Adler::N,orel,burgut
170,Ente::N,kachna,o'rdak
171,Eule::N,sova,boyo'g'li
172,Kranich::N,jeřáb,turna
173,Krähe::N,vrána,qarg'a
174,Kuckuck::N,kukačka,kakku
175,Schwan::N,labuť,oqkush
176,Fisch::N,ryba,baliq
177,Barsch::N,okoun,olabug'a
178,Hecht::N,štika,cho'rtan
179,Schlange[Tier]::N,had,ilon
180,Wurm::N,červ,qurt
181,Spinne::N,pavouk,o'rgimchak
182,Ameise::N,mravenec,chumoli
183,Laus::N,veš,bit
184,Mücke::N,komár,chivin
185,Fliege::N,moucha,pashsha
186,Schmetterling::N,motýl,kapalak
187,Beere::N,bobule,meva
188,Apfel::N,jablko,olma
189,Pilz::N,houba,qo'ziqorin
190,Zwiebel::N,cibule,piyoz
191,Saat::N,osivo,äkin
192,Korn::N,zrno,zarra
193,Heu::N,seno,xashak
194,Schale::N,slupka,po'choq
195,Schale::N,skořápka,po'choq
196,Grube::N,jáma,co'ra
197,Falle::N,past,qopqon
198,Falle::N,léčka,qopqon
199,Schlinge::N,smyčka,sirtmoq
200,Spur::N,stopa,iz
201,Asche::N,popel,kul
202,Dreck::N,špína,kir
203,Eisen::N,železo,temir
204,Gold::N,zlato,tilla
205,Silber::N,stříbro,kumush
206,Kohle::N,uhlí,ko'mir
207,Glas::N,sklo,oyna
208,Lehm::N,jíl,loy
209,Lehm::N,hlína,loy
210,Sand::N,písek,qum
211,Mensch::N,člověk,odam
212,Mann::N,muž,ärkak
213,Frau::N,žena,ayol
214,Kind::N,dítě,bola
215,Kind::N,dítě,kichkintoy
216,Junge::N,hoch,bola
217,Junge::N,chlapec,bola
218,Mädchen::N,děvče,qiz
219,Familie::N,rodina,oila
220,Großvater::N,děd,buva
221,Großvater::N,děd,katta ota
222,Großvater::N,dědeček,buva
223,Großvater::N,dědeček,katta ota
224,Großmutter::N,babička,buvi
225,Großmutter::N,babička,katta oyi
226,Eltern::N,rodiče,ota-ona
227,Vater::N,otec,ota
228,Mutter::N,matka,ona
229,Sohn::N,syn,o'g'il
230,Tochter::N,dcera,qiz
231,Bruder::N,bratr,og'a
232,Bruder::N,bratr,uka
233,Schwester::N,sestra,opa
234,Schwester::N,sestra,singil
235,Onkel::N,strýc,amaki
236,Tante::N,teta,amma
237,Tante::N,teta,xola
238,Ehemann::N,choť,är
239,Ehemann::N,manžel,är
240,Ehefrau::N,choť,rafiqa
241,Ehefrau::N,manželka,rafiqa
242,Freude::N,radost,ayish
243,Gelächter::N,smích,kulgi
244,Glück::N,štěstí,saodat
245,Kummer::N,žal,g'am
246,Kummer::N,trápení,g'am
247,Wunsch::N,přání,orzu
248,Lust::N,chuť,rag'bat
249,Geist::N,duch,ruh
250,Gedanke::N,myšlenka,fikr
251,Gedächtnis::N,paměť,äs
252,Verstand::N,rozum,aql
253,Sinn::N,smysl,ma'ni
254,Grund::N,důvod,sabab
255,Wahrheit::N,pravda,haq
256,Gespräch::N,rozhovor,gap
257,Märchen::N,pohádka,ärtak
258,Erzählung::N,povídka,rivoyat
259,Nachricht::N,zpráva,xabar
260,Neuigkeit::N,novina,yangilik
261,Neuigkeit::N,novinka,yangilik
262,Name::N,jméno,ot
263,Rätsel::N,hádanka,topishmoq
264,Rede::N,řeč,nutq
265,Rede::N,proslov,nutq
266,Sprache::N,řeč,til
267,Sprache::N,jazyk,til
268,Stimme::N,hlas,ovoz
269,Wort::N,slovo,so'z
270,Zeichen::N,znamení,alomat
271,Ruf::N,zavolání,chaqiriq
272,Lärm::N,hluk,taraq
273,Laut::N,zvuk,tovush
274,Ton::N,tón,un
275,Lied::N,píseň,ashula
276,Ruhe::N,klid,tinchlik
277,Ruhe::N,pokoj,tinchlik
278,Leute::N,lidé,xaloyiq
279,Volk::N,národ,xalq
280,Arbeit::N,práce,ish
281,Gast::N,host,mehmon
282,Geschenk::N,dar,hadya
283,Spiel::N,hra,o'yin
284,Gesellschaft::N,společnost,jamiyat
285,Hilfe::N,pomoc,yordam
286,Freund::N,přítel,do'st
287,Kamerad::N,kamarád,yo'ldosh
288,Angelegenheit::N,záležitost,daxl
289,Anzahl::N,počet,son
290,Art::N,druh,tur
291,Stück::N,kus,parcha
292,Stück::N,kousek,parcha
293,Teil::N,díl,bo'lak
294,Teil::N,část,bo'lak
295,Hälfte::N,půl,yarim
296,Kreis::N,kruh,aylana
297,Kreuz::N,kříž,xoch
298,Linie::N,linka,liniya
299,Strich::N,čára,chiziq
300,Strich::N,čárka,chiziq
301,Abstand::N,vzdálenost,oralik
302,Entfernung::N,vzdálenost,uzoqlik
303,Gegend::N,krajina,yer
304,Platz::N,prostor,oralig
305,Ort::N,místo,joy
306,Seite::N,strana,yon
307,Mitte::N,střed,o'rta
308,Mitte::N,prostředek,o'rta
309,Gegenstand::N,předmět,ashyo
310,Sache::N,věc,buyum
311,Rand::N,kraj,chek
312,Rand::N,okraj,chek
313,Kante::N,hrana,tig'
314,Ecke::N,roh,burchak
315,Spitze::N,hrot,uch
316,Spitze::N,špička,uch
317,Ende::N,konec,oxir
318,Loch::N,díra,teshik
319,Winkel::N,kout,go'sha
320,Muster::N,vzor,nusha
321,Größe::N,velikost,kattalik
322,Länge::N,délka,uzunlik
323,Höhe::N,výška,yuksaklik
324,Gewicht::N,váha,solmoq
325,Menge::N,množství,miqdor
326,Haufen::N,kupa,uyum
327,Haufen::N,hromada,uyum
328,Reihe::N,řada,saf
329,Reihe::N,řádek,saf
330,Boot::N,člun,qayiq
331,Ruder::N,veslo,äshkak
332,Schlitten::N,sáně,chana
333,Ski::N,lyže,chang'i
334,Lagerfeuer::N,táborák,gulxan
335,Last::N,náklad,yuk
336,Last::N,břemeno,yuk
337,Gang::N,chůze,yurish
338,Gang::N,chodba,yurish
339,Schritt::N,krok,qadam
340,Norden::N,sever,shimol
341,Süden::N,jih,janub
342,Westen::N,západ,g'arb
343,Osten::N,východ,sharq
344,Holz::N,dřevo,yog'och
345,Brett::N,prkno,taxta
346,Platte::N,deska,tabaqa
347,Stütze::N,opěra,tayanchi
348,Stange::N,tyč,qo'noq
349,Stange::N,tyčka,qo'noq
350,Stock::N,hůlka,tayoq
351,Stab::N,hůl,gavron
352,Rohr::N,trubka,tarnov
353,Haus::N,dům,uy
354,Heim::N,domov,makon
355,Ofen::N,kamna,pechka
356,Fußboden::N,podlaha,pol
357,Tisch::N,stůl,mosa
358,Stuhl::N,židle,o'rindiq
359,Wiege::N,kolébka,beshik
360,Bett::N,postel,yotoq
361,Regal::N,regál,tokcha
362,Regal::N,police,tokcha
363,Kiste::N,bedna,sandiq
364,Fenster::N,okno,deraza
365,Tür::N,dveře,äshik
366,Tor::N,vrata,darvoza
367,Zaun::N,plot,panjara
368,Dach::N,střecha,tom
369,Leiter::N,žebřík,narvon
370,Besen::N,koště,supurgi
371,Besen::N,smeták,supurgi
372,Spaten::N,rýč,bel
373,Schaufel::N,lopata,kurak
374,Gabel::N,vidlička,bilka
375,Löffel::N,lžíce,qoshiq
376,Messer::N,nůž,pichoq
377,Nagel::N,hřebík,mix
378,Netz::N,síť,to'r
379,Haken::N,hák,ilgak
380,Griff::N,držadlo,sop
381,Griff::N,držadlo,tutqich
382,Schloss::N,zámek,qulf
383,Bild::N,obraz,rasm
384,Figur::N,figura,shakl
385,Puppe::N,panenka,ko'g'irchoq
386,Beutel::N,pytlík,to'rva
387,Bündel::N,svazek,bog'lam
388,Tasche::N,taška,kissa
389,Tasche::N,brašna,kissa
390,Eimer::N,kýbl,chelak
391,Eimer::N,vědro,chelak
392,Deckel::N,víko,qopqoq
393,Deckel::N,příklop,qopqoq
394,Geschirr::N,nádobí,idish
395,Sack::N,pytel,qop
396,Tasse::N,šálek,piyola
397,Topf::N,hrnec,tuvak
398,Kessel::N,kotel,qozon
399,Essen::N,jídlo,tomoq
400,Nahrung::N,strava,emak
401,Nahrung::N,potrava,emak
402,Speise::N,jídlo,taom
403,Fleisch::N,maso,go'sht
404,Getreide::N,obilí,g'alla
405,Brei::N,kaše,bo'tqa
406,Brot::N,chléb,non
407,Scheibe::N,krajíc,disk
408,Fett::N,tuk,moy
409,Fett::N,omastek,moy
410,Butter::N,máslo,yog'
411,Öl::N,olej,moy
412,Salz::N,sůl,tuz
413,Suppe::N,polévka,sho'rva
414,Honig::N,med,asal
415,Milch::N,mléko,sut
416,Tee::N,čaj,choy
417,Leder::N,kůže,charm
418,Wolle::N,vlna,jun
419,Stoff::N,látka,mato
420,Nadel::N,jehla,igna
421,Faden::N,nit,ip
422,Knopf::N,knoflík,tugma
423,Knoten::N,uzel,tugun
424,Farbe::N,barva,bo'yok
425,Kleidung::N,šaty,kiyim
426,Kleidung::N,šatstvo,kiyim
427,Hemd::N,košile,ko'ylak
428,Kragen::N,límec,yoqa
429,Ärmel::N,rukáv,yeng
430,Hose::N,kalhoty,shim
431,Gürtel::N,pás,tasma
432,Gürtel::N,opasek,tasma
433,Mütze::N,čepice,shapka
434,Schuh::N,bota,but
435,Stiefel::N,holínka,botinka
436,Ring::N,prsten,yuzuk
437,Band::N,pásek,rishta
438,Kamm::N,hřeben,taroq
439,Spiegel::N,zrcadlo,ko'zgu
440,Riemen::N,řemen,qayish
441,Schnur::N,šňůra,bog'ich
442,Leine::N,vodítko,etak
443,Decke::N,pokrývka,odyol
444,Decke::N,přikrývka,odyol
445,Kissen::N,polštář,yostiq
446,Tuch::N,šátek,gazlama
447,Handtuch::N,ručník,sochiq
448,Kraft::N,síla,kuch
449,Stärke::N,síla,quvvat
450,Gesundheit::N,zdraví,sog'lik
451,Krankheit::N,nemoc,kasallik
452,Krankheit::N,choroba,kasallik
453,Schmerz::N,bolest,og'riq
454,Wunde::N,rána,yara
455,Fieber::N,horečka,bezgak
456,Arznei::N,lék,dori
457,Brücke::N,most,ko'prik
458,Brunnen::N,studna,buloq
459,Weide::N,pastva,yaylov
460,Weide::N,pastvina,yaylov
461,Pfad::N,pěšina,dorojka
462,Weg::N,cesta,yo'l
463,Straße::N,silnice,ko'cha
464,Dorf::N,vesnice,ovul
465,Stadt::N,město,shahar
466,Brief::N,dopis,maktub
467,Buch::N,kniha,kitob
468,Buchstabe::N,písmeno,harf
469,Zeitung::N,noviny,gazet
470,Leben::N,život,hayot
471,Tod::N,smrt,o'lim
472,Grab::N,hrob,go'r
473,Kirche::N,kostel,cherkov
474,Sünde::N,hřích,gunoh
475,Gott::N,bůh,olloh
476,Arbeiter::N,dělník,ishchi
477,Arbeiter::N,pracovník,ishchi
478,Chef::N,šéf,rais
479,Chef::N,vedoucí,rais
480,Meister::N,mistr,usta
481,Arzt::N,lékař,hakim
482,Lehrer::N,učitel,muallim
483,Geld::N,peníze,pul
484,Geschäft::N,obchod,savdo
485,Laden::N,krám,do'kon
486,Preis::N,cena,baho
487,Ware::N,zboží,mol
488,Nutzen::N,užitek,foyda
489,Reichtum::N,bohatství,boylik
490,Welt::N,svět,olam
491,Land::N,země,o'lka
492,Staat::N,stát,davlat
493,König::N,král,qirol
494,Macht::N,moc,iqtidor
495,Macht::N,mocnost,iqtidor
496,Grenze::N,hranice,chegara
497,Krieg::N,válka,harb
498,Feind::N,nepřítel,dushman
499,Gewalt::N,násilí,zo'rlik
500,Kampf::N,boj,kurash
501,Bogen[Waffe]::N,luk,yoy
502,Pfeil::N,šíp,o'q
503,Gewehr::N,puška,vintovka
504,Gewehr::N,ručnice,vintovka
505,Fehler::N,chyba,xato
506,Lüge::N,lež,yolg'on
507,Schaden::N,škoda,ziyon
508,Unglück::N,neštěstí,balo
509,Schuld::N,vina,ayb
510,Alter::N,věk,yosh
511,Schluss::N,konec,tamom
512,Zeit::N,čas,vaqt
513,Tag::N,den,kun
514,Morgen::N,ráno,saboh
515,Morgen::N,jitro,saboh
516,Mittag::N,poledne,kun tushlik
517,Abend::N,večer,oqshom
518,Nacht::N,noc,tun
519,Woche::N,týden,hafta
520,Monat::N,měsíc,oy
521,Jahr::N,rok,yil
522,Frühling::N,jaro,bahor
523,Sommer::N,léto,yoz
524,Herbst::N,podzim,kuz
525,Herbst::N,podzim,xazon
526,Winter::N,zima,qish
527,Januar::N,leden,yanvar'
528,Februar::N,únor,fevral'
529,März::N,březen,mart
530,April::N,duben,aprel'
531,Mai::N,květen,may
532,Juni::N,červen,iyun'
533,Juli::N,červenec,iyul'
534,August::N,srpen,avgust
535,September::N,září,sentyabr'
536,Oktober::N,říjen,oktyabr'
537,November::N,listopad,noyabr'
538,Dezember::N,prosinec,dekabr'
539,Montag::N,pondělí,dushanba
540,Montag::N,pondělek,dushanba
541,Dienstag::N,úterý,seshanba
542,Mittwoch::N,středa,chorshanba
543,Donnerstag::N,čtvrtek,payshanba
544,Freitag::N,pátek,juma
545,Samstag::N,sobota,shanba
546,Sonntag::N,neděle,yakshanba
547,groß::A,velký,buyuk
548,klein::A,malý,kichik
549,lang::A,dlouhý,uzun
550,kurz::A,krátký,qisqa
551,breit::A,široký,keng
552,schmal::A,úzký,änsiz
553,dicht::A,hustý,quyuq
554,dick[Gegenstand]::A,tlustý,qalin
555,dünn::A,tenký,ingichka
556,fein::A,jemný,mayin
557,fest::A,pevný,qattiq
558,flach::A,plochý,yalpoq
559,flach::A,placatý,yalpoq
560,glatt::A,hladký,tekis
561,hart::A,tvrdý,qattiq
562,weich::A,měkký,yumshoq
563,rund::A,kulatý,yumaloq
564,rund::A,okrouhlý,yumaloq
565,spitz::A,špičatý,uchli
566,scharf::A,ostrý,keskir
567,stumpf::A,tupý,to'mtoq
568,schwer::A,těžký,salmoqli
569,schön::A,pěkný,go'zal
570,schön::A,krásný,go'zal
571,heiß::A,horký,qiziq
572,warm::A,teplý,issiq
573,kalt::A,studený,sovuq
574,kühl::A,chladný,salqin
575,frisch::A,svěží,toza
576,feucht::A,vlhký,namli
577,nass::A,mokrý,nam
578,trocken::A,suchý,quruq
579,voll::A,plný,to'la
580,leer::A,prázdný,puch
581,offen::A,otevřený,ochiq
582,geschlossen::A,zavřený,berk
583,sauber::A,čistý,ozoda
584,schmutzig::A,špinavý,kir
585,roh::A,syrový,xom
586,reif::A,zralý,pishiq
587,lecker::A,chutný,shirin
588,süß::A,sladký,shirin
589,bitter::A,hořký,achchiq
590,sauer::A,kyselý,achchiq
591,hell::A,světlý,yorug'
592,dunkel::A,temný,qorong'i
593,schwarz::A,černý,qora
594,weiß::A,bílý,oq
595,rot::A,rudý,qizil
596,rot::A,červený,qizil
597,gelb::A,žlutý,sariq
598,blau::A,modrý,zangori
599,grün::A,zelený,yashil
600,grau::A,šedý,bo'z
601,grau::A,šedivý,bo'z
602,bunt::A,pestrý,ola
603,billig::A,levný,arzon
604,billig::A,laciný,arzon
605,teuer::A,drahý,qimmat
606,wertvoll::A,cenný,qimmat
607,blind::A,slepý,ko'r
608,taub::A,hluchý,garang
609,kräftig::A,silný,kuchli
610,stark::A,silný,quvvatli
611,schwach::A,slabý,kuchsiz
612,fett::A,tučný,semiz
613,fett::A,tlustý,semiz
614,schlank::A,štíhlý,ingichka
615,hübsch::A,hezký,ko'rkam
616,böse::A,zlý,yovuz
617,dumm::A,hloupý,aqlsiz
618,faul::A,líný,ärinchak
619,fleißig::A,pilný,ishchan
620,geizig::A,lakomý,qurumsoq
621,klug::A,chytrý,oqil
622,geschickt::A,šikovný,äpchil
623,lieb::A,milý,aziz
624,lustig::A,veselý,chaqchaq
625,sanft::A,mírný,asta
626,hungrig::A,hladový,och
627,krank::A,nemocný,kasal
628,nackt::A,nahý,yalang
629,traurig::A,smutný,xafa
630,traurig::A,truchlivý,xafa
631,lebendig::A,živý,hayotiy
632,gut::A,dobrý,soz
633,schlecht::A,špatný,yomon
634,richtig::A,pravý,rost
635,richtig::A,správný,rost
636,schlimm::A,zlý,yovuz
637,wahr::A,pravdivý,haqiqiy
638,alt::A,starý,äski
639,neu::A,nový,yangi
640,ehemalig::A,bývalý,sobiq
641,alt[Lebewesen]::A,starý,qari
642,jung::A,mladý,navqiron
643,arm::A,chudý,abgor
644,reich::A,bohatý,boy
645,bekannt::A,známý,ma'lum
646,berühmt::A,slavný,mashhur
647,fremd::A,cizí,yot
648,verschieden::A,různý,turli
649,verschieden::A,rozličný,turli
650,nah::A,blízký,yaqindagi
651,fern::A,daleký,uzoq
652,linker::A,levý,so'l
653,rechter::A,pravý,o'ng
654,anderer::A,jiný,boshqa
655,erster::A,první,birinchi
656,zweiter::A,druhý,ikkinchi
657,dritter::A,třetí,uchinchi
658,letzter::A,poslední,oxirgi
659,allein::ADV,sám,o'zicha
660,auf einmal::ADV,najednou,varakay
661,zusammen::ADV,spolu,barobar
662,zusammen::ADV,dohromady,barobar
663,lange::ADV,dlouho,uzoq
664,plötzlich::ADV,vtom,qo'qqisdan
665,plötzlich::ADV,náhle,qo'qqisdan
666,sofort::ADV,hned,darrov
667,sofort::ADV,ihned,darrov
668,später::ADV,později,so'ngra
669,jetzt::ADV,teď,hozirgina
670,jetzt::ADV,nyní,hozirgina
671,heute::ADV,dnes,bugun
672,heute::ADV,dneska,bugun
673,morgen::ADV,zítra,ärta
674,bald::ADV,brzo,toz
675,dann::ADV,pak,keyin
676,dann::ADV,potom,keyin
677,gestern::ADV,včera,kecha
678,einst::ADV,kdysi,avvallari
679,damals::ADV,tehdy,ugal
680,damals::ADV,tenkrát,ugal
681,danach::ADV,podle toho,so'ngra
682,vorher::ADV,dříve,avval
683,vorher::ADV,napřed,avval
684,zuerst::ADV,nejprve,avval
685,zuerst::ADV,nejdříve,avval
686,einmal::ADV,jednou,bir marta
687,manchmal::ADV,někdy,onda-sonda
688,oft::ADV,často,tez-tez
689,immer::ADV,vždy,har vaqt
690,immer::ADV,stále,har vaqt
691,niemals::ADV,nikdy,hargiz
692,hier::ADV,zde,shu erda
693,hier::ADV,tady,shu erda
694,hierhin::ADV,sem,beri
695,von hier::ADV,odtud,shu erdan
696,dort::ADV,tam,ana
697,dorthin::ADV,tam,u yerga
698,geradeaus::ADV,rovně,to'g'ri
699,vorwärts::ADV,kupředu,ilgari
700,rückwärts::ADV,zpět,qoloq
701,zurück::ADV,zpět,orqada
702,zurück::ADV,nazpět,orqada
703,unten::ADV,dole,pastda
704,hinab::ADV,dolů,tubanga
705,oben::ADV,nahoře,ustida
706,oben::ADV,navrchu,ustida
707,hinauf::ADV,nahoru,yuqorida
708,überall::ADV,všude,har erda
709,nicht::ADV,ne,ämas
710,ein wenig::ADV,trochu,biroz
711,kaum::ADV,sotva,arang
712,sehr::ADV,velmi,ancha
713,sehr::ADV,velice,ancha
714,so::ADV,tak,shunday
715,so::ADV,takto,shunday
716,noch::ADV,ještě,hali
717,nur::ADV,jen,yolg'iz
718,nur::ADV,jenom,yolg'iz
719,schon::ADV,už,endi
720,schon::ADV,již,endi
721,wieder::ADV,zase,yana
722,vergebens::ADV,marně,bekorga
723,vor::PRP,před,burun
724,hinter::PRP,za,ketida
725,unter::PRP,pod,ostida
726,durch::PRP,skrz,bo'ylab
727,neben::PRP,vedle,yonida
728,zwischen::PRP,mezi,orada
729,wegen::PRP,pro,sababli
730,dies::PRN,toto,o'sha
731,dies::PRN,tohle,o'sha
732,das::PRN,to,narigi
733,alles::PRN,všechno,har nima
734,ich::PRN,já,men
735,du::PRN,ty,sen
736,er::PRN,on,u
737,wir::PRN,my,biz
738,ihr::PRN,vy,siz
739,sie::PRN,oni,ular
740,was::FPRN,co,nima
741,wer::FPRN,kdo,kim
742,wo::FADV,kde,qaerda
743,wohin::FADV,kam,qayerga
744,wie::FADV,jak,qanday
745,warum::FADV,proč,nega
746,wieviel::FNUM,kolik,qancha
747,eins::NUM,jeden,bir
748,zwei::NUM,dva,ikki
749,drei::NUM,tři,uch
750,vier::NUM,čtyři,to'rt
751,fünf::NUM,pět,besh
752,sechs::NUM,šest,olti
753,sieben::NUM,sedm,etti
754,acht::NUM,osm,sakkiz
755,neun::NUM,devět,to'qqiz
756,zehn::NUM,deset,o'n
757,elf::NUM,jedenáct,o'n bir
758,zwölf::NUM,dvanáct,o'n ikki
759,zwanzig::NUM,dvacet,yigirma
760,dreißig::NUM,třicet,o'ttiz
761,vierzig::NUM,čtyřicet,qirq
762,fünfzig::NUM,padesát,ällik
763,sechzig::NUM,šedesát,oltmish
764,siebzig::NUM,sedmdesát,etmish
765,achtzig::NUM,osmdesát,sakson
766,neunzig::NUM,devadesát,to'qson
767,hundert::NUM,sto,yuz
768,tausend::NUM,tisíc,ming
769,und::CNJ,a,va
770,oder::CNJ,nebo,yo
771,stehen::V,stát,turmoq
772,sitzen::V,sedět,o'tirmoq
773,liegen::V,ležet,yotmoq
774,hängen::V,viset,osilmoq
775,werden::V,stát se,bo'lmoq
776,passieren::V,stát se,bo'lib o'tmoq
777,beginnen::V,počít,boshlanmoq
778,enden::V,končit,bitmoq
779,enden::V,skončit,bitmoq
780,wechseln::V,měnit se,o'zgarmoq
781,aufgehen[Sonne]::V,vyjít,chiqmoq
782,untergehen[Sonne]::V,zapadnout,botmoq
783,scheinen[Sonne]::V,svítit,yaraqlamoq
784,donnern::V,hřmět,gulduramoq
785,wehen::V,vát,elpimoq
786,wehen::V,vanout,elpimoq
787,strömen::V,proudit,oqmoq
788,fließen::V,téct,oqmoq
789,sich drehen::V,točit se,aylanmoq
790,schwanken::V,kolísat,qoqilmoq
791,schwanken::V,houpat se,qoqilmoq
792,schwingen::V,kývat se,lopillamoq
793,fallen::V,padat,tushmoq
794,brennen::V,hořet,yonmoq
795,rauchen::V,kouřit,tutamoq
796,regnen::V,pršet,yomg'ir yog'moq
797,gefrieren::V,zamrznout,muzlamoq
798,tauen::V,tát,ärimoq
799,schmelzen::V,tavit,ärimoq
800,trocknen::V,schnout,qurimoq
801,sieden::V,vřít,qaynamoq
802,faulen::V,hnít,chirimoq
803,verfaulen::V,shnít,chirimoq
804,reißen::V,roztrhat se,qayt qilmoq
805,versinken::V,topit se,g'arq bo'lmoq
806,versinken::V,ponořit se,g'arq bo'lmoq
