,Concept_ID,ab,sl
85,Frost::N,аҵаа,zmrzál
86,Kälte::N,ахьҭа,mràz
87,Hitze::N,ашоура,pripéka
88,Raureif::N,аҵааҧшқа,ívje
89,Raureif::N,аҵааҧшқа,slána
90,Regenbogen::N,ацəаҟəа,mávrica
91,Donner::N,адыд,gròm
92,Strömung::N,аиасра,strúja
93,Strömung::N,амҩасра,strúja
94,Tropfen::N,ацəыкəбар,káplja
95,Schaum::N,ашəах,péna
96,Schmutz::N,алымт,nesnága
97,See::N,аӡиа,jézero
98,Sumpf::N,аӡмах,močvírje
99,Wiese::N,адəы,trávnik
100,Wald::N,абна,lés
101,Wald::N,абна,gòzd
102,Hügel::N,ахəы,brég
103,Hügel::N,ахəы,goríca
104,Anhöhe::N,аҳаракыра,gríč
105,Anhöhe::N,аҳаракыра,višína
106,Berg::N,ашьха,gôra
107,Berg::N,ашьха,planína
108,Gipfel::N,ацəқəа,vŕh
109,Höhle::N,аҳаҧы,jáma
110,Höhle::N,аҳаҧы,votlína
111,Abhang::N,анаара,pobóčje
112,Quelle::N,аҵҵырҭа,izvír
113,Bach::N,акəараҷҷа,pôtok
114,Fluss::N,аӡиас,réka
115,Ufer::N,ахықə,brég
116,Küste::N,ахықə,obála
117,Küste::N,ахықə,obréžje
118,Festland::N,абарра,celína
119,Festland::N,абарра,kopnína
120,Meer::N,амшын,mórje
121,Bucht::N,аӡбжьахала,zalív
122,Insel::N,адгьылбжьаха,ôtok
123,Blume::N,ашəҭ,cvetlíca
124,Gras::N,аҳасакьын,tráva
125,Wurzel::N,адац,korenína
126,Baum::N,аҵла,drevó
127,Stamm::N,ашьапы,dêblo
128,Rinde::N,ацəа,lúbje
129,Rinde::N,ацəа,skórja
130,Ast::N,амахə,véja
131,Ast::N,амахəҭа,véja
132,Zweig::N,амахə,véja
133,Zweig::N,амахəҭа,véja
134,Blatt::N,абҕьы,líst
135,Birke::N,аҵааҵла,bréza
136,Kiefer[Baum]::N,амза,bòr
137,Weide[Baum]::N,аҧслыш,vŕba
138,Tanne::N,аҧсаӡ,hója
139,Horn::N,атəыҩа,róg
140,Feder::N,ахӡы,peró
141,Fell::N,ацəа,kŕzno
142,Flügel::N,амҵəыжəа,krílo
143,Klaue::N,ашьапхыц,párkelj
144,Schwanz::N,аҵыхəа,rèp
145,Ei::N,акəтаӷь,jájce
146,Nest::N,аҭра,gnézdo
147,Nest::N,аҵысҭра,gnézdo
148,Bau::N,аҭыҩра,brlòg
149,Tier::N,аҧстəы,živál
150,Tier::N,агыгшəыг,živál
151,Herde::N,агəарҭа,čréda
152,Kuh::N,ажə,kráva
153,Bulle::N,ацə,bìk
154,Pferd::N,аҽы,kònj
155,Schaf::N,ауаса,ôvca
156,Schwein::N,аҳəа,svínja
157,Hund::N,ала,pès
158,Katze::N,ацгəы,máčka
159,Bär::N,амшə,mêdved
160,Eichhörnchen::N,аеш,véverica
161,Elch::N,аҽаҩа,lós
162,Fuchs::N,абгахəыҷы,lisíca
163,Hase::N,ажьа,zájec
164,Maus::N,аҳəынаҧ,mìš
165,Wolf::N,абгаду,vólk
166,Vogel::N,аҧсаатə,ptìč
167,Vogel::N,аҧсаатə,ptíca
168,Huhn::N,акəты,kokóš
169,Hahn::N,арбаҕь,petêlin
170,Gans::N,аҟыз,gós
171,Adler::N,ауарба,ôrel
172,Ente::N,акəата,ráca
173,Eule::N,аты,sôva
174,Kranich::N,апҟа,žerjàv
175,Krähe::N,аҟəараан,vrána
176,Kuckuck::N,акəыкəу,kúkavica
177,Schwan::N,агьад,labód
178,Fisch::N,аҧсыӡ,ríba
179,Barsch::N,ацəыбла,ostríž
180,Hecht::N,ахиаала,ščúka
181,Schlange[Tier]::N,амаҭ,káča
182,Wurm::N,ахəа,čr̀v
183,Wurm::N,ахəа,glísta
184,Wurm::N,ахəац,čr̀v
185,Wurm::N,ахəац,glísta
186,Spinne::N,абызкаҭаҳа,pájek
187,Ameise::N,ашышкамс,mrávlja
188,Laus::N,аҵа,úš
189,Mücke::N,акəыбры,komár
190,Fliege::N,амҵ,múha
191,Schmetterling::N,аҧарҧалыкь,metúlj
192,Beere::N,аргуц,jágoda
193,Apfel::N,аҵəа,jábolko
194,Pilz::N,акəкəбаа,góba
195,Zwiebel::N,аџьымшьы,čebúla
196,Zwiebel::N,аџьымшьхы,čebúla
197,Saat::N,ажəла,séme
198,Korn::N,арыц,zŕno
199,Heu::N,аҭəа,senó
200,Schale::N,ацəа,lupína
201,Grube::N,ажра,jáma
202,Grube::N,атыша,jáma
203,Falle::N,арыҧҟьа,pást
204,Schlinge::N,аҟəараҟəантə,zánka
205,Schlinge::N,аҟəараҟəантə,pêtlja
206,Spur::N,ашьҭа,sléd
207,Asche::N,ахəа,pepél
208,Dreck::N,аҳəынҵəа,bláto
209,Dreck::N,аҟьамсар,bláto
210,Eisen::N,аиха,želézo
211,Gold::N,ахьы,zlató
212,Silber::N,аразны,srebró
213,Kohle::N,арацəа,ógel
214,Glas::N,асаркьа,stêklo
215,Lehm::N,анышəаҧшь,ílo
216,Sand::N,аҧслымӡ,pések
217,Mensch::N,ауаҩы,člôvek
218,Mann::N,ахаҵа,móž
219,Mann::N,ахаҵа,môški
220,Frau::N,аҧҳəыс,gospá
221,Frau::N,аҧҳəыс,žénska
222,Kind::N,ахəыҷы,déte
223,Kind::N,ахəыҷы,otròk
224,Junge::N,аҷкəын,fànt
225,Junge::N,аҷкəын,déček
226,Junge::N,ахаҵарҧыс,fànt
227,Junge::N,ахаҵарҧыс,déček
228,Mädchen::N,аӡӷаб,deklè
229,Mädchen::N,аӡӷаб,déklica
230,Familie::N,аҭаацəа,družína
231,Großvater::N,абду,dèd
232,Großvater::N,абду,dédek
233,Großmutter::N,анду,bábica
234,Eltern::N,ани аби,stárši
235,Vater::N,аб,ôče
236,Mutter::N,ан,máma
237,Sohn::N,аҧа,sín
238,Tochter::N,аҧҳа,hčí
239,Tochter::N,аҧҳа,hčérka
240,Bruder::N,аиашьа,bràt
241,Schwester::N,Аҳəшьа,sêstra
242,Onkel::N,абиашьа,újec
243,Onkel::N,абиашьа,stríc
244,Onkel::N,аншьа,újec
245,Onkel::N,аншьа,stríc
246,Tante::N,абиаҳəшьа,têta
247,Tante::N,абиаҳəшьа,strína
248,Ehemann::N,ахаҵа,móž
249,Ehemann::N,ахаҵа,sopróg
250,Ehemann::N,аҧшəма,móž
251,Ehemann::N,аҧшəма,sopróg
252,Ehefrau::N,аҧҳəыс,žêna
253,Ehefrau::N,аҧҳəыс,sopróga
254,Freude::N,агəырӷьара,rádost
255,Freude::N,агəырӷьара,vesêlje
256,Gelächter::N,ачча,sméh
257,Gelächter::N,ачча,grohòt
258,Gelächter::N,аччара,sméh
259,Gelächter::N,аччара,grohòt
260,Glück::N,аразҟы,sréča
261,Kummer::N,агəырҩа,gorjé
262,Wunsch::N,агəхəтəы,žêlja
263,Wunsch::N,аҭахра,žêlja
264,Lust::N,агəазыҳəара,poželênje
265,Geist::N,аҧсы,dúša
266,Gedanke::N,ахəыцырҭа,mísel
267,Gedächtnis::N,агəынкылара,pámet
268,Verstand::N,ахшыҩ,
269,Sinn::N,аҵакы,pomèn
270,Sinn::N,аҵакы,smísel
271,Grund::N,амзыз,vzròk
272,Wahrheit::N,аиаша,resníca
273,Gespräch::N,аиҿцәажәара,pogóvor
274,Märchen::N,алакə,právljica
275,Erzählung::N,ажәабжь,povést
276,Nachricht::N,адырраҭара,sporočílo
277,Neuigkeit::N,ажәабжь ҿыц,novóst
278,Name::N,ахьӡ,imé
279,Rätsel::N,ацуфара,ugánka
280,Rede::N,ажәа,góvor
281,Sprache::N,абызшəа,jêzik
282,Stimme::N,абжьы,glás
283,Wort::N,ажәа,beséda
284,Zeichen::N,адырга,znák
285,Ruf::N,аҿҭы,klíc
286,Lärm::N,ашьҭыбжь,hrúp
287,Lärm::N,ашьҭыбжь,trúšč
288,Laut::N,ашьҭыбжь,glás
289,Ton::N,атон,tón
290,Lied::N,ашəа,pésem
291,Ruhe::N,аҭынчра,pokòj
292,Leute::N,ауаа,ljudjé
293,Volk::N,ажəлар,národ
294,Arbeit::N,аусура,délo
295,Gast::N,асас,gòst
296,Geschenk::N,аҳамҭа,darílo
297,Geschenk::N,аҿанҵа,darílo
298,Spiel::N,ахəмарра,ígra
299,Gesellschaft::N,агəыҧ,drúžba
300,Hilfe::N,ацхыраара,pomóč
301,Freund::N,аҩыза,prijátelj
302,Kamerad::N,Аҧхнагьла,továriš
303,Angelegenheit::N,аус,zadéva
304,Anzahl::N,ахыҧхьаӡара,števílo
305,Art::N,ахкы,vŕsta
306,Stück::N,аҽыҭ,kós
307,Teil::N,ахəҭа,dél
308,Hälfte::N,абжа,polovíca
309,Kreis::N,агьагьа,króg
310,Kreis::N,агьагьа,kolobár
311,Kreuz::N,аџьар,kríž
312,Linie::N,аицтәар,próga
313,Strich::N,ацəаҳəа,čŕta
314,Abstand::N,абжьара,preslédek
315,Entfernung::N,абжьара,oddáljenost
316,Gegend::N,аҭыҧ,kràj
317,Gegend::N,аҭыҧ,dežêla
318,Platz::N,аҭыҧ,prôstor
319,Ort::N,аҭыҧ,mésto
320,Seite::N,аган,bòk
321,Seite::N,аган,strán
322,Mitte::N,агəҭа,sredína
323,Gegenstand::N,амаҭəар,prédmet
324,Rand::N,аҵкар,kràj
325,Kante::N,авардым,rób
326,Ecke::N,акəакь,vogál
327,Spitze::N,аҧынҵа,óst
328,Ende::N,анаӡара,kônec
329,Loch::N,акылҵəара,lúknja
330,Winkel::N,агҿаҩра,kót
331,Winkel::N,акəындхə,kót
332,Winkel::N,акəакь,kót
333,Muster::N,аҟҟа,vzórec
334,Größe::N,изаҟароу,veličína
335,Länge::N,аура,dolžína
336,Höhe::N,агылара,vršína
337,Gewicht::N,акапан,téža
338,Haufen::N,ачаҟəа,kùp
339,Haufen::N,ачаҟəа,kopíca
340,Reihe::N,ацəаҳəа,níz
341,Reihe::N,ацəаҳəа,vŕsta
342,Boot::N,анышь,čóln
343,Ruder::N,ажəҩа,vêslo
344,Schlitten::N,ашəаҩауардын,saní
345,Ski::N,ашəаҩа,smučí
346,Ski::N,ашьахаха,smučí
347,Lagerfeuer::N,еиқуу амца,táborni ôgenj
348,Last::N,ахьанҭара,tôvor
349,Gang::N,аныҟəара,hòd
350,Schritt::N,ашьаҿа,korák
351,Norden::N,аҩада,séver
352,Süden::N,алада,júg
353,Westen::N,амраҭашəара,zapàd
354,Osten::N,амрагылара,vzhòd
355,Holz::N,амҿымаҭəахə,lés
356,Brett::N,аӷəы,deskà
357,Platte::N,ахаҳәцәы,plôča
358,Stütze::N,аҵаргəа,opóra
359,Stütze::N,аҵаргəа,zaslómba
360,Stütze::N,агəышьаҟа,opóra
361,Stütze::N,агəышьаҟа,zaslómba
362,Stange::N,акьат,gréd
363,Stock::N,алаба,pálica
364,Stab::N,акьат,pálica
365,Rohr::N,абыкь,cév
366,Haus::N,аҩны,híša
367,Heim::N,аҭаацəа,dóm
368,Ofen::N,аҳақə,péč
369,Ofen::N,ауаџьаҟ,péč
370,Ofen::N,афрына,péč
371,Fußboden::N,адашьма,pòd
372,Tisch::N,аишәа,míza
373,Stuhl::N,аҟəардə,stòl
374,Wiege::N,агара,zíbel
375,Bett::N,акаруаҭ,póstelja
376,Regal::N,акыӷəра,políca
377,Kiste::N,аидчаҧала,zabòj
378,Fenster::N,аҧенџьыр,ôkno
379,Tür::N,ашə,vráta
380,Tor::N,агəашə,velíka vráta
381,Zaun::N,аанда,ográja
382,Dach::N,ахыб,stréha
383,Leiter::N,амардуан,léstev
384,Besen::N,аҧссага,mêtla
385,Spaten::N,ажыга,lopáta
386,Schaufel::N,аҭəарӷəы,lopáta
387,Gabel::N,ачқьыҧ,vílice
388,Löffel::N,амҳаҵə,žlíca
389,Messer::N,аҳəызба,nòž
390,Nagel::N,аҵəымӷ,žebèlj
391,Netz::N,акаҭа,mréža
392,Haken::N,аҵəаҳə,kljúka
393,Griff::N,амаа,ročáj
394,Griff::N,амаа,oprijèm
395,Schloss::N,асаҧаҭ,ključávnica
396,Bild::N,асахьа,slíka
397,Figur::N,афигура,figúra
398,Figur::N,афигура,postáva
399,Puppe::N,акьанџьа,lútka
400,Beutel::N,асакь,môšnja
401,Bündel::N,аҿаҳəара,cúla
402,Bündel::N,аҿаҳəара,svéženj
403,Tasche::N,арҭмаҟ,tórba
404,Tasche::N,арҭмаҟ,tobôlec
405,Eimer::N,аведра,vêdro
406,Deckel::N,ахҩа,pokròv
407,Deckel::N,ахҩа,poklópec
408,Geschirr::N,ачысмаҭəа,posóda
409,Sack::N,асакь,vréča
410,Tasse::N,аҵəца,skodélica
411,Topf::N,акаструлиа,lônec
412,Kessel::N,ачуан,kôtel
413,Nahrung::N,афатə,živílo
414,Speise::N,афатə,jéd
415,Fleisch::N,акəац,mesó
416,Getreide::N,ачакуа,žíto
417,Brei::N,ақашь,káša
418,Brot::N,ача,krùh
419,Scheibe::N,аҽыҭ,réženj
420,Scheibe::N,аҿаҵа,réženj
421,Fett::N,ашша,mást
422,Fett::N,ашша,maščôba
423,Butter::N,ахəша,máslo
424,Öl::N,азеҭ,ólje
425,Salz::N,аџьыка,sól
426,Suppe::N,асуҧ,júha
427,Honig::N,ацха,méd
428,Milch::N,ахш,mléko
429,Tee::N,ачаи,čáj
430,Leder::N,ацəа,úsnje
431,Wolle::N,аласа,vólna
432,Stoff::N,Аба,blagó
433,Nadel::N,агəыр,ígla
434,Faden::N,арахəыц,nít
435,Knopf::N,аҳəынҵəра,gúmb
436,Knoten::N,аиқəҳəала,vôzel
437,Farbe::N,ашəыга,bárva
438,Kleidung::N,амаҭəа,obléka
439,Hemd::N,акьаҿ,srájca
440,Kragen::N,ахəда,ovrátnik
441,Ärmel::N,амаӷра,rokáv
442,Hose::N,аиқəа,hláče
443,Gürtel::N,амаҟа,pás
444,Mütze::N,ахылҧа,kápa
445,Mütze::N,ахылҧа,čépica
446,Schuh::N,аимаа,čévelj
447,Stiefel::N,амагə,škórenj
448,Ring::N,амацəаз,pŕstan
449,Band::N,алента,trák
450,Kamm::N,ахҳəа,glavník
451,Spiegel::N,асаркьа,zrcálo
452,Spiegel::N,асаркьа,ogledálo
453,Riemen::N,аа,jêrmen
454,Schnur::N,ашаха,vŕvca
455,Leine::N,аҕура,konôpec
456,Decke::N,ахыза,odéja
457,Kissen::N,ахчы,blazína
458,Tuch::N,акасы,pŕt
459,Tuch::N,акасы,rúta
460,Handtuch::N,ампахьшьы,brisáča
461,Kraft::N,амч,síla
462,Stärke::N,амч,jákost
463,Gesundheit::N,агəабзиара,zdrávje
464,Krankheit::N,ачымазара,bolézen
465,Schmerz::N,ахьаа,ból
466,Schmerz::N,ахьаа,bolečína
467,Wunde::N,ахəра,rána
468,Fieber::N,ашоура,vročína
469,Arznei::N,ахəшə,lék
470,Arznei::N,ахəшə,zdravílo
471,Brücke::N,ацҳа,móst
472,Brunnen::N,аҵыџь,vodnják
473,Weide::N,аҳəырҭа,páša
474,Pfad::N,амхəасҭа,stezà
475,Weg::N,амҩа,pót
476,Straße::N,амҩа,césta
477,Dorf::N,ақыҭа,vás
478,Stadt::N,ақалақь,mésto
479,Brief::N,ашəҟəы,písmo
480,Buch::N,ашəҟəы,knjíga
481,Buchstabe::N,анбан,čŕka
482,Zeitung::N,агазеҭ,čásnik
483,Leben::N,аҧсҭазаара,življênje
484,Tod::N,аҧсра,smŕt
485,Grab::N,анышəынҭра,gròb
486,Kirche::N,ауахəама,cérkev
487,Sünde::N,агəнаҳа,gréh
488,Gott::N,анцəа,bóg
489,Arbeiter::N,аусуҩ,délavec
490,Chef::N,Аиҳабы,šéf
491,Meister::N,аҟаза,mójster
492,Arzt::N,аҳақьым,zdravník
493,Lehrer::N,арҵаҩы,učítelj
494,Geld::N,аҧара,denár
495,Laden::N,амагазин,trgovína
496,Preis::N,ахə,céna
497,Ware::N,атауар,róba
498,Nutzen::N,ақьар,príd
499,Reichtum::N,абеиара,bogástvo
500,Welt::N,адунеи,svét
501,Land::N,атəыла,dežêla
502,Staat::N,аҳəынҭқарра,držáva
503,König::N,акрал,králj
504,Macht::N,амчра,oblást
505,Grenze::N,аҳəаа,mêja
506,Krieg::N,аибашьра,vôjna
507,Feind::N,Аҕа,sovrážnik
508,Gewalt::N,ақəымчра,nasílje
509,Kampf::N,ақəҧара,bòj
510,Kampf::N,ақəҧара,bórba
511,Bogen[Waffe]::N,ахыц,lók
512,Pfeil::N,ахəымпал,puščíca
513,Gewehr::N,ашəақь,púška
514,Fehler::N,агха,zmóta
515,Lüge::N,амц,láž
516,Schaden::N,аҧырхага,okvára
517,Unglück::N,арыцҳара,nesréča
518,Schuld::N,ахара,krívda
519,Alter::N,ақəра,dôba
520,Schluss::N,анҵəамҭа,kônec
521,Zeit::N,аамта,čàs
522,Tag::N,амш,dán
523,Morgen::N,ашара,jútro
524,Morgen::N,ашьыбжь,jútro
525,Mittag::N,шьыбжьон,póldan
526,Abend::N,ахəылҧаз,večér
527,Abend::N,ахəлбыҽха,večér
528,Nacht::N,аҵх,nóč
529,Woche::N,амчыбжь,téden
530,Frühling::N,ааҕын,pomlád
531,Sommer::N,аҧхын,polétje
532,Herbst::N,ҭагалан,jesén
533,Herbst::N,хкаарачан,jesén
534,Winter::N,аӡын,zíma
535,Januar::N,ианвар,jánuar
536,Februar::N,февраль,fébruar
537,März::N,март,márec
538,April::N,апрель,apríl
539,Mai::N,маи,máj
540,Juni::N,иуун,júnij
541,Juli::N,иууль,júlij
542,August::N,август,avgúst
543,September::N,сентиабр,septêmber
544,Oktober::N,октиабр,október
545,November::N,ноиабр,novêmber
546,Dezember::N,декабр,decémber
547,Montag::N,ашəахьа,ponedéljek
548,Dienstag::N,аҩаша,tôrek
549,Mittwoch::N,ахаша,sréda
550,Donnerstag::N,аҧшьаша,četŕtek
551,Freitag::N,ахəаша,pétek
552,Samstag::N,асабша,sobóta
553,Sonntag::N,амҽыша,nedélja
554,groß::A,аду,vêlik
555,klein::A,амаҷ,májhen
556,lang::A,ахəхəа,dólg
557,kurz::A,акьаҿ,krátek
558,breit::A,аиужь,širòk
559,breit::A,аиҵых,širòk
560,schmal::A,аҭшəа,ózek
561,dicht::A,аилач,góst
562,dick[Gegenstand]::A,ажəпа,dêbel
563,fein::A,апа,drôben
564,fein::A,аҵаӷа,drôben
565,fein::A,аӡа,drôben
566,fest::A,аҟаца,tŕden
567,fest::A,аӷəӷəаҟаца,tŕden
568,flach::A,ақəаҟьа,plán
569,flach::A,ақəаҟьа,plòsk
570,flach::A,аҧаҟьа,plán
571,flach::A,аҧаҟьа,plòsk
572,glatt::A,аимаҩзы,gládek
573,hart::A,акьакьа,tŕd
574,weich::A,атата,mehák
575,rund::A,акəмпыл,okrógel
576,spitz::A,аҵар,šílast
577,scharf::A,аҵар,óster
578,stumpf::A,ацагə,tóp
579,stumpf::A,ацагə,skŕhan
580,schwer::A,ахьанҭа,têžek
581,schön::A,аҧшӡа,lép
582,schön::A,аҧшӡа,krásen
583,heiß::A,ашы,vròč
584,warm::A,аҧха,tôpel
585,kalt::A,ахьшəашəа,mŕzel
586,kalt::A,ахьшəашəа,hláden
587,kühl::A,ахьшəашəа,hláden
588,kühl::A,ицәыхьшәашәоу,hláden
589,frisch::A,цқьа,svéž
590,feucht::A,ацəаак,vlážen
591,nass::A,абааӡа,móker
592,trocken::A,Аба,súh
593,trocken::A,аҩа,súh
594,voll::A,азна,póln
595,leer::A,аҭацəы,prázen
596,offen::A,аарта,odpŕt
597,geschlossen::A,ихҩоу,zapŕt
598,geschlossen::A,иаркыу,zapŕt
599,sauber::A,ацқьа,číst
600,sauber::A,ацқьа,líčen
601,schmutzig::A,аҟьашь,umázan
602,reif::A,Арҭ,zrèl
603,reif::A,аҟала,zrèl
604,reif::A,иҟалахьоу,zrèl
605,lecker::A,ахаа,okúsen
606,süß::A,азла,sládek
607,bitter::A,аша,grenák
608,sauer::A,аҵəҵəы,kísel
609,hell::A,алаша,svetèl
610,dunkel::A,алашьца,temèn
611,schwarz::A,аиқуаҵәа,čŕn
612,weiß::A,ашкəакəа,bél
613,rot::A,аҟаҧшь,rdèč
614,gelb::A,аҩеижь,žólt
615,gelb::A,аҩеижь,rumèn
616,blau::A,аҽҵәа,móder
617,grün::A,ашьацҧшҭəала,zelèn
618,grün::A,аеҵəа,zelèn
619,grau::A,ацəыш,sív
620,bunt::A,Аилыҕраа,písan
621,bunt::A,аҕраҷкəын,písan
622,billig::A,амариа,pocéni
623,teuer::A,амҩан,drág
624,wertvoll::A,кыр иаҕсоу,dragocén
625,wertvoll::A,акыр иаҕсоу,dragocén
626,blind::A,алашə,slép
627,taub::A,адагəа,glúh
628,kräftig::A,аӷəӷəа,močán
629,stark::A,абаҟа,ják
630,schwach::A,акəада,šíbek
631,fett::A,аҧсыла,dêbel
632,schlank::A,акала,vítek
633,schlank::A,акьалантар,vítek
634,schlank::A,аиҿартə,vítek
635,hübsch::A,аҧшӡа,lép
636,böse::A,абааҧсы,zèl
637,böse::A,абааҧсы,hudôben
638,dumm::A,агаӡа,glúp
639,dumm::A,агаӡа,bédast
640,faul::A,аашьа,lén
641,fleißig::A,иҟубҷоу,marljív
642,geizig::A,акы,škŕt
643,geizig::A,акаҷбеи,škŕt
644,geizig::A,аҟəџьыр,škŕt
645,klug::A,аҟəыш,pámeten
646,klug::A,аҟəыӷа,pámeten
647,geschickt::A,напҟазала,spréten
648,lieb::A,алашара,míl
649,lieb::A,алашара,ljúb
650,lustig::A,алах-ҿых,vesél
651,lustig::A,игурҕьаччо,vesél
652,lustig::A,агурҕьа,vesél
653,lustig::A,агурҿыхага,vesél
654,sanft::A,атата,láhek
655,sanft::A,аҟəымшəышə,láhek
656,sanft::A,ақьыҧш,láhek
657,hungrig::A,амлашь,láčen
658,krank::A,ачымазаҩ,bolán
659,nackt::A,аҟьантаз,nág
660,traurig::A,алахьеиқəҵага,túžen
661,lebendig::A,абза,žív
662,gut::A,абзиа,dóber
663,schlecht::A,-хəарҭам,malopríden
664,richtig::A,иашоу,pravílen
665,schlimm::A,абааҧсы,húd
666,wahr::A,агəҭылса,resníčen
667,wahr::A,абзиаҵəҟьа,resníčen
668,alt::A,Ажə,stàr
669,neu::A,аҿыц,nòv
670,ehemalig::A,анкьатәи,nekdánji
671,alt[Lebewesen]::A,абырг,stàr
672,alt[Lebewesen]::A,ақабада,stàr
673,alt[Lebewesen]::A,Ажə,stàr
674,jung::A,аҟата,mlád
675,arm::A,ананамга,ubóg
676,arm::A,ананамга,réven
677,reich::A,абеиа,bogàt
678,bekannt::A,адыр,znán
679,berühmt::A,адыр,sláven
680,berühmt::A,адыр,znamenít
681,fremd::A,атəым,túj
682,verschieden::A,Еиуа-еиҧшым,razlíčen
683,nah::A,ааигəа,blížnji
684,fern::A,ахара,dáleč
685,linker::A,арма,lévi
686,rechter::A,арҕьа,désni
687,anderer::A,даҽа,drúgi
688,anderer::A,даҽакы,drúgi
689,erster::A,актәи,pŕvi
690,zweiter::A,аҩбатəи,drúgi
691,dritter::A,ахҕатәи,trétji
692,letzter::A,аҵыхəтəантəи,poslédnji
693,allein::ADV,мацара,sám
694,auf einmal::ADV,зныкала,obênem
695,auf einmal::ADV,зныкҟьара,obênem
696,zusammen::ADV,аиц...,skúpaj
697,lange::ADV,акыраамҭа,dólgo
698,plötzlich::ADV,иаалырҟьаны,náglo
699,plötzlich::ADV,иаалырҟьаны,nenádoma
700,sofort::ADV,иаразнакҵәҟьа,prècej
701,später::ADV,уажəшьҭаншəа,poznêje
702,jetzt::ADV,уажәы,zdàj
703,heute::ADV,иахьа,dánes
704,morgen::ADV,уаҵәы,jútri
705,bald::ADV,иласны,kmálu
706,dann::ADV,нас,nató
707,gestern::ADV,иацы,včéraj
708,einst::ADV,зны,nékdaj
709,damals::ADV,усҟан,tedàj
710,damals::ADV,усҟан,takràt
711,danach::ADV,нас,potèm
712,vorher::ADV,уаанӡа,poprèj
713,zuerst::ADV,азнаказы,spŕva
714,zuerst::ADV,аҧхьа,spŕva
715,einmal::ADV,зны,ênkrat
716,manchmal::ADV,зны-зынла,včásih
717,oft::ADV,лассы-лассы,pogósto
718,immer::ADV,енагь,védno
719,immer::ADV,енагь,zméraj
720,immer::ADV,еснагь,védno
721,immer::ADV,еснагь,zméraj
722,niemals::ADV,ианакəызаалак,nikdàr
723,hier::ADV,ара,tù
724,hier::ADV,ара,túkaj
