,Concept_ID,sq,ko
207,Pilz::N,kërpudhë,고방이
208,Zwiebel::N,qepë,양파
209,Saat::N,farë,씨
210,Korn::N,grurë,알맹이
211,Korn::N,kokërr,알맹이
212,Heu::N,sanë,건초
213,Schale::N,lëkurë,피상
214,Grube::N,gropë,
215,Falle::N,kurth,함정
216,Falle::N,grackë,함정
217,Schlinge::N,nyjë,올가미
218,Schlinge::N,nyjë,멜빵붕대
219,Spur::N,gjurmë,발지국
220,Asche::N,hi,재
221,Dreck::N,baltë,똥
222,Dreck::N,baltë,오물
223,Eisen::N,hekur,쇠
224,Eisen::N,hekur,철
225,Gold::N,ar,항금
226,Gold::N,flori,항금
227,Silber::N,argjend,은
228,Kohle::N,qymyr,슻
229,Glas::N,qelq,유리
230,Lehm::N,argjilë,찰흙
231,Sand::N,rërë,모래
232,Mensch::N,njeri,사람
233,Mann::N,burrë,남자
234,Mann::N,mashkull,남자
235,Frau::N,grua,여자
236,Frau::N,femër,여자
237,Kind::N,kalama,아이
238,Junge::N,djalë,소녁
239,Mädchen::N,gocë,소녀
240,Mädchen::N,vajzë,소녀
241,Familie::N,familje,가족
242,Großvater::N,gjysh,할아버지
243,Großmutter::N,gjyshe,할머니
244,Eltern::N,prindër,어버오
245,Vater::N,atë,아버지
246,Mutter::N,nënë,어머니
247,Sohn::N,bir,아들
248,Tochter::N,bijë,딸기
249,Bruder::N,vëlla,형제
250,Schwester::N,motër,누이
251,Onkel::N,dajë,백부
252,Onkel::N,xhaxha,백부
253,Tante::N,teze,아주머니
254,Tante::N,hallë,아주머니
255,Ehemann::N,burrë,남편
256,Ehemann::N,bashkëshort,남편
257,Ehefrau::N,grua,아내
258,Ehefrau::N,bashkëshorte,아내
259,Freude::N,gaz,기쁨
260,Freude::N,gëzim,기쁨
261,Gelächter::N,qeshje,웃음
262,Glück::N,lumturi,즐거움
263,Kummer::N,brengë,슬픔
264,Kummer::N,pikëllim,슬픔
265,Wunsch::N,dëshirë,소망
266,Lust::N,epsh,
267,Lust::N,dashuri,
268,Geist::N,frymë,할기
269,Geist::N,shpirt,할기
270,Gedanke::N,ide,상념
271,Gedanke::N,mendim,상념
272,Gedächtnis::N,kujtesë,기억
273,Verstand::N,mend,분별
274,Verstand::N,mend,지능
275,Sinn::N,kuptim,센스
276,Grund::N,arsye,까닭
277,Wahrheit::N,vërtetë,참
278,Wahrheit::N,vërtetë,진실
279,Gespräch::N,bisedim,대화
280,Märchen::N,përrallë,동화
281,Erzählung::N,tregim,이야기
282,Nachricht::N,lajm,
283,Neuigkeit::N,risi,뉴스
284,Name::N,emër,이름
285,Rätsel::N,gjëzë,수수께끼
286,Rätsel::N,gjëegjëzë,수수께끼
287,Rede::N,fjalim,연설
288,Sprache::N,gjuhë,말
289,Stimme::N,zë,목소리
290,Wort::N,fjalë,낱말
291,Zeichen::N,shenjë,신호
292,Ruf::N,thirrmë,부름
293,Lärm::N,zhurmë,소동
294,Laut::N,tingull,음성
295,Ton::N,ton,목소리
296,Lied::N,këngë,노래
297,Ruhe::N,qetësi,쉼
298,Leute::N,botë,사람들
299,Leute::N,njerëz,사람들
300,Volk::N,popull,국중
301,Arbeit::N,punë,근로
302,Arbeit::N,punë,너무
303,Gast::N,mik,손님
304,Gast::N,mysafir,손님
305,Geschenk::N,dhuratë,행하
306,Geschenk::N,peshqesh,행하
307,Spiel::N,lojë,무리
308,Gesellschaft::N,shoqëri,교제
309,Hilfe::N,ndihmë,거들음
310,Hilfe::N,ndihmë,보좌
311,Freund::N,mik,친구
312,Kamerad::N,shok,동실자
313,Angelegenheit::N,punë,용무
314,Anzahl::N,sasi,어떤
315,Anzahl::N,sasi,수
316,Art::N,lloj,정류
317,Stück::N,copë,일부분
318,Teil::N,pjesë,몱
319,Teil::N,pjesë,구훠
320,Hälfte::N,gjysmë,2분의
321,Kreis::N,qark,고리
322,Kreis::N,rreth,고리
323,Kreuz::N,kryq,열십자
324,Linie::N,vijë,선
325,Strich::N,vizë,스침
326,Abstand::N,distancë,거리
327,Entfernung::N,largim,거리
328,Gegend::N,vise,곳
329,Gegend::N,vise,부금
330,Gegend::N,krahinë,곳
331,Gegend::N,krahinë,부금
332,Platz::N,shesh,장소
333,Ort::N,vend,장소
334,Seite::N,anë,옆면
335,Mitte::N,mes,궁간
336,Gegenstand::N,send,항목
337,Sache::N,gjë,뭉에
338,Sache::N,send,뭉에
339,Rand::N,qoshe,가
340,Kante::N,teh,귀퉁
341,Ecke::N,qoshe,구석
342,Spitze::N,majë,끝
343,Spitze::N,majë,참단
344,Ende::N,skaj,말당
345,Ende::N,bisht,말당
346,Loch::N,vrimë,빙옷
347,Winkel::N,kënd,각도
348,Muster::N,mostër,본
349,Muster::N,mostër,견복
350,Größe::N,madhësi,신장
351,Länge::N,gjatësi,길이긺
352,Höhe::N,lartësi,높이
353,Gewicht::N,peshë,추
354,Menge::N,sasi,수양
355,Haufen::N,grumbull,퇴적
356,Reihe::N,radhë,열
357,Reihe::N,rresht,열
358,Boot::N,barkë,보트
359,Boot::N,lundër,보트
360,Ruder::N,rrem,노
361,Schlitten::N,sajë,썰매
362,Ski::N,ski,스키
363,Lagerfeuer::N,flakadan,캠프의 모닥불
364,Lagerfeuer::N,zjarr i madh,캠프의 모닥불
365,Last::N,barrë,무거운짐
366,Gang::N,ecje,걸음
367,Schritt::N,hap,보조
368,Norden::N,veri,북쪽 
369,Süden::N,jug,남쪽
370,Westen::N,perëndim,서쪽
371,Osten::N,lindje,동쪽
372,Holz::N,dru,목재
373,Brett::N,dërrasë,마루널
374,Platte::N,pllakë,탤
375,Platte::N,pllakë,금속판
376,Stütze::N,shtyllë,버팀목
377,Stütze::N,mbështetesë,버팀목
378,Stange::N,shufër,장대
379,Stock::N,dajak,막대기
380,Stab::N,shkop,작대기
381,Rohr::N,tub,갈대
382,Haus::N,shtëpi,집
383,Heim::N,konak,집
384,Heim::N,shtëpi,집
385,Ofen::N,sobë,아궁이
386,Ofen::N,stufë,아궁이
387,Fußboden::N,dysheme,마루
388,Tisch::N,tryezë,탁자
389,Stuhl::N,karrige,의자
390,Wiege::N,djep,발상지
391,Bett::N,shtrat,침대
392,Regal::N,raft,서가
393,Kiste::N,kuti,짐궤
394,Fenster::N,dritare,눔
395,Tür::N,derë,문
396,Tor::N,portë,대문
397,Zaun::N,gardh,담장
398,Dach::N,çati,지붕
399,Leiter::N,shkallë,사닥다리
400,Besen::N,fshesë,비
401,Spaten::N,lopatë,가래
402,Schaufel::N,qyrek,삽
403,Gabel::N,pirun,갈래
404,Löffel::N,lugë,숟가락
405,Messer::N,thikë,나이프
406,Nagel::N,gozhdë,발툽
407,Netz::N,rrjetë,그물
408,Haken::N,grep,갈고리
409,Haken::N,grremç,갈고리
410,Griff::N,dorak,움켜쥠
411,Griff::N,dorezë,움켜쥠
412,Schloss::N,bravë,자물쇠
413,Bild::N,tablo,그림
414,Bild::N,pikturë,그림
415,Figur::N,figurë,몸메
416,Puppe::N,kukull,인형
417,Beutel::N,qese,클
418,Beutel::N,trastë,클
419,Bündel::N,deng,자근다발
420,Tasche::N,çantë,가방
421,Eimer::N,kovë,동이
422,Deckel::N,kapak,뚜껑
423,Deckel::N,mbulesë,뚜껑
424,Geschirr::N,enë,식시
425,Sack::N,thes,조갑
426,Sack::N,torbë,조갑
427,Tasse::N,filxhan,차잔
428,Topf::N,kusi,단지
429,Topf::N,tenxhere,단지
430,Kessel::N,kazan,주전자
431,Essen::N,ngrënie,먹기
432,Nahrung::N,ushqim,식료
433,Speise::N,gatesë,음식물
434,Fleisch::N,mish,고기
435,Getreide::N,drithë,곡물
436,Brei::N,qull,젤리
437,Brot::N,bukë,빵
438,Scheibe::N,fetë,원반
439,Fett::N,lyrë,기름
440,Fett::N,yndyrë,기름
441,Butter::N,gjalpë,버터
442,Öl::N,vaj,올리브유
443,Salz::N,kripë,소금
444,Suppe::N,supë,국
445,Suppe::N,supë,수프
446,Suppe::N,çorbë,국
447,Suppe::N,çorbë,수프
448,Honig::N,mjaltë,감미
449,Milch::N,qumësht,유즙
450,Tee::N,çaj,차
451,Leder::N,lëkurë,가죽
452,Wolle::N,lesh,양털
453,Stoff::N,pëlhurë,패료
454,Nadel::N,gjilpërë,바늘
455,Faden::N,pe,콘실
456,Faden::N,fije,콘실
457,Knopf::N,kopsë,단추
458,Knoten::N,komb,곁절
459,Farbe::N,bojë,색
460,Kleidung::N,veshje,옷입기
461,Hemd::N,këmishë,속옷
462,Kragen::N,jakë,깃
463,Ärmel::N,mëngë,소매
464,Hose::N,brekë,바지
465,Gürtel::N,rrip,밴드
466,Mütze::N,kësulë,모자
467,Schuh::N,këpucë,구두
468,Stiefel::N,çizme,장화
469,Ring::N,unazë,고리
470,Band::N,shirit,리본
471,Kamm::N,krehër,빗
472,Spiegel::N,pasqyrë,거울
473,Riemen::N,rrip,가죽끈
474,Schnur::N,litar,밧줄
475,Schnur::N,cikomë,밧줄
476,Leine::N,rrip,고삐줄
477,Decke::N,batanije,이부자리
478,Kissen::N,jastëk,깔개
479,Tuch::N,shami,천
480,Handtuch::N,peshqir,수건
481,Kraft::N,forcë,세력
482,Stärke::N,koll,힘
483,Gesundheit::N,shëndet,위생
484,Krankheit::N,sëmundje,병
485,Schmerz::N,dhimbje,아픔고통
486,Wunde::N,plagë,상처
487,Fieber::N,ethe,열별
488,Arznei::N,ilaç,약
489,Brücke::N,urë,교량
490,Brunnen::N,pus,원천
491,Weide::N,kullotë,목장
492,Pfad::N,ravë,좁은길
493,Pfad::N,shteg,좁은길
494,Weg::N,udhë,길
495,Weg::N,shteg,길
496,Straße::N,rrugë,길
497,Dorf::N,fshat,촌
498,Dorf::N,fshat,촌락
499,Dorf::N,katund,촌
500,Dorf::N,katund,촌락
501,Stadt::N,qytet,도시
502,Brief::N,letër,서한
503,Buch::N,libër,책
504,Buchstabe::N,shkronjë,문자
505,Zeitung::N,gazetë,신문
506,Leben::N,jetë,삶
507,Tod::N,mortje,죽음
508,Grab::N,varr,무덤
509,Kirche::N,kishë,교회
510,Sünde::N,mëkat,부정
511,Sünde::N,gjynah,부정
512,Gott::N,hy,하느님
513,Gott::N,zot,하느님
514,Arbeiter::N,punëtor,일하는사람
515,Chef::N,shef,사장
516,Chef::N,drejtues,사장
517,Meister::N,mjeshtër,명인
518,Meister::N,mjeshtër,대가
519,Arzt::N,mjek,의사
520,Arzt::N,doktor,의사
521,Lehrer::N,mësues,교사
522,Lehrer::N,arsimtar,교사
523,Geld::N,para,돈
524,Geld::N,holla,돈
525,Geschäft::N,ujdi,일
526,Geschäft::N,biznes,일
527,Laden::N,dyqan,가게
528,Preis::N,çmim,가격
529,Ware::N,mall,상품
530,Nutzen::N,dobi,이익
531,Nutzen::N,leverdi,이익
532,Reichtum::N,kamje,많음
533,Reichtum::N,pasuri,많음
534,Welt::N,botë,세상
535,Land::N,vend,지방
536,Staat::N,shtet,국가
537,König::N,mbret,국왕
538,Macht::N,fuqi,힘
539,Macht::N,pushtet,힘
540,Grenze::N,kufi,국경
541,Krieg::N,luftë,전쟁
542,Feind::N,armik,적
543,Gewalt::N,dhunë,권력
544,Kampf::N,luftim,전투
545,Bogen[Waffe]::N,hark,활
546,Pfeil::N,shigjetë,화살
547,Gewehr::N,pushkë,무기
548,Fehler::N,gafë,오류
549,Fehler::N,gabim,오류
550,Lüge::N,gënjeshtër,거짓말
551,Schaden::N,dëm,손상
552,Schaden::N,zarar,손상
553,Unglück::N,fatkeqësi,불행
554,Schuld::N,faj,부채
555,Alter::N,moshë,연령
556,Schluss::N,fund,마감
557,Zeit::N,kohë,때
558,Zeit::N,kohë,시간
559,Tag::N,ditë,하루
560,Morgen::N,mëngjes,이침
561,Mittag::N,mesditë,대낮
562,Abend::N,mbrëmje,저녁
563,Nacht::N,natë,밤
564,Woche::N,javë,근무일
565,Monat::N,muaj,달
566,Jahr::N,vit,해
567,Frühling::N,pranverë,봄
568,Sommer::N,verë,여름
569,Herbst::N,vjeshtë,가을
570,Winter::N,dimër,겨울
571,Januar::N,janar,일월
572,Februar::N,shkurt,이월
573,März::N,mars,삼월
574,April::N,prill,사월
575,Mai::N,maj,오월
576,Juni::N,qershor,유월
577,Juli::N,korrik,칠월
578,August::N,gusht,팔월
579,September::N,shtator,구월
580,Oktober::N,tetor,시월
581,November::N,nëntor,십일월
582,Dezember::N,dhjetor,십이월
583,Montag::N,hënë,월요일
584,Dienstag::N,martë,화요일
585,Mittwoch::N,mërkurë,수요일
586,Donnerstag::N,enjte,모교일
587,Freitag::N,premte,그묘일
588,Samstag::N,shtunë,토요일
589,Sonntag::N,diel,일요일
590,groß::A,madh,큰
591,klein::A,vogël,자근
592,lang::A,gjatë,긴
593,kurz::A,shkurtër,짧은
594,breit::A,gjerë,넓은
595,schmal::A,ngushtë,좁은
596,dicht::A,dendur,농밀한
597,dick[Gegenstand]::A,trashë,두꺼운
598,dünn::A,hollë,얇은
599,fein::A,imët,미세한
600,fest::A,fortë,굳은
601,flach::A,sheshtë,얕은
602,glatt::A,rrafshët,반들반들한
603,hart::A,fortë,굳은
604,weich::A,butë,연한
605,rund::A,rrumbullakët,둥근
606,spitz::A,majëmprehtë,뾰족한
607,scharf::A,mprehtë,날카로운
608,stumpf::A,topitur,무딘
609,schwer::A,rëndë,무거운
610,schön::A,bukur,멋진
611,heiß::A,nxehtë,뜨거운
612,warm::A,ngrohtë,따뜻한
613,kalt::A,ftohtë,찬
614,kühl::A,freskët,서늘한
615,frisch::A,pastër,신선한
616,feucht::A,lagësht,축축한
617,nass::A,lagur,젖은
618,trocken::A,thatë,마른
619,voll::A,plotë,완전한
620,leer::A,bosh,빈
621,leer::A,zbrazët,빈
622,offen::A,hapur,열린
623,geschlossen::A,mbyllur,닫힌
624,sauber::A,dëlirë,깨끗한
625,schmutzig::A,ndyrë,더러운
626,roh::A,gjallë,날게잇의
627,reif::A,arrirë,이근
628,lecker::A,shijshëm,맛있는
629,süß::A,ëmbël,단
630,bitter::A,hidhur,찌르는듯한
631,sauer::A,thartë,산성의
632,hell::A,me dritë,밝은
633,dunkel::A,errët,어두운
634,schwarz::A,i zi,검은
635,weiß::A,bardhë,하얀
636,rot::A,kuq,붉은
637,gelb::A,verdhë,황색
638,blau::A,blu,푸른
639,blau::A,kaltër,푸른
640,grün::A,blertë,녹색의
641,grün::A,gjelbër,녹색의
642,grau::A,hirtë,회색의
643,grau::A,bojë hiri,회색의
644,bunt::A,shumëngjyrëshëm,알록달록한
645,billig::A,lirë,싼
646,teuer::A,shtrenjtë,값비산
647,wertvoll::A,çmuar,가치가많은
648,wertvoll::A,vlershëm,가치가많은
649,blind::A,qorr,눈먼
650,blind::A,verbër,눈먼
651,taub::A,shurdhër,무감간한
652,kräftig::A,fuqishëm,강장한
653,stark::A,fortë,강한
654,schwach::A,dobët,약한
655,fett::A,dhjamur,실찐
656,schlank::A,hollë,호리호리한
657,hübsch::A,bukur,예쁜
658,hübsch::A,hijshëm,예쁜
659,böse::A,keq,나쁜
660,dumm::A,teveqel,어리석은
661,faul::A,dembel,너덜너덜한
662,fleißig::A,zellshëm,근면한
663,geizig::A,kurnac,인색한
664,geizig::A,dorështrënguar,인색한
665,klug::A,mençur,
666,geschickt::A,aftë,교묘한
667,lieb::A,dashur,친애하는
668,lustig::A,gëzuar,유쾌한
669,sanft::A,butë,온화한
670,hungrig::A,uritur,배고픈
671,krank::A,sëmurë,병든
672,nackt::A,lakuriq,벌거벗은
673,nackt::A,zhveshur,벌거벗은
674,traurig::A,trishtuar,슬픈
675,lebendig::A,gjallë,살아있는
676,gut::A,mirë,좋은
677,schlecht::A,keq,나쁜
678,richtig::A,drejtë,바른
679,schlimm::A,keq,못된
680,wahr::A,vërtetë,참된
681,alt::A,vjetër,늙은
682,neu::A,i ri,새
683,ehemalig::A,dikurshëm,전의
684,alt[Lebewesen]::A,plak,낡은
685,jung::A,i ri,젊은
686,arm::A,varfër,가난한
687,arm::A,vobektë,가난한
688,reich::A,pasur,풍부한
689,bekannt::A,njohur,저명한
690,berühmt::A,famshëm,유명한
691,fremd::A,huaj,타처이
692,verschieden::A,ndryshëm,따른
693,nah::A,afërt,가까운
694,fern::A,largët,먼
695,linker::A,majtë,왼쭉의
696,rechter::A,djathtë,오른쪽의
697,anderer::A,tjetër,다른
698,erster::A,parë,첫째
699,zweiter::A,dytë,둘째
700,dritter::A,i tretë,셋째
701,letzter::A,fundit,의후자의
702,allein::ADV,vetëm,훌로
703,auf einmal::ADV,njëkohësisht,갑자기
704,zusammen::ADV,bashkë,모아서
705,zusammen::ADV,së bashku,모아서
706,lange::ADV,për një kohë të gjatë,오래
707,plötzlich::ADV,befas,둘연한
708,sofort::ADV,menjëherë,즉시
709,sofort::ADV,aty për aty,즉시
710,später::ADV,më vonë,보다늦은
711,jetzt::ADV,tash,목하
712,heute::ADV,sot,오늘
713,morgen::ADV,nesër,내일
714,bald::ADV,shpejt,곱
715,bald::ADV,së shpejti,곱
716,dann::ADV,pastaj,그경우에
717,gestern::ADV,dje,어제
718,einst::ADV,dikur,옛날에
719,damals::ADV,atëherë,그때에
720,danach::ADV,mandej,그 뒤에
721,vorher::ADV,më parë,미리
722,zuerst::ADV,së pari,최초로
723,einmal::ADV,njëherë,한번
724,manchmal::ADV,nganjëherë,땓대로
725,oft::ADV,shpesh,땓대로
726,immer::ADV,përherë,늘
727,immer::ADV,gjithnjë,늘
728,niemals::ADV,kurrë,결코...(하지)않다
729,niemals::ADV,asnjëherë,결코...(하지)않다
730,hier::ADV,këtu,여기
731,hierhin::ADV,knej,여기로
732,von hier::ADV,që këtej,
733,von hier::ADV,prej këtej,
734,dort::ADV,aty,거기
735,dort::ADV,atje,거기
736,dorthin::ADV,anej,저기예
737,geradeaus::ADV,drejt,곧장
738,vorwärts::ADV,mbroth,앞으로
739,vorwärts::ADV,përpara,앞으로
740,rückwärts::ADV,mbrapsht,뒤로
741,zurück::ADV,prapa,제자리로
742,zurück::ADV,mbrapsht,제자리로
743,unten::ADV,poshtë,아래에
744,hinab::ADV,përposh,아래쪽으로
745,oben::ADV,lart,위에
746,oben::ADV,sipër,위에
747,hinauf::ADV,lart,위쪽으로
748,hinauf::ADV,përpjetë,위쪽으로
749,überall::ADV,kudo,도처에
750,nicht::ADV,s',안
751,nicht::ADV,nuk,안
752,ein wenig::ADV,një tis,적음
753,kaum::ADV,mezi,가의
754,sehr::ADV,fort,자주
755,sehr::ADV,shumë,자주
756,so::ADV,ashtu,그와같이
757,so::ADV,kështu,그와같이
758,noch::ADV,ende,아직
759,noch::ADV,akoma,아직
760,nur::ADV,vetëm,다만
761,schon::ADV,tashmë,이미
762,wieder::ADV,përsëri,다시
763,vergebens::ADV,kot,헛되이
764,vor::PRP,para,앞에
765,hinter::PRP,prapa,뒤에
766,hinter::PRP,mbrapa,뒤에
767,unter::PRP,nën,잍에
768,durch::PRP,nëpër,통고하여
769,neben::PRP,pranë,와나란히
770,neben::PRP,përbri,와나란히
771,zwischen::PRP,midis,의사이로
772,zwischen::PRP,ndërmjet,의사이로
773,wegen::PRP,për,때문에
774,dies::PRN,ky,이
775,das::PRN,ky,저
776,alles::PRN,gjithçka,모든것
777,ich::PRN,unë,나
778,du::PRN,ti,너
779,er::PRN,ai,그
780,wir::PRN,ne,우리
781,ihr::PRN,ju,너희들
782,sie::PRN,ata,그들
783,was::FPRN,ç',뭣
784,was::FPRN,çfarë,뭣
785,wer::FPRN,kush,누구
786,wo::FADV,ku,어디
787,wohin::FADV,për ku,어디로
788,wie::FADV,si,어떻게
789,warum::FADV,pse,왜
790,warum::FADV,përse,왜
791,wieviel::FNUM,sa,얼마만큰
792,eins::NUM,një,하나
793,zwei::NUM,dy,둘
794,drei::NUM,tre,셋
795,vier::NUM,katër,넷
796,fünf::NUM,pesë,다섯
797,sechs::NUM,gjashtë,여섯
798,sieben::NUM,shtatë,일곱
799,acht::NUM,tetë,여덟
800,neun::NUM,nëntë,아홉
801,zehn::NUM,dhjetë,열
802,elf::NUM,njëmbëdhjetë,열하나
803,zwölf::NUM,dymbëdhjetë,열둘
804,zwanzig::NUM,njëzet,스물
805,dreißig::NUM,tridhjetë,서름
806,vierzig::NUM,dyzet,마흔
807,fünfzig::NUM,pesëdhjetë,숸
808,sechzig::NUM,gjashtëdhjetë,에순
809,siebzig::NUM,shtatëdhjetë,일흔
810,achtzig::NUM,tetëdhjetë,여든
811,neunzig::NUM,nëntëdhjetë,아흔
812,hundert::NUM,qind,백
813,tausend::NUM,mijë,천
814,und::CNJ,e,와
815,und::CNJ,dhe,와
816,oder::CNJ,a,아니면
817,oder::CNJ,apo,아니면
818,stehen::V,rri,서다
819,sitzen::V,rri,앉다
820,liegen::V,rri shtrirë,눕다
821,hängen::V,varem,달다
822,werden::V,bëhem,되다
823,passieren::V,ndodh,지장옶다
824,beginnen::V,filloj,시작되다
