,Concept_ID,be,br
803,lärmen::V,шумець,rabotat
804,läuten::V,званіць,
805,klingeln::V,званіць,
806,klirren::V,бразгаць,diridignat
807,klirren::V,бразгаць,sterlinkañ
808,brausen::V,бушаваць,gwegal
809,rauschen::V,шастаць,trouzal
810,klingen::V,гучаць,seniñ
811,bellen::V,брахаць,harzhal
812,heulen::V,выць,yudal
813,blasen::V,дзьмухнуць,c'hwezhañ
814,pfeifen::V,свістаць,c'hwitellat
815,schreien::V,крычаць,huchal
816,stöhnen::V,стагнаць,hirvoudiñ
817,zittern::V,дрыжаць,krenañ
818,leben::V,жыць,bevañ
819,geboren werden::V,нарадзіцца,genel
820,atmen::V,дыхаць,tennañ e anal
821,trinken::V,піць,evañ
822,essen::V,есці,debriñ
823,schlucken::V,глытаць,lonkañ
824,müde werden::V,стаміцца,skuizhañ
825,einschlafen::V,заснуць,menel kousket
826,schlafen::V,спаць,kousket
827,aufwachen::V,рассыпацца,dihuniñ
828,aufstehen::V,устаць,sevel
829,sich erholen::V,адпачываць,diskuizhañ
830,krank werden::V,захварэць,klañviñ
831,krank sein::V,хварэць,bezañ klañv
832,schmerzen::V,балець,skourjezañ
833,husten::V,кашляць,pasaat
834,husten::V,кашляць,peudal
835,genesen::V,паправіцца,pareañ
836,genesen::V,паздаравець,pareañ
837,sterben::V,памерці,mervel
838,umkommen::V,загінуць,perisañ
839,sich bewegen::V,рухацца,bouljal
840,sich rühren::V,варушыцца,fiñval
841,sich erheben::V,устаць,sevel
842,sich setzen::V,сесці,azezañ
843,sich setzen::V,сесці,mont en e goazez
844,hinfallen::V,упасці,kouezhañ
845,laufen::V,хадзіць,redek
846,schreiten::V,шагаць,kerzhet
847,schreiten::V,крочыць,kerzhet
848,spazierengehen::V,гуляць,pourmen
849,eilen::V,спяшацца,hastañ
850,sich beeilen::V,спяшацца,hastañ
851,sausen::V,імчацца,karzhañ
852,rennen::V,бегаць,redek
853,springen::V,скакаць,lammat
854,klettern::V,лазіць,krimpat
855,schaukeln::V,гайдацца,brañsellat
856,kriechen::V,поўзаць,skrampañ
857,schwimmen::V,плаваць,neuial
858,tauchen::V,ныраць,splujañ
859,rudern::V,веславаць,roeñvat
860,fahren::V,ехаць,kas
861,fahren::V,ехаць,bleniañ
862,fliegen::V,лятаць,nijal
863,gehen::V,ісці,mont
864,weggehen::V,пайсці,mont kuit
865,abfahren::V,адʼяжджаць,mont kuit
866,anhalten::V,спыніцца,chom a-sav
867,anhalten::V,затрымацца,chom a-sav
868,hineingehen::V,уваходзіць,monet e-barzh
869,eintreten::V,увайсці,monet e-barzh
870,kommen::V,прыйсці,dont
871,ankommen::V,прыбыць,erruout
872,zurückkommen::V,вярнуцца,addonet
873,bleiben::V,застацца,chom
874,warten::V,чакаць,gortoz
875,erwarten::V,чакаць,gortoz
876,suchen::V,шукаць,klask
877,finden::V,знайсці,kavout
878,versuchen::V,прабаваць,klask
879,vorbereiten::V,падрыхтаваць,aozañ
880,lieben::V,кахаць,karout
881,mögen::V,любіць,karout
882,lachen::V,смяяцца,c'hoarzin
883,rühren::V,расчуліць,tenerañ
884,weinen::V,плакаць,gouelañ
885,schimpfen::V,лаяцца,krozal
886,sich ärgern::V,сердаваць,fachañ
887,sich ärgern::V,сердаваць,en em fachañ
888,sich fürchten::V,баяцца,
889,fürchten::V,баяцца,
890,fliehen::V,уцякаць,tec'het
891,flüchten::V,уцячы,tuzañ
892,sehen::V,бачыць,gwelet
893,anschauen::V,паглядзець,sellout ouzh
894,ansehen::V,глядзець,sellout ouzh
895,hören::V,чуць,klevet
896,zuhören::V,слухаць,selaou
897,probieren::V,каштаваць,blasa
898,riechen::V,нюхаць,klevet
899,fühlen::V,адчуваць,santout
900,scheinen::V,здавацца,diskouez bezañ
901,zu sehen sein::V,віднецца,bezañ gwelus
902,vernehmen::V,пачуць,merzhañ
903,frieren::V,мёрзнуць,anoued
904,tun::V,рабіць,ober
905,können::V,умець,gouzout
906,wollen::V,хацець,fellout da
907,wollen::V,хацець,kaout c'hoant da
908,anfangen::V,пачаць,kregiñ
909,beenden::V,закончыць,achuiñ
910,aufhören::V,перастаць,paouez
911,gelingen::V,удацца,
912,geraten::V,аказацца,
913,öffnen::V,адчыніць,digeriñ
914,schließen::V,зачыніць,serriñ
915,stellen::V,паставіць,lakaat
916,setzen::V,пасадзіць,lakaat
917,legen::V,класці,lakaat
918,berühren::V,чапаць,touch
919,verbinden::V,звязаць,eren
920,bedecken::V,накрыць,goloiñ
921,aufhängen::V,павесіць,istribilhañ
922,anzünden::V,запаліць,alumiñ
923,anzünden::V,запаліць,c'hwezzañ
924,aufheben::V,падняць,dastum
925,zurücklassen::V,пакінуць,lezel
926,verlieren::V,згубіць,koll
927,fallen lassen::V,упусціць,laoskel
928,fallen lassen::V,упусціць,lezel da gouezhel
929,machen::V,зрабіць,ober
930,herstellen::V,вырабіць,fardañ
931,bauen::V,будаваць,sevel
932,reparieren::V,правіць,adaozañ
933,verbessern::V,палепшыць,gwellaat
934,ändern::V,змяніць,cheñch
935,graben::V,капаць,kleuzañ
936,beugen::V,сагнуць,plegañ
937,biegen::V,пагнуць,krommañ
938,drehen::V,вярцець,treiñ
939,wenden::V,павярнуць,treiñ
940,umdrehen::V,перавярнуць,treiñ
941,heben::V,падымаць,sevel
942,hochheben::V,падняць,sevel
943,ergreifen::V,схапіць,kemer
944,ergreifen::V,схваціць,kemer
945,halten::V,трымаць,dalc'hen
946,drücken::V,націскаць,bountañ
947,schieben::V,пхаць,poulzañ
948,schieben::V,штурхаць,poulzañ
949,kratzen::V,скрэбці,skrabat
950,lecken::V,лізаць,lipat
951,beißen::V,кусаць,kregiñ
952,abreißen::V,адарваць,diframmañ
953,abschneiden::V,адрэзаць,troc'hañ
954,binden::V,вязаць,stagañ
955,stecken::V,уваткнуць,sankañ
956,brechen::V,зламаць,darnaouiñ
957,klopfen::V,стукаць,skoiñ
958,hauen::V,біць,dornañ
959,kleben::V,клеіць,pegañ
960,reiben::V,церці,taravat
961,reiben::V,церці,trekiñ
962,streichen::V,намазаць,toazañ
963,schleifen::V,тачыць,lemmañ
964,schneiden::V,рэзаць,troc'hañ
965,rütteln::V,хістаць,tordorosañ
966,schütteln::V,трэсці,hejañ
967,schwenken::V,махаць,
968,schütten::V,наліць,diskargañ
969,füllen::V,напоўніць,kargañ
970,einwickeln::V,загарнуць,gronnañ
971,tragen::V,несці,dougen
972,schleppen::V,цягнуць,stlejal
973,ziehen::V,цягнуць,sachañ
974,aufbewahren::V,захоўваць,miret
975,werfen::V,кідаць,teuler
976,fangen::V,лавіць,tapañ
977,packen::V,схапіць,krapat
978,packen::V,схваціць,krapat
979,verstecken::V,схаваць,kuzhat
980,teilen::V,раздзяліць,rannañ
981,schicken::V,пасылаць,kas
982,bringen::V,прынесці,degas
983,hinzufügen::V,дабавіць,lakat ouzhpenn
984,bekommen::V,дастаць,kaout
985,erhalten::V,атрымаць,kaout
986,nehmen::V,ўзяць,kemer
987,wählen::V,выбраць,choaz
988,auswählen::V,адабраць,dibab
989,bewahren::V,захаваць,mirout
990,behindern::V,перашкаджаць,diaezañ
991,verderben::V,сапсаваць,lovrañ
992,beschädigen::V,пашкодзіць,gwallegañ
993,zerbrechen::V,разбіць,torriñ
994,zerreißen::V,разадраць,diroegiñ
995,zerstören::V,разбурыць,distrujañ
996,verbrennen::V,спаліць,deviñ
997,geben::V,даць,reiñ
998,reichen::V,перадаць,
999,schenken::V,дарыць,donezonañ
1000,versprechen::V,абяцаць,prometiñ
1001,wünschen::V,жадаць,hetiñ
1002,loben::V,хваліць,feurmiñ
1003,küssen::V,цалаваць,pokat
1004,wiegen::V,гушкаць,pouezañ
1005,wiegen::V,калыхаць,pouezañ
1006,zudecken::V,накрыць,goloiñ
1007,wecken::V,пабудзіць,dihuniñ
1008,zeigen::V,паказаць,diskouez
1009,führen::V,весці,kas
1010,lehren::V,вучыць,deskiñ
1011,unterrichten::V,выкладаць,kelenn
1012,aufziehen::V,выхаваць,
1013,leiten::V,кіраваць,bleinañ
1014,antreiben::V,падганяць,poulzañ
1015,lassen::V,прымусіць,leuskel
1016,einladen::V,запрасіць,pediñ
1017,vereinigen::V,абʼяднаць,unisañ
1018,besuchen::V,наведаць,gweladenniñ
1019,treffen::V,сустрэць,kejal
1020,treffen::V,сустрэць,ankontrañ
1021,sich versammeln::V,сабрацца,bodennañ
1022,spielen::V,гуляць,c'hoari
1023,singen::V,пець,kanañ
1024,singen::V,спяваць,kanañ
1025,tanzen::V,танцаваць,dañsal
1026,sich trennen::V,расстацца,dispartiañ
1027,verlassen::V,пакінуць,lezel
1028,retten::V,выратаваць,saveteiñ
1029,bewachen::V,ахоўваць,mesa
1030,schützen::V,уберагаць,diwall
1031,verteidigen::V,абараніць,difenn
1032,sich schlagen::V,біцца,lopañ
1033,sich schlagen::V,драцца,lopañ
1034,schießen::V,страляць,
1035,siegen::V,перамагчы,trec'hiñ
1036,ärgern::V,злаваць,hegasiñ
1037,schlagen::V,ударыць,skeiñ
1038,treten::V,штурхаць,botaouiñ
1039,stechen::V,укалоць,pikat
1040,stoßen::V,папхнуць,stokañ
1041,stehlen::V,украсці,laerezh
1042,stören::V,перашкодзіць,direnkañ
1043,belästigen::V,дакучаць,dregasiñ
1044,verbergen::V,скрыць,skoachañ
1045,verbergen::V,схаваць,skoachañ
1046,täuschen::V,падмануць,tromplañ
1047,betrügen::V,змахляваць,lorbañ
1048,töten::V,забіць,lazhañ
1049,wohnen::V,жыць,bezañ o chom
1050,arbeiten::V,працаваць,labourat
1051,sammeln::V,сабраць,dastum
1052,pflücken::V,зрываць,kuntuilhañ
1053,jagen::V,паляваць,chaseal
1054,fischen::V,рыбачыць,pesketa
1055,fassen::V,злавіць,pakañ
1056,hüten::V,пасвіць,geota
1057,treiben::V,гнаць,
1058,anbinden::V,прывязаць,stagañ
1059,füttern::V,карміць,boueta
1060,melken::V,даіць,goro
1061,hacken::V,сячы,difrakal
1062,gießen::V,паліць,dourañ
1063,reifen::V,паспець,azviñ
1064,zubereiten::V,зварыць,keginañ
1065,zubereiten::V,згатаваць,keginañ
1066,kochen::V,варыць,poazhañ
1067,backen::V,пячы,fritañ
1068,braten::V,смажыць,rostañ
1069,umrühren::V,перамяшаць,
1070,stricken::V,вязаць,stammañ
1071,nähen::V,шыць,gwriat
1072,färben::V,пафарбаваць,livañ
1073,reinigen::V,ачысціць,naetañ
1074,waschen::V,мыць,gwalc'hiñ
1075,abwischen::V,выцерці,torchañ
1076,spülen::V,паласкаць,disgwalc'hiñ
1077,fegen::V,падмятаць,skubañ
1078,kehren::V,месці,skubañ
1079,baden::V,купацца,kouronkañ
1080,sich waschen::V,мыцца,en em walc'hiñ
1081,ausziehen::V,зняць,
1082,anziehen::V,надзець,
1083,sich anziehen::V,адзецца,gwiskañ
1084,kämmen::V,прычасаць,kribat
1085,schmücken::V,аздобіць,kinklañ
1086,sagen::V,сказаць,larêt
1087,sagen::V,сказаць,lavaret
1088,sprechen::V,гаварыць,komz
1089,reden::V,размаўляць,kaozeal
1090,sich unterhalten::V,гутарыць,balbotal
1091,fragen::V,спытаць,goulenn
1092,bitten::V,прасіць,goulenn
1093,erzählen::V,расказаць,kontañ
1094,mitteilen::V,паведаміць,kemenn
1095,nennen::V,назваць,anviñ
1096,rufen::V,зваць,gelver
1097,prahlen::V,хваліцца,fougeal
1098,übersetzen::V,перакласці,treiñ
1099,denken::V,думаць,soñjal
1100,glauben::V,верыць,krediñ
1101,bemerken::V,заўважыць,apresevañ
1102,erkennen::V,пазнаць,anavout
1103,begreifen::V,спасцігнуць,meizañ
1104,verstehen::V,пачуць,kompren
1105,lernen::V,вучыцца,deskiñ
1106,wissen::V,знаць,gouzout
1107,sich erinnern an::V,памятаць,kaout soñj e
1108,vergessen::V,забыць,ankouaat
1109,messen::V,мераць,muzuliañ
1110,zählen::V,лічыць,kontañ
1111,rechnen::V,лічыць,jedañ
1112,lesen::V,чытаць,lenn
1113,malen::V,маляваць,livañ
1114,zeichnen::V,рысаваць,tresañ
1115,schreiben::V,пісаць,skrivañ
1116,besitzen::V,мець,kaout
1117,kaufen::V,купіць,prenañ
1118,verkaufen::V,прадаць,gwerzhañ
1119,bezahlen::V,заплаціць,paeañ
1120,zahlen::V,плаціць,paeañ
1121,beherrschen::V,уладаць,mestroniañ
1122,beherrschen::V,валодаць,mestroniañ
1123,ertragen::V,выцерпець,anduriñ
