,Concept_ID,cs,mrj
54,Träne::N,slza,сӹнзӓвӹд
55,Geschmack::N,vkus,тот
56,Geruch::N,vůně,пыш
57,Geruch::N,zápach,пыш
58,Schlaf::N,spánek,ом
59,Traum::N,sen,ом
60,Himmel::N,nebe,пӹлгом
61,Sonne::N,slunce,кечӹ
62,Mond::N,měsíc,тӹлзӹ
63,Stern::N,hvězda,шӹдӹр
64,Luft::N,vzduch,юж
65,Luft::N,vzduch,воздух
66,Wind::N,vítr,мардеж
67,Welle::N,vlna,ко
68,Welle::N,vlna,коэ
69,Wasser::N,voda,вӹд
70,Stein::N,kámen,кӱ
71,Boden::N,půda,рок
72,Erde::N,země,свет
73,Staub::N,prach,пырак
74,Rauch::N,dým,шӹкш
75,Rauch::N,kouř,шӹкш
76,Funke::N,jiskra,ип
77,Funke::N,jiskra,тылип
78,Feuer::N,oheň,тыл
79,Licht::N,světlo,соты
80,Licht::N,světlo,валгыды
81,Schatten::N,stín,ӹмӹл
82,Wetter::N,počasí,игечӹ
83,Nebel::N,mlha,тӹтӹрӓ
84,Wolke::N,mrak,пӹл
85,Wolke::N,oblak,пӹл
86,Regen::N,déšť,юр
87,Schnee::N,sníh,лым
88,Eis::N,led,и
89,Frost::N,mráz,ӱштӹ
90,Kälte::N,chlad,ӱштӹ
91,Hitze::N,horko,шокшы
92,Raureif::N,jinovatka,пöрш
93,Regenbogen::N,duha,шанавӹл
94,Donner::N,hrom,хӹдӹртӹш
95,Strömung::N,proudění,йогы
96,Tropfen::N,kapka,капльы
97,Tropfen::N,kapka,капльык
98,Schaum::N,pěna,шонг
99,Schmutz::N,špína,лявӹрӓ
100,See::N,jezero,йӓр
101,Sumpf::N,močál,лӱкӹ
102,Sumpf::N,bažina,лӱкӹ
103,Moor::N,bažina,куп
104,Moor::N,slatina,куп
105,Wiese::N,louka,алык
106,Wald::N,les,шӹргӹ
107,Hügel::N,kopec,пӱгӹрикӓ
108,Anhöhe::N,pahorek,кӱкшикӓ
109,Berg::N,hora,кырык
110,Gipfel::N,vrchol,неркӓ
111,Höhle::N,jeskyně,ы́раж
112,Abhang::N,svah,полом
113,Abhang::N,stráň,полом
114,Quelle::N,pramen,вӹдсӹнзӓ
115,Bach::N,potok,ӓнгӹр
116,Fluss::N,řeka,вӹд
117,Ufer::N,břeh,сир
118,Küste::N,pobřeží,сир
119,Festland::N,souš,мӱлӓндӹ
120,Festland::N,pevnina,мӱлӓндӹ
121,Meer::N,moře,тангыж
122,Bucht::N,záliv,вӹдъял
123,Bucht::N,zátoka,вӹдъял
124,Insel::N,ostrov,острок
125,Blume::N,květina,пеледӹш
126,Gras::N,tráva,шуды
127,Wurzel::N,kořen,важ
128,Baum::N,strom,пушӓнгӹ
129,Stamm::N,kmen,пушӓнгӹ тӹнг
130,Rinde::N,kůra,каргыж
131,Ast::N,větev,укш
132,Zweig::N,větev,укш
133,Blatt::N,lupen,листӹ
134,Birke::N,bříza,куги
135,Kiefer[Baum]::N,sosna,йӓктӹ
136,Kiefer[Baum]::N,borovice,йӓктӹ
137,Weide[Baum]::N,vrba,уа
138,Tanne::N,jedle,кож
139,Horn::N,roh,шур
140,Feder::N,pero,пын
141,Fell::N,srst,кавашты
142,Flügel::N,křídlo,шылдыр
143,Klaue::N,dráp,кӹч
144,Klaue::N,pazneht,кӹч
145,Kralle::N,dráp,лапа
146,Schwanz::N,ocas,пач
147,Ei::N,vejce,мыны
148,Nest::N,hnízdo,пӹжӓш
149,Bau::N,nora,ыраж
150,Tier::N,zvíře,во́льык
151,Herde::N,stádo,кӹтö
152,Kuh::N,kráva,ышкал
153,Bulle::N,býk,ӱшкӱж
154,Pferd::N,kůň,имни
155,Schaf::N,ovce,шарык
156,Schwein::N,vepř,сасна
157,Schwein::N,prase,сасна
158,Hund::N,pes,пи
159,Katze::N,kočka,коти
160,Bär::N,medvěd,мöскӓ
161,Eichhörnchen::N,veverka,ур
162,Elch::N,los,шарды
163,Fuchs::N,liška,рӹвӹж
164,Hase::N,zajíc,морен
165,Maus::N,myš,каля
166,Wolf::N,vlk,пирӹ
167,Vogel::N,pták,кек
168,Schwarm::N,roj,цуца
169,Schwarm::N,hejno,цуца
170,Huhn::N,kuře,цӹвӹ
171,Huhn::N,slepice,цӹвӹ
172,Hahn::N,kohout,ӓптӓн
173,Gans::N,husa,комбы
174,Adler::N,orel,кучкыж
175,Ente::N,kachna,лыды
176,Eule::N,sova,тымана
177,Kranich::N,jeřáb,тырня
178,Kranich::N,jeřáb,тыртня
179,Krähe::N,vrána,лудыгарак
180,Kuckuck::N,kukačka,куку
181,Schwan::N,labuť,йӱксӹ
182,Fisch::N,ryba,кол
183,Barsch::N,okoun,алангы
184,Hecht::N,štika,нуж
185,Hecht::N,štika,нужгол
186,Schlange[Tier]::N,had,кӹшкы
187,Wurm::N,červ,шукш
188,Spinne::N,pavouk,ӓнгӹремшӹ
189,Ameise::N,mravenec,кыткы
190,Laus::N,veš,ти
191,Mücke::N,komár,кужнер
192,Mücke::N,komár,кужынер
193,Fliege::N,moucha,шӹнгӓ
194,Schmetterling::N,motýl,лӹпӹ
195,Beere::N,bobule,мöр
196,Apfel::N,jablko,олма
197,Pilz::N,houba,понгы
198,Zwiebel::N,cibule,охыра
199,Saat::N,osivo,нӱшмӹ
200,Saat::N,osivo,нӱшмӱ
201,Korn::N,zrno,пӹрцӹ
202,Heu::N,seno,шуды
203,Schale::N,slupka,аваха
204,Schale::N,slupka,карлангы
205,Schale::N,skořápka,аваха
206,Schale::N,skořápka,карлангы
207,Grube::N,jáma,йӓм
208,Falle::N,past,лӱдӹ
209,Falle::N,past,лӱдӹш
210,Falle::N,léčka,лӱдӹ
211,Falle::N,léčka,лӱдӹш
212,Schlinge::N,smyčka,онгы
213,Spur::N,stopa,кишӓ
214,Asche::N,popel,ломых
215,Asche::N,popel,ломпыж
216,Dreck::N,špína,лявӹрӓ
217,Eisen::N,železo,кӹртни
218,Gold::N,zlato,шöртни
219,Gold::N,zlato,шöртньӹ
220,Silber::N,stříbro,ши
221,Kohle::N,uhlí,шӱ
222,Glas::N,sklo,охоница
223,Lehm::N,jíl,шун
224,Lehm::N,hlína,шун
225,Sand::N,písek,ошма
226,Mensch::N,člověk,эдем
227,Mann::N,muž,пӱэргӹ
228,Frau::N,žena,ӹдӹрӓмӓш
229,Kind::N,dítě,ӓзӓ
230,Kind::N,dítě,шачшы
231,Junge::N,hoch,рвезӹ
232,Junge::N,hoch,ӹрвезӹ
233,Junge::N,chlapec,рвезӹ
234,Junge::N,chlapec,ӹрвезӹ
235,Mädchen::N,děvče,ӹдӹрӓш
236,Familie::N,rodina,йиш
237,Familie::N,rodina,семня
238,Großvater::N,děd,тьоти
239,Großvater::N,dědeček,тьоти
240,Großmutter::N,babička,папа
241,Eltern::N,rodiče,ӓтя-ӓвӓ
242,Vater::N,otec,ӓтя
243,Mutter::N,matka,ӓвӓ
244,Sohn::N,syn,эргӹ
245,Tochter::N,dcera,ӹдӹр
246,Bruder::N,bratr,ӹза
247,Schwester::N,sestra,ӓкӓ
248,Onkel::N,strýc,кугуза
249,Tante::N,teta,куака
250,Ehemann::N,choť,мары
251,Ehemann::N,manžel,мары
252,Ehefrau::N,choť,вӓтӹ
253,Ehefrau::N,manželka,вӓтӹ
254,Freude::N,radost,ӹвӹртӹмӓш
255,Gelächter::N,smích,ваштылмаш
256,Glück::N,štěstí,пиӓл
257,Kummer::N,žal,ясы
258,Kummer::N,trápení,ясы
259,Wunsch::N,přání,охата
260,Wunsch::N,přání,шанымаш
261,Lust::N,chuť,шӓр
262,Lust::N,chuť,охата
263,Lust::N,chuť,шанымаш
264,Geist::N,duch,тух
265,Gedanke::N,myšlenka,шанымаш
266,Gedächtnis::N,paměť,ӓш
267,Verstand::N,rozum,ыш
268,Sinn::N,smysl,кын
269,Grund::N,důvod,вир
270,Wahrheit::N,pravda,тöр
271,Gespräch::N,rozhovor,хытырымаш
272,Märchen::N,pohádka,ямак
273,Erzählung::N,povídka,шайыштмаш
274,Nachricht::N,zpráva,увертӓрӹмӓш
275,Neuigkeit::N,novina,увер
276,Neuigkeit::N,novinka,увер
277,Name::N,jméno,лӹм
278,Rätsel::N,hádanka,тышты
279,Rede::N,řeč,шая
280,Rede::N,řeč,шамак
281,Rede::N,proslov,шая
282,Rede::N,proslov,шамак
283,Sprache::N,řeč,йӹлмӹ
284,Sprache::N,jazyk,йӹлмӹ
285,Stimme::N,hlas,юк
286,Wort::N,slovo,шамак
287,Zeichen::N,znamení,палӹ
288,Ruf::N,zavolání,сӹгӹрӹмӓш
289,Lärm::N,hluk,юкланымащ
290,Laut::N,zvuk,юк
291,Ton::N,tón,юк
292,Lied::N,píseň,мыры
293,Ruhe::N,klid,тыр
294,Ruhe::N,pokoj,тыр
295,Leute::N,lidé,эдемвлӓ
296,Volk::N,národ,халык
297,Arbeit::N,práce,пӓшӓ
298,Gast::N,host,хына
299,Geschenk::N,dar,подарка
300,Spiel::N,hra,мадыш
301,Gesellschaft::N,společnost,йӓл
302,Gesellschaft::N,společnost,йӓлвлӓ
303,Hilfe::N,pomoc,палшык
304,Freund::N,přítel,тӓнг
305,Kamerad::N,kamarád,тос
306,Angelegenheit::N,záležitost,дела
307,Angelegenheit::N,záležitost,йела
308,Angelegenheit::N,záležitost,йыла
309,Angelegenheit::N,záležitost,пӓшӓ
310,Anzahl::N,počet,шот
311,Art::N,druh,цӹре
312,Stück::N,kus,лаштык
313,Stück::N,kousek,лаштык
314,Teil::N,díl,пай
315,Teil::N,díl,часть
316,Teil::N,část,пай
317,Teil::N,část,часть
318,Hälfte::N,půl,пел
319,Kreis::N,kruh,тӹртӹш
320,Kreuz::N,kříž,крестӹ
321,Linie::N,linka,
322,Strich::N,čára,
323,Strich::N,čárka,
324,Abstand::N,vzdálenost,ло
325,Entfernung::N,vzdálenost,ло
326,Gegend::N,krajina,вӓр
327,Platz::N,prostor,вӓр
328,Ort::N,místo,вӓр
329,Seite::N,strana,öрдӹж
330,Mitte::N,střed,ло
331,Mitte::N,prostředek,ло
332,Gegenstand::N,předmět,хӓдӹр
333,Sache::N,věc,хӓдӹр
334,Rand::N,kraj,шöр
335,Rand::N,okraj,шöр
336,Kante::N,hrana,шöр
337,Ecke::N,roh,лык
338,Spitze::N,hrot,вуй
339,Spitze::N,špička,вуй
340,Ende::N,konec,вуй
341,Ende::N,konec,мычаш
342,Loch::N,díra,ыраж
343,Winkel::N,kout,лык
344,Muster::N,vzor,тӹрлец
345,Größe::N,velikost,кӱкшӹц
346,Länge::N,délka,кыт
347,Höhe::N,výška,кӱкшӹц
348,Gewicht::N,váha,нелӹц
349,Menge::N,množství,шот
350,Haufen::N,kupa,ара
351,Haufen::N,hromada,ара
352,Reihe::N,řada,ряд
353,Reihe::N,řádek,ряд
354,Boot::N,člun,пыш
355,Ruder::N,veslo,вешлӓ
356,Schlitten::N,sáně,тир
357,Ski::N,lyže,ечӹ
358,Lagerfeuer::N,táborák,тыл
359,Last::N,náklad,нелӹц
360,Last::N,břemeno,нелӹц
361,Gang::N,chůze,ход
362,Gang::N,chodba,ход
363,Schritt::N,krok,ашкыл
364,Norden::N,sever,йыдпелвел
365,Süden::N,jih,кечӹвӓлвел
366,Westen::N,západ,кечӹ шӹцмӹ
367,Osten::N,východ,ирвел
368,Osten::N,východ,кечӹ лӱлтмӹ
369,Holz::N,dřevo,пушӓнгӹ
370,Brett::N,prkno,ханга
371,Platte::N,deska,плитӓ
372,Stütze::N,opěra,цӓрӓк
373,Stange::N,tyč,равы
374,Stange::N,tyč,намаш
375,Stange::N,tyčka,равы
376,Stange::N,tyčka,намаш
377,Stock::N,hůlka,панды
378,Stab::N,hůl,равы
379,Rohr::N,trubka,пыч
380,Haus::N,dům,пöрт
381,Heim::N,domov,пöрт
382,Ofen::N,kamna,камака
383,Fußboden::N,podlaha,седӹрӓ
384,Tisch::N,stůl,стöл
385,Stuhl::N,židle,пöкен
386,Wiege::N,kolébka,шипкӓ
387,Bett::N,postel,койка
388,Bett::N,postel,кравать
389,Regal::N,regál,полицӓ
390,Regal::N,police,полицӓ
391,Kiste::N,bedna,шӱ́ндӹк
392,Fenster::N,okno,окня
393,Tür::N,dveře,амаса
394,Tor::N,vrata,хапка
395,Zaun::N,plot,забор
396,Dach::N,střecha,левӓш
397,Leiter::N,žebřík,ташкалтыш
398,Besen::N,koště,сало
399,Besen::N,koště,салко
400,Besen::N,smeták,сало
401,Besen::N,smeták,салко
402,Spaten::N,rýč,кольмы
403,Schaufel::N,lopata,лоток
404,Gabel::N,vidlička,ви́лка
405,Löffel::N,lžíce,савала
406,Messer::N,nůž,кӹзӹ
407,Nagel::N,hřebík,пыда
408,Netz::N,síť,вӓпш
409,Haken::N,hák,крӱк
410,Haken::N,hák,кагак
411,Griff::N,držadlo,кычем
412,Schloss::N,zámek,замок
413,Schloss::N,zámek,сыравач
414,Bild::N,obraz,картин
415,Figur::N,figura,кӓн
416,Puppe::N,panenka,поханя
417,Beutel::N,pytlík,мешӓк
418,Bündel::N,svazek,топ
419,Bündel::N,svazek,пидӹш
420,Bündel::N,svazek,кӹлдӹш
421,Tasche::N,taška,сумкы
422,Tasche::N,brašna,сумкы
423,Eimer::N,kýbl,ведӹрӓ
424,Eimer::N,vědro,ведӹрӓ
425,Deckel::N,víko,комдыш
426,Deckel::N,příklop,комдыш
427,Geschirr::N,nádobí,ӓтӹ
428,Sack::N,pytel,мешӓк
429,Tasse::N,šálek,цӓшкӓ
430,Topf::N,hrnec,ми́ска
431,Kessel::N,kotel,пад
432,Essen::N,jídlo,качкыш
433,Essen::N,jídlo,качкыш-йӱш
434,Nahrung::N,strava,качкыш
435,Nahrung::N,strava,качкыш-йӱш
436,Nahrung::N,potrava,качкыш
437,Nahrung::N,potrava,качкыш-йӱш
438,Speise::N,jídlo,няня
439,Fleisch::N,maso,пай
440,Getreide::N,obilí,киндӹ
441,Brei::N,kaše,шӹрӓш
442,Brot::N,chléb,сыкыр
443,Scheibe::N,krajíc,ламыт
444,Scheibe::N,krajíc,лаштык
445,Fett::N,tuk,кая
446,Fett::N,omastek,кая
447,Butter::N,máslo,ӱ
448,Öl::N,olej,ӱ
449,Salz::N,sůl,санзал
450,Suppe::N,polévka,лем
451,Honig::N,med,мӱ
452,Milch::N,mléko,шӹшер
453,Tee::N,čaj,чӓй
454,Leder::N,kůže,шарга
455,Leder::N,kůže,кавашты
456,Wolle::N,vlna,миж
457,Stoff::N,látka,матер
458,Stoff::N,látka,матери
459,Nadel::N,jehla,им
460,Faden::N,nit,шӹртӹ
461,Knopf::N,knoflík,полдыш
462,Knoten::N,uzel,пӱкшем
463,Farbe::N,barva,чиӓ
464,Farbe::N,barva,крӓскӓ
465,Kleidung::N,šaty,выргем
466,Kleidung::N,šatstvo,выргем
467,Hemd::N,košile,тыгыр
468,Kragen::N,límec,шӱ
469,Ärmel::N,rukáv,шокш
470,Hose::N,kalhoty,ялаш
471,Gürtel::N,pás,ӹштӹ
472,Gürtel::N,opasek,ӹштӹ
473,Mütze::N,čepice,упш
474,Schuh::N,bota,ту́фльы
475,Stiefel::N,holínka,кем
476,Ring::N,prsten,шӓргӓш
477,Band::N,pásek,лемтӓ
478,Kamm::N,hřeben,шерге
479,Spiegel::N,zrcadlo,тӹгӹр
480,Riemen::N,řemen,прӓжӓ
481,Schnur::N,šňůra,кӓндӹра
482,Leine::N,vodítko,керем
483,Decke::N,pokrývka,одеял
484,Decke::N,přikrývka,одеял
485,Kissen::N,polštář,кӹпцӹк
486,Tuch::N,šátek,савыц
487,Handtuch::N,ručník,шӹргӹсавыц
488,Handtuch::N,ručník,шӹргӹмсавыц
489,Kraft::N,síla,ви
490,Stärke::N,síla,ви
491,Gesundheit::N,zdraví,шу
492,Gesundheit::N,zdraví,шулык
493,Krankheit::N,nemoc,мыж
494,Krankheit::N,choroba,мыж
495,Schmerz::N,bolest,карштыш
496,Wunde::N,rána,шушыр
497,Fieber::N,horečka,ӱштӹмыж
498,Arznei::N,lék,лекӓрцӹ
499,Brücke::N,most,кӹвер
500,Brunnen::N,studna,вӹдсӹнзӓ
501,Weide::N,pastva,ныр
502,Weide::N,pastvina,ныр
503,Pfad::N,pěšina,ялгорны
504,Weg::N,cesta,корны
505,Straße::N,silnice,корны
506,Dorf::N,vesnice,сола
507,Stadt::N,město,города
508,Brief::N,dopis,сирмӓш
509,Buch::N,kniha,книгӓ
510,Buchstabe::N,písmeno,буква́
511,Zeitung::N,noviny,газет
512,Zeitung::N,noviny,кайзет
513,Leben::N,život,житя
514,Tod::N,smrt,смöрт
515,Grab::N,hrob,шӹгер
516,Grab::N,hrob,мыгилӓ
517,Grab::N,hrob,шӹгерлӓ
518,Kirche::N,kostel,церкӹ
519,Sünde::N,hřích,сулык
520,Gott::N,bůh,йымы
521,Arbeiter::N,dělník,пӓшӓзӹ
522,Arbeiter::N,pracovník,пӓшӓзӹ
523,Chef::N,šéf,вуй
524,Chef::N,vedoucí,вуй
525,Meister::N,mistr,мастар
526,Arzt::N,lékař,доктор
527,Lehrer::N,učitel,тымдышы
528,Geld::N,peníze,окса
529,Geschäft::N,obchod,торге́йӹмӓш
530,Laden::N,krám,лапка
531,Laden::N,krám,магазин
532,Preis::N,cena,ӓк
533,Ware::N,zboží,товар
534,Nutzen::N,užitek,пайда
535,Reichtum::N,bohatství,перке
536,Welt::N,svět,сӓндӓлӹк
537,Welt::N,svět,свет
538,Land::N,země,сӓндӓлӹк
539,Staat::N,stát,кугижӓншӹ
540,König::N,král,король
541,Macht::N,moc,власть
542,Macht::N,mocnost,власть
543,Grenze::N,hranice,пӹсмӓн
544,Krieg::N,válka,вырсы
545,Feind::N,nepřítel,тышман
546,Gewalt::N,násilí,ви
547,Kampf::N,boj,кредӓлмӓш
548,Bogen[Waffe]::N,luk,янгеж
549,Pfeil::N,šíp,пикш
550,Gewehr::N,puška,пичӓл
551,Gewehr::N,ručnice,пичӓл
552,Fehler::N,chyba,самынь
553,Lüge::N,lež,шая
554,Schaden::N,škoda,вре́дӓ
555,Unglück::N,neštěstí,пёда
556,Unglück::N,neštěstí,тымаша
557,Schuld::N,vina,вуйнамат
558,Alter::N,věk,иӓш
559,Alter::N,věk,игечӹ
560,Schluss::N,konec,пӹтӓртӹш
561,Zeit::N,čas,веремӓ
562,Tag::N,den,кечӹ
563,Morgen::N,ráno,ир
564,Morgen::N,ráno,ирок
565,Morgen::N,jitro,ир
566,Morgen::N,jitro,ирок
567,Mittag::N,poledne,кечӹвӓл
568,Abend::N,večer,вады
569,Nacht::N,noc,йыд
570,Woche::N,týden,ӓрня
571,Monat::N,měsíc,тӹ́лзӹ
572,Jahr::N,rok,год
573,Frühling::N,jaro,шошым
574,Sommer::N,léto,кӓнгӹж
575,Herbst::N,podzim,шӹжӹ
576,Winter::N,zima,тел
577,Winter::N,zima,телӹ
578,Januar::N,leden,январ
579,Januar::N,leden,январь
580,Februar::N,únor,февраль
581,März::N,březen,март
582,April::N,duben,апрель
583,Mai::N,květen,май
584,Juni::N,červen,июнь
585,Juli::N,červenec,июль
586,August::N,srpen,август
587,September::N,září,сентябрь
588,Oktober::N,říjen,октябрь
589,November::N,listopad,ноябрь
590,Dezember::N,prosinec,декавыр
591,Montag::N,pondělí,шачмы
592,Montag::N,pondělek,шачмы
593,Dienstag::N,úterý,кышкыжмы
594,Mittwoch::N,středa,вӹрчегӹ
595,Donnerstag::N,čtvrtek,изӓрня
596,Freitag::N,pátek,когарня
597,Samstag::N,sobota,кукшыгечӹ
598,Sonntag::N,neděle,рушӓрня
599,groß::A,velký,кого
600,klein::A,malý,изи
601,lang::A,dlouhý,кужы
602,kurz::A,krátký,кӹтӹк
603,breit::A,široký,кымда
604,schmal::A,úzký,ӓнгӹсӹр
605,dicht::A,hustý,шӹре
606,dick[Gegenstand]::A,tlustý,кӹжгӹ
607,dünn::A,tenký,вӹцкӹж
608,fein::A,jemný,пыльга
609,fest::A,pevný,цаткыды
610,flach::A,plochý,тӓлякӓ
611,flach::A,placatý,тӓлякӓ
612,glatt::A,hladký,ягылгы
613,hart::A,tvrdý,пингӹдӹ
614,weich::A,měkký,пышкыды
615,rund::A,kulatý,тӹртӹш
616,rund::A,okrouhlý,тӹртӹш
617,spitz::A,špičatý,кашар
618,scharf::A,ostrý,кашар
619,stumpf::A,tupý,нӹшкӹ
620,schwer::A,těžký,нелӹ
621,schön::A,pěkný,цевер
622,schön::A,pěkný,олмыдшы
623,schön::A,krásný,цевер
624,schön::A,krásný,олмыдшы
625,heiß::A,horký,шокшы
626,warm::A,teplý,шокшы
627,kalt::A,studený,ӱштӹ
628,kühl::A,chladný,юалгы
629,kühl::A,chladný,йонгата
630,frisch::A,svěží,йонгата
631,feucht::A,vlhký,ӹлӹкшӹ
632,feucht::A,vlhký,вӹдӹжгӹ
633,nass::A,mokrý,начкы
634,trocken::A,suchý,кукшы
635,voll::A,plný,темшӹ
636,voll::A,plný,темыман
637,leer::A,prázdný,йӓрӓ
638,offen::A,otevřený,виш
639,geschlossen::A,zavřený,чӱчмӹ
640,geschlossen::A,zavřený,тӹкӹлӓлтшӹ
641,sauber::A,čistý,ире
642,schmutzig::A,špinavý,шоран
643,schmutzig::A,špinavý,лявӹрӓн
644,schmutzig::A,špinavý,шорангшы
645,roh::A,syrový,пеле кӱшӹ
646,reif::A,zralý,кӱшӹ
647,lecker::A,chutný,тотан
648,süß::A,sladký,мӱӓн
649,bitter::A,hořký,качы
650,sauer::A,kyselý,шапы
651,hell::A,světlý,соты
652,hell::A,světlý,валгыды
653,dunkel::A,temný,пӹц
654,dunkel::A,temný,пӹцкемӹш
655,schwarz::A,černý,шим
656,weiß::A,bílý,ош
657,weiß::A,bílý,ошы
658,rot::A,rudý,якшаргы
659,rot::A,červený,якшаргы
660,gelb::A,žlutý,сар
661,gelb::A,žlutý,сары
662,blau::A,modrý,симсӹ
663,grün::A,zelený,ыжар
664,grau::A,šedý,луды
665,grau::A,šedivý,луды
666,bunt::A,pestrý,ала
667,billig::A,levný,шулдаш
668,billig::A,laciný,шулдаш
669,teuer::A,drahý,шергӹ
670,teuer::A,drahý,шергӓкӓн
671,wertvoll::A,cenný,ӓкӓн
672,blind::A,slepý,слöпöй
673,blind::A,slepý,сльöпöй
674,taub::A,hluchý,тӱтӱк
675,kräftig::A,silný,виӓн
676,stark::A,silný,виӓн
677,schwach::A,slabý,шава
678,schwach::A,slabý,лӹпкӓ
679,schwach::A,slabý,слабка
680,fett::A,tučný,таза
681,fett::A,tlustý,таза
682,schlank::A,štíhlý,яштака
683,hübsch::A,hezký,сӹлнӹ
684,hübsch::A,hezký,олмыдшы
685,böse::A,zlý,шӹдӓн
686,dumm::A,hloupý,окмак
687,faul::A,líný,ялахай
688,fleißig::A,pilný,пӓшам яратышы
689,geizig::A,lakomý,шык
690,klug::A,chytrý,ышан
691,geschickt::A,šikovný,мастар
692,lieb::A,milý,тыри
693,lustig::A,veselý,мындыр
694,lustig::A,veselý,сусу
695,sanft::A,mírný,йӹвӹжӓ
696,hungrig::A,hladový,шужышы
697,krank::A,nemocný,церлӹ
698,krank::A,nemocný,хворой
699,nackt::A,nahý,цӓрӓ
700,traurig::A,smutný,сы́лыкан
701,traurig::A,smutný,кымы́лдымы
702,traurig::A,truchlivý,сы́лыкан
703,traurig::A,truchlivý,кымы́лдымы
704,lebendig::A,živý,живой
705,gut::A,dobrý,яжо
706,schlecht::A,špatný,уда
707,schlecht::A,špatný,худа
708,richtig::A,pravý,вургамла
709,richtig::A,správný,вургамла
710,schlimm::A,zlý,йӹрнык
711,wahr::A,pravdivý,настоящий
712,wahr::A,pravdivý,настояшый
713,alt::A,starý,шонгы
714,neu::A,nový,у
715,ehemalig::A,bývalý,тошты
716,alt[Lebewesen]::A,starý,ӹлалшӹ
717,jung::A,mladý,нöргӹ
718,jung::A,mladý,молода
719,arm::A,chudý,укеӓн
720,reich::A,bohatý,паян
721,reich::A,bohatý,пурлыкан
722,bekannt::A,známý,палӹмӹ
723,berühmt::A,slavný,лӹмлы
724,fremd::A,cizí,эдемӹн
725,verschieden::A,různý,тӹрлӹ
726,verschieden::A,rozličný,тӹрлӹ
727,nah::A,blízký,лишӹл
728,fern::A,daleký,мӹндӹр
729,linker::A,levý,шалахай
730,rechter::A,pravý,вургамла
731,anderer::A,jiný,вес
732,anderer::A,jiný,весӹ
733,erster::A,první,икшӹ
734,erster::A,první,икӹмшӹ
735,zweiter::A,druhý,кокшы
736,dritter::A,třetí,кымшы
737,letzter::A,poslední,остатка
738,allein::ADV,sám,иктӹ
739,allein::ADV,sám,иктӹт
740,auf einmal::ADV,najednou,тöрöк
741,zusammen::ADV,spolu,икараш
742,zusammen::ADV,spolu,цымырын
743,zusammen::ADV,dohromady,икараш
744,zusammen::ADV,dohromady,цымырын
745,lange::ADV,dlouho,кужын
746,plötzlich::ADV,vtom,трӱк
747,plötzlich::ADV,náhle,трӱк
748,sofort::ADV,hned,полт
749,sofort::ADV,hned,тöрöк
750,sofort::ADV,hned,тӹшӓкок
751,sofort::ADV,ihned,полт
752,sofort::ADV,ihned,тöрöк
753,sofort::ADV,ihned,тӹшӓкок
754,später::ADV,později,вара
755,jetzt::ADV,teď,
756,jetzt::ADV,nyní,
757,heute::ADV,dnes,тагачы
758,heute::ADV,dneska,тагачы
759,morgen::ADV,zítra,иргод
760,morgen::ADV,zítra,иргодым
761,bald::ADV,brzo,чӹнь
762,bald::ADV,brzo,вӓшке
763,bald::ADV,brzo,выртышты
764,dann::ADV,pak,пакыла
765,dann::ADV,potom,пакыла
766,gestern::ADV,včera,тенгечӹ
767,einst::ADV,kdysi,икӓнӓ
768,damals::ADV,tehdy,тӹнӓм
