,Concept_ID,ru,it
61,Atem::N,дух,fiato
62,Atem::N,дух,respiro
63,Atem::N,дыхание,fiato
64,Atem::N,дыхание,respiro
65,Hunger::N,голод,fame
66,Träne::N,слеза,làcrima
67,Geschmack::N,вкус,gusto
68,Geschmack::N,вкус,sapore
69,Geruch::N,запах,odore
70,Schlaf::N,сон,sonno
71,Traum::N,сновидение,sogno
72,Himmel::N,небо,cielo
73,Sonne::N,солнце,sole
74,Mond::N,луна,luna
75,Stern::N,звезда,stella
76,Luft::N,воздух,aria
77,Wind::N,ветер,vento
78,Welle::N,волна,onda
79,Wasser::N,вода,acqua
80,Stein::N,камень,sasso
81,Stein::N,камень,pietra
82,Boden::N,почва,suolo
83,Boden::N,почва,terreno
84,Erde::N,земля,terra
85,Staub::N,пыль,polvere
86,Rauch::N,дым,fumo
87,Funke::N,искра,scintilla
88,Feuer::N,огонь,fuoco
89,Licht::N,свет,luce
90,Schatten::N,тень,ombra
91,Wetter::N,погода,tempo
92,Nebel::N,туман,nebbia
93,Wolke::N,облако,nube
94,Wolke::N,облако,nùvola
95,Regen::N,дождь,pioggia
96,Schnee::N,снег,neve
97,Eis::N,лед,ghiaccio
98,Frost::N,мороз,gelo
99,Kälte::N,холод,freddo
100,Hitze::N,жара,caldo
101,Hitze::N,жара,calura
102,Raureif::N,иней,brina
103,Regenbogen::N,радуга,arcobaleno
104,Donner::N,гром,tuono
105,Strömung::N,течение,corrente
106,Tropfen::N,капля,goccia
107,Schaum::N,пена,spuma
108,Schaum::N,пена,schiuma
109,Schmutz::N,грязь,sudiciume
110,See::N,озеро,lago
111,Sumpf::N,топь,palude
112,Moor::N,болото,torbiera
113,Wiese::N,луг,prato
114,Wald::N,лес,bosco
115,Wald::N,лес,foresta
116,Hügel::N,холм,colle
117,Hügel::N,холм,collina
118,Anhöhe::N,возвышенность,altura
119,Berg::N,гора,monte
120,Berg::N,гора,montagna
121,Gipfel::N,вершина,cima
122,Höhle::N,пещера,grotta
123,Höhle::N,пещера,caverna
124,Abhang::N,склон,pendìo
125,Quelle::N,источник,sorgente
126,Bach::N,ручей,ruscello
127,Fluss::N,река,fiume
128,Ufer::N,берег,riva
129,Küste::N,побережье,costa
130,Festland::N,суша,terraferma
131,Meer::N,море,mare
132,Bucht::N,бухта,cala
133,Insel::N,остров,ìsola
134,Blume::N,цветок,fiore
135,Gras::N,трава,erba
136,Wurzel::N,корень,radice
137,Baum::N,дерево,àlbero
138,Stamm::N,ствол,tronco
139,Rinde::N,кора,corteccia
140,Ast::N,сук,ramo
141,Zweig::N,ветвь,ramo
142,Blatt::N,лист,foglia
143,Birke::N,береза,betulla
144,Kiefer[Baum]::N,сосна,pino
145,Weide[Baum]::N,ива,sàlice
146,Tanne::N,ель,abete
147,Horn::N,рог,corno
148,Feder::N,перо,penna
149,Fell::N,шкура,manto
150,Fell::N,шкура,pelame
151,Flügel::N,крыло,ala
152,Klaue::N,коготь,grinfia
153,Kralle::N,лапа,unghia
154,Kralle::N,лапа,artiglio
155,Schwanz::N,хвост,coda
156,Ei::N,яйцо,uovo
157,Nest::N,гнездо,nido
158,Bau::N,нора,covo
159,Tier::N,животное,bestia
160,Tier::N,животное,animale
161,Herde::N,стадо,gregge
162,Kuh::N,корова,vacca
163,Bulle::N,бык,toro
164,Pferd::N,лошадь,cavallo
165,Schaf::N,овца,pècora
166,Schwein::N,свинья,porco
167,Schwein::N,свинья,maiale
168,Hund::N,собака,cane
169,Katze::N,кошка,gatta
170,Bär::N,медведь,orso
171,Eichhörnchen::N,белка,scoiàttolo
172,Elch::N,лось,alce
173,Fuchs::N,лиса,volpe
174,Hase::N,заяц,lepre
175,Maus::N,мышь,topo
176,Maus::N,мышь,sorcio
177,Wolf::N,волк,lupo
178,Vogel::N,птица,uccello
179,Schwarm::N,стая,stormo
180,Huhn::N,курица,gallina
181,Hahn::N,петух,gallo
182,Gans::N,гусь,oca
183,Adler::N,орел,àquila
184,Ente::N,утка,ànatra
185,Eule::N,сова,gufo
186,Eule::N,сова,civetta
187,Kranich::N,журавль,gru
188,Krähe::N,ворона,cornacchia
189,Kuckuck::N,кукушка,cuccù
190,Kuckuck::N,кукушка,cùculo
191,Schwan::N,лебедь,cigno
192,Fisch::N,рыба,pesce
193,Barsch::N,окунь,pèrsico
194,Hecht::N,щука,luccio
195,Schlange[Tier]::N,змея,serpente
196,Wurm::N,червяк,baco
197,Wurm::N,червяк,verme
198,Spinne::N,паук,ragno
199,Ameise::N,муравей,formica
200,Laus::N,вошь,pidocchio
201,Mücke::N,комар,zanzara
202,Fliege::N,муха,mosca
203,Schmetterling::N,бабочка,farfalla
204,Beere::N,ягода,bacca
205,Apfel::N,яблоко,mela
206,Pilz::N,гриб,fungo
207,Zwiebel::N,луковица,cipolla
208,Saat::N,семя,semente
209,Korn::N,зерно,grano
210,Heu::N,сено,fieno
211,Schale::N,шелуха,buccia
212,Grube::N,яма,cava
213,Grube::N,яма,fossa
214,Falle::N,ловушка,tràppola
215,Schlinge::N,силок,laccio
216,Spur::N,след,traccia
217,Asche::N,зола,cenere
218,Asche::N,пепел,cenere
219,Dreck::N,грязь,fango
220,Eisen::N,железо,ferro
221,Gold::N,золото,oro
222,Silber::N,серебро,argento
223,Kohle::N,уголь,carbone
224,Glas::N,стекло,vetro
225,Lehm::N,глина,argilla
226,Sand::N,песок,arena
227,Sand::N,песок,sabbia
228,Mensch::N,человек,uomo
229,Mensch::N,человек,èssere umano
230,Mann::N,мужчина,uomo
231,Frau::N,женщина,donna
232,Kind::N,ребенок,bambino
233,Junge::N,мальчик,ragazzo
234,Mädchen::N,девочка,ragazza
235,Familie::N,семья,famiglia
236,Großvater::N,дедушка,nonno
237,Großmutter::N,бабушка,nonna
238,Eltern::N,родители,genitori
239,Vater::N,отец,padre
240,Mutter::N,мать,madre
241,Sohn::N,сын,figlio
242,Tochter::N,дочь,figlia
243,Bruder::N,брат,fratello
244,Schwester::N,сестра,sorella
245,Onkel::N,дядя,zio
246,Tante::N,тетя,zia
247,Ehemann::N,муж,marito
248,Ehefrau::N,жена,moglie
249,Freude::N,радость,gioia
250,Freude::N,радость,piacere
251,Gelächter::N,смех,risata
252,Glück::N,счастье,felicità
253,Kummer::N,горе,afflizione
254,Wunsch::N,желание,desiderio
255,Lust::N,влечение,voglia
256,Geist::N,дух,mente
257,Geist::N,дух,spìrito
258,Gedanke::N,мысль,idea
259,Gedanke::N,мысль,pensiero
260,Gedächtnis::N,память,memoria
261,Verstand::N,ум,intelletto
262,Sinn::N,смысл,senso
263,Sinn::N,смысл,significato
264,Grund::N,повод,causa
265,Grund::N,повод,motivo
266,Grund::N,повод,ragione
267,Wahrheit::N,правда,verità
268,Gespräch::N,беседа,discorso
269,Gespräch::N,беседа,conversazione
270,Märchen::N,сказка,fiaba
271,Märchen::N,сказка,fàvola
272,Erzählung::N,рассказ,racconto
273,Erzählung::N,рассказ,narrazione
274,Nachricht::N,сообщение,messaggio
275,Neuigkeit::N,новость,notizia
276,Name::N,имя,nome
277,Rätsel::N,загадка,indovinello
278,Rede::N,речь,discorso
279,Sprache::N,язык,lingua
280,Sprache::N,язык,linguaggio
281,Stimme::N,голос,voce
282,Wort::N,слово,parola
283,Zeichen::N,знак,segno
284,Zeichen::N,знак,segnale
285,Ruf::N,зов,chiamata
286,Lärm::N,шум,chiasso
287,Lärm::N,шум,strèpito
288,Laut::N,звук,suono
289,Ton::N,звучание,tono
290,Lied::N,песня,canto
291,Lied::N,песня,canzone
292,Ruhe::N,покой,calma
293,Ruhe::N,покой,tranquillità
294,Leute::N,люди,gente
295,Volk::N,народ,pòpolo
296,Arbeit::N,работа,lavoro
297,Gast::N,гость,òspite
298,Gast::N,гость,invitato
299,Geschenk::N,подарок,regalo
300,Spiel::N,игра,gioco
301,Gesellschaft::N,общество,compagnìa
302,Hilfe::N,помощь,aiuto
303,Hilfe::N,помощь,soccorso
304,Freund::N,друг,amico
305,Kamerad::N,приятель,camerata
306,Angelegenheit::N,дело,affare
307,Angelegenheit::N,дело,faccenda
308,Anzahl::N,количество,nùmero
309,Anzahl::N,количество,quantità
310,Art::N,вид,tipo
311,Art::N,вид,specie
312,Stück::N,кусок,pezzo
313,Teil::N,часть,parte
314,Hälfte::N,половина,metà
315,Kreis::N,круг,cìrcolo
316,Kreuz::N,крест,croce
317,Linie::N,линия,lìnea
318,Strich::N,черта,tratto
319,Abstand::N,промежуток,distanza
320,Entfernung::N,расстояние,distanza
321,Entfernung::N,расстояние,lontananza
322,Gegend::N,местность,regione
323,Platz::N,пространство,posto
324,Platz::N,пространство,spazio
325,Ort::N,место,luogo
326,Ort::N,место,località
327,Seite::N,сторона,lato
328,Seite::N,сторона,parte
329,Mitte::N,середина,mezzo
330,Mitte::N,середина,centro
331,Gegenstand::N,предмет,oggetto
332,Sache::N,вещь,cosa
333,Rand::N,край,orlo
334,Rand::N,край,bordo
335,Kante::N,ребро,spìgolo
336,Ecke::N,угол,canto
337,Spitze::N,кончик,punta
338,Ende::N,конец,capo
339,Ende::N,конец,estremità
340,Loch::N,дыра,buco
341,Winkel::N,угол,àngolo
342,Muster::N,узор,disegno
343,Größe::N,размер,taglia
344,Größe::N,размер,grandezza
345,Länge::N,длина,lunghezza
346,Höhe::N,высота,altezza
347,Gewicht::N,вес,peso
348,Menge::N,количество,quantità
349,Haufen::N,куча,cùmulo
350,Haufen::N,куча,mucchio
351,Reihe::N,ряд,fila
352,Boot::N,лодка,barca
353,Boot::N,лодка,battello
354,Ruder::N,весло,remo
355,Schlitten::N,сани,slitta
356,Ski::N,лыжа,sci
357,Lagerfeuer::N,костер,falò
358,Lagerfeuer::N,костер,fuoco di bivacco
359,Last::N,тяжесть,càrico
360,Gang::N,ход,andata
361,Schritt::N,шаг,passo
362,Norden::N,север,nord
363,Norden::N,север,settentrione
364,Süden::N,юг,sud
365,Süden::N,юг,meridione
366,Westen::N,запад,òvest
367,Westen::N,запад,occidente
368,Osten::N,восток,est
369,Osten::N,восток,oriente
370,Holz::N,древесина,legno
371,Brett::N,доска,asse
372,Brett::N,доска,tàvola
373,Platte::N,плита,lastra
374,Platte::N,плита,piastra
375,Stütze::N,подпорка,supporto
376,Stange::N,жердь,sbarra
377,Stange::N,жердь,pèrtica
378,Stock::N,палка,verga
379,Stock::N,палка,bastone
380,Stock::N,палка,bacchetta
381,Stab::N,шест,asta
382,Rohr::N,труба,tubo
383,Haus::N,дом,casa
384,Heim::N,дом,casa
385,Ofen::N,печь,stufa
386,Fußboden::N,пол,pavimento
387,Tisch::N,стол,tàvolo
388,Stuhl::N,стул,sedia
389,Wiege::N,колыбель,culla
390,Bett::N,постель,letto
391,Regal::N,полка,scaffale
392,Kiste::N,ящик,cassa
393,Fenster::N,окно,finestra
394,Tür::N,дверь,porta
395,Tor::N,ворота,portone
396,Zaun::N,забор,recinto
397,Dach::N,крыша,tetto
398,Leiter::N,лестница,scala
399,Leiter::N,лестница,scala a pioli
400,Besen::N,метла,scopa
401,Spaten::N,лопата,vanga
402,Schaufel::N,совок,pala
403,Gabel::N,вилка,forchetta
404,Löffel::N,ложка,cucchiaio
405,Messer::N,нож,coltello
406,Nagel::N,гвоздь,chiodo
407,Netz::N,сеть,rete
408,Haken::N,крюк,uncino
409,Griff::N,ручка,mànico
410,Griff::N,ручка,maniglia
411,Schloss::N,замок,serratura
412,Bild::N,картина,quadro
413,Bild::N,картина,immàgine
414,Figur::N,фигура,figura
415,Puppe::N,кукла,bàmbola
416,Beutel::N,мешок,borsa
417,Beutel::N,мешок,sacchetto
418,Bündel::N,связка,fascio
419,Bündel::N,связка,fagotto
420,Tasche::N,сумка,borsa
421,Eimer::N,ведро,secchio
422,Deckel::N,крышка,coperchio
423,Geschirr::N,посуда,stoviglie
424,Sack::N,мешок,sacco
425,Tasse::N,чашка,tazza
426,Topf::N,кастрюля,pèntola
427,Kessel::N,котел,paiolo
428,Kessel::N,котел,calderone
429,Essen::N,еда,pasto
430,Essen::N,еда,mangiare
431,Nahrung::N,пища,cibo
432,Nahrung::N,пища,alimento
433,Speise::N,блюдо,piatto
434,Speise::N,кушанье,piatto
435,Fleisch::N,мясо,carne
436,Getreide::N,хлеб,cereali
437,Brei::N,каша,purè
438,Brei::N,каша,pappa
439,Brot::N,хлеб,pane
440,Scheibe::N,ломоть,fetta
441,Scheibe::N,ломоть,trancia
442,Fett::N,жир,grasso
443,Butter::N,масло,burro
444,Öl::N,масло,olio
445,Salz::N,соль,sale
446,Suppe::N,суп,zuppa
447,Suppe::N,суп,minestra
448,Honig::N,мед,miele
449,Milch::N,молоко,latte
450,Tee::N,чай,tè
451,Leder::N,кожа,pelle
452,Wolle::N,шерсть,lana
453,Stoff::N,ткань,panno
454,Stoff::N,ткань,tessuto
455,Nadel::N,игла,ago
456,Faden::N,нитка,filo
457,Knopf::N,пуговица,bottone
458,Knoten::N,узел,nodo
459,Farbe::N,краска,pittura
460,Kleidung::N,одежда,vestiti
461,Kleidung::N,одежда,vestiario
462,Hemd::N,рубашка,camicia
463,Kragen::N,воротник,bàvero
464,Kragen::N,воротник,colletto
465,Ärmel::N,рукав,mànica
466,Hose::N,брюки,calzoni
467,Gürtel::N,пояс,cintura
468,Mütze::N,шапка,berretto
469,Schuh::N,ботинок,scarpa
470,Stiefel::N,сапог,stivale
471,Ring::N,кольцо,anello
472,Band::N,лента,nastro
473,Band::N,лента,fettuccia
474,Kamm::N,расческа,pèttine
475,Spiegel::N,зеркало,specchio
476,Riemen::N,ремень,cinghia
477,Schnur::N,веревка,corda
478,Leine::N,поводок,guinzaglio
479,Decke::N,одеяло,coperta
480,Kissen::N,подушка,cuscino
481,Kissen::N,подушка,guanciale
482,Tuch::N,платок,fazzoletto
483,Handtuch::N,полотенце,asciugamano
484,Kraft::N,сила,forza
485,Stärke::N,крепость,forza
486,Stärke::N,крепость,vigore
487,Stärke::N,крепость,fortezza
488,Gesundheit::N,здоровье,salute
489,Krankheit::N,болезнь,malattìa
490,Schmerz::N,боль,dolore
491,Wunde::N,рана,piaga
492,Wunde::N,рана,ferita
493,Fieber::N,лихорадка,febbre
494,Fieber::N,температура,febbre
495,Arznei::N,лекарство,fàrmaco
496,Arznei::N,лекарство,medicina
497,Brücke::N,мост,ponte
498,Brunnen::N,колодец,pozzo
499,Weide::N,пастбище,pàscolo
500,Pfad::N,тропа,sentiero
501,Weg::N,путь,via
502,Weg::N,путь,cammino
503,Weg::N,дорога,via
504,Weg::N,дорога,cammino
505,Straße::N,улица,strada
506,Straße::N,дорога,strada
507,Dorf::N,деревня,paese
508,Dorf::N,деревня,villaggio
509,Stadt::N,город,città
510,Brief::N,письмо,lèttera
511,Buch::N,книга,libro
512,Buchstabe::N,буква,lèttera
513,Zeitung::N,газета,giornale
514,Leben::N,жизнь,vita
515,Tod::N,смерть,morte
516,Grab::N,могила,tomba
517,Grab::N,могила,sepolcro
518,Kirche::N,церковь,chiesa
519,Sünde::N,грех,peccato
520,Gott::N,бог,dio
521,Arbeiter::N,рабочий,operaio
522,Arbeiter::N,рабочий,lavoratore
523,Chef::N,начальник,capo
524,Chef::N,начальник,padrone
525,Meister::N,мастер,mastro
526,Meister::N,мастер,maestro
527,Arzt::N,врач,mèdico
528,Arzt::N,врач,dottore
529,Lehrer::N,учитель,professore
530,Geld::N,деньги,soldi
531,Geld::N,деньги,denaro
532,Geschäft::N,занятие,affare
533,Geschäft::N,занятие,negozio
534,Laden::N,магазин,negozio
535,Preis::N,цена,prezzo
536,Ware::N,товар,merce
537,Nutzen::N,выгода,ùtile
538,Nutzen::N,выгода,profitto
539,Reichtum::N,богатство,ricchezza
540,Welt::N,мир,mondo
541,Land::N,страна,paese
542,Staat::N,государство,Stato
543,König::N,король,re
544,Macht::N,власть,potere
545,Grenze::N,граница,confine
546,Grenze::N,граница,frontiera
547,Krieg::N,война,guerra
548,Feind::N,враг,nemico
549,Gewalt::N,насилие,violenza
550,Kampf::N,борьба,lotta
551,Bogen[Waffe]::N,лук,arco
552,Pfeil::N,стрела,freccia
553,Gewehr::N,ружье,fucile
554,Fehler::N,ошибка,errore
555,Fehler::N,ошибка,sbaglio
556,Lüge::N,ложь,bugìa
557,Lüge::N,ложь,menzogna
558,Schaden::N,вред,danno
559,Unglück::N,беда,sfortuna
560,Schuld::N,вина,colpa
561,Alter::N,возраст,età
562,Schluss::N,окончание,fine
563,Zeit::N,время,tempo
564,Tag::N,день,giorno
565,Tag::N,день,giornata
566,Morgen::N,утро,mattina
567,Mittag::N,полдень,mezzogiorno
568,Abend::N,вечер,sera
569,Abend::N,вечер,serata
570,Nacht::N,ночь,notte
571,Woche::N,неделя,settimana
572,Monat::N,месяц,mese
573,Jahr::N,год,anno
574,Frühling::N,весна,primavera
575,Sommer::N,лето,estate
576,Herbst::N,осень,autunno
577,Winter::N,зима,inverno
578,Januar::N,январь,gennaio
579,Februar::N,февраль,febbraio
580,März::N,март,marzo
581,April::N,апрель,aprile
582,Mai::N,май,maggio
583,Juni::N,июнь,giugno
584,Juli::N,июль,luglio
585,August::N,август,agosto
586,September::N,сентябрь,settembre
587,Oktober::N,октябрь,ottobre
588,November::N,ноябрь,novembre
589,Dezember::N,декабрь,dicembre
590,Montag::N,понедельник,lunedì
591,Dienstag::N,вторник,martedì
592,Mittwoch::N,среда,mercoledì
593,Donnerstag::N,четверг,giovedì
594,Freitag::N,пятница,venerdì
595,Samstag::N,суббота,sàbato
596,Sonntag::N,воскресенье,domenica
597,groß::A,большой,grande
598,klein::A,маленький,pìccolo
599,lang::A,длинный,lungo
600,kurz::A,короткий,corto
601,breit::A,широкий,largo
602,schmal::A,узкий,stretto
603,dicht::A,густой,denso
604,dick[Gegenstand]::A,толстый,spesso
605,dünn::A,тонкий,sottile
606,fein::A,тонкий,fine
607,fein::A,тонкий,delicato
608,fest::A,крепкий,sodo
609,fest::A,крепкий,fisso
610,flach::A,плоский,piano
611,flach::A,плоский,piatto
612,glatt::A,гладкий,liscio
613,hart::A,твердый,duro
614,weich::A,мягкий,molle
615,rund::A,круглый,rotondo
616,spitz::A,остроконечный,aguzzo
617,spitz::A,остроконечный,appuntito
618,scharf::A,острый,affilato
619,scharf::A,острый,tagliente
620,stumpf::A,тупой,smussato
621,schwer::A,тяжелый,pesante
622,schön::A,красивый,bello
623,heiß::A,жаркий,caldo
624,heiß::A,жаркий,bollente
625,warm::A,теплый,caldo
626,kalt::A,холодный,freddo
627,kühl::A,прохладный,fresco
628,frisch::A,свежий,fresco
629,feucht::A,влажный,ùmido
630,nass::A,мокрый,bagnato
631,trocken::A,сухой,secco
632,voll::A,полный,pieno
633,voll::A,наполненный,pieno
634,leer::A,пустой,vuoto
635,offen::A,открытый,aperto
636,geschlossen::A,закрытый,chiuso
637,sauber::A,чистый,netto
638,sauber::A,чистый,pulito
639,schmutzig::A,грязный,sporco
640,schmutzig::A,грязный,sùdicio
641,roh::A,сырой,crudo
642,reif::A,зрелый,maturo
643,lecker::A,вкусный,ghiotto
644,lecker::A,вкусный,squisito
645,süß::A,сладкий,dolce
646,bitter::A,горький,amaro
647,sauer::A,кислый,aspro
648,sauer::A,кислый,acerbo
649,hell::A,светлый,chiaro
650,dunkel::A,темный,buio
651,dunkel::A,темный,oscuro
652,schwarz::A,черный,nero
653,weiß::A,белый,bianco
654,rot::A,красный,rosso
655,gelb::A,желтый,giallo
656,blau::A,синий,blu
657,blau::A,синий,azzurro
658,grün::A,зеленый,verde
659,grau::A,серый,grigio
660,bunt::A,пестрый,variopinto
661,billig::A,дешевый,a buon prezzo
662,billig::A,дешевый,a buon mercato
663,teuer::A,дорогой,caro
664,wertvoll::A,ценный,prezioso
665,blind::A,слепой,cieco
666,taub::A,глухой,sordo
667,kräftig::A,могучий,forte
668,kräftig::A,могучий,robusto
669,stark::A,сильный,forte
670,stark::A,сильный,vigoroso
671,schwach::A,слабый,dèbole
672,fett::A,жирный,grasso
673,schlank::A,стройный,snello
674,schlank::A,стройный,slanciato
675,hübsch::A,прелестный,bello
676,hübsch::A,прелестный,carino
677,böse::A,злой,cattivo
678,dumm::A,глупый,stùpido
679,faul::A,ленивый,pigro
680,fleißig::A,прилежный,diligente
681,geizig::A,жадный,avaro
682,klug::A,умный,intelligente
683,geschickt::A,искусный,àbile
684,lieb::A,милый,caro
685,lustig::A,веселый,gaio
686,lustig::A,веселый,allegro
687,sanft::A,нежный,dolce
688,hungrig::A,голодный,affamato
689,krank::A,больной,malato
690,krank::A,больной,infermo
691,nackt::A,голый,nudo
692,traurig::A,грустный,triste
693,lebendig::A,живой,vivo
694,gut::A,хороший,buono
695,schlecht::A,плохой,cattivo
696,richtig::A,правильный,giusto
697,schlimm::A,отвратительный,grave
698,schlimm::A,мерзкий,grave
699,wahr::A,настоящий,vero
700,alt::A,старый,vecchio
701,neu::A,новый,nuovo
702,ehemalig::A,бывший,vecchio
703,ehemalig::A,бывший,d'una_volta
704,alt[Lebewesen]::A,пожилой,anziano
705,jung::A,молодой,giovane
706,arm::A,бедный,pòvero
707,reich::A,богатый,ricco
708,bekannt::A,знакомый,noto
709,bekannt::A,знакомый,conosciuto
710,berühmt::A,знаменитый,famoso
711,berühmt::A,знаменитый,cèlebre
712,fremd::A,чужой,estràneo
713,fremd::A,чужой,straniero
714,verschieden::A,разный,diverso
715,verschieden::A,разный,differente
716,nah::A,близкий,vicino
717,nah::A,близкий,propinquo
718,fern::A,далекий,lontano
719,linker::A,левый,sinistro
720,rechter::A,правый,destro
721,anderer::A,другой,altro
722,erster::A,первый,primo
723,zweiter::A,второй,secondo
724,dritter::A,третий,terzo
725,letzter::A,последний,ùltimo
726,allein::ADV,один,solo
727,allein::ADV,один,da solo
728,auf einmal::ADV,сразу,insieme
729,zusammen::ADV,вместе,insieme
730,lange::ADV,долго,a lungo
731,plötzlich::ADV,вдруг,all'improvviso
732,sofort::ADV,тотчас,sùbito
733,sofort::ADV,тотчас,all'istante
734,später::ADV,позже,più tardi
735,jetzt::ADV,сейчас,ora
736,jetzt::ADV,сейчас,adesso
737,heute::ADV,сегодня,oggi
738,morgen::ADV,завтра,domani
739,bald::ADV,скоро,presto
740,bald::ADV,скоро,tra poco
741,dann::ADV,потом,allora
742,gestern::ADV,вчера,ieri
743,einst::ADV,однажды,prima
744,einst::ADV,однажды,un tempo
745,damals::ADV,тогда,allora
746,danach::ADV,затем,poi
747,danach::ADV,затем,dopo
748,vorher::ADV,раньше,prima
749,zuerst::ADV,сперва,prima
750,zuerst::ADV,сперва,dapprima
751,einmal::ADV,раз,una volta
752,manchmal::ADV,иногда,talvolta
753,manchmal::ADV,иногда,qualche volta
754,oft::ADV,часто,spesso
755,immer::ADV,всегда,sempre
756,niemals::ADV,никогда,non mai
757,hier::ADV,здесь,qua
758,hierhin::ADV,сюда,qua
759,von hier::ADV,отсюда,ne
760,von hier::ADV,отсюда,da qui
761,dort::ADV,там,lì
762,dorthin::ADV,туда,là
763,geradeaus::ADV,прямо,diritto
764,vorwärts::ADV,вперед,avanti
765,rückwärts::ADV,назад,all'indietro
766,zurück::ADV,обратно,di indietro
767,unten::ADV,внизу,giù
768,unten::ADV,внизу,sotto
769,hinab::ADV,вниз,giù
770,hinab::ADV,вниз,in giù
771,oben::ADV,наверху,su
772,oben::ADV,наверху,sopra
773,hinauf::ADV,вверх,in sù
774,hinauf::ADV,вверх,in alto
775,überall::ADV,везде,dappertutto
776,nicht::ADV,не,non
777,ein wenig::ADV,немного,un po'
778,ein wenig::ADV,немного,un poco
779,kaum::ADV,едва,a appena
780,sehr::ADV,очень,molto
781,so::ADV,так,così
782,so::ADV,так,tanto
783,noch::ADV,еще,ancora
784,nur::ADV,только,solo
785,nur::ADV,только,soltanto
786,schon::ADV,уже,già
787,wieder::ADV,опять,di nuovo
788,vergebens::ADV,напрасно,invano
789,vor::PRP,перед,davanti a
790,hinter::PRP,за,dietro
791,hinter::PRP,позади,dietro
792,unter::PRP,под,sotto
793,durch::PRP,сквозь,per
794,durch::PRP,сквозь,attraverso
795,neben::PRP,возле,a accanto a
796,zwischen::PRP,между,fra
797,wegen::PRP,из-за,a causa di
798,dies::PRN,это,ciò
799,dies::PRN,это,questo
800,das::PRN,то,ciò
801,das::PRN,то,quello
802,alles::PRN,все,tutto
803,ich::PRN,я,ìo
804,du::PRN,ты,tu
805,er::PRN,он,lui
806,er::PRN,он,egli
807,wir::PRN,мы,noi
808,ihr::PRN,вы,voi
809,sie::PRN,они,loro
810,was::FPRN,что,che
811,was::FPRN,что,che cosa
812,wer::FPRN,кто,chi
813,wo::FADV,где,dove
814,wohin::FADV,куда,dove
815,wie::FADV,как,come
816,warum::FADV,почему,perche
817,wieviel::FNUM,сколько,quanto
818,eins::NUM,один,uno
819,zwei::NUM,два,due
820,drei::NUM,три,tre
821,vier::NUM,четыре,quattro
822,fünf::NUM,пять,cinque
823,sechs::NUM,шесть,sei
824,sieben::NUM,семь,sette
825,acht::NUM,восемь,otto
826,neun::NUM,девять,nove
827,zehn::NUM,десять,dieci
828,elf::NUM,одиннадцать,ùndici
829,zwölf::NUM,двенадцать,dodici
830,zwanzig::NUM,двадцать,venti
831,dreißig::NUM,тридцать,trenta
832,vierzig::NUM,сорок,quaranta
833,fünfzig::NUM,пятьдесят,cinquanta
834,sechzig::NUM,шестьдесят,sessanta
835,siebzig::NUM,семьдесят,settanta
836,achtzig::NUM,восемьдесят,ottanta
837,neunzig::NUM,девяносто,novanta
838,hundert::NUM,сто,cento
839,tausend::NUM,тысяча,mille
840,und::CNJ,и,e
841,oder::CNJ,или,o
842,oder::CNJ,либо,o
843,stehen::V,стоять,stare in piedi
844,sitzen::V,сидеть,sedere
845,sitzen::V,сидеть,stare seduto
846,liegen::V,лежать,giacere
