,Concept_ID,pl,et
115,Gipfel::N,szczyt,mäetipp
116,Gipfel::N,wierzchołek,mäetipp
117,Höhle::N,pieczara,koobas
118,Abhang::N,stok,nõlvak
119,Abhang::N,zbocze,nõlvak
120,Quelle::N,zdrój,allikas
121,Quelle::N,źródło,allikas
122,Bach::N,potok,oja
123,Bach::N,strumień,oja
124,Fluss::N,rzeka,jõgi
125,Ufer::N,brzeg,kallas
126,Küste::N,wybrzeże,rannik
127,Festland::N,ląd,mander
128,Festland::N,ląd,maismaa
129,Meer::N,morze,meri
130,Bucht::N,zatoka,laht
131,Insel::N,wyspa,saar
132,Blume::N,kwiat,lill
133,Gras::N,trawa,rohi
134,Wurzel::N,korzeń,juur
135,Baum::N,drzewo,puu
136,Stamm::N,pień,tüvi
137,Rinde::N,kora,koor
138,Ast::N,gałąź,oks
139,Zweig::N,gałąź,oks
140,Blatt::N,liść,leht
141,Birke::N,brzoza,kask
142,Kiefer[Baum]::N,sosna,mänd
143,Weide[Baum]::N,wierzba,paju
144,Tanne::N,jodła,nulg
145,Horn::N,róg,sarv
146,Feder::N,pióro,sulg
147,Fell::N,futro,karvkate
148,Fell::N,futro,karusnahk
149,Flügel::N,skrzydło,tiib
150,Flügel::N,skrzydło,tiivik
151,Klaue::N,szpon,küüs
152,Kralle::N,pazur,küünis
153,Schwanz::N,ogon,saba
154,Ei::N,jajko,muna
155,Nest::N,gniazdo,pesa
156,Bau::N,nora,urg
157,Tier::N,zwierzę,loom
158,Herde::N,stado,kari
159,Herde::N,trzoda,kari
160,Kuh::N,krowa,lehm
161,Bulle::N,byk,pull
162,Pferd::N,koń,hobune
163,Schaf::N,owca,lammas
164,Schwein::N,świnia,siga
165,Hund::N,pies,koer
166,Katze::N,kot,kass
167,Katze::N,kotka,kass
168,Bär::N,niedźwiedż,karu
169,Eichhörnchen::N,wiewiórka,orav
170,Elch::N,łóś,põder
171,Fuchs::N,lis,rebane
172,Hase::N,zając,jänes
173,Maus::N,mysz,hiir
174,Wolf::N,wilk,hunt
175,Vogel::N,ptak,lind
176,Schwarm::N,stado,parv
177,Huhn::N,kura,kana
178,Hahn::N,kogut,kukk
179,Gans::N,gęś,hani
180,Adler::N,orzeł,kotkas
181,Ente::N,kaczka,part
182,Eule::N,sowa,kakk
183,Eule::N,sowa,öökull
184,Kranich::N,żuraw,kurg
185,Krähe::N,wrona,vares
186,Kuckuck::N,kukułka,kägu
187,Schwan::N,łabędż,luik
188,Fisch::N,ryba,kala
189,Barsch::N,okoń,ahven
190,Hecht::N,szczupak,haug
191,Schlange[Tier]::N,wąż,uss
192,Schlange[Tier]::N,żmija,uss
193,Wurm::N,robak,uss
194,Wurm::N,robak,vagel
195,Spinne::N,pająk,ämblik
196,Ameise::N,mrówka,sipelgas
197,Laus::N,wesz,täi
198,Mücke::N,komar,sääsk
199,Fliege::N,mucha,kärbes
200,Schmetterling::N,motyl,liblikas
201,Beere::N,jagoda,mari
202,Apfel::N,jabłko,õun
203,Pilz::N,grzyb,seen
204,Zwiebel::N,cebula,sibul
205,Saat::N,siew,seeme
206,Korn::N,ziarno,iva
207,Korn::N,ziarno,tera
208,Heu::N,siano,hein
209,Schale::N,łupina,koor
210,Grube::N,dół,kaevand
211,Grube::N,jama,kaevand
212,Falle::N,pułapka,lõks
213,Falle::N,pułapka,püünis
214,Schlinge::N,sidła,aas
215,Spur::N,ślad,jälg
216,Asche::N,popiół,tuhk
217,Dreck::N,brud,saast
218,Dreck::N,brud,mustus
219,Eisen::N,żelazo,raud
220,Gold::N,złoto,kuld
221,Silber::N,srebro,hõbe
222,Kohle::N,węgiel,süsi
223,Glas::N,szkło,klaas
224,Lehm::N,glina,savi
225,Sand::N,piasek,liiv
226,Mensch::N,człowiek,inimene
227,Mann::N,mężczyzna,mees
228,Frau::N,kobieta,naine
229,Kind::N,dziecko,laps
230,Junge::N,chłopak,poiss
231,Junge::N,chłopiec,poiss
232,Mädchen::N,dziewczynka,tüdruk
233,Familie::N,rodzina,perekond
234,Großvater::N,dziadek,vanaisa
235,Großmutter::N,babka,vanaema
236,Eltern::N,rodzice,vanemad
237,Vater::N,ojciec,isa
238,Mutter::N,matka,ema
239,Sohn::N,syn,poeg
240,Tochter::N,córka,tütar
241,Bruder::N,brat,vend
242,Schwester::N,siostra,õde
243,Onkel::N,wuj,onu
244,Onkel::N,stryj,onu
245,Tante::N,ciotka,tädi
246,Ehemann::N,mąż,mees
247,Ehemann::N,mąż,abikaasa
248,Ehefrau::N,żona,naine
249,Ehefrau::N,żona,abikaasa
250,Freude::N,radość,rõõm
251,Gelächter::N,śmiech,naer
252,Glück::N,szczęście,õnn
253,Kummer::N,zmartwienie,mure
254,Kummer::N,zmartwienie,kurbus
255,Wunsch::N,życzenie,soov
256,Lust::N,chęć,himu
257,Lust::N,ochota,himu
258,Geist::N,duch,vaim
259,Gedanke::N,myśl,mõte
260,Gedächtnis::N,pamięć,mälu
261,Verstand::N,rozum,aru
262,Verstand::N,rozum,mõistus
263,Sinn::N,zmysł,tähendus
264,Grund::N,powód,põhjus
265,Wahrheit::N,prawda,tõde
266,Gespräch::N,rozmowa,kõne
267,Gespräch::N,rozmowa,vestlus
268,Märchen::N,bajka,muinasjutt
269,Erzählung::N,opowiadanie,jutustus
270,Nachricht::N,wiadomość,teade
271,Neuigkeit::N,nowina,uudis
272,Name::N,imię,nimi
273,Rätsel::N,zagadka,mõistatus
274,Rede::N,mowa,kõne
275,Sprache::N,język,keel
276,Stimme::N,głos,hääl
277,Wort::N,słowo,sõna
278,Zeichen::N,znak,märk
279,Ruf::N,wołanie,hüüe
280,Lärm::N,hałas,müra
281,Lärm::N,zgiełk,müra
282,Laut::N,dźwięk,hääl
283,Ton::N,ton,toon
284,Ton::N,dźwięk,toon
285,Lied::N,pieśń,laul
286,Lied::N,piosenka,laul
287,Ruhe::N,spokój,rahu
288,Ruhe::N,spokój,vaikus
289,Leute::N,ludzie,inimesed
290,Volk::N,naród,rahvas
291,Arbeit::N,praca,töö
292,Arbeit::N,robota,töö
293,Gast::N,gość,külaline
294,Geschenk::N,prezent,kingitus
295,Geschenk::N,podarunek,kingitus
296,Spiel::N,gra,mäng
297,Spiel::N,zabawa,mäng
298,Gesellschaft::N,towarzystwo,selts
299,Hilfe::N,pomoc,abi
300,Freund::N,przyjaciel,sõber
301,Kamerad::N,kolega,sõber
302,Angelegenheit::N,sprawa,asi
303,Anzahl::N,ilość,arv
304,Anzahl::N,ilość,hulk
305,Art::N,rodzaj,liik
306,Stück::N,kawałek,tükk
307,Teil::N,część,osa
308,Hälfte::N,połowa,pool
309,Kreis::N,krąg,ring
310,Kreuz::N,krzyż,rist
311,Linie::N,linia,joon
312,Strich::N,kreska,joon
313,Abstand::N,odstęp,vahe
314,Entfernung::N,odległość,kaugus
315,Entfernung::N,odległość,vahemaa
316,Gegend::N,okolica,ümbrus
317,Platz::N,miejsce,ruum
318,Ort::N,miejsce,paik
319,Seite::N,bok,pool
320,Seite::N,strona,pool
321,Mitte::N,środek,keskpaik
322,Gegenstand::N,przedmiot,ese
323,Sache::N,rzecz,ese
324,Rand::N,skraj,äär
325,Rand::N,skraj,serv
326,Rand::N,krawędź,äär
327,Rand::N,krawędź,serv
328,Kante::N,kant,kant
329,Kante::N,krawędź,kant
330,Ecke::N,róg,nurk
331,Spitze::N,ostrze,teravik
332,Ende::N,koniec,ots
333,Ende::N,koniec,jupp
334,Loch::N,dziura,auk
335,Winkel::N,kąt,nurk
336,Winkel::N,kącik,nurk
337,Muster::N,wzór,muster
338,Größe::N,rozmiar,suurus
339,Größe::N,wielkość,suurus
340,Länge::N,długość,pikkus
341,Höhe::N,wysokość,kõrgus
342,Gewicht::N,ciężar,kaal
343,Gewicht::N,ciężar,raskus
344,Menge::N,ilość,arv
345,Menge::N,ilość,hulk
346,Haufen::N,kupa,hunnik
347,Reihe::N,rząd,rivi
348,Reihe::N,szereg,rivi
349,Boot::N,łódź,paat
350,Boot::N,łódka,paat
351,Ruder::N,wiosło,aer
352,Schlitten::N,sanki,saan
353,Ski::N,narta,suusk
354,Lagerfeuer::N,ognisko,lõke
355,Last::N,ciężar,koorem
356,Last::N,brzemię,koorem
357,Gang::N,chód,käik
358,Schritt::N,krok,samm
359,Norden::N,północ,põhi
360,Süden::N,południe,lõuna
361,Westen::N,zachód,lääs
362,Osten::N,wschód,ida
363,Holz::N,drzewo,puu
364,Brett::N,deska,saelaud
365,Platte::N,płyta,plaat
366,Stütze::N,podpora,tugi
367,Stange::N,drąg,latt
368,Stange::N,drąg,teivas
369,Stange::N,żerdź,latt
370,Stange::N,żerdź,teivas
371,Stock::N,kij,kepp
372,Stock::N,laska,kepp
373,Stab::N,pręt,varras
374,Rohr::N,rura,toru
375,Haus::N,dom,maja
376,Heim::N,dom,kodu
377,Ofen::N,piec,ahi
378,Fußboden::N,podłoga,põrand
379,Tisch::N,stół,laud
380,Stuhl::N,krzesło,tool
381,Wiege::N,kołyska,häll
382,Wiege::N,kołyska,kätki
383,Bett::N,łóżko,voodi
384,Bett::N,pościel,voodi
385,Regal::N,regał,riiul
386,Kiste::N,skrzynia,kast
387,Fenster::N,okno,aken
388,Tür::N,drzwi,uks
389,Tor::N,brama,värav
390,Zaun::N,płot,aed
391,Zaun::N,płot,tara
392,Zaun::N,parkan,aed
393,Zaun::N,parkan,tara
394,Dach::N,dach,katus
395,Leiter::N,drabina,redel
396,Besen::N,miotła,luud
397,Spaten::N,rydel,labidas
398,Schaufel::N,łopata,kühvel
399,Gabel::N,widelec,kahvel
400,Löffel::N,łyżka,lusikas
401,Messer::N,nóż,nuga
402,Nagel::N,gwóźdź,nael
403,Netz::N,sieć,võrk
404,Haken::N,hak,haak
405,Haken::N,hak,konks
406,Griff::N,chwyt,sang
407,Griff::N,chwyt,käepide
408,Schloss::N,zamek,lukk
409,Bild::N,obraz,pilt
410,Figur::N,figura,kuju
411,Figur::N,figura,kujund
412,Puppe::N,lalka,nukk
413,Beutel::N,torba,paun
414,Bündel::N,wiązka,kimp
415,Tasche::N,torba,kott
416,Eimer::N,kubeł,pang
417,Eimer::N,kubeł,ämber
418,Eimer::N,wiadro,pang
419,Eimer::N,wiadro,ämber
420,Deckel::N,przykrywka,kaas
421,Geschirr::N,statki,nõud
422,Geschirr::N,naczynia,nõud
423,Sack::N,worek,kott
424,Tasse::N,filiżanka,tass
425,Topf::N,garnek,pada
426,Kessel::N,kocioł,pada
427,Essen::N,jedzenie,söök
428,Nahrung::N,pokarm,toit
429,Nahrung::N,pożywienie,toit
430,Speise::N,potrawa,roog
431,Speise::N,jedzenie,roog
432,Fleisch::N,mięso,liha
433,Getreide::N,zboże,teravili
434,Brei::N,kasza,puder
435,Brot::N,chleb,sai
436,Brot::N,chleb,leib
437,Scheibe::N,kromka,viil
438,Scheibe::N,kromka,viilukas
439,Fett::N,tłuszcz,rasv
440,Butter::N,masło,või
441,Öl::N,olej,õli
442,Salz::N,sól,sool
443,Suppe::N,zupa,supp
444,Honig::N,miód,mesi
445,Milch::N,mleko,piim
446,Tee::N,herbata,tee
447,Leder::N,skóra,nahk
448,Wolle::N,wełna,vill
449,Stoff::N,tkanina,kangas
450,Stoff::N,materiał,kangas
451,Nadel::N,igła,nõel
452,Faden::N,nić,niit
453,Faden::N,nitka,niit
454,Knopf::N,guzik,nööp
455,Knoten::N,węzeł,sõlm
456,Farbe::N,farba,värv
457,Kleidung::N,odzież,riided
458,Kleidung::N,odzież,riietus
459,Hemd::N,koszula,särk
460,Kragen::N,kołnierz,krae
461,Ärmel::N,rękaw,varrukas
462,Hose::N,spodnie,püksid
463,Gürtel::N,pasek,vöö
464,Mütze::N,czapka,müts
465,Schuh::N,but,king
466,Schuh::N,bucik,king
467,Stiefel::N,but,saabas
468,Stiefel::N,kozak,saabas
469,Ring::N,pierścień,sõrmus
470,Band::N,wstęga,lint
471,Kamm::N,grzebień,kamm
472,Spiegel::N,lustro,peegel
473,Riemen::N,rzemień,rihm
474,Schnur::N,sznur,nöör
475,Leine::N,smycz,jalutusrihm
476,Decke::N,kołdra,tekk
477,Kissen::N,poduszka,padi
478,Tuch::N,chustka,kalev
479,Handtuch::N,ręcznik,käterätik
480,Kraft::N,moc,jõud
481,Kraft::N,siła,jõud
482,Stärke::N,moc,tugevus
483,Stärke::N,siła,tugevus
484,Gesundheit::N,zdrowie,tervis
485,Krankheit::N,choroba,haigus
486,Schmerz::N,ból,valu
487,Wunde::N,rana,haav
488,Fieber::N,gorączka,palavik
489,Arznei::N,lekarstwo,ravim
490,Brücke::N,most,sild
491,Brunnen::N,studnia,kaev
492,Weide::N,pastwisko,karjamaa
493,Pfad::N,ścieżka,rada
494,Weg::N,droga,tee
495,Straße::N,ulica,tee
496,Dorf::N,wieś,küla
497,Stadt::N,miasto,linn
498,Brief::N,list,kiri
499,Buch::N,książka,raamat
500,Buchstabe::N,litera,täht
501,Zeitung::N,gazeta,ajaleht
502,Zeitung::N,dziennik,ajaleht
503,Leben::N,życie,elu
504,Tod::N,śmierć,surm
505,Grab::N,grób,haud
506,Kirche::N,kościół,kirik
507,Sünde::N,grzech,patt
508,Gott::N,bóg,jumal
509,Arbeiter::N,robotnik,tööline
510,Chef::N,szef,ülemus
511,Chef::N,szef,juhataja
512,Meister::N,mistrz,meister
513,Meister::N,majster,meister
514,Arzt::N,lekarz,arst
515,Lehrer::N,nauczyciel,õpetaja
516,Geld::N,pieniądze,raha
517,Geschäft::N,sprawa,äri
518,Geschäft::N,interes,äri
519,Laden::N,sklep,pood
520,Laden::N,sklep,kauplus
521,Preis::N,cena,hind
522,Ware::N,towar,kaup
523,Nutzen::N,pożytek,tulu
524,Nutzen::N,pożytek,kasulikkus
525,Reichtum::N,bogactwo,rikkus
526,Welt::N,świat,maailm
527,Land::N,kraj,maa
528,Staat::N,państwo,riik
529,König::N,król,kuningas
530,Macht::N,władza,võim
531,Grenze::N,granica,piir
532,Krieg::N,wojna,sõda
533,Feind::N,wróg,vaenlane
534,Gewalt::N,władza,väevõim
535,Kampf::N,bój,võitlus
536,Kampf::N,walka,võitlus
537,Bogen[Waffe]::N,łuk,vibu
538,Pfeil::N,strzała,nool
539,Gewehr::N,karabin,püss
540,Fehler::N,błąd,viga
541,Lüge::N,kłamstwo,vale
542,Schaden::N,szkoda,kahju
543,Unglück::N,nieszczęście,häda
544,Unglück::N,nieszczęście,õnnetus
545,Schuld::N,wina,süü
546,Alter::N,wiek,iga
547,Schluss::N,koniec,lõpp
548,Schluss::N,zakończenie,lõpp
549,Zeit::N,czas,aeg
550,Tag::N,dzień,päev
551,Morgen::N,ranek,hommik
552,Morgen::N,poranek,hommik
553,Mittag::N,południe,lõuna
554,Mittag::N,południe,keskpäev
555,Abend::N,wieczór,õhtu
556,Nacht::N,noc,öö
557,Woche::N,tydzień,nädal
558,Monat::N,miesiąc,kuu
559,Jahr::N,rok,aasta
560,Frühling::N,wiosna,kevad
561,Sommer::N,lato,suvi
562,Herbst::N,jesień,sügis
563,Winter::N,zima,talv
564,Januar::N,styczeń,jaanuar
565,Februar::N,luty,veebruar
566,März::N,marzec,märts
567,April::N,kwiecień,aprill
568,Mai::N,maj,mai
569,Juni::N,czerwiec,juuni
570,Juli::N,lipiec,juuli
571,August::N,sierpień,august
572,September::N,wrzesień,september
573,Oktober::N,październik,oktoober
574,November::N,listopad,november
575,Dezember::N,grudzień,detsember
576,Montag::N,poniedziałek,esmaspäev
577,Dienstag::N,wtorek,teisipäev
578,Mittwoch::N,środa,kesknädal
579,Donnerstag::N,czwartek,neljapäev
580,Freitag::N,piątek,reede
581,Samstag::N,sobota,laupäev
582,Sonntag::N,niedziela,pühapäev
583,groß::A,duży,suur
584,groß::A,wielki,suur
585,klein::A,mały,väike
586,klein::A,mały,pisike
587,lang::A,długi,pikk
588,kurz::A,krótki,lühike
589,breit::A,szeroki,lai
590,schmal::A,wąski,kitsas
591,dicht::A,gęsty,tihe
592,dick[Gegenstand]::A,gruby,jäme
593,dünn::A,cienki,õhuke
594,dünn::A,cienki,peenike
595,fein::A,drobny,peen
596,fein::A,drobny,õhuke
597,fest::A,mocny,püsiv
598,fest::A,mocny,kindel
599,fest::A,twardy,püsiv
600,fest::A,twardy,kindel
601,flach::A,płaski,lame
602,flach::A,płaski,tasane
603,glatt::A,gładki,sile
604,hart::A,twardy,kõva
605,weich::A,miękki,pehme
606,rund::A,okrągły,ümar
607,spitz::A,spiczasty,torkav
608,scharf::A,ostry,terav
609,stumpf::A,tępy,nüri
610,schwer::A,ciężki,raske
611,schön::A,ładny,kena
612,schön::A,piękny,kena
613,heiß::A,gorący,kuum
614,heiß::A,gorący,palav
615,warm::A,ciepły,soe
616,kalt::A,zimny,külm
617,kühl::A,chłodny,jahe
618,frisch::A,świeży,värske
619,feucht::A,wilgotny,niiske
620,nass::A,mokry,märg
621,trocken::A,suchy,kuiv
622,voll::A,pełny,täis
623,leer::A,pusty,tühi
624,leer::A,próżny,tühi
625,offen::A,otwarty,avatud
626,offen::A,otwarty,lahtine
627,geschlossen::A,zamknięty,suletud
628,sauber::A,czysty,puhas
629,schmutzig::A,brudny,räpane
630,schmutzig::A,brudny,määrdunud
631,roh::A,surowy,toores
632,reif::A,dojrzały,küps
633,lecker::A,smaczny,hõrk
634,lecker::A,smaczny,maitsev
635,süß::A,słodki,magus
636,bitter::A,gorzki,mõru
637,sauer::A,kwaśny,hapu
638,hell::A,jasny,hele
639,dunkel::A,ciemny,pime
640,schwarz::A,czarny,must
641,weiß::A,biały,valge
642,rot::A,czerwony,punane
643,gelb::A,żółty,kollane
644,blau::A,błękitny,sinine
645,blau::A,niebieski,sinine
646,grün::A,zielony,roheline
647,grau::A,szary,hall
648,bunt::A,barwny,kirju
649,bunt::A,barwny,värviline
650,billig::A,tani,odav
651,teuer::A,drogi,kallis
652,wertvoll::A,cenny,väärtuslik
653,blind::A,ślepy,pime
654,taub::A,głuchy,kurt
655,kräftig::A,mocny,jõuline
656,stark::A,silny,tugev
657,schwach::A,słaby,nõrk
658,schwach::A,słaby,jõuetu
659,fett::A,tłusty,rasvane
660,schlank::A,smukły,sale
661,hübsch::A,ładny,kena
662,böse::A,zły,tige
663,dumm::A,głupi,juhm
664,dumm::A,głupi,rumal
665,faul::A,leniwy,laisk
666,fleißig::A,pilny,virk
667,fleißig::A,pilny,hoolas
668,geizig::A,skąpy,ihne
669,klug::A,mądry,tark
670,klug::A,mądry,arukas
671,klug::A,mądry,mõistlik
672,geschickt::A,zręczny,osav
673,lieb::A,miły,armas
674,lustig::A,wesoły,lõbus
675,sanft::A,łagodny,õrn
676,hungrig::A,głodny,näljane
677,krank::A,chory,haige
678,nackt::A,nagi,alasti
679,traurig::A,smutny,kurb
680,lebendig::A,żywy,elus
681,gut::A,dobry,hea
682,schlecht::A,zły,halb
683,richtig::A,słuszny,õige
684,richtig::A,właściwy,õige
685,schlimm::A,zły,paha
686,wahr::A,prawdziwy,tõene
687,alt::A,stary,vana
688,neu::A,nowy,uus
689,ehemalig::A,były,endine
690,alt[Lebewesen]::A,stary,vana
691,jung::A,młody,noor
692,arm::A,ubogi,vaene
693,arm::A,biedny,vaene
694,reich::A,bogaty,rikas
695,bekannt::A,znany,teada
696,bekannt::A,znany,tuttav
697,berühmt::A,słynny,tuntud
698,fremd::A,obcy,võõras
699,fremd::A,cudzy,võõras
700,verschieden::A,różny,erinev
701,nah::A,bliski,lähedane
702,fern::A,daleki,kauge
703,linker::A,lewy,vasak
704,rechter::A,prawy,parem
705,anderer::A,inny,muu
706,anderer::A,inny,teine
707,erster::A,pierwszy,esimene
708,zweiter::A,drugi,teine
709,dritter::A,trzeci,kolmas
710,letzter::A,ostatni,viimane
711,allein::ADV,sam,üksi
712,auf einmal::ADV,naraz,korraga
713,auf einmal::ADV,naraz,ühekorraga
714,zusammen::ADV,razem,koos
715,zusammen::ADV,razem,üheskoos
716,lange::ADV,długo,kaua
717,plötzlich::ADV,nagle,äkki
718,plötzlich::ADV,nagle,järsku
719,sofort::ADV,natychmiast,kohe
720,später::ADV,później,hiljem
721,jetzt::ADV,teraz,nüüd
722,jetzt::ADV,obecnie,nüüd
723,heute::ADV,dziś,täna
724,heute::ADV,dzisiaj,täna
725,morgen::ADV,jutro,homme
726,bald::ADV,wkrótce,pea
727,bald::ADV,wkrótce,varsti
728,dann::ADV,potem,siis
729,gestern::ADV,wczoraj,eile
730,einst::ADV,kiedyś,vanasti
731,einst::ADV,niegdyś,vanasti
732,damals::ADV,wtedy,tookord
733,damals::ADV,wówczas,tookord
734,danach::ADV,następnie,seejärel
735,vorher::ADV,przedtem,enne
736,zuerst::ADV,naprzód,enne
737,zuerst::ADV,naprzód,esmalt
738,zuerst::ADV,najpierw,enne
739,zuerst::ADV,najpierw,esmalt
740,einmal::ADV,raz,kord
741,einmal::ADV,raz,üks kord
742,manchmal::ADV,czasem,mõnikord
743,oft::ADV,często,tihti
744,oft::ADV,często,sageli
745,immer::ADV,zawsze,ikka
746,immer::ADV,zawsze,alati
747,niemals::ADV,nigdy,mitte kunagi
748,hier::ADV,tu,siin
749,hier::ADV,tutaj,siin
750,hierhin::ADV,tu,siia
751,von hier::ADV,stąd,siit
752,dort::ADV,tam,seal
753,dorthin::ADV,tam,sinna
754,geradeaus::ADV,prosto,otse edasi
755,vorwärts::ADV,naprzód,edasi
756,rückwärts::ADV,wstecz,tagurpidi
757,zurück::ADV,z powrotem,tagasi
758,unten::ADV,u dołu,all
759,unten::ADV,u dołu,allpool
760,unten::ADV,na dole,all
761,unten::ADV,na dole,allpool
762,hinab::ADV,na_dół,alla
763,hinab::ADV,w_dół,alla
764,oben::ADV,w górze,ülal
765,oben::ADV,na górze,ülal
766,hinauf::ADV,w górę,üles
767,hinauf::ADV,na górę,üles
768,überall::ADV,wszędzie,kõikjal
769,nicht::ADV,nie,ei
770,nicht::ADV,nie,mitte
771,ein wenig::ADV,trochę,veidi
772,ein wenig::ADV,trochę,natuke
773,kaum::ADV,ledwie,vaevalt
774,kaum::ADV,prawie nie,vaevalt
775,sehr::ADV,bardzo,väga
776,so::ADV,tak,nii
777,noch::ADV,jeszcze,veel
778,nur::ADV,tylko,ainult
779,schon::ADV,już,juba
780,wieder::ADV,znów,jälle
781,wieder::ADV,znowu,jälle
782,vergebens::ADV,na próżno,asjata
783,vor::PRP,przed,ees
784,hinter::PRP,za,taha
785,unter::PRP,pod,all
786,durch::PRP,przez,läbi
787,durch::PRP,przez,kaudu
788,neben::PRP,obok,kõrval
789,zwischen::PRP,między,vahel
790,wegen::PRP,z powodu,tõttu
791,wegen::PRP,z powodu,pärast
792,dies::PRN,to,see
793,das::PRN,to,see
794,alles::PRN,wszystko,kõik
795,ich::PRN,ja,mina
796,du::PRN,ty,sina
797,er::PRN,on,tema
798,wir::PRN,my,me
799,ihr::PRN,wy,te
800,sie::PRN,oni,nad
801,was::FPRN,co,mis
802,wer::FPRN,kto,kes
803,wo::FADV,gdzie,kus
804,wohin::FADV,dokąd,kuhu
805,wie::FADV,jak,kuidas
806,warum::FADV,dlaczego,miks
807,wieviel::FNUM,ile,mitu
808,wieviel::FNUM,ile,kui palju
809,eins::NUM,jeden,üks
810,zwei::NUM,dwa,kaks
811,drei::NUM,trzy,kolm
812,vier::NUM,cztery,neli
813,fünf::NUM,pięć,viis
814,sechs::NUM,sześć,kuus
815,sieben::NUM,siedem,seitse
816,acht::NUM,osiem,kaheksa
817,neun::NUM,dziewięć,üheksa
818,zehn::NUM,dziesięć,kümme
819,elf::NUM,jedenaście,üksteist
820,zwölf::NUM,dwanaście,kaksteist
821,zwanzig::NUM,dwadzieścia,kakskümmend
822,dreißig::NUM,trzydzieści,kolmkümmend
823,vierzig::NUM,czterdzieści,nelikümmend
824,fünfzig::NUM,pięćdziesiąt,viiskümmend
825,sechzig::NUM,sześćdziesiąt,kuuskümmend
826,siebzig::NUM,siedemdziesiąt,seitsekümmend
