,Concept_ID,ro,uz
61,Schlaf::N,somn,uyqu
62,Traum::N,vis,tush
63,Himmel::N,cer,osmon
64,Sonne::N,soare,quyosh
65,Mond::N,lună,oy
66,Stern::N,stea,yulduz
67,Luft::N,aer,havo
68,Wind::N,vânt,el
69,Welle::N,val,to'lqin
70,Welle::N,undă,to'lqin
71,Wasser::N,apă,suv
72,Stein::N,piatră,tosh
73,Boden::N,sol,tuproq
74,Boden::N,pământ,tuproq
75,Erde::N,pământ,er
76,Staub::N,praf,chang
77,Rauch::N,fum,tutun
78,Funke::N,scânteie,yalt
79,Feuer::N,foc,o't
80,Licht::N,lumină,yorug'
81,Schatten::N,umbră,soya
82,Wetter::N,timp,havo
83,Wetter::N,vreme,havo
84,Nebel::N,ceață,tuman
85,Nebel::N,negură,tuman
86,Wolke::N,nor,bulut
87,Regen::N,ploaie,yomg'ir
88,Schnee::N,zăpadă,qor
89,Eis::N,gheață,muz
90,Frost::N,ger,ajoz
91,Kälte::N,frig,ajoz
92,Hitze::N,arșiță,issiq
93,Hitze::N,căldură,issiq
94,Raureif::N,chiciură,qirov
95,Regenbogen::N,curcubeu,kamalak
96,Donner::N,tunet,guldur
97,Strömung::N,curent,oqim
98,Tropfen::N,picătură,tomchi
99,Schaum::N,spumă,ko'pik
100,Schmutz::N,murdărie,gard
101,See::N,lac,ko'l
102,Sumpf::N,mlaștină,botqoq
103,Moor::N,bărăgan,qir-adir
104,Wiese::N,fânaț,o'tzor
105,Wiese::N,livadă,o'tzor
106,Wald::N,codru,o'rmon
107,Wald::N,pădure,o'rmon
108,Hügel::N,deal,tepa
109,Hügel::N,movilă,tepa
110,Anhöhe::N,deal,adir
111,Anhöhe::N,ridicătură,adir
112,Berg::N,munte,tog'
113,Gipfel::N,pisc,cho'qqi
114,Höhle::N,peșteră,kavak
115,Abhang::N,pantă,to'sh
116,Abhang::N,versant,to'sh
117,Quelle::N,izvor,buloq
118,Bach::N,gârlă,o'zan
119,Fluss::N,râu,daryo
120,Fluss::N,fluviu,daryo
121,Ufer::N,mal,sohil
122,Ufer::N,țărm,sohil
123,Küste::N,coastă,qirg'oq
124,Festland::N,uscat,materik
125,Meer::N,mare,dengiz
126,Bucht::N,golf,qo'ltiq
127,Insel::N,insulă,orol
128,Blume::N,floare,gul
129,Gras::N,iarbă,sabza
130,Wurzel::N,rădăcină,tub
131,Wurzel::N,rădăcină,tomir
132,Baum::N,copac,daraxt
133,Baum::N,arbore,daraxt
134,Stamm::N,tulpină,o'simta
135,Rinde::N,scoarță,qobiq
136,Ast::N,cracă,shox
137,Ast::N,creangă,shox
138,Zweig::N,ramură,butoq
139,Zweig::N,creangă,butoq
140,Blatt::N,frunză,barg
141,Birke::N,mesteacăn,qayin
142,Kiefer[Baum]::N,pin,qarag'ay
143,Weide[Baum]::N,salcie,shum
144,Weide[Baum]::N,răchită,shum
145,Tanne::N,brad,archa
146,Horn::N,corn,mugiz
147,Feder::N,pană,par
148,Fell::N,piele,mo'yna
149,Flügel::N,aripă,qanot
150,Klaue::N,gheară,tirnoq
151,Kralle::N,labă,tirnoq
152,Kralle::N,gheară,tirnoq
153,Schwanz::N,coadă,quyruq
154,Ei::N,ou,tuxum
155,Nest::N,cuib,oshyon
156,Bau::N,bârlog,o'pqon
157,Bau::N,vizuină,o'pqon
158,Tier::N,animal,hayvon
159,Herde::N,turmă,gala
160,Herde::N,cireadă,gala
161,Kuh::N,vacă,inak
162,Bulle::N,taur,ho'kiz
163,Pferd::N,cal,ot
164,Schaf::N,oaie,qo'y
165,Schwein::N,porc,cho'chqa
166,Hund::N,câine,it
167,Katze::N,pisică,mushuk
168,Bär::N,urs,ayiq
169,Eichhörnchen::N,veveriță,tiyin
170,Elch::N,elan,los
171,Fuchs::N,vulpe,tulki
172,Hase::N,iepure,kuyon
173,Maus::N,șoarece,sichqon
174,Wolf::N,lup,bo'ri
175,Vogel::N,pasăre,qush
176,Schwarm::N,cârd,to'da
177,Huhn::N,găină,tovuq
178,Hahn::N,cocoș,xo'roz
179,Gans::N,gâscă,g'oz
180,Adler::N,vultur,burgut
181,Ente::N,rață,o'rdak
182,Eule::N,bufniță,boyo'g'li
183,Kranich::N,cocor,turna
184,Krähe::N,cioară,qarg'a
185,Kuckuck::N,cuc,kakku
186,Schwan::N,lebădă,oqkush
187,Fisch::N,pește,baliq
188,Barsch::N,biban,olabug'a
189,Hecht::N,știucă,cho'rtan
190,Schlange[Tier]::N,șarpe,ilon
191,Wurm::N,vierme,qurt
192,Spinne::N,păianjen,o'rgimchak
193,Ameise::N,furnică,chumoli
194,Laus::N,păduche,bit
195,Mücke::N,țânțar,chivin
196,Fliege::N,muscă,pashsha
197,Schmetterling::N,fluture,kapalak
198,Beere::N,boabă,meva
199,Apfel::N,măr,olma
200,Pilz::N,burete,qo'ziqorin
201,Pilz::N,ciupercă,qo'ziqorin
202,Zwiebel::N,ceapă,piyoz
203,Saat::N,semănătură,äkin
204,Korn::N,grâu,zarra
205,Heu::N,fân,xashak
206,Schale::N,coajă,po'choq
207,Grube::N,groapă,co'ra
208,Falle::N,cursă,qopqon
209,Falle::N,capcană,qopqon
210,Schlinge::N,laț,sirtmoq
211,Spur::N,dâră,iz
212,Asche::N,cenușă,kul
213,Dreck::N,noroi,kir
214,Dreck::N,murdărie,kir
215,Eisen::N,fier,temir
216,Gold::N,aur,tilla
217,Silber::N,argint,kumush
218,Kohle::N,cărbune,ko'mir
219,Glas::N,sticlă,oyna
220,Lehm::N,lut,loy
221,Lehm::N,humă,loy
222,Sand::N,nisip,qum
223,Mensch::N,om,odam
224,Mensch::N,persoană,odam
225,Mann::N,om,ärkak
226,Mann::N,bărbat,ärkak
227,Frau::N,femeie,ayol
228,Kind::N,copil,bola
229,Kind::N,copil,kichkintoy
230,Junge::N,băiat,bola
231,Junge::N,flăcău,bola
232,Mädchen::N,fată,qiz
233,Familie::N,familie,oila
234,Großvater::N,bunic,buva
235,Großvater::N,bunic,katta ota
236,Großvater::N,tată mare,buva
237,Großvater::N,tată mare,katta ota
238,Großmutter::N,bunică,buvi
239,Großmutter::N,bunică,katta oyi
240,Großmutter::N,mamă mare,buvi
241,Großmutter::N,mamă mare,katta oyi
242,Eltern::N,părinți,ota-ona
243,Vater::N,tată,ota
244,Vater::N,părinte,ota
245,Mutter::N,mamă,ona
246,Sohn::N,fiu,o'g'il
247,Sohn::N,fecior,o'g'il
248,Tochter::N,fiică,qiz
249,Bruder::N,frate,og'a
250,Bruder::N,frate,uka
251,Schwester::N,soră,opa
252,Schwester::N,soră,singil
253,Onkel::N,unchi,amaki
254,Tante::N,mătușă,amma
255,Tante::N,mătușă,xola
256,Ehemann::N,soț,är
257,Ehemann::N,bărbat,är
258,Ehefrau::N,soție,rafiqa
259,Freude::N,bucurie,ayish
260,Gelächter::N,râset,kulgi
261,Glück::N,fericire,saodat
262,Kummer::N,mâhnire,g'am
263,Wunsch::N,dorință,orzu
264,Wunsch::N,deziderat,orzu
265,Lust::N,poftă,rag'bat
266,Lust::N,înclinare,rag'bat
267,Geist::N,duh,ruh
268,Geist::N,minte,ruh
269,Geist::N,suflet,ruh
270,Gedanke::N,gând,fikr
271,Gedanke::N,cuget,fikr
272,Gedächtnis::N,memorie,äs
273,Verstand::N,minte,aql
274,Verstand::N,intelect,aql
275,Sinn::N,sens,ma'ni
276,Sinn::N,înțeles,ma'ni
277,Grund::N,cauză,sabab
278,Grund::N,pricină,sabab
279,Wahrheit::N,adevăr,haq
280,Gespräch::N,convorbire,gap
281,Gespräch::N,conversație,gap
282,Märchen::N,basm,ärtak
283,Märchen::N,poveste,ärtak
284,Erzählung::N,poveste,rivoyat
285,Nachricht::N,veste,xabar
286,Neuigkeit::N,noutate,yangilik
287,Neuigkeit::N,actualitate,yangilik
288,Name::N,nume,ot
289,Rätsel::N,ghicitoare,topishmoq
290,Rede::N,discurs,nutq
291,Sprache::N,limbă,til
292,Sprache::N,limbaj,til
293,Stimme::N,glas,ovoz
294,Wort::N,cuvânt,so'z
295,Zeichen::N,semn,alomat
296,Zeichen::N,semnal,alomat
297,Ruf::N,chemare,chaqiriq
298,Lärm::N,zgomot,taraq
299,Lärm::N,tărăboi,taraq
300,Laut::N,sunet,tovush
301,Ton::N,ton,un
302,Lied::N,cântec,ashula
303,Ruhe::N,odihnă,tinchlik
304,Ruhe::N,liniște,tinchlik
305,Leute::N,lume,xaloyiq
306,Leute::N,oameni,xaloyiq
307,Volk::N,popor,xalq
308,Volk::N,națiune,xalq
309,Arbeit::N,lucru,ish
310,Gast::N,musafir,mehmon
311,Geschenk::N,dar,hadya
312,Geschenk::N,cadou,hadya
313,Spiel::N,joc,o'yin
314,Gesellschaft::N,societate,jamiyat
315,Hilfe::N,ajutor,yordam
316,Freund::N,amic,do'st
317,Freund::N,prieten,do'st
318,Kamerad::N,tovarăș,yo'ldosh
319,Angelegenheit::N,afacere,daxl
320,Anzahl::N,număr,son
321,Anzahl::N,cantitate,son
322,Art::N,fel,tur
323,Art::N,specie,tur
324,Stück::N,bucată,parcha
325,Teil::N,parte,bo'lak
326,Teil::N,porție,bo'lak
327,Hälfte::N,jumătate,yarim
328,Kreis::N,cerc,aylana
329,Kreuz::N,cruce,xoch
330,Linie::N,linie,liniya
331,Strich::N,linie,chiziq
332,Strich::N,trăsătură,chiziq
333,Abstand::N,distanță,oralik
334,Abstand::N,depărtare,oralik
335,Entfernung::N,distanță,uzoqlik
336,Entfernung::N,depărtare,uzoqlik
337,Gegend::N,regiune,yer
338,Platz::N,loc,oralig
339,Ort::N,loc,joy
340,Seite::N,latură,yon
341,Mitte::N,centru,o'rta
342,Gegenstand::N,obiect,ashyo
343,Sache::N,lucru,buyum
344,Sache::N,chestie,buyum
345,Rand::N,bordură,chek
346,Kante::N,muchie,tig'
347,Kante::N,bordură,tig'
348,Ecke::N,colț,burchak
349,Spitze::N,vârf,uch
350,Spitze::N,creștet,uch
351,Ende::N,capăt,oxir
352,Loch::N,gaură,teshik
353,Winkel::N,colț,go'sha
354,Muster::N,desen,nusha
355,Größe::N,mărime,kattalik
356,Länge::N,lungime,uzunlik
357,Höhe::N,înălțime,yuksaklik
358,Gewicht::N,greutate,solmoq
359,Menge::N,cantitate,miqdor
360,Haufen::N,grămadă,uyum
361,Reihe::N,șir,saf
362,Reihe::N,rând,saf
363,Boot::N,barcă,qayiq
364,Boot::N,luntre,qayiq
365,Ruder::N,vâslă,äshkak
366,Ruder::N,lopată,äshkak
367,Schlitten::N,sanie,chana
368,Ski::N,schi,chang'i
369,Lagerfeuer::N,foc de tabără,gulxan
370,Last::N,povară,yuk
371,Last::N,sarcină,yuk
372,Gang::N,mers,yurish
373,Gang::N,umblet,yurish
374,Schritt::N,pas,qadam
375,Norden::N,nord,shimol
376,Norden::N,miazănoapte,shimol
377,Süden::N,sud,janub
378,Süden::N,miazăzi,janub
379,Westen::N,apus,g'arb
380,Osten::N,est,sharq
381,Osten::N,răsărit,sharq
382,Holz::N,lemn,yog'och
383,Brett::N,scândură,taxta
384,Platte::N,placă,tabaqa
385,Stütze::N,proptea,tayanchi
386,Stange::N,bară,qo'noq
387,Stange::N,prăjină,qo'noq
388,Stock::N,băț,tayoq
389,Stock::N,baston,tayoq
390,Stab::N,baston,gavron
391,Stab::N,prăjină,gavron
392,Rohr::N,tub,tarnov
393,Rohr::N,țeavă,tarnov
394,Haus::N,casă,uy
395,Heim::N,casă,makon
396,Heim::N,cămin,makon
397,Ofen::N,sobă,pechka
398,Fußboden::N,podea,pol
399,Fußboden::N,dușumea,pol
400,Tisch::N,masă,mosa
401,Stuhl::N,scaun,o'rindiq
402,Wiege::N,leagăn,beshik
403,Bett::N,pat,yotoq
404,Regal::N,rafturi,tokcha
405,Kiste::N,ladă,sandiq
406,Kiste::N,cutie,sandiq
407,Fenster::N,fereastră,deraza
408,Tür::N,ușă,äshik
409,Tor::N,poartă,darvoza
410,Zaun::N,gard,panjara
411,Dach::N,acoperiș,tom
412,Leiter::N,scară,narvon
413,Besen::N,mătură,supurgi
414,Spaten::N,cazma,bel
415,Spaten::N,hârleț,bel
416,Schaufel::N,lopată,kurak
417,Gabel::N,furculiță,bilka
418,Löffel::N,lingură,qoshiq
419,Messer::N,cuțit,pichoq
420,Nagel::N,cui,mix
421,Netz::N,plasă,to'r
422,Haken::N,cârlig,ilgak
423,Griff::N,mâner,sop
424,Griff::N,mâner,tutqich
425,Schloss::N,lacăt,qulf
426,Bild::N,tablou,rasm
427,Bild::N,imagine,rasm
428,Figur::N,chip,shakl
429,Figur::N,figură,shakl
430,Puppe::N,păpușă,ko'g'irchoq
431,Beutel::N,pungă,to'rva
432,Beutel::N,săculeț,to'rva
433,Bündel::N,mănunchi,bog'lam
434,Tasche::N,geantă,kissa
435,Eimer::N,găleată,chelak
436,Deckel::N,capac,qopqoq
437,Geschirr::N,vase,idish
438,Geschirr::N,tacâmuri,idish
439,Sack::N,sac,qop
440,Tasse::N,ceașcă,piyola
441,Topf::N,oală,tuvak
442,Kessel::N,cazan,qozon
443,Kessel::N,căldare,qozon
444,Essen::N,mâncare,tomoq
445,Nahrung::N,hrană,emak
446,Nahrung::N,aliment,emak
447,Speise::N,bucate,taom
448,Speise::N,fel de bucate,taom
449,Fleisch::N,carne,go'sht
450,Getreide::N,cereale,g'alla
451,Brei::N,pireu,bo'tqa
452,Brot::N,pâine,non
453,Scheibe::N,felie,disk
454,Scheibe::N,bucată,disk
455,Fett::N,untură,moy
456,Fett::N,grăsime,moy
457,Butter::N,unt,yog'
458,Öl::N,ulei,moy
459,Salz::N,sare,tuz
460,Suppe::N,supă,sho'rva
461,Suppe::N,ciorbă,sho'rva
462,Honig::N,miere,asal
463,Milch::N,lapte,sut
464,Tee::N,ceai,choy
465,Leder::N,piele,charm
466,Wolle::N,lână,jun
467,Stoff::N,stofă,mato
468,Nadel::N,ac,igna
469,Faden::N,ață,ip
470,Knopf::N,buton,tugma
471,Knoten::N,nod,tugun
472,Farbe::N,vopsea,bo'yok
473,Kleidung::N,haine,kiyim
474,Kleidung::N,îmbrăcăminte,kiyim
475,Hemd::N,cămașă,ko'ylak
476,Kragen::N,guler,yoqa
477,Ärmel::N,mânecă,yeng
478,Hose::N,pantaloni,shim
479,Gürtel::N,cordon,tasma
480,Mütze::N,șapcă,shapka
481,Schuh::N,gheată,but
482,Stiefel::N,cizmă,botinka
483,Ring::N,inel,yuzuk
484,Ring::N,verigă,yuzuk
485,Band::N,panglică,rishta
486,Band::N,șiret,rishta
487,Kamm::N,pieptene,taroq
488,Spiegel::N,oglindă,ko'zgu
489,Riemen::N,curea,qayish
490,Schnur::N,funie,bog'ich
491,Schnur::N,sfoară,bog'ich
492,Leine::N,lesă,etak
493,Leine::N,curea,etak
494,Decke::N,pătură,odyol
495,Kissen::N,pernă,yostiq
496,Tuch::N,batic,gazlama
497,Handtuch::N,prosop,sochiq
498,Handtuch::N,ștergar,sochiq
499,Kraft::N,forță,kuch
500,Kraft::N,putere,kuch
501,Stärke::N,tărie,quvvat
502,Stärke::N,vigoare,quvvat
503,Gesundheit::N,sănătate,sog'lik
504,Krankheit::N,boală,kasallik
505,Krankheit::N,maladie,kasallik
506,Schmerz::N,durere,og'riq
507,Wunde::N,rană,yara
508,Fieber::N,febră,bezgak
509,Arznei::N,leac,dori
510,Arznei::N,medicament,dori
511,Brücke::N,pod,ko'prik
512,Brücke::N,punte,ko'prik
513,Brunnen::N,puț,buloq
514,Weide::N,izlaz,yaylov
515,Weide::N,pășune,yaylov
516,Pfad::N,cărare,dorojka
517,Weg::N,drum,yo'l
518,Straße::N,cale,ko'cha
519,Straße::N,stradă,ko'cha
520,Dorf::N,sat,ovul
521,Stadt::N,oraș,shahar
522,Brief::N,scrisoare,maktub
523,Buch::N,carte,kitob
524,Buchstabe::N,literă,harf
525,Buchstabe::N,caracter,harf
526,Zeitung::N,ziar,gazet
527,Zeitung::N,gazetă,gazet
528,Leben::N,viață,hayot
529,Tod::N,moarte,o'lim
530,Grab::N,groapă,go'r
531,Grab::N,mormânt,go'r
532,Kirche::N,biserică,cherkov
533,Sünde::N,păcat,gunoh
534,Gott::N,zeu,olloh
535,Arbeiter::N,muncitor,ishchi
536,Chef::N,șef,rais
537,Meister::N,meșter,usta
538,Meister::N,maestru,usta
539,Arzt::N,medic,hakim
540,Arzt::N,doctor,hakim
541,Lehrer::N,profesor,muallim
542,Lehrer::N,învățător,muallim
543,Geld::N,bani,pul
544,Geld::N,parale,pul
545,Geschäft::N,treabă,savdo
546,Geschäft::N,afacere,savdo
547,Laden::N,magazin,do'kon
548,Laden::N,prăvălie,do'kon
549,Preis::N,preț,baho
550,Ware::N,marfă,mol
551,Nutzen::N,folos,foyda
552,Nutzen::N,profit,foyda
553,Reichtum::N,avuție,boylik
554,Reichtum::N,bogăție,boylik
555,Welt::N,lume,olam
556,Land::N,țară,o'lka
557,Staat::N,stat,davlat
558,König::N,rege,qirol
559,Macht::N,putere,iqtidor
560,Macht::N,putință,iqtidor
561,Grenze::N,hotar,chegara
562,Grenze::N,graniță,chegara
563,Grenze::N,frontieră,chegara
564,Krieg::N,război,harb
565,Feind::N,dușman,dushman
566,Gewalt::N,violență,zo'rlik
567,Kampf::N,luptă,kurash
568,Bogen[Waffe]::N,arc,yoy
569,Pfeil::N,săgeată,o'q
570,Gewehr::N,armă,vintovka
571,Gewehr::N,pușcă,vintovka
572,Fehler::N,eroare,xato
573,Fehler::N,greșeală,xato
574,Lüge::N,minciună,yolg'on
575,Schaden::N,daună,ziyon
576,Schaden::N,pagubă,ziyon
577,Unglück::N,nenorocire,balo
578,Schuld::N,vină,ayb
579,Alter::N,etate,yosh
580,Alter::N,vârstă,yosh
581,Schluss::N,sfârșit,tamom
582,Zeit::N,timp,vaqt
583,Zeit::N,vreme,vaqt
584,Tag::N,zi,kun
585,Morgen::N,dimineață,saboh
586,Mittag::N,prânz,kun tushlik
587,Mittag::N,amiază,kun tushlik
588,Abend::N,seară,oqshom
589,Nacht::N,noapte,tun
590,Woche::N,săptămână,hafta
591,Monat::N,lună,oy
592,Jahr::N,an,yil
593,Frühling::N,primăvară,bahor
594,Sommer::N,vară,yoz
595,Herbst::N,toamnă,kuz
596,Herbst::N,toamnă,xazon
597,Winter::N,iarnă,qish
598,Januar::N,ianuarie,yanvar'
599,Februar::N,februarie,fevral'
600,März::N,martie,mart
601,April::N,aprilie,aprel'
602,Mai::N,mai,may
603,Juni::N,iunie,iyun'
604,Juli::N,iulie,iyul'
605,August::N,august,avgust
606,September::N,septembrie,sentyabr'
607,Oktober::N,octombrie,oktyabr'
608,November::N,noiembrie,noyabr'
609,Dezember::N,decembrie,dekabr'
610,Montag::N,luni,dushanba
611,Dienstag::N,marți,seshanba
612,Mittwoch::N,miercuri,chorshanba
613,Donnerstag::N,joi,payshanba
614,Freitag::N,vineri,juma
615,Samstag::N,sâmbătă,shanba
616,Sonntag::N,duminică,yakshanba
617,groß::A,mare,buyuk
618,klein::A,mic,kichik
619,lang::A,lung,uzun
620,kurz::A,scurt,qisqa
621,breit::A,lat,keng
622,breit::A,larg,keng
623,schmal::A,strâmt,änsiz
624,dicht::A,des,quyuq
625,dick[Gegenstand]::A,gros,qalin
626,dünn::A,subțire,ingichka
627,fein::A,fin,mayin
628,fein::A,subțire,mayin
629,fest::A,tare,qattiq
630,fest::A,solid,qattiq
631,flach::A,șes,yalpoq
632,flach::A,plan,yalpoq
633,glatt::A,lins,tekis
634,hart::A,dur,qattiq
635,weich::A,moale,yumshoq
636,rund::A,rotund,yumaloq
637,rund::A,circular,yumaloq
638,spitz::A,ascuțit,uchli
639,scharf::A,tăios,keskir
640,scharf::A,ascuțit,keskir
641,stumpf::A,tocit,to'mtoq
642,schwer::A,greu,salmoqli
643,schön::A,frumos,go'zal
644,heiß::A,cald,qiziq
645,heiß::A,fierbinte,qiziq
646,warm::A,cald,issiq
647,warm::A,fierbinte,issiq
648,kalt::A,rece,sovuq
649,kühl::A,rece,salqin
650,kühl::A,răcoros,salqin
651,frisch::A,răcoros,toza
652,frisch::A,proaspăt,toza
653,feucht::A,umed,namli
654,feucht::A,jilav,namli
655,nass::A,ud,nam
656,trocken::A,sec,quruq
657,trocken::A,uscat,quruq
658,voll::A,plin,to'la
659,leer::A,gol,puch
660,offen::A,deschis,ochiq
661,geschlossen::A,închis,berk
662,sauber::A,curat,ozoda
663,schmutzig::A,murdar,kir
664,roh::A,crud,xom
665,reif::A,copt,pishiq
666,lecker::A,gustos,shirin
667,süß::A,dulce,shirin
668,bitter::A,amar,achchiq
669,sauer::A,acru,achchiq
670,hell::A,clar,yorug'
671,hell::A,luminos,yorug'
672,dunkel::A,obscur,qorong'i
673,dunkel::A,întunecos,qorong'i
674,schwarz::A,negru,qora
675,weiß::A,alb,oq
676,rot::A,roșu,qizil
677,gelb::A,galben,sariq
678,blau::A,albastru,zangori
679,grün::A,verde,yashil
680,grau::A,gri,bo'z
681,grau::A,cenușiu,bo'z
682,bunt::A,colorat,ola
683,billig::A,ieftin,arzon
684,teuer::A,scump,qimmat
685,wertvoll::A,prețios,qimmat
686,blind::A,orb,ko'r
687,taub::A,surd,garang
688,kräftig::A,tare,kuchli
689,kräftig::A,forte,kuchli
690,kräftig::A,robust,kuchli
691,stark::A,viguros,quvvatli
692,stark::A,puternic,quvvatli
693,schwach::A,slab,kuchsiz
694,schwach::A,debil,kuchsiz
695,fett::A,gras,semiz
696,schlank::A,zvelt,ingichka
697,hübsch::A,drăguț,ko'rkam
698,böse::A,rău,yovuz
699,böse::A,răutăcios,yovuz
700,dumm::A,nerod,aqlsiz
701,dumm::A,tâmpit,aqlsiz
702,faul::A,leneș,ärinchak
703,fleißig::A,harnic,ishchan
704,fleißig::A,sârguincios,ishchan
705,geizig::A,calic,qurumsoq
706,geizig::A,zgârcit,qurumsoq
707,klug::A,isteț,oqil
708,klug::A,deștept,oqil
709,geschickt::A,dibaci,äpchil
710,lieb::A,drag,aziz
711,lieb::A,iubit,aziz
712,lustig::A,vesel,chaqchaq
713,sanft::A,blând,asta
714,sanft::A,blajin,asta
715,hungrig::A,flămând,och
716,krank::A,bolnav,kasal
717,nackt::A,gol,yalang
718,traurig::A,trist,xafa
719,traurig::A,mâhnit,xafa
720,lebendig::A,viu,hayotiy
721,gut::A,bun,soz
722,schlecht::A,rău,yomon
723,schlecht::A,prost,yomon
724,richtig::A,drept,rost
725,richtig::A,corect,rost
726,schlimm::A,rău,yovuz
727,wahr::A,adevărat,haqiqiy
728,alt::A,uzat,äski
729,alt::A,vechi,äski
730,neu::A,nou,yangi
731,ehemalig::A,fost,sobiq
732,ehemalig::A,anterior,sobiq
733,alt[Lebewesen]::A,bătrîn,qari
734,jung::A,tânăr,navqiron
735,arm::A,sărac,abgor
736,arm::A,sărman,abgor
737,reich::A,avut,boy
738,reich::A,bogat,boy
739,bekannt::A,cunoscut,ma'lum
740,berühmt::A,renumit,mashhur
741,fremd::A,străin,yot
742,verschieden::A,diferit,turli
743,verschieden::A,deosebit,turli
744,nah::A,apropiat,yaqindagi
745,fern::A,departe,uzoq
746,linker::A,stâng,so'l
747,rechter::A,drept,o'ng
748,anderer::A,alt,boshqa
749,erster::A,prim,birinchi
750,zweiter::A,al doilea,ikkinchi
751,dritter::A,treilea,uchinchi
752,letzter::A,final,oxirgi
753,allein::ADV,singur,o'zicha
754,auf einmal::ADV,dintrodată,varakay
755,zusammen::ADV,împreună,barobar
756,lange::ADV,îndelung,uzoq
757,lange::ADV,mult timp,uzoq
758,plötzlich::ADV,deodată,qo'qqisdan
759,plötzlich::ADV,pe neașteptate,qo'qqisdan
760,sofort::ADV,imediat,darrov
761,sofort::ADV,numaidecît,darrov
762,später::ADV,mai apoi,so'ngra
763,später::ADV,mai târziu,so'ngra
764,jetzt::ADV,acum,hozirgina
765,heute::ADV,azi,bugun
766,heute::ADV,astăzi,bugun
767,morgen::ADV,mâine,ärta
768,bald::ADV,curând,toz
769,dann::ADV,apoi,keyin
770,gestern::ADV,ieri,kecha
771,einst::ADV,odată,avvallari
772,einst::ADV,odinioară,avvallari
773,damals::ADV,atunci,ugal
774,damals::ADV,pe atunci,ugal
775,danach::ADV,după aceasta,so'ngra
776,vorher::ADV,mai întâi,avval
777,vorher::ADV,în prealabil,avval
778,zuerst::ADV,întâi,avval
779,zuerst::ADV,în primul rând,avval
780,einmal::ADV,odată,bir marta
781,manchmal::ADV,uneori,onda-sonda
782,manchmal::ADV,câteodată,onda-sonda
783,oft::ADV,des,tez-tez
784,oft::ADV,deseori,tez-tez
785,immer::ADV,mereu,har vaqt
786,immer::ADV,întotdeauna,har vaqt
787,niemals::ADV,niciodată,hargiz
788,hier::ADV,aci,shu erda
789,hier::ADV,aici,shu erda
790,hierhin::ADV,încoace,beri
791,von hier::ADV,de aici,shu erdan
792,dort::ADV,acolo,ana
793,dorthin::ADV,dincolo,u yerga
794,geradeaus::ADV,drept înainte,to'g'ri
795,vorwärts::ADV,înainte,ilgari
796,rückwärts::ADV,îndărăt,qoloq
797,zurück::ADV,înapoi,orqada
798,unten::ADV,jos,pastda
799,unten::ADV,dedesubt,pastda
800,hinab::ADV,în jos,tubanga
801,hinab::ADV,de vale,tubanga
802,oben::ADV,sus,ustida
803,oben::ADV,deasupra,ustida
804,hinauf::ADV,în sus,yuqorida
805,überall::ADV,peste tot,har erda
806,überall::ADV,pretutindeni,har erda
807,nicht::ADV,nu,ämas
808,ein wenig::ADV,puțin,biroz
809,kaum::ADV,cu greu,arang
810,kaum::ADV,cu anevoie,arang
811,sehr::ADV,mult,ancha
812,sehr::ADV,foarte,ancha
813,so::ADV,așa,shunday
814,so::ADV,atât,shunday
