,Concept_ID,bg,lt
58,Gehirn::N,мозък,smegenys
59,Herz::N,сърце,širdis
60,Magen::N,стомах,skrandis
61,Leber::N,черен дроб,kepenys
62,Atem::N,дишане,kvapas
63,Hunger::N,глад,badas
64,Hunger::N,глад,alkis
65,Träne::N,сълза,ašara
66,Geschmack::N,вкус,skonis
67,Geruch::N,миризма,kvapas
68,Schlaf::N,сън,miegas
69,Traum::N,сън,sapnas
70,Himmel::N,небе,dangus
71,Sonne::N,слънце,saulė
72,Mond::N,луна,mėnulis
73,Mond::N,месец,mėnulis
74,Stern::N,звезда,žvaigždė
75,Luft::N,въздух,oras
76,Wind::N,вятър,vėjas
77,Welle::N,вълна,banga
78,Welle::N,вълна,vilnis
79,Wasser::N,вода,vanduo
80,Stein::N,камък,akmuo
81,Boden::N,земя,žemė
82,Boden::N,земя,dugnas
83,Boden::N,почва,žemė
84,Boden::N,почва,dugnas
85,Erde::N,земя,žemė
86,Erde::N,почва,žemė
87,Staub::N,прах,dulkės
88,Rauch::N,дим,dūmai
89,Rauch::N,пушек,dūmai
90,Funke::N,искра,kibirkštis
91,Feuer::N,огън,ugnis
92,Licht::N,светлина,šviesa
93,Schatten::N,сянка,paūksmė
94,Wetter::N,време,oras
95,Nebel::N,мъгла,migla
96,Nebel::N,мъгла,rūkas
97,Wolke::N,облак,debesis
98,Regen::N,дъжд,lietus
99,Schnee::N,сняг,sniegas
100,Eis::N,лед,ledas
101,Frost::N,мраз,šalna
102,Kälte::N,студ,šaltis
103,Hitze::N,жега,karštis
104,Hitze::N,горещина,karštis
105,Raureif::N,скреж,šerkšnas
106,Raureif::N,слана,šerkšnas
107,Regenbogen::N,дъга,vaivorykštė
108,Donner::N,гръм,perkūnas
109,Donner::N,гръм,griaustinis
110,Strömung::N,течение,tėkmė
111,Tropfen::N,капка,lašas
112,Schaum::N,пяна,putos
113,Schmutz::N,кал,purvas
114,Schmutz::N,мръсотия,purvas
115,See::N,езеро,ežeras
116,Sumpf::N,блато,klampynė
117,Sumpf::N,блато,liūnas
118,Moor::N,мочурище,pelkė
119,Wiese::N,ливада,pieva
120,Wald::N,гора,miškas
121,Hügel::N,рид,kalva
122,Hügel::N,хълм,kalva
123,Anhöhe::N,могила,kauburys
124,Anhöhe::N,възвишение,kauburys
125,Berg::N,планина,kalnas
126,Gipfel::N,връх,viršūnė
127,Höhle::N,пещера,ola
128,Abhang::N,склон,šlaitas
129,Abhang::N,склон,nuokalnė
130,Abhang::N,стръмнина,šlaitas
131,Abhang::N,стръмнина,nuokalnė
132,Quelle::N,извор,versmė
133,Quelle::N,извор,šaltinis
134,Bach::N,поток,upelis
135,Fluss::N,река,upė
136,Ufer::N,бряг,krantas
137,Küste::N,бряг,pajūris
138,Küste::N,крайбрежие,pajūris
139,Festland::N,суша,sausuma
140,Meer::N,море,jūra
141,Bucht::N,залив,įlanka
142,Bucht::N,залив,užutekis
143,Insel::N,остров,sala
144,Blume::N,цвете,gėlė
145,Gras::N,трева,žolė
146,Wurzel::N,корен,šaknis
147,Baum::N,дърво,medis
148,Stamm::N,стъбло,kamienas
149,Rinde::N,кора,žievė
150,Ast::N,клон,šaka
151,Zweig::N,клон,šakelė
152,Blatt::N,лист,lapas
153,Birke::N,бреза,beržas
154,Kiefer[Baum]::N,бор,pušis
155,Weide[Baum]::N,върба,karklas
156,Tanne::N,ела,eglė
157,Tanne::N,ела,kėnis
158,Horn::N,рог,ragas
159,Feder::N,перо,plunksna
160,Fell::N,кожа,kailis
161,Flügel::N,крило,sparnas
162,Klaue::N,нокът,kanopa
163,Kralle::N,нокът,nagas
164,Schwanz::N,опашка,uodega
165,Ei::N,яйце,kiaušinis
166,Nest::N,гнездо,gūžta
167,Nest::N,гнездо,lizdas
168,Bau::N,дупка,ola
169,Tier::N,животно,gyvūnas
170,Herde::N,стадо,banda
171,Herde::N,стадо,kaimenė
172,Kuh::N,крава,karvė
173,Bulle::N,бик,bulius
174,Pferd::N,кон,arklys
175,Schaf::N,овца,avis
176,Schwein::N,свиня,kiaulė
177,Hund::N,куче,šuo
178,Katze::N,котка,katė
179,Bär::N,мечка,lokys
180,Eichhörnchen::N,катерица,voveraitė
181,Elch::N,лос,briedis
182,Fuchs::N,лисица,lapė
183,Hase::N,заек,kiškas
184,Maus::N,мишка,pelė
185,Wolf::N,вълк,vilkas
186,Vogel::N,птица,paukštis
187,Schwarm::N,рой,spiečius
188,Schwarm::N,рояк,spiečius
189,Huhn::N,кокошка,višta
190,Hahn::N,петел,gaidys
191,Gans::N,гъска,žąsis
192,Adler::N,орел,erelis
193,Ente::N,патица,antis
194,Eule::N,сова,pelėda
195,Kranich::N,жерав,gervė
196,Krähe::N,врана,varna
197,Kuckuck::N,кукувица,gegužė
198,Schwan::N,лебед,gulbė
199,Fisch::N,риба,žuvis
200,Barsch::N,костур,ešerys
201,Hecht::N,щука,lydeka
202,Schlange[Tier]::N,змия,gyvatė
203,Wurm::N,червей,kirmėlė
204,Spinne::N,паяк,voras
205,Ameise::N,мравка,skruzdė
206,Laus::N,въшка,utėlė
207,Mücke::N,комар,uodas
208,Fliege::N,муха,musė
209,Schmetterling::N,пеперуда,drugys
210,Schmetterling::N,пеперуда,peteliškė
211,Beere::N,плод,uoga
212,Apfel::N,ябълка,obuolys
213,Pilz::N,гъба,grybas
214,Zwiebel::N,лук,svogūnas
215,Zwiebel::N,кромид,svogūnas
216,Saat::N,семе,sėkla
217,Korn::N,зърно,grūdai
218,Heu::N,сено,šienas
219,Schale::N,кора,žievelė
220,Grube::N,яма,duobė
221,Grube::N,дупка,duobė
222,Falle::N,примка,pinklės
223,Falle::N,примка,žabangai
224,Schlinge::N,клуп,kilpa
225,Spur::N,диря,vėžė
226,Spur::N,диря,pėdos
227,Spur::N,диря,pėdsakas
228,Spur::N,следа,vėžė
229,Spur::N,следа,pėdos
230,Spur::N,следа,pėdsakas
231,Asche::N,пепел,pelenai
232,Dreck::N,кал,purvas
233,Eisen::N,желязо,geležis
234,Gold::N,злато,auksas
235,Silber::N,сребро,sidabras
236,Kohle::N,въглища,anglis
237,Glas::N,стъкло,stiklas
238,Lehm::N,глина,molis
239,Sand::N,пясък,smėlis
240,Mensch::N,човек,žmogus
241,Mann::N,мъж,vyras
242,Mann::N,мъж,vyriškis
243,Frau::N,жена,moteris
244,Kind::N,дете,vaikas
245,Junge::N,момче,vaikinas
246,Junge::N,момче,berniukas
247,Mädchen::N,момиче,mergytė
248,Mädchen::N,момиче,mergaitė
249,Familie::N,фамилия,šeima
250,Familie::N,семейство,šeima
251,Großvater::N,дядо,senelis
252,Großmutter::N,баба,senelė
253,Eltern::N,родители,tėvai
254,Vater::N,баща,tėvas
255,Mutter::N,майка,motina
256,Sohn::N,син,sūnus
257,Tochter::N,дъщеря,duktė
258,Bruder::N,брат,brolis
259,Schwester::N,сестра,sesuo
260,Onkel::N,чичо,dėdė
261,Onkel::N,вуйчо,dėdė
262,Tante::N,леля,teta
263,Ehemann::N,съпруг,vyras
264,Ehefrau::N,съпруга,žmona
265,Freude::N,радост,džiaugsmas
266,Gelächter::N,смях,juokas
267,Glück::N,щастие,laimė
268,Kummer::N,тъга,vargas
269,Kummer::N,тъга,rūpestis
270,Wunsch::N,желание,troškimas
271,Wunsch::N,желание,pageidavimas
272,Lust::N,желание,noras
273,Lust::N,желание,geidulys
274,Geist::N,дух,dvasia
275,Gedanke::N,мисъл,mintis
276,Gedächtnis::N,памет,atmintis
277,Verstand::N,ум,protas
278,Verstand::N,разум,protas
279,Sinn::N,смисъл,prasmė
280,Grund::N,причина,priežastis
281,Wahrheit::N,правда,tiesa
282,Wahrheit::N,правда,teisybė
283,Gespräch::N,разговор,pokalbis
284,Märchen::N,приказка,pasaka
285,Erzählung::N,разказ,apsakymas
286,Erzählung::N,разказ,pasakojimas
287,Nachricht::N,вест,žinia
288,Nachricht::N,известие,žinia
289,Neuigkeit::N,новина,naujiena
290,Name::N,име,vardas
291,Rätsel::N,гатанка,mįslė
292,Rede::N,реч,kalba
293,Rede::N,слово,kalba
294,Sprache::N,език,kalba
295,Stimme::N,глас,balsas
296,Wort::N,дума,žodis
297,Zeichen::N,знак,žymė
298,Zeichen::N,знак,ženklas
299,Ruf::N,зов,šauksmas
300,Lärm::N,шум,triukšmas
301,Lärm::N,глъчка,triukšmas
302,Laut::N,звук,garsas
303,Ton::N,тон,tonas
304,Ton::N,тон,garsas
305,Lied::N,песен,daina
306,Lied::N,песен,giesmė
307,Ruhe::N,тишина,ramybė
308,Ruhe::N,тишина,ramumas
309,Ruhe::N,спокойствие,ramybė
310,Ruhe::N,спокойствие,ramumas
311,Leute::N,хора,žmonės
312,Volk::N,народ,tauta
313,Arbeit::N,труд,darbas
314,Arbeit::N,труд,triūsas
315,Arbeit::N,работа,darbas
316,Arbeit::N,работа,triūsas
317,Gast::N,гост,svečias
318,Geschenk::N,дар,dovana
319,Geschenk::N,подарък,dovana
320,Spiel::N,игра,žaismas
321,Spiel::N,игра,žaidimas
322,Gesellschaft::N,общество,draugija
323,Gesellschaft::N,общество,kompanija
324,Hilfe::N,помощ,pagalba
325,Freund::N,приятел,draugas
326,Freund::N,приятел,bičiulis
327,Kamerad::N,другар,draugas
328,Angelegenheit::N,работа,dalykas
329,Angelegenheit::N,работа,reikalas
330,Anzahl::N,брой,kiekis
331,Anzahl::N,брой,skaičius
332,Anzahl::N,количество,kiekis
333,Anzahl::N,количество,skaičius
334,Art::N,вид,rūšis
335,Stück::N,къс,gabalas
336,Stück::N,парче,gabalas
337,Teil::N,дял,dalis
338,Teil::N,част,dalis
339,Hälfte::N,половина,pusė
340,Kreis::N,кръг,ratas
341,Kreis::N,кръг,apskritis
342,Kreis::N,кръг,apskritimas
343,Kreuz::N,кръст,kryžius
344,Linie::N,черта,linija
345,Strich::N,щрих,brėžis
346,Strich::N,щрих,brūkšnys
347,Strich::N,черта,brėžis
348,Strich::N,черта,brūkšnys
349,Abstand::N,дистанция,atstumas
350,Abstand::N,разстояние,atstumas
351,Entfernung::N,разстояние,atstumas
352,Gegend::N,местност,vietovė
353,Platz::N,място,vieta
354,Ort::N,място,vieta
355,Ort::N,място,vietovė
356,Seite::N,страна,pusė
357,Seite::N,страна,šonas
358,Mitte::N,среда,vidurys
359,Gegenstand::N,предмет,dalykas
360,Sache::N,вещ,daiktas
361,Rand::N,ръб,kraštas
362,Rand::N,ръб,pakraštys
363,Kante::N,ръб,kraštas
364,Kante::N,кант,kraštas
365,Ecke::N,ъгъл,kertė
366,Ecke::N,ъгъл,kampas
367,Spitze::N,връх,priekis
368,Spitze::N,връх,priešakys
369,Spitze::N,острие,priekis
370,Spitze::N,острие,priešakys
371,Ende::N,край,galas
372,Loch::N,дупка,skylė
373,Winkel::N,кът,kampas
374,Winkel::N,кът,kampelis
375,Winkel::N,ъгъл,kampas
376,Winkel::N,ъгъл,kampelis
377,Muster::N,десен,raštas
378,Muster::N,образец,raštas
379,Größe::N,големина,dydis
380,Größe::N,големина,didumas
381,Länge::N,дължина,ilgis
382,Länge::N,дължина,ilgumas
383,Höhe::N,висота,aukštis
384,Höhe::N,висота,aukštuma
385,Höhe::N,височина,aukštis
386,Höhe::N,височина,aukštuma
387,Gewicht::N,тегло,svoris
388,Gewicht::N,тегло,svarstis
389,Gewicht::N,тежест,svoris
390,Gewicht::N,тежест,svarstis
391,Menge::N,количество,kiekis
392,Menge::N,количество,daugybė
393,Haufen::N,куп,krūva
394,Haufen::N,куп,šūsnis
395,Haufen::N,грамада,krūva
396,Haufen::N,грамада,šūsnis
397,Reihe::N,ред,greta
398,Reihe::N,редица,greta
399,Boot::N,лодка,valtis
400,Boot::N,лодка,laivelis
401,Ruder::N,весло,irklas
402,Ruder::N,гребло,irklas
403,Schlitten::N,шейна,rogės
404,Schlitten::N,шейна,rogutės
405,Ski::N,ски,slidė
406,Lagerfeuer::N,огнище,laužas
407,Last::N,товар,našta
408,Last::N,товар,nešulys
409,Gang::N,ход,eisena
410,Gang::N,вървеж,eisena
411,Schritt::N,стъпка,žingsnis
412,Norden::N,север,šiaurė
413,Norden::N,север,žiemiai
414,Süden::N,юг,pietūs
415,Westen::N,запад,vakarai
416,Osten::N,изток,rytai
417,Holz::N,дърво,mediena
418,Brett::N,дъска,lenta
419,Stange::N,прът,lazda
420,Stange::N,прът,kartis
421,Stange::N,върлина,lazda
422,Stange::N,върлина,kartis
423,Stock::N,прът,lazda
424,Stock::N,тояга,lazda
425,Stab::N,прът,kartis
426,Rohr::N,цев,vamzdis
427,Rohr::N,тръба,vamzdis
428,Haus::N,къща,namas
429,Heim::N,дом,namai
430,Ofen::N,печка,krosnis
431,Fußboden::N,под,grindys
432,Tisch::N,маса,stalas
433,Stuhl::N,стол,kėdė
434,Wiege::N,люлка,lopšys
435,Bett::N,легло,lova
436,Bett::N,легло,patalai
437,Bett::N,креват,lova
438,Bett::N,креват,patalai
439,Regal::N,рафт,lentyna
440,Regal::N,етажерка,lentyna
441,Kiste::N,кутия,dėžė
442,Kiste::N,сандък,dėžė
443,Fenster::N,прозорец,langas
444,Tür::N,врата,durys
445,Tor::N,врата,vartai
446,Zaun::N,ограда,tvora
447,Dach::N,покрив,stogas
448,Leiter::N,стълба,kopėčios
449,Besen::N,метла,šluota
450,Spaten::N,лопата,lopeta
451,Spaten::N,лопата,kastuvas
452,Schaufel::N,лопата,semtuvas
453,Gabel::N,вилица,šakutė
454,Löffel::N,лъжица,šaukštas
455,Messer::N,нож,peilis
456,Nagel::N,гвоздей,vinis
457,Netz::N,мрежа,tinklas
458,Haken::N,кука,vagis
459,Haken::N,кука,kablys
460,Haken::N,закачалка,vagis
461,Haken::N,закачалка,kablys
462,Griff::N,ръчка,kotas
463,Griff::N,ръчка,rankena
464,Griff::N,дръжка,kotas
465,Griff::N,дръжка,rankena
466,Schloss::N,брава,spyna
467,Schloss::N,брава,užraktas
468,Schloss::N,ключалка,spyna
469,Schloss::N,ключалка,užraktas
470,Bild::N,картина,paveikslas
471,Figur::N,фигура,figūra
472,Puppe::N,кукла,lėlė
473,Beutel::N,кесия,krepšys
474,Beutel::N,кесия,maišelis
475,Bündel::N,връзка,ryšulys
476,Tasche::N,чанта,krepšelis
477,Eimer::N,кофа,kibiras
478,Deckel::N,капак,dangtis
479,Deckel::N,похлупак,dangtis
480,Geschirr::N,съдове,indai
481,Sack::N,чувал,maišas
482,Tasse::N,чаша,puodukas
483,Topf::N,гърне,puodas
484,Topf::N,тенджера,puodas
485,Kessel::N,котел,katilas
486,Essen::N,ядене,valgis
487,Nahrung::N,храна,penas
488,Nahrung::N,храна,maistas
489,Speise::N,ястие,patiekalas
490,Fleisch::N,месо,mėsa
491,Getreide::N,зърнено храни,javai
492,Brei::N,каша,košė
493,Brot::N,хляб,duona
494,Scheibe::N,резен,riekė
495,Fett::N,мазнина,taukai
496,Fett::N,мазнина,riebalai
497,Butter::N,масло,sviestas
498,Öl::N,олио,aliejus
499,Öl::N,оливия,aliejus
500,Salz::N,сол,druska
501,Suppe::N,супа,sriuba
502,Honig::N,мед,medus
503,Milch::N,мляко,pienas
504,Tee::N,чай,arbata
505,Leder::N,кожа,oda
506,Wolle::N,вълна,vilna
507,Stoff::N,плат,audeklas
508,Stoff::N,материал,audeklas
509,Nadel::N,игла,adata
510,Faden::N,конец,gija
511,Faden::N,конец,siūlas
512,Knopf::N,копче,saga
513,Knoten::N,възел,mazgas
514,Farbe::N,боя,dažai
515,Kleidung::N,дрехи,rūbai
516,Kleidung::N,дрехи,drabužiai
517,Kleidung::N,облекло,rūbai
518,Kleidung::N,облекло,drabužiai
519,Hemd::N,риза,marškiniai
520,Kragen::N,яка,apykaklė
521,Ärmel::N,ръкав,rankovė
522,Hose::N,панталони,kelnės
523,Gürtel::N,пояс,juosta
524,Gürtel::N,пояс,diržas
525,Gürtel::N,колан,juosta
526,Gürtel::N,колан,diržas
527,Mütze::N,каскет,kepurė
528,Mütze::N,фуражка,kepurė
529,Schuh::N,обувка,batas
530,Stiefel::N,ботуш,auliniai batai
531,Ring::N,пръстен,žiedas
532,Band::N,лента,kaspinas
533,Band::N,връзка,kaspinas
534,Kamm::N,гребен,šukos
535,Spiegel::N,огледало,veidrodis
536,Riemen::N,каиш,diržas
537,Riemen::N,ремък,diržas
538,Schnur::N,връв,virvė
539,Leine::N,връв,pavadėlis
540,Leine::N,въже,pavadėlis
541,Decke::N,покривка,antklodė
542,Kissen::N,възглавница,pagalvė
543,Kissen::N,възглавница,priegalvis
544,Tuch::N,сукно,skarelė
545,Handtuch::N,пешкир,rankšluostis
546,Handtuch::N,кърпа за лице,rankšluostis
547,Kraft::N,мощ,jėga
548,Kraft::N,сила,jėga
549,Stärke::N,сила,stiprumas
550,Gesundheit::N,здраве,sveikata
551,Krankheit::N,болест,liga
552,Schmerz::N,болка,skausmas
553,Wunde::N,рана,žaizda
554,Fieber::N,треска,karštis
555,Fieber::N,температура,karštis
556,Arznei::N,лек,vaistas
557,Arznei::N,лекарство,vaistas
558,Brücke::N,мост,tiltas
559,Brunnen::N,чешма,šulinys
560,Brunnen::N,кладенец,šulinys
561,Weide::N,паша,ganykla
562,Weide::N,паша,gluosnis
563,Weide::N,пасище,ganykla
564,Weide::N,пасище,gluosnis
565,Pfad::N,пътека,takas
566,Weg::N,път,kelias
567,Straße::N,шосе,gatvė
568,Dorf::N,село,kaimas
569,Dorf::N,село,sodžius
570,Stadt::N,град,miestas
571,Brief::N,писмо,laiškas
572,Buch::N,книга,knyga
573,Buchstabe::N,буква,raidė
574,Zeitung::N,вестник,laikraštis
575,Leben::N,живот,gyvybė
576,Leben::N,живот,gyvenimas
577,Tod::N,смърт,mirtis
578,Grab::N,гроб,kapas
579,Kirche::N,църква,bažnyčia
580,Sünde::N,грях,nuodėmė
581,Sünde::N,грях,nusidėjimas
582,Gott::N,бог,dievas
583,Arbeiter::N,работник,darbininkas
584,Chef::N,шеф,šefas
585,Chef::N,шеф,vadovas
586,Chef::N,шеф,viršininkas
587,Chef::N,началник,šefas
588,Chef::N,началник,vadovas
589,Chef::N,началник,viršininkas
590,Meister::N,майстор,meistras
591,Arzt::N,лекар,gydytojas
592,Lehrer::N,учител,mokytojas
593,Geld::N,пари,pinigai
594,Geschäft::N,сделка,biznis
595,Laden::N,дюкян,krautuvė
596,Laden::N,дюкян,parduotuvė
597,Laden::N,магазин,krautuvė
598,Laden::N,магазин,parduotuvė
599,Preis::N,цена,kaina
600,Ware::N,стока,prekė
601,Nutzen::N,полза,nauda
602,Nutzen::N,полза,pelnas
603,Nutzen::N,облага,nauda
604,Nutzen::N,облага,pelnas
605,Reichtum::N,богатство,turtas
606,Welt::N,свят,pasaulis
607,Land::N,страна,žemė
608,Land::N,страна,šalis
609,Staat::N,щат,valstija
610,Staat::N,държава,valstija
611,König::N,крал,karalius
612,Macht::N,мощ,galia
613,Macht::N,мощ,valdžia
614,Macht::N,власт,galia
615,Macht::N,власт,valdžia
616,Grenze::N,граница,riba
617,Grenze::N,граница,siena
618,Krieg::N,война,karas
619,Feind::N,враг,priešas
620,Feind::N,неприятел,priešas
621,Gewalt::N,сила,jėga
622,Gewalt::N,сила,smurtas
623,Gewalt::N,сила,prievarta
624,Gewalt::N,насилие,jėga
625,Gewalt::N,насилие,smurtas
626,Gewalt::N,насилие,prievarta
627,Kampf::N,борба,kova
628,Kampf::N,сражение,kova
629,Bogen[Waffe]::N,лък,lankas
630,Pfeil::N,стрела,strėlė
631,Gewehr::N,пушка,šautuvas
632,Fehler::N,грешка,klaida
633,Lüge::N,лъжа,melas
634,Schaden::N,повреда,nuostolis
635,Schaden::N,повреда,apgadinimas
636,Unglück::N,нещастие,nelaimė
637,Schuld::N,вина,kaltė
638,Alter::N,възраст,amžius
639,Schluss::N,край,pabaiga
640,Zeit::N,време,laikas
641,Tag::N,ден,diena
642,Morgen::N,утро,rytas
643,Morgen::N,сутрин,rytas
644,Mittag::N,обед,vidurdienis
645,Mittag::N,пладне,vidurdienis
646,Abend::N,вечер,vakaras
647,Nacht::N,нощ,naktis
648,Woche::N,седмица,savaitė
649,Monat::N,месец,mėnuo
650,Jahr::N,година,metai
651,Frühling::N,пролет,pavasaris
652,Sommer::N,лято,vasara
653,Herbst::N,есен,ruduo
654,Winter::N,зима,žiema
655,Januar::N,януари,sausis
656,Februar::N,февруари,vasaris
657,März::N,март,kovas
658,April::N,април,balandis
659,Mai::N,май,gegužė
660,Juni::N,юни,birželis
661,Juli::N,юли,liepa
662,August::N,август,rugpjūtis
663,September::N,септември,rugsėjis
664,Oktober::N,октомври,spalis
665,November::N,ноември,lapkritis
666,Dezember::N,декември,gruodis
667,Montag::N,понеделник,pirmadienis
668,Dienstag::N,вторник,antradienis
669,Mittwoch::N,сряда,trečiadienis
670,Donnerstag::N,четвъртък,ketvirtadienis
671,Freitag::N,петък,penktadienis
672,Samstag::N,събота,šeštadienis
673,Sonntag::N,неделя,sekmadienis
674,groß::A,едър,didis
675,groß::A,едър,didelis
676,groß::A,голям,didis
677,groß::A,голям,didelis
678,klein::A,малък,mažas
679,klein::A,дребен,mažas
680,lang::A,дълъг,ilgas
681,kurz::A,къс,trumpas
682,breit::A,широк,platus
683,schmal::A,тесен,smulkus
684,dicht::A,гъст,tankus
685,dick[Gegenstand]::A,дебел,storas
686,dünn::A,тънък,plonas
687,fein::A,фин,smulkus
688,fein::A,тънък,smulkus
689,fest::A,твърд,kietas
690,fest::A,твърд,tvirtas
691,fest::A,плътен,kietas
692,fest::A,плътен,tvirtas
693,flach::A,равен,lėkštas
694,flach::A,равен,plokščias
695,flach::A,плосък,lėkštas
696,flach::A,плосък,plokščias
697,glatt::A,гладък,slidus
698,hart::A,твърд,kietas
699,hart::A,корав,kietas
700,weich::A,мек,minkštas
701,rund::A,кръгъл,apvalus
702,rund::A,кръгъл,apskritas
703,spitz::A,островръх,aštrus
704,spitz::A,островръх,smailus
705,scharf::A,остър,aštrus
706,stumpf::A,тъп,bukas
707,stumpf::A,тъп,atšipęs
708,schwer::A,тежък,sunkus
709,schön::A,хубав,gražus
710,schön::A,красив,gražus
711,heiß::A,жарък,karštas
712,warm::A,топъл,šiltas
713,kalt::A,студен,šaltas
714,kühl::A,хладен,vėsus
715,kühl::A,хладен,bejausmis
716,frisch::A,свеж,šviežias
717,feucht::A,влажен,drėgnas
718,nass::A,мокър,šlapias
719,trocken::A,сух,sausas
720,voll::A,пълен,pilnas
721,leer::A,празен,tuščias
722,offen::A,откровен,atviras
723,geschlossen::A,закрит,uždaras
724,geschlossen::A,закрит,uždarytas
725,geschlossen::A,затворен,uždaras
726,geschlossen::A,затворен,uždarytas
727,sauber::A,чист,švarus
728,schmutzig::A,мръсен,nešvarus
729,schmutzig::A,мръсен,purvinas
730,roh::A,суров,žalias
731,reif::A,зрял,prinokęs
732,reif::A,зрял,pribrendęs
733,lecker::A,вкусен,gardus
734,süß::A,сладък,saldus
735,bitter::A,горчив,kartus
736,sauer::A,кисел,gižus
737,sauer::A,кисел,rūgštus
738,hell::A,ясен,šviesus
739,hell::A,ясен,skaistus
740,hell::A,светъл,šviesus
741,hell::A,светъл,skaistus
742,dunkel::A,тъмен,tamsus
743,schwarz::A,черен,juodas
744,weiß::A,бял,baltas
745,rot::A,червен,raudonas
746,gelb::A,жълт,geltonas
747,blau::A,син,mėlynas
748,grün::A,зелен,žalias
749,grau::A,сив,pilkas
750,bunt::A,шарен,margas
751,bunt::A,шарен,spalvotas
752,bunt::A,пъстър,margas
753,bunt::A,пъстър,spalvotas
754,billig::A,евтин,pigus
755,teuer::A,скъп,brangus
756,wertvoll::A,ценен,vertingas
757,blind::A,сляп,aklas
758,taub::A,глух,kurčias
759,kräftig::A,силен,stiprus
760,stark::A,здрав,stiprus
761,stark::A,силен,stiprus
762,schwach::A,слаб,silpnas
763,fett::A,тлъст,riebus
764,schlank::A,тънък,laibas
765,schlank::A,тънък,lieknas
766,schlank::A,строен,laibas
767,schlank::A,строен,lieknas
768,hübsch::A,хубав,gražus
769,böse::A,зъл,blogas
770,dumm::A,глупав,paikas
771,dumm::A,глупав,kvailas
772,faul::A,ленив,tingus
773,faul::A,мързелив,tingus
774,fleißig::A,прилежен,stropus
775,fleißig::A,прилежен,kruopštus
776,geizig::A,скъпернически,šykštus
777,klug::A,умен,sumanus
778,klug::A,умен,protingas
779,klug::A,разумен,sumanus
780,klug::A,разумен,protingas
781,geschickt::A,умел,apsukrus
782,geschickt::A,сръчен,apsukrus
783,lieb::A,мил,mielas
784,lieb::A,драг,mielas
785,lustig::A,весел,smagus
786,lustig::A,весел,linksmas
787,sanft::A,нежен,švelnus
788,sanft::A,нежен,minkštas
789,sanft::A,кротък,švelnus
790,sanft::A,кротък,minkštas
791,hungrig::A,гладен,alkanas
792,krank::A,болен,ligotas
793,krank::A,болен,sergantis
794,nackt::A,гол,nuogas
795,traurig::A,тъжен,liūdnas
796,traurig::A,печален,liūdnas
797,lebendig::A,жив,gyvas
798,gut::A,добър,geras
799,schlecht::A,лош,blogas
800,schlecht::A,лош,prastas
801,richtig::A,правилен,tikras
802,richtig::A,правилен,teisingas
803,schlimm::A,лош,blogas
804,schlimm::A,лош,prastas
805,wahr::A,верен,tikras
806,wahr::A,истински,tikras
807,alt::A,стар,senas
808,alt::A,древен,senas
809,neu::A,нов,naujas
810,ehemalig::A,бивш,buvęs
811,alt[Lebewesen]::A,стар,pagyvenęs
812,jung::A,млад,jaunas
813,arm::A,беден,neturtingas
814,reich::A,богат,turtingas
815,bekannt::A,познат,žinomas
816,bekannt::A,познат,pažįstamas
817,bekannt::A,известен,žinomas
818,bekannt::A,известен,pažįstamas
819,berühmt::A,почут,žymus
820,berühmt::A,почут,garsus
821,berühmt::A,известен,žymus
