,Concept_ID,sah,ml
212,Frau::N,дьахтар,സ്ത്രീ
213,Kind::N,оҕо,കുഞ്ഞ്
214,Junge::N,уол,ആൺകുട്ടി
215,Mädchen::N,кыыс оҕо,പെൺകുട്ടി
216,Familie::N,кэргэн,കുടുംബം
217,Großvater::N,эһэ,അപ്പൂപ്പൻ
218,Großmutter::N,эбэ,അമ്മുമ്മ
219,Eltern::N,аҕа-ийэ,മാതാപിതാക്കള്
220,Vater::N,аҕа,അച്ഛൻ
221,Mutter::N,ийэ,അമ്മ
222,Sohn::N,уол,മകൻ
223,Tochter::N,кыыс,മകൾ
224,Bruder::N,убай,ചേട്ടൻ
225,Bruder::N,убай,അനിയൻ
226,Bruder::N,быраат,ചേട്ടൻ
227,Bruder::N,быраат,അനിയൻ
228,Schwester::N,аҕас,ചേച്ചി
229,Schwester::N,аҕас,അനിയത്തി
230,Schwester::N,балыс,ചേച്ചി
231,Schwester::N,балыс,അനിയത്തി
232,Onkel::N,таай,അമ്മാവൻ
233,Onkel::N,абаҕа,അമ്മാവൻ
234,Tante::N,эдьиий,മാമി
235,Ehemann::N,эр,ഭർത്താവ്
236,Ehefrau::N,ойох,ഭാര്യ
237,Freude::N,үөрүү,ആഹ്ലാദം
238,Gelächter::N,күлүү,ചിരിയുടെ ശബ്ദം
239,Glück::N,дьол,സന്തോഷം
240,Glück::N,дьол,സന്തുഷ്ടി
241,Glück::N,соргу,സന്തോഷം
242,Glück::N,соргу,സന്തുഷ്ടി
243,Kummer::N,кутурҕан,ശോകം
244,Wunsch::N,баҕарыы,ആഗ്രഹം
245,Lust::N,баҕа,ആഗ്രഹം
246,Geist::N,тыын,ചുറുചുറുക്ക്
247,Gedanke::N,санаа,ചിന്ത
248,Gedächtnis::N,өй,ഓർമ്മശക്തി
249,Verstand::N,өй,മനസ്സ്
250,Sinn::N,суолта,അർത്ഥം
251,Grund::N,төрүөт,കാരണം
252,Wahrheit::N,кырдьык,സത്യം
253,Gespräch::N,бэсиэдэ,സല്ലാപം
254,Gespräch::N,кэпсэтии,സല്ലാപം
255,Märchen::N,остуоруйа,യക്ഷിക്കഥ
256,Erzählung::N,кэпсээн,കഥ
257,Nachricht::N,биллэриллии,സന്ദേശം
258,Neuigkeit::N,сонун,വാർത്ത
259,Name::N,аат,പേര്
260,Rätsel::N,таабырын,പ്രഹേളിക
261,Rede::N,этии,സംസാരം
262,Sprache::N,тыл,ഭാഷ
263,Stimme::N,куолас,സ്വരം
264,Wort::N,тыл,വാക്ക്
265,Zeichen::N,бэлиэ,സംജ്ഞ
266,Ruf::N,ыҥырыы,വിളി
267,Lärm::N,айдаан,ആരവം
268,Laut::N,тыас,ശബ്ദം
269,Ton::N,дорҕоон,സ്വരഭേദം
270,Lied::N,ырыа,പാട്ട്
271,Ruhe::N,уу чуумпу,നിശ്ചലത
272,Leute::N,дьон,ജനങ്ങൾ
273,Volk::N,дьон,രാഷ്ടം
274,Volk::N,норуот,രാഷ്ടം
275,Arbeit::N,үлэ,ജോലി
276,Gast::N,ыалдьыт,അതിലി
277,Geschenk::N,бэлэх,സമ്മാനം
278,Spiel::N,оонньуу,കളി
279,Gesellschaft::N,общество,കൂട്ടായ്മ
280,Hilfe::N,көмө,സഹായം
281,Freund::N,доҕор,സുഹൃത്ത്
282,Kamerad::N,атас,കൂട്ടാളി
283,Angelegenheit::N,дьыала,കാര്യം
284,Anzahl::N,ахсаан,എണ്ണം
285,Art::N,биис,തരം
286,Stück::N,кырбас,കഷണം
287,Teil::N,ирээт,ഭാഗം
288,Hälfte::N,аҥар,പകുതി
289,Kreis::N,төгүрүк,വൃത്തം
290,Kreis::N,төгүрүмтэ,വൃത്തം
291,Kreuz::N,кириэс,കുരിശടയാളം
292,Linie::N,сурааһын,വര
293,Linie::N,сурааһын,രേഖ
294,Strich::N,сурааһын,പക്ഷാഘാതം
295,Abstand::N,арыт,വിടവ്
296,Entfernung::N,ыраах,അകലം
297,Gegend::N,сир,പ്രദേശം
298,Platz::N,арыт,ഇടം
299,Ort::N,сир,സ്ഥലം
300,Seite::N,өрүт,വശം
301,Seite::N,сирэй,വശം
302,Mitte::N,орто,മധ്യസ്ഥാനം
303,Gegenstand::N,предмет,സാധനം
304,Sache::N,мал,വസ്തു
305,Rand::N,кытыы,തൊങ്ങൽ
306,Rand::N,ойоҕос,തൊങ്ങൽ
307,Kante::N,кырыы,അറ്റം
308,Ecke::N,муннук,മൂല
309,Spitze::N,чыпчаал,അഗ്രം
310,Ende::N,төбө,അവസാനം
311,Loch::N,тэһэҕэс,ദ്വാരം
312,Loch::N,дьөлөҕөс,ദ്വാരം
313,Winkel::N,муннук,കോൺ
314,Muster::N,оһуор,ക്രമം
315,Größe::N,кээмэй,വലുപ്പം
316,Länge::N,уста,നീളം
317,Höhe::N,үрдүк,ഉയരം
318,Gewicht::N,ыйааһын,കട്ടി
319,Menge::N,ахсаан,അളവ്
320,Haufen::N,чөмчөх,കൂമ്പാരം
321,Reihe::N,кэккэ,വരി
322,Boot::N,оҥочо,ബോട്ട്
323,Ruder::N,эрдии,പങ്കായം
324,Schlitten::N,сыарҕа,ഉരുളില്ലാവണ്ടി
325,Ski::N,хайыһар,ഹിമപാദുകം
326,Lagerfeuer::N,кутаа,തീ
327,Last::N,ыарахан,ഭാരം
328,Gang::N,хаамыы,നടത്തം
329,Schritt::N,хардыы,ചുവട്
330,Norden::N,хоту,വടക്ക്
331,Süden::N,соҕуруу,തെക്ക്
332,Westen::N,арҕаа,പടിഞ്ഞാറ്
333,Osten::N,илин,കിഴക്ക്
334,Holz::N,мас,തടി
335,Brett::N,дуоска,ബോർഡ്
336,Brett::N,хаптаһын,ബോർഡ്
337,Platte::N,билиитэ,തകിട്
338,Stütze::N,тулааһын,താങ്ങ്
339,Stange::N,ураҕас,കമ്പ്
340,Stock::N,мас,വടി
341,Stock::N,баалкы,വടി
342,Stab::N,ураҕас,കുറുവടി
343,Rohr::N,турба,കുഴൽ
344,Haus::N,дьиэ,വീട്
345,Heim::N,дьиэ,വീട്
346,Ofen::N,оһох,സ്റ്റൌ
347,Fußboden::N,муоста,തറ
348,Tisch::N,остуол,മേശ
349,Stuhl::N,устуул,കസേര
350,Wiege::N,биһик,തൊട്ടിൽ
351,Bett::N,кырабаат,കിടക്ക
352,Regal::N,долбуур,ഷെൽഫ്
353,Kiste::N,дьааһык,പെട്ടി
354,Fenster::N,түннүк,ജനൽ
355,Tür::N,аан,വാതിൽ
356,Tor::N,аан,കവാടം
357,Zaun::N,соппулуот,വേലി
358,Dach::N,кырыыса,മേൽക്കുര
359,Leiter::N,кирилиэс,ഏണി
360,Besen::N,миинньик,ചൂല്
361,Spaten::N,күрдьэх,തൂമ്പ
362,Schaufel::N,күрдьэх,തൂമ്പ
363,Gabel::N,биилкэ,മുൾക്കത്തി
364,Löffel::N,луоска,സ്പൂൺ
365,Messer::N,быһах,കത്തി
366,Nagel::N,тоһоҕо,ആണി
367,Netz::N,илим,വല
368,Haken::N,көхө,കൊളുത്ത്
369,Griff::N,ук,കൈപ്പിടി
370,Griff::N,тутаах,കൈപ്പിടി
371,Schloss::N,күлүүс,പൂട്ട്
372,Bild::N,хартыына,ചിത്രം
373,Figur::N,фигура,കണക്ക്
374,Puppe::N,куукула,പാവ
375,Beutel::N,мөһөөччук,ബാഗ്
376,Bündel::N,баайыы,കെട്ട്
377,Tasche::N,суумка,ബാഗ്
378,Eimer::N,биэдэрэ,ബക്കറ്റ്
379,Deckel::N,хаппах,ഉറ
380,Geschirr::N,иһит,പിഞ്ഞാണം
381,Sack::N,куул,ചാക്ക്
382,Tasse::N,сэлиэнэй,കപ്പ്
383,Topf::N,көстүрүүҥкэ,പാത്രം
384,Kessel::N,хочуол,കെറ്റ്ല്
385,Essen::N,аһылык,ആഹാരസമയം
386,Nahrung::N,ас,ഭക്ഷണം
387,Speise::N,аһылык,ഡിഷ്
388,Fleisch::N,эт,മാംസം
389,Getreide::N,злактар,ചോളം
390,Brei::N,хааһы,കഞ്ഞി
391,Brot::N,килиэп,റോട്ടി
392,Scheibe::N,куһуок,തുണ്ട്
393,Fett::N,сыа,കൊഴുപ്പ്
394,Butter::N,арыы,വെണ്ണ
395,Öl::N,арыы,എണ്ണ
396,Salz::N,туус,ഉപ്പ്
397,Suppe::N,мин,സൂപ്പ്
398,Honig::N,мүөт,തേൻ
399,Milch::N,үүт,പാൽ
400,Tee::N,чэй,ചായ
401,Leder::N,тирии,തുകൽ
402,Wolle::N,түү,കമ്പിളി
403,Stoff::N,таҥас,തുണി
404,Nadel::N,иннэ,സൂചി
405,Faden::N,сап,നൂല്
406,Knopf::N,тимэх,ബട്ടൺ
407,Knoten::N,түмүк,കുരുക്ക്
408,Farbe::N,кырааска,പെയിൻറ്
409,Kleidung::N,таҥас,വസ്ത്രങ്ങൾ
410,Hemd::N,ырбаахы,ഷർട്ട്
411,Kragen::N,саҕа,കുപ്പായക്കഴുത്ത്
412,Ärmel::N,сиэх,കുപ്പായക്കൈ
413,Hose::N,ыстаан,ട്രൌസർ
414,Hose::N,бүрүүкэ,ട്രൌസർ
415,Gürtel::N,кур,ബെൽറ്റ്
416,Mütze::N,бэргэһэ,തൊപ്പി
417,Schuh::N,бачыыҥка,ഷൂ
418,Stiefel::N,саппыкы,ബൂട്ട്
419,Ring::N,биһилэх,മോതിരം
420,Band::N,лиэнтэ,റിബൺ
421,Kamm::N,тараах,ചീപ്പ്
422,Spiegel::N,сиэркилэ,കണ്ണാടി
423,Riemen::N,кур,സ്ട്രാപ്പ്
424,Schnur::N,быа,ചരട്
425,Leine::N,тэһиин,കെട്ടാനുള്ള തോൽവാർ
426,Decke::N,суорҕан,പുതപ്പ്
427,Kissen::N,сыттык,തലയിണ
428,Tuch::N,былаат,സ്കാർഫ്
429,Handtuch::N,соттор,തോർത്ത്
430,Kraft::N,сыра,ശക്തി
431,Stärke::N,күүс,ശക്തി
432,Gesundheit::N,доруобуйа,ആരോഗ്യം
433,Krankheit::N,ыарыы,അസുഖം
434,Schmerz::N,ыарыы,വേദന
435,Wunde::N,баас,മുറിവ്
436,Fieber::N,түрүлгэн,പനി
437,Fieber::N,лихорадка,പനി
438,Fieber::N,температура,പനി
439,Arznei::N,эмп,മരുന്ന്
440,Brücke::N,күргэ,പാലം
441,Brunnen::N,холуодьас,കിണർ
442,Weide::N,мэччирэҥ,മേച്ചൽ
443,Pfad::N,ыллык,വഴി
444,Weg::N,суол,വഴി
445,Straße::N,суол,റോഡ്
446,Dorf::N,дэриэбинэ,ഗ്രാമം
447,Stadt::N,куорат,നഗരം
448,Brief::N,сурук,കത്ത്
449,Buch::N,кинигэ,പുസ്തകം
450,Buchstabe::N,буква,അക്ഷരം
451,Zeitung::N,хаһыат,വർത്തമാനപത്രം
452,Leben::N,тыын,ജീവൻ
453,Tod::N,өлүү,മരണം
454,Grab::N,иин,ശവക്കുഴി
455,Kirche::N,таҥара дьиэтэ,പള്ളി
456,Sünde::N,айыы,പാപം
457,Gott::N,тангара,ദൈവം
458,Arbeiter::N,үлэһит,ജോലിക്കാരൻ
459,Chef::N,баһылык,മേധാവി
460,Chef::N,начальник,മേധാവി
461,Meister::N,уус,യജമാനൻ
462,Meister::N,маастар,യജമാനൻ
463,Arzt::N,врач,ഡോക്ടർ
464,Lehrer::N,учуутал,അധ്യാപകൻ
465,Geld::N,харчы,പണം
466,Geschäft::N,идэ,ബിസിനസ്
467,Laden::N,маҕаһыын,കട
468,Preis::N,сыана,വില
469,Ware::N,табаар,ചരക്ക്
470,Nutzen::N,туһа,ലാഭം
471,Reichtum::N,баай,ധനം
472,Welt::N,аан дойду,ലോകം
473,Land::N,дойду,രാജ്യം
474,Staat::N,государство,രാജ്യം
475,König::N,король,രാജാവ്
476,Macht::N,былаас,അധികാരം
477,Grenze::N,кыраныысса,അതിർത്തി
478,Krieg::N,сэрии,യുദ്ധം
479,Feind::N,өстөөх,ശത്രു
480,Gewalt::N,күүһүлээһин,അക്രമം
481,Kampf::N,охсуһуу,പോരാട്ടം
482,Bogen[Waffe]::N,ох,വില്ല്
483,Pfeil::N,ох,അമ്പ്
484,Gewehr::N,саа,തോക്ക്
485,Fehler::N,сыыһа,പിശക്
486,Lüge::N,сымыйа,കള്ളം
487,Schaden::N,хоромньу,കേടുപാട്
488,Unglück::N,алдьархай,ദൌർഭാഗ്യം
489,Schuld::N,буруй,തെറ്റ്
490,Alter::N,саас,വയസ്സ്
491,Schluss::N,тиһэх,നിഗമനം
492,Zeit::N,бириэмэ,സമയം
493,Tag::N,күн,ദിവസം
494,Morgen::N,сарсыарда,പ്രഭാതം
495,Mittag::N,күн ортото,ഉച്ച
496,Abend::N,киэһэ,സായാഹ്നം
497,Nacht::N,түүн,രാത്രി
498,Woche::N,нэдиэлэ,ആഴ്ച
499,Monat::N,ый,മാസം
500,Jahr::N,сыл,വർഷം
501,Jahr::N,дьыл,വർഷം
502,Frühling::N,саас,വസന്തം
503,Sommer::N,сайын,വേനൽ
504,Herbst::N,күһүн,ശരത്കാലം
505,Winter::N,кыһын,ശൈത്യം
506,Januar::N,тохсунньу,ജനുവരി
507,Februar::N,олунньу,ഫെബ്രുവരി
508,März::N,кулун тутар,മാർച്ച്
509,April::N,муус устар ый,ഏപ്രിൾ മാസം
510,Mai::N,ыам ыйа,മെയ് മാസം
511,Juni::N,бэс ыйа,ജൂൺ
512,Juli::N,от ыйа,ജൂലൈ
513,August::N,атырдьах ыйа,ആഗസ്റ്റ്
514,September::N,балаҕан ыйа,സെപ്തംബർ
515,Oktober::N,алтынньы,ഒക്ടോബർ
516,November::N,сэтинньи,നവംബർ
517,Dezember::N,ахсынньы,ഡിസംബർ
518,Montag::N,бэнидиэнньик,തിങ്കളാഴ്ച
519,Dienstag::N,оптуорунньук,ചൊവ്വ
520,Mittwoch::N,сэрэдэ,ബുധനാഴ്ച
521,Donnerstag::N,чэппиэр,വ്യാഴാഴ്ച
522,Freitag::N,бээтинсэ,വെള്ളിയാഴ്ച
523,Samstag::N,субуота,ശനിയാഴ്ച
524,Sonntag::N,баскыһыанньа,ഞായറാഴ്ച
525,groß::A,бөдөҥ,വലിയ
526,groß::A,улахан,വലിയ
527,klein::A,кыр,ചെറിയ
528,lang::A,уһун,നീണ്ട
529,kurz::A,кылгас,ഹ്രസ്വമായ
530,breit::A,кэтит,വിശാലമായ
531,schmal::A,кыараҕас,ഇടുങ്ങിയ
532,dicht::A,хойуу,നിബിഡമായ
533,dick[Gegenstand]::A,суон,തടിച്ച
534,dick[Gegenstand]::A,хойуу,തടിച്ച
535,dünn::A,чараас,മെലിഞ്ഞ
536,fein::A,бытархай,നേർത്ത
537,fein::A,синньигес,നേർത്ത
538,fest::A,бөҕө,ഉറപ്പുള്ള
539,fest::A,кытаанах,ഉറപ്പുള്ള
540,flach::A,хаптаҕай,പരന്ന
541,glatt::A,кылааккай,മിനുസമുള്ള
542,hart::A,хатан,കട്ടിയുള്ള
543,hart::A,кытаанах,കട്ടിയുള്ള
544,weich::A,сымнаҕас,മൃദുവായ
545,rund::A,төгүрүк,വട്ടത്തിലുള്ള
546,spitz::A,сытыы,മുനയുള്ള
547,spitz::A,уһуктаах,മുനയുള്ള
548,scharf::A,сытыы,മൂർച്ചയുള്ള
549,stumpf::A,сыппах,തുറന്നടിക്കുന്ന
550,schwer::A,ыарахан,ഭാരമുള്ള
551,schön::A,кыраһыабай,മനോഹരമായ
552,heiß::A,итии,ചൂടുള്ള
553,warm::A,ичигэс,ചൂടുള്ള
554,kalt::A,тымныы,തണുത്ത
555,kühl::A,сөрүүн,തണുപ്പുള്ള
556,frisch::A,ыраас,ശുദ്ധമായ
557,frisch::A,сөрүүн,ശുദ്ധമായ
558,frisch::A,тымныы,ശുദ്ധമായ
559,feucht::A,сииктээх,ഈറനുള്ള
560,nass::A,инчэҕэй,നനഞ്ഞ
561,trocken::A,кураан,വരണ്ട
562,voll::A,толору,നിറയെ
563,leer::A,иччитэх,ഒഴിഞ്ഞ
564,offen::A,аһаҕас,തുറന്ന
565,geschlossen::A,бүтэй,അടച്ച
566,sauber::A,сэбэр,വൃത്തിയുള്ള
567,schmutzig::A,кирдээх,അഴുക്കുനിറഞ്ഞ
568,roh::A,сиикэй,അസംസ്കൃതമായ
569,reif::A,буспут,പഴുത്ത
570,reif::A,сиппит-хоппут,പഴുത്ത
571,lecker::A,минньигэс,രുചികരമായ
572,süß::A,минньигэс,മധുരമുള്ള
573,bitter::A,аһыы,കടുത്ത
574,sauer::A,аһыы,പുളിപ്പുള്ള
575,hell::A,сырдык,ജ്വലിക്കുന്ന
576,dunkel::A,хараҥа,ഇരുണ്ട
577,schwarz::A,хара,കറുത്ത
578,weiß::A,үрүҥ,വെളുത്ത
579,weiß::A,маҥан,വെളുത്ത
580,rot::A,кыһыл,ചുവന്ന
581,gelb::A,саһархай,മഞ്ഞനിറമായ
582,blau::A,күөх,നീലനിറമുള്ള
583,grün::A,күөх,പച്ചനിറമുള്ള
584,grün::A,от күөҕэ,പച്ചനിറമുള്ള
585,grau::A,сиэрэй,ചാരനിറത്തിലുള്ള
586,bunt::A,эриэн,വർണ്ണശബളമായ
587,billig::A,чэпчэки,വിലകുറഞ്ഞ
588,teuer::A,сыаналаах,ചെലവേറിയ
589,wertvoll::A,сыаналаах,വിലപിടിപ്പുള്ള
590,blind::A,хараҕа суох,അന്ധനായ
591,taub::A,дьүлэй,കേൾവിക്കുറവുള്ള
592,kräftig::A,модун,ശക്തിയുള്ള
593,stark::A,күүстээх,ബലമുള്ള
594,schwach::A,мөлтөх,ക്ഷീണിച്ച
595,fett::A,эмис,കൊഴുപ്പുള്ള
596,schlank::A,дьылҕан,മെലിഞ്ഞ
597,schlank::A,дьыпсаҕай,മെലിഞ്ഞ
598,hübsch::A,олус кэрэ,മനോഹരമായ
599,hübsch::A,көрүөхтэн үчүгэй,മനോഹരമായ
600,böse::A,өһүөннээх,പാപിയായ
601,dumm::A,акаары,വിവരംകെട്ട
602,faul::A,нэс,അലസനായ
603,fleißig::A,кыһамньылаах,അദ്ധ്വാനശീലമുള്ള
604,geizig::A,иҥсэлээх,പിശുക്കനായ
605,klug::A,өйдөөх,ബുദ്ധിസാമർഥ്യമുള്ള
606,geschickt::A,наһаа дьоҕурдаах,പ്രതിഭാശാലി
607,lieb::A,тапталлаах,പ്രിയപ്പെട്ട
608,lustig::A,көрдөөх,ആനന്ദകരമായ
