,Concept_ID,kl,eu
62,Traum::N,sinnattugaq,amets
63,Himmel::N,qilak,zeru
64,Sonne::N,seqineq,eguzki
65,Mond::N,qaammat,ilargi
66,Stern::N,ulloriaq,izar
67,Luft::N,silaannaq,aire
68,Wind::N,anori,haize
69,Wind::N,anorsarik,haize
70,Welle::N,aalappaa,uhin
71,Welle::N,aalappaa,olatu
72,Wasser::N,imeq,ur
73,Stein::N,ujarak,harri
74,Boden::N,nateq,lur
75,Boden::N,nateq,zoru
76,Erde::N,issoq,lur
77,Staub::N,pujualanerit,hauts
78,Staub::N,pujoralanerit,hauts
79,Rauch::N,iseq,ke
80,Rauch::N,pujoq,ke
81,Funke::N,illoorneq,zirta
82,Funke::N,illoorneq,txinparta
83,Feuer::N,inneq,su
84,Licht::N,qaamaneq,argi
85,Schatten::N,tarraq,itzal
86,Schatten::N,tarraq,geriza
87,Wetter::N,sila,eguraldi
88,Nebel::N,pujoq,laino
89,Wolke::N,nuia,hodei
90,Regen::N,sialuk,euri
91,Schnee::N,aput,elur
92,Eis::N,siku,horma
93,Frost::N,issi,izotzaldi
94,Frost::N,issik,izotzaldi
95,Kälte::N,issi,hotz
96,Hitze::N,kianneq,bero
97,Hitze::N,kiassuseq,bero
98,Raureif::N,kaneq,antzigar
99,Regenbogen::N,neriusaaq,ostadar
100,Regenbogen::N,neriusaaq,ortzadar
101,Donner::N,kalleq,ostots
102,Donner::N,kalleq,ihurtzuri
103,Tropfen::N,kuseriarneq,xorta
104,Schaum::N,qapuk,bits
105,Schmutz::N,minguk,lohi
106,Schmutz::N,minguk,zikin
107,See::N,taseq,laku
108,See::N,taseq,aintzira
109,Sumpf::N,maqulluk,zingira
110,Wiese::N,masarsuk,larre
111,Wiese::N,masarsuk,belardi
112,Hügel::N,qattuneq,muino
113,Hügel::N,qattuneq,pentoka
114,Hügel::N,majuariaq,muino
115,Hügel::N,majuariaq,pentoka
116,Hügel::N,majorajaaq,muino
117,Hügel::N,majorajaaq,pentoka
118,Hügel::N,qaqqannguaq,muino
119,Hügel::N,qaqqannguaq,pentoka
120,Berg::N,qaqqaq,mendi
121,Höhle::N,qaarusuk,kobazulo
122,Abhang::N,ippik,aldapa
123,Abhang::N,sivinganeq,aldapa
124,Abhang::N,sivingajaaq,aldapa
125,Abhang::N,kussangajaaq,aldapa
126,Bach::N,kuunnguaq,lats
127,Bach::N,kuunnguaq,erreka
128,Fluss::N,kuuk,ibai
129,Fluss::N,kuuk,uhaitz
130,Ufer::N,sissap sinaa,bazter
131,Küste::N,sineriak,itsasalde
132,Meer::N,imaq,itsaso
133,Bucht::N,ikeq,golko
134,Bucht::N,kangerluk,golko
135,Bucht::N,kangerliumaneq,golko
136,Insel::N,qeqertaq,irla
137,Insel::N,qeqertaq,uharte
138,Blume::N,naasoq,lili
139,Gras::N,ivigaq,belar
140,Wurzel::N,niulutaq,zuztar
141,Wurzel::N,niulutaq,sustrai
142,Baum::N,orpik,zuhaitz
143,Stamm::N,kanaartaq,enbor
144,Rinde::N,ameraq,azal
145,Ast::N,avalequt,adar
146,Zweig::N,avalequt,abar
147,Blatt::N,pilutaq,hosto
148,Birke::N,patitsit,urki
149,Weide[Baum]::N,palleq,zume
150,Weide[Baum]::N,palleq,sahats
151,Tanne::N,orsuerneq,izei
152,Horn::N,nassuk,adar
153,Feder::N,suluk,luma
154,Feder::N,suluk,hegaki
155,Fell::N,ameq,ile
156,Fell::N,ameq,larru
157,Flügel::N,suluk,hego
158,Flügel::N,isaroq,hego
159,Klaue::N,kukik,atzapar
160,Kralle::N,kukik,erpe
161,Kralle::N,kukik,atzapar
162,Schwanz::N,pamioq,isats
163,Schwanz::N,pamioq,buztan
164,Schwanz::N,paperuusaq,isats
165,Schwanz::N,paperuusaq,buztan
166,Ei::N,mannik,arrautza
167,Nest::N,ullut,habia
168,Bau::N,ini,ohantze
169,Tier::N,uumasoq,abere
170,Tier::N,uumasoq,piztia
171,Herde::N,unguukkat,saldo
172,Herde::N,unguukkat,abere talde
173,Kuh::N,ussik,behi
174,Bulle::N,angukulak,zezen
175,Bulle::N,anguteralak,zezen
176,Bulle::N,angutikulooq,zezen
177,Schaf::N,sava,ardi
178,Schwein::N,puuluki,urde
179,Schwein::N,puuluki,txerri
180,Hund::N,qimmeq,txakur
181,Katze::N,puisaaq,katu
182,Bär::N,allaq,hartz
183,Eichhörnchen::N,sissinnguaq,urtxintxa
184,Fuchs::N,terianniaq,azeri
185,Hase::N,ukaleq,erbi
186,Maus::N,teriannguaq,sagu
187,Wolf::N,amaroq,otso
188,Vogel::N,timmiaq,txori
189,Vogel::N,timmiaq,hegazti
190,Huhn::N,kukkukooq,oilo
191,Huhn::N,marloraaqaaq,oilo
192,Hahn::N,kiasiusaq,oilar
193,Gans::N,nerleq,antzara
194,Adler::N,nattoralik,arrano
195,Eule::N,uppik,hontza
196,Kranich::N,qorlorfik,kurrilo
197,Krähe::N,tuluatsiaq,bele
198,Kuckuck::N,kukkooq,kuku
199,Schwan::N,qussuk,beltxarga
200,Fisch::N,aalisagaq,arrain
201,Schlange[Tier]::N,pulateriarsuk,suge
202,Schlange[Tier]::N,pulateriaarsuk,suge
203,Spinne::N,aasiaq,armiarma
204,Spinne::N,nissavaarsuk,armiarma
205,Ameise::N,uniaaluk,inurri
206,Laus::N,kumak,zorri
207,Mücke::N,ippernaq,eltxo
208,Fliege::N,ippernaq,euli
209,Schmetterling::N,paluaq,pinpirin
210,Schmetterling::N,paluaq,tximeleta
211,Schmetterling::N,pakkaluaq,pinpirin
212,Schmetterling::N,pakkaluaq,tximeleta
213,Schmetterling::N,utsuppaluaq,pinpirin
214,Schmetterling::N,utsuppaluaq,tximeleta
215,Schmetterling::N,taqaleqisaaq,pinpirin
216,Schmetterling::N,taqaleqisaaq,tximeleta
217,Beere::N,paarmaq,baia
218,Beere::N,paarngaq,baia
219,Apfel::N,iipili,sagar
220,Pilz::N,anngiusaq,onddo
221,Pilz::N,anngiusaq,perretxiko
222,Zwiebel::N,uanitsoq,tipula
223,Saat::N,naatsiiassaq,haziak
224,Korn::N,maannineq,ale
225,Korn::N,maannineq,pikor
226,Schale::N,niutsivik,azal
227,Schale::N,ilulissaq qaartussaq,azal
228,Grube::N,itersaq,hobi
229,Falle::N,pualavoq,harrapagailu
230,Schlinge::N,orseq,bilur
231,Schlinge::N,orseq,xedera
232,Schlinge::N,norloq,bilur
233,Schlinge::N,norloq,xedera
234,Spur::N,tumaa,lorratz
235,Asche::N,arsat,errauts
236,Dreck::N,minguk,satsukeria
237,Eisen::N,savimineq,burdina
238,Eisen::N,saffiugassaq,burdina
239,Gold::N,kuulti,urre
240,Gold::N,kuulti,urregorri
241,Silber::N,siilviuvoq,zilar
242,Silber::N,siilviuvoq,urrezuri
243,Kohle::N,aamarsuit aamaruutissat,ikatz
244,Glas::N,igalaaq,beira
245,Glas::N,imertarfik,beira
246,Glas::N,igalaamineq,beira
247,Lehm::N,marraq,buztin
248,Sand::N,sioqqat,harea
249,Sand::N,sioqqat,hondar
250,Mensch::N,inuk,gizaki
251,Mensch::N,silamiu,gizaki
252,Mann::N,angut,gizon
253,Frau::N,arnaq,andere
254,Frau::N,arnaq,emakume
255,Kind::N,meeraq,haur
256,Junge::N,nukappiaraq,mutil
257,Mädchen::N,arnannguaq,neska
258,Familie::N,ilaqutakka,sendi
259,Familie::N,ilaqutakka,familia
260,Familie::N,ilaqutariit,sendi
261,Familie::N,ilaqutariit,familia
262,Großvater::N,aatak,aitona
263,Großvater::N,aatak,aitatxi
264,Großmutter::N,aanaq,amona
265,Großmutter::N,aanaq,amatxi
266,Eltern::N,angajoqqaat,gurasoak
267,Vater::N,ataata,aita
268,Vater::N,ataataq,aita
269,Mutter::N,anaana,ama
270,Sohn::N,erneq,seme
271,Tochter::N,panik,alaba
272,Bruder::N,ani,neba
273,Bruder::N,ani,anaia
274,Bruder::N,aqqaluk,neba
275,Bruder::N,aqqaluk,anaia
276,Bruder::N,qatanngut,neba
277,Bruder::N,qatanngut,anaia
278,Schwester::N,naja,ahizpa
279,Schwester::N,aleqa,ahizpa
280,Schwester::N,qatanngut,ahizpa
281,Onkel::N,akkak,osaba
282,Tante::N,aja,izeba
283,Tante::N,ajak,izeba
284,Tante::N,atsak,izeba
285,Ehemann::N,ui,senar
286,Ehefrau::N,nuliaq,emazte
287,Freude::N,tipaatsussuseq,poz
288,Freude::N,tipaatsussuseq,pozkari
289,Gelächter::N,illaq,barre
290,Gelächter::N,illaq,karkara
291,Glück::N,usornaat,zori
292,Glück::N,usornarsuseq,zori
293,Wunsch::N,kissaat,nahi
294,Wunsch::N,kissaat,nahikunde
295,Lust::N,illigussuseq,gogo
296,Lust::N,piummaseq,gogo
297,Geist::N,anerneq,gogo
298,Geist::N,toornaq,gogo
299,Gedanke::N,isumassaq,gogoeta
300,Gedächtnis::N,eqqaamannissuseq,oroimen
301,Gedächtnis::N,eqqaamannissuseq,gogoramen
302,Verstand::N,isuma,adimen
303,Verstand::N,isuma,ulermen
304,Verstand::N,sianissut,adimen
305,Verstand::N,sianissut,ulermen
306,Verstand::N,misigissut,adimen
307,Verstand::N,misigissut,ulermen
308,Verstand::N,sianissuseq,adimen
309,Verstand::N,sianissuseq,ulermen
310,Verstand::N,silaqassuseq,adimen
311,Verstand::N,silaqassuseq,ulermen
312,Sinn::N,isuma,zentzu
313,Grund::N,patsit,zergati
314,Wahrheit::N,sallusuissut,egia
315,Märchen::N,oqalualaarut,ipuin
316,Märchen::N,oqaluasaaq,ipuin
317,Erzählung::N,oqaluttuaq,edesti
318,Erzählung::N,oqaluttuaq,kontakizun
319,Nachricht::N,oqaassut,albiste
320,Nachricht::N,oqqersuut,albiste
321,Neuigkeit::N,tusarnartaq,berri
322,Name::N,ateq,izen
323,Rätsel::N,nalorsitsaarut,asmakizun
324,Rede::N,oqaluuseq,hitzaldi
325,Rede::N,oqaluuseq,mintzaldi
326,Sprache::N,oqaatsit,hizkuntza
327,Stimme::N,erinaq,ahots
328,Stimme::N,qarluuseq,ahots
329,Wort::N,oqaasii,hitz
330,Zeichen::N,nalunaaqqut,agerbide
331,Zeichen::N,nalunaaqqut,agergarri
332,Ruf::N,qaaqqussut,dei
333,Lärm::N,perpaluk,zarata
334,Lärm::N,perpaluk,harrabots
335,Laut::N,torsukattak,hots
336,Ton::N,erinaq,tonu
337,Ton::N,erinaq,soinu
338,Lied::N,taalliaq,abesti
339,Lied::N,erinarsuut,abesti
340,Ruhe::N,qatsunganeq,nasaitasun
341,Leute::N,inuiak,jende
342,Leute::N,inuiaqatigiit,jende
343,Volk::N,inuiaat,herri
344,Volk::N,inuiaat,populu
345,Arbeit::N,suliaq,lan
346,Gast::N,qaaqqusaq,arrotz
347,Gast::N,qaaqqusaq,apopilo
348,Geschenk::N,pajugut,opari
349,Hilfe::N,annertoqqut,helpide
350,Hilfe::N,annertoqqut,laguntza
351,Freund::N,tiliaq,lagun
352,Freund::N,ikinngut,lagun
353,Kamerad::N,tiliaq,adiskide
354,Kamerad::N,tiliaq,lagunkide
355,Kamerad::N,ikinngut,adiskide
356,Kamerad::N,ikinngut,lagunkide
357,Art::N,ileqquuseq,mota
358,Stück::N,nakkaalaniku,puska
359,Teil::N,tassiaasat,atal
360,Hälfte::N,affaq,erdi
361,Kreis::N,kaajaluinneq or kaajaluitsoq,biribilki
362,Kreuz::N,sanningasulik,gurutze
363,Linie::N,tittaq,linea
364,Linie::N,titarneq,linea
365,Abstand::N,aku,tarte
366,Abstand::N,ikiaq,tarte
367,Entfernung::N,asi,urrunera
368,Gegend::N,nuna,alderdi
369,Gegend::N,nuna,eskualde
370,Platz::N,ini,leku
371,Platz::N,inissaq,leku
372,Ort::N,sumiiffik,toki
373,Seite::N,saneraq,albo
374,Mitte::N,qiteq,erdi
375,Sache::N,pigisaq,gauza
376,Rand::N,sini,ertz
377,Rand::N,akerfineq,ertz
378,Kante::N,akerfineq,ertz
379,Ecke::N,teqeqqoq,kantoi
380,Ecke::N,tikeqqoq,kantoi
381,Spitze::N,inngik,punta
382,Ende::N,isu,buru
383,Ende::N,isu,mutur
384,Loch::N,putu,zulo
385,Winkel::N,teqeqqorissaat,zoko
386,Winkel::N,teqeqqorissaat,bazter
387,Muster::N,ilisserut,eredu
388,Muster::N,ilisserut,marrazki
389,Größe::N,angissuseq,kaizu
390,Größe::N,angissuseq,tamaina
391,Länge::N,takissuseq,luzera
392,Gewicht::N,oqimaalutaq,hazta
393,Menge::N,amerlassuseq,kopuru
394,Haufen::N,eqimattat,pila
395,Haufen::N,eqimattat,mendoi
396,Reihe::N,allunaasaq,ilara
397,Reihe::N,allunaasaq,errenkada
398,Boot::N,qajaq,potin
399,Boot::N,qajaq,txalupa
400,Boot::N,angallat,potin
401,Boot::N,angallat,txalupa
402,Boot::N,umiatsiaq,potin
403,Boot::N,umiatsiaq,txalupa
404,Ruder::N,iput,arraun
405,Schlitten::N,qamutit,lera
406,Schlitten::N,qamutit,narra
407,Schlitten::N,qimusseq,lera
408,Schlitten::N,qimusseq,narra
409,Ski::N,ataarut,eski
410,Last::N,nammagaq,zama
411,Last::N,nammagaq,karga
412,Schritt::N,allorneq,pauso
413,Schritt::N,allorneq,urrats
414,Norden::N,avannaq,ipar
415,Norden::N,avannaq,iparralde
416,Süden::N,qava,hego
417,Süden::N,qava,hegoalde
418,Süden::N,kujat,hego
419,Süden::N,kujat,hegoalde
420,Süden::N,kujataa,hego
421,Süden::N,kujataa,hegoalde
422,Westen::N,kitaa,sartalde
423,Westen::N,kitaa,mendebalde
424,Osten::N,kangi,ekialde
425,Osten::N,kangi,sortalde
426,Holz::N,qisuk,zur
427,Brett::N,salliligaq,ohol
428,Platte::N,qaateq,lauza
429,Stütze::N,ajagutaq,irozgarri
430,Stütze::N,ajagutaq,bermagailu
431,Stütze::N,ajaagutaq,irozgarri
432,Stütze::N,ajaagutaq,bermagailu
433,Stange::N,kaaviffik,haga
434,Stock::N,ajaappissat,makila
435,Stab::N,ajaappissat,makila
436,Rohr::N,sullulik,hodi
437,Haus::N,illu,etxe
438,Ofen::N,kissarsuut,berogailu
439,Fußboden::N,nateq,zoru
440,Tisch::N,allattarfik,mahai
441,Stuhl::N,issiavik,aulki
442,Stuhl::N,issiaffik,aulki
443,Wiege::N,uaasoq,kuma
444,Wiege::N,uaasoq,sehaska
445,Bett::N,nallavik,ohe
446,Bett::N,nallavik,ohatze
447,Regal::N,ilisivik,apalategi
448,Kiste::N,sakissat,kutxa
449,Kiste::N,illerfiusaq,kutxa
450,Fenster::N,aki,leiho
451,Fenster::N,igalaaq,leiho
452,Tür::N,matu,ate
453,Tor::N,isaaffik,atari
454,Zaun::N,saputit,hesi
455,Dach::N,qaliaq,teilatu
456,Leiter::N,tummeqqat,zurubi
457,Leiter::N,majuartarfiit,zurubi
458,Besen::N,saligutit,erratz
459,Spaten::N,nivaataq,burdinpala
460,Schaufel::N,nivaataq,pala
461,Gabel::N,qilluaq,sardexka
462,Gabel::N,ajassaatit,sardexka
463,Löffel::N,alussaat,koilara
464,Messer::N,savik,aizto
465,Nagel::N,kukik,iltze
466,Netz::N,anguffaseq,sare
467,Haken::N,nissik,mako
468,Haken::N,qarsorsaq,mako
469,Haken::N,qarsorsartoq,mako
470,Griff::N,ipi,eskutoki
471,Schloss::N,illussaarsuaq,sarraila
472,Bild::N,assiliaq,irudi
473,Figur::N,kisitsit,figura
474,Puppe::N,inuusaq,panpina
475,Puppe::N,inuusaq,andrakila
476,Bündel::N,qilertaq,azao
477,Bündel::N,qilertaq,espal
478,Tasche::N,pooqattaq,poltsa
479,Deckel::N,matu,tapa
480,Deckel::N,matu,estalki
481,Geschirr::N,anut,baxera
482,Geschirr::N,anut,ontziteria
483,Tasse::N,tiitorfik,kikara
484,Tasse::N,tiitorfiup ilorlia,kikara
485,Topf::N,qoqqoq,ontzi
486,Topf::N,qoqqoq,lapiko
487,Kessel::N,uunnaavik,pazia
488,Essen::N,igaaq,janaldi
489,Nahrung::N,neqissaq,jan
490,Speise::N,nerisassat,jaki
491,Fleisch::N,neqi,okela
492,Fleisch::N,neqi,haragi
493,Getreide::N,maannineq,labore
494,Brot::N,iffit,ogi
495,Brot::N,iffiaq,ogi
496,Scheibe::N,igalaassiaq,xerra
497,Scheibe::N,igalaassiaq,pirripita
498,Fett::N,tarnutissaq,urin
499,Fett::N,tarnutissaq,koipe
500,Fett::N,tarnutissiaq,urin
501,Fett::N,tarnutissiaq,koipe
502,Butter::N,punneq,gurin
503,Öl::N,uulia,olio
504,Salz::N,taratsut,gatz
505,Suppe::N,qajoq,zopa
506,Suppe::N,qajoq,salda
507,Honig::N,tungusunnitsuut,ezti
508,Milch::N,immuk,esne
509,Tee::N,tii,te
510,Tee::N,teeq,te
511,Wolle::N,nuersagassiaq,artile
512,Stoff::N,milliaq,ehun
513,Stoff::N,qarlissiaq,ehun
514,Nadel::N,meqqut,orratz
515,Nadel::N,meqqut,jostorratz
516,Faden::N,ujalussiaq,hari
517,Knopf::N,attat,botoi
518,Knoten::N,akeroq,korapilo
519,Knoten::N,qilerneq,korapilo
520,Farbe::N,qalipaat,pintura
521,Kleidung::N,atisat,arropa
522,Kleidung::N,atisat,jantziak
523,Kleidung::N,annoraaq,arropa
524,Kleidung::N,annoraaq,jantziak
525,Hemd::N,ilupaaq,atorra
526,Hemd::N,ilupaaq,alkandora
527,Kragen::N,qungasiinnaq,idun
528,Ärmel::N,aaq,mahuka
529,Hose::N,qarliit,prakak
530,Hose::N,qarliit,galtzak
531,Gürtel::N,qiterut,gerriko
532,Gürtel::N,unngersaq,gerriko
533,Mütze::N,nasaq,txano
534,Mütze::N,nasaq,txapel
535,Schuh::N,skuu,oski
536,Schuh::N,skuu,oinetako
537,Schuh::N,ikernuk,oski
538,Schuh::N,ikernuk,oinetako
539,Schuh::N,ateraasaq,oski
540,Schuh::N,ateraasaq,oinetako
541,Stiefel::N,kamik,bota
542,Ring::N,assammiu,uztai
543,Band::N,qilerutissiaq,zinta
544,Band::N,qilerutissiaq,xingola
545,Kamm::N,illaagutit,orrazi
546,Kamm::N,illaajaatit pl.,orrazi
547,Spiegel::N,tarrarsuut,mirail
548,Riemen::N,allunaaq,uhal
549,Schnur::N,kujaaq,lokailu
550,Schnur::N,allunaasaq,lokailu
551,Leine::N,aleq,lotura
552,Decke::N,qipik,burusi
553,Kissen::N,akit,kuxin
554,Tuch::N,qarlissiaq,zapi
555,Tuch::N,qarlissiaq,oihal
556,Handtuch::N,allarut,eskuzapi
557,Handtuch::N,allarut,eskuoihal
558,Handtuch::N,allarterut,eskuzapi
559,Handtuch::N,allarterut,eskuoihal
560,Kraft::N,pissak,indar
561,Stärke::N,qerattarsaat,indar
562,Gesundheit::N,peqqisusseq,osasun
563,Krankheit::N,nappaat,eritasun
564,Krankheit::N,nappaat,gaixotasun
565,Schmerz::N,anniaat,min
566,Wunde::N,iki,zauri
567,Fieber::N,nappaat qanimanartoq,sukar
568,Arznei::N,imigassaq,osagai
569,Arznei::N,imigassaq,sendagai
570,Brücke::N,ikaartarfik,zubi
571,Brunnen::N,tissaluttuliaq,putzu
572,Weide::N,masarsuk,alha
573,Weide::N,masarsuk,bazkaleku
574,Pfad::N,aqqut,zidor
575,Pfad::N,aqqut,bidexka
576,Weg::N,aggerfik,bide
577,Straße::N,aqqusineq,errepide
578,Dorf::N,nunaqarfik,herri
579,Stadt::N,illorpaat,hiri
580,Stadt::N,illorpalik,hiri
581,Brief::N,allagarsiaq,gutun
582,Brief::N,allagarsiaq,eskutitz
583,Buch::N,atuakkat,liburu
584,Buch::N,mappersagaq,liburu
585,Buchstabe::N,naqinneq,hizki
586,Zeitung::N,aviisi,egunkari
587,Leben::N,inuussuseq,bizi
588,Leben::N,inuussuseq,bizitza
589,Tod::N,toqu,herio
590,Tod::N,toqu,heriotza
591,Tod::N,toquneq,herio
592,Tod::N,toquneq,heriotza
593,Grab::N,iliveq,hobi
594,Grab::N,iliveq,hilobi
595,Grab::N,illissat,hobi
596,Grab::N,illissat,hilobi
597,Kirche::N,oqaluffik,eliza
598,Sünde::N,ajorti,hoben
599,Sünde::N,ajorti,bekatu
600,Arbeiter::N,sulisoq,langile
601,Arbeiter::N,sulisoq,behargin
602,Chef::N,ittoqut,nagusi
603,Meister::N,naalagaq,maisu
604,Arzt::N,katsorsaasoq,osagile
605,Arzt::N,katsorsaasoq,sendagile
606,Lehrer::N,ilinniartitsisoq,irakasle
607,Geld::N,aningaasat,diru
608,Geschäft::N,niuertarfik,negozio
609,Laden::N,niuertarfik,denda
610,Laden::N,niuertarfik,saltegi
611,Preis::N,aki,prezio
612,Preis::N,aki,salneurri
613,Ware::N,qaliata pii,salgai
614,Ware::N,nioqqutissaq,salgai
615,Nutzen::N,iluaqut,onura
616,Nutzen::N,iluaqut,probetxu
617,Welt::N,nunarsuaq,ludi
618,Welt::N,nunarsuaq,mundu
619,Land::N,nuna,herrialde
620,König::N,kunngi,errege
621,Macht::N,pissaassuseq,botere
622,Grenze::N,killik,muga
623,Krieg::N,sorsunneq,guda
624,Feind::N,akeraq,etsai
625,Feind::N,akeraq,arerio
626,Feind::N,akerartorti,etsai
627,Feind::N,akerartorti,arerio
628,Feind::N,qinngarsuisoq,etsai
629,Feind::N,qinngarsuisoq,arerio
630,Kampf::N,sorsunneq,gudu
631,Kampf::N,sorsunneq,auska
632,Pfeil::N,qalugiusaq,gezi
633,Gewehr::N,aallaat,fusil
634,Fehler::N,kukkuneq,huts
635,Fehler::N,kukkuneq,hutsegin
636,Fehler::N,paarlaappaa,huts
637,Fehler::N,paarlaappaa,hutsegin
638,Unglück::N,perluut,zoritxar
639,Unglück::N,perluut,zorigaitz
640,Schuld::N,akiitsugaq,erru
641,Schuld::N,akiligassaq,erru
642,Alter::N,utoqqaq,adin
643,Schluss::N,isu,bukaera
644,Zeit::N,ulloq,aldi
645,Zeit::N,ulloq,denbora
646,Zeit::N,akuttoqatigiinneq,aldi
647,Zeit::N,akuttoqatigiinneq,denbora
648,Tag::N,ulloq,egun
649,Morgen::N,ullaaq,goiz
650,Mittag::N,ulloqeqqa,eguerdi
651,Abend::N,unnuk,arrats
652,Nacht::N,unnuaq,gau
653,Woche::N,sapaatip akunnera,aste
654,Monat::N,qaammat,hil
655,Jahr::N,ukioq,urte
656,Frühling::N,upernaaq,udalehen
657,Sommer::N,aasaq,uda
658,Herbst::N,ukiaq,udazken
659,Herbst::N,ukiaq,neguantz
660,Winter::N,ukioq,negu
661,Januar::N,siulleeq,urtarril
662,Januar::N,qaammaliaq,urtarril
663,Februar::N,aarlaat,otsail
664,März::N,marsi,martxo
665,März::N,martsi,martxo
666,Mai::N,maaji,maiatz
667,Juni::N,juuni,ekain
668,Juli::N,juuli,uztail
669,August::N,aggusti,abuztu
670,September::N,septembari,irail
671,Oktober::N,oktobari,urri
672,November::N,novembari,azaro
673,Dezember::N,detsembari,abendu
674,Montag::N,ataasinngortoq,astelehen
675,Dienstag::N,marlunngorneq,astearte
676,Mittwoch::N,pingasunngorneq,asteazken
677,Donnerstag::N,sisamanngorneq,ostegun
678,Freitag::N,tallimanngorneq,ostiral
679,Samstag::N,arfininngorneq,larunbat
680,Sonntag::N,sapaat,igande
681,Sonntag::N,sapaati,igande
682,groß::A,angivoq,handi
683,klein::A,mikivoq,txiki
684,lang::A,takisooq,luze
685,kurz::A,naatsoq,labur
686,breit::A,silippoq,zabal
687,schmal::A,amitsoq,mehar
688,dicht::A,torsusooq,sarri
689,dicht::A,torsusooq,trinko
690,dick[Gegenstand]::A,issuvoq,lodi
691,dick[Gegenstand]::A,issusooq,lodi
692,dünn::A,amitsoq,mehe
693,fein::A,mamarpoq,fin
694,fest::A,tangeqarpoq,tinko
695,flach::A,nalimmappoq,lau
696,flach::A,nalimmappoq,ordoki
697,glatt::A,quasak,leun
698,hart::A,mattusooq,gogor
699,hart::A,manngerpoq,gogor
700,hart::A,titeqquluppoq,gogor
701,weich::A,nerumaarpoq,bigun
702,weich::A,nerumaarpoq,beratz
703,rund::A,ammallorippoq,biribil
704,spitz::A,qummukujooq,puntadun
705,scharf::A,ipippoq,zorrotz
706,stumpf::A,anngerpoq,kamuts
707,schwer::A,oqimaappoq,astun
708,schwer::A,oqimaappoq,pisutsu
709,schön::A,kusanarpoq,eder
710,heiß::A,kiappoq,bero
711,heiß::A,kiappoq,oso bero
712,warm::A,oqorpoq,bero
713,kalt::A,issippoq,hotz
714,kühl::A,pueqqortippoq,hotzil
715,feucht::A,isugutavoq,heze
716,feucht::A,qaasernarpoq,heze
717,nass::A,imerorpoq,busti
718,trocken::A,panerpoq,siku
719,trocken::A,panerpoq,lehor
720,voll::A,ulikkaarpoq,bete
721,leer::A,imaattuarpoq,huts
722,offen::A,ammavoq,ireki
723,geschlossen::A,matuvoq,itxita
724,sauber::A,eqqippoq,xahu
725,sauber::A,eqqippoq,garbi
726,sauber::A,sukuluippoq,xahu
727,sauber::A,sukuluippoq,garbi
728,sauber::A,ipeqanngilaq,xahu
729,sauber::A,ipeqanngilaq,garbi
730,schmutzig::A,tapappoq,lohi
731,schmutzig::A,tapappoq,zikin
732,schmutzig::A,minguppoq,lohi
733,schmutzig::A,minguppoq,zikin
734,roh::A,aapavoq,gordin
735,reif::A,qaarulerpoq,umo
736,reif::A,qaarulerpoq,heldu
737,süß::A,tungusunnippoq,goxo
738,bitter::A,qasilippoq,karmin
739,bitter::A,qasilippoq,garratz
740,hell::A,qaamavoq,argi
741,dunkel::A,qernerpoq,ilun
