,Concept_ID,az,ca
231,Kind::N,uşaq,nen
232,Junge::N,oğlan,noi
233,Mädchen::N,qız,noia
234,Familie::N,ailə,família
235,Großvater::N,baba,avi
236,Großmutter::N,nənə,àvia
237,Eltern::N,valideyn,pares
238,Vater::N,ata,pare
239,Mutter::N,ana,mare
240,Sohn::N,oğul,fill
241,Tochter::N,qız,filla
242,Bruder::N,qardaş,germà
243,Schwester::N,bacı,germana
244,Onkel::N,əmi,oncle
245,Onkel::N,dayı,oncle
246,Tante::N,bibi,tia
247,Ehemann::N,ər,espòs
248,Ehefrau::N,arvad,muller
249,Freude::N,nəşə,goig
250,Freude::N,nəşə,alegria
251,Freude::N,sevinc,goig
252,Freude::N,sevinc,alegria
253,Gelächter::N,gülüş,riallada
254,Gelächter::N,qəhqəhə,riallada
255,Glück::N,səadət,felicitat
256,Glück::N,xoşbəxtlik,felicitat
257,Kummer::N,qəm,pena
258,Kummer::N,kədər,pena
259,Wunsch::N,arzu,desig
260,Lust::N,həvəs,ganes
261,Geist::N,ruh,ment
262,Geist::N,ruh,esperit
263,Gedanke::N,fikir,pensament
264,Gedanke::N,düşüncə,pensament
265,Gedächtnis::N,xatir,memòria
266,Gedächtnis::N,hafizə,memòria
267,Verstand::N,ağıl,raó
268,Verstand::N,ağıl,seny
269,Sinn::N,məna,solta
270,Sinn::N,məna,sentit
271,Grund::N,səbəb,raó
272,Grund::N,səbəb,causa
273,Wahrheit::N,haqq,veritāt
274,Wahrheit::N,doğruluq,veritāt
275,Gespräch::N,söhbət,conversa
276,Gespräch::N,qonuşma,conversa
277,Märchen::N,nağıl,conte
278,Erzählung::N,hekayə,narració
279,Nachricht::N,xəbər,missatge
280,Neuigkeit::N,xəbər,novetat
281,Neuigkeit::N,yenilik,novetat
282,Name::N,ad,nom
283,Rätsel::N,tapmaca,endevinalla
284,Rede::N,nitq,discurs
285,Sprache::N,dil,llēngua
286,Stimme::N,səs,veu
287,Wort::N,söz,mot
288,Wort::N,söz,paraula
289,Wort::N,kəlmə,mot
290,Wort::N,kəlmə,paraula
291,Zeichen::N,nişan,signe
292,Zeichen::N,nişan,senyal
293,Ruf::N,çığırtı,crida
294,Lärm::N,gurultu,sorōll
295,Laut::N,səs,so
296,Ton::N,ton,to
297,Lied::N,mahnı,cançó
298,Ruhe::N,sakitlik,calma
299,Ruhe::N,sakitlik,silenci
300,Leute::N,xalq,gent
301,Volk::N,millət,poble
302,Arbeit::N,iş,labor
303,Arbeit::N,iş,treball
304,Arbeit::N,əmək,labor
305,Arbeit::N,əmək,treball
306,Gast::N,qonaq,hoste
307,Gast::N,müsafir,hoste
308,Geschenk::N,hədiyyə,regal
309,Geschenk::N,hədiyyə,obsequi
310,Spiel::N,oyun,joc
311,Spiel::N,tamaşa,joc
312,Gesellschaft::N,cəmiyyet,companyia
313,Hilfe::N,kömək,ajut
314,Hilfe::N,yardım,ajut
315,Freund::N,dost,amīc
316,Kamerad::N,yoldaş,company
317,Kamerad::N,yoldaş,camarada
318,Angelegenheit::N,iş,afer
319,Angelegenheit::N,iş,assumpte
320,Anzahl::N,say,nombre
321,Anzahl::N,say,quantitat
322,Art::N,çeşid,tipus
323,Art::N,çeşid,classe
324,Stück::N,dənə,peça
325,Stück::N,parça,peça
326,Teil::N,qisim,part
327,Hälfte::N,yarım,meitat
328,Kreis::N,dairə,cercle
329,Kreuz::N,xaç,creu
330,Linie::N,xətt,línia
331,Strich::N,cızıq,traç
332,Strich::N,cızıq,ratlla
333,Abstand::N,məsafə,distància
334,Entfernung::N,məsafə,distància
335,Entfernung::N,uzaqlıq,distància
336,Gegend::N,bölgə,regió
337,Gegend::N,bölgə,contrada
338,Platz::N,yer,cabuda
339,Ort::N,yer,lloc
340,Seite::N,yan,banda
341,Seite::N,yan,costāt
342,Seite::N,tərəf,banda
343,Seite::N,tərəf,costāt
344,Mitte::N,orta,mig
345,Mitte::N,orta,centre
346,Gegenstand::N,şey,objecte
347,Sache::N,şey,cosa
348,Rand::N,kənar,vora
349,Rand::N,kənar,marge
350,Kante::N,tiyə,caire
351,Kante::N,tiyə,cantell
352,Kante::N,kənar,caire
353,Kante::N,kənar,cantell
354,Ecke::N,bucaq,cantonada
355,Spitze::N,uc,punta
356,Ende::N,son,cap
357,Ende::N,axır,cap
358,Loch::N,deşik,forāt
359,Winkel::N,guşə,racó
360,Muster::N,ülgü,dibuix
361,Muster::N,ülgü,disseny
362,Größe::N,böyüklük,grandària
363,Länge::N,uzunluq,longitud
364,Höhe::N,yüksəklik,altura
365,Höhe::N,yüksəklik,altitud
366,Gewicht::N,çəki,pes
367,Gewicht::N,ağırlıq,pes
368,Menge::N,miqdar,quantitat
369,Haufen::N,yığın,pila
370,Reihe::N,səf,fila
371,Reihe::N,sıra,fila
372,Boot::N,qayıq,bot
373,Boot::N,qayıq,barca
374,Ruder::N,kürək,rem
375,Schlitten::N,kirşə,trineu
376,Ski::N,xizək,esquí
377,Lagerfeuer::N,düşərgə tonqalı,foc de campament
378,Last::N,yük,càrrega
379,Gang::N,yeriş,marxa
380,Schritt::N,addım,pas
381,Norden::N,şimal,nord
382,Süden::N,cənub,sud
383,Westen::N,qərb,oest
384,Westen::N,qərb,occident
385,Osten::N,şərq,est
386,Osten::N,şərq,orient
387,Holz::N,ağac,fusta
388,Holz::N,taxta,fusta
389,Brett::N,taxta,taula
390,Platte::N,lövhə,placa
391,Stütze::N,dayaq,suport
392,Stütze::N,dəstək,suport
393,Stange::N,şüvül,vara
394,Stock::N,dəyənək,pal
395,Stab::N,əsa,bastó
396,Stab::N,şüvül,bastó
397,Rohr::N,boru,tub
398,Rohr::N,truba,tub
399,Haus::N,ev,casa
400,Heim::N,ev,llar
401,Ofen::N,peç,estufa
402,Ofen::N,soba,estufa
403,Fußboden::N,döşəmə,terra
404,Tisch::N,masa,taula
405,Stuhl::N,stul,cadira
406,Wiege::N,beşik,bressol
407,Bett::N,yataq,llit
408,Regal::N,rəf,prestatgeria
409,Kiste::N,yeşik,caixa
410,Kiste::N,sandıq,caixa
411,Fenster::N,pəncərə,finestra
412,Tür::N,qapı,porta
413,Tor::N,darvaza,portal
414,Zaun::N,çəpər,tanca
415,Dach::N,dam,teulada
416,Leiter::N,nərdivan,escala
417,Leiter::N,nərdivan,escala de mà
418,Besen::N,süpürgə,escombra
419,Spaten::N,kürək,pala
420,Schaufel::N,kürək,pala
421,Gabel::N,çəngəl,forquilla
422,Löffel::N,qaşıq,cullera
423,Messer::N,bıçaq,coltell
424,Nagel::N,mıx,clau
425,Netz::N,tor,filat
426,Haken::N,çəngəl,ganxo
427,Griff::N,qulp,puny
428,Griff::N,qulp,mànec
429,Griff::N,tutacaq,puny
430,Griff::N,tutacaq,mànec
431,Schloss::N,qıfıl,pany
432,Bild::N,rəsm,imatge
433,Figur::N,şəkil,figura
434,Figur::N,heykəl,figura
435,Puppe::N,kukla,nina
436,Puppe::N,gəlincik,nina
437,Beutel::N,kisə,bossa
438,Beutel::N,torba,bossa
439,Bündel::N,bağlama,feix
440,Bündel::N,bağlama,paquet
441,Tasche::N,çanta,bossa
442,Eimer::N,vedrə,galleda
443,Eimer::N,çəllək,galleda
444,Deckel::N,qapaq,tapa
445,Deckel::N,qapaq,tapadora
446,Geschirr::N,qab-qazan,vaixella
447,Sack::N,çuval,sac
448,Sack::N,çuval,saca
449,Tasse::N,fincan,tassa
450,Topf::N,qazan,pot
451,Topf::N,qazan,olla
452,Kessel::N,qazan,caldera
453,Essen::N,yemək,àpat
454,Essen::N,yemək,menjada
455,Nahrung::N,qida,aliment
456,Speise::N,xörək,plat
457,Fleisch::N,ət,carn
458,Getreide::N,taxıl,cereals
459,Brei::N,aş,puré
460,Brei::N,sıyıq,puré
461,Brot::N,çörək,pa
462,Scheibe::N,dilim,tall
463,Scheibe::N,dilim,llesca
464,Fett::N,yağ,greix
465,Butter::N,kərə yağı,mantega
466,Öl::N,yağ,oli
467,Salz::N,duz,sal
468,Suppe::N,şorba,sopa
469,Honig::N,bal,mel
470,Milch::N,süd,llet
471,Tee::N,çay,te
472,Leder::N,dəri,cuir
473,Wolle::N,yun,llana
474,Stoff::N,qumaş,tela
475,Nadel::N,iynə,agulla
476,Faden::N,sap,fil
477,Knopf::N,düymə,botó
478,Knoten::N,düyün,nus
479,Farbe::N,boya,pintura
480,Kleidung::N,geyim,roba
481,Kleidung::N,geyim,vestits
482,Hemd::N,köynək,camisa
483,Kragen::N,yaxa,coll
484,Ärmel::N,qol,màniga
485,Hose::N,şalvar,pantalōns
486,Gürtel::N,kəmər,cinturó
487,Mütze::N,şapka,gorra
488,Schuh::N,tufli,sabata
489,Schuh::N,ayaqqabı,sabata
490,Stiefel::N,çəkmə,bota
491,Ring::N,üzük,anell
492,Band::N,lent,veta
493,Band::N,lent,cinta
494,Kamm::N,daraq,pinta
495,Spiegel::N,güzgü,mirāll
496,Riemen::N,qayış,corretja
497,Schnur::N,ip,corda
498,Leine::N,kəmsik,corretja
499,Decke::N,ədyal,manta
500,Decke::N,ədyal,flassada
501,Decke::N,yorğan,manta
502,Decke::N,yorğan,flassada
503,Kissen::N,yastıq,coixí
504,Tuch::N,şarf,mocador
505,Tuch::N,kaşne,mocador
506,Handtuch::N,dəsmal,tovallola
507,Kraft::N,güc,força
508,Stärke::N,qüvvət,vigor
509,Gesundheit::N,sağlamlıq,salut
510,Krankheit::N,xəstəlik,malaltia
511,Schmerz::N,ağrı,dolor
512,Schmerz::N,sancı,dolor
513,Wunde::N,yara,ferida
514,Fieber::N,isitmə,febre
515,Fieber::N,qızdırma,febre
516,Arznei::N,ilaç,medicament
517,Arznei::N,dərman,medicament
518,Brücke::N,körpü,pont
519,Brunnen::N,quyu,pou
520,Weide::N,otlaq,pastura
521,Pfad::N,cığır,senda
522,Pfad::N,cığır,sender
523,Weg::N,yol,camí
524,Straße::N,küçə,carretera
525,Dorf::N,kənd,poble
526,Stadt::N,şəhər,ciutāt
527,Brief::N,məktub,carta
528,Buch::N,kitab,llibre
529,Buchstabe::N,hərf,lletra
530,Zeitung::N,qəzet,diāri
531,Leben::N,həyat,vida
532,Tod::N,ölüm,mort
533,Grab::N,qəbir,tomba
534,Kirche::N,kilsə,església
535,Sünde::N,günah,pecat
536,Gott::N,tanrı,déu
537,Arbeiter::N,işçi,obrer
538,Chef::N,şef,cap
539,Chef::N,rəis,cap
540,Meister::N,usta,mestre
541,Arzt::N,həkim,metge
542,Arzt::N,doktor,metge
543,Lehrer::N,müəllim,mestre
544,Geld::N,pul,dinērs
545,Geschäft::N,ticarət,negoci
546,Laden::N,dükan,tenda
547,Laden::N,dükan,botiga
548,Preis::N,qiymət,preu
549,Ware::N,mal,mercaderia
550,Nutzen::N,fayda,profit
551,Reichtum::N,zənginlik,riquesa
552,Welt::N,aləm,món
553,Welt::N,dünya,món
554,Land::N,ölkə,país
555,Staat::N,dövlət,estat
556,König::N,kral,rei
557,König::N,məlik,rei
558,Macht::N,qüdrət,poder
559,Macht::N,qüdrət,potència
560,Grenze::N,hüdud,frontera
561,Grenze::N,sərhət,frontera
562,Krieg::N,hərb,guerra
563,Krieg::N,müharibə,guerra
564,Feind::N,düşmən,enemic
565,Gewalt::N,cəbr,violència
566,Kampf::N,savaş,lluita
567,Bogen[Waffe]::N,yay,arc
568,Pfeil::N,ox,fletxa
569,Gewehr::N,tüfəng,fusell
570,Gewehr::N,tüfəng,escopeta
571,Fehler::N,xəta,falta
572,Lüge::N,yalan,mentida
573,Schaden::N,ziyan,dany
574,Unglück::N,bəla,desgràcia
575,Schuld::N,təqsir,culpa
576,Alter::N,yaş,edat
577,Schluss::N,son,fi
578,Schluss::N,son,final
579,Zeit::N,vaxt,temps
580,Zeit::N,zaman,temps
581,Tag::N,gün,dia
582,Morgen::N,sabah,matí
583,Mittag::N,günorta,migdia
584,Abend::N,axşam,vespre
585,Nacht::N,gecə,nit
586,Woche::N,həftə,setmana
587,Monat::N,ay,mes
588,Jahr::N,il,any
589,Frühling::N,yaz,primavera
590,Frühling::N,bahar,primavera
591,Sommer::N,yay,estīu
592,Herbst::N,payız,tardor
593,Winter::N,qış,hivērn
594,Januar::N,Janvar,gener
595,Februar::N,Fevral,febrer
596,März::N,Mart,març
597,April::N,Aprel,abril
598,Mai::N,May,maig
599,Juni::N,İyun,juny
600,Juli::N,İyul,juliol
601,August::N,Avqust,agost
602,September::N,Sentyabr,setembre
603,Oktober::N,Oktyabr,octubre
604,November::N,Noyabr,novembre
605,Dezember::N,Dekabr,desembre
606,Montag::N,bazar ertəsi,dilluns
607,Dienstag::N,çərşənbə axşamı,dimarts
608,Mittwoch::N,çərşənbə,dimecres
609,Donnerstag::N,cüme axşamı,dijous
610,Freitag::N,cüme,divendres
611,Samstag::N,şənbə,dissabte
612,Sonntag::N,bazar,diumenge
613,groß::A,böyük,gros
614,klein::A,kiçik,petīt
615,lang::A,uzun,llarg
616,kurz::A,qısa,curt
617,breit::A,enli,ample
618,breit::A,geniş,ample
619,schmal::A,dar,estret
620,dicht::A,sıx,dens
621,dick[Gegenstand]::A,qalın,gruixūt
622,dünn::A,nazik,prim
623,fein::A,incə,fi
624,fest::A,bərk,ferm
625,fest::A,bərk,sòlid
626,fest::A,möhkəm,ferm
627,fest::A,möhkəm,sòlid
628,flach::A,düz,pla
629,glatt::A,hamar,llis
630,hart::A,sərt,dur
631,weich::A,yumşaq,tou
632,rund::A,yuvarlaq,rodó
633,spitz::A,uclu,punxegut
634,spitz::A,sivri,punxegut
635,scharf::A,kəskin,agut
636,stumpf::A,küt,rom
637,stumpf::A,küt,esmussat
638,schwer::A,ağır,pesāt
639,schön::A,gözəl,bonīc
640,schön::A,gəşəng,bonīc
641,heiß::A,isti,calēnt
642,warm::A,ilıq,càlid
643,kalt::A,soyuq,fred
644,kühl::A,sərin,fresc
645,frisch::A,təzə,fresc
646,feucht::A,nəm,humit
647,nass::A,yaş,mullat
648,trocken::A,quru,sec
649,voll::A,dolu,ple
650,leer::A,boş,buit
651,offen::A,açıq,obert
652,geschlossen::A,qapalı,tancat
653,sauber::A,təmiz,net
654,schmutzig::A,kirli,brut
655,roh::A,çiy,cru
656,reif::A,yetişmiş,madur
657,lecker::A,dadlı,deliciós
658,lecker::A,ləzzətli,deliciós
659,süß::A,şirin,dolç
660,bitter::A,acı,amarg
661,sauer::A,turş,agre
662,hell::A,aydın,clar
663,dunkel::A,qaranlıq,fosc
664,schwarz::A,qara,negre
665,weiß::A,ağ,blanc
666,rot::A,qırmızı,vermēll
667,gelb::A,sarı,groc
668,blau::A,göy,blau
669,blau::A,mavi,blau
670,grün::A,yaşıl,verd
671,grau::A,boz,gris
672,bunt::A,əlvan,multicolor
673,bunt::A,rəngli,multicolor
674,billig::A,ucuz,barat
675,teuer::A,bahalı,car
676,wertvoll::A,qiymətli,preciós
677,blind::A,kor,cec
678,taub::A,kar,sord
679,kräftig::A,güclü,fort
680,kräftig::A,güclü,vigorós
681,stark::A,qüvvətli,fort
682,schwach::A,zəif,feble
683,schwach::A,gücsüz,feble
684,fett::A,şişman,gras
685,schlank::A,zərif,esvelt
686,hübsch::A,göyçək,maco
687,böse::A,fəna,dolent
688,dumm::A,axmaq,ximple
689,dumm::A,axmaq,estúpid
690,faul::A,tənbəl,gandūl
691,faul::A,tənbəl,mandrós
692,fleißig::A,çalışqan,diligēnt
693,geizig::A,xəsis,avar
694,klug::A,ağıllı,intel·ligent
695,geschickt::A,bacarıqlı,hàbil
696,lieb::A,əziz,amat
697,lieb::A,əziz,estimat
698,lieb::A,sevimli,amat
699,lieb::A,sevimli,estimat
700,lustig::A,məzəli,alegre
701,lustig::A,gülməli,alegre
702,sanft::A,mülayim,suau
703,hungrig::A,ac,afamat
704,krank::A,xəstə,malālt
705,nackt::A,çılpaq,nu
706,traurig::A,qəmgin,trist
707,traurig::A,kədərli,trist
708,lebendig::A,canlı,viu
709,gut::A,yaxşı,bo
710,schlecht::A,pis,dolēnt
711,richtig::A,doğru,just
712,richtig::A,doğru,correcte
713,schlimm::A,fəna,greu
714,wahr::A,gərçək,vertader
715,wahr::A,gərçək,veritable
716,alt::A,əski,vell
717,alt::A,köhnə,vell
718,neu::A,yeni,nou
719,ehemalig::A,əvvəlki,antic
720,alt[Lebewesen]::A,qoca,vell
721,jung::A,gənc,jove
722,arm::A,kasıb,pobre
723,arm::A,yoxsul,pobre
724,reich::A,zəngin,ric
725,bekannt::A,tanış,conegut
726,berühmt::A,məşhur,famós
727,fremd::A,yad,estrany
728,verschieden::A,dürlü,diferent
729,nah::A,yaxın,pròxim
730,fern::A,uzaq,llunyà
731,fern::A,uzaq,distant
732,linker::A,sol,esquerre
733,rechter::A,sağ,dret
734,anderer::A,başqa,altre
735,erster::A,birinci,primer
736,zweiter::A,ikinci,segon
737,dritter::A,üçüncü,tercer
738,letzter::A,sonuncu,últim
739,letzter::A,axırıncı,últim
740,allein::ADV,tək,sol
741,allein::ADV,yalqız,sol
742,auf einmal::ADV,birdən,d'una vegada
743,zusammen::ADV,birlikdə,junt
744,lange::ADV,uzun,molt de temps
745,plötzlich::ADV,qəfildən,de cop
746,plötzlich::ADV,qəfildən,de sobte
747,sofort::ADV,həmən,de seguida
748,sofort::ADV,dərhal,de seguida
749,später::ADV,sonra,més tard
750,jetzt::ADV,indi,ara
751,heute::ADV,bugün,avūi
752,morgen::ADV,sabah,demà
753,bald::ADV,yaxında,aviāt
754,bald::ADV,tezliklə,aviāt
755,dann::ADV,onda,després
756,gestern::ADV,dünən,ahir
757,einst::ADV,əvvəllər,anteriorment
758,damals::ADV,o vaxt,llavōrs
759,damals::ADV,o vaxt,aleshores
760,danach::ADV,sonra,després
761,vorher::ADV,qabaqcadan,abāns
762,zuerst::ADV,əvvəl,primer
763,einmal::ADV,bir dəfə,una vegada
764,manchmal::ADV,hərdənbir,de vegades
765,oft::ADV,tez-tez,sovint
766,oft::ADV,çox vaxt,sovint
767,immer::ADV,daimi,sempre
768,immer::ADV,həmişə,sempre
769,niemals::ADV,əsla,no ... mai
770,niemals::ADV,heç bir zaman,no ... mai
771,hier::ADV,bura,aquí
772,hier::ADV,burada,aquí
773,hierhin::ADV,buraya,per aquí
774,von hier::ADV,buradan,des d'aquí
775,dort::ADV,ora,allí
776,dort::ADV,orada,allí
777,dorthin::ADV,oraya,hi
778,geradeaus::ADV,düz,tot dret
779,vorwärts::ADV,irəli,endavānt
780,rückwärts::ADV,geri,endarrera
781,zurück::ADV,geriyə,darrere
782,unten::ADV,aşağıda,a baix
783,hinab::ADV,aşağı,cap avall
784,oben::ADV,yuxarıda,dalt
785,hinauf::ADV,yuxarı,cap amunt
786,überall::ADV,hər yerdə,pertot
787,überall::ADV,hər yerdə,per tot arreu
788,nicht::ADV,-ma-,no
789,ein wenig::ADV,bir az,una mica
790,kaum::ADV,güclə,a penes
791,sehr::ADV,çox,molt
792,so::ADV,belə,així
793,noch::ADV,hələ,encara
794,nur::ADV,yalnız,només
795,schon::ADV,artıq,ja
796,wieder::ADV,yenə,de nou
797,vergebens::ADV,boş yerə,en va
798,vor::PRP,önündə,davānt
799,vor::PRP,önündə,enfront de
800,hinter::PRP,arxasında,darrera
801,unter::PRP,altında,sota
802,durch::PRP,içindən,per
803,neben::PRP,yanında,al costāt de
804,zwischen::PRP,arasında,entre
805,wegen::PRP,üçün,a causa de
806,wegen::PRP,ötəri,a causa de
807,dies::PRN,bu,aquest
808,das::PRN,o,això
809,alles::PRN,hər şey,tot
810,ich::PRN,mən,jo
811,du::PRN,sən,tu
812,er::PRN,o,ell
813,wir::PRN,biz,nosaltres
814,ihr::PRN,siz,vosaltres
815,sie::PRN,onlar,ells
816,sie::PRN,onlar,elles
817,was::FPRN,nə,què
818,wer::FPRN,kim,qui
819,wo::FADV,harada,on
820,wohin::FADV,haraya,cap a on
821,wie::FADV,necə,com
822,warum::FADV,niyə,per què
823,warum::FADV,nə üçün,per què
824,wieviel::FNUM,neçə,quant
825,wieviel::FNUM,nə qədər,quant
826,eins::NUM,bir,u
827,zwei::NUM,iki,dos
828,drei::NUM,üç,tres
829,vier::NUM,dörd,quatre
