,Concept_ID,sk,ar
79,Schatten::N,tieň,ظل
80,Schatten::N,tieň,فيء
81,Wetter::N,počasie,جو
82,Wetter::N,počasie,طقس
83,Nebel::N,hmla,ضباب
84,Wolke::N,oblak,غيمة
85,Wolke::N,oblak,سحابة
86,Wolke::N,mračno,غيمة
87,Wolke::N,mračno,سحابة
88,Regen::N,dážď,مطر
89,Schnee::N,sneh,ثلج
90,Eis::N,ľad,جليد
91,Frost::N,mráz,صقيع
92,Kälte::N,zima,برد
93,Kälte::N,chlad,برد
94,Hitze::N,horúčava,حر
95,Hitze::N,horúčava,حرارة
96,Raureif::N,srieň,صقيع
97,Raureif::N,inovať,صقيع
98,Regenbogen::N,dúha,قوس قزح
99,Donner::N,hrom,رعد
100,Strömung::N,prúdenie,تيار
101,Tropfen::N,kvapka,قطرة
102,Schaum::N,pena,زبد
103,Schaum::N,pena,رغوة
104,Schmutz::N,špina,وسخ
105,Schmutz::N,nečistota,وسخ
106,See::N,jazero,بحيرة
107,Sumpf::N,bahno,مستنقع
108,Moor::N,močiar,مستنقع
109,Wiese::N,lúka,مرج
110,Wald::N,les,غابة
111,Wald::N,hora,غابة
112,Hügel::N,vŕšok,تل
113,Anhöhe::N,výšina,تل
114,Anhöhe::N,vyvýšenina,تل
115,Berg::N,hora,جبل
116,Gipfel::N,vrchol,قمة
117,Höhle::N,jaskyňa,كهف
118,Abhang::N,úbočie,منحدر
119,Quelle::N,prameň,منبع
120,Bach::N,potok,مجرى
121,Fluss::N,rieka,نهر
122,Ufer::N,breh,ضفة
123,Küste::N,pobrežie,ساحل
124,Festland::N,pevnina,بر
125,Meer::N,more,بحر
126,Bucht::N,záliv,خليج
127,Bucht::N,zátoka,خليج
128,Insel::N,ostrov,جزيرة
129,Blume::N,kvet,زهرة
130,Blume::N,kvetina,زهرة
131,Gras::N,tráva,حشيش
132,Wurzel::N,koreň,أصل
133,Baum::N,strom,شجرة
134,Stamm::N,kmeň,جذع
135,Rinde::N,kôra,قشرة
136,Ast::N,konár,فرع
137,Zweig::N,vetva,غصن
138,Blatt::N,list,ورقة
139,Birke::N,breza,قضبان
140,Kiefer[Baum]::N,sosna,صنوبرة
141,Kiefer[Baum]::N,borovica,صنوبرة
142,Weide[Baum]::N,vŕba,صفصاف
143,Tanne::N,jedľa,شوح
144,Tanne::N,jedľa,تبوب
145,Horn::N,roh,قرن
146,Feder::N,pero,ريشة
147,Fell::N,koža,فرو
148,Fell::N,kožušina,فرو
149,Flügel::N,krídlo,جناح
150,Klaue::N,paznecht,مخلب
151,Kralle::N,pazúr,مخلب
152,Schwanz::N,chvost,ذيل
153,Ei::N,vajce,بيض
154,Ei::N,vajíčko,بيض
155,Nest::N,hniezdo,عش
156,Bau::N,nora,جحر
157,Tier::N,zviera,حيوان
158,Herde::N,stádo,قطيع
159,Kuh::N,krava,بقرة
160,Bulle::N,býk,ثور
161,Pferd::N,kôň,خيل
162,Schaf::N,ovca,شاة
163,Schwein::N,sviňa,خنزير
164,Hund::N,pes,كلب
165,Katze::N,mačka,قطة
166,Bär::N,medveď,دب
167,Eichhörnchen::N,veverička,سنجاب
168,Elch::N,los,موظ
169,Fuchs::N,líška,ثعلب
170,Hase::N,zajac,أرنب
171,Maus::N,myš,فأرة
172,Wolf::N,vlk,ذئب
173,Vogel::N,vták,طير
174,Schwarm::N,roj,سرب
175,Huhn::N,kurča,دجاجة
176,Huhn::N,sliepka,دجاجة
177,Hahn::N,kohút,ديك
178,Gans::N,hus,وزة
179,Adler::N,orol,نسر
180,Ente::N,kačka,بطة
181,Ente::N,kačica,بطة
182,Eule::N,sova,بوم
183,Kranich::N,žeriav,كركي
184,Krähe::N,vrana,غراب
185,Kuckuck::N,kukučka,وقواق
186,Schwan::N,labuť,إوز عراقي
187,Fisch::N,ryba,سمك
188,Barsch::N,ostriež,فرخ أوربي
189,Hecht::N,šťuka,سمك الكراكي
190,Schlange[Tier]::N,had,حية
191,Schlange[Tier]::N,had,ثعبان
192,Wurm::N,červ,دودة
193,Spinne::N,pavúk,عنكبوت
194,Ameise::N,mravec,نملة
195,Laus::N,voš,قملة
196,Mücke::N,komár,ناموسة
197,Fliege::N,mucha,ذبابة
198,Schmetterling::N,motýľ,فراشة
199,Beere::N,bobuľa,حبة
200,Apfel::N,jablko,تفاح
201,Pilz::N,hríb,فطر
202,Zwiebel::N,cibuľa,بصل
203,Saat::N,osivo,زرع
204,Korn::N,zrno,حبة
205,Heu::N,seno,دريس
206,Schale::N,šupa,قشرة
207,Schale::N,škrupina,قشرة
208,Grube::N,jama,نقرة
209,Falle::N,pasca,فخ
210,Falle::N,pasca,مصيدة
211,Falle::N,klepec,فخ
212,Falle::N,klepec,مصيدة
213,Schlinge::N,slučka,عروة
214,Spur::N,stopa,أثر
215,Asche::N,popol,رماد
216,Dreck::N,kal,قذر
217,Dreck::N,blato,قذر
218,Eisen::N,železo,حديد
219,Gold::N,zlato,ذهب
220,Silber::N,striebro,فضة
221,Kohle::N,uhlie,فحم
222,Glas::N,sklo,زجاج
223,Lehm::N,íl,طين
224,Lehm::N,hlina,طين
225,Sand::N,piesok,رمل
226,Mensch::N,človek,إنسان
227,Mann::N,muž,رجل
228,Mann::N,chlap,رجل
229,Frau::N,žena,امرأة
230,Kind::N,dieťa,طفل
231,Junge::N,chlapec,ولد
232,Mädchen::N,dievka,بنت
233,Familie::N,rodina,عائلة
234,Großvater::N,dedo,جد
235,Großvater::N,starý otec,جد
236,Großmutter::N,babička,جدة
237,Großmutter::N,stará mať,جدة
238,Eltern::N,rodičia,أبوان
239,Eltern::N,rodičia,والدان
240,Vater::N,otec,أب
241,Mutter::N,mať,أم
242,Mutter::N,matka,أم
243,Sohn::N,syn,إبن
244,Tochter::N,dcéra,بنت
245,Tochter::N,dcéra,إبنة
246,Bruder::N,brat,أخ
247,Bruder::N,brat,شقيق
248,Schwester::N,sestra,أخت
249,Onkel::N,ujo,عم
250,Onkel::N,strýko,عم
251,Tante::N,teta,عمة
252,Tante::N,tetka,عمة
253,Ehemann::N,muž,زوج
254,Ehemann::N,manžel,زوج
255,Ehefrau::N,žena,زوجة
256,Ehefrau::N,manželka,زوجة
257,Freude::N,radosť,فرح
258,Freude::N,radosť,سرور
259,Gelächter::N,smiech,قهقهة
260,Glück::N,šťastie,سعادة
261,Kummer::N,žiaľ,غم
262,Kummer::N,zármutok,غم
263,Wunsch::N,prianie,منية
264,Lust::N,chuť,شهوة
265,Geist::N,duch,روح
266,Gedanke::N,myšlienka,فكرة
267,Gedächtnis::N,pamäť,ذاكرة
268,Verstand::N,rozum,عقل
269,Sinn::N,zmysel,معنى
270,Grund::N,dôvod,سبب
271,Grund::N,príčina,سبب
272,Wahrheit::N,pravda,حقيقة
273,Gespräch::N,reč,محادثة
274,Gespräch::N,rozhovor,محادثة
275,Märchen::N,rozprávka,خرافة
276,Erzählung::N,poviedka,قصة
277,Erzählung::N,poviedka,حكاية
278,Nachricht::N,správa,خبر
279,Neuigkeit::N,novinka,خبر جديد
280,Name::N,meno,اسم
281,Rätsel::N,záhada,لغز
282,Rätsel::N,hádanka,لغز
283,Rede::N,reč,خطبة
284,Sprache::N,reč,لغة
285,Sprache::N,jazyk,لغة
286,Stimme::N,hlas,صوت
287,Wort::N,slovo,كلمة
288,Zeichen::N,znak,رمز
289,Zeichen::N,znak,إشارة
290,Ruf::N,volanie,نداء
291,Ruf::N,zavolanie,نداء
292,Lärm::N,hluk,صخب
293,Lärm::N,hluk,ضجة
294,Lärm::N,hurhaj,صخب
295,Lärm::N,hurhaj,ضجة
296,Laut::N,zvuk,صوت
297,Ton::N,tón,نغمة
298,Ton::N,zvuk,نغمة
299,Lied::N,pieseň,أغنية
300,Ruhe::N,pokoj,هدوء
301,Leute::N,ľudia,ناس
302,Volk::N,ľud,شعب
303,Volk::N,národ,شعب
304,Arbeit::N,práca,عمل
305,Arbeit::N,robota,عمل
306,Gast::N,hosť,ضيف
307,Geschenk::N,dar,هدية
308,Spiel::N,hra,لعب
309,Gesellschaft::N,spoločnosť,صحبة
310,Hilfe::N,pomoc,عون
311,Hilfe::N,pomoc,مساعدة
312,Freund::N,priateľ,صديق
313,Kamerad::N,kamarát,زميل
314,Angelegenheit::N,vec,أمر
315,Angelegenheit::N,vec,شأن
316,Angelegenheit::N,záležitosť,أمر
317,Angelegenheit::N,záležitosť,شأن
318,Anzahl::N,počet,عدد
319,Anzahl::N,množstvo,عدد
320,Art::N,druh,نوع
321,Stück::N,kus,قطعة
322,Stück::N,kúsok,قطعة
323,Teil::N,časť,قسم
324,Hälfte::N,polka,نصف
325,Hälfte::N,polovica,نصف
326,Kreis::N,kruh,دائرة
327,Kreuz::N,kríž,صليب
328,Linie::N,línia,خط
329,Strich::N,čiara,شرطة
330,Abstand::N,vzdialenosť,مسافة
331,Entfernung::N,vzdialenosť,بعد
332,Gegend::N,kraj,ناحية
333,Gegend::N,krajina,ناحية
334,Platz::N,miesto,فراغ
335,Ort::N,miesto,مكان
336,Seite::N,bok,جانب
337,Seite::N,strana,جانب
338,Mitte::N,stred,وسط
339,Gegenstand::N,predmet,موضوع
340,Sache::N,vec,شيء
341,Rand::N,kraj,حافة
342,Rand::N,okraj,حافة
343,Kante::N,hrana,حافة
344,Ecke::N,roh,ركن
345,Spitze::N,hrot,سن
346,Spitze::N,špička,سن
347,Ende::N,koniec,طرف
348,Loch::N,diera,ثقب
349,Winkel::N,kút,زاوية
350,Muster::N,vzor,عينة
351,Muster::N,vzorka,عينة
352,Größe::N,veľkosť,حجم
353,Länge::N,dĺžka,طول
354,Höhe::N,výška,علو
355,Höhe::N,výška,ارتفاع
356,Gewicht::N,váha,وزن
357,Menge::N,množstvo,كمية
358,Haufen::N,hŕba,كوم
359,Reihe::N,rad,صف
360,Boot::N,čln,قارب
361,Boot::N,čln,زورق
362,Ruder::N,veslo,مجذاف
363,Schlitten::N,sane,مزلقة
364,Ski::N,lyža,زلاجة
365,Lagerfeuer::N,táborák,نار المخيم
366,Last::N,ťarcha,حمل
367,Last::N,bremeno,حمل
368,Gang::N,chôdza,مشية
369,Schritt::N,krok,خطوة
370,Norden::N,sever,شمال
371,Süden::N,juh,جنوب
372,Westen::N,západ,غرب
373,Osten::N,východ,شرق
374,Holz::N,drevo,خشب
375,Brett::N,doska,لوح
376,Platte::N,doska,صفيحة
377,Platte::N,platňa,صفيحة
378,Stütze::N,opora,سند
379,Stütze::N,opora,دعامة
380,Stange::N,tyč,عود
381,Stock::N,palica,عصا
382,Stab::N,palica,قضيب
383,Rohr::N,rúra,أنبوبة
384,Haus::N,dom,دار
385,Haus::N,dom,بيت
386,Heim::N,domov,بيت
387,Heim::N,domov,مسكن
388,Ofen::N,pec,مدفأة
389,Ofen::N,kachle,مدفأة
390,Fußboden::N,dlážka,أرضية
391,Fußboden::N,podlaha,أرضية
392,Tisch::N,stôl,مائدة
393,Stuhl::N,stolička,كرسي
394,Wiege::N,kolíska,مهد
395,Bett::N,lôžko,سرير
396,Bett::N,posteľ,سرير
397,Regal::N,regál,رف
398,Regal::N,polica,رف
399,Kiste::N,debna,صندوق
400,Fenster::N,okno,شباك
401,Fenster::N,okno,نافذة
402,Fenster::N,oblok,شباك
403,Fenster::N,oblok,نافذة
404,Tür::N,dvere,باب
405,Tor::N,vráta,بوابة
406,Zaun::N,plot,سياج
407,Zaun::N,ohrada,سياج
408,Dach::N,krov,سطح
409,Dach::N,strecha,سطح
410,Leiter::N,rebrík,سلم
411,Leiter::N,rebrina,سلم
412,Besen::N,metla,مكنسة
413,Spaten::N,rýľ,مسحاة
414,Schaufel::N,lopata,مجرفة
415,Gabel::N,vidlička,شوكة
416,Löffel::N,lyžica,ملعقة
417,Messer::N,nôž,سكين
418,Nagel::N,klinec,مسمار
419,Netz::N,sieť,شبكة
420,Haken::N,hák,خطاف
421,Haken::N,hák,صنارة
422,Haken::N,háčik,خطاف
423,Haken::N,háčik,صنارة
424,Griff::N,rukoväť,قبضة
425,Schloss::N,zámka,قفل
426,Bild::N,obraz,صورة
427,Figur::N,figúra,تمثال
428,Puppe::N,bábka,دمية
429,Puppe::N,bábika,دمية
430,Beutel::N,vrece,كيس
431,Beutel::N,vrecko,كيس
432,Bündel::N,uzlík,ربطة
433,Bündel::N,zväzok,ربطة
434,Tasche::N,taška,شنطة
435,Tasche::N,taška,محفظة
436,Tasche::N,kabelka,شنطة
437,Tasche::N,kabelka,محفظة
438,Eimer::N,vedro,سطل
439,Eimer::N,vedro,جردل
440,Deckel::N,vrchnák,سداد
441,Deckel::N,pokrývka,سداد
442,Geschirr::N,nádoba,أوان
443,Sack::N,mech,زكيبة
444,Sack::N,vrece,زكيبة
445,Tasse::N,šálka,فنجان
446,Topf::N,hrniec,قدر
447,Topf::N,hrniec,طنجرة
448,Kessel::N,kotol,قدر
449,Kessel::N,kotol,غلاية
450,Essen::N,jedlo,طعام
451,Nahrung::N,strava,غذاء
452,Nahrung::N,potrava,غذاء
453,Speise::N,jedlo,أكل
454,Fleisch::N,mäso,لحم
455,Getreide::N,obilie,حبوب
456,Brei::N,kaša,عصيدة
457,Brot::N,chlieb,خبز
458,Scheibe::N,kotúč,شريحة
459,Scheibe::N,krajec,شريحة
460,Fett::N,tuk,سمن
461,Fett::N,masť,سمن
462,Butter::N,maslo,زبدة
463,Öl::N,olej,زيت
464,Salz::N,soľ,ملح
465,Suppe::N,polievka,حساء
466,Suppe::N,polievka,شربة
467,Honig::N,med,عسل
468,Milch::N,mlieko,حليب
469,Tee::N,čaj,شاي
470,Leder::N,koža,جلد
471,Wolle::N,vlna,صوف
472,Stoff::N,súkno,قماش
473,Nadel::N,ihla,إبرة
474,Faden::N,niť,خيط
475,Faden::N,vlákno,خيط
476,Knopf::N,gombík,زر
477,Knoten::N,uzol,عقدة
478,Farbe::N,farba,صبغة
479,Kleidung::N,šaty,ملابس
480,Kleidung::N,šatstvo,ملابس
481,Hemd::N,košeľa,قميص
482,Kragen::N,golier,ياقة
483,Ärmel::N,rukáv,كم
484,Hose::N,nohavice,سروال
485,Hose::N,nohavice,بنطلون
486,Gürtel::N,pás,حزام
487,Gürtel::N,opasok,حزام
488,Mütze::N,čiapka,طاقية
489,Schuh::N,obuv,حذاء
490,Schuh::N,topánka,حذاء
491,Stiefel::N,čižma,جزمة
492,Stiefel::N,čižma,حذاء طويل
493,Ring::N,prsteň,حلقة
494,Band::N,stuha,شريط
495,Kamm::N,hrebeň,مشط
496,Spiegel::N,zrkadlo,مرآة
497,Riemen::N,remeň,سير
498,Schnur::N,šnúra,حبل
499,Schnur::N,šnúra,دوبارة
500,Leine::N,vodidlo,قيد
501,Decke::N,deka,بطانية
502,Decke::N,prikrývka,بطانية
503,Kissen::N,poduška,وسادة
504,Tuch::N,šatka,منديل
505,Handtuch::N,uterák,فوطة
506,Handtuch::N,uterák,منشفة
507,Kraft::N,moc,قدرة
508,Stärke::N,sila,قوة
509,Gesundheit::N,zdravie,صحة
510,Krankheit::N,nemoc,مرض
511,Krankheit::N,choroba,مرض
512,Schmerz::N,bolesť,ألم
513,Schmerz::N,bolesť,وجع
514,Wunde::N,rana,جرح
515,Fieber::N,horúčka,حمى
516,Arznei::N,liek,دواء
517,Brücke::N,most,جسر
518,Brunnen::N,studňa,بئر
519,Weide::N,pastva,مرعى
520,Pfad::N,chodník,درب
521,Weg::N,cesta,سكة
522,Straße::N,hradská,طريق
523,Dorf::N,dedina,قرية
524,Stadt::N,mesto,مدينة
525,Brief::N,list,خطاب
526,Brief::N,list,مكتوب
527,Buch::N,kniha,كتاب
528,Buchstabe::N,litera,حرف
529,Buchstabe::N,písmeno,حرف
530,Zeitung::N,noviny,جريدة
531,Leben::N,život,عيش
532,Leben::N,život,حياة
533,Tod::N,smrť,موت
534,Tod::N,smrť,وفاة
535,Grab::N,hrob,قبر
536,Kirche::N,kostol,كنيسة
537,Sünde::N,hriech,خطيئة
538,Gott::N,boh,إله
539,Arbeiter::N,robotník,عامل
540,Arbeiter::N,pracnovík,عامل
541,Chef::N,šéf,رئيس
542,Chef::N,riaditeľ,رئيس
543,Meister::N,majster,أسطى
544,Arzt::N,lekár,طبيب
545,Lehrer::N,učiteľ,مدرس
546,Geld::N,peniaze,نقود
547,Geschäft::N,obchod,صفقة
548,Laden::N,obchod,دكان
549,Preis::N,cena,سعر
550,Ware::N,tovar,بضاعة
551,Nutzen::N,osoh,فائدة
552,Nutzen::N,úžitok,فائدة
553,Reichtum::N,bohatstvo,غنى
554,Reichtum::N,bohatstvo,ثروة
555,Welt::N,svet,عالم
556,Welt::N,svet,دنيا
557,Land::N,územie,بلد
558,Land::N,krajina,بلد
559,Staat::N,štát,دولة
560,König::N,kráľ,ملك
561,Macht::N,moc,سلطة
562,Macht::N,mocnosť,سلطة
563,Grenze::N,hranica,حدود
564,Krieg::N,vojna,حرب
565,Feind::N,nepriateľ,عدو
566,Gewalt::N,násilie,عنف
567,Kampf::N,boj,قتال
568,Bogen[Waffe]::N,luk,قوس
569,Pfeil::N,šíp,سهم
570,Pfeil::N,strela,سهم
571,Gewehr::N,puška,بندقية
572,Fehler::N,omyl,خطأ
573,Fehler::N,chyba,خطأ
574,Lüge::N,lož,كذب
575,Schaden::N,ujma,تلف
576,Schaden::N,škoda,تلف
577,Unglück::N,nešťastie,نحس
578,Schuld::N,vina,ذنب
579,Schuld::N,previnenie,ذنب
580,Alter::N,vek,سن
581,Alter::N,vek,عمر
582,Schluss::N,záver,ختام
583,Schluss::N,záver,نهاية
584,Schluss::N,koniec,ختام
585,Schluss::N,koniec,نهاية
586,Zeit::N,čas,وقت
587,Tag::N,deň,يوم
588,Morgen::N,ráno,صباح
589,Mittag::N,poludnie,ظهر
590,Abend::N,večer,مساء
591,Nacht::N,noc,ليلة
592,Woche::N,týždeň,أسبوع
593,Monat::N,mesiac,شهر
594,Jahr::N,rok,عام
595,Jahr::N,rok,سنة
596,Frühling::N,jar,ربيع
597,Sommer::N,leto,صيف
598,Herbst::N,jeseň,خريف
599,Winter::N,zima,شتاء
600,Januar::N,január,يناير
601,Januar::N,január,كانون الثاني
602,Februar::N,február,شباط
603,Februar::N,február,فبراير
604,März::N,marec,آذار
605,März::N,marec,مارس
606,April::N,apríl,نيسان
607,Mai::N,máj,مايو
608,Juni::N,jún,يونيو
609,Juni::N,jún,حزيران
610,Juli::N,júl,تموز
611,Juli::N,júl,يوليو
612,August::N,august,آب
613,August::N,august,أغسطس
614,September::N,september,أيلول
615,September::N,september,سبتمبر
616,Oktober::N,október,أكتوبر
617,Oktober::N,október,تشرين الأول
618,November::N,november,نوفمبر
619,November::N,november,تشرين الثاني
620,Dezember::N,december,ديسمبر
621,Dezember::N,december,كانون الأول
622,Montag::N,pondelok,يوم الاثنين
623,Dienstag::N,utorok,يوم الثلاثاء
624,Mittwoch::N,streda,يوم الأربعاء
625,Donnerstag::N,štvrtok,يوم الخميس
626,Freitag::N,piatok,يوم الجمعة
627,Samstag::N,sobota,يوم السبت
628,Sonntag::N,nedeľa,يوم الأحد
629,groß::A,veľký,كبير
630,klein::A,malý,صغير
631,lang::A,dlhý,طويل
632,kurz::A,krátky,قصير
633,breit::A,široký,واسع
634,schmal::A,úzky,ضيق
635,dicht::A,hustý,كث
636,dicht::A,hustý,كثيف
637,dick[Gegenstand]::A,tlstý,غليظ
638,dünn::A,tenký,رفيع
639,fein::A,jemný,رقيق
640,fest::A,pevný,متين
641,flach::A,rovný,سهل
642,flach::A,rovný,منبسط
643,flach::A,plochý,سهل
644,flach::A,plochý,منبسط
645,glatt::A,hladký,ناعم
646,hart::A,tvrdý,صلب
647,hart::A,tvrdý,جامد
648,weich::A,mäkký,لين
649,rund::A,guľatý,مستدير
650,rund::A,okrúhly,مستدير
651,spitz::A,končitý,مدبب
652,scharf::A,ostrý,حاد
653,stumpf::A,tupý,ثالم
654,schwer::A,ťažký,ثقيل
655,schön::A,pekný,جميل
656,schön::A,krásny,جميل
657,heiß::A,horúci,حار
658,heiß::A,horúci,ساخن
659,warm::A,teplý,دافئ
660,kalt::A,studený,بارد
661,kühl::A,chladný,قر
662,frisch::A,svieži,طازج
663,feucht::A,vlhký,رطب
664,feucht::A,zvlhnutý,رطب
665,nass::A,mokrý,مبلول
666,trocken::A,suchý,جاف
667,voll::A,plný,ملء
668,leer::A,prázdny,خال
669,leer::A,prázdny,فارغ
670,offen::A,otvorený,مفتوح
671,geschlossen::A,zavretý,مغلق
672,sauber::A,čistý,نظيف
673,schmutzig::A,špinavý,قذر
674,roh::A,surový,نيء
675,reif::A,zrelý,ناضج
676,lecker::A,chutný,لذيذ
677,süß::A,sladký,حلو
678,bitter::A,horký,مر
679,sauer::A,kyslý,حامض
680,hell::A,jasný,نير
681,hell::A,svetlý,نير
682,dunkel::A,temný,مظلم
683,schwarz::A,čierny,أسود
684,weiß::A,biely,أبيض
685,rot::A,červený,أحمر
686,gelb::A,žltý,أصفر
687,blau::A,modrý,أزرق
688,blau::A,belasý,أزرق
689,grün::A,zelený,أخضر
690,grau::A,šedý,رمادي
691,bunt::A,pestrý,ملوب
692,billig::A,lacný,رخيص
693,teuer::A,drahý,غال
694,wertvoll::A,cenný,ثمين
695,blind::A,slepý,أعمى
696,taub::A,hluchý,أصم
697,taub::A,hluchý,أطرش
698,kräftig::A,silný,قوي
699,stark::A,silný,قوي
700,schwach::A,slabý,ضعيف
701,schwach::A,bezvládny,ضعيف
702,fett::A,tučný,سمين
703,schlank::A,štíhly,أهيف
704,hübsch::A,šumný,جميل
705,hübsch::A,švárny,جميل
706,böse::A,zlý,رديء
707,dumm::A,hlúpy,أبله
708,dumm::A,hlúpy,أحمق
709,faul::A,lenivý,كسلان
710,fleißig::A,snaživý,مجتهد
711,fleißig::A,usilovný,مجتهد
712,geizig::A,skupý,بخيل
713,geizig::A,lakomý,بخيل
714,klug::A,múdry,ذكي
715,klug::A,múdry,عاقل
716,klug::A,bystrý,ذكي
717,klug::A,bystrý,عاقل
718,geschickt::A,zručný,ماهر
719,geschickt::A,šikovný,ماهر
720,lieb::A,milý,عزيز
721,lustig::A,veselý,مرح
722,sanft::A,nežný,حليم
723,hungrig::A,lačný,جائع
724,hungrig::A,hladný,جائع
725,krank::A,chorý,مريض
726,krank::A,nemocný,مريض
727,nackt::A,nahý,عار
728,traurig::A,smutný,حزين
729,lebendig::A,živý,حي
730,gut::A,dobrý,جيد
731,schlecht::A,zlý,سيء
732,richtig::A,správny,صحيح
733,schlimm::A,zlý,خبيث
734,schlimm::A,nepríjemný,خبيث
735,wahr::A,pravý,حق
736,wahr::A,pravdivý,حق
737,alt::A,starý,قديم
738,neu::A,nový,جديد
739,ehemalig::A,bývalý,سابق
740,alt[Lebewesen]::A,starý,مسن
741,jung::A,mladý,شاب
742,jung::A,mladý,صغير
743,arm::A,chudobný,فقير
744,reich::A,bohatý,غني
745,bekannt::A,známy,معلوم
746,berühmt::A,slávny,مشهور
747,berühmt::A,povestný,مشهور
748,fremd::A,cudzí,أجنبي
749,verschieden::A,rôzny,مختلف
750,verschieden::A,rozličný,مختلف
751,nah::A,blízky,قريب
752,fern::A,ďaleký,بعيد
753,linker::A,ľavý,يسار
754,rechter::A,pravý,يمين
755,anderer::A,iný,آخر
756,anderer::A,druhý,آخر
757,erster::A,prvý,أول
758,zweiter::A,druhý,ثان
759,dritter::A,tretí,ثالث
760,letzter::A,ostatný,أخير
761,letzter::A,posledný,أخير
762,allein::ADV,sám,وحده
763,auf einmal::ADV,zároveň,بالمرة
764,zusammen::ADV,spolu,معا
765,zusammen::ADV,spoločne,معا
766,lange::ADV,dlho,مدة طويلة
767,plötzlich::ADV,náhle,فجأة
768,sofort::ADV,hneď,حالا
769,sofort::ADV,hneď,فورا
770,sofort::ADV,ihneď,حالا
771,sofort::ADV,ihneď,فورا
772,später::ADV,neskoršie,فيما بعد
773,jetzt::ADV,teraz,الآن
774,jetzt::ADV,teraz,حاليا
775,heute::ADV,dnes,اليوم
776,morgen::ADV,zajtra,غدا
777,bald::ADV,skoro,قريبا
778,dann::ADV,nato,ثم
779,dann::ADV,potom,ثم
780,gestern::ADV,včera,أمس
781,gestern::ADV,včera,البارحة
782,einst::ADV,kedysi,قديما
783,einst::ADV,niekedy,قديما
784,damals::ADV,vtedy,حينئذ
785,danach::ADV,potom,ثم
786,danach::ADV,potom,بعد ذلك
787,danach::ADV,podľa toho,ثم
788,danach::ADV,podľa toho,بعد ذلك
789,vorher::ADV,napred,من قبل
790,vorher::ADV,napred,قبل ذلك
791,vorher::ADV,predtým,من قبل
792,vorher::ADV,predtým,قبل ذلك
793,zuerst::ADV,najprv,أولا
794,einmal::ADV,raz,مرة
795,einmal::ADV,jedenkrát,مرة
796,manchmal::ADV,občas,أحيانا
797,manchmal::ADV,niekedy,أحيانا
798,oft::ADV,často,كثيرا
799,immer::ADV,vždy,دائما
800,immer::ADV,ustavične,دائما
801,niemals::ADV,nikdy,لا أبدا
802,hier::ADV,tu,هنا
803,hierhin::ADV,sem,إلى هنا
804,hierhin::ADV,tade,إلى هنا
805,von hier::ADV,odtiaľto,من هنا
