,Concept_ID,pt,az
126,Bucht::N,baía,körfəz
127,Insel::N,ilha,ada
128,Blume::N,flor,çiçək
129,Gras::N,erva,ot
130,Wurzel::N,raiz,kök
131,Baum::N,árvore,ağac
132,Stamm::N,tronco,gövdə
133,Rinde::N,casca,qabıq
134,Ast::N,ramo,şax
135,Zweig::N,galho,budaq
136,Blatt::N,folha,yarpaq
137,Birke::N,bétula,tozağacı
138,Kiefer[Baum]::N,pinheiro,şam
139,Weide[Baum]::N,salgueiro,söyüd
140,Tanne::N,abeto,küknar
141,Horn::N,corno,buynuz
142,Horn::N,chifre,buynuz
143,Feder::N,pena,tük
144,Feder::N,pena,lələk
145,Fell::N,pele,xəz
146,Flügel::N,asa,qanad
147,Klaue::N,pata,pəncə
148,Kralle::N,unha,dırnaq
149,Kralle::N,garra,dırnaq
150,Schwanz::N,rabo,quyruq
151,Schwanz::N,cauda,quyruq
152,Ei::N,ovo,yumurta
153,Nest::N,ninho,yuva
154,Bau::N,toca,yuva
155,Bau::N,covil,yuva
156,Tier::N,animal,heyvan
157,Herde::N,rebanho,sürü
158,Kuh::N,vaca,inək
159,Bulle::N,touro,öküz
160,Pferd::N,cavalo,at
161,Schaf::N,ovelha,qoyun
162,Schwein::N,porco,donuz
163,Hund::N,cão,it
164,Hund::N,cão,köpək
165,Katze::N,gata,pişik
166,Bär::N,urso,ayı
167,Eichhörnchen::N,esquilo,dələ
168,Elch::N,alce,sığın
169,Fuchs::N,raposa,tülkü
170,Hase::N,lebre,dovşan
171,Maus::N,rato,siçan
172,Wolf::N,lobo,qurd
173,Vogel::N,ave,quş
174,Vogel::N,pássaro,quş
175,Schwarm::N,bando,sürü
176,Schwarm::N,enxame,sürü
177,Huhn::N,galinha,toyuq
178,Hahn::N,galo,xoruz
179,Gans::N,ganso,qaz
180,Adler::N,águia,qartal
181,Adler::N,águia,qaraquş
182,Ente::N,pata,ördək
183,Eule::N,mocho,bayquş
184,Eule::N,coruja,bayquş
185,Kranich::N,grou,durna
186,Krähe::N,gralha,qarğa
187,Kuckuck::N,cuco,ququ
188,Schwan::N,cisne,qu quşu
189,Fisch::N,peixe,balıq
190,Barsch::N,perca,tar
191,Hecht::N,lúcio,durnabalığı
192,Schlange[Tier]::N,serpente,ilan
193,Wurm::N,verme,qurd
194,Spinne::N,aranha,hörümçək
195,Ameise::N,formiga,qarışqa
196,Laus::N,piolho,bit
197,Mücke::N,mosquito,ağcaqanad
198,Fliege::N,mosca,milçək
199,Schmetterling::N,borboleta,kəpənək
200,Beere::N,bago,gilə
201,Apfel::N,maçã,alma
202,Pilz::N,fungo,göbələk
203,Pilz::N,cogumelo,göbələk
204,Zwiebel::N,cebola,soğan
205,Saat::N,sementeira,əkin
206,Korn::N,grão,taxıl
207,Heu::N,feno,quru ot
208,Schale::N,casca,qabıq
209,Grube::N,cova,çuxur
210,Grube::N,fossa,çuxur
211,Falle::N,armadilha,tələ
212,Falle::N,armadilha,duzaq
213,Schlinge::N,laço,ilmək
214,Spur::N,pista,iz
215,Spur::N,vestígio,iz
216,Asche::N,cinza,kül
217,Dreck::N,sujidade,kir
218,Eisen::N,ferro,dəmir
219,Gold::N,ouro,altun
220,Silber::N,prata,gümüş
221,Kohle::N,carvão,kömür
222,Glas::N,vidro,şüşə
223,Lehm::N,barro,gil
224,Lehm::N,barro,palçıq
225,Lehm::N,argila,gil
226,Lehm::N,argila,palçıq
227,Sand::N,areia,qum
228,Mensch::N,homem,adam
229,Mensch::N,homem,insan
230,Mensch::N,pessoa,adam
231,Mensch::N,pessoa,insan
232,Mann::N,homem,kişi
233,Frau::N,mulher,qadın
234,Kind::N,filho,uşaq
235,Kind::N,criança,uşaq
236,Junge::N,rapaz,oğlan
237,Junge::N,menino,oğlan
238,Mädchen::N,menina,qız
239,Mädchen::N,rapariga,qız
240,Familie::N,família,ailə
241,Großvater::N,avô,baba
242,Großmutter::N,avó,nənə
243,Eltern::N,pais,valideyn
244,Vater::N,pai,ata
245,Mutter::N,mãe,ana
246,Sohn::N,filho,oğul
247,Tochter::N,filha,qız
248,Bruder::N,irmão,qardaş
249,Schwester::N,irmã,bacı
250,Onkel::N,tio,əmi
251,Onkel::N,tio,dayı
252,Tante::N,tia,bibi
253,Ehemann::N,esposo,ər
254,Ehefrau::N,esposa,arvad
255,Freude::N,prazer,nəşə
256,Freude::N,prazer,sevinc
257,Freude::N,alegria,nəşə
258,Freude::N,alegria,sevinc
259,Gelächter::N,risada,gülüş
260,Gelächter::N,risada,qəhqəhə
261,Gelächter::N,gargalhada,gülüş
262,Gelächter::N,gargalhada,qəhqəhə
263,Glück::N,felicidade,səadət
264,Glück::N,felicidade,xoşbəxtlik
265,Kummer::N,aflição,qəm
266,Kummer::N,aflição,kədər
267,Kummer::N,desgosto,qəm
268,Kummer::N,desgosto,kədər
269,Wunsch::N,desejo,arzu
270,Lust::N,vontade,həvəs
271,Geist::N,mente,ruh
272,Geist::N,espírito,ruh
273,Gedanke::N,ideia,fikir
274,Gedanke::N,ideia,düşüncə
275,Gedanke::N,pensamento,fikir
276,Gedanke::N,pensamento,düşüncə
277,Gedächtnis::N,memória,xatir
278,Gedächtnis::N,memória,hafizə
279,Verstand::N,razão,ağıl
280,Verstand::N,inteligência,ağıl
281,Sinn::N,sentido,məna
282,Sinn::N,significado,məna
283,Grund::N,causa,səbəb
284,Grund::N,motivo,səbəb
285,Wahrheit::N,verdade,haqq
286,Wahrheit::N,verdade,doğruluq
287,Gespräch::N,conversa,söhbət
288,Gespräch::N,conversa,qonuşma
289,Gespräch::N,conversação,söhbət
290,Gespräch::N,conversação,qonuşma
291,Märchen::N,conto,nağıl
292,Erzählung::N,conto,hekayə
293,Erzählung::N,narrativa,hekayə
294,Nachricht::N,mensagem,xəbər
295,Neuigkeit::N,notícia,xəbər
296,Neuigkeit::N,notícia,yenilik
297,Neuigkeit::N,novidade,xəbər
298,Neuigkeit::N,novidade,yenilik
299,Name::N,nome,ad
300,Rätsel::N,adivinha,tapmaca
301,Rede::N,oração,nitq
302,Rede::N,discurso,nitq
303,Sprache::N,língua,dil
304,Stimme::N,voz,səs
305,Wort::N,palavra,söz
306,Wort::N,palavra,kəlmə
307,Zeichen::N,marca,nişan
308,Ruf::N,grito,çığırtı
309,Ruf::N,chamada,çığırtı
310,Lärm::N,ruído,gurultu
311,Lärm::N,barulho,gurultu
312,Laut::N,som,səs
313,Ton::N,tom,ton
314,Lied::N,canção,mahnı
315,Ruhe::N,calma,sakitlik
316,Ruhe::N,silêncio,sakitlik
317,Leute::N,gente,xalq
318,Leute::N,pessoas,xalq
319,Volk::N,povo,millət
320,Volk::N,nação,millət
321,Arbeit::N,trabalho,iş
322,Arbeit::N,trabalho,əmək
323,Gast::N,hóspede,qonaq
324,Gast::N,hóspede,müsafir
325,Gast::N,convidado,qonaq
326,Gast::N,convidado,müsafir
327,Geschenk::N,prenda,hədiyyə
328,Geschenk::N,presente,hədiyyə
329,Spiel::N,jogo,oyun
330,Spiel::N,jogo,tamaşa
331,Gesellschaft::N,companhia,cəmiyyet
332,Hilfe::N,ajuda,kömək
333,Hilfe::N,ajuda,yardım
334,Hilfe::N,socorro,kömək
335,Hilfe::N,socorro,yardım
336,Freund::N,amigo,dost
337,Kamerad::N,camarada,yoldaş
338,Angelegenheit::N,assunto,iş
339,Anzahl::N,número,say
340,Anzahl::N,quantidade,say
341,Art::N,tipo,çeşid
342,Art::N,espécie,çeşid
343,Stück::N,pedaço,dənə
344,Stück::N,pedaço,parça
345,Teil::N,peça,qisim
346,Teil::N,parte,qisim
347,Hälfte::N,metade,yarım
348,Kreis::N,círculo,dairə
349,Kreuz::N,cruz,xaç
350,Linie::N,linha,xətt
351,Strich::N,traço,cızıq
352,Abstand::N,distância,məsafə
353,Entfernung::N,distância,məsafə
354,Entfernung::N,distância,uzaqlıq
355,Gegend::N,área,bölgə
356,Gegend::N,região,bölgə
357,Platz::N,lugar,yer
358,Ort::N,sítio,yer
359,Seite::N,lado,yan
360,Seite::N,lado,tərəf
361,Mitte::N,meio,orta
362,Gegenstand::N,objecto,şey
363,Sache::N,coisa,şey
364,Rand::N,bordo,kənar
365,Rand::N,margem,kənar
366,Kante::N,borda,tiyə
367,Kante::N,borda,kənar
368,Kante::N,aresta,tiyə
369,Kante::N,aresta,kənar
370,Ecke::N,esquina,bucaq
371,Spitze::N,ponta,uc
372,Ende::N,cabo,son
373,Ende::N,cabo,axır
374,Ende::N,extremo,son
375,Ende::N,extremo,axır
376,Loch::N,furo,deşik
377,Loch::N,buraco,deşik
378,Winkel::N,canto,guşə
379,Winkel::N,ângulo,guşə
380,Muster::N,padrão,ülgü
381,Muster::N,desenho,ülgü
382,Größe::N,tamanho,böyüklük
383,Länge::N,comprimento,uzunluq
384,Höhe::N,altura,yüksəklik
385,Höhe::N,altitude,yüksəklik
386,Gewicht::N,peso,çəki
387,Gewicht::N,peso,ağırlıq
388,Menge::N,quantidade,miqdar
389,Haufen::N,pilha,yığın
390,Reihe::N,fila,səf
391,Reihe::N,fila,sıra
392,Boot::N,barco,qayıq
393,Ruder::N,remo,kürək
394,Schlitten::N,trenó,kirşə
395,Ski::N,esqui,xizək
396,Lagerfeuer::N,fogueira,düşərgə tonqalı
397,Last::N,carga,yük
398,Gang::N,curso,yeriş
399,Gang::N,caminhada,yeriş
400,Schritt::N,passo,addım
401,Norden::N,norte,şimal
402,Süden::N,sul,cənub
403,Westen::N,oeste,qərb
404,Westen::N,ocidente,qərb
405,Osten::N,este,şərq
406,Osten::N,leste,şərq
407,Osten::N,oriente,şərq
408,Holz::N,madeira,ağac
409,Holz::N,madeira,taxta
410,Brett::N,tábua,taxta
411,Brett::N,prancha,taxta
412,Platte::N,laje,lövhə
413,Platte::N,chapa,lövhə
414,Stütze::N,apoio,dayaq
415,Stütze::N,apoio,dəstək
416,Stütze::N,suporte,dayaq
417,Stütze::N,suporte,dəstək
418,Stange::N,vara,şüvül
419,Stange::N,barra,şüvül
420,Stock::N,pau,dəyənək
421,Stock::N,bengala,dəyənək
422,Stab::N,bastão,əsa
423,Stab::N,bastão,şüvül
424,Rohr::N,cano,boru
425,Rohr::N,cano,truba
426,Haus::N,casa,ev
427,Heim::N,lar,ev
428,Heim::N,casa,ev
429,Ofen::N,estufa,peç
430,Ofen::N,estufa,soba
431,Ofen::N,aquecedor,peç
432,Ofen::N,aquecedor,soba
433,Fußboden::N,piso,döşəmə
434,Tisch::N,mesa,masa
435,Stuhl::N,cadeira,stul
436,Wiege::N,berço,beşik
437,Bett::N,cama,yataq
438,Regal::N,estante,rəf
439,Regal::N,prateleira,rəf
440,Kiste::N,caixa,yeşik
441,Kiste::N,caixa,sandıq
442,Fenster::N,janela,pəncərə
443,Tür::N,porta,qapı
444,Tor::N,portão,darvaza
445,Zaun::N,cerca,çəpər
446,Zaun::N,vedação,çəpər
447,Dach::N,telhado,dam
448,Leiter::N,escada,nərdivan
449,Leiter::N,escada móvel,nərdivan
450,Besen::N,vassoura,süpürgə
451,Spaten::N,pá,kürək
452,Schaufel::N,pá,kürək
453,Gabel::N,garfo,çəngəl
454,Löffel::N,colher,qaşıq
455,Messer::N,faca,bıçaq
456,Nagel::N,cravo,mıx
457,Netz::N,rede,tor
458,Haken::N,gancho,çəngəl
459,Griff::N,asa,qulp
460,Griff::N,asa,tutacaq
461,Griff::N,cabo,qulp
462,Griff::N,cabo,tutacaq
463,Schloss::N,fechadura,qıfıl
464,Bild::N,imagem,rəsm
465,Figur::N,figura,şəkil
466,Figur::N,figura,heykəl
467,Puppe::N,boneca,kukla
468,Puppe::N,boneca,gəlincik
469,Beutel::N,saco,kisə
470,Beutel::N,saco,torba
471,Beutel::N,bolsa,kisə
472,Beutel::N,bolsa,torba
473,Bündel::N,fardo,bağlama
474,Tasche::N,saco,çanta
475,Tasche::N,bolso,çanta
476,Eimer::N,balde,vedrə
477,Eimer::N,balde,çəllək
478,Deckel::N,tampa,qapaq
479,Geschirr::N,louça,qab-qazan
480,Sack::N,saca,çuval
481,Tasse::N,chávena,fincan
482,Topf::N,tacho,qazan
483,Topf::N,panela,qazan
484,Kessel::N,caldeira,qazan
485,Essen::N,refeição,yemək
486,Nahrung::N,comida,qida
487,Nahrung::N,alimento,qida
488,Speise::N,prato,xörək
489,Fleisch::N,carne,ət
490,Getreide::N,cereais,taxıl
491,Brei::N,puré,aş
492,Brei::N,puré,sıyıq
493,Brot::N,pão,çörək
494,Scheibe::N,fatia,dilim
495,Fett::N,banha,yağ
496,Fett::N,gordura,yağ
497,Butter::N,manteiga,kərə yağı
498,Öl::N,azeite,yağ
499,Salz::N,sal,duz
500,Suppe::N,sopa,şorba
501,Suppe::N,caldo,şorba
502,Honig::N,mel,bal
503,Milch::N,leite,süd
504,Tee::N,chá,çay
505,Leder::N,couro,dəri
506,Wolle::N,lã,yun
507,Stoff::N,pano,qumaş
508,Stoff::N,tecido,qumaş
509,Nadel::N,agulha,iynə
510,Faden::N,fio,sap
511,Knopf::N,botão,düymə
512,Knoten::N,nó,düyün
513,Farbe::N,corante,boya
514,Kleidung::N,roupa,geyim
515,Kleidung::N,vestuário,geyim
516,Hemd::N,camisa,köynək
517,Kragen::N,gola,yaxa
518,Ärmel::N,manga,qol
519,Hose::N,calça,şalvar
520,Gürtel::N,cinto,kəmər
521,Mütze::N,boné,şapka
522,Mütze::N,barrete,şapka
523,Schuh::N,sapato,tufli
524,Schuh::N,sapato,ayaqqabı
525,Stiefel::N,bota,çəkmə
526,Ring::N,anel,üzük
527,Band::N,fita,lent
528,Band::N,faixa,lent
529,Kamm::N,pente,daraq
530,Spiegel::N,espelho,güzgü
531,Riemen::N,correia,qayış
532,Schnur::N,corda,ip
533,Schnur::N,cordel,ip
534,Leine::N,trela,kəmsik
535,Decke::N,cobertor,ədyal
536,Decke::N,cobertor,yorğan
537,Kissen::N,almofada,yastıq
538,Tuch::N,pano,şarf
539,Tuch::N,pano,kaşne
540,Handtuch::N,toalha,dəsmal
541,Kraft::N,força,güc
542,Stärke::N,força,qüvvət
543,Gesundheit::N,saúde,sağlamlıq
544,Krankheit::N,doença,xəstəlik
545,Krankheit::N,enfermidade,xəstəlik
546,Schmerz::N,dor,ağrı
547,Schmerz::N,dor,sancı
548,Wunde::N,chaga,yara
549,Wunde::N,ferida,yara
550,Fieber::N,febre,isitmə
551,Fieber::N,febre,qızdırma
552,Arznei::N,remédio,ilaç
553,Arznei::N,remédio,dərman
554,Brücke::N,ponte,körpü
555,Brunnen::N,poço,quyu
556,Weide::N,pastagem,otlaq
557,Pfad::N,senda,cığır
558,Pfad::N,trilho,cığır
559,Weg::N,caminho,yol
560,Straße::N,via,küçə
561,Straße::N,estrada,küçə
562,Dorf::N,aldeia,kənd
563,Stadt::N,cidade,şəhər
564,Brief::N,carta,məktub
565,Buch::N,livro,kitab
566,Buchstabe::N,letra,hərf
567,Zeitung::N,jornal,qəzet
568,Leben::N,vida,həyat
569,Tod::N,morte,ölüm
570,Grab::N,túmulo,qəbir
571,Grab::N,sepultura,qəbir
572,Kirche::N,igreja,kilsə
573,Sünde::N,pecado,günah
574,Gott::N,deus,tanrı
575,Arbeiter::N,operário,işçi
576,Arbeiter::N,trabalhador,işçi
577,Chef::N,chefe,şef
578,Chef::N,chefe,rəis
579,Chef::N,patrão,şef
580,Chef::N,patrão,rəis
581,Meister::N,mestre,usta
582,Arzt::N,médico,həkim
583,Arzt::N,médico,doktor
584,Lehrer::N,professor,müəllim
585,Geld::N,dinheiro,pul
586,Geschäft::N,negócio,ticarət
587,Laden::N,loja,dükan
588,Preis::N,preço,qiymət
589,Ware::N,mercadoria,mal
590,Nutzen::N,proveito,fayda
591,Reichtum::N,riqueza,zənginlik
592,Welt::N,mundo,aləm
593,Welt::N,mundo,dünya
594,Land::N,país,ölkə
595,Staat::N,Estado,dövlət
596,König::N,rei,kral
597,König::N,rei,məlik
598,Macht::N,poder,qüdrət
599,Macht::N,potência,qüdrət
600,Grenze::N,fronteira,hüdud
601,Grenze::N,fronteira,sərhət
602,Krieg::N,guerra,hərb
603,Krieg::N,guerra,müharibə
604,Feind::N,inimigo,düşmən
605,Gewalt::N,violência,cəbr
606,Kampf::N,luta,savaş
607,Kampf::N,combate,savaş
608,Bogen[Waffe]::N,arco,yay
609,Pfeil::N,seta,ox
610,Pfeil::N,flecha,ox
611,Gewehr::N,espingarda,tüfəng
612,Fehler::N,erro,xəta
613,Fehler::N,falha,xəta
614,Lüge::N,mentira,yalan
615,Schaden::N,dano,ziyan
616,Schaden::N,estrago,ziyan
617,Unglück::N,desgraça,bəla
618,Schuld::N,culpa,təqsir
619,Alter::N,idade,yaş
620,Schluss::N,fim,son
621,Zeit::N,tempo,vaxt
622,Zeit::N,tempo,zaman
623,Tag::N,dia,gün
624,Morgen::N,manhã,sabah
625,Mittag::N,meio-dia,günorta
626,Abend::N,noite,axşam
627,Abend::N,tardinha,axşam
628,Nacht::N,noite,gecə
629,Woche::N,semana,həftə
630,Monat::N,mês,ay
631,Jahr::N,ano,il
632,Frühling::N,primavera,yaz
633,Frühling::N,primavera,bahar
634,Sommer::N,verão,yay
635,Herbst::N,outono,payız
636,Winter::N,inverno,qış
637,Januar::N,Janeiro,Janvar
638,Februar::N,Fevereiro,Fevral
639,März::N,Março,Mart
640,April::N,Abril,Aprel
641,Mai::N,Maio,May
642,Juni::N,Junho,İyun
643,Juli::N,Julho,İyul
644,August::N,Agosto,Avqust
645,September::N,Setembro,Sentyabr
646,Oktober::N,Outubro,Oktyabr
647,November::N,Novembro,Noyabr
648,Dezember::N,Dezembro,Dekabr
649,Montag::N,segunda-feira,bazar ertəsi
650,Dienstag::N,terça-feira,çərşənbə axşamı
651,Mittwoch::N,quarta-feira,çərşənbə
652,Donnerstag::N,quinta-feira,cüme axşamı
653,Freitag::N,sexta-feira,cüme
654,Samstag::N,sábado,şənbə
655,Sonntag::N,domingo,bazar
656,groß::A,grande,böyük
657,klein::A,pequeno,kiçik
658,lang::A,comprido,uzun
659,kurz::A,curto,qısa
660,breit::A,largo,enli
661,breit::A,largo,geniş
662,schmal::A,estreito,dar
663,dicht::A,denso,sıx
664,dick[Gegenstand]::A,grosso,qalın
665,dünn::A,delgado,nazik
666,fein::A,fino,incə
667,fein::A,subtil,incə
668,fest::A,firme,bərk
669,fest::A,firme,möhkəm
670,fest::A,sólido,bərk
671,fest::A,sólido,möhkəm
672,flach::A,plano,düz
673,glatt::A,liso,hamar
674,hart::A,duro,sərt
675,weich::A,mole,yumşaq
676,rund::A,redondo,yuvarlaq
677,spitz::A,agudo,uclu
678,spitz::A,agudo,sivri
679,scharf::A,afiado,kəskin
680,stumpf::A,rombo,küt
681,schwer::A,pesado,ağır
682,schön::A,belo,gözəl
683,schön::A,belo,gəşəng
684,schön::A,bonito,gözəl
685,schön::A,bonito,gəşəng
686,heiß::A,quente,isti
687,warm::A,quente,ilıq
688,kalt::A,frio,soyuq
689,kühl::A,fresco,sərin
690,frisch::A,fresco,təzə
691,feucht::A,húmido,nəm
692,nass::A,molhado,yaş
693,trocken::A,seco,quru
694,voll::A,cheio,dolu
695,leer::A,vazio,boş
696,offen::A,aberto,açıq
697,geschlossen::A,fechado,qapalı
698,sauber::A,limpo,təmiz
699,schmutzig::A,sujo,kirli
700,roh::A,cru,çiy
701,reif::A,maduro,yetişmiş
702,lecker::A,delicioso,dadlı
703,lecker::A,delicioso,ləzzətli
704,süß::A,doce,şirin
705,bitter::A,amargo,acı
706,sauer::A,azedo,turş
707,hell::A,claro,aydın
708,dunkel::A,escuro,qaranlıq
709,dunkel::A,sombrio,qaranlıq
710,schwarz::A,preto,qara
711,weiß::A,branco,ağ
712,rot::A,vermelho,qırmızı
713,gelb::A,amarelo,sarı
714,blau::A,azul,göy
715,blau::A,azul,mavi
716,grün::A,verde,yaşıl
717,grau::A,cinzento,boz
718,bunt::A,colorido,əlvan
719,bunt::A,colorido,rəngli
720,billig::A,barato,ucuz
721,teuer::A,caro,bahalı
722,wertvoll::A,valioso,qiymətli
723,wertvoll::A,precioso,qiymətli
724,blind::A,cego,kor
725,taub::A,surdo,kar
726,kräftig::A,forte,güclü
727,kräftig::A,poderoso,güclü
728,stark::A,forte,qüvvətli
729,stark::A,robusto,qüvvətli
730,schwach::A,débil,zəif
731,schwach::A,débil,gücsüz
732,fett::A,gordo,şişman
733,schlank::A,esbelto,zərif
734,hübsch::A,giro,göyçək
735,hübsch::A,bonito,göyçək
736,böse::A,mau,fəna
737,dumm::A,parvo,axmaq
738,dumm::A,estúpido,axmaq
739,faul::A,preguiçoso,tənbəl
740,fleißig::A,aplicado,çalışqan
741,fleißig::A,diligente,çalışqan
742,geizig::A,avarento,xəsis
743,klug::A,prudente,ağıllı
744,klug::A,inteligente,ağıllı
745,geschickt::A,hábil,bacarıqlı
746,lieb::A,caro,əziz
747,lieb::A,caro,sevimli
748,lieb::A,querido,əziz
749,lieb::A,querido,sevimli
750,lustig::A,alegre,məzəli
751,lustig::A,alegre,gülməli
752,sanft::A,suave,mülayim
753,sanft::A,brando,mülayim
754,hungrig::A,faminto,ac
755,krank::A,doente,xəstə
756,krank::A,enfermo,xəstə
757,nackt::A,nu,çılpaq
758,nackt::A,despido,çılpaq
759,traurig::A,triste,qəmgin
760,traurig::A,triste,kədərli
761,lebendig::A,vivo,canlı
762,gut::A,bom,yaxşı
763,schlecht::A,mau,pis
764,schlecht::A,ruim,pis
765,richtig::A,justo,doğru
766,richtig::A,correcto,doğru
767,schlimm::A,mau,fəna
768,schlimm::A,grave,fəna
769,wahr::A,verdadeiro,gərçək
770,alt::A,velho,əski
771,alt::A,velho,köhnə
772,alt::A,antigo,əski
773,alt::A,antigo,köhnə
774,neu::A,novo,yeni
775,ehemalig::A,antigo,əvvəlki
776,alt[Lebewesen]::A,velho,qoca
777,jung::A,jovem,gənc
778,arm::A,pobre,kasıb
779,arm::A,pobre,yoxsul
780,reich::A,rico,zəngin
781,bekannt::A,conhecido,tanış
782,berühmt::A,famoso,məşhur
783,berühmt::A,célebre,məşhur
784,fremd::A,alheio,yad
785,fremd::A,estranho,yad
786,verschieden::A,diverso,dürlü
787,verschieden::A,diferente,dürlü
788,nah::A,próximo,yaxın
789,fern::A,remoto,uzaq
790,fern::A,distante,uzaq
791,linker::A,esquerdo,sol
792,rechter::A,direito,sağ
793,anderer::A,outro,başqa
794,erster::A,primeiro,birinci
795,zweiter::A,segundo,ikinci
796,dritter::A,terceiro,üçüncü
797,letzter::A,final,sonuncu
798,letzter::A,final,axırıncı
799,letzter::A,último,sonuncu
800,letzter::A,último,axırıncı
801,allein::ADV,só,tək
802,allein::ADV,só,yalqız
803,auf einmal::ADV,de vez,birdən
804,zusammen::ADV,juntos,birlikdə
805,lange::ADV,muito tempo,uzun
806,plötzlich::ADV,de repente,qəfildən
807,sofort::ADV,imediatamente,həmən
808,sofort::ADV,imediatamente,dərhal
809,später::ADV,mais tarde,sonra
810,jetzt::ADV,agora,indi
811,heute::ADV,hoje,bugün
812,morgen::ADV,amanhã,sabah
813,bald::ADV,logo,yaxında
814,bald::ADV,logo,tezliklə
815,bald::ADV,breve,yaxında
816,bald::ADV,breve,tezliklə
817,dann::ADV,então,onda
818,dann::ADV,depois,onda
819,gestern::ADV,ontem,dünən
820,einst::ADV,antigamente,əvvəllər
821,damals::ADV,então,o vaxt
822,danach::ADV,logo,sonra
823,danach::ADV,depois,sonra
824,vorher::ADV,antes,qabaqcadan
