,Concept_ID,en,la
135,Kiefer[Baum]::N,pine,pinus
136,Weide[Baum]::N,willow,salix
137,Tanne::N,fir,abies
138,Horn::N,horn,cornu
139,Feder::N,feather,penna
140,Fell::N,fur,pellis
141,Flügel::N,wing,ala
142,Klaue::N,claw,unguis
143,Kralle::N,claw,unguis
144,Schwanz::N,tail,cauda
145,Ei::N,egg,ovum
146,Nest::N,nest,nidus
147,Bau::N,lair,cavum
148,Bau::N,lair,latibulum
149,Tier::N,animal,bestia
150,Herde::N,flock,grex
151,Kuh::N,cow,vacca
152,Bulle::N,bull,taurus
153,Pferd::N,horse,equus
154,Schaf::N,sheep,ovis
155,Schwein::N,pig,sus
156,Schwein::N,pig,porcus
157,Hund::N,dog,canis
158,Katze::N,cat,felis
159,Bär::N,bear,ursus
160,Eichhörnchen::N,squirrel,sciurus
161,Elch::N,elk,alces
162,Fuchs::N,fox,vulpes
163,Hase::N,hare,lepus
164,Maus::N,mouse,mus
165,Wolf::N,wolf,lupus
166,Vogel::N,bird,avis
167,Schwarm::N,swarm,examen
168,Huhn::N,chicken,gallina
169,Hahn::N,cock,gallus
170,Gans::N,goose,anser
171,Adler::N,eagle,aquila
172,Ente::N,duck,anas
173,Eule::N,owl,ulula
174,Eule::N,owl,noctua
175,Kranich::N,crane,grus
176,Krähe::N,crow,cornix
177,Kuckuck::N,cuckoo,cuculus
178,Schwan::N,swan,olor
179,Schwan::N,swan,cycnus
180,Fisch::N,fish,piscis
181,Barsch::N,perch,perca
182,Hecht::N,pike,esox
183,Schlange[Tier]::N,snake,serpens
184,Wurm::N,worm,vermis
185,Spinne::N,spider,aranea
186,Ameise::N,ant,formica
187,Laus::N,louse,pediculus
188,Mücke::N,midge,culex
189,Fliege::N,fly,musca
190,Schmetterling::N,butterfly,papilio
191,Beere::N,berry,baca
192,Apfel::N,apple,malum
193,Pilz::N,mushroom,fungus
194,Zwiebel::N,onion,cepa
195,Saat::N,seed,seges
196,Korn::N,grain,granum
197,Heu::N,hay,faenum
198,Schale::N,husk,putamen
199,Grube::N,pit,fovea
200,Falle::N,trap,pedica
201,Schlinge::N,noose,laqueus
202,Spur::N,track,vestigium
203,Asche::N,ashes,cinis
204,Dreck::N,filth,lutum
205,Eisen::N,iron,ferrum
206,Gold::N,gold,aurum
207,Silber::N,silver,argentum
208,Kohle::N,coal,carbo
209,Glas::N,glass,vitrum
210,Lehm::N,clay,lutum
211,Sand::N,sand,arena
212,Mensch::N,human,homo
213,Mann::N,man,vir
214,Frau::N,woman,mulier
215,Kind::N,child,puer
216,Kind::N,child,infans
217,Junge::N,boy,puer
218,Mädchen::N,girl,puella
219,Familie::N,family,familia
220,Großvater::N,grandfather,avus
221,Großmutter::N,grandmother,avia
222,Eltern::N,parents,parentes
223,Vater::N,father,pater
224,Mutter::N,mother,mater
225,Sohn::N,son,filius
226,Tochter::N,daughter,filia
227,Bruder::N,brother,frater
228,Schwester::N,sister,soror
229,Onkel::N,uncle,patruus
230,Onkel::N,uncle,avunculus
231,Tante::N,aunt,amita
232,Ehemann::N,husband,maritus
233,Ehefrau::N,wife,uxor
234,Freude::N,joy,gaudium
235,Freude::N,joy,laetitia
236,Gelächter::N,laughter,risus
237,Glück::N,happiness,felicitas
238,Kummer::N,grief,aegritudo
239,Wunsch::N,wish,voluntas
240,Wunsch::N,wish,desiderium
241,Lust::N,desire,libido
242,Lust::N,desire,voluptas
243,Geist::N,spirit,mens
244,Geist::N,spirit,animus
245,Gedanke::N,thought,sententia
246,Gedächtnis::N,memory,memoria
247,Verstand::N,mind,ratio
248,Verstand::N,mind,ingenium
249,Sinn::N,meaning,sensus
250,Grund::N,reason,causa
251,Wahrheit::N,truth,veritas
252,Gespräch::N,talk,sermo
253,Märchen::N,fairy tale,fabula
254,Erzählung::N,story,fabula
255,Erzählung::N,story,narratio
256,Nachricht::N,message,nuntius
257,Neuigkeit::N,news,novitas
258,Name::N,name,nomen
259,Rätsel::N,puzzle,aenigma
260,Rede::N,speech,oratio
261,Sprache::N,language,lingua
262,Stimme::N,voice,vox
263,Wort::N,word,verbum
264,Wort::N,word,vocabulum
265,Zeichen::N,sign,signum
266,Ruf::N,call,clamor
267,Lärm::N,noise,strepitus
268,Laut::N,sound,sonus
269,Ton::N,tone,sonus
270,Lied::N,song,carmen
271,Ruhe::N,calm,quies
272,Leute::N,people,homines
273,Volk::N,nation,populus
274,Arbeit::N,work,labor
275,Gast::N,guest,hospes
276,Gast::N,guest,conviva
277,Geschenk::N,gift,munus
278,Spiel::N,game,ludus
279,Gesellschaft::N,company,societas
280,Hilfe::N,help,auxilium
281,Hilfe::N,help,subsidium
282,Freund::N,friend,amicus
283,Kamerad::N,companion,socius
284,Angelegenheit::N,matter,res
285,Anzahl::N,count,numerus
286,Art::N,sort,genus
287,Stück::N,piece,frustum
288,Stück::N,piece,fragmentum
289,Teil::N,part,pars
290,Hälfte::N,half,dimidium
291,Kreis::N,circle,orbis
292,Kreis::N,circle,circus
293,Kreuz::N,cross,crux
294,Linie::N,line,linea
295,Strich::N,stroke,lineamentum
296,Abstand::N,gap,intervallum
297,Entfernung::N,distance,spatium
298,Gegend::N,area,loca
299,Gegend::N,area,regio
300,Platz::N,space,locus
301,Ort::N,place,locus
302,Seite::N,side,latus
303,Mitte::N,middle,medium
304,Gegenstand::N,item,res
305,Sache::N,thing,res
306,Rand::N,fringe,margo
307,Kante::N,edge,angulus
308,Ecke::N,corner,angulus
309,Spitze::N,tip,cacumen
310,Ende::N,end,caput
311,Loch::N,hole,foramen
312,Winkel::N,angle,angulus
313,Muster::N,pattern,exemplum
314,Größe::N,size,magnitudo
315,Länge::N,length,longitudo
316,Höhe::N,height,altitudo
317,Gewicht::N,weight,pondus
318,Menge::N,amount,copia
319,Haufen::N,heap,acervus
320,Reihe::N,row,ordo
321,Boot::N,boat,navicula
322,Ruder::N,oar,remus
323,Schlitten::N,sleigh,sclodia
324,Ski::N,ski,narta
325,Lagerfeuer::N,campfire,ignis
326,Last::N,load,onus
327,Gang::N,walk,cursus
328,Schritt::N,step,gradus
329,Norden::N,north,septentriones
330,Süden::N,south,meridies
331,Westen::N,west,occidens
332,Osten::N,east,oriens
333,Holz::N,wood,lignum
334,Brett::N,board,tabula
335,Platte::N,slab,lamina
336,Stütze::N,bracket,adminiculum
337,Stange::N,pole,pertica
338,Stock::N,stick,baculum
339,Stab::N,staff,scipio
340,Rohr::N,pipe,tubus
341,Haus::N,house,aedes
342,Heim::N,home,domicilium
343,Ofen::N,stove,fornax
344,Fußboden::N,floor,solum
345,Tisch::N,table,mensa
346,Stuhl::N,chair,sella
347,Wiege::N,cradle,cunae
348,Bett::N,bed,lectus
349,Regal::N,shelf,foruli
350,Kiste::N,box,cista
351,Fenster::N,window,fenestra
352,Tür::N,door,ianua
353,Tor::N,gate,porta
354,Zaun::N,fence,saepes
355,Dach::N,roof,tectum
356,Leiter::N,ladder,scalae
357,Besen::N,broom,scopae
358,Spaten::N,spade,pala
359,Schaufel::N,shovel,pala
360,Gabel::N,fork,fuscinula
361,Löffel::N,spoon,coclear
362,Messer::N,knife,culter
363,Nagel::N,nail,clavus
364,Netz::N,net,rete
365,Haken::N,hook,hamus
366,Griff::N,handle,manubrium
367,Schloss::N,lock,claustra
368,Bild::N,picture,tabula
369,Bild::N,picture,pictura
370,Figur::N,figure,statunculum
371,Puppe::N,doll,pupa
372,Beutel::N,pouch,sacculus
373,Bündel::N,bundle,fascis
374,Tasche::N,bag,sacculus
375,Eimer::N,bucket,situla
376,Deckel::N,cover,operculum
377,Geschirr::N,dishes,vasa
378,Sack::N,sack,saccus
379,Tasse::N,cup,pocillum
380,Topf::N,pot,olla
381,Kessel::N,kettle,aenum
382,Essen::N,meal,cena
383,Nahrung::N,food,cibus
384,Nahrung::N,food,alimenta
385,Speise::N,dish,cibus
386,Fleisch::N,meat,caro
387,Getreide::N,corn,frumentum
388,Brei::N,mush,puls
389,Brot::N,bread,panis
390,Scheibe::N,slice,frustum
391,Fett::N,fat,pingue
392,Butter::N,butter,butȳrum
393,Öl::N,oil,oleum
394,Salz::N,salt,sal
395,Suppe::N,soup,ius
396,Honig::N,honey,mel
397,Milch::N,milk,lac
398,Tee::N,tea,thea
399,Leder::N,leather,corium
400,Wolle::N,wool,lana
401,Stoff::N,cloth,textum
402,Nadel::N,needle,acus
403,Faden::N,thread,filum
404,Knopf::N,button,bulla
405,Knoten::N,knot,nodus
406,Farbe::N,paint,pigmentum
407,Kleidung::N,clothes,vestimenta
408,Hemd::N,shirt,tunica
409,Kragen::N,collar,collare
410,Ärmel::N,sleeve,manica
411,Hose::N,trousers,bracae
412,Gürtel::N,belt,cingulum
413,Mütze::N,cap,pilleus
414,Schuh::N,shoe,calceus
415,Stiefel::N,boot,pero
416,Stiefel::N,boot,caliga
417,Ring::N,ring,anulus
418,Band::N,ribbon,redimiculum
419,Kamm::N,comb,pecten
420,Spiegel::N,mirror,speculum
421,Riemen::N,strap,lorum
422,Schnur::N,string,linum
423,Leine::N,leash,retinaculum
424,Decke::N,blanket,lodix
425,Kissen::N,pillow,pulvinus
426,Tuch::N,scarf,velum
427,Handtuch::N,towel,mantele
428,Kraft::N,force,vis
429,Stärke::N,strength,robur
430,Gesundheit::N,health,valetudo
431,Krankheit::N,illness,morbus
432,Schmerz::N,pain,dolor
433,Wunde::N,wound,vulnus
434,Fieber::N,fever,febris
435,Arznei::N,medicine,remedium
436,Brücke::N,bridge,pons
437,Brunnen::N,well,puteus
438,Weide::N,pasture,pascua
439,Pfad::N,path,semita
440,Weg::N,way,iter
441,Straße::N,road,via
442,Dorf::N,village,vicus
443,Stadt::N,town,urbs
444,Stadt::N,town,oppidum
445,Brief::N,letter,epistula
446,Buch::N,book,liber
447,Buchstabe::N,character,littera
448,Zeitung::N,newspaper,diurnum
449,Leben::N,life,vita
450,Tod::N,death,mors
451,Grab::N,grave,sepulcrum
452,Kirche::N,church,ecclesia
453,Sünde::N,sin,peccatum
454,Gott::N,god,deus
455,Arbeiter::N,worker,operarius
456,Chef::N,boss,praefectus
457,Meister::N,master,magister
458,Arzt::N,doctor,medicus
459,Lehrer::N,teacher,magister
460,Geld::N,money,aes
461,Geld::N,money,pecunia
462,Geschäft::N,business,negotium
463,Laden::N,shop,taberna
464,Preis::N,price,pretium
465,Ware::N,ware,merx
466,Nutzen::N,profit,utilitas
467,Reichtum::N,wealth,opes
468,Reichtum::N,wealth,divitiae
469,Welt::N,world,mundus
470,Land::N,country,terra
471,Staat::N,state,res publica
472,König::N,king,rex
473,Macht::N,power,potestas
474,Grenze::N,border,limes
475,Krieg::N,war,bellum
476,Feind::N,enemy,inimicus
477,Gewalt::N,violence,vis
478,Kampf::N,fight,pugna
479,Bogen[Waffe]::N,bow,arcus
480,Pfeil::N,arrow,sagitta
481,Gewehr::N,gun,sclopetum
482,Fehler::N,mistake,error
483,Lüge::N,lie,mendacium
484,Schaden::N,damage,damnum
485,Schaden::N,damage,detrimentum
486,Unglück::N,misfortune,miseria
487,Unglück::N,misfortune,calamitas
488,Schuld::N,fault,culpa
489,Alter::N,age,aetas
490,Schluss::N,conclusion,finis
491,Zeit::N,time,tempus
492,Tag::N,day,dies
493,Morgen::N,morning,mane
494,Mittag::N,noon,meridies
495,Abend::N,evening,vesper
496,Nacht::N,night,nox
497,Woche::N,week,septimana
498,Monat::N,month,mensis
499,Jahr::N,year,annus
500,Frühling::N,spring,ver
501,Sommer::N,summer,aestas
502,Herbst::N,autumn,autumnus
503,Winter::N,winter,hiems
504,Januar::N,January,Ianuarius
505,Februar::N,February,Februarius
506,März::N,March,Martius
507,April::N,April,Aprilis
508,Mai::N,May,Maius
509,Juni::N,June,Iunius
510,Juli::N,July,Iulius
511,August::N,August,Augustus
512,September::N,September,September
513,Oktober::N,October,Octobris
514,November::N,November,Novembris
515,Dezember::N,December,December
516,Montag::N,Monday,dies lunae
517,Dienstag::N,Tuesday,dies Martis 
518,Mittwoch::N,Wednesday,dies Mercurii
519,Donnerstag::N,Thursday,dies Iovis
520,Freitag::N,Friday,dies Veneris
521,Samstag::N,Saturday,dies Saturni
522,Sonntag::N,Sunday,dominicus
523,Sonntag::N,Sunday,dies solis
524,groß::A,big,magnus
525,klein::A,little,parvus
526,lang::A,long,longus
527,kurz::A,short,brevis
528,breit::A,wide,latus
529,schmal::A,narrow,angustus
530,dicht::A,dense,densus
531,dick[Gegenstand]::A,thick,crassus
532,dünn::A,thin,tenuis
533,fein::A,delicate,subtilis
534,fest::A,firm,solidus
535,fest::A,firm,stabilis
536,flach::A,flat,planus
537,glatt::A,smooth,levis
538,hart::A,hard,durus
539,weich::A,soft,mollis
540,rund::A,round,rotundus
541,spitz::A,pointed,acutus
542,scharf::A,sharp,acer
543,stumpf::A,blunt,hebes
544,schwer::A,heavy,gravis
545,schön::A,beautiful,pulcher
546,schön::A,beautiful,formosus
547,heiß::A,hot,fervidus
548,warm::A,warm,calidus
549,kalt::A,cold,frigidus
550,kühl::A,cool,frigidus
551,frisch::A,fresh,recens
552,feucht::A,damp,umidus
553,nass::A,wet,madidus
554,trocken::A,dry,aridus
555,voll::A,full,plenus
556,leer::A,empty,vacuus
557,offen::A,open,apertus
558,geschlossen::A,closed,clausus
559,sauber::A,clean,lautus
560,schmutzig::A,dirty,sordidus
561,roh::A,raw,crudus
562,reif::A,ripe,maturus
563,lecker::A,delicious,delicatus
564,süß::A,sweet,dulcis
565,bitter::A,bitter,amarus
566,bitter::A,bitter,acerbus
567,sauer::A,sour,acidus
568,hell::A,bright,clarus
569,dunkel::A,dark,obscurus
570,schwarz::A,black,niger
571,weiß::A,white,albus
572,rot::A,red,ruber
573,gelb::A,yellow,flavus
574,blau::A,blue,caeruleus
575,grün::A,green,viridis
576,grau::A,grey,canus
577,bunt::A,colourful,varius
578,bunt::A,colorful,varius
579,billig::A,cheap,vilis
580,teuer::A,dear,carus
581,wertvoll::A,precious,pretiosus
582,blind::A,blind,caecus
583,taub::A,deaf,surdus
584,kräftig::A,powerful,robustus
585,stark::A,strong,firmus
586,stark::A,strong,validus
587,schwach::A,weak,debilis
588,schwach::A,weak,infirmus
589,fett::A,fat,crassus
590,schlank::A,slim,procerus
591,hübsch::A,pretty,pulcher
592,böse::A,evil,improbus
593,dumm::A,stupid,stultus
594,dumm::A,stupid,stupidus
595,faul::A,lazy,piger
596,fleißig::A,diligent,sedulus
597,geizig::A,stingy,avarus
598,klug::A,clever,prudens
599,geschickt::A,skilful,sollers
600,geschickt::A,skillful,sollers
601,lieb::A,dear,carus
602,lustig::A,merry,iocosus
603,sanft::A,gentle,clemens
604,hungrig::A,hungry,impastus
605,krank::A,sick,aeger
606,nackt::A,naked,nudus
607,traurig::A,sad,maestus
608,lebendig::A,living,vivus
609,gut::A,good,bonus
610,schlecht::A,bad,malus
611,richtig::A,correct,rectus
612,schlimm::A,nasty,malus
613,wahr::A,true,verus
614,alt::A,old,antiquus
615,neu::A,new,novus
616,ehemalig::A,former,pristinus
617,alt[Lebewesen]::A,aged,vetus
618,jung::A,young,iuvenis
619,arm::A,poor,pauper
620,reich::A,rich,dives
621,bekannt::A,familiar,notus
622,berühmt::A,famous,celeber
623,berühmt::A,famous,illustris
624,fremd::A,foreign,peregrinus
625,verschieden::A,different,varius
626,nah::A,near,propinquus
627,fern::A,far,longinquus
628,linker::A,left,sinister
629,rechter::A,right,dexter
630,anderer::A,other,alius
631,erster::A,first,primus
632,zweiter::A,second,secundus
633,dritter::A,third,tertius
634,letzter::A,last,ultimus
635,allein::ADV,alone,solum
636,auf einmal::ADV,at once,simul
637,zusammen::ADV,together,una
638,lange::ADV,long,diu
639,plötzlich::ADV,suddenly,subito
640,plötzlich::ADV,suddenly,repente
641,sofort::ADV,instantly,statim
642,später::ADV,later,postea
643,jetzt::ADV,now,nunc
644,heute::ADV,today,hodie
645,morgen::ADV,tomorrow,cras
646,bald::ADV,soon,mox
647,dann::ADV,then,deinde
648,gestern::ADV,yesterday,heri
649,einst::ADV,once,olim
650,damals::ADV,at that time,tum
651,danach::ADV,afterwards,postea
652,vorher::ADV,before,antea
653,zuerst::ADV,at first,primo
654,einmal::ADV,once,semel
655,manchmal::ADV,sometimes,interdum
656,oft::ADV,often,saepe
657,immer::ADV,always,semper
658,niemals::ADV,never,numquam
659,hier::ADV,here,hic
660,hierhin::ADV,hither,huc
661,hierhin::ADV,to here,huc
662,hierhin::ADV,here,huc
663,von hier::ADV,hence,hinc
664,dort::ADV,there,ibi
665,dorthin::ADV,thither,eo
666,dorthin::ADV,there,eo
667,dorthin::ADV,to there,eo
668,geradeaus::ADV,ahead,recte
669,vorwärts::ADV,forward,porro
670,rückwärts::ADV,backward,retro
671,zurück::ADV,back,retro
672,unten::ADV,below,infra
673,hinab::ADV,down,pessum
674,oben::ADV,above,supra
675,hinauf::ADV,up,sursum
676,überall::ADV,everywhere,ubique
677,nicht::ADV,not,non
678,ein wenig::ADV,a little,paulum
679,kaum::ADV,hardly,vix
680,kaum::ADV,hardly,aegre
681,sehr::ADV,very,valde
682,sehr::ADV,very,magnopere
683,so::ADV,so,ita
684,noch::ADV,still,etiam
685,nur::ADV,only,solum
686,nur::ADV,only,tantum
687,schon::ADV,already,iam
688,wieder::ADV,again,rursus
689,vergebens::ADV,in vain,frustra
690,vor::PRP,in front of,ante
691,hinter::PRP,behind,post
692,unter::PRP,under,sub
693,durch::PRP,through,per
694,neben::PRP,next to,iuxta
695,zwischen::PRP,between,inter
696,wegen::PRP,because of,propter
697,dies::PRN,this,hoc
698,das::PRN,that,id
699,alles::PRN,everything,omnia
700,ich::PRN,I,ego
701,du::PRN,you,tu
702,du::PRN,thou,tu
703,er::PRN,he,is
704,er::PRN,he,ille
705,wir::PRN,we,nos
706,ihr::PRN,you,vos
707,sie::PRN,they,ii
708,sie::PRN,they,illi
709,was::FPRN,what,quid
710,wer::FPRN,who,quis
711,wo::FADV,where,ubi
712,wohin::FADV,where ... to,quo
713,wohin::FADV,where to,quo
714,wohin::FADV,where,quo
715,wie::FADV,how,quomodo
716,warum::FADV,why,cur
717,wieviel::FNUM,how much,quantum
718,eins::NUM,one,unus
719,zwei::NUM,two,duo
720,drei::NUM,three,tres
721,vier::NUM,four,quattuor
722,fünf::NUM,five,quinque
723,sechs::NUM,six,sex
724,sieben::NUM,seven,septem
725,acht::NUM,eight,octo
726,neun::NUM,nine,novem
727,zehn::NUM,ten,decem
728,elf::NUM,eleven,undecim
729,zwölf::NUM,twelve,duodecim
730,zwanzig::NUM,twenty,viginti
731,dreißig::NUM,thirty,triginta
732,vierzig::NUM,forty,quadraginta
733,fünfzig::NUM,fifty,quinquaginta
734,sechzig::NUM,sixty,sexaginta
735,siebzig::NUM,seventy,septuaginta
736,achtzig::NUM,eighty,octoginta
737,neunzig::NUM,ninety,nonaginta
738,hundert::NUM,a hundred,centum
739,tausend::NUM,a thousand,mille
740,und::CNJ,and,et
741,und::CNJ,and,-que
742,oder::CNJ,or,vel
743,stehen::V,stand,stare
744,sitzen::V,sit,sedere
745,liegen::V,lie,iacere
746,hängen::V,hang,pendere
747,werden::V,become,fieri
748,passieren::V,happen,accidere
749,beginnen::V,begin,incipere
750,enden::V,end,finem habere
751,wechseln::V,change,mutari
752,aufgehen[Sonne]::V,rise,oriri
753,untergehen[Sonne]::V,set,occidere
754,scheinen[Sonne]::V,shine,lucere
755,donnern::V,thunder,tonare
756,wehen::V,blow,flare
757,strömen::V,stream,fluere
758,fließen::V,flow,manare
759,sich drehen::V,revolve,torqueri
760,schwanken::V,sway,vacillare
761,schwingen::V,swing,vibrare
762,fallen::V,fall,cadere
763,brennen::V,burn,ardere
764,rauchen::V,smoke,fumare
765,regnen::V,rain,pluere
766,gefrieren::V,freeze,congelari
767,tauen::V,thaw,rorare
768,schmelzen::V,melt,liquescere
769,trocknen::V,dry,arescere
770,sieden::V,boil,fervere
771,faulen::V,rot,putescere
772,verfaulen::V,decay,putescere
773,reißen::V,snap,scindi
774,versinken::V,sink,mergi
775,vergehen::V,pass,praeterire
776,erscheinen::V,appear,apparere
777,verschwinden::V,disappear,discedere
778,sinken::V,drop,labi
779,abnehmen::V,decrease,deminui
780,zunehmen::V,increase,augeri
781,steigen::V,rise,augescere
782,wachsen::V,grow,crescere
783,glänzen::V,shine,splendere
784,funkeln::V,sparkle,micare
785,lärmen::V,be noisy,strepere
786,läuten::V,chime,sonare
787,klingeln::V,ring,tinnire
788,klirren::V,tinkle,crepare
789,brausen::V,roar,saevire
790,rauschen::V,rustle,crepare
791,klingen::V,sound,sonare
792,bellen::V,bark,latrare
793,heulen::V,howl,ululare
794,blasen::V,blow,flare
795,pfeifen::V,whistle,sibilare
796,schreien::V,shout,clamare
797,stöhnen::V,groan,gemere
798,zittern::V,tremble,tremere
799,zittern::V,tremble,trepidare
800,leben::V,be alive,vivere
801,geboren werden::V,be born,nasci
802,atmen::V,breathe,spirare
803,trinken::V,drink,bibere
804,essen::V,eat,edere
805,schlucken::V,swallow,devorare
806,müde werden::V,get tired,fatigari
807,einschlafen::V,fall asleep,obdormiscere
808,schlafen::V,sleep,dormire
809,aufwachen::V,wake up,expergisci
810,aufstehen::V,get up,exsurgere
811,sich erholen::V,relax,se reficere
812,krank werden::V,fall ill,aegrescere
813,krank sein::V,be ill,aegrotare
814,schmerzen::V,ache,dolere
815,husten::V,cough,tussire
816,genesen::V,recover,convalescere
817,sterben::V,die,mori
818,umkommen::V,perish,perire
819,sich bewegen::V,move,se movere
820,sich rühren::V,budge,micare
821,sich erheben::V,stand up,surgere
822,sich setzen::V,sit down,considere
823,hinfallen::V,tumble,cadere
824,laufen::V,walk,vadere
825,schreiten::V,pace,gradi
826,spazierengehen::V,go for a walk,ambulare
827,eilen::V,rush,properare
828,sich beeilen::V,hurry,festinare
829,sausen::V,dash,currere
830,rennen::V,run,currere
831,springen::V,jump,salire
832,klettern::V,climb,niti
833,schaukeln::V,seesaw,oscillare
834,kriechen::V,creep,repere
835,kriechen::V,creep,serpere
836,schwimmen::V,swim,nare
837,schwimmen::V,swim,natare
838,tauchen::V,dive,mergere
839,rudern::V,row,remigare
840,fahren::V,drive,vehi
841,fliegen::V,fly,volare
842,gehen::V,go,ire
843,gehen::V,go,vadere
844,weggehen::V,go away,abire
845,weggehen::V,go away,discedere
846,abfahren::V,depart,proficisci
847,anhalten::V,stop,consistere
848,hineingehen::V,go in,inire
849,hineingehen::V,go in,ingredi
850,eintreten::V,enter,intrare
851,kommen::V,come,venire
852,ankommen::V,arrive,advenire
853,zurückkommen::V,come back,revenire
854,bleiben::V,stay,manere
855,warten::V,wait,opperiri
856,erwarten::V,wait for,opperiri
857,erwarten::V,wait for,expectare
858,suchen::V,seek,quaerere
859,suchen::V,look for,quaerere
860,finden::V,find,reperire
861,versuchen::V,try,conari
862,versuchen::V,try,temptare
863,vorbereiten::V,prepare,parare
864,lieben::V,love,amare
865,mögen::V,like,amare
866,lachen::V,laugh,ridere
867,rühren::V,move,commovere
868,weinen::V,weep,flere
869,schimpfen::V,grumble,increpare
870,sich ärgern::V,be annoyed,indignari
871,sich fürchten::V,be afraid,vereri
872,fürchten::V,be afraid of,timere
873,fliehen::V,flee,fugere
874,flüchten::V,escape,effugere
875,sehen::V,see,videre
876,anschauen::V,look at,aspectare
877,ansehen::V,watch,spectare
878,hören::V,hear,audire
879,zuhören::V,listen,auscultare
880,probieren::V,taste,gustare
881,riechen::V,smell,olfacere
882,fühlen::V,feel,sentire
883,scheinen::V,seem,videri
