,Concept_ID,eu,lbe
1419,treiben::V,bultza egin,лихъан буллан
1420,anbinden::V,estekatu,бахӏин
1421,füttern::V,bazkatu,канаки буллан
1422,melken::V,jetzi,ттизин
1423,hacken::V,xehatu,мюрш буллан
1424,hacken::V,xehatu,мюрш бан
1425,gießen::V,isuri,щин дишин
1426,reifen::V,heldu,диян
1427,reifen::V,zoritu,диян
1428,zubereiten::V,prestatu,хӏадур дан
1429,zubereiten::V,prestatu,хӏадур бан
1430,kochen::V,egosi,шашан
1431,kochen::V,egosi,шашан дуллан
1432,backen::V,labean egin,бишлан
1433,backen::V,labean egin,шахьлан
1434,braten::V,erregosi,цӏарайх дуллан
1435,umrühren::V,eragin,хӏала бан
1436,stricken::V,trikotatu,щащлан
1437,stricken::V,trikotatu,щащан
1438,stricken::V,puntu egin,щащлан
1439,stricken::V,puntu egin,щащан
1440,nähen::V,josi,дуруххан
1441,färben::V,tindatu,ранг щун
1442,reinigen::V,ikuzi,марцӏ бан
1443,reinigen::V,garbitu,марцӏ бан
1444,waschen::V,xahutu,шюшин
1445,waschen::V,garbitu,шюшин
1446,abwischen::V,xukatu,лишин
1447,spülen::V,irakutzi,вилаган
1448,fegen::V,erraztatu,башин
1449,kehren::V,isastu,бахьлан
1450,baden::V,bainatu,щинавун учӏлан
1451,baden::V,bainua hartu,щинавун учӏлан
1452,sich waschen::V,burua garbitu,диссун
1453,sich waschen::V,burua garbitu,лажин диссун
1454,sich waschen::V,burua garbitu,лажин дислан
1455,sich waschen::V,burua garbitu,биссун
1456,sich waschen::V,burua garbitu,чурх бислан
1457,ausziehen::V,erantzi,ликкан
1458,anziehen::V,jantzi,лаххан
1459,sich anziehen::V,jantzi,янна лаххан
1460,kämmen::V,orraztu,ттарал дуккан
1461,schmücken::V,apaindu,чӏюлу бан
1462,sagen::V,esan,учин
1463,sprechen::V,mintzatu,гъалгъа тӏун
1464,sprechen::V,hitz egin,гъалгъа тӏун
1465,reden::V,hitz egin,гъалгъа тӏун
1466,sich unterhalten::V,solastu,гъалгъа тӏун
1467,sich unterhalten::V,solas egin,гъалгъа тӏун
1468,fragen::V,galdetu,цӏуххин
1469,bitten::V,eskatu,тавакъю буллан
1470,bitten::V,galdegin,тавакъю буллан
1471,erzählen::V,edestu,хавар бусан
1472,erzählen::V,kontatu,хавар бусан
1473,mitteilen::V,jakinarazi,баян бан
1474,mitteilen::V,jakinarazi,хавар бан
1475,nennen::V,izena eman,цӏа дизан
1476,rufen::V,dei egin,оьвтӏун
1477,prahlen::V,harrokerian ibili,цӏа дуллан
1478,prahlen::V,ahoberokeriak esan,цӏа дуллан
1479,übersetzen::V,itzuli,таржума бан
1480,denken::V,pentsatu,пикри буллан
1481,denken::V,gogoeta egin,пикри буллан
1482,glauben::V,sinetsi,вих хьун
1483,bemerken::V,ohartu,хӏисав хъун
1484,bemerken::V,konturatu,хӏисав хъун
1485,erkennen::V,ezagutu,увчӏин
1486,erkennen::V,antzeman,увчӏин
1487,begreifen::V,ulertu,бувчӏин
1488,verstehen::V,aditu,
1489,lernen::V,ikasi,лахьлан
1490,lernen::V,ikasi,лахьхьин
1491,wissen::V,jakin,кӏулну бикӏан
1492,wissen::V,jakin,хавар бикӏан
1493,sich erinnern an::V,gogoratu,дакӏнин бутан
1494,sich erinnern an::V,gogoan izan,дакӏнин бутан
1495,vergessen::V,ahaztu,хъама битан
1496,vergessen::V,ahantzi,хъама битан
1497,messen::V,neurtu,дуцин дуллан
1498,messen::V,neurtu,дуцин дан
1499,zählen::V,zenbatu,дуккин
1500,zählen::V,kopuratu,дуккин
1501,rechnen::V,kalkulatu,хӏисав дан
1502,lesen::V,irakurri,ккалан
1503,malen::V,margotu,сурат дуллан
1504,zeichnen::V,marraztu,сурат дуллан
1505,schreiben::V,idatzi,чичин
1506,schreiben::V,idatzi,чичлан
1507,besitzen::V,ukan,дуну икӏан
1508,besitzen::V,ukan,дуну дикӏан
1509,besitzen::V,ukan,заллуну икӏан
1510,besitzen::V,eduki,дуну икӏан
1511,besitzen::V,eduki,дуну дикӏан
1512,besitzen::V,eduki,заллуну икӏан
1513,kaufen::V,erosi,машан ласун
1514,verkaufen::V,saldu,баххан
1515,bezahlen::V,ordaindu,арцу дулун
1516,bezahlen::V,ordaindu,багьа булун
1517,zahlen::V,ordaindu,арцу дулун
1518,zahlen::V,ordaindu,багьа булун
1519,beherrschen::V,menpean izan,дуну икӏан
1520,beherrschen::V,menpean izan,заллуну икӏан
1521,ertragen::V,jasan,бухӏан
1522,ertragen::V,pairatu,бухӏан
