,Concept_ID,eu,lbe
232,Schlinge::N,xedera,хӏатӏ
233,Spur::N,lorratz,ша
234,Asche::N,errauts,лах
235,Dreck::N,satsukeria,кьяркьи
236,Dreck::N,satsukeria,венп
237,Eisen::N,burdina,мах
238,Gold::N,urre,муси
239,Gold::N,urregorri,муси
240,Silber::N,zilar,арцу
241,Silber::N,urrezuri,арцу
242,Kohle::N,ikatz,кӏалаш
243,Kohle::N,ikatz,хъуручӏ
244,Glas::N,beira,пюрун
245,Lehm::N,buztin,сина аьрщи
246,Sand::N,harea,къун
247,Sand::N,hondar,къун
248,Mensch::N,gizaki,инсан
249,Mann::N,gizon,чув
250,Mann::N,gizon,адимина
251,Frau::N,andere,щарсса
252,Frau::N,andere,хъамитайпа
253,Frau::N,emakume,щарсса
254,Frau::N,emakume,хъамитайпа
255,Kind::N,haur,чӏиви оьрчӏ
256,Junge::N,mutil,оьрчӏ
257,Junge::N,mutil,бурхьин оьрчӏ
258,Mädchen::N,neska,душ
259,Familie::N,sendi,кулпат
260,Familie::N,familia,кулпат
261,Großvater::N,aitona,ттатта
262,Großvater::N,aitona,ниттил ппу
263,Großvater::N,aitatxi,ттатта
264,Großvater::N,aitatxi,ниттил ппу
265,Großmutter::N,amona,буттал нину
266,Großmutter::N,amatxi,буттал нину
267,Eltern::N,gurasoak,нину-ппу
268,Vater::N,aita,ппу
269,Mutter::N,ama,нину
270,Sohn::N,seme,арс
271,Tochter::N,alaba,душ
272,Bruder::N,neba,уссу
273,Bruder::N,anaia,уссу
274,Schwester::N,ahizpa,ссу
275,Onkel::N,osaba,буттауссу
276,Tante::N,izeba,буттал ссу
277,Ehemann::N,senar,лас
278,Ehefrau::N,emazte,щар
279,Ehefrau::N,emazte,щарсса
280,Freude::N,poz,шадшиву
281,Freude::N,poz,ххаришиву
282,Freude::N,pozkari,шадшиву
283,Freude::N,pozkari,ххаришиву
284,Gelächter::N,barre,хъяхъаву
285,Gelächter::N,karkara,хъяхъаву
286,Glück::N,zori,талихӏ
287,Kummer::N,xangrin,дард
288,Kummer::N,atsekabe,дард
289,Wunsch::N,nahi,мурад
290,Wunsch::N,nahikunde,мурад
291,Lust::N,gogo,гьавас
292,Lust::N,gogo,ччаву
293,Geist::N,gogo,рухӏ
294,Gedanke::N,gogoeta,пикри
295,Gedächtnis::N,oroimen,дакӏний личӏаву
296,Gedächtnis::N,gogoramen,дакӏний личӏаву
297,Verstand::N,adimen,аькьлу
298,Verstand::N,ulermen,аькьлу
299,Sinn::N,zentzu,мяъна
300,Grund::N,zergati,багьана
301,Wahrheit::N,egia,тӏайламур
302,Wahrheit::N,egia,хӏакьмур
303,Gespräch::N,hizketa,ихтилат
304,Gespräch::N,elkarrizketa,ихтилат
305,Märchen::N,ipuin,магьа
306,Erzählung::N,edesti,хавар
307,Erzählung::N,kontakizun,хавар
308,Nachricht::N,albiste,хавар
309,Neuigkeit::N,berri,хавар
310,Name::N,izen,цӏа
311,Rätsel::N,asmakizun,ссигьа
312,Rede::N,hitzaldi,гъалгъа
313,Rede::N,mintzaldi,гъалгъа
314,Sprache::N,hizkuntza,маз
315,Stimme::N,ahots,чӏу
316,Stimme::N,ahots,чӏукӏа
317,Wort::N,hitz,махъ
318,Zeichen::N,agerbide,лишан
319,Zeichen::N,agergarri,лишан
320,Ruf::N,dei,
321,Lärm::N,zarata,чӏу
322,Lärm::N,harrabots,чӏу
323,Laut::N,hots,чӏу
324,Ton::N,tonu,чӏу
325,Ton::N,soinu,чӏу
326,Lied::N,abesti,балай
327,Ruhe::N,nasaitasun,дигьалагру
328,Leute::N,jende,инсантал
329,Volk::N,herri,ил
330,Volk::N,herri,халкь
331,Volk::N,populu,ил
332,Volk::N,populu,халкь
333,Arbeit::N,lan,заву
334,Gast::N,arrotz,хъамаличу
335,Gast::N,apopilo,хъамаличу
336,Geschenk::N,opari,бухчакарши
337,Geschenk::N,opari,лажинккакку
338,Spiel::N,jolas,тӏуркӏу
339,Gesellschaft::N,gizarte,жямат
340,Gesellschaft::N,gizarte,ккуран
341,Hilfe::N,helpide,кумаг
342,Hilfe::N,laguntza,кумаг
343,Freund::N,lagun,дус
344,Kamerad::N,adiskide,хӏаласу
345,Kamerad::N,lagunkide,хӏаласу
346,Angelegenheit::N,afera,иш
347,Anzahl::N,kopuru,аьдад
348,Art::N,mota,жинс
349,Stück::N,puska,касак
350,Teil::N,atal,бутӏа
351,Hälfte::N,erdi,дачӏи
352,Kreis::N,biribilki,кюрщан
353,Kreuz::N,gurutze,ххач
354,Linie::N,linea,щва
355,Strich::N,marra,щва
356,Abstand::N,tarte,манзил
357,Entfernung::N,urrunera,манзил
358,Gegend::N,alderdi,кӏану
359,Gegend::N,eskualde,кӏану
360,Platz::N,leku,
361,Ort::N,toki,кӏану
362,Seite::N,albo,чул
363,Seite::N,albo,чулухалу
364,Mitte::N,erdi,дя
365,Gegenstand::N,gauzaki,зат
366,Sache::N,gauza,зат
367,Rand::N,ertz,зума
368,Kante::N,ertz,
369,Ecke::N,kantoi,мурцӏу
370,Spitze::N,punta,мицӏ
371,Ende::N,buru,зума
372,Ende::N,mutur,зума
373,Loch::N,zulo,ккутӏ
374,Winkel::N,zoko,мурцӏу
375,Winkel::N,bazter,мурцӏу
376,Muster::N,eredu,накьич
377,Muster::N,marrazki,накьич
378,Größe::N,kaizu,
379,Größe::N,tamaina,
380,Länge::N,luzera,лахъишиву
381,Höhe::N,goiera,лахъшиву
382,Höhe::N,garaiera,лахъшиву
383,Gewicht::N,hazta,дуццин
384,Gewicht::N,hazta,кӏушиву
385,Menge::N,kopuru,
386,Haufen::N,pila,бакӏу
387,Haufen::N,mendoi,бакӏу
388,Reihe::N,ilara,кьюкьа
389,Reihe::N,errenkada,кьюкьа
390,Boot::N,potin,луткка
391,Boot::N,txalupa,луткка
392,Ruder::N,arraun,весло
393,Ruder::N,arraun,чӏатӏа
394,Schlitten::N,lera,чана
395,Schlitten::N,lera,санкка
396,Schlitten::N,narra,чана
397,Schlitten::N,narra,санкка
398,Ski::N,eski,лижарду
399,Lagerfeuer::N,su,къавтӏн
400,Last::N,zama,гьиву
401,Last::N,karga,гьиву
402,Gang::N,ibilera,нанаву
403,Schritt::N,pauso,ша
404,Schritt::N,urrats,ша
405,Norden::N,ipar,ухссав
406,Norden::N,ipar,ухссавнил чулухалу
407,Norden::N,iparralde,ухссав
408,Norden::N,iparralde,ухссавнил чулухалу
409,Süden::N,hego,кьилва
410,Süden::N,hegoalde,кьилва
411,Westen::N,sartalde,баргълагавал
412,Westen::N,sartalde,баргълагавал чул
413,Westen::N,mendebalde,баргълагавал
414,Westen::N,mendebalde,баргълагавал чул
415,Osten::N,ekialde,баргъбуккай чулухалу
416,Osten::N,sortalde,баргъбуккай чулухалу
417,Holz::N,zur,тӏама
418,Brett::N,ohol,тахта
419,Platte::N,lauza,гъуни
420,Stütze::N,irozgarri,гьалакӏу
421,Stütze::N,bermagailu,гьалакӏу
422,Stange::N,haga,къазихъ
423,Stock::N,makila,ттархь
424,Stab::N,makila,ччантӏакъу
425,Rohr::N,hodi,бургъу
426,Haus::N,etxe,къатта
427,Heim::N,etxe,къатта
428,Heim::N,etxaleku,къатта
429,Ofen::N,berogailu,пач
430,Fußboden::N,zoru,чӏанкъатта
431,Tisch::N,mahai,усттул
432,Stuhl::N,aulki,кӏану
433,Wiege::N,kuma,оьрчӏал кӏану
434,Wiege::N,sehaska,оьрчӏал кӏану
435,Bett::N,ohe,тах
436,Bett::N,ohatze,тах
437,Regal::N,apalategi,чӏаму
438,Kiste::N,kutxa,яшикӏ
439,Kiste::N,kutxa,къурши
440,Fenster::N,leiho,чӏавахьулу
441,Tür::N,ate,нуз
442,Tür::N,ate,нузкьун
443,Tor::N,atari,къапу
444,Tor::N,atari,дарваза
445,Zaun::N,hesi,дайгьузанну
446,Dach::N,teilatu,магъи
447,Dach::N,teilatu,цӏиялу
448,Leiter::N,zurubi,чуртту
449,Besen::N,erratz,чӏатлу
450,Spaten::N,burdinpala,бил
451,Schaufel::N,pala,чӏатӏа
452,Gabel::N,sardexka,гьиссилу
453,Löffel::N,koilara,къуса
454,Messer::N,aizto,чӏила
455,Nagel::N,iltze,мяр
456,Netz::N,sare,къери
457,Haken::N,mako,къича
458,Griff::N,eskutoki,куяму
459,Schloss::N,sarraila,кьункьула
460,Bild::N,irudi,сурат
461,Figur::N,figura,
462,Puppe::N,panpina,ссихьу
463,Puppe::N,andrakila,ссихьу
464,Beutel::N,zorro,чантай
465,Bündel::N,azao,гьи
466,Bündel::N,azao,къар
467,Bündel::N,espal,гьи
468,Bündel::N,espal,къар
469,Tasche::N,poltsa,
470,Eimer::N,treska,бадра
471,Deckel::N,tapa,къапаза
472,Deckel::N,estalki,къапаза
473,Geschirr::N,baxera,пюрунчӏул
474,Geschirr::N,baxera,тӏахӏникӏичӏу
475,Geschirr::N,ontziteria,пюрунчӏул
476,Geschirr::N,ontziteria,тӏахӏникӏичӏу
477,Sack::N,zaku,къап
478,Sack::N,zaku,дарваг
479,Tasse::N,kikara,пижан
480,Tasse::N,kikara,пинжан
481,Tasse::N,kikara,инкираччатӏи
482,Tasse::N,kikara,цинцилттал бушкъап
483,Topf::N,ontzi,кӏункӏур
484,Topf::N,lapiko,кӏункӏур
485,Kessel::N,pazia,чаг
486,Kessel::N,pazia,кӏункӏур
487,Essen::N,janaldi,дукия
488,Essen::N,janaldi,дукин
489,Nahrung::N,jan,дукра
490,Speise::N,jaki,дукра
491,Fleisch::N,okela,дикӏ
492,Fleisch::N,haragi,дикӏ
493,Getreide::N,labore,къама
494,Brei::N,ahi,ккурч
495,Brei::N,pure,ккурч
496,Brot::N,ogi,ччатӏ
497,Scheibe::N,xerra,парча
498,Scheibe::N,pirripita,парча
499,Fett::N,urin,аьгъушиву
500,Fett::N,koipe,аьгъушиву
501,Butter::N,gurin,нагь
502,Butter::N,gurin,лагаву
503,Öl::N,olio,
504,Salz::N,gatz,цӏву
505,Suppe::N,zopa,накь
506,Suppe::N,salda,накь
507,Honig::N,ezti,ницӏ
508,Milch::N,esne,накӏ
509,Tee::N,te,чяй
510,Leder::N,larru,бурчу
511,Wolle::N,artile,ппал
512,Stoff::N,ehun,янна
513,Nadel::N,orratz,ххалаххи
514,Nadel::N,jostorratz,ххалаххи
515,Faden::N,hari,ххал
516,Knopf::N,botoi,банд
517,Knoten::N,korapilo,къурхъ
518,Farbe::N,pintura,сир
519,Kleidung::N,arropa,янна
520,Kleidung::N,arropa,лаххия
521,Kleidung::N,jantziak,янна
522,Kleidung::N,jantziak,лаххия
523,Hemd::N,atorra,гьухъа
524,Hemd::N,alkandora,гьухъа
525,Kragen::N,idun,дарвач
526,Ärmel::N,mahuka,кахха
527,Hose::N,prakak,хӏажак
528,Hose::N,galtzak,хӏажак
529,Gürtel::N,gerriko,мухӏлу
530,Mütze::N,txano,кьяпа
531,Mütze::N,txapel,кьяпа
532,Schuh::N,oski,
533,Schuh::N,oinetako,
534,Stiefel::N,bota,чакма
535,Ring::N,uztai,кӏисса
536,Band::N,zinta,линт
537,Band::N,xingola,линт
538,Kamm::N,orrazi,ттарал
539,Spiegel::N,mirail,дагьани
540,Riemen::N,uhal,эн
541,Schnur::N,lokailu,хьхьа
542,Leine::N,lotura,
543,Decke::N,burusi,виргъан
544,Kissen::N,kuxin,кӏаралу
545,Tuch::N,zapi,карщи
546,Tuch::N,oihal,карщи
547,Handtuch::N,eskuzapi,калихьу
548,Handtuch::N,eskuzapi,лажинлихьу
549,Handtuch::N,eskuoihal,калихьу
550,Handtuch::N,eskuoihal,лажинлихьу
551,Kraft::N,indar,эллаж
552,Stärke::N,indar,гуж
553,Gesundheit::N,osasun,цӏуллу-сагъшиву
554,Krankheit::N,eritasun,къашайшиву
555,Krankheit::N,gaixotasun,къашайшиву
556,Schmerz::N,min,къюву
557,Wunde::N,zauri,щаву
558,Fieber::N,sukar,кӏиришиву
559,Arznei::N,osagai,дару
560,Arznei::N,sendagai,дару
561,Brücke::N,zubi,ламу
562,Brunnen::N,putzu,къуй
563,Weide::N,alha,бизантту
564,Weide::N,bazkaleku,бизантту
565,Pfad::N,zidor,жегъир ххуллу
566,Pfad::N,bidexka,жегъир ххуллу
567,Weg::N,bide,ххуллу
568,Straße::N,errepide,ххуллу
569,Dorf::N,herri,щар
570,Dorf::N,herri,шяравалу
571,Stadt::N,hiri,шагьру
572,Brief::N,gutun,чагъар
573,Brief::N,eskutitz,чагъар
574,Buch::N,liburu,лу
575,Buchstabe::N,hizki,хӏарп
576,Zeitung::N,egunkari,кказит
577,Leben::N,bizi,оьрму
578,Leben::N,bizitza,оьрму
579,Tod::N,herio,ажал
580,Tod::N,herio,бивкӏу
581,Tod::N,herio,ивчӏаву
582,Tod::N,heriotza,ажал
583,Tod::N,heriotza,бивкӏу
584,Tod::N,heriotza,ивчӏаву
585,Grab::N,hobi,гьав
586,Grab::N,hilobi,гьав
587,Kirche::N,eliza,килиса
588,Sünde::N,hoben,бунагъ
589,Sünde::N,bekatu,бунагъ
590,Gott::N,jainko,зал
591,Arbeiter::N,langile,зузала
592,Arbeiter::N,behargin,зузала
593,Chef::N,nagusi,ялувма
594,Meister::N,maisu,усттар
595,Arzt::N,osagile,хӏакин
596,Arzt::N,sendagile,хӏакин
597,Lehrer::N,irakasle,учитель
598,Geld::N,diru,арцу
599,Geschäft::N,negozio,даву
600,Laden::N,denda,ттучан
601,Laden::N,saltegi,ттучан
602,Preis::N,prezio,багъа
603,Preis::N,salneurri,багъа
604,Ware::N,salgai,хъус
605,Nutzen::N,onura,хайр
606,Nutzen::N,onura,мюнпат
607,Nutzen::N,probetxu,хайр
608,Nutzen::N,probetxu,мюнпат
609,Reichtum::N,aberastasun,давлат
610,Reichtum::N,aberastasun,аваданшиву
611,Welt::N,ludi,дуниял
612,Welt::N,mundu,дуниял
613,Land::N,herrialde,билаят
614,Staat::N,estatu,паччахӏлугъ
615,König::N,errege,
616,Macht::N,botere,власть
617,Grenze::N,muga,дазу
618,Krieg::N,guda,дяъви
619,Feind::N,etsai,душман
620,Feind::N,arerio,душман
621,Gewalt::N,bortxa,къия
622,Gewalt::N,bortizkeria,къия
623,Kampf::N,gudu,лачӏуи уккаву
624,Kampf::N,auska,лачӏуи уккаву
625,Bogen[Waffe]::N,arku,ккуртта
626,Pfeil::N,gezi,чӏатӏаракӏ
627,Gewehr::N,fusil,ттупанг
628,Fehler::N,huts,гъалатӏ
629,Fehler::N,hutsegin,гъалатӏ
630,Lüge::N,gezur,щялмахъ
631,Schaden::N,kalte,зарал
632,Unglück::N,zoritxar,бала
633,Unglück::N,zorigaitz,бала
634,Schuld::N,erru,тахсир
635,Alter::N,adin,оьрму
636,Schluss::N,bukaera,ахир
637,Zeit::N,aldi,чӏун
638,Zeit::N,denbora,чӏун
639,Tag::N,egun,кьини
640,Morgen::N,goiz,кӏюрх
641,Mittag::N,eguerdi,ахттайн
642,Mittag::N,eguerdi,дяахттайн
643,Mittag::N,eguerdi,ахттайн чӏун
644,Abend::N,arrats,маркӏачӏан
645,Nacht::N,gau,хьхьу
646,Woche::N,aste,нюжмар
647,Monat::N,hil,барз
648,Jahr::N,urte,шин
649,Frühling::N,udalehen,инт
650,Sommer::N,uda,гъи
651,Herbst::N,udazken,ссут
652,Herbst::N,neguantz,ссут
653,Winter::N,negu,кӏи
654,Januar::N,urtarril,цалчинмур барз
655,Februar::N,otsail,кӏилчинмур барз
656,März::N,martxo,шамилчинмур барз
657,April::N,apiril,апрель
658,April::N,apiril,мукьилчинмур барз
659,Mai::N,maiatz,май
660,Mai::N,maiatz,ххюлчинмур барз
661,Juni::N,ekain,июнь
662,Juni::N,ekain,ряххилчинмур барз
663,Juli::N,uztail,июль
664,Juli::N,uztail,Арулчинмур барз
665,August::N,abuztu,мяйлчинмур барз
666,September::N,irail,урчӏилчинмур барз
667,Oktober::N,urri,ацӏилчинмур барз
668,November::N,azaro,ацӏния цалчинмур барз
669,Dezember::N,abendu,ацӏния кӏилчинмур барз
670,Montag::N,astelehen,итин
671,Montag::N,astelehen,итин кьини
672,Dienstag::N,astearte,тталат
673,Dienstag::N,astearte,тталат кьини
674,Mittwoch::N,asteazken,арвахӏ
675,Donnerstag::N,ostegun,хамис
676,Freitag::N,ostiral,нюжмар
677,Freitag::N,ostiral,нюжмар кьини
678,Samstag::N,larunbat,ххуллун
679,Samstag::N,larunbat,ххуллун кьини
680,Sonntag::N,igande,алхӏат
681,Sonntag::N,igande,алхӏат кьини
682,groß::A,handi,бугъарасса
683,klein::A,txiki,чӏивисса
684,lang::A,luze,лахъисса
685,kurz::A,labur,кутӏасса
686,breit::A,zabal,уттасса
687,schmal::A,mehar,уттакӏюласса
688,dicht::A,sarri,ццунсса
689,dicht::A,trinko,ццунсса
690,dick[Gegenstand]::A,lodi,ганзсса
691,dünn::A,mehe,кӏюласса
692,fein::A,fin,
693,fest::A,tinko,цӏакьсса
694,fest::A,tinko,кьянкьасса
695,flach::A,lau,баягъисса
696,flach::A,lau,цӏубакъасса
697,flach::A,lau,куртӏ дакъасса
698,flach::A,ordoki,баягъисса
699,flach::A,ordoki,цӏубакъасса
700,flach::A,ordoki,куртӏ дакъасса
701,glatt::A,leun,дюрчӏусса
702,hart::A,gogor,кьянкьасса
703,weich::A,bigun,кӏукӏлусса
704,weich::A,beratz,кӏукӏлусса
705,rund::A,biribil,ккурккисса
706,spitz::A,puntadun,ярксса
707,spitz::A,puntadun,дайлсса
708,spitz::A,puntadun,мицӏ бусса
709,scharf::A,zorrotz,ярксса
710,scharf::A,zorrotz,дайлсса
711,scharf::A,zorrotz,мицӏ бусса
712,stumpf::A,kamuts,къуркъасса
713,schwer::A,astun,кӏусса
714,schwer::A,pisutsu,кӏусса
715,schön::A,eder,аьнтӏикӏасса
716,heiß::A,bero,кӏирисса
717,heiß::A,oso bero,кӏирисса
718,warm::A,bero,гъелисса
719,kalt::A,hotz,дяркъусса
720,kühl::A,hotzil,дюхлулсса
721,frisch::A,fresko,цӏусса
722,frisch::A,hozkirri,цӏусса
723,feucht::A,heze,атилсса
724,feucht::A,heze,хъавтусса
725,nass::A,busti,атилсса
726,nass::A,busti,хъавтусса
727,trocken::A,siku,кьавкьсса
728,trocken::A,siku,кьакьан бувсса
729,trocken::A,lehor,кьавкьсса
730,trocken::A,lehor,кьакьан бувсса
731,voll::A,bete,бувцӏусса
732,leer::A,huts,бачӏвасса
733,offen::A,ireki,тӏивтӏусса
734,geschlossen::A,itxita,лавкьусса
735,sauber::A,xahu,марцӏсса
736,sauber::A,garbi,марцӏсса
737,schmutzig::A,lohi,чапалсса
738,schmutzig::A,zikin,чапалсса
739,roh::A,gordin,шакъавхьсса
740,reif::A,umo,дирсса
741,reif::A,heldu,дирсса
742,lecker::A,goxo,нахӏусса
743,lecker::A,goxo,тӏааьнсса
744,süß::A,goxo,нацӏусса
745,bitter::A,karmin,кьурчӏисса
746,bitter::A,garratz,кьурчӏисса
747,sauer::A,mingots,туршсса
748,hell::A,argi,чаннасса
749,dunkel::A,ilun,цӏансса
750,schwarz::A,beltz,лухӏисса
