,Concept_ID,it,kn
99,Schmutz::N,sudiciume,ಕಸ
100,See::N,lago,ಸರೋವರ
101,Sumpf::N,palude,ಜೌಗುಸ್ಥಳ
102,Moor::N,torbiera,ಬಂಜರು ಭೂಮಿ
103,Wiese::N,prato,ಹುಲ್ಲುಗಾವಲು
104,Wald::N,bosco,ಕಾಡು
105,Wald::N,foresta,ಕಾಡು
106,Hügel::N,colle,ಗುಡ್ಡೆ
107,Hügel::N,collina,ಗುಡ್ಡೆ
108,Anhöhe::N,altura,ದಿಬ್ಬ
109,Berg::N,monte,ಮಲೆ
110,Berg::N,monte,ಪರ್ವತ
111,Berg::N,montagna,ಮಲೆ
112,Berg::N,montagna,ಪರ್ವತ
113,Gipfel::N,cima,ಶೃಂಗ
114,Höhle::N,grotta,ಗುಹೆ
115,Höhle::N,caverna,ಗುಹೆ
116,Abhang::N,pendìo,ಇಳಿಜಾರು
117,Quelle::N,sorgente,ಮೂಲ
118,Bach::N,ruscello,ತೊರೆ
119,Fluss::N,fiume,ನದಿ
120,Ufer::N,riva,ತೀರ
121,Küste::N,costa,ದಂಡೆ
122,Festland::N,terraferma,ಭೂಮಿ
123,Meer::N,mare,ಕಡಲು
124,Bucht::N,cala,ಖಾರಿ
125,Insel::N,ìsola,ದ್ವೀಪ
126,Blume::N,fiore,ಸುಮ
127,Gras::N,erba,ಹುಲ್ಲು
128,Wurzel::N,radice,ಬೇರು
129,Baum::N,àlbero,ಮರ
130,Stamm::N,tronco,ಕಾಂಡ
131,Rinde::N,corteccia,ತೂಗಟಿ
132,Ast::N,ramo,ಶಾಖೆ
133,Zweig::N,ramo,ರೆಂಬೆ
134,Blatt::N,foglia,ಎಲೆ
135,Birke::N,betulla,ಬರ್ಚ್ ಮರ
136,Kiefer[Baum]::N,pino,ದೇವದಾರು ಮರ
137,Weide[Baum]::N,sàlice,ವಿಲೋಮರ
138,Tanne::N,abete,ಭದ್ರದಾರು
139,Horn::N,corno,ಕೊಂಬು
140,Feder::N,penna,ಪುಕ್ಕ
141,Fell::N,manto,ರೋಮ
142,Fell::N,pelame,ರೋಮ
143,Flügel::N,ala,ರೆಕ್ಕೆ
144,Klaue::N,grinfia,ಪಂಜ
145,Kralle::N,unghia,ಉಗುರು
146,Kralle::N,artiglio,ಉಗುರು
147,Schwanz::N,coda,ಬಾಲ
148,Ei::N,uovo,ಮೊಟ್ಟೆ
149,Nest::N,nido,ಗೂಡು
150,Bau::N,covo,ಅಡಗುದಾಣ
151,Tier::N,bestia,ಪ್ರಾಣಿ
152,Tier::N,animale,ಪ್ರಾಣಿ
153,Herde::N,gregge,ಗುಂಪು
154,Kuh::N,vacca,ಹಸು
155,Bulle::N,toro,ಗೂಳಿ
156,Pferd::N,cavallo,ಕುದುರೆ
157,Schaf::N,pècora,ಕುರಿ
158,Schwein::N,porco,ಹಂದಿ
159,Schwein::N,maiale,ಹಂದಿ
160,Hund::N,cane,ನಾಯಿ
161,Katze::N,gatta,ಬೆಕ್ಕು
162,Bär::N,orso,ಕರಡಿ
163,Eichhörnchen::N,scoiàttolo,ಉಡುತೆ
164,Elch::N,alce,ಕಡವೆ
165,Fuchs::N,volpe,ನರಿ
166,Hase::N,lepre,ಮೊಲ
167,Maus::N,topo,ಇಲಿ
168,Maus::N,sorcio,ಇಲಿ
169,Wolf::N,lupo,ತೋಳ
170,Vogel::N,uccello,ಪಕ್ಷಿ
171,Schwarm::N,stormo,ಗುಂಪು
172,Huhn::N,gallina,ಚಿಕ್
173,Hahn::N,gallo,ಹುಂಜ
174,Gans::N,oca,ವರಟೆ
175,Adler::N,àquila,ಗರುಡ
176,Ente::N,ànatra,ಬಾತು
177,Eule::N,gufo,ಗೂಬೆ
178,Eule::N,civetta,ಗೂಬೆ
179,Kranich::N,gru,ಕೊಕ್ಕರ
180,Krähe::N,cornacchia,ಕಾಗೆ
181,Kuckuck::N,cuccù,ಕೋಗಿಲೆ
182,Kuckuck::N,cùculo,ಕೋಗಿಲೆ
183,Schwan::N,cigno,ಹಂಸಪಕ್ಷಿ
184,Fisch::N,pesce,ಮೀನು
185,Barsch::N,pèrsico,ಪರ್ಚ್ ಮೀನು
186,Hecht::N,luccio,ಪೈಕ್ ಮೀನು
187,Schlange[Tier]::N,serpente,ಹಾವು
188,Wurm::N,baco,ಹುಳು
189,Wurm::N,verme,ಹುಳು
190,Spinne::N,ragno,ಊರ್ಣನಾಭ
191,Ameise::N,formica,ಇರುವೆ
192,Laus::N,pidocchio,ಹೇನು
193,Mücke::N,zanzara,ಸೊಳ್ಳೆ
194,Fliege::N,mosca,ನೊಣ
195,Schmetterling::N,farfalla,ಪತಂಗ
196,Beere::N,bacca,ನಯವಣ್ಣು
197,Apfel::N,mela,ಸೇಬು
198,Pilz::N,fungo,ಅಣಬೆ
199,Zwiebel::N,cipolla,ನೀರುಳ್ಳಿ
200,Saat::N,semente,ಬಿತ್ತ
201,Korn::N,grano,ಬೀಜ
202,Heu::N,fieno,ಕರಡ
203,Schale::N,buccia,ಹೊಟ್ಟು
204,Grube::N,cava,ಗುಂಡಿ
205,Grube::N,fossa,ಗುಂಡಿ
206,Falle::N,tràppola,ಬೋನು
207,Schlinge::N,laccio,ಉರುಲು
208,Spur::N,traccia,ಜಾಡು
209,Asche::N,cenere,ಬೂದಿ
210,Dreck::N,fango,ಹೊಲಸು
211,Eisen::N,ferro,ಕಬ್ಬಿಣ
212,Gold::N,oro,ಚಿನ್ನ
213,Silber::N,argento,ಬೆಳ್ಳಿ
214,Kohle::N,carbone,ಕಲ್ಲಿದ್ದಲು
215,Glas::N,vetro,ಗಾಜು
216,Lehm::N,argilla,ಜೇಡಿಮಣ್ಣು
217,Sand::N,arena,ಮರಳು
218,Sand::N,sabbia,ಮರಳು
219,Mensch::N,uomo,ಪುರುಷ
220,Mensch::N,èssere umano,ಪುರುಷ
221,Mann::N,uomo,ಆಳು
222,Frau::N,donna,ಹೆಣ್ಣು
223,Kind::N,bambino,ಮಗು
224,Junge::N,ragazzo,ಹುಡುಗ
225,Mädchen::N,ragazza,ಹುಡುಗಿ
226,Familie::N,famiglia,ಕುಟುಂಬ
227,Großvater::N,nonno,ಅಜ್ಜ
228,Großmutter::N,nonna,ಅಮ್ಮ
229,Eltern::N,genitori,ಹೆತ್ತವರು
230,Vater::N,padre,ತಂದೆ
231,Mutter::N,madre,ಅಮ್ಮ
232,Sohn::N,figlio,ಮಗ 
233,Tochter::N,figlia,ಮಗಳು
234,Bruder::N,fratello,ತಮ್ಮ
235,Schwester::N,sorella,ತಂಗಿ
236,Onkel::N,zio,ಸೋದರಮಾವ
237,Onkel::N,zio,ದೊಡ್ಡಪ್ಪ
238,Tante::N,zia,ಚಿಕ್ಕಮ್ಮ
239,Ehemann::N,marito,ಗಂಡ
240,Ehefrau::N,moglie,ಹೆಂಡತಿ
241,Freude::N,gioia,ನಲಿವು
242,Freude::N,piacere,ನಲಿವು
243,Gelächter::N,risata,ನಗೆ
244,Glück::N,felicità,ಆನಂದ
245,Kummer::N,afflizione,ದುಃಖ
246,Wunsch::N,desiderio,ಬಯಕೆ
247,Lust::N,voglia,ಇಷ್ಟ
248,Geist::N,mente,ಆತ್ಮ
249,Geist::N,spìrito,ಆತ್ಮ
250,Gedanke::N,idea,ಯೋಚನೆ
251,Gedanke::N,pensiero,ಯೋಚನೆ
252,Gedächtnis::N,memoria,ಸ್ಮರಣೆ
253,Verstand::N,intelletto,ಮನಸ್ಸು
254,Sinn::N,senso,ಅರ್ಥ
255,Sinn::N,significato,ಅರ್ಥ
256,Grund::N,causa,ಕಾರಣ
257,Grund::N,motivo,ಕಾರಣ
258,Grund::N,ragione,ಕಾರಣ
259,Wahrheit::N,verità,ಸತ್ಯ
260,Gespräch::N,discorso,ಸಂಭಾಷಣೆ
261,Gespräch::N,conversazione,ಸಂಭಾಷಣೆ
262,Märchen::N,fiaba,ಸುಳ್ಳು ಕಥೆ
263,Märchen::N,fàvola,ಸುಳ್ಳು ಕಥೆ
264,Erzählung::N,racconto,ಕಥೆ
265,Erzählung::N,narrazione,ಕಥೆ
266,Nachricht::N,messaggio,ಸಂದೇಶ
267,Neuigkeit::N,notizia,ಸುದ್ದಿ
268,Name::N,nome,ಹೆಸರು
269,Rätsel::N,indovinello,ಒಗಟು
270,Rede::N,discorso,ಮಾತು
271,Sprache::N,lingua,ಭಾಷೆ
272,Sprache::N,linguaggio,ಭಾಷೆ
273,Stimme::N,voce,ಧ್ವನಿ
274,Wort::N,parola,ಮಾತು
275,Zeichen::N,segno,ಗುರುತು
276,Zeichen::N,segnale,ಗುರುತು
277,Ruf::N,chiamata,ಕೂಗು
278,Lärm::N,chiasso,ಸದ್ದು
279,Lärm::N,strèpito,ಸದ್ದು
280,Laut::N,suono,ಶಬ್ದ
281,Ton::N,tono,ನಾದ
282,Lied::N,canto,ಗಾನ
283,Lied::N,canzone,ಗಾನ
284,Ruhe::N,calma,ಶಾಂತಿ
285,Ruhe::N,tranquillità,ಶಾಂತಿ
286,Leute::N,gente,ಮಂದಿ
287,Volk::N,pòpolo,ಜನಾಂಗ
288,Arbeit::N,lavoro,ಕೆಲಸ
289,Gast::N,òspite,ಅತಿಥಿ
290,Gast::N,invitato,ಅತಿಥಿ
291,Geschenk::N,regalo,ಕಾಣಿಕೆ
292,Spiel::N,gioco,ಆಟ
293,Gesellschaft::N,compagnìa,ಸಂಗ
294,Hilfe::N,aiuto,ಸಹಾಯ
295,Hilfe::N,soccorso,ಸಹಾಯ
296,Freund::N,amico,ಸ್ನೇಹಿತ
297,Kamerad::N,camerata,ಜೊತೆಗಾರ
298,Angelegenheit::N,affare,ವಿಚಾರ
299,Angelegenheit::N,faccenda,ವಿಚಾರ
300,Anzahl::N,nùmero,ಎಣಿಕೆ
301,Anzahl::N,quantità,ಎಣಿಕೆ
302,Art::N,tipo,ತರ
303,Art::N,specie,ತರ
304,Stück::N,pezzo,ತುಂಡು
305,Teil::N,parte,ಭಾಗ
306,Hälfte::N,metà,ಅರ್ಧ
307,Kreis::N,cìrcolo,ವೃತ್ತ
308,Kreuz::N,croce,ಶಿಲುಬೆ
309,Linie::N,lìnea,ರೀಖೆ
310,Strich::N,tratto,ಗೀಟು
311,Abstand::N,distanza,ಅಂತರ
312,Entfernung::N,distanza,ದೂರ
313,Entfernung::N,lontananza,ದೂರ
314,Gegend::N,regione,ವಿಸ್ತೀರ್ಣ
315,Platz::N,posto,ಅಂತರ
316,Platz::N,spazio,ಅಂತರ
317,Ort::N,luogo,ಸ್ಥಳ
318,Ort::N,località,ಸ್ಥಳ
319,Seite::N,lato,ಪಕ್ಷ
320,Seite::N,parte,ಪಕ್ಷ
321,Mitte::N,mezzo,ನಡು
322,Mitte::N,centro,ನಡು
323,Gegenstand::N,oggetto,ವಸ್ತು
324,Sache::N,cosa,ವಸ್ತು
325,Rand::N,orlo,ಅಂಚು
326,Rand::N,bordo,ಅಂಚು
327,Kante::N,spìgolo,ಅಂಚು
328,Ecke::N,canto,ಮೂಲೆ
329,Spitze::N,punta,ತುದಿ
330,Ende::N,capo,ಕೊನೆ
331,Ende::N,estremità,ಕೊನೆ
332,Loch::N,buco,ತೂತು
333,Winkel::N,àngolo,ಕೋನ
334,Muster::N,disegno,ನಮೂನೆ
335,Größe::N,taglia,ಪ್ರಮಾಣ
336,Größe::N,grandezza,ಪ್ರಮಾಣ
337,Länge::N,lunghezza,ಉದ್ದ
338,Höhe::N,altezza,ಎತ್ತರ
339,Gewicht::N,peso,ತೂಕ
340,Menge::N,quantità,ಮೊತ್ತ
341,Haufen::N,cùmulo,ರಾಶಿ
342,Haufen::N,mucchio,ರಾಶಿ
343,Reihe::N,fila,ಸಾಲು
344,Boot::N,barca,ದೋಣಿ
345,Boot::N,battello,ದೋಣಿ
346,Ruder::N,remo,ಹುಟ್ಟು
347,Schlitten::N,slitta,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
348,Ski::N,sci,ಜಾರುಪಟ್ಟಿ
349,Lagerfeuer::N,falò,ಶಿಬಿರಾಗ್ನಿ
350,Lagerfeuer::N,fuoco di bivacco,ಶಿಬಿರಾಗ್ನಿ
351,Last::N,càrico,ಹೊರೆ
352,Gang::N,andata,ತಿರುಗಾಟ
353,Schritt::N,passo,ಹೆಜ್ಜೆ
354,Norden::N,nord,ಉತ್ತರ
355,Norden::N,settentrione,ಉತ್ತರ
356,Süden::N,sud,ದಕ್ಷಿಣ
357,Süden::N,meridione,ದಕ್ಷಿಣ
358,Westen::N,òvest,ಪಶ್ಚಿಮ
359,Westen::N,occidente,ಪಶ್ಚಿಮ
360,Osten::N,est,ಮೂಡಲು
361,Osten::N,oriente,ಮೂಡಲು
362,Holz::N,legno,ಚೌಬೀನೆ
363,Brett::N,asse,ಹಲಗೆ
364,Brett::N,tàvola,ಹಲಗೆ
365,Platte::N,lastra,ಹಲಗೆ
366,Platte::N,piastra,ಹಲಗೆ
367,Stütze::N,supporto,ಆಸರೆ
368,Stange::N,sbarra,ಕಂಬ
369,Stange::N,pèrtica,ಕಂಬ
370,Stock::N,verga,ಕೋಲು
371,Stock::N,bastone,ಕೋಲು
372,Stock::N,bacchetta,ಕೋಲು
373,Stab::N,asta,ದೊಣ್ಣೆ
374,Rohr::N,tubo,ನಳಿಕೆ
375,Haus::N,casa,ಮನೆ
376,Heim::N,casa,ಗೃಹ
377,Ofen::N,stufa,ಒಲೆ
378,Fußboden::N,pavimento,ನೆಲ
379,Tisch::N,tàvolo,ಮೇಜು
380,Stuhl::N,sedia,ಕುರ್ಚಿ
381,Wiege::N,culla,ತೊಟ್ಟಿಲು
382,Bett::N,letto,ಹಾಸಿಗೆ
383,Regal::N,scaffale,ಬೀರು
384,Kiste::N,cassa,ಪಟ್ಟಿಗೆ
385,Fenster::N,finestra,ಕಿಟಕಿ
386,Tür::N,porta,ಬಾಗಿಲು
387,Tor::N,portone,ಹೆಬ್ಬಾಗಿಲು
388,Zaun::N,recinto,ಬೇಲಿ
389,Dach::N,tetto,ಮಾಳಿಗೆ
390,Leiter::N,scala,ಏಣಿ
391,Leiter::N,scala a pioli,ಏಣಿ
392,Besen::N,scopa,ಪೊರಕೆ
393,Spaten::N,vanga,ಗುದ್ದಲಿ
394,Schaufel::N,pala,ಸನಿಕೆ
395,Gabel::N,forchetta,ಕವಲು
396,Löffel::N,cucchiaio,ಚಮಚ
397,Messer::N,coltello,ಚಾಕು
398,Nagel::N,chiodo,ಆಣಿ
399,Netz::N,rete,ಬಲೆ
400,Haken::N,uncino,ಕೊಂಡಿ
401,Griff::N,mànico,ಹಿಡಿ
402,Griff::N,maniglia,ಹಿಡಿ
403,Schloss::N,serratura,ವೀಗ
404,Bild::N,quadro,ಚಿತ್ರ
405,Bild::N,immàgine,ಚಿತ್ರ
406,Figur::N,figura,ಆಕಾರ
407,Puppe::N,bàmbola,ಗೊಂಬೆ
408,Beutel::N,borsa,ಸಂಚಿ
409,Beutel::N,sacchetto,ಸಂಚಿ
410,Bündel::N,fascio,ಕಟ್ಟು
411,Bündel::N,fagotto,ಕಟ್ಟು
412,Tasche::N,borsa,ಚೀಲ
413,Eimer::N,secchio,ಬಾನೆ
414,Deckel::N,coperchio,ಮುಚ್ಚಳ
415,Geschirr::N,stoviglie,ಭಕ್ಷ್ಯಗಳು
416,Sack::N,sacco,ಮೂಟೆ
417,Tasse::N,tazza,ಬಟ್ಟಲು
418,Topf::N,pèntola,ಮಡಕೆ
419,Kessel::N,paiolo,ಕೆಟಲ್
420,Kessel::N,calderone,ಕೆಟಲ್
421,Essen::N,pasto,ಊಟ
422,Essen::N,mangiare,ಊಟ
423,Nahrung::N,cibo,ಆಹಾರ
424,Nahrung::N,alimento,ಆಹಾರ
425,Speise::N,piatto,ಊಟ
426,Fleisch::N,carne,ಮಾಂಸ
427,Getreide::N,cereali,ಧಾನ್ಯ
428,Brei::N,purè,ಗಂಜಿ
429,Brei::N,pappa,ಗಂಜಿ
430,Brot::N,pane,ರೊಟ್ಟಿ
431,Scheibe::N,fetta,ಹೋಳು
432,Scheibe::N,trancia,ಹೋಳು
433,Fett::N,grasso,ಕೊಬ್ಬು
434,Butter::N,burro,ಬೆಣ್ಣೆ
435,Öl::N,olio,ಎಣ್ಣೆ
436,Salz::N,sale,ಉಪ್ಪು
437,Suppe::N,zuppa,ಎಸರು
438,Suppe::N,minestra,ಎಸರು
439,Honig::N,miele,ಮಧು
440,Milch::N,latte,ಹಾಲು
441,Tee::N,tè,ಚಹ
442,Leder::N,pelle,ಚಕ್ಕಳ
443,Wolle::N,lana,ಉಣ್ಣೆ
444,Stoff::N,panno,ಬಟ್ಟೆ
445,Stoff::N,tessuto,ಬಟ್ಟೆ
446,Nadel::N,ago,ಸೂಜಿ
447,Faden::N,filo,ದಾರ
448,Knopf::N,bottone,ಗುಂಡು
449,Knoten::N,nodo,ಗಂಟು
450,Farbe::N,pittura,ಬಣ್ಣ
451,Kleidung::N,vestiti,ಅರಿವೆ
452,Kleidung::N,vestiario,ಅರಿವೆ
453,Hemd::N,camicia,ಅಂಗಿ
454,Kragen::N,bàvero,ಕುತ್ತಿಗೆಪಟ್ಟಿ
455,Kragen::N,colletto,ಕುತ್ತಿಗೆಪಟ್ಟಿ
456,Ärmel::N,mànica,ತೋಳು
457,Hose::N,calzoni,ಇಜಾರ
458,Gürtel::N,cintura,ಬೆಲ್ಟು
459,Mütze::N,berretto,ಟೋಪಿ
460,Schuh::N,scarpa,ಪಾದರಕ್ಷೆ
461,Stiefel::N,stivale,ಬೂಟು
462,Ring::N,anello,ಉಂಗುರ
463,Band::N,nastro,ರಿಬ್ಬನ್
464,Band::N,fettuccia,ರಿಬ್ಬನ್
465,Kamm::N,pèttine,ಹಣಿಗೆ
466,Spiegel::N,specchio,ಕನ್ನಡಿ
467,Riemen::N,cinghia,ಬಾರು
468,Schnur::N,corda,ಹುರಿ
469,Leine::N,guinzaglio,ಹಗ್ಗ
470,Decke::N,coperta,ಕಂಬಳಿ
471,Kissen::N,cuscino,ದಿಂಬು
472,Kissen::N,guanciale,ದಿಂಬು
473,Tuch::N,fazzoletto,ಕೊರಳ ಬಟ್ಟೆ
474,Handtuch::N,asciugamano,ಚೌಕ
475,Kraft::N,forza,ಬಲ
476,Stärke::N,forza,ಶಕ್ತಿ
477,Stärke::N,vigore,ಶಕ್ತಿ
478,Stärke::N,fortezza,ಶಕ್ತಿ
479,Gesundheit::N,salute,ಆರೋಗ್ಯ
480,Krankheit::N,malattìa,ರೋಗ
481,Schmerz::N,dolore,ನೋವು
482,Wunde::N,piaga,ಗಾಯ
483,Wunde::N,ferita,ಗಾಯ
484,Fieber::N,febbre,ಜ್ವರ
485,Arznei::N,fàrmaco,ಔಷಧ
486,Arznei::N,medicina,ಔಷಧ
487,Brücke::N,ponte,ಸೇತುವೆ
488,Brunnen::N,pozzo,ಬಾವಿ
489,Weide::N,pàscolo,ಗೋಮಾಳ
490,Pfad::N,sentiero,ದಾರಿ
491,Weg::N,via,ಹಾದಿ
492,Weg::N,cammino,ಹಾದಿ
493,Straße::N,strada,ರಸ್ತೆ
494,Dorf::N,paese,ಹಳ್ಳಿ
495,Dorf::N,villaggio,ಹಳ್ಳಿ
496,Stadt::N,città,ಪಟ್ಟಣ
497,Brief::N,lèttera,ಕಾಗದ
498,Buch::N,libro,ಪುಸ್ತಕ
499,Buchstabe::N,lèttera,ಅಕ್ಷರ
500,Zeitung::N,giornale,ವಾರ್ತಾಪತ್ರಿಕೆ
501,Leben::N,vita,ಜೀವನ
502,Tod::N,morte,ಮರಣ
503,Grab::N,tomba,ಗೋರಿ
504,Grab::N,sepolcro,ಗೋರಿ
505,Kirche::N,chiesa,ಚರ್ಚು
506,Sünde::N,peccato,ಪಾಪ
507,Gott::N,dio,ದೇವರು
508,Arbeiter::N,operaio,ಕೆಲಸಗಾರ
509,Arbeiter::N,lavoratore,ಕೆಲಸಗಾರ
510,Chef::N,capo,ದಣಿ
511,Chef::N,padrone,ದಣಿ
512,Meister::N,mastro,ಶಿಕ್ಷಕ
513,Meister::N,maestro,ಶಿಕ್ಷಕ
514,Arzt::N,mèdico,ವೈದ್ಯ
515,Arzt::N,dottore,ವೈದ್ಯ
516,Lehrer::N,professore,ಉಪಾಧ್ಯಾಯ
517,Geld::N,soldi,ಹಣ
518,Geld::N,denaro,ಹಣ
519,Geschäft::N,affare,ವಾಣಿಜ್ಯ
520,Geschäft::N,negozio,ವಾಣಿಜ್ಯ
521,Laden::N,negozio,ಅಂಗಡಿ
522,Preis::N,prezzo,ಬೆಲೆ
523,Ware::N,merce,ಸರಕು
524,Nutzen::N,ùtile,ಲಾಭ
525,Nutzen::N,profitto,ಲಾಭ
526,Reichtum::N,ricchezza,ಸಂಪತ್ತು
527,Welt::N,mondo,ಭೂಲೋಕ
528,Land::N,paese,ದೇಶ
529,Staat::N,Stato,ರಾಜ್ಯ
530,König::N,re,ರಾಜ
531,Macht::N,potere,ಅಧಿಕಾರ
532,Grenze::N,confine,ಗಡಿ
533,Grenze::N,frontiera,ಗಡಿ
534,Krieg::N,guerra,ಯುದ್ಧ
535,Feind::N,nemico,ಶತ್ರು
536,Gewalt::N,violenza,ಹಿಂಸೆ
537,Kampf::N,lotta,ಹೋರಾಟ
538,Bogen[Waffe]::N,arco,ಬಿಲ್ಲು
539,Pfeil::N,freccia,ಅಂಬು
540,Gewehr::N,fucile,ಬಂದೂಕು
541,Fehler::N,errore,ತಪ್ಪು
542,Fehler::N,sbaglio,ತಪ್ಪು
543,Lüge::N,bugìa,ಸುಳ್ಳು
544,Lüge::N,menzogna,ಸುಳ್ಳು
545,Schaden::N,danno,ಹಾನಿ
546,Unglück::N,sfortuna,ಅಪಾಯ
547,Schuld::N,colpa,ದೋಷ
548,Alter::N,età,ಮುಪ್ಪು
549,Schluss::N,fine,ಮುಕ್ತಾಯ
550,Zeit::N,tempo,ಕಾಲ
551,Tag::N,giorno,ದಿನ
552,Tag::N,giornata,ದಿನ
553,Morgen::N,mattina,ಮುಂಜಾನೆ
554,Mittag::N,mezzogiorno,ನಡುಹಗಲು
555,Abend::N,sera,ಸಂಜೆ
556,Abend::N,serata,ಸಂಜೆ
557,Nacht::N,notte,ರಾತ್ರಿ
558,Woche::N,settimana,ವಾರ
559,Monat::N,mese,ತಿಂಗಳು
560,Jahr::N,anno,ಸಂವತ್ಸರ
561,Frühling::N,primavera,ವಸಂತ
562,Sommer::N,estate,ಬಿಸಿಲುಕಾಲ
563,Herbst::N,autunno,ಶರತ್ಕಾಲ
564,Winter::N,inverno,ಚಳಿಗಾಲ
565,Januar::N,gennaio,ನಾಲ್ಚಳಿ
566,Februar::N,febbraio,ಅಯ್ಚಳಿ
567,März::N,marzo,ಮೊಬ್ಬೇಸಿಗೆ
568,April::N,aprile,ಇಬ್ಬೇಸಿಗೆ
569,Mai::N,maggio,ಮುಬ್ಬೇಸಿಗೆ
570,Juni::N,giugno,ಮೊಮ್ಮಳೆ
571,Juli::N,luglio,ಇಮ್ಮಳೆ
572,August::N,agosto,ಮುಮ್ಮಳೆ
