,Concept_ID,ml,ro
1215,belästigen::V,മെനക്കെടുക,importuna
1216,verbergen::V,മറയ്ക്കുക,ascunde
1217,verbergen::V,ഒളിക്കുക,ascunde
1218,täuschen::V,കബളിപ്പിക്കുക,amăgi
1219,betrügen::V,ചതിക്കുക,înșela
1220,töten::V,കൊല്ലുക,omorî
1221,wohnen::V,താമസിക്കുക,sta
1222,wohnen::V,താമസിക്കുക,locui
1223,arbeiten::V,ജോലിചെയ്യുക,lucra
1224,sammeln::V,സഞ്ചയിക്കുക,aduna
1225,sammeln::V,സഞ്ചയിക്കുക,colecționa
1226,pflücken::V,പറിച്ചെടുക്കുക,culege
1227,jagen::V,വേട്ടയാടുക,vâna
1228,fischen::V,മീൻ പിടിക്കുക,pescui
1229,fassen::V,പിടിക്കുക,prinde
1230,hüten::V,ചേർക്കുക,paște
1231,treiben::V,വാഹനം_ഓടിക്കുക,mână
1232,anbinden::V,കെട്ടിയിടുക,lega
1233,füttern::V,തീറ്റുക,da de mâncare
1234,melken::V,പാലുകറക്കുക,mulge
1235,hacken::V,വെട്ടിമുറിക്കുക,toca
1236,hacken::V,വെട്ടിമുറിക്കുക,sparge
1237,gießen::V,നനയ്ക്കുക,uda
1238,reifen::V,പാകമാകുക,pârgui
1239,zubereiten::V,പാചകം_ചെയ്യുക,găti
1240,kochen::V,വേവിക്കുക,găti
1241,backen::V,ബേക്ക് ചെയ്യുക,coace
1242,braten::V,പോരിക്കുക,coace
1243,umrühren::V,ഇളക്കുക,mesteca
1244,stricken::V,മെടയുക,împleti
1245,nähen::V,തുന്നുക,coase
1246,färben::V,ചായം പൂശുക,vopsi
1247,färben::V,ചായം പൂശുക,colora
1248,reinigen::V,വൃത്തിയാക്കുക,curăți
1249,waschen::V,കഴുകുക,spăla
1250,abwischen::V,തുടയ്ക്കുക,șterge
1251,spülen::V,കഴുകുക,clăti
1252,fegen::V,അടിച്ചുവാരുക,mătura
1253,kehren::V,അടിച്ചുവാരുക,mătura
1254,baden::V,നീന്തിത്തുടിക്കുക,se scălda
1255,sich waschen::V,കഴുകുക,se spăla
1256,ausziehen::V,ഇഴുക്കുക,și scoate
1257,anziehen::V,ഉടുക്കുക,îmbrăca
1258,sich anziehen::V,ധരിച്ച നേടുകയുക,se îmbrăca
1259,kämmen::V,മുടിചീകുക,pieptăna
1260,schmücken::V,അലങ്കരിക്കുക,împodobi
1261,sagen::V,പറയുക,zice
1262,sagen::V,പറയുക,spune
1263,sprechen::V,സംസാരിക്കുക,vorbi
1264,reden::V,സംസാരിക്കുക,vorbi
1265,reden::V,സംസാരിക്കുക,discuta
1266,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,conversa
1267,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,sta de vorbă
1268,fragen::V,ചോദിക്കുക,întreba
1269,bitten::V,അപേക്ഷിക്കുക,ruga
1270,erzählen::V,പറയുക,spune
1271,erzählen::V,പറയുക,povesti
1272,mitteilen::V,അറിയിക്കുക,comunica
1273,mitteilen::V,അറിയിക്കുക,înștiința
1274,nennen::V,പേരിടുക,numi
1275,nennen::V,പേരിടുക,chema
1276,rufen::V,വിളിക്കുക,chema
1277,prahlen::V,പൊങ്ങച്ചം പറയുക,se făli
1278,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,traduce
1279,denken::V,ചിന്തിക്കുക,gândi
1280,glauben::V,വിശ്വസിക്കുക,crede
1281,bemerken::V,ശ്രദ്ധിക്കുക,observa
1282,erkennen::V,തിരിചറിയുക,cunoaște
1283,erkennen::V,തിരിചറിയുക,recunoaște
1284,begreifen::V,കൈപ്പിടിയിലാക്കുക,pricepe
1285,begreifen::V,കൈപ്പിടിയിലാക്കുക,înțelege
1286,verstehen::V,മനസ്സിലാക്കുക,înțelege
1287,lernen::V,പഠിക്കുക,învăța
1288,wissen::V,അറിയുക,ști
1289,sich erinnern an::V,ഓർമിക്കുക,a-și aminti de
1290,vergessen::V,മറക്കുക,uita
1291,messen::V,അളക്കുക,măsura
1292,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,număra
1293,rechnen::V,ഗണിക്കുക,calcula
1294,lesen::V,വായിക്കുക,citi
1295,malen::V,ചിത്രം വരയ്ക്കുക,picta
1296,zeichnen::V,വരയ്ക്കുക,desena
1297,schreiben::V,എഴുതുക,scrie
1298,besitzen::V,സ്വന്തമാക്കുക,avea
1299,besitzen::V,സ്വന്തമാക്കുക,poseda
1300,kaufen::V,വാങ്ങുക,cumpăra
1301,verkaufen::V,വിൽക്കുക,vinde
1302,bezahlen::V,പരിഹാരം ചെയ്യുക,plăti
1303,bezahlen::V,പരിഹാരം ചെയ്യുക,achita
1304,zahlen::V,പണം അടയ്ക്കുക,plăti
1305,beherrschen::V,ഭരിക്കുക,stăpâni
1306,ertragen::V,താങ്ങുക,răbda
1307,ertragen::V,താങ്ങുക,suporta
