,Concept_ID,ml,ro
371,Last::N,ഭാരം,povară
372,Last::N,ഭാരം,sarcină
373,Gang::N,നടത്തം,mers
374,Gang::N,നടത്തം,umblet
375,Schritt::N,ചുവട്,pas
376,Norden::N,വടക്ക്,nord
377,Norden::N,വടക്ക്,miazănoapte
378,Süden::N,തെക്ക്,sud
379,Süden::N,തെക്ക്,miazăzi
380,Westen::N,പടിഞ്ഞാറ്,apus
381,Osten::N,കിഴക്ക്,est
382,Osten::N,കിഴക്ക്,răsărit
383,Holz::N,തടി,lemn
384,Brett::N,ബോർഡ്,scândură
385,Platte::N,തകിട്,placă
386,Stütze::N,താങ്ങ്,proptea
387,Stange::N,കമ്പ്,bară
388,Stange::N,കമ്പ്,prăjină
389,Stock::N,വടി,băț
390,Stock::N,വടി,baston
391,Stab::N,കുറുവടി,baston
392,Stab::N,കുറുവടി,prăjină
393,Rohr::N,കുഴൽ,tub
394,Rohr::N,കുഴൽ,țeavă
395,Haus::N,വീട്,casă
396,Heim::N,വീട്,casă
397,Heim::N,വീട്,cămin
398,Ofen::N,സ്റ്റൌ,sobă
399,Fußboden::N,തറ,podea
400,Fußboden::N,തറ,dușumea
401,Tisch::N,മേശ,masă
402,Stuhl::N,കസേര,scaun
403,Wiege::N,തൊട്ടിൽ,leagăn
404,Bett::N,കിടക്ക,pat
405,Regal::N,ഷെൽഫ്,rafturi
406,Kiste::N,പെട്ടി,ladă
407,Kiste::N,പെട്ടി,cutie
408,Fenster::N,ജനൽ,fereastră
409,Tür::N,വാതിൽ,ușă
410,Tor::N,കവാടം,poartă
411,Zaun::N,വേലി,gard
412,Dach::N,മേൽക്കുര,acoperiș
413,Leiter::N,ഏണി,scară
414,Besen::N,ചൂല്,mătură
415,Spaten::N,തൂമ്പ,cazma
416,Spaten::N,തൂമ്പ,hârleț
417,Schaufel::N,തൂമ്പ,lopată
418,Gabel::N,മുൾക്കത്തി,furculiță
419,Löffel::N,സ്പൂൺ,lingură
420,Messer::N,കത്തി,cuțit
421,Nagel::N,ആണി,cui
422,Netz::N,വല,plasă
423,Haken::N,കൊളുത്ത്,cârlig
424,Griff::N,കൈപ്പിടി,mâner
425,Schloss::N,പൂട്ട്,lacăt
426,Bild::N,ചിത്രം,tablou
427,Bild::N,ചിത്രം,imagine
428,Figur::N,കണക്ക്,chip
429,Figur::N,കണക്ക്,figură
430,Puppe::N,പാവ,păpușă
431,Beutel::N,ബാഗ്,pungă
432,Beutel::N,ബാഗ്,săculeț
433,Bündel::N,കെട്ട്,mănunchi
434,Tasche::N,ബാഗ്,geantă
435,Eimer::N,ബക്കറ്റ്,găleată
436,Deckel::N,ഉറ,capac
437,Geschirr::N,പിഞ്ഞാണം,vase
438,Geschirr::N,പിഞ്ഞാണം,tacâmuri
439,Sack::N,ചാക്ക്,sac
440,Tasse::N,കപ്പ്,ceașcă
441,Topf::N,പാത്രം,oală
442,Kessel::N,കെറ്റ്ല്,cazan
443,Kessel::N,കെറ്റ്ല്,căldare
444,Essen::N,ആഹാരസമയം,mâncare
445,Nahrung::N,ഭക്ഷണം,hrană
446,Nahrung::N,ഭക്ഷണം,aliment
447,Speise::N,ഡിഷ്,bucate
448,Speise::N,ഡിഷ്,fel de bucate
449,Fleisch::N,മാംസം,carne
450,Getreide::N,ചോളം,cereale
451,Brei::N,കഞ്ഞി,pireu
452,Brot::N,റോട്ടി,pâine
453,Scheibe::N,തുണ്ട്,felie
454,Scheibe::N,തുണ്ട്,bucată
455,Fett::N,കൊഴുപ്പ്,untură
456,Fett::N,കൊഴുപ്പ്,grăsime
457,Butter::N,വെണ്ണ,unt
458,Öl::N,എണ്ണ,ulei
459,Salz::N,ഉപ്പ്,sare
460,Suppe::N,സൂപ്പ്,supă
461,Suppe::N,സൂപ്പ്,ciorbă
462,Honig::N,തേൻ,miere
463,Milch::N,പാൽ,lapte
464,Tee::N,ചായ,ceai
465,Leder::N,തുകൽ,piele
466,Wolle::N,കമ്പിളി,lână
467,Stoff::N,തുണി,stofă
468,Nadel::N,സൂചി,ac
469,Faden::N,നൂല്,ață
470,Knopf::N,ബട്ടൺ,buton
471,Knoten::N,കുരുക്ക്,nod
472,Farbe::N,പെയിൻറ്,vopsea
473,Kleidung::N,വസ്ത്രങ്ങൾ,haine
474,Kleidung::N,വസ്ത്രങ്ങൾ,îmbrăcăminte
475,Hemd::N,ഷർട്ട്,cămașă
476,Kragen::N,കുപ്പായക്കഴുത്ത്,guler
477,Ärmel::N,കുപ്പായക്കൈ,mânecă
478,Hose::N,ട്രൌസർ,pantaloni
479,Gürtel::N,ബെൽറ്റ്,cordon
480,Mütze::N,തൊപ്പി,șapcă
481,Schuh::N,ഷൂ,gheată
482,Stiefel::N,ബൂട്ട്,cizmă
483,Ring::N,മോതിരം,inel
484,Ring::N,മോതിരം,verigă
485,Band::N,റിബൺ,panglică
486,Band::N,റിബൺ,șiret
487,Kamm::N,ചീപ്പ്,pieptene
488,Spiegel::N,കണ്ണാടി,oglindă
489,Riemen::N,സ്ട്രാപ്പ്,curea
490,Schnur::N,ചരട്,funie
491,Schnur::N,ചരട്,sfoară
492,Leine::N,കെട്ടാനുള്ള തോൽവാർ,lesă
493,Leine::N,കെട്ടാനുള്ള തോൽവാർ,curea
494,Decke::N,പുതപ്പ്,pătură
495,Kissen::N,തലയിണ,pernă
496,Tuch::N,സ്കാർഫ്,batic
497,Handtuch::N,തോർത്ത്,prosop
498,Handtuch::N,തോർത്ത്,ștergar
499,Kraft::N,ശക്തി,forță
500,Kraft::N,ശക്തി,putere
501,Stärke::N,ശക്തി,tărie
502,Stärke::N,ശക്തി,vigoare
503,Gesundheit::N,ആരോഗ്യം,sănătate
504,Krankheit::N,അസുഖം,boală
505,Krankheit::N,അസുഖം,maladie
506,Schmerz::N,വേദന,durere
507,Wunde::N,മുറിവ്,rană
508,Fieber::N,പനി,febră
509,Arznei::N,മരുന്ന്,leac
510,Arznei::N,മരുന്ന്,medicament
511,Brücke::N,പാലം,pod
512,Brücke::N,പാലം,punte
513,Brunnen::N,കിണർ,puț
514,Weide::N,മേച്ചൽ,izlaz
515,Weide::N,മേച്ചൽ,pășune
516,Pfad::N,വഴി,cărare
517,Weg::N,വഴി,drum
518,Straße::N,റോഡ്,cale
519,Straße::N,റോഡ്,stradă
520,Dorf::N,ഗ്രാമം,sat
521,Stadt::N,നഗരം,oraș
522,Brief::N,കത്ത്,scrisoare
523,Buch::N,പുസ്തകം,carte
524,Buchstabe::N,അക്ഷരം,literă
525,Buchstabe::N,അക്ഷരം,caracter
526,Zeitung::N,വർത്തമാനപത്രം,ziar
527,Zeitung::N,വർത്തമാനപത്രം,gazetă
528,Leben::N,ജീവൻ,viață
529,Tod::N,മരണം,moarte
530,Grab::N,ശവക്കുഴി,groapă
531,Grab::N,ശവക്കുഴി,mormânt
532,Kirche::N,പള്ളി,biserică
533,Sünde::N,പാപം,păcat
534,Gott::N,ദൈവം,zeu
535,Arbeiter::N,ജോലിക്കാരൻ,muncitor
536,Chef::N,മേധാവി,șef
537,Meister::N,യജമാനൻ,meșter
538,Meister::N,യജമാനൻ,maestru
539,Arzt::N,ഡോക്ടർ,medic
540,Arzt::N,ഡോക്ടർ,doctor
541,Lehrer::N,അധ്യാപകൻ,profesor
542,Lehrer::N,അധ്യാപകൻ,învățător
543,Geld::N,പണം,bani
544,Geld::N,പണം,parale
545,Geschäft::N,ബിസിനസ്,treabă
546,Geschäft::N,ബിസിനസ്,afacere
547,Laden::N,കട,magazin
548,Laden::N,കട,prăvălie
549,Preis::N,വില,preț
550,Ware::N,ചരക്ക്,marfă
551,Nutzen::N,ലാഭം,folos
552,Nutzen::N,ലാഭം,profit
553,Reichtum::N,ധനം,avuție
554,Reichtum::N,ധനം,bogăție
555,Welt::N,ലോകം,lume
556,Land::N,രാജ്യം,țară
557,Staat::N,രാജ്യം,stat
558,König::N,രാജാവ്,rege
559,Macht::N,അധികാരം,putere
560,Macht::N,അധികാരം,putință
561,Grenze::N,അതിർത്തി,hotar
562,Grenze::N,അതിർത്തി,graniță
563,Grenze::N,അതിർത്തി,frontieră
564,Krieg::N,യുദ്ധം,război
565,Feind::N,ശത്രു,dușman
566,Gewalt::N,അക്രമം,violență
567,Kampf::N,പോരാട്ടം,luptă
568,Bogen[Waffe]::N,വില്ല്,arc
569,Pfeil::N,അമ്പ്,săgeată
570,Gewehr::N,തോക്ക്,armă
571,Gewehr::N,തോക്ക്,pușcă
572,Fehler::N,പിശക്,eroare
573,Fehler::N,പിശക്,greșeală
574,Lüge::N,കള്ളം,minciună
575,Schaden::N,കേടുപാട്,daună
576,Schaden::N,കേടുപാട്,pagubă
577,Unglück::N,ദൌർഭാഗ്യം,nenorocire
578,Schuld::N,തെറ്റ്,vină
579,Alter::N,വയസ്സ്,etate
580,Alter::N,വയസ്സ്,vârstă
581,Schluss::N,നിഗമനം,sfârșit
582,Zeit::N,സമയം,timp
583,Zeit::N,സമയം,vreme
584,Tag::N,ദിവസം,zi
585,Morgen::N,പ്രഭാതം,dimineață
586,Mittag::N,ഉച്ച,prânz
587,Mittag::N,ഉച്ച,amiază
588,Abend::N,സായാഹ്നം,seară
589,Nacht::N,രാത്രി,noapte
590,Woche::N,ആഴ്ച,săptămână
591,Monat::N,മാസം,lună
592,Jahr::N,വർഷം,an
593,Frühling::N,വസന്തം,primăvară
594,Sommer::N,വേനൽ,vară
595,Herbst::N,ശരത്കാലം,toamnă
596,Winter::N,ശൈത്യം,iarnă
597,Januar::N,ജനുവരി,ianuarie
598,Februar::N,ഫെബ്രുവരി,februarie
599,März::N,മാർച്ച്,martie
600,April::N,ഏപ്രിൾ മാസം,aprilie
601,Mai::N,മെയ് മാസം,mai
602,Juni::N,ജൂൺ,iunie
603,Juli::N,ജൂലൈ,iulie
604,August::N,ആഗസ്റ്റ്,august
605,September::N,സെപ്തംബർ,septembrie
606,Oktober::N,ഒക്ടോബർ,octombrie
607,November::N,നവംബർ,noiembrie
608,Dezember::N,ഡിസംബർ,decembrie
609,Montag::N,തിങ്കളാഴ്ച,luni
610,Dienstag::N,ചൊവ്വ,marți
611,Mittwoch::N,ബുധനാഴ്ച,miercuri
612,Donnerstag::N,വ്യാഴാഴ്ച,joi
613,Freitag::N,വെള്ളിയാഴ്ച,vineri
614,Samstag::N,ശനിയാഴ്ച,sâmbătă
615,Sonntag::N,ഞായറാഴ്ച,duminică
616,groß::A,വലിയ,mare
617,klein::A,ചെറിയ,mic
618,lang::A,നീണ്ട,lung
619,kurz::A,ഹ്രസ്വമായ,scurt
620,breit::A,വിശാലമായ,lat
621,breit::A,വിശാലമായ,larg
622,schmal::A,ഇടുങ്ങിയ,strâmt
623,dicht::A,നിബിഡമായ,des
624,dick[Gegenstand]::A,തടിച്ച,gros
625,dünn::A,മെലിഞ്ഞ,subțire
626,fein::A,നേർത്ത,fin
627,fein::A,നേർത്ത,subțire
628,fest::A,ഉറപ്പുള്ള,tare
629,fest::A,ഉറപ്പുള്ള,solid
630,flach::A,പരന്ന,șes
631,flach::A,പരന്ന,plan
632,glatt::A,മിനുസമുള്ള,lins
633,hart::A,കട്ടിയുള്ള,dur
634,weich::A,മൃദുവായ,moale
635,rund::A,വട്ടത്തിലുള്ള,rotund
636,rund::A,വട്ടത്തിലുള്ള,circular
637,spitz::A,മുനയുള്ള,ascuțit
638,scharf::A,മൂർച്ചയുള്ള,tăios
639,scharf::A,മൂർച്ചയുള്ള,ascuțit
640,stumpf::A,തുറന്നടിക്കുന്ന,tocit
641,schwer::A,ഭാരമുള്ള,greu
642,schön::A,മനോഹരമായ,frumos
643,heiß::A,ചൂടുള്ള,cald
644,heiß::A,ചൂടുള്ള,fierbinte
645,warm::A,ചൂടുള്ള,cald
646,warm::A,ചൂടുള്ള,fierbinte
647,kalt::A,തണുത്ത,rece
648,kühl::A,തണുപ്പുള്ള,rece
649,kühl::A,തണുപ്പുള്ള,răcoros
650,frisch::A,ശുദ്ധമായ,răcoros
651,frisch::A,ശുദ്ധമായ,proaspăt
652,feucht::A,ഈറനുള്ള,umed
