,Concept_ID,tt,cv
337,Platz::N,бушлык,хутлӑх
338,Ort::N,урын,вырӑн
339,Seite::N,як,ен
340,Seite::N,як,аяк
341,Seite::N,як,айӑк
342,Mitte::N,урта,варӑ
343,Gegenstand::N,нәрсә,япала
344,Sache::N,нәрсә,япала
345,Rand::N,чит,вӗҫ
346,Rand::N,чит,хӗрӗ
347,Rand::N,чит,хӗрри
348,Kante::N,кырый,хайкача
349,Kante::N,кырый,хысак
350,Ecke::N,почмак,кӗтес
351,Spitze::N,оч,вӗҫ
352,Ende::N,азак,вӗҫ
353,Loch::N,тишек,шӑтӑк
354,Winkel::N,почмак,кӗтес
355,Muster::N,парча,эреш
356,Größe::N,зурлык,пысӑкӑш
357,Länge::N,озынлык,вӑрӑмӑш
358,Höhe::N,биеклек,ҫӳллӗш
359,Gewicht::N,авырлык,виҫе
360,Gewicht::N,авырлык,йывӑрӑш
361,Menge::N,микъдар,йыш
362,Haufen::N,өем,купа
363,Reihe::N,рәт,рет
364,Boot::N,каек,кимӗ
365,Boot::N,көймә,кимӗ
366,Ruder::N,ишкәк,кӗсмен
367,Schlitten::N,чана,ҫуна
368,Ski::N,чаңгы,йӗлтӗр
369,Lagerfeuer::N,костёр,вут
370,Lagerfeuer::N,костёр,кӑвайт
371,Last::N,йөк,сулмаклӑх
372,Last::N,йөк,йывӑр япала
373,Gang::N,йөреш,куҫӑм
374,Schritt::N,адым,утӑм
375,Schritt::N,адым,пусӑм
376,Norden::N,төньяк,ҫурҫӗр
377,Süden::N,көньяк,кӑнтӑр
378,Westen::N,көнбатыш,анӑҫ
379,Westen::N,көнбатыш,хӗвел анӑҫ
380,Osten::N,шәрык,хӗвел тухӑҫ
381,Osten::N,көнчыгыш,хӗвел тухӑҫ
382,Holz::N,агач,йывӑҫ
383,Brett::N,такта,хӑма
384,Platte::N,плитә,плита
385,Stütze::N,таяу,ура
386,Stange::N,колга,шерте
387,Stock::N,таяк,патак
388,Stab::N,таяк,шӑчӑ
389,Rohr::N,торба,пӑрӑх
390,Haus::N,өй,ҫурт
391,Haus::N,йорт,ҫурт
392,Heim::N,гаилә,кил
393,Heim::N,нәсел,кил
394,Ofen::N,мич,кӑмака
395,Fußboden::N,идән,урай
396,Tisch::N,өстәл,сӗтел
397,Stuhl::N,утыргыч,пукан
398,Wiege::N,бишек,сӑпка
399,Bett::N,ятак,кравать
400,Bett::N,урын-җир,кравать
401,Regal::N,киштә,ҫӳлӗк
402,Regal::N,киштә,сентре
403,Regal::N,шүрлек,ҫӳлӗк
404,Regal::N,шүрлек,сентре
405,Kiste::N,әрҗә,ещӗк
406,Kiste::N,әрҗә,сунтӑх
407,Fenster::N,тәрәзә,чӳрече
408,Tür::N,ишек,алӑк
409,Tor::N,капка,хапха
410,Zaun::N,койма,хӳме
411,Dach::N,түбә,тӑрӑ
412,Leiter::N,баскыч,пусма
413,Besen::N,себерке,шӑпӑр
414,Spaten::N,көрәк,кӗреҫе
415,Schaufel::N,көрәк,кӗреҫе
416,Gabel::N,чәннечке,вилка
417,Löffel::N,кашык,кашӑк
418,Messer::N,пычак,ҫӗҫӗ
419,Nagel::N,кадак,пӑта
420,Netz::N,челтәр,тетел
421,Haken::N,ыргак,йӑрхах
422,Haken::N,ыргак,ҫекӗл
423,Griff::N,тотка,хӑлӑп
424,Schloss::N,йозак,ҫӑра
425,Bild::N,рәсем,сӑн
426,Bild::N,рәсем,сӑнлӑх
427,Bild::N,рәсем,картина
428,Bild::N,картина,сӑн
429,Bild::N,картина,сӑнлӑх
430,Bild::N,картина,картина
431,Figur::N,сын,кӗлетке
432,Figur::N,фигура,кӗлетке
433,Puppe::N,курчак,пукане
434,Beutel::N,луза,михӗ
435,Bündel::N,бәйләм,ҫыхӑ
436,Bündel::N,бәйләм,тӗрке
437,Tasche::N,букча,сумка
438,Eimer::N,чиләк,витре
439,Deckel::N,капкач,хупӑ
440,Geschirr::N,савыт-саба,савӑт-сапа
441,Geschirr::N,кашык-аяк,савӑт-сапа
442,Sack::N,капчык,михӗ
443,Tasse::N,чынаяк,курка
444,Topf::N,чүлмәк,кастрюль
445,Kessel::N,казан,хуран
446,Essen::N,ашау,апат
447,Nahrung::N,азык,апат-ҫимӗс
448,Nahrung::N,тәгам,апат-ҫимӗс
449,Nahrung::N,ашамлык,апат-ҫимӗс
450,Speise::N,ризык,апат
451,Speise::N,ризык,ҫимӗҫ
452,Fleisch::N,ит,аш
453,Fleisch::N,ит,какай
454,Getreide::N,ашлык,тырӑ
455,Brei::N,ботка,пӑтӑ
456,Brot::N,ипи,ҫӑкӑр
457,Brot::N,икмәк,ҫӑкӑр
458,Scheibe::N,телем,чӗлӗ
459,Scheibe::N,телем,касӑк
460,Fett::N,май,ҫу
461,Butter::N,май,ҫу
462,Öl::N,май,ҫу
463,Salz::N,тоз,тӑвар
464,Suppe::N,шулпа,яшка
465,Honig::N,бал,пыл
466,Milch::N,сөт,сӗт
467,Tee::N,чәй,чей
468,Leder::N,күн,сӑран
469,Wolle::N,йон,ҫӑм
470,Stoff::N,тукыма,тӗртӗм
471,Nadel::N,энә,йӗп
472,Faden::N,җеп,ҫип
473,Knopf::N,төймә,тӳме
474,Knoten::N,төен,йӑлӑ
475,Farbe::N,буяу,сӑрӑ
476,Kleidung::N,кием,тум
477,Kleidung::N,кием,ҫипуҫ
478,Kleidung::N,кием,тум-тир
479,Hemd::N,күлмәк,кӗпе
480,Kragen::N,яка,ҫуха
481,Ärmel::N,җиң,ҫанӑ
482,Hose::N,чалбар,шӑлавар
483,Gürtel::N,билбау,пиҫиххи
484,Mütze::N,бүрек,ҫӗлӗк
485,Schuh::N,башмак,пушмак
486,Schuh::N,башмак,ботинок
487,Stiefel::N,итек,атӑ
488,Ring::N,балдак,ҫӗрӗ
489,Band::N,тасма,хаю
490,Band::N,тасма,йӗсме
491,Kamm::N,тарак,тура
492,Spiegel::N,көзге,тӗкӗр
493,Spiegel::N,көзге,куҫ кӗски
494,Riemen::N,каеш,чӗн
495,Schnur::N,бау,кантра
496,Leine::N,тезген,касмӑк
497,Decke::N,юрган,утиял
498,Kissen::N,мендәр,ҫытар
499,Kissen::N,мендәр,минтер
500,Tuch::N,яулык,тутӑр
501,Handtuch::N,сөлгә,ал шӑлли
502,Kraft::N,егәр,вӑй
503,Kraft::N,егәр,хӑват
504,Kraft::N,дәрман,вӑй
505,Kraft::N,дәрман,хӑват
506,Stärke::N,көч,хал
507,Stärke::N,көч,хӑват
508,Stärke::N,дәрман,хал
509,Stärke::N,дәрман,хӑват
510,Gesundheit::N,саулык,хал
511,Gesundheit::N,саулык,сывлӑх
512,Krankheit::N,чир,чир
513,Krankheit::N,хаста,чир
514,Krankheit::N,сырхау,чир
515,Schmerz::N,авырту,ырату
516,Wunde::N,яра,суран
517,Wunde::N,җәрәхәт,суран
518,Fieber::N,бизгәк,сив чир
519,Arznei::N,дару,эмел
520,Brücke::N,күпер,кӗпер
521,Brunnen::N,кое,ҫӑл
522,Brunnen::N,кое,пусӑ
523,Weide::N,утлавык,ҫаран
524,Pfad::N,сукмак,йӗр
525,Pfad::N,сукмак,сукмак
526,Weg::N,юл,ҫул
527,Weg::N,юл,ҫул-йӗр
528,Straße::N,урам,ҫӳрев
529,Straße::N,урам,ҫул ҫӳрени
530,Dorf::N,авыл,ял
531,Stadt::N,шәһәр,хула
532,Brief::N,хат,ҫыру
533,Buch::N,китап,кӗнеке
534,Buchstabe::N,хәреф,сас палли
535,Zeitung::N,газет,хаҫат
536,Zeitung::N,газета,хаҫат
537,Leben::N,гомер,пурнӑҫ
538,Leben::N,тормыш,пурнӑҫ
539,Leben::N,тереклек,пурнӑҫ
540,Tod::N,үлем,вилӗм
541,Grab::N,гүр,масар шӑтӑкӗ
542,Grab::N,кабер,масар шӑтӑкӗ
543,Kirche::N,чиркәү,чиркӳ
544,Sünde::N,язык,ҫылӑх
545,Sünde::N,гөнаһ,ҫылӑх
546,Gott::N,алла,турӑ
547,Gott::N,ходай,турӑ
548,Arbeiter::N,эшче,рабочи
549,Chef::N,башлык,пуҫлӑх
550,Meister::N,оста,ӑста
551,Meister::N,оста,мастер
552,Arzt::N,врач,врач
553,Arzt::N,врач,тухтӑр
554,Arzt::N,табиб,врач
555,Arzt::N,табиб,тухтӑр
556,Lehrer::N,укытучы,учитель
557,Lehrer::N,укытучы,вӗрентекен
558,Lehrer::N,мөгаллим,учитель
559,Lehrer::N,мөгаллим,вӗрентекен
560,Geld::N,акча,укҫа
561,Geschäft::N,эш,бизнес
562,Laden::N,кибет,магазин
563,Laden::N,магазин,магазин
564,Preis::N,бәя,хак
565,Preis::N,бәһа,хак
566,Ware::N,товар,тавар
567,Nutzen::N,файда,пайта
568,Reichtum::N,байлык,мул
569,Welt::N,дөнья,тӗнче
570,Land::N,ил,ҫӗр-шыв
571,Staat::N,дәүләт,патшàлӑх
572,König::N,патша,король
573,Macht::N,хакимият,власть
574,Grenze::N,чик,чикӗ
575,Krieg::N,сугыш,вӑрҫӑ
576,Feind::N,дошман,тӑшман
577,Gewalt::N,көчләү,ирӗксӗрлӳ
578,Kampf::N,көрәш,кӗрешӳ
579,Bogen[Waffe]::N,җәя,ухӑ
580,Pfeil::N,ук,ҫӗмрен
581,Pfeil::N,ук,ухӑ йӗппи
582,Gewehr::N,мылтык,пӑшал
583,Fehler::N,хата,йӑнӑш
584,Lüge::N,ялган,суя
585,Lüge::N,ялган,ултав
586,Schaden::N,зыян,сиен
587,Schaden::N,зарар,сиен
588,Unglück::N,бәла,шар
589,Unglück::N,бәла,инкек
590,Schuld::N,гаеп,айӑп
591,Alter::N,яшь,ҫул шучӗ
592,Schluss::N,ахыр,пӗтни
593,Schluss::N,ахыр,пӗтмӗш
594,Zeit::N,заман,вӑхӑт
595,Tag::N,көн,кун
596,Morgen::N,иртә,ир
597,Mittag::N,өйлә,кӑнтӑрла
598,Abend::N,кич,каҫ
599,Nacht::N,төн,каҫ
600,Woche::N,атна,эрне
601,Monat::N,ай,уйӑх
602,Jahr::N,ел,ҫулталӑк
603,Frühling::N,яз,ҫур
604,Frühling::N,яз,ҫуркунне
605,Sommer::N,җәй,ҫу
606,Sommer::N,җәй,ҫулла
607,Herbst::N,көз,кӗр
608,Herbst::N,көз,кӗркунне
609,Winter::N,кыш,хӗл
610,Winter::N,кыш,хӗлле
611,Januar::N,гыйнвар,январь
612,Februar::N,февраль,февраль
613,Februar::N,февраль,кӗҫӗн кӑрлач
614,März::N,март,март
615,März::N,март,пуш уйӑхӗ
616,April::N,апрель,апрель
617,Mai::N,май,май
618,Juni::N,июнь,июнь
619,Juli::N,июль,июль
620,August::N,август,август
621,September::N,сентябрь,сентябрь
622,September::N,сентябрь,авӑн уйӑхӗ
623,Oktober::N,октябрь,октябрь
624,November::N,ноябрь,ноябрь
625,Dezember::N,декабрь,раштав
626,Dezember::N,декабрь,декабрь
627,Montag::N,дүшәмбе,тунти кун
628,Dienstag::N,сишәмбе,ытлари кун
629,Mittwoch::N,чәршәмбе,юн кун
630,Donnerstag::N,атнакич,кӗҫнерни кун
631,Donnerstag::N,пәнҗешәмбе,кӗҫнерни кун
632,Freitag::N,җомга,эрне кун
633,Samstag::N,шимбә,шӑмат кун
634,Sonntag::N,якшәмбе,вырсарни кун
635,groß::A,зур,пысӑк
636,klein::A,кечкенә,пӗчӗк
637,lang::A,озын,вӑрӑм
638,kurz::A,кыска,кӗске
639,breit::A,киң,сарлака
640,schmal::A,кысык,ансӑр
641,dicht::A,куе,йӑвӑ
642,dick[Gegenstand]::A,калын,хулӑн
643,dünn::A,нечкә,ҫинҫе
644,dünn::A,нечкә,ҫӳхе
645,fein::A,нәзакәтле,тарай
646,fein::A,нәзакәтле,вӗлтӗрти
647,fest::A,нык,тӗреклӗ
648,flach::A,яссы,лаптак
649,flach::A,ялпак,лаптак
650,glatt::A,шома,такӑр
651,hart::A,каты,хытӑ
652,weich::A,йомшак,ҫемҫе
653,rund::A,түгәрәк,ҫавра
654,spitz::A,очлы,шӗвӗр
655,scharf::A,үткен,ҫивӗч
656,stumpf::A,үтмәс,мӑка
657,stumpf::A,үтмәс,пуклак
658,stumpf::A,үтмәс,тӗрӗнчӗк
659,stumpf::A,үтмәс,ӑнкарусӑр
660,schwer::A,салмак,йывӑр
661,schön::A,гүзәл,илемлӗ
662,heiß::A,эссе,вӗри
663,warm::A,җылы,ӑшӑ
664,kalt::A,суык,сивӗ
665,kalt::A,салкын,сивӗ
666,kühl::A,салкынча,уҫӑ
667,frisch::A,салкынча,уҫӑ
668,feucht::A,юеш,йӗпе
669,nass::A,дымлы,нӳрӗ
670,trocken::A,коры,типӗ
671,voll::A,тулы,тулли
672,leer::A,буш,пушӑ
673,offen::A,ачык,уҫӑ
674,geschlossen::A,йомык,хупӑ
675,sauber::A,пакь,таса
676,sauber::A,чиста,таса
677,schmutzig::A,керле,пылчӑклӑ
678,schmutzig::A,керле,вараланчӑк
679,schmutzig::A,пычрак,пылчӑклӑ
680,schmutzig::A,пычрак,вараланчӑк
681,roh::A,чи,чӗрӗ
682,reif::A,өлгергән,пулнӑ
683,reif::A,өлгергән,пиҫӗхнӗ
684,reif::A,өлгергән,аталаннӑ
685,reif::A,өлгергән,пиҫсе ҫитнӗ
686,lecker::A,тәмле,тутлӑ
687,lecker::A,тәмле,техӗмлӗ
688,süß::A,татлы,пылак
689,bitter::A,ачы,йӳҫӗ
690,sauer::A,әче,йӳҫӗ
691,sauer::A,әче,йӳҫек
692,sauer::A,әче,кӑвасак
693,hell::A,якты,ҫутӑ
694,dunkel::A,кара,тӗттӗм
695,schwarz::A,кара,хура
696,weiß::A,ак,шурӑ
697,rot::A,кызыл,хӗрлӗ
698,gelb::A,сары,сарӑ
699,blau::A,күк,кӑвак
700,grün::A,яшел,симӗс
701,grün::A,яшел,пиҫмен
702,grün::A,яшел,ӑс пухман
703,grau::A,соры,кӑвак
704,bunt::A,чуар,чӑпар
705,billig::A,арзан,йӳнӗ
706,teuer::A,хаклы,хаклӑ
707,wertvoll::A,кыйммәтле,паха
708,blind::A,сукыр,суккӑр
709,blind::A,күзсез,суккӑр
710,taub::A,чукрак,хӑлхасӑр
711,taub::A,саңгырау,хӑлхасӑр
712,kräftig::A,егәрле,хӑватлӑ
713,stark::A,нык,вирлӗ
714,stark::A,базык,вирлӗ
715,schwach::A,зәгыйфь,халсӑр
716,fett::A,симез,самӑр
717,fett::A,симез,мӑнтӑр
718,schlank::A,нәзек,йӑрӑс
719,schlank::A,нәзек,яштака
720,hübsch::A,чибәр,хитре
721,böse::A,усал,усал
722,dumm::A,акылсыз,ухмах
723,faul::A,ялкау,наян
724,faul::A,ялкау,юлхав
725,faul::A,ялкау,ӳркенчӗк
