,Concept_ID,mn,fa
87,Boden::N,хөрс,زمین
88,Erde::N,газар,خاک
89,Erde::N,газар,زمین
90,Erde::N,шороо,خاک
91,Erde::N,шороо,زمین
92,Staub::N,тоос,گرد
93,Staub::N,тоос,غبار
94,Rauch::N,утаа,دود
95,Funke::N,оч,جرقه
96,Feuer::N,гал,آتش
97,Licht::N,гэрэл,نور
98,Licht::N,гэрэл,روشنی
99,Licht::N,гэгээ,نور
100,Licht::N,гэгээ,روشنی
101,Schatten::N,сүүдэр,سایه
102,Wetter::N,тэнгэр,هوا
103,Wetter::N,цаг уур,هوا
104,Nebel::N,будан,مه
105,Wolke::N,үүл,ابر
106,Regen::N,бороо,باران
107,Schnee::N,цас,برف
108,Eis::N,мөс,یخ
109,Frost::N,хүйт,یخبندان
110,Kälte::N,хүйт,سرما
111,Hitze::N,халуун,گرما
112,Hitze::N,халуун,حرارت
113,Raureif::N,цан,برف ریزه
114,Raureif::N,хяруу,برف ریزه
115,Regenbogen::N,солонго,رنگین‌کمان
116,Donner::N,тэнгэрийн дуу,رعد
117,Strömung::N,урсгал,جریان
118,Tropfen::N,дусал,قطره
119,Schaum::N,хөөс,کف
120,Schmutz::N,хир,گل
121,Schmutz::N,хир,کثافت
122,Schmutz::N,шавхай,گل
123,Schmutz::N,шавхай,کثافت
124,See::N,нуур,دریاچه
125,Sumpf::N,намаг,مرداب
126,Sumpf::N,намаг,باتلاق
127,Sumpf::N,балчиг,مرداب
128,Sumpf::N,балчиг,باتلاق
129,Moor::N,хүлрийн намаг,باتلاق
130,Wiese::N,нуга,چمن
131,Wald::N,ой,جنگل
132,Hügel::N,болдог,تل
133,Hügel::N,болдог,تپه
134,Anhöhe::N,гүвээ,بلندی
135,Berg::N,уул,کوه
136,Gipfel::N,орой,قله
137,Gipfel::N,оргил,قله
138,Höhle::N,агуй,غار
139,Abhang::N,хүр,سرازیری
140,Quelle::N,булаг,چشمه
141,Bach::N,горхи,نهر
142,Fluss::N,гол,رود
143,Fluss::N,мөрөн,رود
144,Ufer::N,эрэг,ساحل
145,Ufer::N,эрэг,کرانه
146,Küste::N,эрэг,ساحل
147,Festland::N,хуурай газар,خشکی
148,Meer::N,далай,دریا
149,Meer::N,тэнгис,دریا
150,Bucht::N,булан,خلیج
151,Bucht::N,далайн тохой,خلیج
152,Insel::N,арал,جزیره
153,Blume::N,цэцэг,گل
154,Gras::N,өвс,علف
155,Gras::N,ногоо,علف
156,Wurzel::N,үндэс,ریشه
157,Baum::N,мод,درخت
158,Stamm::N,иш,تنه
159,Stamm::N,гуалин,تنه
160,Rinde::N,холтос,توژ
161,Rinde::N,холтос,پوست
162,Ast::N,гишүү,شاخه
163,Zweig::N,салаа,شاخه
164,Blatt::N,навч,برگ
165,Birke::N,хус,غان
166,Kiefer[Baum]::N,нарс,کاج
167,Weide[Baum]::N,уд,بید
168,Weide[Baum]::N,бургас,بید
169,Tanne::N,гачуур,صنوبر
170,Horn::N,эвэр,شاخ
171,Feder::N,өд,پر
172,Fell::N,арьс,خز
173,Flügel::N,жигүүр,پر
174,Flügel::N,жигүүр,بال
175,Flügel::N,далавч,پر
176,Flügel::N,далавч,بال
177,Klaue::N,савар,چنگ
178,Klaue::N,савар,پنجه
179,Klaue::N,хумс,چنگ
180,Klaue::N,хумс,پنجه
181,Kralle::N,савар,پنجه
182,Schwanz::N,сүүл,دم
183,Ei::N,өндөг,تخم
184,Nest::N,үүр,لانه
185,Bau::N,нүх,بنا
186,Bau::N,нүх,ساختمان
187,Bau::N,элүү,بنا
188,Bau::N,элүү,ساختمان
189,Tier::N,амьтан,هیوان
190,Tier::N,адгуус,هیوان
191,Herde::N,сүрэг,رمه
192,Kuh::N,үнээ,گاو
193,Bulle::N,бух,گاو نر
194,Pferd::N,морь,اسب
195,Pferd::N,адуу,اسب
196,Schaf::N,хонь,گوسفند
197,Schwein::N,гахай,خوک
198,Hund::N,нохой,سگ
199,Katze::N,муур,گربه
200,Katze::N,мигуй,گربه
201,Bär::N,баавгай,خرس
202,Eichhörnchen::N,хэрэм,سنجاب
203,Elch::N,хандгай,گوزن شمالی
204,Fuchs::N,үнэг,روباه
205,Hase::N,туулай,خرگوش
206,Maus::N,хулгана,موش
207,Wolf::N,чоно,گرگ
208,Vogel::N,шувуу,پرنده
209,Schwarm::N,сүрэг,دسته
210,Huhn::N,тахиа,مرغ
211,Hahn::N,эр тахиа,خروس
212,Gans::N,галуу,غاز
213,Adler::N,бүргэд,عقاب
214,Ente::N,нугас,اردک
215,Ente::N,нугас,مرغابی
216,Eule::N,ууль,جغد
217,Kranich::N,тогоруу,درنا
218,Krähe::N,хэрээ,زاغ
219,Krähe::N,хэрээ,کلاغ
220,Kuckuck::N,хөхөө,فاخته
221,Schwan::N,хун,قو
222,Fisch::N,загас,ماهی
223,Barsch::N,алгана,ماهی خاردار
224,Hecht::N,цурхай,اردک ماهی
225,Schlange[Tier]::N,могой,مار
226,Wurm::N,өт,کرم
227,Wurm::N,хорхой,کرم
228,Spinne::N,аалз,عنکبوت
229,Ameise::N,шоргоолж,مورچه
230,Laus::N,бөөс,شپش
231,Mücke::N,шумуул,پشه
232,Fliege::N,ялаа,مگس
233,Schmetterling::N,эрвээхэй,پروانه
234,Beere::N,жимсгэнэ,گیله
235,Apfel::N,алим,سیب
236,Pilz::N,мөөг,قارچ
237,Zwiebel::N,сонгино,پیاز
238,Saat::N,тариа,بذر
239,Korn::N,үр,تخم
240,Korn::N,үр,دانه
241,Korn::N,мөхлөг,تخم
242,Korn::N,мөхлөг,دانه
243,Heu::N,өвс,علف خشک
244,Schale::N,хальс,پوست
245,Grube::N,алам,گودال
246,Grube::N,нүх,گودال
247,Falle::N,хавх,دام
248,Falle::N,занга,دام
249,Schlinge::N,урхи,حلقه
250,Spur::N,мөр,رد
251,Asche::N,үнс,خاکستر
252,Dreck::N,хир,کثافت
253,Eisen::N,төмөр,آهن
254,Gold::N,алт,زر
255,Gold::N,алт,طلا
256,Silber::N,мөнгө,نقره
257,Kohle::N,нүүрс,زغال
258,Glas::N,шил,شیشه
259,Lehm::N,шавар,گل
260,Sand::N,элс,شن
261,Sand::N,элс,ماسه
262,Mensch::N,хүн,آدم
263,Mensch::N,хүн,انسان
264,Mann::N,эр,مرد
265,Mann::N,эрэгтэй,مرد
266,Frau::N,эмэгтэй,زن
267,Frau::N,хатагтай,زن
268,Kind::N,хүүхэд,بچه
269,Kind::N,хүүхэд,کودک
270,Junge::N,хүү,پسر
271,Mädchen::N,охин,دختر
272,Mädchen::N,бүсгүй,دختر
273,Familie::N,айл,فامیل
274,Familie::N,айл,خانواده
275,Großvater::N,өвгөн аав,پدربزرگ
276,Großmutter::N,эмэг эх,مادر‌بزرگ
277,Großmutter::N,эмгээ,مادر‌بزرگ
278,Eltern::N,эцэг эх,والدین
279,Eltern::N,эцэг эх,پدر‌و‌مادر
280,Vater::N,аав,پدر
281,Vater::N,эцэг,پدر
282,Mutter::N,эх,مادر
283,Mutter::N,ээж,مادر
284,Sohn::N,хүү,پسر
285,Tochter::N,охин,دختر
286,Bruder::N,ах,برادر
287,Bruder::N,дүү,برادر
288,Schwester::N,эгч,خواهر
289,Schwester::N,охин дүү,خواهر
290,Onkel::N,авга ах,عمو
291,Onkel::N,авга ах,دایی
292,Onkel::N,нагац ах,عمو
293,Onkel::N,нагац ах,دایی
294,Tante::N,авга эгч,عمه
295,Tante::N,авга эгч,خاله
296,Tante::N,нагац эгч,عمه
297,Tante::N,нагац эгч,خاله
298,Ehemann::N,нөхөр,همسر
299,Ehefrau::N,эхнэр,همسر
300,Ehefrau::N,гэргий,همسر
301,Freude::N,баяр,شادی
302,Freude::N,баясгалан,شادی
303,Gelächter::N,инээдэм,خنده
304,Gelächter::N,инээдэм,قاه‌قاه
305,Glück::N,жаргалан,اقبال
306,Kummer::N,гаслан,غم
307,Kummer::N,гаслан,غصه
308,Wunsch::N,ерөөл,آرزو
309,Lust::N,дур,هوس
310,Lust::N,хүсэл,هوس
311,Geist::N,оюун,روح
312,Gedanke::N,сэтгэл,فکر
313,Gedächtnis::N,ой,حافظه
314,Gedächtnis::N,цээж,حافظه
315,Verstand::N,ухаан,هوش
316,Sinn::N,утга,معنا
317,Sinn::N,утга,مفهوم
318,Grund::N,учир,سبب
319,Grund::N,учир,دلیل
320,Wahrheit::N,үнэн,حقیقت
321,Gespräch::N,яриа,صحبت
322,Gespräch::N,яриа,گفتگو
323,Märchen::N,явган үлгэр,قصه
324,Märchen::N,явган үлгэр,افسانه
325,Erzählung::N,тууж,داستان
326,Nachricht::N,мэдээ,خبر
327,Neuigkeit::N,сонин,خبر تازه
328,Name::N,нэр,اسم
329,Rätsel::N,оньсого,معما
330,Rede::N,хэлсэн үг,سخن
331,Sprache::N,хэл,زبان
332,Stimme::N,дуу,صدا
333,Wort::N,үг,کلمه
334,Zeichen::N,тамга,نشان
335,Zeichen::N,тамга,علامت
336,Zeichen::N,тэмдэг,نشان
337,Zeichen::N,тэмдэг,علامت
338,Ruf::N,дуудлага,صدا
339,Lärm::N,шуугиан,هیاهو
340,Lärm::N,чимээ,هیاهو
341,Laut::N,анир,صدا
342,Laut::N,дуу,صدا
343,Ton::N,авиа,آهنگ
344,Ton::N,аялгуу,آهنگ
345,Lied::N,дуу,آواز
346,Lied::N,дуу,ترانه
347,Ruhe::N,энх,آرامش
348,Ruhe::N,тайван,آرامش
349,Leute::N,хүмүүс,مردم
350,Volk::N,улс,خلق
351,Arbeit::N,ажил,کار
352,Arbeit::N,хөдөлмөр,کار
353,Gast::N,зочин,مهمان
354,Gast::N,айлчин,مهمان
355,Geschenk::N,бэлэг,هدیه
356,Spiel::N,наадам,بازی
357,Spiel::N,тоглоом,بازی
358,Gesellschaft::N,хамт байх,جمعیت
359,Hilfe::N,тусламж,کمک
360,Freund::N,найз,دوست
361,Freund::N,нөхөр,دوست
362,Kamerad::N,хань,رفیق
363,Kamerad::N,нөхөр,رفیق
364,Angelegenheit::N,хэрэг,امر
365,Angelegenheit::N,хэрэг,قضیه
366,Anzahl::N,тоо,عده
367,Anzahl::N,тоо,شمار
368,Art::N,төрөл,نوع
369,Art::N,янз,نوع
370,Stück::N,хэсэг,تکه
371,Stück::N,хэсэг,قطعه
372,Teil::N,хувь,بخش
373,Teil::N,хувь,قسمت
374,Teil::N,хэсэг,بخش
375,Teil::N,хэсэг,قسمت
376,Hälfte::N,хагас,نیم
377,Kreis::N,тойрог,حلقه
378,Kreis::N,тойрог,دایره
379,Kreis::N,хүрээ,حلقه
380,Kreis::N,хүрээ,دایره
381,Kreuz::N,загалмай,صلیب
382,Linie::N,шугам,خط
383,Linie::N,шугам,سطر
384,Strich::N,зураас,خط
385,Abstand::N,зай,فاصله
386,Entfernung::N,зай,مسافت
387,Entfernung::N,хол ойр,مسافت
388,Gegend::N,хавь,منطقه
389,Gegend::N,газар,منطقه
390,Platz::N,зай,گنجایش
391,Platz::N,завсар,گنجایش
392,Ort::N,газар,جا
393,Ort::N,газар,محل
394,Ort::N,газар,مکان
395,Ort::N,байр,جا
396,Ort::N,байр,محل
397,Ort::N,байр,مکان
398,Seite::N,тал,طرف
399,Seite::N,этгээд,طرف
400,Mitte::N,төв,وسط
401,Mitte::N,төв,میان
402,Mitte::N,дунд,وسط
403,Mitte::N,дунд,میان
404,Gegenstand::N,юм,چیز
405,Sache::N,үйл,چیز
406,Sache::N,хэрэг,چیز
407,Rand::N,зах,کنار
408,Rand::N,зах,حاشیه
409,Rand::N,хөвөө,کنار
410,Rand::N,хөвөө,حاشیه
411,Kante::N,ирмэг,لبه
412,Ecke::N,өнцөг,گوشه
413,Spitze::N,үзүүр,سر
414,Spitze::N,үзүүр,نوک
415,Ende::N,зах,ته
416,Ende::N,зах,آخر
417,Ende::N,үзүүр,ته
418,Ende::N,үзүүр,آخر
419,Loch::N,цоорхой,سوراخ
420,Loch::N,онгорхой,سوراخ
421,Winkel::N,өнцөг,کنج
422,Muster::N,хээ,نقش
423,Muster::N,угалз,نقش
424,Größe::N,хэмжээ,قد
425,Größe::N,хэмжээ,بزرگی
426,Länge::N,урт,طول
427,Höhe::N,өндөр,بلندی
428,Gewicht::N,жин,وزن
429,Menge::N,тоо,مقدار
430,Menge::N,тоо,اندازه
431,Haufen::N,бөөн,توده
432,Reihe::N,эгнээ,ردیف
433,Boot::N,завь,قایق
434,Ruder::N,сэлүүр,پارو
435,Schlitten::N,чарга,سورتمه
436,Ski::N,цана,اسکی
437,Lagerfeuer::N,түүдэг,آتش
438,Last::N,ачаа,بار
439,Last::N,ачаа,سنگینی
440,Gang::N,явдал,راه رفتن
441,Schritt::N,алхам,قدم
442,Norden::N,умар,شمال
443,Süden::N,урд,جنوب
444,Süden::N,өмнө,جنوب
445,Westen::N,өрнө,غرب
446,Westen::N,баруун,غرب
447,Osten::N,зүүн,شرق
448,Osten::N,дорно,شرق
449,Holz::N,мод,چوب
450,Brett::N,банз,تخته
451,Platte::N,хавтан,صفحه
452,Stütze::N,тулгуур,تکیه
453,Stütze::N,тулга,تکیه
454,Stange::N,сургааг,میله
455,Stock::N,саваа,چوب
456,Stab::N,таяг,عصا
457,Rohr::N,хоолой,لوله
458,Haus::N,гэр,منزل
459,Haus::N,байшин,منزل
460,Heim::N,гэр,خانه
461,Heim::N,гэр,کاشانه
462,Ofen::N,зуух,بخاری
463,Ofen::N,пийшин,بخاری
464,Fußboden::N,шал,کف اتاق
465,Tisch::N,ширээ,میز
466,Stuhl::N,сандал,صندلی
467,Wiege::N,өлгий,گهواره
468,Bett::N,ор,تختخواب
469,Regal::N,тавиур,قفسه
470,Kiste::N,авдар,صندوق
471,Kiste::N,хайрцаг,صندوق
472,Fenster::N,гэгээвч,پنجره
473,Tür::N,үүд,در
474,Tür::N,үүд,درب
475,Tür::N,хаалга,در
476,Tür::N,хаалга,درب
477,Tor::N,хаалга,دروازه
478,Zaun::N,хашаа,حصار
479,Dach::N,дээвэр,بام
480,Leiter::N,шат,نردبان
481,Besen::N,хамуур,جارو
482,Besen::N,туужуу,جارو
483,Spaten::N,хүрз,بیل
484,Schaufel::N,хүрз,بیل
485,Schaufel::N,хүрз,پارو
486,Gabel::N,сэрээ,چنگال
487,Löffel::N,халбага,قاشق
488,Messer::N,хутга,کارد
489,Nagel::N,хадаас,میخ
490,Netz::N,өөш,تور
491,Netz::N,өөш,شبکه
492,Netz::N,тор,تور
493,Netz::N,тор,شبکه
494,Haken::N,гох,قلاب
495,Griff::N,иш,دسته
496,Griff::N,сэнж,دسته
497,Schloss::N,цуурга,قفل
498,Schloss::N,цоож,قفل
499,Bild::N,зураг,عکس
500,Bild::N,зураг,تصویر
501,Figur::N,баримал,تندیس
502,Puppe::N,хүүхэлдэй,عروسک
503,Beutel::N,агсаа,کیسه
504,Beutel::N,уут,کیسه
505,Bündel::N,боодол,بسته
506,Tasche::N,цүнх,کیف
507,Eimer::N,хөнөг,سطل
508,Eimer::N,хувин,سطل
509,Deckel::N,таг,در
510,Deckel::N,хавхаг,در
511,Geschirr::N,сав суулга,ظرف
512,Sack::N,шуудай,گونی
513,Tasse::N,аяга,فنجان
514,Topf::N,тогоо,دیگ
515,Topf::N,тогоо,قابلمه
516,Kessel::N,тогоо,دیگ
517,Essen::N,идээ,خوراک
518,Nahrung::N,хүнс,غذا
519,Speise::N,идээ,خوراک
520,Fleisch::N,мах,گوشت
521,Getreide::N,будаа,غله
522,Brei::N,богшмол,فرنی
523,Brei::N,богшмол,حریره
524,Brei::N,будаа,فرنی
525,Brei::N,будаа,حریره
526,Brot::N,талх,نان
527,Scheibe::N,зүсэм,قاچ
528,Scheibe::N,зүсэм,لزگه
529,Scheibe::N,хэрчим,قاچ
530,Scheibe::N,хэрчим,لزگه
531,Fett::N,өөх,چربی
532,Butter::N,тос,کره
533,Öl::N,тос,روغن
534,Salz::N,давс,نمک
535,Suppe::N,шөл,آش
536,Suppe::N,шөл,سوپ
537,Honig::N,бал,عسل
538,Milch::N,сүү,شیر
539,Tee::N,цай,چای
540,Leder::N,арьс,چرم
541,Leder::N,савхи,چرم
542,Wolle::N,ноос,پشم
543,Wolle::N,унгас,پشم
544,Stoff::N,бөс,پارچه
545,Nadel::N,зүү,سوزن
546,Faden::N,боолт,نخ
547,Faden::N,утас,نخ
548,Knopf::N,товч,دکمه
549,Knoten::N,зангилаа,گره
550,Farbe::N,будаг,رنگ
551,Kleidung::N,хувцас,لباس
552,Kleidung::N,хувцас,پوشاک
553,Hemd::N,цамц,پیراهن
554,Kragen::N,зах заам,یقه
555,Ärmel::N,ханцуй,آستین
556,Hose::N,өмд,شلوار
557,Gürtel::N,бүс,کمر‌بند
558,Mütze::N,малгай,کلاه
559,Mütze::N,бүрх,کلاه
560,Schuh::N,туфли,کفش
561,Stiefel::N,гутал,چکمه
562,Ring::N,бөгж,حلقه
563,Ring::N,бөгж,انگشتر
564,Band::N,тууз,نوار
565,Band::N,тууз,روبان
566,Kamm::N,сам,شانه
567,Spiegel::N,толь,آینه
568,Riemen::N,тасам,تسمه
569,Riemen::N,сур,تسمه
570,Schnur::N,татлага,ریسمان
571,Leine::N,оосор,قلاده
572,Decke::N,хөнжил,پتو
573,Decke::N,хучлага,پتو
574,Kissen::N,дэр,بالش
575,Tuch::N,алчуур,شال
576,Tuch::N,даавуу,شال
577,Handtuch::N,алчуур,حوله
578,Kraft::N,чадал,نیرو
579,Kraft::N,хүч,نیرو
580,Stärke::N,эрч,زور
581,Stärke::N,тэнхээ,زور
582,Gesundheit::N,бие,سلامتی
583,Gesundheit::N,бие,تندرستی
584,Gesundheit::N,эрүүл мэнд,سلامتی
585,Gesundheit::N,эрүүл мэнд,تندرستی
586,Krankheit::N,эмгэг,بیماری
587,Schmerz::N,өвчин,درد
588,Wunde::N,шарх,زخم
589,Fieber::N,халуун,تب
590,Arznei::N,эм,دارو
591,Brücke::N,гүүр,پل
592,Brunnen::N,худаг,چاه
593,Weide::N,бэлчээр,چراگاه
594,Pfad::N,жим,راه
595,Pfad::N,зөрөг,راه
596,Weg::N,зам,راه
597,Weg::N,зам,طریق
598,Weg::N,харгуй,راه
599,Weg::N,харгуй,طریق
600,Straße::N,зам,راه
601,Straße::N,зам,جاده
602,Straße::N,харгуй,راه
603,Straße::N,харгуй,جاده
604,Dorf::N,тосгон,ده
605,Dorf::N,тосгон,روستا
606,Dorf::N,гацаа,ده
607,Dorf::N,гацаа,روستا
608,Stadt::N,хот,شهر
609,Brief::N,захидал,نامه
610,Brief::N,захиа,نامه
611,Buch::N,ном,کتاب
612,Buch::N,бичиг,کتاب
613,Buchstabe::N,үсэг,حرف
614,Zeitung::N,сонин,روزنامه
615,Leben::N,амь,عمر
616,Leben::N,амь,زندگی
617,Leben::N,амьдрал,عمر
618,Leben::N,амьдрал,زندگی
619,Tod::N,үхэл,مرگ
620,Grab::N,булш,گور
621,Grab::N,булш,مزار
622,Kirche::N,сүм,کلیسا
623,Sünde::N,нүгэл,بزه
624,Sünde::N,нүгэл,گناه
625,Sünde::N,хилэнц,بزه
626,Sünde::N,хилэнц,گناه
627,Gott::N,бурхан,خدا
628,Arbeiter::N,ажилчин,کارگر
629,Arbeiter::N,хөдөлмөрчин,کارگر
630,Chef::N,дарга,رئیس
631,Meister::N,дархан,استاد
632,Arzt::N,эмч,پزشک
633,Lehrer::N,багш,معلم
634,Lehrer::N,багш,آموزگار
635,Geld::N,цаас,پول
636,Geld::N,мөнгө,پول
637,Geschäft::N,наймаа,کار
638,Geschäft::N,наймаа,بیزنس
639,Laden::N,дэлгүүр,دکان
640,Laden::N,дэлгүүр,مغازه
641,Preis::N,үнэ,بها
642,Preis::N,үнэ,قیمت
643,Ware::N,таваар,جنس
644,Ware::N,таваар,کالا
645,Ware::N,бараа,جنس
646,Ware::N,бараа,کالا
647,Nutzen::N,ашиг,مزیت
648,Nutzen::N,ашиг,امتیاز
649,Reichtum::N,баялаг,مال
650,Reichtum::N,баялаг,ثروت
651,Welt::N,дэлхий,دنیا
652,Welt::N,орчлон,دنیا
653,Land::N,улс,کشور
654,Land::N,улс,مملکت
655,Land::N,орон,کشور
656,Land::N,орон,مملکت
657,Staat::N,төр,دولت
658,Staat::N,гүрэн,دولت
659,König::N,ван,شاه
660,König::N,ван,پادشاه
661,Macht::N,засаг,قدرت
662,Macht::N,засаг,اختیار
663,Grenze::N,хил,مرز
664,Krieg::N,дайн,جنگ
665,Feind::N,дайсан,دشمن
666,Gewalt::N,хүчирхэх,زور
667,Gewalt::N,хүчирхэх,خشونت
668,Kampf::N,тэмцэл,نبرد
669,Kampf::N,тэмцэл,مبارزه
670,Kampf::N,байлдаан,نبرد
671,Kampf::N,байлдаан,مبارزه
672,Bogen[Waffe]::N,нум,کمان
673,Pfeil::N,годил,تیر
674,Pfeil::N,сум,تیر
675,Gewehr::N,буу,تفنگ
676,Fehler::N,эндэл,غلط
677,Fehler::N,эндэл,اشتباه
678,Fehler::N,алдаа,غلط
679,Fehler::N,алдаа,اشتباه
680,Lüge::N,худал,دروغ
681,Schaden::N,хор,آسیب
682,Schaden::N,хор,خسارت
683,Schaden::N,хөнөөл,آسیب
684,Schaden::N,хөнөөл,خسارت
685,Unglück::N,гай,بلا
686,Unglück::N,гамшиг,بلا
687,Schuld::N,гэм,گناه
688,Schuld::N,гэм,تقصیر
689,Schuld::N,буруу,گناه
690,Schuld::N,буруу,تقصیر
691,Alter::N,нас,سن
692,Alter::N,нас,عمر
693,Schluss::N,эцэс,انتها
694,Schluss::N,төгсгөл,انتها
695,Zeit::N,цаг,وقت
696,Zeit::N,цаг,زمان
697,Tag::N,өдөр,روز
698,Morgen::N,өглөө,صبح
699,Mittag::N,үд,ظهر
700,Abend::N,үдэш,شب
701,Abend::N,үдэш,عصر
702,Nacht::N,шөнө,شب
703,Woche::N,долоо хоног,هفته
704,Monat::N,сар,ماه
705,Jahr::N,жил,سال
706,Frühling::N,хавар,بهار
707,Sommer::N,зун,تابستان
708,Herbst::N,намар,پاییز
709,Winter::N,өвөл,زمستان
710,Januar::N,нэгдүгээр сар,ژانویه
711,Februar::N,хоёрдугаар сар,فوریه
712,März::N,гуравдугаар сар,مارس
713,April::N,дөрөвдүгээр сар,آوریل
714,Mai::N,тавдугаар сар,مه
715,Juni::N,зургаадугаар сар,ژوئن
716,Juli::N,долдугаар сар,ژویه
717,August::N,наймдугаар сар,اوت
718,September::N,есдүгээр сар,سپتامبر
719,Oktober::N,аравдугаар сар,اکتبر
720,November::N,арван нэгдүгээр сар,نوامبر
721,Dezember::N,арван хоёрдугаар сар,دسامبر
722,Montag::N,даваа,دو‌شنبه
723,Dienstag::N,мягмар,سه‌شنبه
724,Mittwoch::N,лхагва,چهار‌شنبه
725,Donnerstag::N,пүрэв,پنج شنبه
726,Freitag::N,баасан,جمعه
727,Samstag::N,бямба,شنبه
728,Sonntag::N,ням,یکشنبه
729,groß::A,их,بزرگ
730,groß::A,том,بزرگ
731,klein::A,бага,کوچک
732,klein::A,жаахан,کوچک
733,lang::A,урт,بلند
734,kurz::A,охор,کوتاه
735,kurz::A,богино,کوتاه
736,breit::A,өргөн,پهن
737,schmal::A,уйтан,تنگ
738,schmal::A,уйтан,نازک
739,schmal::A,нарийн,تنگ
740,schmal::A,нарийн,نازک
741,dicht::A,нягт,چگال
742,dicht::A,нягт,انبوه
743,dicht::A,чигжүү,چگال
744,dicht::A,чигжүү,انبوه
745,dick[Gegenstand]::A,зузаан,ضخیم
746,dünn::A,нимгэн,نازک
747,fein::A,нарийн,ریز
748,fein::A,нарийн,باریک
749,fest::A,бөх,محکم
750,fest::A,хатуу,محکم
751,flach::A,хавтгай,صاف
752,flach::A,хавтгай,مسطح
753,glatt::A,цагаан,لیز
754,hart::A,хатуу,سفت
755,weich::A,зөөлөн,نرم
756,weich::A,зөөлөн,ملایم
757,rund::A,дугуй,گرد
758,rund::A,дугариг,گرد
759,spitz::A,шовх,تیز
760,spitz::A,шовх,نوک‌تیز
761,spitz::A,шовгор,تیز
762,spitz::A,шовгор,نوک‌تیز
763,scharf::A,хурц,تیز
764,scharf::A,хурц,برنده
765,scharf::A,иртэй,تیز
766,scharf::A,иртэй,برنده
767,stumpf::A,мохоо,کند
768,schwer::A,хүнд,سنگین
769,schön::A,гуа,زیبا
770,schön::A,сайхан,زیبا
771,heiß::A,халуун,داغ
772,warm::A,дулаан,گرم
773,kalt::A,хүйтэн,سرد
774,kühl::A,сэрүүн,خنک
775,frisch::A,эрүүл,تازه
776,frisch::A,жихүүн,تازه
777,feucht::A,чийгтэй,مرطوب
778,nass::A,нойтон,تر
779,nass::A,нойтон,خیش
780,trocken::A,хатсан,خشک
781,voll::A,дүүрэн,پر
