,Concept_ID,sq,kk
123,Abhang::N,shpat,бауыр
124,Abhang::N,tatëpjetë,бауыр
125,Quelle::N,krua,қайнар
126,Quelle::N,burim,қайнар
127,Bach::N,virua,жылға
128,Fluss::N,lumë,өзен
129,Ufer::N,breg,жиек
130,Küste::N,anëdet,жиегі
131,Küste::N,anëdet,жағалау
132,Küste::N,bregdet,жиегі
133,Küste::N,bregdet,жағалау
134,Festland::N,kontinent,құрылық
135,Meer::N,det,теңіз
136,Bucht::N,gji deti,шығанақ
137,Insel::N,ishull,арал
138,Insel::N,ujdhesë,арал
139,Blume::N,lule,гүл
140,Gras::N,bar,от
141,Wurzel::N,rrënjë,түбір
142,Baum::N,pemë,ағаш
143,Baum::N,pemë,дарақ
144,Stamm::N,trung,сояу
145,Stamm::N,trung,оқпан
146,Rinde::N,lëvore,қабық
147,Ast::N,degë,бұтақ
148,Zweig::N,bisk,шыбық
149,Blatt::N,fletë,жапырақ
150,Blatt::N,gjethe,жапырақ
151,Birke::N,mështekën,қайың
152,Kiefer[Baum]::N,pishë,қарағай
153,Weide[Baum]::N,shelg,тал
154,Tanne::N,bredh,шырша
155,Horn::N,bri,мүйіз
156,Feder::N,pupël,қаламұш
157,Fell::N,lëkurë,тері
158,Flügel::N,krah,қанат
159,Flügel::N,fletë,қанат
160,Klaue::N,kthetër,тырнақ
161,Kralle::N,thua,аяқ
162,Kralle::N,kthetër,аяқ
163,Schwanz::N,bisht,құйрық
164,Ei::N,vezë,жұмыртқа
165,Nest::N,fole,ұя
166,Bau::N,strofkë,жатақ
167,Tier::N,kafshë,айуан
168,Tier::N,kafshë,жануар
169,Herde::N,kope,пада
170,Herde::N,grigjë,пада
171,Kuh::N,lopë,сиыр
172,Bulle::N,dem,өгіз
173,Pferd::N,kalë,жылқы
174,Schaf::N,dele,қой
175,Schwein::N,derr,шошқа
176,Hund::N,qen,ит
177,Katze::N,mace,мысық
178,Bär::N,ari,аю
179,Eichhörnchen::N,ketër,тиін
180,Elch::N,dre brilopatë,бұғы
181,Fuchs::N,dhelpër,түлкі
182,Hase::N,lepur,қоян
183,Maus::N,mi,қаптесер
184,Wolf::N,ujk,бөрі
185,Wolf::N,ujk,қасқыр
186,Vogel::N,zog,құс
187,Vogel::N,shpend,құс
188,Schwarm::N,luzmë,топ
189,Schwarm::N,luzmë,үйір
190,Huhn::N,pulë,тауық
191,Huhn::N,pulë,мекиен
192,Hahn::N,gjel,әтеш
193,Hahn::N,gjel,қораз
194,Hahn::N,këndes,әтеш
195,Hahn::N,këndes,қораз
196,Gans::N,patë,қаз
197,Adler::N,shqiponjë,бүркіт
198,Ente::N,rosë,үйрек
199,Eule::N,buf,жапалақ
200,Kranich::N,lejlek,тырна
201,Kranich::N,kurrillë,тырна
202,Krähe::N,sorrë,қарға
203,Kuckuck::N,qyqe,көкек
204,Schwan::N,mjellmë,аққу
205,Fisch::N,peshk,балық
206,Barsch::N,purtekë,алабұға
207,Hecht::N,mlysh,шортан
208,Schlange[Tier]::N,gjarpër,жылан
209,Wurm::N,krimb,шұбалшаң
210,Spinne::N,marimangë,өрмекші
211,Ameise::N,thnegël,қүмырска
212,Ameise::N,milingonë,қүмырска
213,Laus::N,morr,бит
214,Mücke::N,kunup,маса
215,Mücke::N,mushkonjë,маса
216,Fliege::N,mizë,шыбын
217,Schmetterling::N,flutur,көбелек
218,Beere::N,frutë,жидек
219,Beere::N,manaferrë,жидек
220,Apfel::N,mollë,алма
221,Pilz::N,kërpudhë,қозықұйрық
222,Pilz::N,kërpudhë,саңыраукулақ
223,Zwiebel::N,qepë,жуа
224,Saat::N,farë,тұқым
225,Korn::N,grurë,дән
226,Korn::N,kokërr,дән
227,Heu::N,sanë,шөп
228,Schale::N,lëkurë,қабық
229,Schale::N,lëkurë,қабығы
230,Grube::N,gropë,ор
231,Falle::N,kurth,дұзақ
232,Falle::N,kurth,қақпан
233,Falle::N,grackë,дұзақ
234,Falle::N,grackë,қақпан
235,Schlinge::N,nyjë,ілмек
236,Spur::N,gjurmë,із
237,Asche::N,hi,күл
238,Dreck::N,baltë,былғаныш
239,Eisen::N,hekur,темір
240,Gold::N,ar,алтын
241,Gold::N,flori,алтын
242,Silber::N,argjend,күміс
243,Kohle::N,qymyr,көмір
244,Glas::N,qelq,шыны
245,Lehm::N,argjilë,балшық
246,Sand::N,rërë,құм
247,Mensch::N,njeri,адам
248,Mann::N,burrë,еркек
249,Mann::N,burrë,ер адам
250,Mann::N,mashkull,еркек
251,Mann::N,mashkull,ер адам
252,Frau::N,grua,бике
253,Frau::N,grua,қатын
254,Frau::N,femër,бике
255,Frau::N,femër,қатын
256,Kind::N,kalama,бала
257,Kind::N,kalama,перзент
258,Junge::N,djalë,бала
259,Junge::N,djalë,ер бала
260,Mädchen::N,gocë,қыз
261,Mädchen::N,vajzë,қыз
262,Familie::N,familje,жанұя
263,Großvater::N,gjysh,ата
264,Großmutter::N,gjyshe,әже
265,Großmutter::N,gjyshe,әжей
266,Eltern::N,prindër,ата-аналар
267,Vater::N,atë,әке
268,Mutter::N,nënë,ана
269,Sohn::N,bir,ұл
270,Tochter::N,bijë,қызым
271,Bruder::N,vëlla,бауырым
272,Schwester::N,motër,әпке
273,Onkel::N,dajë,көке
274,Onkel::N,xhaxha,көке
275,Tante::N,teze,тәте
276,Tante::N,hallë,тәте
277,Ehemann::N,burrë,ер
278,Ehemann::N,bashkëshort,ер
279,Ehefrau::N,grua,зайып
280,Ehefrau::N,bashkëshorte,зайып
281,Freude::N,gaz,қуаныш
282,Freude::N,gaz,сүйініш
283,Freude::N,gaz,шат-думан
284,Freude::N,gaz,қуаныштылық
285,Freude::N,gëzim,қуаныш
286,Freude::N,gëzim,сүйініш
287,Freude::N,gëzim,шат-думан
288,Freude::N,gëzim,қуаныштылық
289,Gelächter::N,qeshje,күлу
290,Glück::N,lumturi,бақыт
291,Glück::N,lumturi,бақыттылық
292,Kummer::N,brengë,аза
293,Kummer::N,brengë,қайғы
294,Kummer::N,brengë,қасырет
295,Kummer::N,pikëllim,аза
296,Kummer::N,pikëllim,қайғы
297,Kummer::N,pikëllim,қасырет
298,Wunsch::N,dëshirë,мүдде
299,Lust::N,epsh,тәбет
300,Lust::N,epsh,ынтызар
301,Lust::N,epsh,құштарлық
302,Lust::N,dashuri,тәбет
303,Lust::N,dashuri,ынтызар
304,Lust::N,dashuri,құштарлық
305,Geist::N,frymë,рух
306,Geist::N,shpirt,рух
307,Gedanke::N,ide,ой
308,Gedanke::N,mendim,ой
309,Gedächtnis::N,kujtesë,ес
310,Gedächtnis::N,kujtesë,жады
311,Gedächtnis::N,kujtesë,ақыл-ес
312,Verstand::N,mend,ақыл
313,Verstand::N,mend,парасат
314,Sinn::N,kuptim,мән
315,Sinn::N,kuptim,маныз
316,Sinn::N,kuptim,мағына
317,Sinn::N,kuptim,мән-мағына
318,Grund::N,arsye,себеп
319,Wahrheit::N,vërtetë,рас
320,Gespräch::N,bisedim,әңгіме
321,Märchen::N,përrallë,ертеп
322,Märchen::N,përrallë,ертек
323,Erzählung::N,tregim,әңгіме
324,Nachricht::N,lajm,хабар
325,Neuigkeit::N,risi,жаңалық
326,Name::N,emër,ат
327,Name::N,emër,атау
328,Rätsel::N,gjëzë,жұмбақ
329,Rätsel::N,gjëegjëzë,жұмбақ
330,Rede::N,fjalim,сөз
331,Sprache::N,gjuhë,тіл
332,Stimme::N,zë,үн
333,Stimme::N,zë,әуен
334,Stimme::N,zë,дауыс
335,Wort::N,fjalë,сөз
336,Zeichen::N,shenjë,ишара
337,Ruf::N,thirrmë,айғай
338,Lärm::N,zhurmë,айғай-шу
339,Lärm::N,zhurmë,айғай-ұйғай
340,Laut::N,tingull,дыбыс
341,Laut::N,tingull,дауыс
342,Ton::N,ton,әуен
343,Lied::N,këngë,ән
344,Lied::N,këngë,жыр
345,Lied::N,këngë,ән-жыр
346,Ruhe::N,qetësi,тыныштық
347,Leute::N,botë,кісілер
348,Leute::N,njerëz,кісілер
349,Volk::N,popull,халық
350,Arbeit::N,punë,еңбек
351,Gast::N,mik,қонақ
352,Gast::N,mik,мейман
353,Gast::N,mysafir,қонақ
354,Gast::N,mysafir,мейман
355,Geschenk::N,dhuratë,қадия
356,Geschenk::N,peshqesh,қадия
357,Spiel::N,lojë,ойын
358,Gesellschaft::N,shoqëri,қауым
359,Gesellschaft::N,shoqëri,жұртшылық
360,Hilfe::N,ndihmë,жэрдем
361,Freund::N,mik,дос
362,Kamerad::N,shok,дос-жар
363,Angelegenheit::N,punë,жұмыс
364,Anzahl::N,sasi,сан
365,Anzahl::N,sasi,саны
366,Art::N,lloj,түр
367,Stück::N,copë,тілім
368,Teil::N,pjesë,үлес
369,Teil::N,pjesë,бөлшек
370,Hälfte::N,gjysmë,жарты
371,Kreis::N,qark,шеңбер
372,Kreis::N,rreth,шеңбер
373,Kreuz::N,kryq,крест
374,Linie::N,vijë,сызық
375,Strich::N,vizë,сызық
376,Abstand::N,distancë,ара
377,Abstand::N,distancë,аралық
378,Entfernung::N,largim,аралық
379,Gegend::N,vise,өңір
380,Gegend::N,krahinë,өңір
381,Platz::N,shesh,орны
382,Ort::N,vend,орын
383,Seite::N,anë,жақ
384,Seite::N,anë,бүйір
385,Mitte::N,mes,ортасы
386,Gegenstand::N,send,зат
387,Gegenstand::N,send,нәрсе
388,Sache::N,gjë,бұйым
389,Sache::N,send,бұйым
390,Rand::N,qoshe,шет
391,Rand::N,qoshe,шеті
392,Kante::N,teh,қыр
393,Kante::N,teh,қыры
394,Ecke::N,qoshe,қыры
395,Ecke::N,qoshe,бұрыш
396,Spitze::N,majë,ұшы
397,Ende::N,skaj,аяқ
398,Ende::N,skaj,соңы
399,Ende::N,bisht,аяқ
400,Ende::N,bisht,соңы
401,Loch::N,vrimë,тесік
402,Winkel::N,kënd,мүйіс
403,Muster::N,mostër,мәнер
404,Größe::N,madhësi,ауқым
405,Größe::N,madhësi,көлемдік
406,Länge::N,gjatësi,бой
407,Länge::N,gjatësi,ұзындық
408,Höhe::N,lartësi,жоғарылық
409,Höhe::N,lartësi,биіктік
410,Gewicht::N,peshë,салмақ
411,Menge::N,sasi,мөлшер
412,Haufen::N,grumbull,үйме
413,Haufen::N,grumbull,үйінді
414,Reihe::N,radhë,сап
415,Reihe::N,rresht,сап
416,Boot::N,barkë,қайық
417,Boot::N,lundër,қайық
418,Ruder::N,rrem,ескек
419,Schlitten::N,sajë,шана
420,Ski::N,ski,шаңғы
421,Lagerfeuer::N,flakadan,алау
422,Lagerfeuer::N,zjarr i madh,алау
423,Last::N,barrë,ауырлық
424,Last::N,barrë,ауыр зат
425,Gang::N,ecje,жүріс
426,Schritt::N,hap,адым
427,Norden::N,veri,солтүстік
428,Norden::N,veri,терістік
429,Süden::N,jug,оңтүстік
430,Westen::N,perëndim,батыс
431,Osten::N,lindje,күншығыс
432,Holz::N,dru,ағаш
433,Holz::N,dru,сүрек
434,Brett::N,dërrasë,тақта
435,Platte::N,pllakë,тақта
436,Stütze::N,shtyllë,тіреу
437,Stütze::N,mbështetesë,тіреу
438,Stange::N,shufër,қада
439,Stock::N,dajak,сойыл
440,Stab::N,shkop,сырық
441,Rohr::N,tub,құбыр
442,Haus::N,shtëpi,үй
443,Heim::N,konak,үйлі
444,Heim::N,konak,шаңырақ
445,Heim::N,shtëpi,үйлі
446,Heim::N,shtëpi,шаңырақ
447,Ofen::N,sobë,ошақ
448,Ofen::N,sobë,пеш
449,Ofen::N,stufë,ошақ
450,Ofen::N,stufë,пеш
451,Fußboden::N,dysheme,еден
452,Tisch::N,tryezë,үстел
453,Stuhl::N,karrige,орындық
454,Wiege::N,djep,бесік
455,Bett::N,shtrat,кереует
456,Regal::N,raft,сөре
457,Kiste::N,kuti,жәшік
458,Fenster::N,dritare,терезе
459,Tür::N,derë,есік
460,Tor::N,portë,дарбаза
461,Zaun::N,gardh,дуал
462,Dach::N,çati,шатыр
463,Leiter::N,shkallë,саты
464,Leiter::N,shkallë,басқыш
465,Besen::N,fshesë,сыпырғыш
466,Spaten::N,lopatë,күрек
467,Schaufel::N,qyrek,қалақ
468,Gabel::N,pirun,аша
469,Gabel::N,pirun,шанышқы
470,Löffel::N,lugë,қасық
471,Messer::N,thikë,пышақ
472,Nagel::N,gozhdë,мық
473,Nagel::N,gozhdë,шеге
474,Netz::N,rrjetë,керегекөз
475,Haken::N,grep,ілмек
476,Haken::N,grremç,ілмек
477,Griff::N,dorak,сап
478,Griff::N,dorak,тұтқа
479,Griff::N,dorezë,сап
480,Griff::N,dorezë,тұтқа
481,Schloss::N,bravë,құлып
482,Schloss::N,bravë,бекіткіш
483,Bild::N,tablo,сурет
484,Bild::N,pikturë,сурет
485,Figur::N,figurë,тұлға
486,Puppe::N,kukull,қуыршақ
487,Beutel::N,qese,қапшық
488,Beutel::N,trastë,қапшық
489,Bündel::N,deng,байлам
490,Tasche::N,çantë,дорба
491,Eimer::N,kovë,шелек
492,Deckel::N,kapak,жапқыш
493,Deckel::N,mbulesë,жапқыш
494,Geschirr::N,enë,ыдыс
495,Sack::N,thes,қап
496,Sack::N,torbë,қап
497,Tasse::N,filxhan,шыныаяқ
498,Topf::N,kusi,кәстрөл
499,Topf::N,tenxhere,кәстрөл
500,Kessel::N,kazan,қазан
501,Essen::N,ngrënie,ас
502,Nahrung::N,ushqim,ас
503,Nahrung::N,ushqim,тамақ
504,Speise::N,gatesë,тағам
505,Fleisch::N,mish,ет
506,Getreide::N,drithë,дәнді
507,Brei::N,qull,ботқа
508,Brot::N,bukë,күлше
509,Scheibe::N,fetë,тілім
510,Fett::N,lyrë,май
511,Fett::N,yndyrë,май
512,Butter::N,gjalpë,май
513,Öl::N,vaj,май
514,Salz::N,kripë,тұз
515,Suppe::N,supë,көже
516,Suppe::N,çorbë,көже
517,Honig::N,mjaltë,бал
518,Milch::N,qumësht,сүт
519,Tee::N,çaj,шай
520,Leder::N,lëkurë,көн
521,Wolle::N,lesh,жүн
522,Stoff::N,pëlhurë,мата
523,Stoff::N,pëlhurë,кездеме
524,Nadel::N,gjilpërë,ине
525,Faden::N,pe,жіп
526,Faden::N,fije,жіп
527,Knopf::N,kopsë,түйме
528,Knoten::N,komb,түйін
529,Farbe::N,bojë,рең
530,Kleidung::N,veshje,киім
531,Hemd::N,këmishë,жейде
532,Kragen::N,jakë,жаға
533,Ärmel::N,mëngë,жең
534,Hose::N,brekë,шалбар
535,Gürtel::N,rrip,белбеу
536,Mütze::N,kësulë,қалпақ
537,Schuh::N,këpucë,кебіс
538,Stiefel::N,çizme,етік
539,Ring::N,unazë,жүзік
540,Band::N,shirit,таспа
541,Kamm::N,krehër,тарақ
542,Spiegel::N,pasqyrë,айна
543,Riemen::N,rrip,қайыс
544,Schnur::N,litar,жіп
545,Schnur::N,cikomë,жіп
546,Leine::N,rrip,тізгін
547,Decke::N,batanije,көрпе
548,Kissen::N,jastëk,жастық
549,Tuch::N,shami,орамал
550,Handtuch::N,peshqir,сүлгі
551,Kraft::N,forcë,қуат
552,Kraft::N,forcë,қарқын
553,Kraft::N,forcë,әл-шама
554,Kraft::N,forcë,әл-дәрмен
555,Stärke::N,koll,әл
556,Stärke::N,koll,күш
557,Gesundheit::N,shëndet,денсаулык
558,Krankheit::N,sëmundje,ауру
559,Schmerz::N,dhimbje,ауру
560,Wunde::N,plagë,зақым
561,Wunde::N,plagë,жарақат
562,Fieber::N,ethe,безгек
563,Fieber::N,ethe,қалтырау
564,Fieber::N,ethe,қызу көтерілуі
565,Arznei::N,ilaç,дәрі
566,Arznei::N,ilaç,дәрі-дәрмек
567,Brücke::N,urë,көпір
568,Brunnen::N,pus,құдық
569,Weide::N,kullotë,өріс
570,Weide::N,kullotë,жайылым
571,Pfad::N,ravë,жол
572,Pfad::N,shteg,жол
573,Weg::N,udhë,жол
574,Weg::N,shteg,жол
575,Straße::N,rrugë,жол
576,Dorf::N,fshat,ауыл
577,Dorf::N,katund,ауыл
578,Stadt::N,qytet,қала
579,Stadt::N,qytet,шаһар
580,Brief::N,letër,хат
581,Brief::N,letër,жазу
582,Buch::N,libër,кітап
583,Buchstabe::N,shkronjë,әріп
584,Buchstabe::N,shkronjë,қаріп
585,Zeitung::N,gazetë,газет
586,Leben::N,jetë,өмір
587,Leben::N,jetë,тіршілік
588,Tod::N,mortje,опат
589,Grab::N,varr,мола
590,Grab::N,varr,мазар
591,Kirche::N,kishë,шіркеу
592,Sünde::N,mëkat,күнә
593,Sünde::N,gjynah,күнә
594,Gott::N,hy,алла
595,Gott::N,hy,құдай
596,Gott::N,hy,тәңірі
597,Gott::N,hy,пәруардігер
598,Gott::N,hy,жаратқан тәңірі
599,Gott::N,zot,алла
600,Gott::N,zot,құдай
601,Gott::N,zot,тәңірі
602,Gott::N,zot,пәруардігер
603,Gott::N,zot,жаратқан тәңірі
604,Arbeiter::N,punëtor,жүмысшы
605,Chef::N,shef,басшы
606,Chef::N,shef,жұмыс басқарушысы
607,Chef::N,drejtues,басшы
608,Chef::N,drejtues,жұмыс басқарушысы
609,Meister::N,mjeshtër,шебер
610,Meister::N,mjeshtër,өнерпаз
611,Arzt::N,mjek,дәрігер
612,Arzt::N,doktor,дәрігер
613,Lehrer::N,mësues,мұғалім
614,Lehrer::N,arsimtar,мұғалім
615,Geld::N,para,пұл
616,Geld::N,holla,пұл
617,Geschäft::N,ujdi,бизнес
618,Geschäft::N,biznes,бизнес
619,Laden::N,dyqan,дүкен
620,Preis::N,çmim,ақы
621,Preis::N,çmim,құны
622,Preis::N,çmim,нарық
623,Ware::N,mall,тауар
624,Nutzen::N,dobi,пайда
625,Nutzen::N,leverdi,пайда
626,Reichtum::N,kamje,бақ-дәулет
627,Reichtum::N,pasuri,бақ-дәулет
628,Welt::N,botë,әлем
629,Welt::N,botë,жиһан
630,Land::N,vend,аймақ
631,Staat::N,shtet,мемлекет
632,König::N,mbret,патша
633,Macht::N,fuqi,өкімет
634,Macht::N,fuqi,қожалық
635,Macht::N,pushtet,өкімет
636,Macht::N,pushtet,қожалық
637,Grenze::N,kufi,шек
638,Krieg::N,luftë,соғыс
639,Feind::N,armik,жау
640,Feind::N,armik,дұшпан
641,Gewalt::N,dhunë,зорлык
642,Gewalt::N,dhunë,зорлық-зомбылык
643,Kampf::N,luftim,күрес
644,Kampf::N,luftim,алыспақ
645,Bogen[Waffe]::N,hark,саржа
646,Pfeil::N,shigjetë,жебе
647,Gewehr::N,pushkë,қару
648,Fehler::N,gafë,әбес
649,Fehler::N,gafë,қаталық
650,Fehler::N,gabim,әбес
651,Fehler::N,gabim,қаталық
652,Lüge::N,gënjeshtër,өтірік
653,Schaden::N,dëm,зиян
654,Schaden::N,dëm,зарар
655,Schaden::N,zarar,зиян
656,Schaden::N,zarar,зарар
657,Unglück::N,fatkeqësi,пәле
658,Unglück::N,fatkeqësi,қасырет
659,Unglück::N,fatkeqësi,ауыртпалық
660,Schuld::N,faj,айыптылық
661,Alter::N,moshë,жас
662,Alter::N,moshë,жас шамасы
663,Schluss::N,fund,ада
664,Schluss::N,fund,бітуі
665,Zeit::N,kohë,уақыт
666,Tag::N,ditë,күн
667,Morgen::N,mëngjes,таң
668,Morgen::N,mëngjes,таңертең
669,Mittag::N,mesditë,талтүс
670,Abend::N,mbrëmje,кеш
671,Nacht::N,natë,түн
672,Woche::N,javë,апта
673,Monat::N,muaj,ай
674,Jahr::N,vit,жыл
675,Frühling::N,pranverë,көктем
676,Sommer::N,verë,жаз
677,Herbst::N,vjeshtë,күз
678,Winter::N,dimër,қыс
679,Januar::N,janar,каңтар
680,Februar::N,shkurt,ақпан
681,März::N,mars,наурыз
682,April::N,prill,сәуір
683,Mai::N,maj,мамыр
684,Juni::N,qershor,маусым
685,Juli::N,korrik,шілде
686,August::N,gusht,сүмбіле
687,August::N,gusht,тамыз
688,September::N,shtator,қыркүйек
689,Oktober::N,tetor,ақырап
690,November::N,nëntor,қараша
691,Dezember::N,dhjetor,желтоқсан
692,Montag::N,hënë,дүйсенбі
693,Dienstag::N,martë,сейсенбі
694,Mittwoch::N,mërkurë,сәрсенбі
695,Donnerstag::N,enjte,бейсенбі
696,Freitag::N,premte,жұма
697,Samstag::N,shtunë,сенбі
698,Sonntag::N,diel,жексембі
699,groß::A,madh,алпамсадай
700,klein::A,vogël,кішкене
701,klein::A,vogël,қарғадай
702,lang::A,gjatë,сопақ
703,lang::A,gjatë,сорайған
704,kurz::A,shkurtër,кеспелтек
705,breit::A,gjerë,айдынды
706,schmal::A,ngushtë,қысық
707,dicht::A,dendur,жиі
708,dick[Gegenstand]::A,trashë,шомбал
709,dünn::A,hollë,жұқа
710,dünn::A,hollë,жіңішке
711,fein::A,imët,қаңылтақ
712,fest::A,fortë,берік
713,fest::A,fortë,мызғымас
714,flach::A,sheshtë,жалпак
715,glatt::A,rrafshët,типыл
716,hart::A,fortë,қатты
717,weich::A,butë,жұмсақ
718,rund::A,rrumbullakët,домалақ
719,spitz::A,majëmprehtë,үшкір
720,scharf::A,mprehtë,сүйрік
721,stumpf::A,topitur,доғал
722,stumpf::A,topitur,өтпейтін
723,schwer::A,rëndë,салмақты
724,schön::A,bukur,сұлу
725,heiß::A,nxehtë,ыссы
726,warm::A,ngrohtë,жылы
727,kalt::A,ftohtë,аязды
728,kühl::A,freskët,салқын
729,frisch::A,pastër,таза
730,frisch::A,pastër,жаңа
731,feucht::A,lagësht,нам
732,feucht::A,lagësht,дымқылды
733,nass::A,lagur,сулы
734,trocken::A,thatë,құрғақ
735,voll::A,plotë,толы
736,leer::A,bosh,бос
737,leer::A,zbrazët,бос
738,offen::A,hapur,ашып қойылған
739,geschlossen::A,mbyllur,жабулы
740,sauber::A,dëlirë,дақсыз
741,sauber::A,dëlirë,мұнтаздай
742,schmutzig::A,ndyrë,айғыз
743,schmutzig::A,ndyrë,сатпақ
744,schmutzig::A,ndyrë,сатал-сатал
745,roh::A,gjallë,шикі
746,reif::A,arrirë,піскен
747,lecker::A,shijshëm,дәмді
748,süß::A,ëmbël,тәтті
749,bitter::A,hidhur,ащы
750,sauer::A,thartë,қышқыл
751,hell::A,me dritë,жарық
752,hell::A,me dritë,жарқын
753,dunkel::A,errët,қараңғы
754,schwarz::A,i zi,қара
755,weiß::A,bardhë,ақ
756,rot::A,kuq,қызыл
757,gelb::A,verdhë,сары
758,blau::A,blu,көк
759,blau::A,kaltër,көк
760,grün::A,blertë,жасыл
761,grün::A,gjelbër,жасыл
762,grau::A,hirtë,бозамық
763,grau::A,bojë hiri,бозамық
764,bunt::A,shumëngjyrëshëm,алабажак
765,billig::A,lirë,арзан
766,teuer::A,shtrenjtë,бағалы
767,wertvoll::A,çmuar,құнды
768,wertvoll::A,çmuar,қымбат
769,wertvoll::A,vlershëm,құнды
770,wertvoll::A,vlershëm,қымбат
771,blind::A,qorr,көзсіз
772,blind::A,qorr,көр
773,blind::A,qorr,көр_соқыр
774,blind::A,verbër,көзсіз
775,blind::A,verbër,көр
776,blind::A,verbër,көр_соқыр
777,taub::A,shurdhër,керең
778,taub::A,shurdhër,саңырау
779,kräftig::A,fuqishëm,қуатты
780,kräftig::A,fuqishëm,қарымды
781,stark::A,fortë,білекті
782,schwach::A,dobët,әлсіз
783,schwach::A,dobët,күшсіз
784,schwach::A,dobët,қайратсыз
785,fett::A,dhjamur,семіз
786,schlank::A,hollë,ашаң
787,hübsch::A,bukur,ажарлы
