,Concept_ID,br,eu
150,Fell::N,kreoñ,ile
151,Fell::N,kreoñ,larru
152,Flügel::N,askell,hego
153,Klaue::N,skilf,atzapar
154,Kralle::N,skilf,erpe
155,Kralle::N,skilf,atzapar
156,Schwanz::N,lost,isats
157,Schwanz::N,lost,buztan
158,Ei::N,vi,arrautza
159,Nest::N,neizh,habia
160,Bau::N,douarenn,ohantze
161,Tier::N,loen,abere
162,Tier::N,loen,piztia
163,Herde::N,tropell,saldo
164,Herde::N,tropell,abere talde
165,Kuh::N,buoc'h,behi
166,Bulle::N,tarv,zezen
167,Pferd::N,marc'h,zaldi
168,Schaf::N,dañvad,ardi
169,Schwein::N,pemoc'h,urde
170,Schwein::N,pemoc'h,txerri
171,Hund::N,ki,txakur
172,Katze::N,kazh,katu
173,Bär::N,arzh,hartz
174,Eichhörnchen::N,gwiñver,urtxintxa
175,Elch::N,karv-dour,altze
176,Fuchs::N,louarn,azeri
177,Hase::N,gad,erbi
178,Maus::N,logodenn,sagu
179,Wolf::N,bleiz,otso
180,Vogel::N,labous,txori
181,Vogel::N,labous,hegazti
182,Schwarm::N,nijad,aldra
183,Huhn::N,yar,oilo
184,Hahn::N,kilhog,oilar
185,Gans::N,gwazenn,antzara
186,Adler::N,erer,arrano
187,Ente::N,houad,ahate
188,Eule::N,toud,hontza
189,Kranich::N,garan,kurrilo
190,Krähe::N,bran,bele
191,Kuckuck::N,koukoug,kuku
192,Schwan::N,alarc'h,beltxarga
193,Fisch::N,pesk,arrain
194,Barsch::N,brell,perka
195,Hecht::N,beked,lutxo
196,Schlange[Tier]::N,naer,suge
197,Wurm::N,preñv,har
198,Spinne::N,kevnidenn,armiarma
199,Ameise::N,merion,inurri
200,Laus::N,laouenn,zorri
201,Mücke::N,moustik,eltxo
202,Fliege::N,kelienenn,euli
203,Schmetterling::N,balafenn,pinpirin
204,Schmetterling::N,balafenn,tximeleta
205,Beere::N,hog,baia
206,Apfel::N,aval,sagar
207,Pilz::N,kabell-touseg,onddo
208,Pilz::N,kabell-touseg,perretxiko
209,Zwiebel::N,ognonenn,tipula
210,Saat::N,had,haziak
211,Korn::N,ed,ale
212,Korn::N,ed,pikor
213,Heu::N,foenn,belar ondu
214,Schale::N,peliadur,azal
215,Falle::N,pech,harrapagailu
216,Schlinge::N,krouglas,bilur
217,Schlinge::N,krouglas,xedera
218,Asche::N,ludu,errauts
219,Dreck::N,fank,satsukeria
220,Eisen::N,houarn,burdina
221,Gold::N,aour,urre
222,Gold::N,aour,urregorri
223,Silber::N,arc'hant,zilar
224,Silber::N,arc'hant,urrezuri
225,Kohle::N,glaou,ikatz
226,Glas::N,gwer,beira
227,Sand::N,traezh,harea
228,Sand::N,traezh,hondar
229,Mensch::N,den,gizaki
230,Mann::N,den,gizon
231,Frau::N,maouez,andere
232,Frau::N,maouez,emakume
233,Kind::N,bugel,haur
234,Junge::N,paotr,mutil
235,Mädchen::N,plac'h,neska
236,Familie::N,familh,sendi
237,Familie::N,familh,familia
238,Großvater::N,tad-kozh,aitona
239,Großvater::N,tad-kozh,aitatxi
240,Großmutter::N,mamm-gozh,amona
241,Großmutter::N,mamm-gozh,amatxi
242,Eltern::N,kerent,gurasoak
243,Vater::N,tad,aita
244,Mutter::N,mamm,ama
245,Sohn::N,mab,seme
246,Tochter::N,merc'h,alaba
247,Bruder::N,breur,neba
248,Bruder::N,breur,anaia
249,Schwester::N,c'hoar,ahizpa
250,Onkel::N,eontr,osaba
251,Tante::N,moereb,izeba
252,Ehemann::N,gwaz,senar
253,Ehefrau::N,gwreg,emazte
254,Freude::N,levenez,poz
255,Freude::N,levenez,pozkari
256,Gelächter::N,c'hoarzherezh,barre
257,Gelächter::N,c'hoarzherezh,karkara
258,Glück::N,chañs,zori
259,Kummer::N,doan,xangrin
260,Kummer::N,doan,atsekabe
261,Wunsch::N,c'hoant,nahi
262,Wunsch::N,c'hoant,nahikunde
263,Lust::N,c'hoant,gogo
264,Geist::N,spered,gogo
265,Gedanke::N,soñj,gogoeta
266,Gedächtnis::N,eñvor,oroimen
267,Gedächtnis::N,eñvor,gogoramen
268,Verstand::N,skiant,adimen
269,Verstand::N,skiant,ulermen
270,Sinn::N,ster,zentzu
271,Grund::N,kaoz,zergati
272,Wahrheit::N,gwirionez,egia
273,Gespräch::N,kaozeadenn,hizketa
274,Gespräch::N,kaozeadenn,elkarrizketa
275,Märchen::N,kaoz korriganez,ipuin
276,Erzählung::N,kontadenn,edesti
277,Erzählung::N,kontadenn,kontakizun
278,Nachricht::N,keloù,albiste
279,Neuigkeit::N,kelaouenn,berri
280,Name::N,anv,izen
281,Rätsel::N,divinatez,asmakizun
282,Rede::N,diskour,hitzaldi
283,Rede::N,diskour,mintzaldi
284,Sprache::N,yezh,hizkuntza
285,Stimme::N,mouezh,ahots
286,Wort::N,ger,hitz
287,Zeichen::N,sin,agerbide
288,Zeichen::N,sin,agergarri
289,Ruf::N,galv,dei
290,Lärm::N,trouz,zarata
291,Lärm::N,trouz,harrabots
292,Ton::N,ton,tonu
293,Ton::N,ton,soinu
294,Lied::N,kanaouenn,abesti
295,Ruhe::N,sioulded,nasaitasun
296,Leute::N,tud,jende
297,Volk::N,pobl,herri
298,Volk::N,pobl,populu
299,Arbeit::N,labour,lan
300,Gast::N,kouviad,arrotz
301,Gast::N,kouviad,apopilo
302,Geschenk::N,prof,opari
303,Spiel::N,c'hoari,jolas
304,Gesellschaft::N,kompagnunezh,gizarte
305,Gesellschaft::N,kavandad,gizarte
306,Hilfe::N,sikour,helpide
307,Hilfe::N,sikour,laguntza
308,Freund::N,mignon,lagun
309,Kamerad::N,kamarad,adiskide
310,Kamerad::N,kamarad,lagunkide
311,Angelegenheit::N,afer,afera
312,Anzahl::N,niver,kopuru
313,Art::N,sort,mota
314,Stück::N,tamm,puska
315,Teil::N,pezh,atal
316,Hälfte::N,hanterenn,erdi
317,Kreis::N,kelc'h,biribilki
318,Kreuz::N,kroaz,gurutze
319,Linie::N,linenn,linea
320,Strich::N,tenn,marra
321,Abstand::N,distok,tarte
322,Entfernung::N,keid,urrunera
323,Entfernung::N,kehid,urrunera
324,Gegend::N,korn-bro,alderdi
325,Gegend::N,korn-bro,eskualde
326,Platz::N,plasenn,leku
327,Ort::N,lec'h,toki
328,Seite::N,tu,albo
329,Mitte::N,kreiz,erdi
330,Gegenstand::N,tra,gauzaki
331,Sache::N,tra,gauza
332,Rand::N,kantenn,ertz
333,Kante::N,kantenn,ertz
334,Ecke::N,korn,kantoi
335,Spitze::N,begell,punta
336,Ende::N,dibenn,buru
337,Ende::N,dibenn,mutur
338,Loch::N,toull,zulo
339,Muster::N,tresadenn,eredu
340,Muster::N,tresadenn,marrazki
341,Größe::N,ment,kaizu
342,Größe::N,ment,tamaina
343,Länge::N,hirder,luzera
344,Höhe::N,uhelder,goiera
345,Höhe::N,uhelder,garaiera
346,Gewicht::N,pouez,hazta
347,Menge::N,bern,kopuru
348,Haufen::N,bern,pila
349,Haufen::N,bern,mendoi
350,Reihe::N,steud,ilara
351,Reihe::N,steud,errenkada
352,Boot::N,bag,potin
353,Boot::N,bag,txalupa
354,Ruder::N,roeñv,arraun
355,Schlitten::N,trainell,lera
356,Schlitten::N,trainell,narra
357,Ski::N,ski,eski
358,Last::N,karg,zama
359,Last::N,karg,karga
360,Gang::N,kerzh,ibilera
361,Schritt::N,paz,pauso
362,Schritt::N,paz,urrats
363,Norden::N,norzh,ipar
364,Norden::N,norzh,iparralde
365,Norden::N,hanternoz,ipar
366,Norden::N,hanternoz,iparralde
367,Süden::N,su,hego
368,Süden::N,su,hegoalde
369,Süden::N,kreisteiz,hego
370,Süden::N,kreisteiz,hegoalde
371,Westen::N,kuzh-heol,sartalde
372,Westen::N,kuzh-heol,mendebalde
373,Osten::N,reter,ekialde
374,Osten::N,reter,sortalde
375,Osten::N,sav-heol,ekialde
376,Osten::N,sav-heol,sortalde
377,Holz::N,koad,zur
378,Brett::N,plankenn,ohol
379,Platte::N,plakenn,lauza
380,Stütze::N,harp,irozgarri
381,Stütze::N,harp,bermagailu
382,Stange::N,sparl,haga
383,Stock::N,bazh,makila
384,Stab::N,bazh,makila
385,Rohr::N,tub,hodi
386,Rohr::N,korz,hodi
387,Haus::N,ti,etxe
388,Heim::N,kêr,etxe
389,Heim::N,kêr,etxaleku
390,Ofen::N,forn,berogailu
391,Fußboden::N,plañchod,zoru
392,Tisch::N,taol,mahai
393,Stuhl::N,kador,aulki
394,Wiege::N,kavell,kuma
395,Wiege::N,kavell,sehaska
396,Bett::N,gwele,ohe
397,Bett::N,gwele,ohatze
398,Regal::N,estajerenn,apalategi
399,Kiste::N,kased,kutxa
400,Fenster::N,prenestr,leiho
401,Tür::N,dor,ate
402,Tor::N,portal,atari
403,Zaun::N,sklotur,hesi
404,Dach::N,toenn,teilatu
405,Leiter::N,skeul,zurubi
406,Besen::N,skubell,erratz
407,Spaten::N,pal,burdinpala
408,Schaufel::N,pal,pala
409,Gabel::N,fourchetez,sardexka
410,Löffel::N,loa,koilara
411,Messer::N,kontell,aizto
412,Nagel::N,tach,iltze
413,Netz::N,roued,sare
414,Haken::N,krog,mako
415,Griff::N,kemer,eskutoki
416,Schloss::N,potenn,sarraila
417,Bild::N,skeudenn,irudi
418,Figur::N,skeud,figura
419,Figur::N,figur,figura
420,Puppe::N,merc'hodenn,panpina
421,Puppe::N,merc'hodenn,andrakila
422,Beutel::N,sac'h,zorro
423,Bündel::N,feskenn,azao
424,Bündel::N,feskenn,espal
425,Tasche::N,sac'h,poltsa
426,Eimer::N,sailh,treska
427,Deckel::N,pallenn,tapa
428,Deckel::N,pallenn,estalki
429,Geschirr::N,listriaj,baxera
430,Geschirr::N,listriaj,ontziteria
431,Sack::N,sac'h,zaku
432,Tasse::N,tas,kikara
433,Topf::N,pod,ontzi
434,Topf::N,pod,lapiko
435,Kessel::N,chaodouron,pazia
436,Essen::N,pred,janaldi
437,Nahrung::N,boued,jan
438,Speise::N,meuz,jaki
439,Fleisch::N,kig,okela
440,Fleisch::N,kig,haragi
441,Getreide::N,ed,labore
442,Brei::N,yod,ahi
443,Brei::N,yod,pure
444,Brot::N,bara,ogi
445,Scheibe::N,tailhenn,xerra
446,Scheibe::N,tailhenn,pirripita
447,Fett::N,lard,urin
448,Fett::N,lard,koipe
449,Butter::N,amann,gurin
450,Öl::N,eoul,olio
451,Salz::N,holen,gatz
452,Suppe::N,soubenn,zopa
453,Suppe::N,soubenn,salda
454,Honig::N,mel,ezti
455,Milch::N,laezh,esne
456,Tee::N,te,te
457,Leder::N,lêr,larru
458,Wolle::N,gloan,artile
459,Stoff::N,danvez,ehun
460,Nadel::N,nadoz,orratz
461,Nadel::N,nadoz,jostorratz
462,Faden::N,neudenn,hari
463,Knopf::N,bouton,botoi
464,Knoten::N,skoulm,korapilo
465,Farbe::N,liv,pintura
466,Kleidung::N,dilhad,arropa
467,Kleidung::N,dilhad,jantziak
468,Hemd::N,roc'hed,atorra
469,Hemd::N,roc'hed,alkandora
470,Kragen::N,gouzoug,idun
471,Ärmel::N,milgin,mahuka
472,Hose::N,bragoù,prakak
473,Hose::N,bragoù,galtzak
474,Gürtel::N,gouriz,gerriko
475,Mütze::N,boned,txano
476,Mütze::N,boned,txapel
477,Schuh::N,botez,oski
478,Schuh::N,botez,oinetako
479,Stiefel::N,botez,bota
480,Ring::N,gwalenn,uztai
481,Band::N,bagad,zinta
482,Band::N,bagad,xingola
483,Kamm::N,krib,orrazi
484,Spiegel::N,melezour,mirail
485,Riemen::N,lerenn,uhal
486,Schnur::N,kordenn,lokailu
487,Leine::N,roll,lotura
488,Decke::N,golo,burusi
489,Kissen::N,goubenner,kuxin
490,Tuch::N,mezher,zapi
491,Tuch::N,mezher,oihal
492,Handtuch::N,toailhon,eskuzapi
493,Handtuch::N,toailhon,eskuoihal
494,Kraft::N,nerzh,indar
495,Stärke::N,nerzhder,indar
496,Gesundheit::N,yec'hed,osasun
497,Krankheit::N,klañved,eritasun
498,Krankheit::N,klañved,gaixotasun
499,Schmerz::N,poan,min
500,Schmerz::N,droug,min
501,Wunde::N,gloazadenn,zauri
502,Fieber::N,terzhienn,sukar
503,Arznei::N,louzoù,osagai
504,Arznei::N,louzoù,sendagai
505,Brücke::N,pont,zubi
506,Brunnen::N,puñs,putzu
507,Weide::N,prad,alha
508,Weide::N,prad,bazkaleku
509,Pfad::N,gwenodenn,zidor
510,Pfad::N,gwenodenn,bidexka
511,Weg::N,hent,bide
512,Straße::N,ru,errepide
513,Straße::N,hent,errepide
514,Dorf::N,kêr,herri
515,Dorf::N,kêriadenn,herri
516,Stadt::N,kêr,hiri
517,Brief::N,lizher,gutun
518,Brief::N,lizher,eskutitz
519,Buch::N,levr,liburu
520,Buchstabe::N,lizherenn,hizki
521,Zeitung::N,kazetenn,egunkari
522,Leben::N,buhez,bizi
523,Leben::N,buhez,bizitza
524,Tod::N,marv,herio
525,Tod::N,marv,heriotza
526,Grab::N,bez,hobi
527,Grab::N,bez,hilobi
528,Kirche::N,iliz,eliza
529,Sünde::N,pec'hed,hoben
530,Sünde::N,pec'hed,bekatu
531,Gott::N,doue,jainko
532,Arbeiter::N,labourer,langile
533,Arbeiter::N,labourer,behargin
534,Arbeiter::N,micherour,langile
535,Arbeiter::N,micherour,behargin
536,Chef::N,penn,nagusi
537,Meister::N,mestr,maisu
538,Arzt::N,mezeg,osagile
539,Arzt::N,mezeg,sendagile
540,Arzt::N,medisin,osagile
541,Arzt::N,medisin,sendagile
542,Lehrer::N,skolaer,irakasle
543,Lehrer::N,kelenner,irakasle
544,Geld::N,arc'hant,diru
545,Geschäft::N,stal,negozio
546,Laden::N,stal,denda
547,Laden::N,stal,saltegi
548,Preis::N,priz,prezio
549,Preis::N,priz,salneurri
550,Ware::N,marc'hadourezh,salgai
551,Nutzen::N,gounidegezh,onura
552,Nutzen::N,gounidegezh,probetxu
553,Nutzen::N,lañs,onura
554,Nutzen::N,lañs,probetxu
555,Nutzen::N,profit,onura
556,Nutzen::N,profit,probetxu
557,Nutzen::N,spleit,onura
558,Nutzen::N,spleit,probetxu
559,Reichtum::N,pinvidigezh,aberastasun
560,Welt::N,douar,ludi
561,Welt::N,douar,mundu
562,Land::N,bro,herrialde
563,Staat::N,stad,estatu
564,König::N,roue,errege
565,Macht::N,galloud,botere
566,Grenze::N,harzoù,muga
567,Krieg::N,brezel,guda
568,Feind::N,eneber,etsai
569,Feind::N,eneber,arerio
570,Gewalt::N,tâerder,bortxa
571,Gewalt::N,tâerder,bortizkeria
572,Kampf::N,kann,gudu
573,Kampf::N,kann,auska
574,Bogen[Waffe]::N,gwareg,arku
575,Pfeil::N,saezh,gezi
576,Gewehr::N,fuzuilh,fusil
577,Fehler::N,fazi,huts
578,Fehler::N,fazi,hutsegin
579,Lüge::N,gaou,gezur
580,Schaden::N,gwall,kalte
581,Unglück::N,gwalleur,zoritxar
582,Unglück::N,gwalleur,zorigaitz
583,Schuld::N,kablusted,erru
584,Schuld::N,pec'hedigezh,erru
585,Alter::N,oad,adin
586,Schluss::N,diwezh,bukaera
587,Zeit::N,amzer,aldi
588,Zeit::N,amzer,denbora
589,Tag::N,deizh,egun
590,Morgen::N,beure,goiz
591,Morgen::N,mintin,goiz
592,Mittag::N,kreisteiz,eguerdi
593,Abend::N,abardaez,arrats
594,Nacht::N,noz,gau
595,Woche::N,sizhun,aste
596,Monat::N,miz,hil
597,Jahr::N,bloaz,urte
598,Frühling::N,nevezamzer,udalehen
599,Sommer::N,hañv,uda
600,Herbst::N,diskaramzer,udazken
601,Herbst::N,diskaramzer,neguantz
602,Winter::N,goañv,negu
603,Januar::N,Genver,urtarril
604,Februar::N,C'hwevrer,otsail
605,März::N,Meurzh,martxo
606,April::N,Ebrel,apiril
607,Mai::N,Mae,maiatz
608,Juni::N,Mezheven,ekain
609,Juli::N,Gouhere,uztail
610,August::N,Eost,abuztu
611,September::N,Gwengolo,irail
612,Oktober::N,Here,urri
613,November::N,Du,azaro
614,Dezember::N,Kerzu,abendu
615,Montag::N,Lun,astelehen
616,Dienstag::N,Meurzh,astearte
617,Mittwoch::N,Merc'her,asteazken
618,Donnerstag::N,Yaou,ostegun
619,Freitag::N,Gwener,ostiral
620,Samstag::N,Sadorn,larunbat
621,Sonntag::N,Sul,igande
622,groß::A,bras,handi
623,klein::A,bihan,txiki
624,lang::A,hir,luze
625,kurz::A,berr,labur
626,breit::A,ledan,zabal
627,schmal::A,strizh,mehar
628,dicht::A,stank,sarri
629,dicht::A,stank,trinko
630,dick[Gegenstand]::A,tev,lodi
631,dünn::A,moan,mehe
632,fein::A,munut,fin
633,fest::A,start,tinko
634,flach::A,plaen,lau
635,flach::A,plaen,ordoki
636,glatt::A,lintr,leun
637,glatt::A,levn,leun
638,hart::A,kalet,gogor
639,weich::A,blot,bigun
640,weich::A,blot,beratz
641,rund::A,ront,biribil
642,spitz::A,poentet,puntadun
643,scharf::A,dremm,zorrotz
644,stumpf::A,talsoc'h,kamuts
645,schwer::A,pounner,astun
646,schwer::A,pounner,pisutsu
647,schön::A,kaer,eder
648,heiß::A,tomm,bero
649,heiß::A,tomm,oso bero
650,warm::A,tomm,bero
651,kalt::A,yen,hotz
652,kühl::A,yen,hotzil
653,frisch::A,fresk,fresko
654,frisch::A,fresk,hozkirri
655,feucht::A,gleb,heze
656,nass::A,gleb,busti
657,trocken::A,sec'h,siku
658,trocken::A,sec'h,lehor
659,voll::A,leun,bete
660,leer::A,goullo,huts
661,offen::A,digor,ireki
662,geschlossen::A,serr,itxita
663,sauber::A,naet,xahu
664,sauber::A,naet,garbi
665,schmutzig::A,lous,lohi
666,schmutzig::A,lous,zikin
667,roh::A,kriz,gordin
668,reif::A,darev,umo
669,reif::A,darev,heldu
670,lecker::A,lipous,goxo
671,lecker::A,saourus,goxo
672,süß::A,dous,goxo
673,bitter::A,c'hwerv,karmin
674,bitter::A,c'hwerv,garratz
675,sauer::A,trenk,mingots
676,hell::A,sklaer,argi
677,dunkel::A,teñval,ilun
678,schwarz::A,du,beltz
679,weiß::A,gwenn,zuri
680,rot::A,ruz,gorri
681,gelb::A,melen,hori
682,blau::A,glas,urdin
683,grün::A,gwer,berde
684,grün::A,gwer,musker
685,grau::A,louet,urdin
686,grau::A,louet,urdinabar
687,bunt::A,liesliv,koloretsu
688,billig::A,marc'had-mat,merke
689,teuer::A,ker,garesti
690,wertvoll::A,prizius,baliotsu
691,blind::A,dall,itsu
692,taub::A,bouzar,gor
693,kräftig::A,start,kementsu
694,stark::A,kreñv,bizkor
695,stark::A,kreñv,indartsu
696,schwach::A,gwan,ahul
697,schwach::A,gwan,indargabe
698,fett::A,lard,gizen
699,schlank::A,sinkl,lerden
700,hübsch::A,koant,polit
701,böse::A,gwall,tzar
702,böse::A,gwall,gaizto
703,dumm::A,glep,lelo
704,dumm::A,glep,pello
705,faul::A,lezirek,nagi
706,faul::A,lezirek,alfer
707,fleißig::A,studius,maratz
708,fleißig::A,studius,lanzale
709,geizig::A,tost,zeken
710,geizig::A,tost,zikoitz
711,klug::A,speredek,zuhur
712,geschickt::A,dornet,trebe
713,geschickt::A,dornet,antzetsu
714,lieb::A,koant,maite
715,lieb::A,koant,laztan
716,lustig::A,laouen,alaitsu
717,sanft::A,flour,eme
718,sanft::A,flour,ezti
719,hungrig::A,marnaon,gose
720,krank::A,klañv,eri
721,krank::A,klañv,gaixo
722,nackt::A,noazh,biluzi
723,traurig::A,trist,itun
724,traurig::A,trist,betilun
725,lebendig::A,bev,bizirik
726,gut::A,mad,on
727,schlecht::A,fall,txar
728,schlecht::A,gwall,txar
729,richtig::A,reizh,zuzen
730,schlimm::A,gwall,larri
731,wahr::A,gwir,egiazko
732,alt::A,kozh,zahar
733,neu::A,nevez,berri
734,ehemalig::A,kozh,lehengo
735,alt[Lebewesen]::A,kozh,adindun
736,jung::A,yaouank,gazte
737,arm::A,paour,txiro
738,arm::A,paour,behartsu
739,reich::A,pinvidik,dirudun
740,bekannt::A,anavezet,ezagun
741,berühmt::A,brudet,entzun
742,berühmt::A,brudet,ospetsu
743,fremd::A,dizanav,arrotz
744,verschieden::A,disheñel,ezberdin
745,verschieden::A,disheñel,desberdin
746,nah::A,nes,hurre
747,nah::A,nes,hurbil
748,fern::A,diabell,urrun
749,linker::A,kleiz,ezker
750,rechter::A,dehoù,eskuin
751,anderer::A,all,beste
752,erster::A,kentañ,lehen
753,erster::A,kentañ,aurren
754,zweiter::A,eil,bigarren
755,dritter::A,trede,hirugarren
756,letzter::A,diwezhañ,azken
757,letzter::A,diwezhañ,hondar
758,allein::ADV,e-unan,bakarrik
759,auf einmal::ADV,ar un dro,batera
760,zusammen::ADV,asambles,elkarrekin
761,lange::ADV,pell,luzaro
762,plötzlich::ADV,en un taol,bat-batean
763,sofort::ADV,diouzhtu,berehala
764,später::ADV,diwezhatoc'h,gero
765,jetzt::ADV,bremañ,orain
766,heute::ADV,hiziv,gaur
767,morgen::ADV,arc'hoazh,bihar
768,bald::ADV,hepdale,aurki
769,bald::ADV,hepdale,laster
770,dann::ADV,a-c'houde,ondoren
771,gestern::ADV,dec'h,atzo
772,einst::ADV,gwechall,antzina
773,damals::ADV,neuze,orduan
774,danach::ADV,goude,gerora
775,danach::ADV,goude,ondoren
776,vorher::ADV,diagent,lehenago
777,zuerst::ADV,da gentañ,aurrena
778,zuerst::ADV,da gentañ,lehenbizi
779,einmal::ADV,ur wech,behin
780,einmal::ADV,ur wech,aldi bat
781,manchmal::ADV,a-wechoù,batzuetan
782,manchmal::ADV,a-wechoù,zenbaitetan
783,oft::ADV,alies,maiz
784,oft::ADV,alies,askotan
785,immer::ADV,atav,beti
786,immer::ADV,bepred,beti
787,niemals::ADV,gwech ebet,inoiz ez
788,niemals::ADV,gwech ebet,sekula ez
789,hier::ADV,amañ,hemen
790,hierhin::ADV,dre amañ,hona
791,von hier::ADV,alemañ,hemendik
792,von hier::ADV,alemañ,honetatik
793,dort::ADV,aze,han
794,dort::ADV,ahont,han
795,dorthin::ADV,di,hara
796,dorthin::ADV,aze,hara
797,dorthin::ADV,ahont,hara
798,geradeaus::ADV,war-eeun,artez
799,vorwärts::ADV,war-raok,aurrera
800,rückwärts::ADV,war-lerc'h,atzera
801,rückwärts::ADV,war-lerc'h,atzerantz
802,zurück::ADV,war-dreñv,atzera
803,unten::ADV,en traoñ,behean
804,hinab::ADV,a-izel,behera
805,hinab::ADV,a-izel,beherantz
806,oben::ADV,en nec'h,goian
807,hinauf::ADV,e-krec'h,gora
808,hinauf::ADV,e-krec'h,gorantz
809,überall::ADV,dre-holl,edonon
810,nicht::ADV,ne ... ket,ez
