,Concept_ID,ru,es
160,Bär::N,медведь,oso
161,Eichhörnchen::N,белка,ardilla
162,Elch::N,лось,alce
163,Fuchs::N,лиса,zorro
164,Hase::N,заяц,liebre
165,Maus::N,мышь,ratón
166,Wolf::N,волк,lobo
167,Vogel::N,птица,ave
168,Vogel::N,птица,pájaro
169,Schwarm::N,стая,bandada
170,Huhn::N,курица,gallina
171,Hahn::N,петух,gallo
172,Gans::N,гусь,oca
173,Gans::N,гусь,ganso
174,Adler::N,орел,águila
175,Ente::N,утка,pato
176,Eule::N,сова,lechuza
177,Kranich::N,журавль,grulla
178,Krähe::N,ворона,corneja
179,Kuckuck::N,кукушка,cuco
180,Schwan::N,лебедь,cisne
181,Fisch::N,рыба,pez
182,Barsch::N,окунь,perca
183,Hecht::N,щука,lucio
184,Schlange[Tier]::N,змея,serpiente
185,Wurm::N,червяк,gusano
186,Spinne::N,паук,araña
187,Ameise::N,муравей,hormiga
188,Laus::N,вошь,piojo
189,Mücke::N,комар,mosquito
190,Fliege::N,муха,mosca
191,Schmetterling::N,бабочка,mariposa
192,Beere::N,ягода,baya
193,Apfel::N,яблоко,manzana
194,Pilz::N,гриб,seta
195,Pilz::N,гриб,hongo
196,Zwiebel::N,луковица,cebolla
197,Saat::N,семя,siembra
198,Korn::N,зерно,grano
199,Heu::N,сено,heno
200,Schale::N,шелуха,cáscara
201,Grube::N,яма,foso
202,Falle::N,ловушка,trampa
203,Schlinge::N,силок,lazo
204,Spur::N,след,huella
205,Asche::N,зола,ceniza
206,Asche::N,пепел,ceniza
207,Dreck::N,грязь,suciedad
208,Eisen::N,железо,hierro
209,Gold::N,золото,oro
210,Silber::N,серебро,plata
211,Kohle::N,уголь,carbón
212,Glas::N,стекло,vidrio
213,Glas::N,стекло,cristal
214,Lehm::N,глина,barro
215,Sand::N,песок,arena
216,Mensch::N,человек,hombre
217,Mensch::N,человек,ser humano
218,Mann::N,мужчина,hombre
219,Frau::N,женщина,mujer
220,Kind::N,ребенок,niño
221,Junge::N,мальчик,chico
222,Junge::N,мальчик,muchacho
223,Mädchen::N,девочка,chica
224,Mädchen::N,девочка,muchacha
225,Familie::N,семья,familia
226,Großvater::N,дедушка,abuelo
227,Großmutter::N,бабушка,abuela
228,Eltern::N,родители,padres
229,Vater::N,отец,padre
230,Mutter::N,мать,madre
231,Sohn::N,сын,hijo
232,Tochter::N,дочь,hija
233,Bruder::N,брат,hermano
234,Schwester::N,сестра,hermana
235,Onkel::N,дядя,tío
236,Tante::N,тетя,tía
237,Ehemann::N,муж,esposo
238,Ehefrau::N,жена,esposa
239,Freude::N,радость,placer
240,Freude::N,радость,alegría
241,Gelächter::N,смех,risa
242,Gelächter::N,смех,carcajada
243,Glück::N,счастье,felicidad
244,Kummer::N,горе,pena
245,Wunsch::N,желание,deseo
246,Lust::N,влечение,ganas
247,Geist::N,дух,mente
248,Geist::N,дух,espíritu
249,Gedanke::N,мысль,idea
250,Gedanke::N,мысль,pensamiento
251,Gedächtnis::N,память,memoria
252,Verstand::N,ум,razón
253,Verstand::N,ум,entendimiento
254,Sinn::N,смысл,sentido
255,Sinn::N,смысл,significado
256,Grund::N,повод,causa
257,Wahrheit::N,правда,verdad
258,Gespräch::N,беседа,conversación
259,Märchen::N,сказка,cuento
260,Erzählung::N,рассказ,cuento
261,Erzählung::N,рассказ,narración
262,Nachricht::N,сообщение,mensaje
263,Neuigkeit::N,новость,noticia
264,Name::N,имя,nombre
265,Rätsel::N,загадка,acertijo
266,Rätsel::N,загадка,adivinanza
267,Rede::N,речь,discurso
268,Sprache::N,язык,lengua
269,Stimme::N,голос,voz
270,Wort::N,слово,palabra
271,Zeichen::N,знак,señal
272,Ruf::N,зов,llamada
273,Lärm::N,шум,ruido
274,Lärm::N,шум,barullo
275,Laut::N,звук,sonido
276,Ton::N,звучание,tono
277,Lied::N,песня,canción
278,Ruhe::N,покой,calma
279,Ruhe::N,покой,silencio
280,Leute::N,люди,gente
281,Volk::N,народ,pueblo
282,Arbeit::N,работа,trabajo
283,Gast::N,гость,huésped
284,Gast::N,гость,invitado
285,Geschenk::N,подарок,regalo
286,Spiel::N,игра,juego
287,Gesellschaft::N,общество,compañía
288,Hilfe::N,помощь,ayuda
289,Hilfe::N,помощь,socorro
290,Freund::N,друг,amigo
291,Kamerad::N,приятель,camarada
292,Kamerad::N,приятель,compañero
293,Angelegenheit::N,дело,asunto
294,Anzahl::N,количество,cantidad
295,Art::N,вид,tipo
296,Art::N,вид,clase
297,Stück::N,кусок,pieza
298,Teil::N,часть,parte
299,Hälfte::N,половина,mitad
300,Kreis::N,круг,círculo
301,Kreuz::N,крест,cruz
302,Linie::N,линия,línea
303,Strich::N,черта,raya
304,Strich::N,черта,trazo
305,Abstand::N,промежуток,distancia
306,Entfernung::N,расстояние,distancia
307,Gegend::N,местность,región
308,Gegend::N,местность,comarca
309,Platz::N,пространство,espacio
310,Ort::N,место,sitio
311,Seite::N,сторона,lado
312,Seite::N,сторона,costado
313,Mitte::N,середина,medio
314,Mitte::N,середина,centro
315,Gegenstand::N,предмет,objeto
316,Sache::N,вещь,cosa
317,Rand::N,край,borde
318,Kante::N,ребро,borde
319,Ecke::N,угол,esquina
320,Spitze::N,кончик,punta
321,Ende::N,конец,cabo
322,Ende::N,конец,extremo
323,Loch::N,дыра,agujero
324,Loch::N,дыра,abertura
325,Winkel::N,угол,ángulo
326,Muster::N,узор,dibujo
327,Größe::N,размер,tamaño
328,Länge::N,длина,longitud
329,Höhe::N,высота,altura
330,Höhe::N,высота,altitud
331,Gewicht::N,вес,peso
332,Menge::N,количество,cantidad
333,Haufen::N,куча,montón
334,Reihe::N,ряд,fila
335,Boot::N,лодка,bote
336,Boot::N,лодка,barca
337,Ruder::N,весло,remo
338,Schlitten::N,сани,trineo
339,Ski::N,лыжа,esquí
340,Lagerfeuer::N,костер,hoguera
341,Last::N,тяжесть,carga
342,Gang::N,ход,marcha
343,Schritt::N,шаг,paso
344,Norden::N,север,norte
345,Süden::N,юг,sur
346,Westen::N,запад,oeste
347,Osten::N,восток,este
348,Holz::N,древесина,madera
349,Brett::N,доска,tabla
350,Platte::N,плита,placa
351,Platte::N,плита,plancha
352,Stütze::N,подпорка,sostén
353,Stütze::N,подпорка,soporte
354,Stange::N,жердь,vara
355,Stange::N,жердь,percha
356,Stock::N,палка,palo
357,Stock::N,палка,bastón
358,Stab::N,шест,vara
359,Stab::N,шест,bastón
360,Rohr::N,труба,tubo
361,Haus::N,дом,casa
362,Heim::N,дом,hogar
363,Ofen::N,печь,estufa
364,Fußboden::N,пол,suelo
365,Tisch::N,стол,mesa
366,Stuhl::N,стул,silla
367,Wiege::N,колыбель,cuna
368,Bett::N,постель,cama
369,Regal::N,полка,estantería
370,Kiste::N,ящик,caja
371,Fenster::N,окно,ventana
372,Tür::N,дверь,puerta
373,Tor::N,ворота,puerta
374,Zaun::N,забор,valla
375,Zaun::N,забор,cercado
376,Dach::N,крыша,techo
377,Dach::N,крыша,tejado
378,Leiter::N,лестница,escalera
379,Besen::N,метла,escoba
380,Spaten::N,лопата,pala
381,Schaufel::N,совок,pala
382,Schaufel::N,совок,paleta
383,Gabel::N,вилка,tenedor
384,Löffel::N,ложка,cuchara
385,Messer::N,нож,cuchillo
386,Nagel::N,гвоздь,clavo
387,Netz::N,сеть,red
388,Haken::N,крюк,gancho
389,Haken::N,крюк,corchete
390,Griff::N,ручка,asa
391,Griff::N,ручка,mango
392,Schloss::N,замок,cerradura
393,Bild::N,картина,imagen
394,Figur::N,фигура,figura
395,Puppe::N,кукла,muñeca
396,Beutel::N,мешок,bolsa
397,Bündel::N,связка,haz
398,Tasche::N,сумка,bolso
399,Eimer::N,ведро,cubo
400,Deckel::N,крышка,tapa
401,Deckel::N,крышка,tapadera
402,Geschirr::N,посуда,vajilla
403,Sack::N,мешок,saco
404,Tasse::N,чашка,taza
405,Topf::N,кастрюля,olla
406,Topf::N,кастрюля,marmita
407,Kessel::N,котел,caldera
408,Essen::N,еда,comida
409,Nahrung::N,пища,alimento
410,Speise::N,блюдо,plato
411,Speise::N,кушанье,plato
412,Fleisch::N,мясо,carne
413,Getreide::N,хлеб,cereales
414,Brei::N,каша,puré
415,Brei::N,каша,papilla
416,Brot::N,хлеб,pan
417,Scheibe::N,ломоть,lonja
418,Scheibe::N,ломоть,rebanada
419,Fett::N,жир,grasa
420,Butter::N,масло,mantequilla
421,Öl::N,масло,aceite
422,Salz::N,соль,sal
423,Suppe::N,суп,sopa
424,Honig::N,мед,miel
425,Milch::N,молоко,leche
426,Tee::N,чай,té
427,Leder::N,кожа,cuero
428,Wolle::N,шерсть,lana
429,Stoff::N,ткань,tela
430,Stoff::N,ткань,tejido
431,Nadel::N,игла,aguja
432,Faden::N,нитка,hilo
433,Knopf::N,пуговица,botón
434,Knoten::N,узел,nudo
435,Farbe::N,краска,pintura
436,Kleidung::N,одежда,ropa
437,Kleidung::N,одежда,vestidos
438,Hemd::N,рубашка,camisa
439,Kragen::N,воротник,cuello
440,Ärmel::N,рукав,manga
441,Hose::N,брюки,pantalón
442,Gürtel::N,пояс,cinturón
443,Mütze::N,шапка,gorro
444,Schuh::N,ботинок,zapato
445,Stiefel::N,сапог,bota
446,Ring::N,кольцо,anillo
447,Band::N,лента,cinta
448,Kamm::N,расческа,peine
449,Spiegel::N,зеркало,espejo
450,Riemen::N,ремень,correa
451,Schnur::N,веревка,cuerda
452,Leine::N,поводок,correa
453,Decke::N,одеяло,manta
454,Kissen::N,подушка,almohada
455,Tuch::N,платок,pañuelo
456,Handtuch::N,полотенце,toalla
457,Kraft::N,сила,fuerza
458,Stärke::N,крепость,fuerza
459,Gesundheit::N,здоровье,salud
460,Krankheit::N,болезнь,enfermedad
461,Schmerz::N,боль,dolor
462,Wunde::N,рана,llaga
463,Wunde::N,рана,herida
464,Fieber::N,лихорадка,fiebre
465,Fieber::N,температура,fiebre
466,Arznei::N,лекарство,medicina
467,Arznei::N,лекарство,medicamento
468,Brücke::N,мост,puente
469,Brunnen::N,колодец,pozo
470,Weide::N,пастбище,pasto
471,Pfad::N,тропа,sendero
472,Weg::N,путь,camino
473,Weg::N,дорога,camino
474,Straße::N,улица,vía
475,Straße::N,улица,carretera
476,Straße::N,дорога,vía
477,Straße::N,дорога,carretera
478,Dorf::N,деревня,aldea
479,Dorf::N,деревня,pueblo
480,Stadt::N,город,ciudad
481,Brief::N,письмо,carta
482,Buch::N,книга,libro
483,Buchstabe::N,буква,letra
484,Buchstabe::N,буква,carácter
485,Zeitung::N,газета,diario
486,Zeitung::N,газета,periódico
487,Leben::N,жизнь,vida
488,Tod::N,смерть,muerte
489,Grab::N,могила,tumba
490,Grab::N,могила,sepulcro
491,Kirche::N,церковь,iglesia
492,Sünde::N,грех,pecado
493,Gott::N,бог,dios
494,Arbeiter::N,рабочий,obrero
495,Arbeiter::N,рабочий,trabajador
496,Chef::N,начальник,jefe
497,Meister::N,мастер,maestro
498,Arzt::N,врач,médico
499,Lehrer::N,учитель,profesor
500,Geld::N,деньги,dinero
501,Geschäft::N,занятие,negocio
502,Laden::N,магазин,tienda
503,Preis::N,цена,precio
504,Ware::N,товар,mercancía
505,Nutzen::N,выгода,provecho
506,Reichtum::N,богатство,riqueza
507,Welt::N,мир,mundo
508,Land::N,страна,país
509,Staat::N,государство,Estado
510,König::N,король,rey
511,Macht::N,власть,poder
512,Macht::N,власть,potencia
513,Grenze::N,граница,frontera
514,Krieg::N,война,guerra
515,Feind::N,враг,enemigo
516,Gewalt::N,насилие,violencia
517,Kampf::N,борьба,lucha
518,Kampf::N,борьба,combate
519,Bogen[Waffe]::N,лук,arco
520,Pfeil::N,стрела,flecha
521,Gewehr::N,ружье,fusil
522,Gewehr::N,ружье,escopeta
523,Fehler::N,ошибка,error
524,Lüge::N,ложь,mentira
525,Schaden::N,вред,daño
526,Unglück::N,беда,desgracia
527,Schuld::N,вина,culpa
528,Alter::N,возраст,edad
529,Schluss::N,окончание,fin
530,Schluss::N,окончание,final
531,Zeit::N,время,tiempo
532,Tag::N,день,día
533,Morgen::N,утро,mañana
534,Mittag::N,полдень,mediodía
535,Abend::N,вечер,noche
536,Nacht::N,ночь,noche
537,Woche::N,неделя,semana
538,Monat::N,месяц,mes
539,Jahr::N,год,año
540,Frühling::N,весна,primavera
541,Sommer::N,лето,verano
542,Herbst::N,осень,otoño
543,Winter::N,зима,invierno
544,Januar::N,январь,enero
545,Februar::N,февраль,febrero
546,März::N,март,marzo
547,April::N,апрель,abril
548,Mai::N,май,mayo
549,Juni::N,июнь,junio
550,Juli::N,июль,julio
551,August::N,август,agosto
552,September::N,сентябрь,septiembre
553,Oktober::N,октябрь,octubre
554,November::N,ноябрь,noviembre
555,Dezember::N,декабрь,diciembre
556,Montag::N,понедельник,lunes
557,Dienstag::N,вторник,martes
558,Mittwoch::N,среда,miércoles
559,Donnerstag::N,четверг,jueves
560,Freitag::N,пятница,viernes
561,Samstag::N,суббота,sábado
562,Sonntag::N,воскресенье,domingo
563,groß::A,большой,grande
564,klein::A,маленький,pequeño
565,lang::A,длинный,largo
566,kurz::A,короткий,corto
567,breit::A,широкий,ancho
568,schmal::A,узкий,estrecho
569,dicht::A,густой,denso
570,dick[Gegenstand]::A,толстый,grueso
571,dünn::A,тонкий,fino
572,dünn::A,тонкий,delgado
573,fein::A,тонкий,fino
574,fein::A,тонкий,delicado
575,fest::A,крепкий,firme
576,fest::A,крепкий,sólido
577,flach::A,плоский,plano
578,glatt::A,гладкий,liso
579,hart::A,твердый,duro
580,weich::A,мягкий,muelle
581,rund::A,круглый,redondo
582,spitz::A,остроконечный,agudo
583,spitz::A,остроконечный,apuntado
584,scharf::A,острый,agudo
585,scharf::A,острый,afilado
586,stumpf::A,тупой,sin filo
587,schwer::A,тяжелый,pesado
588,schön::A,красивый,bello
589,schön::A,красивый,hermoso
590,heiß::A,жаркий,caluroso
591,warm::A,теплый,cálido
592,warm::A,теплый,caliente
593,kalt::A,холодный,frío
594,kühl::A,прохладный,fresco
595,frisch::A,свежий,fresco
596,feucht::A,влажный,húmedo
597,nass::A,мокрый,mojado
598,trocken::A,сухой,seco
599,voll::A,полный,lleno
600,voll::A,наполненный,lleno
601,leer::A,пустой,vacío
602,offen::A,открытый,abierto
603,geschlossen::A,закрытый,cerrado
604,sauber::A,чистый,limpio
605,schmutzig::A,грязный,sucio
606,roh::A,сырой,crudo
607,reif::A,зрелый,maduro
608,lecker::A,вкусный,rico
609,lecker::A,вкусный,sabroso
610,süß::A,сладкий,dulce
611,bitter::A,горький,amargo
612,sauer::A,кислый,agrio
613,hell::A,светлый,claro
614,dunkel::A,темный,oscuro
615,schwarz::A,черный,negro
616,weiß::A,белый,blanco
617,rot::A,красный,rojo
618,gelb::A,желтый,amarillo
619,blau::A,синий,azul
620,grün::A,зеленый,verde
621,grau::A,серый,gris
622,bunt::A,пестрый,multicolor
623,billig::A,дешевый,barato
624,teuer::A,дорогой,caro
625,wertvoll::A,ценный,valioso
626,wertvoll::A,ценный,precioso
627,blind::A,слепой,ciego
628,taub::A,глухой,sordo
629,kräftig::A,могучий,fuerte
630,stark::A,сильный,fuerte
631,stark::A,сильный,vigoroso
632,schwach::A,слабый,débil
633,fett::A,жирный,obeso
634,schlank::A,стройный,esbelto
635,hübsch::A,прелестный,mono
636,hübsch::A,прелестный,guapo
637,böse::A,злой,malo
638,dumm::A,глупый,tonto
639,dumm::A,глупый,estúpido
640,faul::A,ленивый,vago
641,faul::A,ленивый,perezoso
642,fleißig::A,прилежный,aplicado
643,fleißig::A,прилежный,diligente
644,geizig::A,жадный,avaro
645,klug::A,умный,sensato
646,klug::A,умный,inteligente
647,geschickt::A,искусный,hábil
648,lieb::A,милый,querido
649,lustig::A,веселый,alegre
650,sanft::A,нежный,suave
651,hungrig::A,голодный,hambriento
652,krank::A,больной,enfermo
653,nackt::A,голый,desnudo
654,traurig::A,грустный,triste
655,lebendig::A,живой,vivo
656,lebendig::A,живой,viviente
657,gut::A,хороший,bueno
658,schlecht::A,плохой,malo
659,richtig::A,правильный,justo
660,richtig::A,правильный,correcto
661,schlimm::A,отвратительный,malo
662,schlimm::A,отвратительный,grave
663,schlimm::A,мерзкий,malo
664,schlimm::A,мерзкий,grave
665,wahr::A,настоящий,verídico
666,wahr::A,настоящий,verdadero
667,alt::A,старый,viejo
668,neu::A,новый,nuevo
669,ehemalig::A,бывший,antiguo
670,alt[Lebewesen]::A,пожилой,viejo
671,jung::A,молодой,joven
672,arm::A,бедный,pobre
673,reich::A,богатый,rico
674,bekannt::A,знакомый,conocido
675,berühmt::A,знаменитый,famoso
676,berühmt::A,знаменитый,célebre
677,fremd::A,чужой,extraño
678,verschieden::A,разный,diverso
679,verschieden::A,разный,distinto
680,verschieden::A,разный,diferente
681,nah::A,близкий,cercano
682,fern::A,далекий,lejano
683,linker::A,левый,izquierdo
684,rechter::A,правый,derecho
685,anderer::A,другой,otro
686,erster::A,первый,primero
687,zweiter::A,второй,segundo
688,dritter::A,третий,tercero
689,letzter::A,последний,último
690,allein::ADV,один,a solo
691,auf einmal::ADV,сразу,de una vez
692,zusammen::ADV,вместе,juntos
693,lange::ADV,долго,mucho tiempo
694,plötzlich::ADV,вдруг,de repente
695,sofort::ADV,тотчас,en seguida
696,später::ADV,позже,más tarde
697,jetzt::ADV,сейчас,ahora
698,heute::ADV,сегодня,hoy
699,morgen::ADV,завтра,mañana
700,bald::ADV,скоро,pronto
701,bald::ADV,скоро,en breve
702,dann::ADV,потом,luego
703,dann::ADV,потом,entonces
704,gestern::ADV,вчера,ayer
705,einst::ADV,однажды,antaño
706,damals::ADV,тогда,entonces
707,danach::ADV,затем,después
708,vorher::ADV,раньше,antes
709,zuerst::ADV,сперва,primero
710,einmal::ADV,раз,una vez
711,manchmal::ADV,иногда,a veces
712,oft::ADV,часто,a menudo
713,oft::ADV,часто,con frecuencia
714,immer::ADV,всегда,siempre
715,niemals::ADV,никогда,jamás
716,hier::ADV,здесь,aquí
717,hierhin::ADV,сюда,acá
718,von hier::ADV,отсюда,desde aquí
719,dort::ADV,там,ahí
720,dort::ADV,там,allí
721,dorthin::ADV,туда,allí
722,dorthin::ADV,туда,hacia allí
723,geradeaus::ADV,прямо,todo derecho
724,vorwärts::ADV,вперед,adelante
725,rückwärts::ADV,назад,hacia atrás
726,zurück::ADV,обратно,atrás
727,unten::ADV,внизу,abajo
728,hinab::ADV,вниз,hacia abajo
729,oben::ADV,наверху,arriba
730,hinauf::ADV,вверх,hacia arriba
731,überall::ADV,везде,por todas partes
732,nicht::ADV,не,no
733,ein wenig::ADV,немного,un poco
734,kaum::ADV,едва,apenas
735,sehr::ADV,очень,muy
736,sehr::ADV,очень,mucho
737,so::ADV,так,tan
738,noch::ADV,еще,aún
739,noch::ADV,еще,todavía
740,nur::ADV,только,solamente
741,schon::ADV,уже,ya
742,wieder::ADV,опять,de nuevo
743,vergebens::ADV,напрасно,en vano
744,vor::PRP,перед,antes de
745,vor::PRP,перед,delante de
746,hinter::PRP,за,tras
747,hinter::PRP,за,detrás de
748,hinter::PRP,позади,tras
749,hinter::PRP,позади,detrás de
750,unter::PRP,под,bajo
751,unter::PRP,под,debajo de
752,durch::PRP,сквозь,por
753,durch::PRP,сквозь,a través de
754,neben::PRP,возле,al lado de
755,zwischen::PRP,между,entre
756,wegen::PRP,из-за,por
757,wegen::PRP,из-за,a causa de
758,dies::PRN,это,esto
759,das::PRN,то,eso
760,das::PRN,то,esto
761,alles::PRN,все,todo
762,ich::PRN,я,yo
763,du::PRN,ты,tú
764,er::PRN,он,él
765,wir::PRN,мы,nosotros
766,ihr::PRN,вы,vosotros
767,sie::PRN,они,ellos
768,was::FPRN,что,qué
769,wer::FPRN,кто,quién
770,wo::FADV,где,dónde
771,wohin::FADV,куда,adónde
772,wohin::FADV,куда,hacia dónde
773,wie::FADV,как,cómo
774,warum::FADV,почему,por qué
775,wieviel::FNUM,сколько,cuánto
776,eins::NUM,один,uno
777,zwei::NUM,два,dos
778,drei::NUM,три,tres
779,vier::NUM,четыре,cuatro
780,fünf::NUM,пять,cinco
781,sechs::NUM,шесть,seis
782,sieben::NUM,семь,siete
783,acht::NUM,восемь,ocho
784,neun::NUM,девять,nueve
785,zehn::NUM,десять,diez
786,elf::NUM,одиннадцать,once
787,zwölf::NUM,двенадцать,doce
788,zwanzig::NUM,двадцать,veinte
789,dreißig::NUM,тридцать,treinta
790,vierzig::NUM,сорок,cuarenta
791,fünfzig::NUM,пятьдесят,cincuenta
792,sechzig::NUM,шестьдесят,sesenta
793,siebzig::NUM,семьдесят,setenta
794,achtzig::NUM,восемьдесят,ochenta
795,neunzig::NUM,девяносто,noventa
796,hundert::NUM,сто,cien
797,hundert::NUM,сто,ciento
798,tausend::NUM,тысяча,mil
799,und::CNJ,и,y
800,oder::CNJ,или,o
801,oder::CNJ,либо,o
802,stehen::V,стоять,estar de pie
803,sitzen::V,сидеть,estar sentado
804,liegen::V,лежать,yacer
805,liegen::V,лежать,estar acostado
806,hängen::V,висеть,pender
807,werden::V,стать,hacerse
808,passieren::V,случиться,suceder
809,beginnen::V,начаться,iniciarse
810,beginnen::V,начаться,principiar
811,enden::V,кончиться,acabar
812,enden::V,кончиться,terminar
813,wechseln::V,меняться,variar
814,wechseln::V,меняться,alternar
815,aufgehen[Sonne]::V,взойти,salir
816,untergehen[Sonne]::V,зайти,ponerse
817,untergehen[Sonne]::V,зайти,descender
818,scheinen[Sonne]::V,светить,brillar
819,donnern::V,греметь,tronar
820,wehen::V,дуть,soplar
821,strömen::V,литься,afluir
822,fließen::V,течь,fluir
823,fließen::V,течь,correr
824,sich drehen::V,вращаться,girar
825,schwanken::V,колебаться,vacilar
826,schwingen::V,качаться,oscilar
827,fallen::V,падать,caer
828,brennen::V,гореть,arder
829,brennen::V,гореть,quemar
830,rauchen::V,дымить,humear
831,rauchen::V,дымить,echar humo
832,regnen::V,дождить,llover
833,gefrieren::V,замерзнуть,helarse
834,tauen::V,таять,deshelarse
835,schmelzen::V,плавиться,fundirse
836,schmelzen::V,плавиться,derretirse
837,trocknen::V,сохнуть,secarse
838,sieden::V,кипеть,hervir
839,faulen::V,гнить,pudrirse
840,verfaulen::V,сгнить,pudrirse
841,reißen::V,рваться,romperse
842,versinken::V,тонуть,hundirse
843,vergehen::V,проходить,pasar
844,erscheinen::V,появиться,aparecer
845,verschwinden::V,исчезнуть,desaparecer
846,sinken::V,спадать,bajar
847,abnehmen::V,уменьшиться,decrecer
848,abnehmen::V,уменьшиться,disminuir
