,Concept_ID,sl,mn
175,Herde::N,čréda,сүрэг
176,Kuh::N,kráva,үнээ
177,Bulle::N,bìk,бух
178,Pferd::N,kònj,морь
179,Pferd::N,kònj,адуу
180,Schaf::N,ôvca,хонь
181,Schwein::N,svínja,гахай
182,Hund::N,pès,нохой
183,Katze::N,máčka,муур
184,Katze::N,máčka,мигуй
185,Bär::N,mêdved,баавгай
186,Eichhörnchen::N,véverica,хэрэм
187,Elch::N,lós,хандгай
188,Fuchs::N,lisíca,үнэг
189,Hase::N,zájec,туулай
190,Maus::N,mìš,хулгана
191,Wolf::N,vólk,чоно
192,Vogel::N,ptìč,шувуу
193,Vogel::N,ptíca,шувуу
194,Schwarm::N,játa,сүрэг
195,Huhn::N,kokóš,тахиа
196,Hahn::N,petêlin,эр тахиа
197,Gans::N,gós,галуу
198,Adler::N,ôrel,бүргэд
199,Ente::N,ráca,нугас
200,Eule::N,sôva,ууль
201,Kranich::N,žerjàv,тогоруу
202,Krähe::N,vrána,хэрээ
203,Kuckuck::N,kúkavica,хөхөө
204,Schwan::N,labód,хун
205,Fisch::N,ríba,загас
206,Barsch::N,ostríž,алгана
207,Hecht::N,ščúka,цурхай
208,Schlange[Tier]::N,káča,могой
209,Wurm::N,čr̀v,өт
210,Wurm::N,čr̀v,хорхой
211,Wurm::N,glísta,өт
212,Wurm::N,glísta,хорхой
213,Spinne::N,pájek,аалз
214,Ameise::N,mrávlja,шоргоолж
215,Laus::N,úš,бөөс
216,Mücke::N,komár,шумуул
217,Fliege::N,múha,ялаа
218,Schmetterling::N,metúlj,эрвээхэй
219,Beere::N,jágoda,жимсгэнэ
220,Apfel::N,jábolko,алим
221,Pilz::N,góba,мөөг
222,Zwiebel::N,čebúla,сонгино
223,Saat::N,séme,тариа
224,Korn::N,zŕno,үр
225,Korn::N,zŕno,мөхлөг
226,Heu::N,senó,өвс
227,Schale::N,lupína,хальс
228,Grube::N,jáma,алам
229,Grube::N,jáma,нүх
230,Falle::N,pást,хавх
231,Falle::N,pást,занга
232,Schlinge::N,zánka,урхи
233,Schlinge::N,pêtlja,урхи
234,Spur::N,sléd,мөр
235,Asche::N,pepél,үнс
236,Dreck::N,bláto,хир
237,Eisen::N,želézo,төмөр
238,Gold::N,zlató,алт
239,Silber::N,srebró,мөнгө
240,Kohle::N,ógel,нүүрс
241,Glas::N,stêklo,шил
242,Lehm::N,ílo,шавар
243,Sand::N,pések,элс
244,Mensch::N,člôvek,хүн
245,Mann::N,móž,эр
246,Mann::N,móž,эрэгтэй
247,Mann::N,môški,эр
248,Mann::N,môški,эрэгтэй
249,Frau::N,gospá,эмэгтэй
250,Frau::N,gospá,хатагтай
251,Frau::N,žénska,эмэгтэй
252,Frau::N,žénska,хатагтай
253,Kind::N,déte,хүүхэд
254,Kind::N,otròk,хүүхэд
255,Junge::N,fànt,хүү
256,Junge::N,déček,хүү
257,Mädchen::N,deklè,охин
258,Mädchen::N,deklè,бүсгүй
259,Mädchen::N,déklica,охин
260,Mädchen::N,déklica,бүсгүй
261,Familie::N,družína,айл
262,Großvater::N,dèd,өвгөн аав
263,Großvater::N,dédek,өвгөн аав
264,Großmutter::N,bábica,эмэг эх
265,Großmutter::N,bábica,эмгээ
266,Eltern::N,stárši,эцэг эх
267,Vater::N,ôče,аав
268,Vater::N,ôče,эцэг
269,Mutter::N,máma,эх
270,Mutter::N,máma,ээж
271,Sohn::N,sín,хүү
272,Tochter::N,hčí,охин
273,Tochter::N,hčérka,охин
274,Bruder::N,bràt,ах
275,Bruder::N,bràt,дүү
276,Schwester::N,sêstra,эгч
277,Schwester::N,sêstra,охин дүү
278,Onkel::N,újec,авга ах
279,Onkel::N,újec,нагац ах
280,Onkel::N,stríc,авга ах
281,Onkel::N,stríc,нагац ах
282,Tante::N,têta,авга эгч
283,Tante::N,têta,нагац эгч
284,Tante::N,strína,авга эгч
285,Tante::N,strína,нагац эгч
286,Ehemann::N,móž,нөхөр
287,Ehemann::N,sopróg,нөхөр
288,Ehefrau::N,žêna,эхнэр
289,Ehefrau::N,žêna,гэргий
290,Ehefrau::N,sopróga,эхнэр
291,Ehefrau::N,sopróga,гэргий
292,Freude::N,rádost,баяр
293,Freude::N,rádost,баясгалан
294,Freude::N,vesêlje,баяр
295,Freude::N,vesêlje,баясгалан
296,Gelächter::N,sméh,инээдэм
297,Gelächter::N,grohòt,инээдэм
298,Glück::N,sréča,жаргалан
299,Kummer::N,gorjé,гаслан
300,Wunsch::N,žêlja,ерөөл
301,Lust::N,poželênje,дур
302,Lust::N,poželênje,хүсэл
303,Geist::N,dúša,оюун
304,Gedanke::N,mísel,сэтгэл
305,Gedächtnis::N,pámet,ой
306,Gedächtnis::N,pámet,цээж
307,Sinn::N,pomèn,утга
308,Sinn::N,smísel,утга
309,Grund::N,vzròk,учир
310,Wahrheit::N,resníca,үнэн
311,Gespräch::N,pogóvor,яриа
312,Märchen::N,právljica,явган үлгэр
313,Erzählung::N,povést,тууж
314,Nachricht::N,sporočílo,мэдээ
315,Neuigkeit::N,novóst,сонин
316,Name::N,imé,нэр
317,Rätsel::N,ugánka,оньсого
318,Rede::N,góvor,хэлсэн үг
319,Sprache::N,jêzik,хэл
320,Stimme::N,glás,дуу
321,Wort::N,beséda,үг
322,Zeichen::N,znák,тамга
323,Zeichen::N,znák,тэмдэг
324,Ruf::N,klíc,дуудлага
325,Lärm::N,hrúp,шуугиан
326,Lärm::N,hrúp,чимээ
327,Lärm::N,trúšč,шуугиан
328,Lärm::N,trúšč,чимээ
329,Laut::N,glás,анир
330,Laut::N,glás,дуу
331,Ton::N,tón,авиа
332,Ton::N,tón,аялгуу
333,Lied::N,pésem,дуу
334,Ruhe::N,pokòj,энх
335,Ruhe::N,pokòj,тайван
336,Leute::N,ljudjé,хүмүүс
337,Volk::N,národ,улс
338,Arbeit::N,délo,ажил
339,Arbeit::N,délo,хөдөлмөр
340,Gast::N,gòst,зочин
341,Gast::N,gòst,айлчин
342,Geschenk::N,darílo,бэлэг
343,Spiel::N,ígra,наадам
344,Spiel::N,ígra,тоглоом
345,Gesellschaft::N,drúžba,хамт байх
346,Hilfe::N,pomóč,тусламж
347,Freund::N,prijátelj,найз
348,Freund::N,prijátelj,нөхөр
349,Kamerad::N,továriš,хань
350,Kamerad::N,továriš,нөхөр
351,Angelegenheit::N,zadéva,хэрэг
352,Anzahl::N,števílo,тоо
353,Art::N,vŕsta,төрөл
354,Art::N,vŕsta,янз
355,Stück::N,kós,хэсэг
356,Teil::N,dél,хувь
357,Teil::N,dél,хэсэг
358,Hälfte::N,polovíca,хагас
359,Kreis::N,króg,тойрог
360,Kreis::N,króg,хүрээ
361,Kreis::N,kolobár,тойрог
362,Kreis::N,kolobár,хүрээ
363,Kreuz::N,kríž,загалмай
364,Linie::N,próga,шугам
365,Strich::N,čŕta,зураас
366,Abstand::N,preslédek,зай
367,Entfernung::N,oddáljenost,зай
368,Entfernung::N,oddáljenost,хол ойр
369,Gegend::N,kràj,хавь
370,Gegend::N,kràj,газар
371,Gegend::N,dežêla,хавь
372,Gegend::N,dežêla,газар
373,Platz::N,prôstor,зай
374,Platz::N,prôstor,завсар
375,Ort::N,mésto,газар
376,Ort::N,mésto,байр
377,Seite::N,bòk,тал
378,Seite::N,bòk,этгээд
379,Seite::N,strán,тал
380,Seite::N,strán,этгээд
381,Mitte::N,sredína,төв
382,Mitte::N,sredína,дунд
383,Gegenstand::N,prédmet,юм
384,Sache::N,réč,үйл
385,Sache::N,réč,хэрэг
386,Sache::N,stvár,үйл
387,Sache::N,stvár,хэрэг
388,Rand::N,kràj,зах
389,Rand::N,kràj,хөвөө
390,Kante::N,rób,ирмэг
391,Ecke::N,vogál,өнцөг
392,Spitze::N,óst,үзүүр
393,Ende::N,kônec,зах
394,Ende::N,kônec,үзүүр
395,Loch::N,lúknja,цоорхой
396,Loch::N,lúknja,онгорхой
397,Winkel::N,kót,өнцөг
398,Muster::N,vzórec,хээ
399,Muster::N,vzórec,угалз
400,Größe::N,veličína,хэмжээ
401,Länge::N,dolžína,урт
402,Höhe::N,vršína,өндөр
403,Gewicht::N,téža,жин
404,Menge::N,količína,тоо
405,Haufen::N,kùp,бөөн
406,Haufen::N,kopíca,бөөн
407,Reihe::N,níz,эгнээ
408,Reihe::N,vŕsta,эгнээ
409,Boot::N,čóln,завь
410,Ruder::N,vêslo,сэлүүр
411,Schlitten::N,saní,чарга
412,Ski::N,smučí,цана
413,Lagerfeuer::N,táborni ôgenj,түүдэг
414,Last::N,tôvor,ачаа
415,Gang::N,hòd,явдал
416,Schritt::N,korák,алхам
417,Norden::N,séver,умар
418,Süden::N,júg,урд
419,Süden::N,júg,өмнө
420,Westen::N,zapàd,өрнө
421,Westen::N,zapàd,баруун
422,Osten::N,vzhòd,зүүн
423,Osten::N,vzhòd,дорно
424,Holz::N,lés,мод
425,Brett::N,deskà,банз
426,Platte::N,plôča,хавтан
427,Stütze::N,opóra,тулгуур
428,Stütze::N,opóra,тулга
429,Stütze::N,zaslómba,тулгуур
430,Stütze::N,zaslómba,тулга
431,Stange::N,gréd,сургааг
432,Stock::N,pálica,саваа
433,Stab::N,pálica,таяг
434,Rohr::N,cév,хоолой
435,Haus::N,híša,гэр
436,Haus::N,híša,байшин
437,Heim::N,dóm,гэр
438,Ofen::N,péč,зуух
439,Ofen::N,péč,пийшин
440,Fußboden::N,pòd,шал
441,Tisch::N,míza,ширээ
442,Stuhl::N,stòl,сандал
443,Wiege::N,zíbel,өлгий
444,Bett::N,póstelja,ор
445,Regal::N,políca,тавиур
446,Kiste::N,zabòj,авдар
447,Kiste::N,zabòj,хайрцаг
448,Fenster::N,ôkno,гэгээвч
449,Tür::N,vráta,үүд
450,Tür::N,vráta,хаалга
451,Tor::N,velíka vráta,хаалга
452,Zaun::N,ográja,хашаа
453,Dach::N,stréha,дээвэр
454,Leiter::N,léstev,шат
455,Besen::N,mêtla,хамуур
456,Besen::N,mêtla,туужуу
457,Spaten::N,lopáta,хүрз
458,Schaufel::N,lopáta,хүрз
459,Gabel::N,vílice,сэрээ
460,Löffel::N,žlíca,халбага
461,Messer::N,nòž,хутга
462,Nagel::N,žebèlj,хадаас
463,Netz::N,mréža,өөш
464,Netz::N,mréža,тор
465,Haken::N,kljúka,гох
466,Griff::N,ročáj,иш
467,Griff::N,ročáj,сэнж
468,Griff::N,oprijèm,иш
469,Griff::N,oprijèm,сэнж
470,Schloss::N,ključávnica,цуурга
471,Schloss::N,ključávnica,цоож
472,Bild::N,slíka,зураг
473,Figur::N,figúra,баримал
474,Figur::N,postáva,баримал
475,Puppe::N,lútka,хүүхэлдэй
476,Beutel::N,môšnja,агсаа
477,Beutel::N,môšnja,уут
478,Bündel::N,cúla,боодол
479,Bündel::N,svéženj,боодол
480,Tasche::N,tórba,цүнх
481,Tasche::N,tobôlec,цүнх
482,Eimer::N,vêdro,хөнөг
483,Eimer::N,vêdro,хувин
484,Deckel::N,pokròv,таг
485,Deckel::N,pokròv,хавхаг
486,Deckel::N,poklópec,таг
487,Deckel::N,poklópec,хавхаг
488,Geschirr::N,posóda,сав суулга
489,Sack::N,vréča,шуудай
490,Tasse::N,skodélica,аяга
491,Topf::N,lônec,тогоо
492,Kessel::N,kôtel,тогоо
493,Essen::N,hrána,идээ
494,Nahrung::N,živílo,хүнс
495,Speise::N,jéd,идээ
496,Fleisch::N,mesó,мах
497,Getreide::N,žíto,будаа
498,Brei::N,káša,богшмол
499,Brei::N,káša,будаа
500,Brot::N,krùh,талх
501,Scheibe::N,réženj,зүсэм
502,Scheibe::N,réženj,хэрчим
503,Fett::N,mást,өөх
504,Fett::N,maščôba,өөх
505,Butter::N,máslo,тос
506,Öl::N,ólje,тос
507,Salz::N,sól,давс
508,Suppe::N,júha,шөл
509,Honig::N,méd,бал
510,Milch::N,mléko,сүү
511,Tee::N,čáj,цай
512,Leder::N,úsnje,арьс
513,Leder::N,úsnje,савхи
514,Wolle::N,vólna,ноос
515,Wolle::N,vólna,унгас
516,Stoff::N,blagó,бөс
517,Nadel::N,ígla,зүү
518,Faden::N,nít,боолт
519,Faden::N,nít,утас
520,Knopf::N,gúmb,товч
521,Knoten::N,vôzel,зангилаа
522,Farbe::N,bárva,будаг
523,Kleidung::N,obléka,хувцас
524,Hemd::N,srájca,цамц
525,Kragen::N,ovrátnik,зах заам
526,Ärmel::N,rokáv,ханцуй
527,Hose::N,hláče,өмд
528,Gürtel::N,pás,бүс
529,Mütze::N,kápa,малгай
530,Mütze::N,kápa,бүрх
531,Mütze::N,čépica,малгай
532,Mütze::N,čépica,бүрх
533,Schuh::N,čévelj,туфли
534,Stiefel::N,škórenj,гутал
535,Ring::N,pŕstan,бөгж
536,Band::N,trák,тууз
537,Kamm::N,glavník,сам
538,Spiegel::N,zrcálo,толь
539,Spiegel::N,ogledálo,толь
540,Riemen::N,jêrmen,тасам
541,Riemen::N,jêrmen,сур
542,Schnur::N,vŕvca,татлага
543,Leine::N,konôpec,оосор
544,Decke::N,odéja,хөнжил
545,Decke::N,odéja,хучлага
546,Kissen::N,blazína,дэр
547,Tuch::N,pŕt,алчуур
548,Tuch::N,pŕt,даавуу
549,Tuch::N,rúta,алчуур
550,Tuch::N,rúta,даавуу
551,Handtuch::N,brisáča,алчуур
552,Kraft::N,síla,чадал
553,Kraft::N,síla,хүч
554,Stärke::N,jákost,эрч
555,Stärke::N,jákost,тэнхээ
556,Gesundheit::N,zdrávje,бие
557,Gesundheit::N,zdrávje,эрүүл мэнд
558,Krankheit::N,bolézen,эмгэг
559,Schmerz::N,ból,өвчин
560,Schmerz::N,bolečína,өвчин
561,Wunde::N,rána,шарх
562,Fieber::N,vročína,халуун
563,Arznei::N,lék,эм
564,Arznei::N,zdravílo,эм
565,Brücke::N,móst,гүүр
566,Brunnen::N,vodnják,худаг
567,Weide::N,páša,бэлчээр
568,Pfad::N,stezà,жим
569,Pfad::N,stezà,зөрөг
570,Weg::N,pót,зам
571,Weg::N,pót,харгуй
572,Straße::N,césta,зам
573,Straße::N,césta,харгуй
574,Dorf::N,vás,тосгон
575,Dorf::N,vás,гацаа
576,Stadt::N,mésto,хот
577,Brief::N,písmo,захидал
578,Brief::N,písmo,захиа
579,Buch::N,knjíga,ном
580,Buch::N,knjíga,бичиг
581,Buchstabe::N,čŕka,үсэг
582,Zeitung::N,čásnik,сонин
583,Leben::N,življênje,амь
584,Leben::N,življênje,амьдрал
585,Tod::N,smŕt,үхэл
586,Grab::N,gròb,булш
587,Kirche::N,cérkev,сүм
588,Sünde::N,gréh,нүгэл
589,Sünde::N,gréh,хилэнц
590,Gott::N,bóg,бурхан
591,Arbeiter::N,délavec,ажилчин
592,Arbeiter::N,délavec,хөдөлмөрчин
593,Chef::N,šéf,дарга
594,Meister::N,mójster,дархан
595,Arzt::N,zdravník,эмч
596,Lehrer::N,učítelj,багш
597,Geld::N,denár,цаас
598,Geld::N,denár,мөнгө
599,Geschäft::N,kupčíja,наймаа
600,Laden::N,trgovína,дэлгүүр
601,Preis::N,céna,үнэ
602,Ware::N,róba,таваар
603,Ware::N,róba,бараа
604,Nutzen::N,príd,ашиг
605,Reichtum::N,bogástvo,баялаг
606,Welt::N,svét,дэлхий
607,Welt::N,svét,орчлон
608,Land::N,dežêla,улс
609,Land::N,dežêla,орон
610,Staat::N,držáva,төр
611,Staat::N,držáva,гүрэн
612,König::N,králj,ван
613,Macht::N,oblást,засаг
614,Grenze::N,mêja,хил
615,Krieg::N,vôjna,дайн
616,Feind::N,sovrážnik,дайсан
617,Gewalt::N,nasílje,хүчирхэх
618,Kampf::N,bòj,тэмцэл
619,Kampf::N,bòj,байлдаан
620,Kampf::N,bórba,тэмцэл
621,Kampf::N,bórba,байлдаан
622,Bogen[Waffe]::N,lók,нум
623,Pfeil::N,puščíca,годил
624,Pfeil::N,puščíca,сум
625,Gewehr::N,púška,буу
626,Fehler::N,zmóta,эндэл
627,Fehler::N,zmóta,алдаа
628,Lüge::N,láž,худал
629,Schaden::N,okvára,хор
630,Schaden::N,okvára,хөнөөл
631,Unglück::N,nesréča,гай
632,Unglück::N,nesréča,гамшиг
633,Schuld::N,krívda,гэм
634,Schuld::N,krívda,буруу
635,Alter::N,dôba,нас
636,Schluss::N,kônec,эцэс
637,Schluss::N,kônec,төгсгөл
638,Zeit::N,čàs,цаг
639,Tag::N,dán,өдөр
640,Morgen::N,jútro,өглөө
641,Mittag::N,póldan,үд
642,Abend::N,večér,үдэш
643,Nacht::N,nóč,шөнө
644,Woche::N,téden,долоо хоног
645,Monat::N,mésec,сар
646,Jahr::N,léto,жил
647,Frühling::N,pomlád,хавар
648,Sommer::N,polétje,зун
649,Herbst::N,jesén,намар
650,Winter::N,zíma,өвөл
651,Januar::N,jánuar,нэгдүгээр сар
652,Februar::N,fébruar,хоёрдугаар сар
653,März::N,márec,гуравдугаар сар
654,April::N,apríl,дөрөвдүгээр сар
655,Mai::N,máj,тавдугаар сар
656,Juni::N,júnij,зургаадугаар сар
657,Juli::N,júlij,долдугаар сар
658,August::N,avgúst,наймдугаар сар
659,September::N,septêmber,есдүгээр сар
660,Oktober::N,október,аравдугаар сар
661,November::N,novêmber,арван нэгдүгээр сар
662,Dezember::N,decémber,арван хоёрдугаар сар
663,Montag::N,ponedéljek,даваа
664,Dienstag::N,tôrek,мягмар
665,Mittwoch::N,sréda,лхагва
666,Donnerstag::N,četŕtek,пүрэв
667,Freitag::N,pétek,баасан
668,Samstag::N,sobóta,бямба
669,Sonntag::N,nedélja,ням
670,groß::A,vêlik,их
671,groß::A,vêlik,том
672,klein::A,májhen,бага
673,klein::A,májhen,жаахан
674,lang::A,dólg,урт
675,kurz::A,krátek,охор
676,kurz::A,krátek,богино
677,breit::A,širòk,өргөн
678,schmal::A,ózek,уйтан
679,schmal::A,ózek,нарийн
680,dicht::A,góst,нягт
681,dicht::A,góst,чигжүү
682,dick[Gegenstand]::A,dêbel,зузаан
683,dünn::A,tánek,нимгэн
684,fein::A,drôben,нарийн
685,fest::A,tŕden,бөх
686,fest::A,tŕden,хатуу
687,flach::A,plán,хавтгай
688,flach::A,plòsk,хавтгай
689,glatt::A,gládek,цагаан
690,hart::A,tŕd,хатуу
691,weich::A,mehák,зөөлөн
692,rund::A,okrógel,дугуй
693,rund::A,okrógel,дугариг
694,spitz::A,šílast,шовх
695,spitz::A,šílast,шовгор
696,scharf::A,óster,хурц
697,scharf::A,óster,иртэй
698,stumpf::A,tóp,мохоо
699,stumpf::A,skŕhan,мохоо
700,schwer::A,têžek,хүнд
701,schön::A,lép,гуа
702,schön::A,lép,сайхан
703,schön::A,krásen,гуа
704,schön::A,krásen,сайхан
705,heiß::A,vròč,халуун
706,warm::A,tôpel,дулаан
707,kalt::A,mŕzel,хүйтэн
708,kalt::A,hláden,хүйтэн
709,kühl::A,hláden,сэрүүн
710,frisch::A,svéž,эрүүл
711,frisch::A,svéž,жихүүн
712,feucht::A,vlážen,чийгтэй
713,nass::A,móker,нойтон
714,trocken::A,súh,хатсан
715,voll::A,póln,дүүрэн
716,leer::A,prázen,хоосон
717,offen::A,odpŕt,онгорхой
718,geschlossen::A,zapŕt,битүү
719,geschlossen::A,zapŕt,хаалтай
720,sauber::A,číst,цэвэр
721,sauber::A,číst,хиргүй
722,sauber::A,líčen,цэвэр
723,sauber::A,líčen,хиргүй
724,schmutzig::A,umázan,бохир
725,schmutzig::A,umázan,хиртэй
726,roh::A,suròv,түүхий
727,reif::A,zrèl,болсон
728,lecker::A,okúsen,амттай
729,süß::A,sládek,амттай
730,süß::A,sládek,чихэрлэг
731,bitter::A,grenák,гашуун
732,sauer::A,kísel,эсгэлэн
733,hell::A,svetèl,гэгээн
734,hell::A,svetèl,гэрэлтэй
735,dunkel::A,temèn,бараан
736,dunkel::A,temèn,харанхуй
737,schwarz::A,čŕn,хар
738,weiß::A,bél,цагаан
739,rot::A,rdèč,улаан
740,gelb::A,žólt,шар
741,gelb::A,rumèn,шар
742,blau::A,móder,хөх
743,blau::A,móder,цэнхэр
744,grün::A,zelèn,ногоон
745,grau::A,sív,орог
746,grau::A,sív,саарал
747,bunt::A,písan,эрээн
748,billig::A,pocéni,хямд
749,teuer::A,drág,үнэтэй
750,wertvoll::A,dragocén,үнэт
751,blind::A,slép,сохор
752,taub::A,glúh,чих хатуу
753,kräftig::A,močán,чийрэг
754,stark::A,ják,хүчтэй
755,stark::A,ják,чадалтай
756,schwach::A,šíbek,сул
757,fett::A,dêbel,тарган
758,fett::A,dêbel,голигор
759,schlank::A,vítek,голшиг
760,hübsch::A,lép,сайхан
761,hübsch::A,lép,хөөрхөн
762,böse::A,zèl,муу
763,böse::A,zèl,хортой
764,böse::A,hudôben,муу
765,böse::A,hudôben,хортой
766,dumm::A,glúp,тэнэг
767,dumm::A,bédast,тэнэг
768,faul::A,lén,залхуу
769,fleißig::A,marljív,чармайлтгай
770,geizig::A,škŕt,харамч
771,klug::A,pámeten,цэцэн
772,geschickt::A,spréten,дүйтэй
773,lieb::A,míl,хайрт
774,lieb::A,ljúb,хайрт
775,lustig::A,vesél,цэнгэлтэй
776,sanft::A,láhek,наалинхай
777,hungrig::A,láčen,өлөн
778,hungrig::A,láčen,өлссөн
779,krank::A,bolán,өвчтэй
780,nackt::A,nág,нүцгэн
781,traurig::A,túžen,гунигт
782,lebendig::A,žív,амьд
783,lebendig::A,žív,амьтай
784,gut::A,dóber,сайн
785,schlecht::A,malopríden,муу
786,schlecht::A,malopríden,өөдгүй
787,richtig::A,pravílen,зөв
788,richtig::A,pravílen,зүйтэй
789,schlimm::A,húd,муухай
790,wahr::A,resníčen,үнэн
