,Concept_ID,hy,ar
209,Falle::N,ծուղակ,فخ
210,Falle::N,ծուղակ,مصيدة
211,Schlinge::N,խեղդան,عروة
212,Spur::N,հետք,أثر
213,Asche::N,մոխիր,رماد
214,Dreck::N,աղտ,قذر
215,Eisen::N,երկաթ,حديد
216,Gold::N,ոսկի,ذهب
217,Silber::N,արծաթ,فضة
218,Kohle::N,քարածուխ,فحم
219,Glas::N,ապակի,زجاج
220,Lehm::N,կավ,طين
221,Sand::N,ավազ,رمل
222,Mensch::N,մարդ,إنسان
223,Mann::N,մարդ,رجل
224,Mann::N,տղամարդ,رجل
225,Frau::N,կին,امرأة
226,Kind::N,զավակ,طفل
227,Junge::N,տղա,ولد
228,Mädchen::N,աղջիկ,بنت
229,Familie::N,ընտանիք,عائلة
230,Großvater::N,պապ,جد
231,Großmutter::N,տատ,جدة
232,Eltern::N,ծնողներ,أبوان
233,Eltern::N,ծնողներ,والدان
234,Vater::N,հայր,أب
235,Mutter::N,մայր,أم
236,Sohn::N,որդի,إبن
237,Tochter::N,աղջիկ,بنت
238,Tochter::N,աղջիկ,إبنة
239,Tochter::N,դուստր,بنت
240,Tochter::N,դուստր,إبنة
241,Bruder::N,եղբայր,أخ
242,Bruder::N,եղբայր,شقيق
243,Schwester::N,քույր,أخت
244,Onkel::N,քեռի,عم
245,Onkel::N,հորեղբայր,عم
246,Tante::N,մորաքույր,عمة
247,Ehemann::N,մարդ,زوج
248,Ehemann::N,ամուսին,زوج
249,Ehefrau::N,կին ամուսին,زوجة
250,Freude::N,ուրախություն,فرح
251,Freude::N,ուրախություն,سرور
252,Gelächter::N,ծիծաղ,قهقهة
253,Glück::N,երջանկություն,سعادة
254,Kummer::N,վիշտ,غم
255,Wunsch::N,ցանկություն,منية
256,Lust::N,փափագ,شهوة
257,Lust::N,իղձ,شهوة
258,Geist::N,ոգի,روح
259,Gedanke::N,միտք,فكرة
260,Gedächtnis::N,հիշողություն,ذاكرة
261,Verstand::N,խելք,عقل
262,Sinn::N,իմաստ,معنى
263,Grund::N,պատճառ,سبب
264,Wahrheit::N,ճշմարտություն,حقيقة
265,Gespräch::N,զրույց,محادثة
266,Märchen::N,պայիկի պատմություն,خرافة
267,Erzählung::N,պատմվածք,قصة
268,Erzählung::N,պատմվածք,حكاية
269,Erzählung::N,պատմություն,قصة
270,Erzählung::N,պատմություն,حكاية
271,Nachricht::N,հաղորդագրություն,خبر
272,Neuigkeit::N,լուր,خبر جديد
273,Neuigkeit::N,նորություն,خبر جديد
274,Name::N,անուն,اسم
275,Rätsel::N,բարդ խնդիր,لغز
276,Rede::N,ճառ,خطبة
277,Rede::N,ելույթ,خطبة
278,Sprache::N,լեզու,لغة
279,Stimme::N,ձայն,صوت
280,Wort::N,բառ,كلمة
281,Zeichen::N,նշան,رمز
282,Zeichen::N,նշան,إشارة
283,Ruf::N,կոչ,نداء
284,Ruf::N,կանչ,نداء
285,Lärm::N,աղմուկ,صخب
286,Lärm::N,աղմուկ,ضجة
287,Laut::N,հնչյուն,صوت
288,Laut::N,ձայն,صوت
289,Ton::N,տոն,نغمة
290,Lied::N,երգ,أغنية
291,Ruhe::N,անդորրություն,هدوء
292,Leute::N,մարդիկ,ناس
293,Volk::N,ազգ,شعب
294,Arbeit::N,գործ,عمل
295,Arbeit::N,աշխատանք,عمل
296,Gast::N,հյուր,ضيف
297,Geschenk::N,նվեր,هدية
298,Spiel::N,խաղ,لعب
299,Gesellschaft::N,ընկերություն,صحبة
300,Hilfe::N,օգնությթուն,عون
301,Hilfe::N,օգնությթուն,مساعدة
302,Freund::N,ընկեր,صديق
303,Freund::N,բարեկամ,صديق
304,Kamerad::N,ուղեկից,زميل
305,Angelegenheit::N,բան,أمر
306,Angelegenheit::N,բան,شأن
307,Angelegenheit::N,գործ,أمر
308,Angelegenheit::N,գործ,شأن
309,Anzahl::N,քանակ,عدد
310,Anzahl::N,գումար,عدد
311,Art::N,տեսակ,نوع
312,Stück::N,կտոր,قطعة
313,Teil::N,մաս,قسم
314,Hälfte::N,կես,نصف
315,Kreis::N,շիջանակ,دائرة
316,Kreuz::N,խաչ,صليب
317,Linie::N,գիծ,خط
318,Strich::N,գիծ,شرطة
319,Abstand::N,անջրպետ,مسافة
320,Entfernung::N,հեռավորություն,بعد
321,Gegend::N,շրջան,ناحية
322,Platz::N,տարածություն,فراغ
323,Ort::N,տեղ,مكان
324,Ort::N,վայր,مكان
325,Seite::N,կողմ,جانب
326,Mitte::N,մեջտեղ,وسط
327,Gegenstand::N,առարկա,موضوع
328,Sache::N,բան,شيء
329,Rand::N,վերջք,حافة
330,Kante::N,եզր,حافة
331,Ecke::N,անկյուն,ركن
332,Spitze::N,ծայր,سن
333,Ende::N,ծայր,طرف
334,Loch::N,անցք,ثقب
335,Winkel::N,անկյուն,زاوية
336,Muster::N,օրինակ,عينة
337,Größe::N,մեծություն,حجم
338,Länge::N,երկարություն,طول
339,Höhe::N,բարձրություն,علو
340,Höhe::N,բարձրություն,ارتفاع
341,Gewicht::N,կշիռ,وزن
342,Menge::N,քանակ,كمية
343,Haufen::N,դեզ,كوم
344,Haufen::N,կույտ,كوم
345,Reihe::N,շարք,صف
346,Reihe::N,կարգ,صف
347,Boot::N,նավակ,قارب
348,Boot::N,նավակ,زورق
349,Ruder::N,թի,مجذاف
350,Ruder::N,թիակ,مجذاف
351,Schlitten::N,բալխիր,مزلقة
352,Ski::N,դահուկ,زلاجة
353,Lagerfeuer::N,բացօդեայ կրակ,نار المخيم
354,Last::N,բեռ,حمل
355,Gang::N,զբոսանք,مشية
356,Schritt::N,քայլ,خطوة
357,Norden::N,հյուսիս,شمال
358,Süden::N,հարավ,جنوب
359,Westen::N,արեւմուտք,غرب
360,Osten::N,արեւելք,شرق
361,Holz::N,փայտ,خشب
362,Brett::N,տախտակ,لوح
363,Platte::N,թիթեղ,صفيحة
364,Stütze::N,նեցուկ,سند
365,Stütze::N,նեցուկ,دعامة
366,Stange::N,ձող,عود
367,Stock::N,փայտ,عصا
368,Stab::N,ցուպ,قضيب
369,Stab::N,գավազան,قضيب
370,Rohr::N,խողովակ,أنبوبة
371,Haus::N,տուն,دار
372,Haus::N,տուն,بيت
373,Heim::N,տուն,بيت
374,Heim::N,տուն,مسكن
375,Ofen::N,վառարան,مدفأة
376,Fußboden::N,հատակ,أرضية
377,Tisch::N,սեղան,مائدة
378,Stuhl::N,աթոռ,كرسي
379,Wiege::N,օրորոց,مهد
380,Bett::N,անկողին,سرير
381,Regal::N,դարակ,رف
382,Kiste::N,տուփ,صندوق
383,Fenster::N,պատուհան,شباك
384,Fenster::N,պատուհան,نافذة
385,Tür::N,դուռ,باب
386,Tor::N,դարպաս,بوابة
387,Zaun::N,ցանկապատ,سياج
388,Dach::N,տանիք,سطح
389,Dach::N,կտուր,سطح
390,Leiter::N,սանդուղք,سلم
391,Besen::N,ավել,مكنسة
392,Spaten::N,բահ,مسحاة
393,Schaufel::N,թի,مجرفة
394,Gabel::N,պատառաքաղ,شوكة
395,Löffel::N,գդալ,ملعقة
396,Messer::N,դանակ,سكين
397,Nagel::N,մեխ,مسمار
398,Netz::N,ցանց,شبكة
399,Haken::N,կարթ,خطاف
400,Haken::N,կարթ,صنارة
401,Griff::N,կոթ,قبضة
402,Griff::N,բռնակ,قبضة
403,Schloss::N,կողպեք,قفل
404,Bild::N,նկար,صورة
405,Bild::N,պատկեր,صورة
406,Figur::N,քանդակ,تمثال
407,Figur::N,պատկեր,تمثال
408,Puppe::N,տիկնիկ,دمية
409,Beutel::N,տոպրակ,كيس
410,Bündel::N,կապոց,ربطة
411,Tasche::N,պայուսակ,شنطة
412,Tasche::N,պայուսակ,محفظة
413,Eimer::N,դույլ,سطل
414,Eimer::N,դույլ,جردل
415,Deckel::N,կափարիչ,سداد
416,Geschirr::N,ամանեղեն,أوان
417,Sack::N,պարկ,زكيبة
418,Sack::N,տոպրակ,زكيبة
419,Tasse::N,թաս,فنجان
420,Tasse::N,գավաթ,فنجان
421,Topf::N,անոթ,قدر
422,Topf::N,անոթ,طنجرة
423,Kessel::N,կաթսա,قدر
424,Kessel::N,կաթսա,غلاية
425,Essen::N,կերակուր,طعام
426,Nahrung::N,ուտելիք,غذاء
427,Speise::N,խորտիկ,أكل
428,Speise::N,կերակուր,أكل
429,Fleisch::N,միս,لحم
430,Getreide::N,հացահատիկ,حبوب
431,Brei::N,լանդակ,عصيدة
432,Brot::N,հաց,خبز
433,Scheibe::N,կտոր,شريحة
434,Scheibe::N,պատառ,شريحة
435,Fett::N,ճարպ,سمن
436,Butter::N,կարագ,زبدة
437,Öl::N,ձեթ,زيت
438,Salz::N,աղ,ملح
439,Suppe::N,սուպ,حساء
440,Suppe::N,սուպ,شربة
441,Suppe::N,ապուր,حساء
442,Suppe::N,ապուր,شربة
443,Honig::N,մեղր,عسل
444,Milch::N,կաթ,حليب
445,Tee::N,թեյ,شاي
446,Leder::N,կաշի,جلد
447,Wolle::N,բուրդ,صوف
448,Stoff::N,գործվածք,قماش
449,Nadel::N,ասեղ,إبرة
450,Faden::N,թել,خيط
451,Knopf::N,կոճակ,زر
452,Knoten::N,հանգույց,عقدة
453,Farbe::N,ներկ,صبغة
454,Kleidung::N,հագուստ,ملابس
455,Hemd::N,վերնաշապիկ,قميص
456,Kragen::N,օձիք,ياقة
457,Ärmel::N,թեւք,كم
458,Hose::N,շալվար,سروال
459,Hose::N,շալվար,بنطلون
460,Gürtel::N,գոտի,حزام
461,Mütze::N,կեպի,طاقية
462,Schuh::N,կոշիկ,حذاء
463,Stiefel::N,երկարաճիթ կոշիկ,جزمة
464,Stiefel::N,երկարաճիթ կոշիկ,حذاء طويل
465,Ring::N,զնգալ,حلقة
466,Band::N,ժապավեն,شريط
467,Kamm::N,սանր,مشط
468,Spiegel::N,հայելի,مرآة
469,Riemen::N,փոկ,سير
470,Schnur::N,լար,حبل
471,Schnur::N,լար,دوبارة
472,Leine::N,փոկ,قيد
473,Decke::N,վերմակ,بطانية
474,Kissen::N,բարձ,وسادة
475,Tuch::N,թաշկինակ,منديل
476,Handtuch::N,սրբիչ,فوطة
477,Handtuch::N,սրբիչ,منشفة
478,Kraft::N,ուժ,قدرة
479,Stärke::N,պնդություն,قوة
480,Stärke::N,ամրություն,قوة
481,Gesundheit::N,առողջություն,صحة
482,Krankheit::N,ախտ,مرض
483,Krankheit::N,հիվանդություն,مرض
484,Schmerz::N,ցավ,ألم
485,Schmerz::N,ցավ,وجع
486,Schmerz::N,տանջանք,ألم
487,Schmerz::N,տանջանք,وجع
488,Wunde::N,վերք,جرح
489,Fieber::N,տենդ,حمى
490,Arznei::N,դեղ,دواء
491,Brücke::N,կամուրջ,جسر
492,Brunnen::N,հոր,بئر
493,Brunnen::N,ջրհոր,بئر
494,Weide::N,արոտավայր,مرعى
495,Pfad::N,արահետ,درب
496,Weg::N,ուղի,سكة
497,Straße::N,ճանապարհ,طريق
498,Dorf::N,գյուղ,قرية
499,Stadt::N,քաղաք,مدينة
500,Brief::N,նամակ,خطاب
501,Brief::N,նամակ,مكتوب
502,Buch::N,գիրք,كتاب
503,Buchstabe::N,տառ,حرف
504,Buchstabe::N,գիր,حرف
505,Zeitung::N,լրագիր,جريدة
506,Leben::N,կյանք,عيش
507,Leben::N,կյանք,حياة
508,Tod::N,մահ,موت
509,Tod::N,մահ,وفاة
510,Grab::N,գերեզման,قبر
511,Kirche::N,եկեղեցի,كنيسة
512,Sünde::N,մեղք,خطيئة
513,Gott::N,աստված,إله
514,Arbeiter::N,բանվոր,عامل
515,Arbeiter::N,աշխատող,عامل
516,Chef::N,տեր,رئيس
517,Meister::N,վարպետ,أسطى
518,Arzt::N,բժիշկ,طبيب
519,Lehrer::N,ուսուցիչ,مدرس
520,Geld::N,փող,نقود
521,Geschäft::N,գործ,صفقة
522,Geschäft::N,աշխատանք,صفقة
523,Laden::N,կրպակ,دكان
524,Laden::N,խանութ,دكان
525,Preis::N,գին,سعر
526,Ware::N,ապրանք,بضاعة
527,Nutzen::N,օգուտ,فائدة
528,Reichtum::N,հարստություն,غنى
529,Reichtum::N,հարստություն,ثروة
530,Welt::N,աշխարհ,عالم
531,Welt::N,աշխարհ,دنيا
532,Land::N,երկիր,بلد
533,Staat::N,պետություն,دولة
534,König::N,արքա,ملك
535,König::N,թագավոր,ملك
536,Macht::N,իշխանություն,سلطة
537,Grenze::N,սահման,حدود
538,Krieg::N,պատերազմ,حرب
539,Feind::N,թշնամի,عدو
540,Gewalt::N,բռնություն,عنف
541,Gewalt::N,սաստկություն,عنف
542,Kampf::N,մարտ,قتال
543,Bogen[Waffe]::N,աղեղ,قوس
544,Pfeil::N,նետ,سهم
545,Gewehr::N,հրացան,بندقية
546,Fehler::N,սխալ,خطأ
547,Lüge::N,սուտ,كذب
548,Schaden::N,վնաս,تلف
549,Unglück::N,դժբախտություն,نحس
550,Schuld::N,պակասություն,ذنب
551,Alter::N,հասակ,سن
552,Alter::N,հասակ,عمر
553,Schluss::N,վերջ,ختام
554,Schluss::N,վերջ,نهاية
555,Schluss::N,վախճան,ختام
556,Schluss::N,վախճան,نهاية
557,Zeit::N,ժամանակ,وقت
558,Tag::N,օր,يوم
559,Morgen::N,առավոտ,صباح
560,Mittag::N,կեսօր,ظهر
561,Abend::N,երեկո,مساء
562,Nacht::N,գիշեր,ليلة
563,Woche::N,շաբաթ,أسبوع
564,Monat::N,ամիս,شهر
565,Jahr::N,տարի,عام
566,Jahr::N,տարի,سنة
567,Frühling::N,գարուն,ربيع
568,Sommer::N,ամառ,صيف
569,Herbst::N,աշուն,خريف
570,Winter::N,ձմեռ,شتاء
571,Januar::N,հունվար,يناير
572,Januar::N,հունվար,كانون الثاني
573,Februar::N,փետրվար,شباط
574,Februar::N,փետրվար,فبراير
575,März::N,մարտ,آذار
576,März::N,մարտ,مارس
577,April::N,ապրիլ,نيسان
578,Mai::N,մայիս,مايو
579,Juni::N,հունիս,يونيو
580,Juni::N,հունիս,حزيران
581,Juli::N,հուլիս,تموز
582,Juli::N,հուլիս,يوليو
583,August::N,օգոստոս,آب
584,August::N,օգոստոս,أغسطس
585,September::N,սեպտեմբեր,أيلول
586,September::N,սեպտեմբեր,سبتمبر
587,Oktober::N,հոկտեմբեր,أكتوبر
588,Oktober::N,հոկտեմբեր,تشرين الأول
589,November::N,նոյեմբեր,نوفمبر
590,November::N,նոյեմբեր,تشرين الثاني
591,Dezember::N,դեկտեմբեր,ديسمبر
592,Dezember::N,դեկտեմբեր,كانون الأول
593,Montag::N,երկուշաբթի,يوم الاثنين
594,Dienstag::N,երեքշաբթի,يوم الثلاثاء
595,Mittwoch::N,չորեքշաբթի,يوم الأربعاء
596,Donnerstag::N,հինգշաբթի,يوم الخميس
597,Freitag::N,ուրբաթ,يوم الجمعة
598,Samstag::N,շաբաթ,يوم السبت
599,Sonntag::N,կիրակի,يوم الأحد
600,groß::A,մեծ,كبير
601,groß::A,խոշոր,كبير
602,klein::A,պստիկ,صغير
603,klein::A,փոքրիկ,صغير
604,lang::A,երկար,طويل
605,kurz::A,կարճ,قصير
606,breit::A,լայն,واسع
607,schmal::A,նեղ,ضيق
608,dicht::A,խիտ,كث
609,dicht::A,խիտ,كثيف
610,dick[Gegenstand]::A,հաստ,غليظ
611,dünn::A,բարակ,رفيع
612,fein::A,նուրբ,رقيق
613,fest::A,ամուր,متين
614,fest::A,պինդ,متين
615,flach::A,տափակ,سهل
616,flach::A,տափակ,منبسط
617,glatt::A,հարթ,ناعم
618,hart::A,կարծր,صلب
619,hart::A,կարծր,جامد
620,weich::A,մեղմ,لين
621,weich::A,փափուկ,لين
622,rund::A,կլոր,مستدير
623,spitz::A,սրածայր,مدبب
624,scharf::A,սուր,حاد
625,stumpf::A,գուլ,ثالم
626,schwer::A,ծանր,ثقيل
627,schön::A,սիրուն,جميل
628,schön::A,գեղեցիկ,جميل
629,heiß::A,թեժ,حار
630,heiß::A,թեժ,ساخن
631,warm::A,տաք,دافئ
632,warm::A,ջերմ,دافئ
633,kalt::A,ցուրտ,بارد
634,kühl::A,զով,قر
635,frisch::A,թարմ,طازج
636,feucht::A,ղոնավ,رطب
637,nass::A,թաց,مبلول
638,trocken::A,ցամաք,جاف
639,voll::A,լի,ملء
640,voll::A,լիքը,ملء
641,leer::A,դատարկ,خال
642,leer::A,դատարկ,فارغ
643,offen::A,բաց,مفتوح
644,geschlossen::A,գոց,مغلق
645,sauber::A,մաքուր,نظيف
646,schmutzig::A,կեղտոտ,قذر
647,roh::A,հում,نيء
648,reif::A,հասած,ناضج
649,reif::A,հասուն,ناضج
650,lecker::A,համեղ,لذيذ
651,süß::A,անուշ,حلو
652,bitter::A,կծու,مر
653,sauer::A,թթու,حامض
654,sauer::A,թթված,حامض
655,hell::A,պայծառ,نير
656,hell::A,խելամիտ,نير
657,dunkel::A,մութ,مظلم
658,schwarz::A,սեւ,أسود
659,weiß::A,սպիտակ,أبيض
660,rot::A,կարմիր,أحمر
661,gelb::A,դեղին,أصفر
662,blau::A,կապույտ,أزرق
663,grün::A,կանաչ,أخضر
664,grau::A,գորշ,رمادي
665,bunt::A,գոյնզգոյն,ملوب
666,billig::A,էժան,رخيص
667,teuer::A,թանկ,غال
668,wertvoll::A,թանկարժեք,ثمين
669,blind::A,կույր,أعمى
670,taub::A,խուլ,أصم
671,taub::A,խուլ,أطرش
672,kräftig::A,հզոր,قوي
673,stark::A,ուժեղ,قوي
674,schwach::A,տկար,ضعيف
675,schwach::A,թույլ,ضعيف
676,fett::A,գեր,سمين
677,schlank::A,նիհար,أهيف
678,hübsch::A,գրավիչ,جميل
679,hübsch::A,սիրունիկ,جميل
680,böse::A,չար,رديء
681,dumm::A,հիմար,أبله
682,dumm::A,հիմար,أحمق
683,faul::A,ծույլ,كسلان
684,fleißig::A,ջանասեր,مجتهد
685,fleißig::A,փութաջան,مجتهد
686,geizig::A,ագահ,بخيل
687,geizig::A,կծծի,بخيل
688,klug::A,խելոք,ذكي
689,klug::A,խելոք,عاقل
690,klug::A,ընդունակ,ذكي
691,klug::A,ընդունակ,عاقل
692,geschickt::A,ճարտար,ماهر
693,lieb::A,սիրելի,عزيز
694,lustig::A,զվարթ,مرح
695,sanft::A,հեզ,حليم
696,hungrig::A,քաղցած,جائع
697,krank::A,հիվանդ,مريض
698,nackt::A,մերկ,عار
699,traurig::A,տխուր,حزين
700,lebendig::A,կենդանի,حي
701,gut::A,լավ,جيد
702,schlecht::A,վատ,سيء
703,richtig::A,ձիշտ,صحيح
704,schlimm::A,լղրճուկ,خبيث
705,wahr::A,ճիշտ,حق
706,wahr::A,իրական,حق
707,alt::A,հին,قديم
708,neu::A,նոր,جديد
709,ehemalig::A,նախկին,سابق
710,alt[Lebewesen]::A,ծեր,مسن
711,alt[Lebewesen]::A,պառավ,مسن
712,jung::A,մատաղ,شاب
713,jung::A,մատաղ,صغير
714,arm::A,աղքատ,فقير
715,reich::A,հարուստ,غني
716,bekannt::A,ծանոթ,معلوم
717,berühmt::A,հայտնի,مشهور
718,berühmt::A,հռչակավոր,مشهور
719,fremd::A,օտար,أجنبي
720,verschieden::A,տարբեր,مختلف
721,nah::A,մոտ,قريب
722,nah::A,մերձ,قريب
723,fern::A,հեռավոր,بعيد
724,linker::A,ձախ,يسار
725,rechter::A,աջ,يمين
726,anderer::A,այլ,آخر
727,anderer::A,ուրիշ,آخر
728,erster::A,առաջին,أول
729,zweiter::A,երկրորդ,ثان
730,dritter::A,երրորդ,ثالث
731,letzter::A,վերջին,أخير
732,allein::ADV,միայնակ,وحده
733,auf einmal::ADV,միասնաբար,بالمرة
734,zusammen::ADV,միասին,معا
735,zusammen::ADV,իրար հետ,معا
736,lange::ADV,երկար ժամանակ,مدة طويلة
737,plötzlich::ADV,հանկարծ,فجأة
738,sofort::ADV,իսկույն,حالا
739,sofort::ADV,իսկույն,فورا
740,später::ADV,ավելի ուշ,فيما بعد
741,später::ADV,հետո,فيما بعد
