,Concept_ID,br,de
783,sich beeilen::V,hastañ,sich beeilen
784,sausen::V,karzhañ,sausen
785,rennen::V,redek,rennen
786,springen::V,lammat,springen
787,klettern::V,krimpat,klettern
788,schaukeln::V,brañsellat,schaukeln
789,kriechen::V,skrampañ,kriechen
790,schwimmen::V,neuial,schwimmen
791,tauchen::V,splujañ,tauchen
792,rudern::V,roeñvat,rudern
793,fahren::V,kas,fahren
794,fahren::V,bleniañ,fahren
795,fliegen::V,nijal,fliegen
796,gehen::V,mont,gehen
797,weggehen::V,mont kuit,weggehen
798,abfahren::V,mont kuit,abfahren
799,anhalten::V,chom a-sav,anhalten
800,hineingehen::V,monet e-barzh,hineingehen
801,eintreten::V,monet e-barzh,eintreten
802,kommen::V,dont,kommen
803,ankommen::V,erruout,ankommen
804,zurückkommen::V,addonet,zurückkommen
805,bleiben::V,chom,bleiben
806,warten::V,gortoz,warten
807,erwarten::V,gortoz,erwarten
808,suchen::V,klask,suchen
809,finden::V,kavout,finden
810,versuchen::V,klask,versuchen
811,vorbereiten::V,aozañ,vorbereiten
812,lieben::V,karout,lieben
813,mögen::V,karout,mögen
814,lachen::V,c'hoarzin,lachen
815,rühren::V,tenerañ,rühren
816,weinen::V,gouelañ,weinen
817,schimpfen::V,krozal,schimpfen
818,sich ärgern::V,fachañ,sich ärgern
819,sich ärgern::V,en em fachañ,sich ärgern
820,fliehen::V,tec'het,fliehen
821,flüchten::V,tuzañ,flüchten
822,sehen::V,gwelet,sehen
823,anschauen::V,sellout ouzh,anschauen
824,ansehen::V,sellout ouzh,ansehen
825,hören::V,klevet,hören
826,zuhören::V,selaou,zuhören
827,probieren::V,blasa,probieren
828,riechen::V,klevet,riechen
829,fühlen::V,santout,fühlen
830,scheinen::V,diskouez bezañ,scheinen
831,zu sehen sein::V,bezañ gwelus,zu sehen sein
832,vernehmen::V,merzhañ,vernehmen
833,frieren::V,anoued,frieren
834,tun::V,ober,tun
835,können::V,gouzout,können
836,wollen::V,fellout da,wollen
837,wollen::V,kaout c'hoant da,wollen
838,anfangen::V,kregiñ,anfangen
839,beenden::V,achuiñ,beenden
840,aufhören::V,paouez,aufhören
841,öffnen::V,digeriñ,öffnen
842,schließen::V,serriñ,schließen
843,stellen::V,lakaat,stellen
844,setzen::V,lakaat,setzen
845,legen::V,lakaat,legen
846,berühren::V,touch,berühren
847,verbinden::V,eren,verbinden
848,bedecken::V,goloiñ,bedecken
849,aufhängen::V,istribilhañ,aufhängen
850,anzünden::V,alumiñ,anzünden
851,anzünden::V,c'hwezzañ,anzünden
852,aufheben::V,dastum,aufheben
853,zurücklassen::V,lezel,zurücklassen
854,verlieren::V,koll,verlieren
855,fallen lassen::V,laoskel,fallen lassen
856,fallen lassen::V,lezel da gouezhel,fallen lassen
857,machen::V,ober,machen
858,herstellen::V,fardañ,herstellen
859,bauen::V,sevel,bauen
860,reparieren::V,adaozañ,reparieren
861,verbessern::V,gwellaat,verbessern
862,ändern::V,cheñch,ändern
863,graben::V,kleuzañ,graben
864,beugen::V,plegañ,beugen
865,biegen::V,krommañ,biegen
866,drehen::V,treiñ,drehen
867,wenden::V,treiñ,wenden
868,umdrehen::V,treiñ,umdrehen
869,heben::V,sevel,heben
870,hochheben::V,sevel,hochheben
871,ergreifen::V,kemer,ergreifen
872,halten::V,dalc'hen,halten
873,drücken::V,bountañ,drücken
874,schieben::V,poulzañ,schieben
875,kratzen::V,skrabat,kratzen
876,lecken::V,lipat,lecken
877,beißen::V,kregiñ,beißen
878,abreißen::V,diframmañ,abreißen
879,abschneiden::V,troc'hañ,abschneiden
880,binden::V,stagañ,binden
881,stecken::V,sankañ,stecken
882,brechen::V,darnaouiñ,brechen
883,klopfen::V,skoiñ,klopfen
884,hauen::V,dornañ,hauen
885,kleben::V,pegañ,kleben
886,reiben::V,taravat,reiben
887,reiben::V,trekiñ,reiben
888,streichen::V,toazañ,streichen
889,schleifen::V,lemmañ,schleifen
890,schneiden::V,troc'hañ,schneiden
891,rütteln::V,tordorosañ,rütteln
892,schütteln::V,hejañ,schütteln
893,schütten::V,diskargañ,schütten
894,füllen::V,kargañ,füllen
895,einwickeln::V,gronnañ,einwickeln
896,tragen::V,dougen,tragen
897,schleppen::V,stlejal,schleppen
898,ziehen::V,sachañ,ziehen
899,aufbewahren::V,miret,aufbewahren
900,werfen::V,teuler,werfen
901,fangen::V,tapañ,fangen
902,packen::V,krapat,packen
903,verstecken::V,kuzhat,verstecken
904,teilen::V,rannañ,teilen
905,schicken::V,kas,schicken
906,bringen::V,degas,bringen
907,hinzufügen::V,lakat ouzhpenn,hinzufügen
908,bekommen::V,kaout,bekommen
909,erhalten::V,kaout,erhalten
910,nehmen::V,kemer,nehmen
911,wählen::V,choaz,wählen
912,auswählen::V,dibab,auswählen
913,bewahren::V,mirout,bewahren
914,behindern::V,diaezañ,behindern
915,verderben::V,lovrañ,verderben
916,beschädigen::V,gwallegañ,beschädigen
917,zerbrechen::V,torriñ,zerbrechen
918,zerreißen::V,diroegiñ,zerreißen
919,zerstören::V,distrujañ,zerstören
920,verbrennen::V,deviñ,verbrennen
921,geben::V,reiñ,geben
922,schenken::V,donezonañ,schenken
923,versprechen::V,prometiñ,versprechen
924,wünschen::V,hetiñ,wünschen
925,loben::V,feurmiñ,loben
926,küssen::V,pokat,küssen
927,wiegen::V,pouezañ,wiegen
928,zudecken::V,goloiñ,zudecken
929,wecken::V,dihuniñ,wecken
930,zeigen::V,diskouez,zeigen
931,führen::V,kas,führen
932,lehren::V,deskiñ,lehren
933,unterrichten::V,kelenn,unterrichten
934,leiten::V,bleinañ,leiten
935,antreiben::V,poulzañ,antreiben
936,lassen::V,leuskel,lassen
937,einladen::V,pediñ,einladen
938,vereinigen::V,unisañ,vereinigen
939,besuchen::V,gweladenniñ,besuchen
940,treffen::V,kejal,treffen
941,treffen::V,ankontrañ,treffen
942,sich versammeln::V,bodennañ,sich versammeln
943,spielen::V,c'hoari,spielen
944,singen::V,kanañ,singen
945,tanzen::V,dañsal,tanzen
946,sich trennen::V,dispartiañ,sich trennen
947,verlassen::V,lezel,verlassen
948,retten::V,saveteiñ,retten
949,bewachen::V,mesa,bewachen
950,schützen::V,diwall,schützen
951,verteidigen::V,difenn,verteidigen
952,sich schlagen::V,lopañ,sich schlagen
953,siegen::V,trec'hiñ,siegen
954,ärgern::V,hegasiñ,ärgern
955,schlagen::V,skeiñ,schlagen
956,treten::V,botaouiñ,treten
957,stechen::V,pikat,stechen
958,stoßen::V,stokañ,stoßen
959,stehlen::V,laerezh,stehlen
960,stören::V,direnkañ,stören
961,belästigen::V,dregasiñ,belästigen
962,verbergen::V,skoachañ,verbergen
963,täuschen::V,tromplañ,täuschen
964,betrügen::V,lorbañ,betrügen
965,töten::V,lazhañ,töten
966,wohnen::V,bezañ o chom,wohnen
967,arbeiten::V,labourat,arbeiten
968,sammeln::V,dastum,sammeln
969,pflücken::V,kuntuilhañ,pflücken
970,jagen::V,chaseal,jagen
971,fischen::V,pesketa,fischen
972,fassen::V,pakañ,fassen
973,hüten::V,geota,hüten
974,anbinden::V,stagañ,anbinden
975,füttern::V,boueta,füttern
976,melken::V,goro,melken
977,hacken::V,difrakal,hacken
978,gießen::V,dourañ,gießen
979,reifen::V,azviñ,reifen
980,zubereiten::V,keginañ,zubereiten
981,kochen::V,poazhañ,kochen
982,backen::V,fritañ,backen
983,braten::V,rostañ,braten
984,stricken::V,stammañ,stricken
985,nähen::V,gwriat,nähen
986,färben::V,livañ,färben
987,reinigen::V,naetañ,reinigen
988,waschen::V,gwalc'hiñ,waschen
989,abwischen::V,torchañ,abwischen
990,spülen::V,disgwalc'hiñ,spülen
991,fegen::V,skubañ,fegen
992,kehren::V,skubañ,kehren
993,baden::V,kouronkañ,baden
994,sich waschen::V,en em walc'hiñ,sich waschen
995,sich anziehen::V,gwiskañ,sich anziehen
996,kämmen::V,kribat,kämmen
997,schmücken::V,kinklañ,schmücken
998,sagen::V,larêt,sagen
999,sagen::V,lavaret,sagen
1000,sprechen::V,komz,sprechen
1001,reden::V,kaozeal,reden
1002,sich unterhalten::V,balbotal,sich unterhalten
1003,fragen::V,goulenn,fragen
1004,bitten::V,goulenn,bitten
1005,erzählen::V,kontañ,erzählen
1006,mitteilen::V,kemenn,mitteilen
1007,nennen::V,anviñ,nennen
1008,rufen::V,gelver,rufen
1009,prahlen::V,fougeal,prahlen
1010,übersetzen::V,treiñ,übersetzen
1011,denken::V,soñjal,denken
1012,glauben::V,krediñ,glauben
1013,bemerken::V,apresevañ,bemerken
1014,erkennen::V,anavout,erkennen
1015,begreifen::V,meizañ,begreifen
1016,verstehen::V,kompren,verstehen
1017,lernen::V,deskiñ,lernen
1018,wissen::V,gouzout,wissen
1019,sich erinnern an::V,kaout soñj e,sich erinnern an
1020,vergessen::V,ankouaat,vergessen
1021,messen::V,muzuliañ,messen
1022,zählen::V,kontañ,zählen
1023,rechnen::V,jedañ,rechnen
1024,lesen::V,lenn,lesen
1025,malen::V,livañ,malen
1026,zeichnen::V,tresañ,zeichnen
1027,schreiben::V,skrivañ,schreiben
1028,besitzen::V,kaout,besitzen
1029,kaufen::V,prenañ,kaufen
1030,verkaufen::V,gwerzhañ,verkaufen
1031,bezahlen::V,paeañ,bezahlen
1032,zahlen::V,paeañ,zahlen
1033,beherrschen::V,mestroniañ,beherrschen
1034,ertragen::V,anduriñ,ertragen
1035,Grube::N,,Grube
1036,Spur::N,,Spur
1037,Lehm::N,,Lehm
1038,Laut::N,,Laut
1039,Winkel::N,,Winkel
1040,Lagerfeuer::N,,Lagerfeuer
1041,vergebens::ADV,,vergebens
1042,untergehen[Sonne]::V,,untergehen
1043,läuten::V,,läuten
1044,klingeln::V,,klingeln
1045,sich fürchten::V,,sich fürchten
1046,fürchten::V,,fürchten
1047,gelingen::V,,gelingen
1048,geraten::V,,geraten
1049,schwenken::V,,schwenken
1050,reichen::V,,reichen
1051,aufziehen::V,,aufziehen
1052,schießen::V,,schießen
1053,treiben::V,,treiben
1054,umrühren::V,,umrühren
1055,ausziehen::V,,ausziehen
1056,anziehen::V,,anziehen
