,Concept_ID,hu,mhr
177,Eichhörnchen::N,mókus,ур
178,Elch::N,jávorszarvas,шо́рдо
179,Fuchs::N,róka,ры́выж
180,Hase::N,nyúl,мера́ҥ
181,Maus::N,egér,коля́
182,Wolf::N,farkas,пи́ре
183,Vogel::N,madár,ка́йык
184,Schwarm::N,raj,каша́к
185,Huhn::N,tyúk,чы́ве
186,Hahn::N,kakas,агыта́н
187,Gans::N,lúd,ко́мбо
188,Gans::N,liba,ко́мбо
189,Adler::N,sas,карагу́ш
190,Ente::N,kacsa,лу́до
191,Eule::N,bagoly,тумна́
192,Kranich::N,daru,турня́
193,Krähe::N,varjú,кора́к
194,Kuckuck::N,kakukk,куку́
195,Schwan::N,hattyú,йӱ́ксӧ
196,Fisch::N,hal,кол
197,Barsch::N,sügér,ола́ҥге
198,Hecht::N,csuka,нуж
199,Hecht::N,csuka,чорта́н
200,Schlange[Tier]::N,kígyó,ки́шке
201,Wurm::N,kukac,шукш
202,Spinne::N,pók,эҥыре́мыш
203,Ameise::N,hangya,ку́тко
204,Laus::N,tetű,тий
205,Mücke::N,szúnyog,шыҥа́
206,Fliege::N,légy,ка́рме
207,Schmetterling::N,lepke,лы́ве
208,Schmetterling::N,pillangó,лы́ве
209,Beere::N,bogyó,мӧр
210,Apfel::N,alma,олма́
211,Pilz::N,gomba,по́ҥго
212,Zwiebel::N,hagyma,шога́н
213,Saat::N,vetőmag,нӧ́шмӧ
214,Saat::N,vetőmag,туш
215,Korn::N,mag,шу́рно
216,Korn::N,szem,шу́рно
217,Heu::N,széna,шу́до
218,Schale::N,héj,шӱм
219,Grube::N,verem,выне́м
220,Falle::N,csapda,лӧ́дӧ
221,Schlinge::N,tőr,о́птыш
222,Schlinge::N,tőr,шӧрга́лтыш
223,Spur::N,nyom,кыша́
224,Asche::N,hamu,ло́мыж
225,Dreck::N,sár,лавыра́
226,Dreck::N,piszok,лавыра́
227,Eisen::N,vas,кӱ́ртньӧ
228,Gold::N,arany,шӧ́ртньӧ
229,Silber::N,ezüst,ший
230,Kohle::N,szén,мландышӱ́й
231,Glas::N,üveg,янда́
232,Lehm::N,agyag,шун
233,Lehm::N,vályog,шун
234,Sand::N,homok,ошма́
235,Mensch::N,ember,еҥ
236,Mensch::N,ember,айде́ме
237,Mann::N,úr,пӧръе́ҥ
238,Mann::N,férfi,пӧръе́ҥ
239,Frau::N,nő,ӱдырама́ш
240,Frau::N,asszony,ӱдырама́ш
241,Kind::N,gyerek,аза́
242,Kind::N,gyermek,аза́
243,Junge::N,fiú,рве́зе
244,Mädchen::N,lány,ӱдыра́ш
245,Familie::N,család,еш
246,Großvater::N,nagyapa,коча́
247,Großmutter::N,nagyanya,кова́
248,Eltern::N,szülők,ача́-ава́
249,Vater::N,apa,ача́
250,Vater::N,atya,ача́
251,Mutter::N,anya,ава́
252,Sohn::N,fiú,э́рге
253,Tochter::N,lány,ӱ́дыр
254,Bruder::N,fivér,иза́
255,Bruder::N,fivér,шо́льо
256,Bruder::N,testvér,иза́
257,Bruder::N,testvér,шо́льо
258,Schwester::N,nővér,ака́
259,Schwester::N,lánytestvér,ака́
260,Onkel::N,nagybácsi,иза́
261,Tante::N,nagynéni,кока́
262,Ehemann::N,férj,мари́й
263,Ehefrau::N,feleség,ва́те
264,Freude::N,öröm,куа́н
265,Freude::N,öröm,куаныма́ш
266,Gelächter::N,nevetés,во́штылтыш
267,Gelächter::N,hahotázás,во́штылтыш
268,Glück::N,boldogság,пиа́л
269,Kummer::N,bánat,о́йго
270,Wunsch::N,óhaj,ку́мыл
271,Lust::N,kedv,ку́мыл
272,Geist::N,elme,ӧрт
273,Geist::N,elme,чон
274,Geist::N,szellem,ӧрт
275,Geist::N,szellem,чон
276,Gedanke::N,gondolat,ой
277,Gedanke::N,gondolat,шоныма́ш
278,Gedächtnis::N,emlékezet,шарныма́ш
279,Verstand::N,ész,уш
280,Verstand::N,értelem,уш
281,Sinn::N,értelem,смысл
282,Grund::N,ok,ама́л
283,Grund::N,alap,ама́л
284,Wahrheit::N,igaz,чын
285,Wahrheit::N,igazság,чын
286,Gespräch::N,beszélgetés,мутланыма́ш
287,Märchen::N,mese,йома́к
288,Erzählung::N,elbeszélés,ойлыма́ш
289,Nachricht::N,hír,увертарыма́ш
290,Nachricht::N,híradás,увертарыма́ш
291,Neuigkeit::N,újság,уве́р
292,Name::N,név,лӱм
293,Rätsel::N,rejtvény,ту́што
294,Rede::N,beszéd,ойлыма́ш
295,Rede::N,szónoklat,ойлыма́ш
296,Sprache::N,nyelv,йы́лме
297,Stimme::N,hang,йӱк
298,Wort::N,szó,ой
299,Wort::N,szó,мут
300,Zeichen::N,jel,ти́ште
301,Zeichen::N,jel,знак
302,Ruf::N,kiáltás,ӱжма́ш
303,Lärm::N,zaj,лӱшкыма́ш
304,Lärm::N,zaj,йӱк-йӱа́н
305,Laut::N,hang,йӱк
306,Ton::N,hang,йӱксе́м
307,Lied::N,dal,му́ро
308,Lied::N,ének,му́ро
309,Ruhe::N,csend,ты́мык
310,Ruhe::N,nyugalom,ты́мык
311,Leute::N,emberek,еҥ-влак
312,Volk::N,nép,ка́лык
313,Arbeit::N,dolog,паша́
314,Gast::N,vendég,уна́
315,Geschenk::N,ajándék,пӧле́к
316,Spiel::N,játék,мо́дыш
317,Spiel::N,játék,модма́ш
318,Gesellschaft::N,társaság,тӱшка́
319,Hilfe::N,segítség,по́лыш
320,Freund::N,barát,таҥ
321,Freund::N,barát,йолта́ш
322,Kamerad::N,társ,таҥ
323,Angelegenheit::N,ügy,паша́
324,Anzahl::N,szám,чот
325,Art::N,faj,вид
326,Art::N,fajta,вид
327,Stück::N,darab,ка́тыш
328,Stück::N,darab,ла́стык
329,Teil::N,rész,ужа́ш
330,Hälfte::N,fél,пел
331,Hälfte::N,fél,пе́ле
332,Kreis::N,kör,ты́ртыш
333,Kreuz::N,kereszt,ыре́с
334,Linie::N,vonal,ли́ний
335,Strich::N,vonás,коре́ш
336,Abstand::N,köz,кокла́
337,Entfernung::N,távolság,тора́
338,Entfernung::N,távolság,ку́жыт
339,Gegend::N,táj,кунде́м
340,Gegend::N,vidék,кунде́м
341,Platz::N,hely,ку́мдык
342,Ort::N,hely,вер
343,Ort::N,hely,о́лмо
344,Seite::N,fél,ӧ́рдыж
345,Seite::N,oldal,ӧ́рдыж
346,Mitte::N,közép,покше́л
347,Gegenstand::N,tárgy,наста́
348,Sache::N,dolog,наста́
349,Rand::N,szél,тӱр
350,Rand::N,perem,тӱр
351,Rand::N,szegély,тӱр
352,Kante::N,él,тӱр
353,Ecke::N,sarok,лук
354,Ecke::N,szöglet,лук
355,Spitze::N,csúcs,вуй
356,Ende::N,vég,муча́ш
357,Loch::N,lyuk,рож
358,Winkel::N,szög,лук
359,Muster::N,minta,пеза́к
360,Muster::N,minta,узо́р
361,Muster::N,minta,ӱ́лгӧ
362,Größe::N,nagyság,кӱ́кшыт
363,Länge::N,hossz,ку́тыш
364,Länge::N,hosszúság,ку́тыш
365,Höhe::N,magasság,кӱ́кшыт
366,Gewicht::N,súly,не́лыт
367,Menge::N,sokaság,чот
368,Menge::N,mennyiség,чот
369,Haufen::N,halom,кы́шыл
370,Reihe::N,sor,рада́м
371,Boot::N,csónak,пуш
372,Ruder::N,evező,эшка́к
373,Schlitten::N,szánkó,тер
374,Schlitten::N,szánkó,изде́р
375,Ski::N,sí,е́че
376,Lagerfeuer::N,tábortűz,туло́то
377,Last::N,teher,нӧ́лтыш
378,Gang::N,járás,ошкылма́ш
379,Schritt::N,lépés,о́шкыл
380,Norden::N,észak,йӱдйыма́л
381,Süden::N,dél,кечывалве́л
382,Westen::N,nyugat,касве́л
383,Osten::N,kelet,эрве́л
384,Holz::N,fa,пу
385,Brett::N,deszka,оҥа́
386,Platte::N,lap,аста́р
387,Platte::N,lemez,аста́р
388,Stütze::N,támasz,чара́к
389,Stütze::N,támaszték,чара́к
390,Stange::N,rúd,лома́ш
391,Stange::N,pózna,лома́ш
392,Stock::N,pálca,тоя́
393,Stab::N,bot,вара́
394,Stab::N,bot,кашта́
395,Rohr::N,cső,пуч
396,Haus::N,ház,пӧрт
397,Heim::N,otthon,мӧ́ҥгӧ
398,Ofen::N,kályha,комака́
399,Fußboden::N,padló,кӱва́р
400,Tisch::N,asztal,ӱсте́л
401,Stuhl::N,szék,пӱке́н
402,Wiege::N,bölcső,шепка́
403,Bett::N,ágy,ва́кшыш
404,Regal::N,polc,шӧ́рлык
405,Regal::N,állvány,шӧ́рлык
406,Kiste::N,láda,шо́ндык
407,Kiste::N,láda,я́шлык
408,Fenster::N,ablak,окна́
409,Tür::N,ajtó,омса́
410,Tor::N,kapu,капка́
411,Zaun::N,kerítés,сава́р
412,Dach::N,tető,леве́дыш
413,Leiter::N,létra,тошка́лтыш
414,Besen::N,seprű,ӱштерво́штыр
415,Spaten::N,ásó,ко́льмо
416,Schaufel::N,lapát,сово́к
417,Schaufel::N,lapát,су́ско
418,Gabel::N,villa,ви́лке
419,Löffel::N,kanál,па́не
420,Löffel::N,kanál,совла́
421,Messer::N,kés,кӱ́зӧ
422,Nagel::N,szeg,пуда́
423,Netz::N,háló,вапш
424,Haken::N,kampó,са́гыле
425,Griff::N,nyél,кыл
426,Griff::N,fogantyú,кыл
427,Schloss::N,zár,кӧгӧ́н
428,Bild::N,kép,сӱре́т
429,Figur::N,alak,фигу́р
430,Puppe::N,bábu,курча́к
431,Beutel::N,zacskó,меша́к
432,Bündel::N,köteg,арша́ш
433,Tasche::N,táska,сумка́
434,Eimer::N,vödör,ведра́
435,Deckel::N,fedő,ко́мдыш
436,Deckel::N,fedél,ко́мдыш
437,Geschirr::N,edény,а́те
438,Sack::N,zsák,куль
439,Sack::N,zsák,меша́к
440,Tasse::N,csésze,чу́кыр
441,Tasse::N,csésze,чашка́
442,Topf::N,fazék,ми́ске
443,Kessel::N,üst,под
444,Kessel::N,bogrács,под
445,Essen::N,evés,ко́чкыш
446,Essen::N,étkezés,ко́чкыш
447,Nahrung::N,ennivaló,ку́рго
448,Speise::N,étel,ко́чкыш
449,Fleisch::N,hús,шыл
450,Getreide::N,gabona,шу́рно
451,Brei::N,pép,пу́чымыш
452,Brei::N,kása,пу́чымыш
453,Brot::N,kenyér,ки́нде
454,Scheibe::N,szelet,ка́тыш
455,Fett::N,háj,коя́
456,Fett::N,zsír,коя́
457,Butter::N,vaj,ӱй
458,Öl::N,olaj,ӱй
459,Salz::N,só,шинча́л
460,Suppe::N,leves,шӱр
461,Honig::N,méz,мӱй
462,Milch::N,tej,шӧр
463,Tee::N,tea,чай
464,Leder::N,bőr,сура́н
465,Leder::N,bőr,шӱ́штӧ
466,Wolle::N,gyapjú,пун
467,Stoff::N,szövet,куэ́м
468,Stoff::N,szövet,посто́
469,Nadel::N,tű,и́ме
470,Faden::N,fonál,шӱ́ртӧ
471,Knopf::N,gomb,по́лдыш
472,Knoten::N,csomó,пышке́м
473,Farbe::N,szín,чия́
474,Farbe::N,festék,чия́
475,Kleidung::N,ruha,чие́м
476,Kleidung::N,ruha,вурге́м
477,Kleidung::N,ruházat,чие́м
478,Kleidung::N,ruházat,вурге́м
479,Hemd::N,ing,ту́выр
480,Kragen::N,gallér,сога́
481,Ärmel::N,ujj,шокш
482,Hose::N,gatya,йола́ш
483,Hose::N,nadrág,йола́ш
484,Gürtel::N,öv,ӱ́штӧ
485,Mütze::N,sapka,упш
486,Schuh::N,cipő,боти́нке
487,Stiefel::N,csizma,кем
488,Ring::N,gyűrű,шерга́ш
489,Band::N,szalag,тасма́
490,Band::N,szalag,ле́нте
491,Kamm::N,fésű,шерге́
492,Spiegel::N,tükör,вошто́нчыш
493,Riemen::N,szíj,кӱзанӱ́штӧ
494,Schnur::N,zsinór,кере́м
495,Schnur::N,zsinór,кандыра́
496,Leine::N,póráz,вӱра́ҥ
497,Decke::N,takaró,леве́дыш
498,Decke::N,takaró,одея́л
499,Kissen::N,párna,кӱ́пчык
500,Tuch::N,kendő,шо́выч
501,Handtuch::N,törülköző,со́лык
502,Kraft::N,erő,вий
503,Kraft::N,erő,куа́т
504,Stärke::N,erő,куа́т
505,Stärke::N,erő,карма́н
506,Stärke::N,erősség,куа́т
507,Stärke::N,erősség,карма́н
508,Gesundheit::N,egészség,таза́лык
509,Krankheit::N,kór,чер
510,Krankheit::N,betegség,чер
511,Schmerz::N,fájdalom,ко́рштыш
512,Wunde::N,seb,су́сыр
513,Fieber::N,láz,йӱштыму́ж
514,Fieber::N,láz,лихора́дке
515,Arznei::N,orvosság,эм
516,Arznei::N,gyógyszer,эм
517,Brücke::N,híd,кӱва́р
518,Brunnen::N,kút,вӱдвыне́м
519,Weide::N,legelő,нурше́р
520,Pfad::N,ösvény,йолго́рно
521,Pfad::N,ösvény,сокма́к
522,Weg::N,út,ко́рно
523,Straße::N,út,ко́рно
524,Dorf::N,falu,ял
525,Stadt::N,város,ола́
526,Brief::N,levél,се́рыш
527,Buch::N,könyv,книга́
528,Buchstabe::N,betű,буква́
529,Zeitung::N,újság,газе́т
530,Zeitung::N,hírlap,газе́т
531,Leben::N,élet,и́лыш
532,Tod::N,halál,колыма́ш
533,Grab::N,sír,шӱга́р
534,Kirche::N,templom,че́рке
535,Sünde::N,bűn,су́лык
536,Sünde::N,vétek,су́лык
537,Gott::N,isten,ю́мо
538,Arbeiter::N,munkás,паша́зе
539,Chef::N,főnök,тӧра́
540,Meister::N,mester,маста́р
541,Arzt::N,orvos,врач
542,Lehrer::N,tanár,ту́ныктышо
543,Lehrer::N,tanító,ту́ныктышо
544,Geld::N,pénz,окса́
545,Geschäft::N,üzlet,сатулыма́ш
546,Laden::N,bolt,ке́выт
547,Preis::N,ár,ак
548,Ware::N,áru,сату́
549,Nutzen::N,haszon,пайда́
550,Reichtum::N,gazdagság,поя́нлык
551,Welt::N,világ,тӱня́
552,Land::N,ország,эл
553,Staat::N,állam,кугыжа́ныш
554,König::N,király,кугыжа́
555,Macht::N,hatalom,власть
556,Grenze::N,határ,грани́ца
557,Krieg::N,háború,сар
558,Feind::N,ellenség,тушма́н
559,Gewalt::N,erőszak,виешлыма́ш
560,Kampf::N,harc,кредалма́ш
561,Bogen[Waffe]::N,íj,юҥе́ж
562,Pfeil::N,nyíl,пикш
563,Gewehr::N,puska,пыча́л
564,Gewehr::N,fegyver,пыча́л
565,Fehler::N,hiba,йо́ҥылыш
566,Lüge::N,hazugság,шоя́к
567,Schaden::N,kár,зия́н
568,Unglück::N,csapás,эҥге́к
569,Unglück::N,balszerencse,эҥге́к
570,Schuld::N,bűn,тита́к
571,Schuld::N,bűn,йола́
572,Alter::N,kor,ийго́т
573,Schluss::N,vég,муча́ш
574,Schluss::N,befejezés,муча́ш
575,Zeit::N,idő,жап
576,Zeit::N,idő,па́гыт
577,Tag::N,nap,ке́че
578,Morgen::N,reggel,эр
579,Mittag::N,dél,кечыва́л
580,Abend::N,este,кас
581,Nacht::N,éj,йӱд
582,Nacht::N,éjszaka,йӱд
583,Woche::N,hét,арня́
584,Monat::N,hó,ты́лзе
585,Monat::N,hónap,ты́лзе
586,Jahr::N,év,ий
587,Frühling::N,tavasz,шо́шо
588,Sommer::N,nyár,кеҥе́ж
589,Herbst::N,ősz,шы́же
590,Winter::N,tél,те́ле
591,Januar::N,január,шоркыйол
592,Januar::N,január,идалыкву́й
593,Januar::N,január,янва́рь
594,Februar::N,február,пургыж
595,Februar::N,február,февра́ль
596,März::N,március,ӱярня
597,März::N,március,март
598,April::N,április,апре́ль
599,Mai::N,május,ага
600,Mai::N,május,май
601,Juni::N,június,пеледыш
602,Juni::N,június,ию́нь
603,Juli::N,július,сӱрем
604,Juli::N,július,ию́ль
605,August::N,augusztus,сорла
606,August::N,augusztus,агарма́н
607,August::N,augusztus,а́вгуст
608,September::N,szeptember,идым
609,September::N,szeptember,сентя́брь
610,Oktober::N,október,шыжа
611,Oktober::N,október,октя́брь
612,November::N,november,кылме тылзе
613,November::N,november,ноя́брь
614,Dezember::N,december,дека́брь
615,Montag::N,hétfő,шо́чмо
616,Dienstag::N,kedd,ку́шкыжмо
617,Mittwoch::N,szerda,вӱрге́че
618,Donnerstag::N,csütörtök,изарня́
619,Freitag::N,péntek,кугарня́
620,Samstag::N,szombat,шуматке́че
621,Sonntag::N,vasárnap,рушарня́
622,groß::A,nagy,кугу́
623,klein::A,pici,изи́
624,klein::A,kicsi,изи́
625,lang::A,hosszú,кужу́
626,kurz::A,rövid,кӱ́чык
627,breit::A,széles,кумда́
628,schmal::A,keskeny,а́ҥысыр
629,dicht::A,sűrű,ну́гыдо
630,dick[Gegenstand]::A,vastag,кӱ́жгӧ
631,dünn::A,vékony,ви́чкыж
632,fein::A,vékony,ты́гыде
633,fest::A,szilárd,чо́ткыдо
634,flach::A,sík,лапка́
635,flach::A,lapos,лапка́
636,glatt::A,sima,яклака́
637,hart::A,kemény,пе́ҥгыде
638,weich::A,puha,пу́шкыдо
639,rund::A,kerek,йырге́шке
640,spitz::A,hegyes,коша́р
641,scharf::A,éles,пӱ́сӧ
642,stumpf::A,tompa,токма́к
643,stumpf::A,életlen,токма́к
644,schwer::A,nehéz,не́ле
645,schwer::A,súlyos,не́ле
646,schön::A,szép,сы́лне
647,heiß::A,forró,шо́кшо
648,warm::A,meleg,ле́ве
649,kalt::A,hideg,йӱ́штӧ
650,kühl::A,hűs,юа́лге
651,kühl::A,hűs,южгата́
652,kühl::A,hűvös,юа́лге
653,kühl::A,hűvös,южгата́
654,frisch::A,üde,свежа́
655,frisch::A,friss,свежа́
656,feucht::A,nedves,вӱ́дыжгӧ
657,nass::A,vizes,нӧ́рӧ
658,trocken::A,száraz,ку́кшо
659,voll::A,telt,тич
660,leer::A,üres,яра́
661,offen::A,nyílt,виш
662,offen::A,nyitott,виш
663,geschlossen::A,zárt,пе́тырыме
664,geschlossen::A,zárt,тӱ́чмӧ
665,geschlossen::A,csukott,пе́тырыме
666,geschlossen::A,csukott,тӱ́чмӧ
667,sauber::A,tiszta,ару́
668,sauber::A,tiszta,янда́р
669,schmutzig::A,piszkos,лавыра́н
670,schmutzig::A,piszkos,ла́выргыше
671,schmutzig::A,szennyes,лавыра́н
672,schmutzig::A,szennyes,ла́выргыше
673,roh::A,nyers,кӱ́чымӧ
674,reif::A,érett,лӧза́
675,lecker::A,finom,ту́тло
676,süß::A,édes,ше́ре
677,bitter::A,keserű,ко́чо
678,sauer::A,savanyú,шо́по
679,hell::A,világos,во́лгыдо
680,dunkel::A,sötét,пычке́мыш
681,schwarz::A,fekete,шола́
682,weiß::A,fehér,ош
683,rot::A,vörös,йошка́р
684,gelb::A,sárga,сар
685,blau::A,kék,ка́нде
686,grün::A,zöld,ужа́р
687,grau::A,ősz,сур
688,grau::A,szürke,сур
689,bunt::A,tarka,олача́
690,bunt::A,színes,олача́
691,billig::A,olcsó,шу́лдо
692,teuer::A,drága,ше́рге
693,wertvoll::A,értékes,шергака́н
694,blind::A,vak,со́кыр
695,taub::A,süket,соҥгыра́
696,kräftig::A,erős,куа́тле
697,stark::A,erős,вия́н
698,schwach::A,gyenge,а́лдыме
699,schwach::A,erőtlen,а́лдыме
700,fett::A,hájas,коя́
701,schlank::A,karcsú,йоштката́
702,schlank::A,karcsú,яжу́
703,hübsch::A,csinos,чеве́р
704,böse::A,rossz,шы́де
705,böse::A,gonosz,шы́де
706,dumm::A,buta,аҥыра́
707,dumm::A,ostoba,аҥыра́
708,faul::A,lusta,його
709,fleißig::A,szorgalmas,ты́ршыше
710,geizig::A,fukar,чаҥга́
711,geizig::A,fösvény,чаҥга́
712,klug::A,okos,уша́н
713,klug::A,eszes,уша́н
714,geschickt::A,ügyes,уста́
715,lieb::A,drága,ала́л
716,lieb::A,kedves,ала́л
717,lustig::A,víg,весела́
718,lustig::A,vidám,весела́
719,sanft::A,enyhe,ны́жылге
720,hungrig::A,éhes,шу́жышо
721,krank::A,beteg,че́рле
722,nackt::A,csupasz,чарама́т
723,nackt::A,meztelen,чарама́т
724,traurig::A,bús,ойга́н
725,traurig::A,szomorú,ойга́н
726,lebendig::A,élő,и́лыше
727,gut::A,jó,сай
728,schlecht::A,rossz,уда́
729,schlecht::A,rossz,шӱ́кшӧ
730,richtig::A,helyes,чы́нле
731,schlimm::A,rossz,аля́к
732,schlimm::A,rossz,тыра́н
733,wahr::A,igaz,чы́нле
734,wahr::A,igaz,настоя́щий
735,alt::A,ó,то́што
736,alt::A,régi,то́што
737,neu::A,új,у
738,ehemalig::A,volt,о́нчычсо
739,ehemalig::A,volt,онда́кысе
740,ehemalig::A,egykori,о́нчычсо
741,ehemalig::A,egykori,онда́кысе
742,alt[Lebewesen]::A,öreg,шо́нто
743,jung::A,fiatal,са́мырык
744,arm::A,szegény,нужна́
745,reich::A,gazdag,поя́н
746,bekannt::A,ismert,па́лыме
747,bekannt::A,ismeretes,па́лыме
748,berühmt::A,híres,лӱ́млӧ
749,fremd::A,idegen,йот
750,verschieden::A,különböző,тӱ́рлӧ
751,nah::A,közeli,ли́шыл
752,fern::A,távoli,тора́
753,fern::A,távoli,мӱ́ндыр
754,linker::A,bal,шола́
755,rechter::A,jobb,пурла́
756,anderer::A,más,вес
