,Concept_ID,mhr,no
131,Bucht::N,икса́,bukt
132,Insel::N,отро́,øy
133,Blume::N,пеле́дыш,blomst
134,Gras::N,шу́до,gress
135,Wurzel::N,вож,rot
136,Baum::N,пуше́ҥге,tre
137,Stamm::N,йы́тыр,stamme
138,Rinde::N,шӱм,bark
139,Ast::N,укш,gren
140,Zweig::N,торма́к,kvist
141,Blatt::N,лышта́ш,blad
142,Birke::N,куэ́,bjørk
143,Kiefer[Baum]::N,пӱ́нчӧ,furu
144,Weide[Baum]::N,уа́,selje
145,Weide[Baum]::N,уа́,piletre
146,Tanne::N,кож,gran
147,Horn::N,шур,horn
148,Feder::N,пы́стыл,fjær
149,Fell::N,кова́ште,skinn
150,Flügel::N,шу́лдыр,vinge
151,Klaue::N,кӱч,klauv
152,Kralle::N,ла́па,klo
153,Kralle::N,копа́,klo
154,Schwanz::N,поч,hale
155,Ei::N,му́но,egg
156,Nest::N,пыжа́ш,rede
157,Bau::N,пыжа́ш,hi
158,Tier::N,я́нлык,dyr
159,Tier::N,живо́тный,dyr
160,Herde::N,кӱ́тӱ,flokk
161,Herde::N,тӱшка́,flokk
162,Kuh::N,ушка́л,ku
163,Bulle::N,ӱ́шкыж,tyr
164,Pferd::N,и́мне,hest
165,Schaf::N,шо́рык,får
166,Schwein::N,сӧсна́,gris
167,Hund::N,пий,hund
168,Katze::N,пы́рыс,katt
169,Bär::N,маска́,bjørn
170,Eichhörnchen::N,ур,ekorn
171,Elch::N,шо́рдо,elg
172,Fuchs::N,ры́выж,rev
173,Hase::N,мера́ҥ,hare
174,Maus::N,коля́,mus
175,Wolf::N,пи́ре,ulv
176,Wolf::N,пи́ре,varg
177,Vogel::N,ка́йык,fugl
178,Schwarm::N,каша́к,sverm
179,Huhn::N,чы́ве,høne
180,Hahn::N,агыта́н,hane
181,Gans::N,ко́мбо,gås
182,Adler::N,карагу́ш,ørn
183,Ente::N,лу́до,and
184,Eule::N,тумна́,ugle
185,Kranich::N,турня́,trane
186,Krähe::N,кора́к,kråke
187,Kuckuck::N,куку́,gjøk
188,Schwan::N,йӱ́ксӧ,svane
189,Fisch::N,кол,fisk
190,Barsch::N,ола́ҥге,abbor
191,Hecht::N,нуж,gjedde
192,Hecht::N,чорта́н,gjedde
193,Schlange[Tier]::N,ки́шке,orm
194,Schlange[Tier]::N,ки́шке,slange
195,Wurm::N,шукш,orm
196,Wurm::N,шукш,mark
197,Spinne::N,эҥыре́мыш,edderkopp
198,Ameise::N,ку́тко,maur
199,Laus::N,тий,lus
200,Mücke::N,шыҥа́,mygg
201,Fliege::N,ка́рме,flue
202,Schmetterling::N,лы́ве,sommerfugl
203,Beere::N,мӧр,bær
204,Apfel::N,олма́,eple
205,Pilz::N,по́ҥго,sopp
206,Zwiebel::N,шога́н,løk
207,Saat::N,нӧ́шмӧ,sæd
208,Saat::N,туш,sæd
209,Korn::N,шу́рно,korn
210,Heu::N,шу́до,høy
211,Schale::N,шӱм,skall
212,Grube::N,выне́м,grop
213,Falle::N,лӧ́дӧ,felle
214,Schlinge::N,о́птыш,snare
215,Schlinge::N,шӧрга́лтыш,snare
216,Spur::N,кыша́,spor
217,Asche::N,ло́мыж,aske
218,Dreck::N,лавыра́,møkk
219,Dreck::N,лавыра́,skitt
220,Eisen::N,кӱ́ртньӧ,jern
221,Gold::N,шӧ́ртньӧ,gull
222,Silber::N,ший,sølv
223,Kohle::N,мландышӱ́й,kol
224,Kohle::N,мландышӱ́й,kull
225,Glas::N,янда́,glass
226,Lehm::N,шун,leire
227,Sand::N,ошма́,sand
228,Mensch::N,еҥ,menneske
229,Mensch::N,айде́ме,menneske
230,Mann::N,пӧръе́ҥ,mann
231,Frau::N,ӱдырама́ш,kvinne
232,Kind::N,аза́,barn
233,Junge::N,рве́зе,gutt
234,Mädchen::N,ӱдыра́ш,pike
235,Mädchen::N,ӱдыра́ш,jente
236,Familie::N,еш,familie
237,Großvater::N,коча́,bestefar
238,Großmutter::N,кова́,bestemor
239,Eltern::N,ача́-ава́,foreldre
240,Vater::N,ача́,far
241,Mutter::N,ава́,mor
242,Sohn::N,э́рге,sønn
243,Tochter::N,ӱ́дыр,datter
244,Bruder::N,иза́,bror
245,Bruder::N,шо́льо,bror
246,Schwester::N,ака́,søster
247,Onkel::N,иза́,onkel
248,Tante::N,кока́,tante
249,Ehemann::N,мари́й,ektemann
250,Ehefrau::N,ва́те,hustru
251,Freude::N,куа́н,glede
252,Freude::N,куаныма́ш,glede
253,Gelächter::N,во́штылтыш,latter
254,Glück::N,пиа́л,lykke
255,Kummer::N,о́йго,sorg
256,Wunsch::N,ку́мыл,ønske
257,Lust::N,ку́мыл,lyst
258,Geist::N,ӧрт,ånd
259,Geist::N,чон,ånd
260,Gedanke::N,ой,tanke
261,Gedanke::N,шоныма́ш,tanke
262,Gedächtnis::N,шарныма́ш,minne
263,Gedächtnis::N,шарныма́ш,hukommelse
264,Verstand::N,уш,forstand
265,Sinn::N,смысл,mening
266,Sinn::N,смысл,betydning
267,Grund::N,ама́л,grunn
268,Wahrheit::N,чын,sannhet
269,Gespräch::N,мутланыма́ш,samtale
270,Märchen::N,йома́к,eventyr
271,Erzählung::N,ойлыма́ш,fortelling
272,Nachricht::N,увертарыма́ш,melding
273,Neuigkeit::N,уве́р,nyhet
274,Name::N,лӱм,navn
275,Rätsel::N,ту́што,gåte
276,Rede::N,ойлыма́ш,tale
277,Sprache::N,йы́лме,språk
278,Stimme::N,йӱк,stemme
279,Wort::N,ой,ord
280,Wort::N,мут,ord
281,Zeichen::N,ти́ште,tegn
282,Zeichen::N,знак,tegn
283,Ruf::N,ӱжма́ш,rop
284,Lärm::N,лӱшкыма́ш,bråk
285,Lärm::N,йӱк-йӱа́н,bråk
286,Laut::N,йӱк,lyd
287,Ton::N,йӱксе́м,tone
288,Lied::N,му́ро,vise
289,Ruhe::N,ты́мык,ro
290,Leute::N,еҥ-влак,folk
291,Volk::N,ка́лык,folk
292,Arbeit::N,паша́,arbeid
293,Gast::N,уна́,gjest
294,Geschenk::N,пӧле́к,gave
295,Spiel::N,мо́дыш,lek
296,Spiel::N,мо́дыш,spill
297,Spiel::N,модма́ш,lek
298,Spiel::N,модма́ш,spill
299,Gesellschaft::N,тӱшка́,selskap
300,Hilfe::N,по́лыш,hjelp
301,Freund::N,таҥ,venn
302,Freund::N,йолта́ш,venn
303,Kamerad::N,таҥ,kamerat
304,Angelegenheit::N,паша́,sak
305,Angelegenheit::N,паша́,anliggende
306,Anzahl::N,чот,antall
307,Art::N,вид,art
308,Art::N,вид,slag
309,Stück::N,ка́тыш,stykke
310,Stück::N,ла́стык,stykke
311,Teil::N,ужа́ш,del
312,Hälfte::N,пел,halvdel
313,Hälfte::N,пе́ле,halvdel
314,Kreis::N,ты́ртыш,ring
315,Kreis::N,ты́ртыш,sirkel
316,Kreuz::N,ыре́с,kors
317,Kreuz::N,ыре́с,kryss
318,Linie::N,ли́ний,linje
319,Strich::N,коре́ш,strek
320,Abstand::N,кокла́,avstand
321,Entfernung::N,тора́,avstand
322,Entfernung::N,ку́жыт,avstand
323,Gegend::N,кунде́м,strøk
324,Platz::N,ку́мдык,plass
325,Ort::N,вер,sted
326,Ort::N,о́лмо,sted
327,Seite::N,ӧ́рдыж,side
328,Mitte::N,покше́л,midte
329,Gegenstand::N,наста́,gjenstand
330,Sache::N,наста́,sak
331,Rand::N,тӱр,rand
332,Kante::N,тӱр,kant
333,Ecke::N,лук,hjørne
334,Spitze::N,вуй,spiss
335,Ende::N,муча́ш,ende
336,Loch::N,рож,hull
337,Winkel::N,лук,vinkel
338,Muster::N,пеза́к,mønster
339,Muster::N,узо́р,mønster
340,Muster::N,ӱ́лгӧ,mønster
341,Größe::N,кӱ́кшыт,størrelse
342,Länge::N,ку́тыш,lengde
343,Höhe::N,кӱ́кшыт,høyde
344,Gewicht::N,не́лыт,vekt
345,Menge::N,чот,mengde
346,Haufen::N,кы́шыл,haug
347,Haufen::N,кы́шыл,bunke
348,Reihe::N,рада́м,rekke
349,Boot::N,пуш,båt
350,Ruder::N,эшка́к,åre
351,Schlitten::N,тер,slede
352,Schlitten::N,тер,kjelke
353,Schlitten::N,изде́р,slede
354,Schlitten::N,изде́р,kjelke
355,Ski::N,е́че,ski
356,Lagerfeuer::N,туло́то,leirbål
357,Last::N,нӧ́лтыш,bør
358,Last::N,нӧ́лтыш,last
359,Gang::N,ошкылма́ш,gang
360,Schritt::N,о́шкыл,steg
361,Schritt::N,о́шкыл,skritt
362,Norden::N,йӱдйыма́л,nord
363,Süden::N,кечывалве́л,sør
364,Westen::N,касве́л,vest
365,Osten::N,эрве́л,øst
366,Holz::N,пу,tre
367,Brett::N,оҥа́,fjøl
368,Brett::N,оҥа́,brett
369,Platte::N,аста́р,plate
370,Stütze::N,чара́к,støtte
371,Stange::N,лома́ш,stang
372,Stock::N,тоя́,pinne
373,Stab::N,вара́,stav
374,Stab::N,вара́,kjepp
375,Stab::N,кашта́,stav
376,Stab::N,кашта́,kjepp
377,Rohr::N,пуч,rør
378,Haus::N,пӧрт,hus
379,Heim::N,мӧ́ҥгӧ,hjem
380,Ofen::N,комака́,ovn
381,Fußboden::N,кӱва́р,gulv
382,Tisch::N,ӱсте́л,bord
383,Stuhl::N,пӱке́н,stol
384,Wiege::N,шепка́,vogge
385,Bett::N,ва́кшыш,seng
386,Regal::N,шӧ́рлык,reol
387,Regal::N,шӧ́рлык,hylle
388,Kiste::N,шо́ндык,kasse
389,Kiste::N,я́шлык,kasse
390,Fenster::N,окна́,vindu
391,Tür::N,омса́,dør
392,Tor::N,капка́,port
393,Zaun::N,сава́р,gjerde
394,Dach::N,леве́дыш,tak
395,Leiter::N,тошка́лтыш,stige
396,Besen::N,ӱштерво́штыр,kost
397,Spaten::N,ко́льмо,spade
398,Schaufel::N,сово́к,skuffe
399,Schaufel::N,су́ско,skuffe
400,Gabel::N,ви́лке,gaffel
401,Löffel::N,па́не,skje
402,Löffel::N,совла́,skje
403,Messer::N,кӱ́зӧ,kniv
404,Nagel::N,пуда́,spiker
405,Netz::N,вапш,nett
406,Haken::N,са́гыле,krok
407,Griff::N,кыл,tak
408,Griff::N,кыл,håndtak
409,Schloss::N,кӧгӧ́н,lås
410,Bild::N,сӱре́т,bilde
411,Figur::N,фигу́р,figur
412,Puppe::N,курча́к,dukke
413,Beutel::N,меша́к,pose
414,Bündel::N,арша́ш,bylt
415,Tasche::N,сумка́,veske
416,Eimer::N,ведра́,bøtte
417,Deckel::N,ко́мдыш,lokk
418,Geschirr::N,а́те,kjøkkentøy
419,Sack::N,куль,sekk
420,Sack::N,меша́к,sekk
421,Tasse::N,чу́кыр,kopp
422,Tasse::N,чашка́,kopp
423,Topf::N,ми́ске,gryte
424,Kessel::N,под,kjele
425,Essen::N,ко́чкыш,mål
426,Nahrung::N,ку́рго,mat
427,Nahrung::N,ку́рго,næring
428,Speise::N,ко́чкыш,matrett
429,Fleisch::N,шыл,kjøtt
430,Getreide::N,шу́рно,korn
431,Brei::N,пу́чымыш,grøt
432,Brot::N,ки́нде,brød
433,Scheibe::N,ка́тыш,skive
434,Fett::N,коя́,fett
435,Butter::N,ӱй,smør
436,Öl::N,ӱй,olje
437,Salz::N,шинча́л,salt
438,Suppe::N,шӱр,suppe
439,Honig::N,мӱй,honning
440,Milch::N,шӧр,melk
441,Tee::N,чай,te
442,Leder::N,сура́н,lær
443,Leder::N,сура́н,skinn
444,Leder::N,шӱ́штӧ,lær
445,Leder::N,шӱ́штӧ,skinn
446,Wolle::N,пун,ull
447,Stoff::N,куэ́м,tøy
448,Stoff::N,куэ́м,stoff
449,Stoff::N,посто́,tøy
450,Stoff::N,посто́,stoff
451,Nadel::N,и́ме,nål
452,Faden::N,шӱ́ртӧ,tråd
453,Knopf::N,по́лдыш,knapp
454,Knoten::N,пышке́м,knute
455,Farbe::N,чия́,farge
456,Kleidung::N,чие́м,påkledning
457,Kleidung::N,вурге́м,påkledning
458,Hemd::N,ту́выр,skjorte
459,Kragen::N,сога́,krage
460,Ärmel::N,шокш,erme
461,Hose::N,йола́ш,bukse
462,Gürtel::N,ӱ́штӧ,belte
463,Mütze::N,упш,lue
464,Schuh::N,боти́нке,sko
465,Stiefel::N,кем,støvel
466,Ring::N,шерга́ш,ring
467,Band::N,тасма́,band
468,Band::N,ле́нте,band
469,Kamm::N,шерге́,kam
470,Spiegel::N,вошто́нчыш,speil
471,Riemen::N,кӱзанӱ́штӧ,rem
472,Schnur::N,кере́м,snor
473,Schnur::N,кандыра́,snor
474,Leine::N,вӱра́ҥ,line
475,Decke::N,леве́дыш,teppe
476,Decke::N,одея́л,teppe
477,Kissen::N,кӱ́пчык,pute
478,Tuch::N,шо́выч,tøy
479,Handtuch::N,со́лык,håndkle
480,Kraft::N,вий,kraft
481,Kraft::N,куа́т,kraft
482,Stärke::N,куа́т,styrke
483,Stärke::N,карма́н,styrke
484,Gesundheit::N,таза́лык,helse
485,Gesundheit::N,таза́лык,sunnhet
486,Krankheit::N,чер,syke
487,Krankheit::N,чер,sykdom
488,Schmerz::N,ко́рштыш,smerte
489,Wunde::N,су́сыр,sår
490,Fieber::N,йӱштыму́ж,feber
491,Fieber::N,лихора́дке,feber
492,Arznei::N,эм,medisin
493,Arznei::N,эм,legemiddel
494,Brücke::N,кӱва́р,bro
495,Brunnen::N,вӱдвыне́м,brønn
496,Weide::N,нурше́р,beite
497,Pfad::N,йолго́рно,sti
498,Pfad::N,сокма́к,sti
499,Weg::N,ко́рно,vei
500,Straße::N,ко́рно,gate
501,Dorf::N,ял,landsby
502,Stadt::N,ола́,by
503,Brief::N,се́рыш,brev
504,Buch::N,книга́,bok
505,Buchstabe::N,буква́,bokstav
506,Zeitung::N,газе́т,avis
507,Leben::N,и́лыш,liv
508,Tod::N,колыма́ш,død
509,Grab::N,шӱга́р,grav
510,Kirche::N,че́рке,kirke
511,Sünde::N,су́лык,synd
512,Gott::N,ю́мо,gud
513,Arbeiter::N,паша́зе,arbeider
514,Chef::N,тӧра́,sjef
515,Meister::N,маста́р,mester
516,Arzt::N,врач,lege
517,Lehrer::N,ту́ныктышо,lærer
518,Geld::N,окса́,penger
519,Geschäft::N,сатулыма́ш,forretning
520,Laden::N,ке́выт,butikk
521,Preis::N,ак,pris
522,Ware::N,сату́,vare
523,Nutzen::N,пайда́,nytte
524,Reichtum::N,поя́нлык,rikdom
525,Welt::N,тӱня́,verden
526,Land::N,эл,land
527,Staat::N,кугыжа́ныш,stat
528,König::N,кугыжа́,konge
529,Macht::N,власть,makt
530,Grenze::N,грани́ца,grense
531,Krieg::N,сар,krig
532,Feind::N,тушма́н,fiende
533,Gewalt::N,виешлыма́ш,vold
534,Kampf::N,кредалма́ш,kamp
535,Bogen[Waffe]::N,юҥе́ж,bue
536,Pfeil::N,пикш,pil
537,Gewehr::N,пыча́л,gevær
538,Fehler::N,йо́ҥылыш,feil
539,Lüge::N,шоя́к,løgn
540,Schaden::N,зия́н,skade
541,Unglück::N,эҥге́к,uhell
542,Schuld::N,тита́к,skyld
543,Schuld::N,йола́,skyld
544,Alter::N,ийго́т,alder
545,Schluss::N,муча́ш,slutt
546,Zeit::N,жап,tid
547,Zeit::N,па́гыт,tid
548,Tag::N,ке́че,dag
549,Morgen::N,эр,morgen
550,Mittag::N,кечыва́л,middag
551,Abend::N,кас,aften
552,Nacht::N,йӱд,natt
553,Woche::N,арня́,uke
554,Monat::N,ты́лзе,måned
555,Jahr::N,ий,år
556,Frühling::N,шо́шо,vår
557,Sommer::N,кеҥе́ж,sommer
558,Herbst::N,шы́же,høst
559,Winter::N,те́ле,vinter
560,Januar::N,шоркыйол,januar
561,Januar::N,идалыкву́й,januar
562,Januar::N,янва́рь,januar
563,Februar::N,пургыж,februar
564,Februar::N,февра́ль,februar
565,März::N,ӱярня,mars
566,März::N,март,mars
567,April::N,апре́ль,april
568,Mai::N,ага,mai
569,Mai::N,май,mai
570,Juni::N,пеледыш,juni
571,Juni::N,ию́нь,juni
572,Juli::N,сӱрем,juli
573,Juli::N,ию́ль,juli
574,August::N,сорла,august
575,August::N,агарма́н,august
576,August::N,а́вгуст,august
577,September::N,идым,september
578,September::N,сентя́брь,september
579,Oktober::N,шыжа,oktober
580,Oktober::N,октя́брь,oktober
581,November::N,кылме тылзе,november
582,November::N,ноя́брь,november
583,Dezember::N,дека́брь,desember
584,Montag::N,шо́чмо,mandag
585,Dienstag::N,ку́шкыжмо,tirsdag
586,Mittwoch::N,вӱрге́че,onsdag
587,Donnerstag::N,изарня́,torsdag
588,Freitag::N,кугарня́,fredag
589,Samstag::N,шуматке́че,lørdag
590,Sonntag::N,рушарня́,søndag
591,groß::A,кугу́,stor
592,klein::A,изи́,liten
593,lang::A,кужу́,lang
594,kurz::A,кӱ́чык,kort
595,breit::A,кумда́,bred
596,schmal::A,а́ҥысыр,smal
597,dicht::A,ну́гыдо,tett
598,dick[Gegenstand]::A,кӱ́жгӧ,tykk
599,dünn::A,ви́чкыж,tynn
600,fein::A,ты́гыде,fin
601,fest::A,чо́ткыдо,fast
602,flach::A,лапка́,flat
603,glatt::A,яклака́,glatt
604,hart::A,пе́ҥгыде,hard
605,weich::A,пу́шкыдо,myk
606,weich::A,пу́шкыдо,bløt
607,rund::A,йырге́шке,rund
608,spitz::A,коша́р,spiss
609,scharf::A,пӱ́сӧ,kvass
610,stumpf::A,токма́к,stubb
611,schwer::A,не́ле,tung
612,schön::A,сы́лне,pen
613,schön::A,сы́лне,vakker
614,heiß::A,шо́кшо,het
615,warm::A,ле́ве,varm
616,kalt::A,йӱ́штӧ,kald
617,kühl::A,юа́лге,kjølig
618,kühl::A,южгата́,kjølig
619,frisch::A,свежа́,fersk
620,feucht::A,вӱ́дыжгӧ,fuktig
621,nass::A,нӧ́рӧ,våt
622,trocken::A,ку́кшо,tørr
623,voll::A,тич,full
624,leer::A,яра́,tom
625,offen::A,виш,åpen
626,geschlossen::A,пе́тырыме,lukket
627,geschlossen::A,тӱ́чмӧ,lukket
628,sauber::A,ару́,ren
629,sauber::A,янда́р,ren
630,schmutzig::A,лавыра́н,skitten
631,schmutzig::A,ла́выргыше,skitten
632,roh::A,кӱ́чымӧ,rå
633,reif::A,лӧза́,moden
634,lecker::A,ту́тло,lekker
635,süß::A,ше́ре,søt
636,bitter::A,ко́чо,besk
637,bitter::A,ко́чо,bitter
638,sauer::A,шо́по,sur
639,hell::A,во́лгыдо,lys
640,dunkel::A,пычке́мыш,mørk
641,schwarz::A,шола́,svart
642,weiß::A,ош,hvit
643,rot::A,йошка́р,rød
644,gelb::A,сар,gul
645,blau::A,ка́нде,blå
646,grün::A,ужа́р,grønn
647,grau::A,сур,grå
648,bunt::A,олача́,broket
649,billig::A,шу́лдо,billig
650,teuer::A,ше́рге,dyr
651,wertvoll::A,шергака́н,verdifull
652,blind::A,со́кыр,blind
653,taub::A,соҥгыра́,døv
654,kräftig::A,куа́тле,kraftig
655,stark::A,вия́н,sterk
656,schwach::A,а́лдыме,svak
657,fett::A,коя́,fet
658,schlank::A,йоштката́,slank
659,schlank::A,яжу́,slank
660,hübsch::A,чеве́р,pen
661,böse::A,шы́де,slem
662,dumm::A,аҥыра́,dum
663,faul::A,його,lat
664,faul::A,його,doven
665,fleißig::A,ты́ршыше,flittig
666,geizig::A,чаҥга́,gjerrig
667,klug::A,уша́н,klok
668,geschickt::A,уста́,hendig
669,geschickt::A,уста́,skikket
670,lieb::A,ала́л,kjær
671,lieb::A,ала́л,snill
672,lustig::A,весела́,morsom
673,sanft::A,ны́жылге,blid
674,hungrig::A,шу́жышо,sulten
675,krank::A,че́рле,syk
676,nackt::A,чарама́т,naken
677,traurig::A,ойга́н,sørgmodig
678,lebendig::A,и́лыше,levende
679,gut::A,сай,god
680,schlecht::A,уда́,dårlig
681,schlecht::A,шӱ́кшӧ,dårlig
682,richtig::A,чы́нле,riktig
683,schlimm::A,аля́к,slem
684,schlimm::A,тыра́н,slem
685,wahr::A,чы́нле,sann
686,wahr::A,настоя́щий,sann
687,alt::A,то́што,gammel
688,neu::A,у,ny
689,ehemalig::A,о́нчычсо,forhenværende
690,ehemalig::A,онда́кысе,forhenværende
691,alt[Lebewesen]::A,шо́нто,gammel
692,jung::A,са́мырык,ung
693,arm::A,нужна́,fattig
694,reich::A,поя́н,rik
695,bekannt::A,па́лыме,kjent
696,berühmt::A,лӱ́млӧ,berømt
697,fremd::A,йот,fremmed
698,verschieden::A,тӱ́рлӧ,forskjellig
699,nah::A,ли́шыл,nær
700,fern::A,тора́,fjern
701,fern::A,мӱ́ндыр,fjern
702,linker::A,шола́,venstre
703,rechter::A,пурла́,høyre
704,anderer::A,вес,annen
705,anderer::A,мо́ло,annen
706,erster::A,и́кымше,første
707,zweiter::A,ко́кымшо,annen
708,dritter::A,ку́мшо,tredje
709,letzter::A,пыта́ртыш,sist
710,allein::ADV,шкет,alene
711,auf einmal::ADV,икана́ште,med ett
712,zusammen::ADV,пырля́,sammen
713,lange::ADV,кужу́н,lenge
714,plötzlich::ADV,кенета́,plutselig
715,sofort::ADV,кызыта́к,straks
716,später::ADV,варара́к,senere
717,jetzt::ADV,ы́нде,nå
718,jetzt::ADV,кы́зыт,nå
719,heute::ADV,та́че,i dag
720,morgen::ADV,эрла́,i morgen
721,bald::ADV,вашке́,snart
722,dann::ADV,вара́,så
723,gestern::ADV,теҥге́че,i går
724,einst::ADV,икана́,engang
725,damals::ADV,туна́м,den gang
726,danach::ADV,вара́,deretter
727,vorher::ADV,о́нчыч,før
728,vorher::ADV,о́нчыч,i forveien
729,zuerst::ADV,онда́к,først
730,einmal::ADV,икана́,en gang
731,manchmal::ADV,ка́шын,somme tider
732,manchmal::ADV,кокла́н,somme tider
733,oft::ADV,чӱ́чкыдын,ofte
734,immer::ADV,эре́,alltid
735,immer::ADV,ту́тыш,alltid
736,niemals::ADV,ок нигуна́м,aldri
737,hier::ADV,ты́ште,her
738,hierhin::ADV,ты́шке,hit
739,hierhin::ADV,тыш,hit
740,von hier::ADV,тыше́ч,herfra
741,von hier::ADV,тыве́ч,herfra
742,dort::ADV,ту́што,der
743,dorthin::ADV,туш,dit
744,dorthin::ADV,ту́шко,dit
745,geradeaus::ADV,вик,rett fram
746,vorwärts::ADV,о́нчыко,fram
747,vorwärts::ADV,о́нчыко,framover
748,rückwärts::ADV,шеҥге́к,baklengs
749,zurück::ADV,мӧҥге́ш,tilbake
750,unten::ADV,ӱ́лнӧ,nede
751,unten::ADV,йыма́лне,nede
752,hinab::ADV,йыма́к,ned
753,hinab::ADV,йыма́к,nedover
754,oben::ADV,кӱ́шнӧ,oppe
755,oben::ADV,кӱ́шнӧ,ovenpå
756,oben::ADV,ӱмба́лне,oppe
757,oben::ADV,ӱмба́лне,ovenpå
758,hinauf::ADV,кӱ́ш,opp
759,hinauf::ADV,кӱ́ш,oppover
