,Concept_ID,tt,ml
85,Eis::N,боз,ഐസ്
86,Frost::N,суык,മൂടൽമഞ്ഞ്
87,Frost::N,салкын,മൂടൽമഞ്ഞ്
88,Kälte::N,суык,തണുപ്പ്
89,Kälte::N,салкын,തണുപ്പ്
90,Hitze::N,эсселек,ചൂട്
91,Raureif::N,бәс,കോടമഞ്ഞ്
92,Raureif::N,сыкы,കോടമഞ്ഞ്
93,Regenbogen::N,салават күпере,മഴവില്ല്
94,Donner::N,күкрәү,ഇടി
95,Strömung::N,агыш'агым,പ്രവാഹം
96,Tropfen::N,тамчы,തുള്ളി
97,Schaum::N,күбек,നുര
98,Schmutz::N,пычрак,അഴുക്ക്
99,See::N,күл,തടാകം
100,Sumpf::N,саз,ചതുപ്പുനിലം
101,Moor::N,торфлык,പാഴ്നിലം
102,Wiese::N,болын,പുൽത്തകിടി
103,Wald::N,урман,വനം
104,Wald::N,урман,കാട്
105,Hügel::N,калку,കുന്ന്
106,Anhöhe::N,үр,ഉയർന്ന ഭൂമി
107,Berg::N,тау,പർവ്വതം
108,Gipfel::N,оч,ഉച്ചകോടി
109,Höhle::N,мәгарә,ഗുഹ
110,Abhang::N,кабырга,ചരിവ്
111,Quelle::N,чишмә,ഉറവിടം
112,Bach::N,елга,അരുവി
113,Fluss::N,дәрья,നദി
114,Ufer::N,су кырые,തീരം
115,Küste::N,яр буе,കടൽത്തീരം
116,Festland::N,коры җир,കര
117,Meer::N,диңгез,കടൽ
118,Bucht::N,бухта,ഉൾക്കടല്
119,Bucht::N,култык,ഉൾക്കടല്
120,Insel::N,атау,ദ്വീപ്
121,Insel::N,утрау,ദ്വീപ്
122,Blume::N,чәчкә,പൂവ്
123,Gras::N,үлән,പുല്ല്
124,Wurzel::N,тамыр,വേര്
125,Baum::N,агач,മരം
126,Stamm::N,кәүсә,തായ്ത്തടി
127,Rinde::N,кабык,പട്ട
128,Ast::N,ботак,ശാഖ
129,Zweig::N,ботак,ശാഖ
130,Zweig::N,тармак,ശാഖ
131,Blatt::N,яфрак,ഇല
132,Birke::N,каен,പൂവരശ്
133,Kiefer[Baum]::N,нарат,പൈൻമരം
134,Weide[Baum]::N,тал,വില്ലോ
135,Tanne::N,чыршы,ദേവദാരു
136,Horn::N,мөгез,മൃഗത്തിൻറെ കൊമ്പ്
137,Feder::N,йон,തൂവൽ
138,Fell::N,тире,മൃദുരോമം
139,Flügel::N,канат,ചിറക്
140,Klaue::N,тырнак,നഖം
141,Kralle::N,тырнак,നഖം
142,Schwanz::N,койрык,വാൽ
143,Ei::N,күкәй,മുട്ട
144,Ei::N,йомырка,മുട്ട
145,Nest::N,оя,കൂട്
146,Bau::N,өн,മാളം
147,Tier::N,хайван,മൃഗം
148,Herde::N,көтү,കൂട്ടം
149,Kuh::N,сыер,പശു
150,Bulle::N,үгез,കാള
151,Pferd::N,ат,കുതിര
152,Schaf::N,сарык,ആട്
153,Schwein::N,дуңгыз,പന്നി
154,Hund::N,эт,നായ്
155,Katze::N,песи,പൂച്ച
156,Bär::N,аю,കരടി
157,Eichhörnchen::N,тиен,അണ്ണാൻ
158,Elch::N,поши,കടമാന്
159,Fuchs::N,төлке,കുറുക്കൻ
160,Hase::N,куян,മുയൽ
161,Maus::N,тычкан,ചുണ്ടലി
162,Wolf::N,бүре,ചെന്നായ
163,Vogel::N,кош,പക്ഷി
164,Schwarm::N,көтү,കൂട്ടം
165,Huhn::N,тавык,കോഴി
166,Hahn::N,әтәч,പൂവൻകോഴി
167,Gans::N,каз,അരയന്നം
168,Adler::N,каракош,കഴുകൻ
169,Ente::N,үрдәк,താറാവ്
170,Eule::N,ябалак,മൂങ്ങ
171,Kranich::N,торна,കൊക്ക്
172,Krähe::N,карга,കാക്ക
173,Kuckuck::N,күке,കുയിൽ
174,Kuckuck::N,кәккүк,കുയിൽ
175,Schwan::N,аккош,അരയന്നം
176,Fisch::N,балык,മത്സ്യം
177,Barsch::N,алабуга,ഒരിനം മത്സ്യം
178,Hecht::N,чуртан,ഒരു മത്സ്യം
179,Schlange[Tier]::N,елан,പാമ്പ്
180,Wurm::N,корт,വിര
181,Spinne::N,үрмәкүч,ചിലന്തി
182,Ameise::N,кырмыска,ഉറുമ്പ്
183,Laus::N,бет,പേന്
184,Mücke::N,черки,മശകം
185,Mücke::N,озынборын,മശകം
186,Fliege::N,чебен,ഈച്ച
187,Schmetterling::N,күбәләк,ചിത്രശലഭം
188,Beere::N,җиләк,ബെറി
189,Apfel::N,алма,ആപ്പിൾ
190,Pilz::N,гөмбә,കൂൺ
191,Zwiebel::N,суган,സവാള
192,Zwiebel::N,суганбаш,സവാള
193,Saat::N,орлык,വിത്ത്
194,Korn::N,иген,ധാന്യം
195,Korn::N,орлык,ധാന്യം
196,Heu::N,печән,വയ്ക്കോൽ
197,Schale::N,кабык,തൊലി
198,Grube::N,баз,കുഴി
199,Grube::N,чокыр,കുഴി
200,Falle::N,тозак,കെണി
201,Falle::N,капкын,കെണി
202,Schlinge::N,элмәк,കുടുക്ക്
203,Spur::N,эз,ചുവട്
204,Asche::N,көл,ചാരം
205,Dreck::N,пычрак,അഴുക്ക്
206,Eisen::N,тимер,ഇരുമ്പ്
207,Gold::N,алтын,സ്വർണ്ണം
208,Silber::N,көмеш,വെള്ളി
209,Kohle::N,күмер,കൽക്കരി
210,Glas::N,пыяла,ഗ്ലാസ്
211,Lehm::N,балчык,കളിമണ്ണ്
212,Sand::N,ком,മണൽ
213,Mensch::N,адәм,മനുഷ്യർ
214,Mensch::N,инсан,മനുഷ്യർ
215,Mann::N,ир,പുരുഷൻ
216,Frau::N,хатын,സ്ത്രീ
217,Kind::N,бала,കുഞ്ഞ്
218,Junge::N,малай,ആൺകുട്ടി
219,Mädchen::N,кыз,പെൺകുട്ടി
220,Familie::N,гаилә,കുടുംബം
221,Großvater::N,бабай,അപ്പൂപ്പൻ
222,Großmutter::N,әби,അമ്മുമ്മ
223,Eltern::N,ата-ана,മാതാപിതാക്കള്
224,Vater::N,ата,അച്ഛൻ
225,Mutter::N,ана,അമ്മ
226,Sohn::N,ул,മകൻ
227,Tochter::N,кыз,മകൾ
228,Bruder::N,кардәш,ചേട്ടൻ
229,Bruder::N,кардәш,അനിയൻ
230,Schwester::N,апа,ചേച്ചി
231,Schwester::N,апа,അനിയത്തി
232,Schwester::N,сеңел,ചേച്ചി
233,Schwester::N,сеңел,അനിയത്തി
234,Onkel::N,дәдә,അമ്മാവൻ
235,Onkel::N,дәдәй,അമ്മാവൻ
236,Tante::N,түти,മാമി
237,Tante::N,тәтәй,മാമി
238,Ehemann::N,ир,ഭർത്താവ്
239,Ehefrau::N,хатын,ഭാര്യ
240,Freude::N,сөенеч,ആഹ്ലാദം
241,Gelächter::N,көлү,ചിരിയുടെ ശബ്ദം
242,Gelächter::N,көлеш,ചിരിയുടെ ശബ്ദം
243,Glück::N,бәхет,സന്തോഷം
244,Glück::N,бәхет,സന്തുഷ്ടി
245,Kummer::N,хәсрәт,ശോകം
246,Wunsch::N,теләк,ആഗ്രഹം
247,Lust::N,теләк,ആഗ്രഹം
248,Lust::N,теләү,ആഗ്രഹം
249,Geist::N,рух,ചുറുചുറുക്ക്
250,Gedanke::N,уй,ചിന്ത
251,Gedanke::N,фикер,ചിന്ത
252,Gedächtnis::N,хәтер,ഓർമ്മശക്തി
253,Verstand::N,акыл,മനസ്സ്
254,Sinn::N,мәгънә,അർത്ഥം
255,Grund::N,сәбәп,കാരണം
256,Wahrheit::N,хак,സത്യം
257,Gespräch::N,әңгәмә,സല്ലാപം
258,Märchen::N,әкият,യക്ഷിക്കഥ
259,Erzählung::N,хикәя,കഥ
260,Nachricht::N,хәбәр,സന്ദേശം
261,Neuigkeit::N,яңалык,വാർത്ത
262,Name::N,исем,പേര്
263,Rätsel::N,табышмак,പ്രഹേളിക
264,Rede::N,нотык,സംസാരം
265,Sprache::N,тел,ഭാഷ
266,Stimme::N,тавыш,സ്വരം
267,Wort::N,сүз,വാക്ക്
268,Zeichen::N,ишарә,സംജ്ഞ
269,Ruf::N,дәшү,വിളി
270,Lärm::N,шау,ആരവം
271,Laut::N,аваз,ശബ്ദം
272,Ton::N,шалтырату,സ്വരഭേദം
273,Lied::N,җыр,പാട്ട്
274,Ruhe::N,тынлык,നിശ്ചലത
275,Leute::N,халык,ജനങ്ങൾ
276,Volk::N,халык,രാഷ്ടം
277,Arbeit::N,эш,ജോലി
278,Arbeit::N,хезмәт,ജോലി
279,Gast::N,кунак,അതിലി
280,Geschenk::N,бүләк,സമ്മാനം
281,Spiel::N,уен,കളി
282,Gesellschaft::N,җәмгыять,കൂട്ടായ്മ
283,Hilfe::N,ярдәм,സഹായം
284,Hilfe::N,булышлык,സഹായം
285,Freund::N,дус,സുഹൃത്ത്
286,Kamerad::N,иптәш,കൂട്ടാളി
287,Angelegenheit::N,эш,കാര്യം
288,Anzahl::N,микъдар,എണ്ണം
289,Art::N,төр,തരം
290,Stück::N,кисәк,കഷണം
291,Teil::N,өлеш,ഭാഗം
292,Hälfte::N,ярым,പകുതി
293,Kreis::N,түгәрәк,വൃത്തം
294,Kreuz::N,хач,കുരിശടയാളം
295,Kreuz::N,тәре,കുരിശടയാളം
296,Linie::N,сызык,വര
297,Linie::N,сызык,രേഖ
298,Strich::N,сызык,പക്ഷാഘാതം
299,Abstand::N,ара,വിടവ്
300,Entfernung::N,ераклык,അകലം
301,Gegend::N,урын,പ്രദേശം
302,Platz::N,бушлык,ഇടം
303,Ort::N,урын,സ്ഥലം
304,Seite::N,як,വശം
305,Mitte::N,урта,മധ്യസ്ഥാനം
306,Gegenstand::N,нәрсә,സാധനം
307,Sache::N,нәрсә,വസ്തു
308,Rand::N,чит,തൊങ്ങൽ
309,Kante::N,кырый,അറ്റം
310,Ecke::N,почмак,മൂല
311,Spitze::N,оч,അഗ്രം
312,Ende::N,азак,അവസാനം
313,Loch::N,тишек,ദ്വാരം
314,Winkel::N,почмак,കോൺ
315,Muster::N,парча,ക്രമം
316,Größe::N,зурлык,വലുപ്പം
317,Länge::N,озынлык,നീളം
318,Höhe::N,биеклек,ഉയരം
319,Gewicht::N,авырлык,കട്ടി
320,Menge::N,микъдар,അളവ്
321,Haufen::N,өем,കൂമ്പാരം
322,Reihe::N,рәт,വരി
323,Boot::N,каек,ബോട്ട്
324,Boot::N,көймә,ബോട്ട്
325,Ruder::N,ишкәк,പങ്കായം
326,Schlitten::N,чана,ഉരുളില്ലാവണ്ടി
327,Ski::N,чаңгы,ഹിമപാദുകം
328,Lagerfeuer::N,костёр,തീ
329,Last::N,йөк,ഭാരം
330,Gang::N,йөреш,നടത്തം
331,Schritt::N,адым,ചുവട്
332,Norden::N,төньяк,വടക്ക്
333,Süden::N,көньяк,തെക്ക്
334,Westen::N,көнбатыш,പടിഞ്ഞാറ്
335,Osten::N,шәрык,കിഴക്ക്
336,Osten::N,көнчыгыш,കിഴക്ക്
337,Holz::N,агач,തടി
338,Brett::N,такта,ബോർഡ്
339,Platte::N,плитә,തകിട്
340,Stütze::N,таяу,താങ്ങ്
341,Stange::N,колга,കമ്പ്
342,Stock::N,таяк,വടി
343,Stab::N,таяк,കുറുവടി
344,Rohr::N,торба,കുഴൽ
345,Haus::N,өй,വീട്
346,Haus::N,йорт,വീട്
347,Heim::N,гаилә,വീട്
348,Heim::N,нәсел,വീട്
349,Ofen::N,мич,സ്റ്റൌ
350,Fußboden::N,идән,തറ
351,Tisch::N,өстәл,മേശ
352,Stuhl::N,утыргыч,കസേര
353,Wiege::N,бишек,തൊട്ടിൽ
354,Bett::N,ятак,കിടക്ക
355,Bett::N,урын-җир,കിടക്ക
356,Regal::N,киштә,ഷെൽഫ്
357,Regal::N,шүрлек,ഷെൽഫ്
358,Kiste::N,әрҗә,പെട്ടി
359,Fenster::N,тәрәзә,ജനൽ
360,Tür::N,ишек,വാതിൽ
361,Tor::N,капка,കവാടം
362,Zaun::N,койма,വേലി
363,Dach::N,түбә,മേൽക്കുര
364,Leiter::N,баскыч,ഏണി
365,Besen::N,себерке,ചൂല്
366,Spaten::N,көрәк,തൂമ്പ
367,Schaufel::N,көрәк,തൂമ്പ
368,Gabel::N,чәннечке,മുൾക്കത്തി
369,Löffel::N,кашык,സ്പൂൺ
370,Messer::N,пычак,കത്തി
371,Nagel::N,кадак,ആണി
372,Netz::N,челтәр,വല
373,Haken::N,ыргак,കൊളുത്ത്
374,Griff::N,тотка,കൈപ്പിടി
375,Schloss::N,йозак,പൂട്ട്
376,Bild::N,рәсем,ചിത്രം
377,Bild::N,картина,ചിത്രം
378,Figur::N,сын,കണക്ക്
379,Figur::N,фигура,കണക്ക്
380,Puppe::N,курчак,പാവ
381,Beutel::N,луза,ബാഗ്
382,Bündel::N,бәйләм,കെട്ട്
383,Tasche::N,букча,ബാഗ്
384,Eimer::N,чиләк,ബക്കറ്റ്
385,Deckel::N,капкач,ഉറ
386,Geschirr::N,савыт-саба,പിഞ്ഞാണം
387,Geschirr::N,кашык-аяк,പിഞ്ഞാണം
388,Sack::N,капчык,ചാക്ക്
389,Tasse::N,чынаяк,കപ്പ്
390,Topf::N,чүлмәк,പാത്രം
391,Kessel::N,казан,കെറ്റ്ല്
392,Essen::N,ашау,ആഹാരസമയം
393,Nahrung::N,азык,ഭക്ഷണം
394,Nahrung::N,тәгам,ഭക്ഷണം
395,Nahrung::N,ашамлык,ഭക്ഷണം
396,Speise::N,ризык,ഡിഷ്
397,Fleisch::N,ит,മാംസം
398,Getreide::N,ашлык,ചോളം
399,Brei::N,ботка,കഞ്ഞി
400,Brot::N,ипи,റോട്ടി
401,Brot::N,икмәк,റോട്ടി
402,Scheibe::N,телем,തുണ്ട്
403,Fett::N,май,കൊഴുപ്പ്
404,Butter::N,май,വെണ്ണ
405,Öl::N,май,എണ്ണ
406,Salz::N,тоз,ഉപ്പ്
407,Suppe::N,шулпа,സൂപ്പ്
408,Honig::N,бал,തേൻ
409,Milch::N,сөт,പാൽ
410,Tee::N,чәй,ചായ
411,Leder::N,күн,തുകൽ
412,Wolle::N,йон,കമ്പിളി
413,Stoff::N,тукыма,തുണി
414,Nadel::N,энә,സൂചി
415,Faden::N,җеп,നൂല്
416,Knopf::N,төймә,ബട്ടൺ
417,Knoten::N,төен,കുരുക്ക്
418,Farbe::N,буяу,പെയിൻറ്
419,Kleidung::N,кием,വസ്ത്രങ്ങൾ
420,Hemd::N,күлмәк,ഷർട്ട്
421,Kragen::N,яка,കുപ്പായക്കഴുത്ത്
422,Ärmel::N,җиң,കുപ്പായക്കൈ
423,Hose::N,чалбар,ട്രൌസർ
424,Gürtel::N,билбау,ബെൽറ്റ്
425,Mütze::N,бүрек,തൊപ്പി
426,Schuh::N,башмак,ഷൂ
427,Stiefel::N,итек,ബൂട്ട്
428,Ring::N,балдак,മോതിരം
429,Band::N,тасма,റിബൺ
430,Kamm::N,тарак,ചീപ്പ്
431,Spiegel::N,көзге,കണ്ണാടി
432,Riemen::N,каеш,സ്ട്രാപ്പ്
433,Schnur::N,бау,ചരട്
434,Leine::N,тезген,കെട്ടാനുള്ള തോൽവാർ
435,Decke::N,юрган,പുതപ്പ്
436,Kissen::N,мендәр,തലയിണ
437,Tuch::N,яулык,സ്കാർഫ്
438,Handtuch::N,сөлгә,തോർത്ത്
439,Kraft::N,егәр,ശക്തി
440,Kraft::N,дәрман,ശക്തി
441,Stärke::N,көч,ശക്തി
442,Stärke::N,дәрман,ശക്തി
443,Gesundheit::N,саулык,ആരോഗ്യം
444,Krankheit::N,чир,അസുഖം
445,Krankheit::N,хаста,അസുഖം
446,Krankheit::N,сырхау,അസുഖം
447,Schmerz::N,авырту,വേദന
448,Wunde::N,яра,മുറിവ്
449,Wunde::N,җәрәхәт,മുറിവ്
450,Fieber::N,бизгәк,പനി
451,Arznei::N,дару,മരുന്ന്
452,Brücke::N,күпер,പാലം
453,Brunnen::N,кое,കിണർ
454,Weide::N,утлавык,മേച്ചൽ
455,Pfad::N,сукмак,വഴി
456,Weg::N,юл,വഴി
457,Straße::N,урам,റോഡ്
458,Dorf::N,авыл,ഗ്രാമം
459,Stadt::N,шәһәр,നഗരം
460,Brief::N,хат,കത്ത്
461,Buch::N,китап,പുസ്തകം
462,Buchstabe::N,хәреф,അക്ഷരം
463,Zeitung::N,газет,വർത്തമാനപത്രം
464,Zeitung::N,газета,വർത്തമാനപത്രം
465,Leben::N,гомер,ജീവൻ
466,Leben::N,тормыш,ജീവൻ
467,Leben::N,тереклек,ജീവൻ
468,Tod::N,үлем,മരണം
469,Grab::N,гүр,ശവക്കുഴി
470,Grab::N,кабер,ശവക്കുഴി
471,Kirche::N,чиркәү,പള്ളി
472,Sünde::N,язык,പാപം
473,Sünde::N,гөнаһ,പാപം
474,Gott::N,алла,ദൈവം
475,Gott::N,ходай,ദൈവം
476,Arbeiter::N,эшче,ജോലിക്കാരൻ
477,Chef::N,башлык,മേധാവി
478,Meister::N,оста,യജമാനൻ
479,Arzt::N,врач,ഡോക്ടർ
480,Arzt::N,табиб,ഡോക്ടർ
481,Lehrer::N,укытучы,അധ്യാപകൻ
482,Lehrer::N,мөгаллим,അധ്യാപകൻ
483,Geld::N,акча,പണം
484,Geschäft::N,эш,ബിസിനസ്
485,Laden::N,кибет,കട
486,Laden::N,магазин,കട
487,Preis::N,бәя,വില
488,Preis::N,бәһа,വില
489,Ware::N,товар,ചരക്ക്
490,Nutzen::N,файда,ലാഭം
491,Reichtum::N,байлык,ധനം
492,Welt::N,дөнья,ലോകം
493,Land::N,ил,രാജ്യം
494,Staat::N,дәүләт,രാജ്യം
495,König::N,патша,രാജാവ്
496,Macht::N,хакимият,അധികാരം
497,Grenze::N,чик,അതിർത്തി
498,Krieg::N,сугыш,യുദ്ധം
499,Feind::N,дошман,ശത്രു
500,Gewalt::N,көчләү,അക്രമം
501,Kampf::N,көрәш,പോരാട്ടം
502,Bogen[Waffe]::N,җәя,വില്ല്
503,Pfeil::N,ук,അമ്പ്
504,Gewehr::N,мылтык,തോക്ക്
505,Fehler::N,хата,പിശക്
506,Lüge::N,ялган,കള്ളം
507,Schaden::N,зыян,കേടുപാട്
508,Schaden::N,зарар,കേടുപാട്
509,Unglück::N,бәла,ദൌർഭാഗ്യം
510,Schuld::N,гаеп,തെറ്റ്
511,Alter::N,яшь,വയസ്സ്
512,Schluss::N,ахыр,നിഗമനം
513,Zeit::N,заман,സമയം
514,Tag::N,көн,ദിവസം
515,Morgen::N,иртә,പ്രഭാതം
516,Mittag::N,өйлә,ഉച്ച
517,Abend::N,кич,സായാഹ്നം
518,Nacht::N,төн,രാത്രി
519,Woche::N,атна,ആഴ്ച
520,Monat::N,ай,മാസം
521,Jahr::N,ел,വർഷം
522,Frühling::N,яз,വസന്തം
523,Sommer::N,җәй,വേനൽ
524,Herbst::N,көз,ശരത്കാലം
525,Winter::N,кыш,ശൈത്യം
526,Januar::N,гыйнвар,ജനുവരി
527,Februar::N,февраль,ഫെബ്രുവരി
528,März::N,март,മാർച്ച്
529,April::N,апрель,ഏപ്രിൾ മാസം
530,Mai::N,май,മെയ് മാസം
531,Juni::N,июнь,ജൂൺ
532,Juli::N,июль,ജൂലൈ
533,August::N,август,ആഗസ്റ്റ്
534,September::N,сентябрь,സെപ്തംബർ
535,Oktober::N,октябрь,ഒക്ടോബർ
536,November::N,ноябрь,നവംബർ
537,Dezember::N,декабрь,ഡിസംബർ
538,Montag::N,дүшәмбе,തിങ്കളാഴ്ച
539,Dienstag::N,сишәмбе,ചൊവ്വ
540,Mittwoch::N,чәршәмбе,ബുധനാഴ്ച
541,Donnerstag::N,атнакич,വ്യാഴാഴ്ച
542,Donnerstag::N,пәнҗешәмбе,വ്യാഴാഴ്ച
543,Freitag::N,җомга,വെള്ളിയാഴ്ച
544,Samstag::N,шимбә,ശനിയാഴ്ച
545,Sonntag::N,якшәмбе,ഞായറാഴ്ച
546,groß::A,зур,വലിയ
547,klein::A,кечкенә,ചെറിയ
548,lang::A,озын,നീണ്ട
549,kurz::A,кыска,ഹ്രസ്വമായ
550,breit::A,киң,വിശാലമായ
551,schmal::A,кысык,ഇടുങ്ങിയ
552,dicht::A,куе,നിബിഡമായ
553,dick[Gegenstand]::A,калын,തടിച്ച
554,dünn::A,нечкә,മെലിഞ്ഞ
555,fein::A,нәзакәтле,നേർത്ത
556,fest::A,нык,ഉറപ്പുള്ള
557,flach::A,яссы,പരന്ന
558,flach::A,ялпак,പരന്ന
559,glatt::A,шома,മിനുസമുള്ള
560,hart::A,каты,കട്ടിയുള്ള
561,weich::A,йомшак,മൃദുവായ
562,rund::A,түгәрәк,വട്ടത്തിലുള്ള
563,spitz::A,очлы,മുനയുള്ള
564,scharf::A,үткен,മൂർച്ചയുള്ള
565,stumpf::A,үтмәс,തുറന്നടിക്കുന്ന
566,schwer::A,салмак,ഭാരമുള്ള
567,schön::A,гүзәл,മനോഹരമായ
568,heiß::A,эссе,ചൂടുള്ള
569,warm::A,җылы,ചൂടുള്ള
570,kalt::A,суык,തണുത്ത
571,kalt::A,салкын,തണുത്ത
572,kühl::A,салкынча,തണുപ്പുള്ള
573,frisch::A,салкынча,ശുദ്ധമായ
574,feucht::A,юеш,ഈറനുള്ള
575,nass::A,дымлы,നനഞ്ഞ
576,trocken::A,коры,വരണ്ട
577,voll::A,тулы,നിറയെ
578,leer::A,буш,ഒഴിഞ്ഞ
579,offen::A,ачык,തുറന്ന
580,geschlossen::A,йомык,അടച്ച
581,sauber::A,пакь,വൃത്തിയുള്ള
582,sauber::A,чиста,വൃത്തിയുള്ള
583,schmutzig::A,керле,അഴുക്കുനിറഞ്ഞ
584,schmutzig::A,пычрак,അഴുക്കുനിറഞ്ഞ
585,roh::A,чи,അസംസ്കൃതമായ
586,reif::A,өлгергән,പഴുത്ത
587,lecker::A,тәмле,രുചികരമായ
588,süß::A,татлы,മധുരമുള്ള
589,bitter::A,ачы,കടുത്ത
590,sauer::A,әче,പുളിപ്പുള്ള
591,hell::A,якты,ജ്വലിക്കുന്ന
592,dunkel::A,кара,ഇരുണ്ട
593,schwarz::A,кара,കറുത്ത
594,weiß::A,ак,വെളുത്ത
595,rot::A,кызыл,ചുവന്ന
596,gelb::A,сары,മഞ്ഞനിറമായ
597,blau::A,күк,നീലനിറമുള്ള
598,grün::A,яшел,പച്ചനിറമുള്ള
599,grau::A,соры,ചാരനിറത്തിലുള്ള
600,bunt::A,чуар,വർണ്ണശബളമായ
601,billig::A,арзан,വിലകുറഞ്ഞ
602,teuer::A,хаклы,ചെലവേറിയ
603,wertvoll::A,кыйммәтле,വിലപിടിപ്പുള്ള
604,blind::A,сукыр,അന്ധനായ
605,blind::A,күзсез,അന്ധനായ
606,taub::A,чукрак,കേൾവിക്കുറവുള്ള
607,taub::A,саңгырау,കേൾവിക്കുറവുള്ള
608,kräftig::A,егәрле,ശക്തിയുള്ള
609,stark::A,нык,ബലമുള്ള
610,stark::A,базык,ബലമുള്ള
611,schwach::A,зәгыйфь,ക്ഷീണിച്ച
612,fett::A,симез,കൊഴുപ്പുള്ള
613,schlank::A,нәзек,മെലിഞ്ഞ
614,hübsch::A,чибәр,മനോഹരമായ
615,böse::A,усал,പാപിയായ
616,dumm::A,акылсыз,വിവരംകെട്ട
617,faul::A,ялкау,അലസനായ
618,faul::A,иренчәк,അലസനായ
619,fleißig::A,тырыш,അദ്ധ്വാനശീലമുള്ള
620,fleißig::A,тырышучан,അദ്ധ്വാനശീലമുള്ള
621,geizig::A,саран,പിശുക്കനായ
622,klug::A,акыллы,ബുദ്ധിസാമർഥ്യമുള്ള
623,geschickt::A,маһир,പ്രതിഭാശാലി
624,lieb::A,сөекле,പ്രിയപ്പെട്ട
625,lustig::A,күңелле,ആനന്ദകരമായ
626,sanft::A,басынкы,സൌമ്യമായ
627,hungrig::A,ач,വിശപ്പുള്ള
628,krank::A,чирле,അസുഖമുള്ള
629,krank::A,сырхау,അസുഖമുള്ള
630,nackt::A,шәрә,നഡമായ
631,traurig::A,ямансу,വിഷമമുള്ള
632,lebendig::A,тере,ഉപജീവനം
633,gut::A,яхшы,നല്ല
634,schlecht::A,начар,മോശമായ
635,richtig::A,дөрес,ശരിയായ
636,schlimm::A,әшәкә,വൃത്തികെട്ട
