,Concept_ID,es,sl
61,Sonne::N,sol,sónce
62,Mond::N,luna,lúna
63,Mond::N,luna,mésec
64,Stern::N,estrella,zvézda
65,Luft::N,aire,zràk
66,Wind::N,viento,véter
67,Welle::N,ola,vál
68,Welle::N,onda,vál
69,Wasser::N,agua,vôda
70,Stein::N,piedra,kámen
71,Boden::N,suelo,tlà
72,Erde::N,tierra,pŕst
73,Erde::N,tierra,zêmlja
74,Staub::N,polvo,práh
75,Rauch::N,humo,dìm
76,Funke::N,chispa,ískra
77,Feuer::N,fuego,ôgenj
78,Licht::N,luz,lúč
79,Schatten::N,sombra,sénca
80,Wetter::N,tiempo,vrême
81,Nebel::N,niebla,meglà
82,Wolke::N,nube,oblák
83,Regen::N,lluvia,dèž
84,Schnee::N,nieve,snég
85,Eis::N,hielo,léd
86,Frost::N,helada,zmrzál
87,Kälte::N,frío,mràz
88,Hitze::N,calor,pripéka
89,Raureif::N,escarcha,ívje
90,Raureif::N,escarcha,slána
91,Regenbogen::N,arco iris,mávrica
92,Donner::N,trueno,gròm
93,Strömung::N,corriente,strúja
94,Tropfen::N,gota,káplja
95,Schaum::N,espuma,péna
96,Schmutz::N,suciedad,nesnága
97,See::N,lago,jézero
98,Sumpf::N,pantano,močvírje
99,Moor::N,turbera,bárje
100,Wiese::N,prado,trávnik
101,Wiese::N,pradera,trávnik
102,Wald::N,bosque,lés
103,Wald::N,bosque,gòzd
104,Hügel::N,colina,brég
105,Hügel::N,colina,goríca
106,Anhöhe::N,cerro,gríč
107,Anhöhe::N,cerro,višína
108,Berg::N,monte,gôra
109,Berg::N,monte,planína
110,Berg::N,montaña,gôra
111,Berg::N,montaña,planína
112,Gipfel::N,cima,vŕh
113,Gipfel::N,cumbre,vŕh
114,Höhle::N,cueva,jáma
115,Höhle::N,cueva,votlína
116,Höhle::N,caverna,jáma
117,Höhle::N,caverna,votlína
118,Abhang::N,cuesta,pobóčje
119,Abhang::N,declive,pobóčje
120,Quelle::N,fuente,izvír
121,Quelle::N,manantial,izvír
122,Bach::N,arroyo,pôtok
123,Fluss::N,río,réka
124,Ufer::N,orilla,brég
125,Küste::N,costa,obála
126,Küste::N,costa,obréžje
127,Festland::N,tierra firme,celína
128,Festland::N,tierra firme,kopnína
129,Meer::N,mar,mórje
130,Bucht::N,cala,zalív
131,Bucht::N,bahía,zalív
132,Insel::N,isla,ôtok
133,Blume::N,flor,cvetlíca
134,Gras::N,hierba,tráva
135,Wurzel::N,raíz,korenína
136,Baum::N,árbol,drevó
137,Stamm::N,tronco,dêblo
138,Rinde::N,corteza,lúbje
139,Rinde::N,corteza,skórja
140,Ast::N,rama,véja
141,Zweig::N,ramo,véja
142,Blatt::N,hoja,líst
143,Birke::N,abedul,bréza
144,Kiefer[Baum]::N,pino,bòr
145,Weide[Baum]::N,sauce,vŕba
146,Tanne::N,abeto,hója
147,Horn::N,asta,róg
148,Horn::N,cuerno,róg
149,Feder::N,pluma,peró
150,Fell::N,piel,kŕzno
151,Flügel::N,ala,krílo
152,Klaue::N,garra,párkelj
153,Kralle::N,uña,krémpelj
154,Kralle::N,garra,krémpelj
155,Schwanz::N,cola,rèp
156,Ei::N,huevo,jájce
157,Nest::N,nido,gnézdo
158,Bau::N,madriguera,brlòg
159,Tier::N,animal,živál
160,Herde::N,rebaño,čréda
161,Kuh::N,vaca,kráva
162,Bulle::N,toro,bìk
163,Pferd::N,caballo,kònj
164,Schaf::N,oveja,ôvca
165,Schwein::N,cerdo,svínja
166,Hund::N,perro,pès
167,Katze::N,gato,máčka
168,Bär::N,oso,mêdved
169,Eichhörnchen::N,ardilla,véverica
170,Elch::N,alce,lós
171,Fuchs::N,zorro,lisíca
172,Hase::N,liebre,zájec
173,Maus::N,ratón,mìš
174,Wolf::N,lobo,vólk
175,Vogel::N,ave,ptìč
176,Vogel::N,ave,ptíca
177,Vogel::N,pájaro,ptìč
178,Vogel::N,pájaro,ptíca
179,Schwarm::N,bandada,játa
180,Huhn::N,gallina,kokóš
181,Hahn::N,gallo,petêlin
182,Gans::N,oca,gós
183,Gans::N,ganso,gós
184,Adler::N,águila,ôrel
185,Ente::N,pato,ráca
186,Eule::N,lechuza,sôva
187,Kranich::N,grulla,žerjàv
188,Krähe::N,corneja,vrána
189,Kuckuck::N,cuco,kúkavica
190,Schwan::N,cisne,labód
191,Fisch::N,pez,ríba
192,Barsch::N,perca,ostríž
193,Hecht::N,lucio,ščúka
194,Schlange[Tier]::N,serpiente,káča
195,Wurm::N,gusano,čr̀v
196,Wurm::N,gusano,glísta
197,Spinne::N,araña,pájek
198,Ameise::N,hormiga,mrávlja
199,Laus::N,piojo,úš
200,Mücke::N,mosquito,komár
201,Fliege::N,mosca,múha
202,Schmetterling::N,mariposa,metúlj
203,Beere::N,baya,jágoda
204,Apfel::N,manzana,jábolko
205,Pilz::N,seta,góba
206,Pilz::N,hongo,góba
207,Zwiebel::N,cebolla,čebúla
208,Saat::N,siembra,séme
209,Korn::N,grano,zŕno
210,Heu::N,heno,senó
211,Schale::N,cáscara,lupína
212,Grube::N,foso,jáma
213,Falle::N,trampa,pást
214,Schlinge::N,lazo,zánka
215,Schlinge::N,lazo,pêtlja
216,Spur::N,huella,sléd
217,Asche::N,ceniza,pepél
218,Dreck::N,suciedad,bláto
219,Eisen::N,hierro,želézo
220,Gold::N,oro,zlató
221,Silber::N,plata,srebró
222,Kohle::N,carbón,ógel
223,Glas::N,vidrio,stêklo
224,Glas::N,cristal,stêklo
225,Lehm::N,barro,ílo
226,Sand::N,arena,pések
227,Mensch::N,hombre,člôvek
228,Mensch::N,ser humano,člôvek
229,Mann::N,hombre,móž
230,Mann::N,hombre,môški
231,Frau::N,mujer,gospá
232,Frau::N,mujer,žénska
233,Kind::N,niño,déte
234,Kind::N,niño,otròk
235,Junge::N,chico,fànt
236,Junge::N,chico,déček
237,Junge::N,muchacho,fànt
238,Junge::N,muchacho,déček
239,Mädchen::N,chica,deklè
240,Mädchen::N,chica,déklica
241,Mädchen::N,muchacha,deklè
242,Mädchen::N,muchacha,déklica
243,Familie::N,familia,družína
244,Großvater::N,abuelo,dèd
245,Großvater::N,abuelo,dédek
246,Großmutter::N,abuela,bábica
247,Eltern::N,padres,stárši
248,Vater::N,padre,ôče
249,Mutter::N,madre,máma
250,Sohn::N,hijo,sín
251,Tochter::N,hija,hčí
252,Tochter::N,hija,hčérka
253,Bruder::N,hermano,bràt
254,Schwester::N,hermana,sêstra
255,Onkel::N,tío,újec
256,Onkel::N,tío,stríc
257,Tante::N,tía,têta
258,Tante::N,tía,strína
259,Ehemann::N,esposo,móž
260,Ehemann::N,esposo,sopróg
261,Ehefrau::N,esposa,žêna
262,Ehefrau::N,esposa,sopróga
263,Freude::N,placer,rádost
264,Freude::N,placer,vesêlje
265,Freude::N,alegría,rádost
266,Freude::N,alegría,vesêlje
267,Gelächter::N,risa,sméh
268,Gelächter::N,risa,grohòt
269,Gelächter::N,carcajada,sméh
270,Gelächter::N,carcajada,grohòt
271,Glück::N,felicidad,sréča
272,Kummer::N,pena,gorjé
273,Wunsch::N,deseo,žêlja
274,Lust::N,ganas,poželênje
275,Geist::N,mente,dúša
276,Geist::N,espíritu,dúša
277,Gedanke::N,idea,mísel
278,Gedanke::N,pensamiento,mísel
279,Gedächtnis::N,memoria,pámet
280,Verstand::N,razón,
281,Verstand::N,entendimiento,
282,Sinn::N,sentido,pomèn
283,Sinn::N,sentido,smísel
284,Sinn::N,significado,pomèn
285,Sinn::N,significado,smísel
286,Grund::N,causa,vzròk
287,Wahrheit::N,verdad,resníca
288,Gespräch::N,conversación,pogóvor
289,Märchen::N,cuento,právljica
290,Erzählung::N,cuento,povést
291,Erzählung::N,narración,povést
292,Nachricht::N,mensaje,sporočílo
293,Neuigkeit::N,noticia,novóst
294,Name::N,nombre,imé
295,Rätsel::N,acertijo,ugánka
296,Rätsel::N,adivinanza,ugánka
297,Rede::N,discurso,góvor
298,Sprache::N,lengua,jêzik
299,Stimme::N,voz,glás
300,Wort::N,palabra,beséda
301,Zeichen::N,señal,znák
302,Ruf::N,llamada,klíc
303,Lärm::N,ruido,hrúp
304,Lärm::N,ruido,trúšč
305,Lärm::N,barullo,hrúp
306,Lärm::N,barullo,trúšč
307,Laut::N,sonido,glás
308,Ton::N,tono,tón
309,Lied::N,canción,pésem
310,Ruhe::N,calma,pokòj
311,Ruhe::N,silencio,pokòj
312,Leute::N,gente,ljudjé
313,Volk::N,pueblo,národ
314,Arbeit::N,trabajo,délo
315,Gast::N,huésped,gòst
316,Gast::N,invitado,gòst
317,Geschenk::N,regalo,darílo
318,Spiel::N,juego,ígra
319,Gesellschaft::N,compañía,drúžba
320,Hilfe::N,ayuda,pomóč
321,Hilfe::N,socorro,pomóč
322,Freund::N,amigo,prijátelj
323,Kamerad::N,camarada,továriš
324,Kamerad::N,compañero,továriš
325,Angelegenheit::N,asunto,zadéva
326,Anzahl::N,cantidad,števílo
327,Art::N,tipo,vŕsta
328,Art::N,clase,vŕsta
329,Stück::N,pieza,kós
330,Teil::N,parte,dél
331,Hälfte::N,mitad,polovíca
332,Kreis::N,círculo,króg
333,Kreis::N,círculo,kolobár
334,Kreuz::N,cruz,kríž
335,Linie::N,línea,próga
336,Strich::N,raya,čŕta
337,Strich::N,trazo,čŕta
338,Abstand::N,distancia,preslédek
339,Entfernung::N,distancia,oddáljenost
340,Gegend::N,región,kràj
341,Gegend::N,región,dežêla
342,Gegend::N,comarca,kràj
343,Gegend::N,comarca,dežêla
344,Platz::N,espacio,prôstor
345,Ort::N,sitio,mésto
346,Seite::N,lado,bòk
347,Seite::N,lado,strán
348,Seite::N,costado,bòk
349,Seite::N,costado,strán
350,Mitte::N,medio,sredína
351,Mitte::N,centro,sredína
352,Gegenstand::N,objeto,prédmet
353,Sache::N,cosa,réč
354,Sache::N,cosa,stvár
355,Rand::N,borde,kràj
356,Kante::N,borde,rób
357,Ecke::N,esquina,vogál
358,Spitze::N,punta,óst
359,Ende::N,cabo,kônec
360,Ende::N,extremo,kônec
361,Loch::N,agujero,lúknja
362,Loch::N,abertura,lúknja
363,Winkel::N,ángulo,kót
364,Muster::N,dibujo,vzórec
365,Größe::N,tamaño,veličína
366,Länge::N,longitud,dolžína
367,Höhe::N,altura,vršína
368,Höhe::N,altitud,vršína
369,Gewicht::N,peso,téža
370,Menge::N,cantidad,količína
371,Haufen::N,montón,kùp
372,Haufen::N,montón,kopíca
373,Reihe::N,fila,níz
374,Reihe::N,fila,vŕsta
375,Boot::N,bote,čóln
376,Boot::N,barca,čóln
377,Ruder::N,remo,vêslo
378,Schlitten::N,trineo,saní
379,Ski::N,esquí,smučí
380,Lagerfeuer::N,hoguera,táborni ôgenj
381,Last::N,carga,tôvor
382,Gang::N,marcha,hòd
383,Schritt::N,paso,korák
384,Norden::N,norte,séver
385,Süden::N,sur,júg
386,Westen::N,oeste,zapàd
387,Osten::N,este,vzhòd
388,Holz::N,madera,lés
389,Brett::N,tabla,deskà
390,Platte::N,placa,plôča
391,Platte::N,plancha,plôča
392,Stütze::N,sostén,opóra
393,Stütze::N,sostén,zaslómba
394,Stütze::N,soporte,opóra
395,Stütze::N,soporte,zaslómba
396,Stange::N,vara,gréd
397,Stange::N,percha,gréd
398,Stock::N,palo,pálica
399,Stock::N,bastón,pálica
400,Stab::N,vara,pálica
401,Stab::N,bastón,pálica
402,Rohr::N,tubo,cév
403,Haus::N,casa,híša
404,Heim::N,hogar,dóm
405,Ofen::N,estufa,péč
406,Fußboden::N,suelo,pòd
407,Tisch::N,mesa,míza
408,Stuhl::N,silla,stòl
409,Wiege::N,cuna,zíbel
410,Bett::N,cama,póstelja
411,Regal::N,estantería,políca
412,Kiste::N,caja,zabòj
413,Fenster::N,ventana,ôkno
414,Tür::N,puerta,vráta
415,Tor::N,puerta,velíka vráta
416,Zaun::N,valla,ográja
417,Zaun::N,cercado,ográja
418,Dach::N,techo,stréha
419,Dach::N,tejado,stréha
420,Leiter::N,escalera,léstev
421,Besen::N,escoba,mêtla
422,Spaten::N,pala,lopáta
423,Schaufel::N,pala,lopáta
424,Schaufel::N,paleta,lopáta
425,Gabel::N,tenedor,vílice
426,Löffel::N,cuchara,žlíca
427,Messer::N,cuchillo,nòž
428,Nagel::N,clavo,žebèlj
429,Netz::N,red,mréža
430,Haken::N,gancho,kljúka
431,Haken::N,corchete,kljúka
432,Griff::N,asa,ročáj
433,Griff::N,asa,oprijèm
434,Griff::N,mango,ročáj
435,Griff::N,mango,oprijèm
436,Schloss::N,cerradura,ključávnica
437,Bild::N,imagen,slíka
438,Figur::N,figura,figúra
439,Figur::N,figura,postáva
440,Puppe::N,muñeca,lútka
441,Beutel::N,bolsa,môšnja
442,Bündel::N,haz,cúla
443,Bündel::N,haz,svéženj
444,Tasche::N,bolso,tórba
445,Tasche::N,bolso,tobôlec
446,Eimer::N,cubo,vêdro
447,Deckel::N,tapa,pokròv
448,Deckel::N,tapa,poklópec
449,Deckel::N,tapadera,pokròv
450,Deckel::N,tapadera,poklópec
451,Geschirr::N,vajilla,posóda
452,Sack::N,saco,vréča
453,Tasse::N,taza,skodélica
454,Topf::N,olla,lônec
455,Topf::N,marmita,lônec
456,Kessel::N,caldera,kôtel
457,Essen::N,comida,hrána
458,Nahrung::N,alimento,živílo
459,Speise::N,plato,jéd
460,Fleisch::N,carne,mesó
461,Getreide::N,cereales,žíto
462,Brei::N,puré,káša
463,Brei::N,papilla,káša
464,Brot::N,pan,krùh
465,Scheibe::N,lonja,réženj
466,Scheibe::N,rebanada,réženj
467,Fett::N,grasa,mást
468,Fett::N,grasa,maščôba
469,Butter::N,mantequilla,máslo
470,Öl::N,aceite,ólje
471,Salz::N,sal,sól
472,Suppe::N,sopa,júha
473,Honig::N,miel,méd
474,Milch::N,leche,mléko
475,Tee::N,té,čáj
476,Leder::N,cuero,úsnje
477,Wolle::N,lana,vólna
478,Stoff::N,tela,blagó
479,Stoff::N,tejido,blagó
480,Nadel::N,aguja,ígla
481,Faden::N,hilo,nít
482,Knopf::N,botón,gúmb
483,Knoten::N,nudo,vôzel
484,Farbe::N,pintura,bárva
485,Kleidung::N,ropa,obléka
486,Kleidung::N,vestidos,obléka
487,Hemd::N,camisa,srájca
488,Kragen::N,cuello,ovrátnik
489,Ärmel::N,manga,rokáv
490,Hose::N,pantalón,hláče
491,Gürtel::N,cinturón,pás
492,Mütze::N,gorro,kápa
493,Mütze::N,gorro,čépica
494,Schuh::N,zapato,čévelj
495,Stiefel::N,bota,škórenj
496,Ring::N,anillo,pŕstan
497,Band::N,cinta,trák
498,Kamm::N,peine,glavník
499,Spiegel::N,espejo,zrcálo
500,Spiegel::N,espejo,ogledálo
501,Riemen::N,correa,jêrmen
502,Schnur::N,cuerda,vŕvca
503,Leine::N,correa,konôpec
504,Decke::N,manta,odéja
505,Kissen::N,almohada,blazína
506,Tuch::N,pañuelo,pŕt
507,Tuch::N,pañuelo,rúta
508,Handtuch::N,toalla,brisáča
509,Kraft::N,fuerza,síla
510,Stärke::N,fuerza,jákost
511,Gesundheit::N,salud,zdrávje
512,Krankheit::N,enfermedad,bolézen
513,Schmerz::N,dolor,ból
514,Schmerz::N,dolor,bolečína
515,Wunde::N,llaga,rána
516,Wunde::N,herida,rána
517,Fieber::N,fiebre,vročína
518,Arznei::N,medicina,lék
519,Arznei::N,medicina,zdravílo
520,Arznei::N,medicamento,lék
521,Arznei::N,medicamento,zdravílo
522,Brücke::N,puente,móst
523,Brunnen::N,pozo,vodnják
524,Weide::N,pasto,páša
525,Pfad::N,sendero,stezà
526,Weg::N,camino,pót
527,Straße::N,vía,césta
528,Straße::N,carretera,césta
529,Dorf::N,aldea,vás
530,Dorf::N,pueblo,vás
531,Stadt::N,ciudad,mésto
532,Brief::N,carta,písmo
533,Buch::N,libro,knjíga
534,Buchstabe::N,letra,čŕka
535,Buchstabe::N,carácter,čŕka
536,Zeitung::N,diario,čásnik
537,Zeitung::N,periódico,čásnik
538,Leben::N,vida,življênje
539,Tod::N,muerte,smŕt
540,Grab::N,tumba,gròb
541,Grab::N,sepulcro,gròb
542,Kirche::N,iglesia,cérkev
543,Sünde::N,pecado,gréh
544,Gott::N,dios,bóg
545,Arbeiter::N,obrero,délavec
546,Arbeiter::N,trabajador,délavec
547,Chef::N,jefe,šéf
548,Meister::N,maestro,mójster
549,Arzt::N,médico,zdravník
550,Lehrer::N,profesor,učítelj
551,Geld::N,dinero,denár
552,Geschäft::N,negocio,kupčíja
553,Laden::N,tienda,trgovína
554,Preis::N,precio,céna
555,Ware::N,mercancía,róba
556,Nutzen::N,provecho,príd
557,Reichtum::N,riqueza,bogástvo
558,Welt::N,mundo,svét
559,Land::N,país,dežêla
560,Staat::N,Estado,držáva
561,König::N,rey,králj
562,Macht::N,poder,oblást
563,Macht::N,potencia,oblást
564,Grenze::N,frontera,mêja
565,Krieg::N,guerra,vôjna
566,Feind::N,enemigo,sovrážnik
567,Gewalt::N,violencia,nasílje
568,Kampf::N,lucha,bòj
569,Kampf::N,lucha,bórba
570,Kampf::N,combate,bòj
571,Kampf::N,combate,bórba
572,Bogen[Waffe]::N,arco,lók
573,Pfeil::N,flecha,puščíca
574,Gewehr::N,fusil,púška
575,Gewehr::N,escopeta,púška
576,Fehler::N,error,zmóta
577,Lüge::N,mentira,láž
578,Schaden::N,daño,okvára
579,Unglück::N,desgracia,nesréča
580,Schuld::N,culpa,krívda
581,Alter::N,edad,dôba
582,Schluss::N,fin,kônec
583,Schluss::N,final,kônec
584,Zeit::N,tiempo,čàs
585,Tag::N,día,dán
586,Morgen::N,mañana,jútro
587,Mittag::N,mediodía,póldan
588,Abend::N,noche,večér
589,Nacht::N,noche,nóč
590,Woche::N,semana,téden
591,Monat::N,mes,mésec
592,Jahr::N,año,léto
593,Frühling::N,primavera,pomlád
594,Sommer::N,verano,polétje
595,Herbst::N,otoño,jesén
596,Winter::N,invierno,zíma
597,Januar::N,enero,jánuar
598,Februar::N,febrero,fébruar
599,März::N,marzo,márec
600,April::N,abril,apríl
601,Mai::N,mayo,máj
602,Juni::N,junio,júnij
603,Juli::N,julio,júlij
604,August::N,agosto,avgúst
605,September::N,septiembre,septêmber
606,Oktober::N,octubre,október
607,November::N,noviembre,novêmber
608,Dezember::N,diciembre,decémber
609,Montag::N,lunes,ponedéljek
610,Dienstag::N,martes,tôrek
611,Mittwoch::N,miércoles,sréda
612,Donnerstag::N,jueves,četŕtek
613,Freitag::N,viernes,pétek
614,Samstag::N,sábado,sobóta
615,Sonntag::N,domingo,nedélja
616,groß::A,grande,vêlik
617,klein::A,pequeño,májhen
618,lang::A,largo,dólg
619,kurz::A,corto,krátek
620,breit::A,ancho,širòk
621,schmal::A,estrecho,ózek
622,dicht::A,denso,góst
623,dick[Gegenstand]::A,grueso,dêbel
624,dünn::A,fino,tánek
625,dünn::A,delgado,tánek
626,fein::A,fino,drôben
627,fein::A,delicado,drôben
628,fest::A,firme,tŕden
629,fest::A,sólido,tŕden
630,flach::A,plano,plán
631,flach::A,plano,plòsk
632,glatt::A,liso,gládek
633,hart::A,duro,tŕd
634,weich::A,muelle,mehák
635,rund::A,redondo,okrógel
636,spitz::A,agudo,šílast
637,spitz::A,apuntado,šílast
638,scharf::A,agudo,óster
639,scharf::A,afilado,óster
640,stumpf::A,sin filo,tóp
641,stumpf::A,sin filo,skŕhan
642,schwer::A,pesado,têžek
643,schön::A,bello,lép
644,schön::A,bello,krásen
645,schön::A,hermoso,lép
646,schön::A,hermoso,krásen
647,heiß::A,caluroso,vròč
648,warm::A,cálido,tôpel
649,warm::A,caliente,tôpel
650,kalt::A,frío,mŕzel
651,kalt::A,frío,hláden
652,kühl::A,fresco,hláden
653,frisch::A,fresco,svéž
654,feucht::A,húmedo,vlážen
655,nass::A,mojado,móker
656,trocken::A,seco,súh
657,voll::A,lleno,póln
658,leer::A,vacío,prázen
659,offen::A,abierto,odpŕt
660,geschlossen::A,cerrado,zapŕt
661,sauber::A,limpio,číst
662,sauber::A,limpio,líčen
663,schmutzig::A,sucio,umázan
664,roh::A,crudo,suròv
665,reif::A,maduro,zrèl
666,lecker::A,rico,okúsen
667,lecker::A,sabroso,okúsen
668,süß::A,dulce,sládek
669,bitter::A,amargo,grenák
670,sauer::A,agrio,kísel
671,hell::A,claro,svetèl
672,dunkel::A,oscuro,temèn
673,schwarz::A,negro,čŕn
674,weiß::A,blanco,bél
675,rot::A,rojo,rdèč
676,gelb::A,amarillo,žólt
677,gelb::A,amarillo,rumèn
678,blau::A,azul,móder
679,grün::A,verde,zelèn
680,grau::A,gris,sív
681,bunt::A,multicolor,písan
682,billig::A,barato,pocéni
683,teuer::A,caro,drág
684,wertvoll::A,valioso,dragocén
685,wertvoll::A,precioso,dragocén
686,blind::A,ciego,slép
687,taub::A,sordo,glúh
688,kräftig::A,fuerte,močán
689,stark::A,fuerte,ják
690,stark::A,vigoroso,ják
691,schwach::A,débil,šíbek
692,fett::A,obeso,dêbel
693,schlank::A,esbelto,vítek
694,hübsch::A,mono,lép
695,hübsch::A,guapo,lép
696,böse::A,malo,zèl
697,böse::A,malo,hudôben
698,dumm::A,tonto,glúp
699,dumm::A,tonto,bédast
700,dumm::A,estúpido,glúp
701,dumm::A,estúpido,bédast
702,faul::A,vago,lén
703,faul::A,perezoso,lén
704,fleißig::A,aplicado,marljív
705,fleißig::A,diligente,marljív
706,geizig::A,avaro,škŕt
707,klug::A,sensato,pámeten
708,klug::A,inteligente,pámeten
709,geschickt::A,hábil,spréten
710,lieb::A,querido,míl
711,lieb::A,querido,ljúb
712,lustig::A,alegre,vesél
713,sanft::A,suave,láhek
714,hungrig::A,hambriento,láčen
715,krank::A,enfermo,bolán
716,nackt::A,desnudo,nág
717,traurig::A,triste,túžen
718,lebendig::A,vivo,žív
719,lebendig::A,viviente,žív
720,gut::A,bueno,dóber
721,schlecht::A,malo,malopríden
722,richtig::A,justo,pravílen
723,richtig::A,correcto,pravílen
724,schlimm::A,malo,húd
725,schlimm::A,grave,húd
726,wahr::A,verídico,resníčen
727,wahr::A,verdadero,resníčen
728,alt::A,viejo,stàr
729,neu::A,nuevo,nòv
730,ehemalig::A,antiguo,nekdánji
731,alt[Lebewesen]::A,viejo,stàr
732,jung::A,joven,mlád
733,arm::A,pobre,ubóg
734,arm::A,pobre,réven
735,reich::A,rico,bogàt
736,bekannt::A,conocido,znán
737,berühmt::A,famoso,sláven
738,berühmt::A,famoso,znamenít
739,berühmt::A,célebre,sláven
740,berühmt::A,célebre,znamenít
741,fremd::A,extraño,túj
742,verschieden::A,diverso,razlíčen
743,verschieden::A,distinto,razlíčen
744,verschieden::A,diferente,razlíčen
745,nah::A,cercano,blížnji
746,fern::A,lejano,dáleč
747,linker::A,izquierdo,lévi
748,rechter::A,derecho,désni
749,anderer::A,otro,drúgi
750,erster::A,primero,pŕvi
751,zweiter::A,segundo,drúgi
752,dritter::A,tercero,trétji
753,letzter::A,último,poslédnji
754,allein::ADV,a solo,sám
755,auf einmal::ADV,de una vez,obênem
756,zusammen::ADV,juntos,skúpaj
757,lange::ADV,mucho tiempo,dólgo
758,plötzlich::ADV,de repente,náglo
759,plötzlich::ADV,de repente,nenádoma
760,sofort::ADV,en seguida,prècej
761,später::ADV,más tarde,poznêje
762,jetzt::ADV,ahora,zdàj
763,heute::ADV,hoy,dánes
764,morgen::ADV,mañana,jútri
765,bald::ADV,pronto,kmálu
766,bald::ADV,en breve,kmálu
767,dann::ADV,luego,nató
768,dann::ADV,entonces,nató
769,gestern::ADV,ayer,včéraj
770,einst::ADV,antaño,nékdaj
771,damals::ADV,entonces,tedàj
772,damals::ADV,entonces,takràt
773,danach::ADV,después,potèm
774,vorher::ADV,antes,poprèj
775,zuerst::ADV,primero,spŕva
776,einmal::ADV,una vez,ênkrat
777,manchmal::ADV,a veces,včásih
778,oft::ADV,a menudo,pogósto
779,oft::ADV,con frecuencia,pogósto
780,immer::ADV,siempre,védno
781,immer::ADV,siempre,zméraj
782,niemals::ADV,jamás,nikdàr
783,hier::ADV,aquí,tù
784,hier::ADV,aquí,túkaj
785,hierhin::ADV,acá,sèmkaj
786,von hier::ADV,desde aquí,od tú
787,dort::ADV,ahí,tàm
788,dort::ADV,allí,tàm
789,dorthin::ADV,allí,tjà
790,dorthin::ADV,hacia allí,tjà
791,geradeaus::ADV,todo derecho,rávno napréj
792,vorwärts::ADV,adelante,napréj
793,rückwärts::ADV,hacia atrás,zádaj
794,zurück::ADV,atrás,nazáj
795,unten::ADV,abajo,dôli
796,unten::ADV,abajo,spôdaj
797,hinab::ADV,hacia abajo,dôl
798,oben::ADV,arriba,gôri
799,oben::ADV,arriba,zgôraj
800,hinauf::ADV,hacia arriba,gôr
801,überall::ADV,por todas partes,povsód
802,nicht::ADV,no,ne
803,ein wenig::ADV,un poco,málo
804,kaum::ADV,apenas,kómaj
805,sehr::ADV,muy,zeló
806,sehr::ADV,mucho,zeló
807,so::ADV,tan,takó
808,noch::ADV,aún,še
809,noch::ADV,todavía,še
810,nur::ADV,solamente,samó
811,schon::ADV,ya,žè
812,wieder::ADV,de nuevo,spét
813,vergebens::ADV,en vano,zamàn
814,vergebens::ADV,en vano,zastónj
815,vor::PRP,antes de,pred
816,vor::PRP,delante de,pred
817,hinter::PRP,tras,za
818,hinter::PRP,detrás de,za
819,unter::PRP,bajo,pod
820,unter::PRP,debajo de,pod
821,durch::PRP,por,skózi
822,durch::PRP,a través de,skózi
823,neben::PRP,al lado de,kràj
824,neben::PRP,al lado de,póleg
825,zwischen::PRP,entre,med
826,zwischen::PRP,entre,izmed
827,wegen::PRP,por,zarádi
