,Concept_ID,he,tr
152,Nest::N,קן,yuva
153,Bau::N,מחלה,in
154,Tier::N,חיה,hayvan
155,Herde::N,עדר,sürü
156,Kuh::N,פרה,inek
157,Bulle::N,פר,boğa
158,Pferd::N,סוס,at
159,Pferd::N,סוס,beygir
160,Schaf::N,כבשה,koyun
161,Schwein::N,חזיר,domuz
162,Hund::N,כלב,it
163,Hund::N,כלב,köpek
164,Katze::N,חתול,kedi
165,Bär::N,דב,ayı
166,Eichhörnchen::N,סנאי,sincap
167,Elch::N,דישון,büyük kuzey geyiği
168,Fuchs::N,שועל,tilki
169,Hase::N,ארנב,tavşan
170,Maus::N,עכבר,fare
171,Maus::N,עכבר,sıçan
172,Wolf::N,זאב,kurt
173,Vogel::N,צפור,kuş
174,Schwarm::N,נחיל,sürü
175,Schwarm::N,להקה,sürü
176,Huhn::N,תרנגלת,tavuk
177,Hahn::N,תרנגול,horoz
178,Gans::N,אוז,kaz
179,Adler::N,עיט,kartal
180,Adler::N,עיט,karakuş
181,Ente::N,ברוז,ördek
182,Eule::N,ינשוף,baykuş
183,Kranich::N,עגור,turna
184,Kranich::N,כרוכיה,turna
185,Krähe::N,עורב,karga
186,Kuckuck::N,קוקיה,guguk
187,Schwan::N,ברבור,kuğu
188,Fisch::N,דג,balık
189,Barsch::N,אוקונוס,hani
190,Barsch::N,אוקונוס,levrek
191,Hecht::N,זאב הים,turnabalığı
192,Schlange[Tier]::N,נחש,yılan
193,Wurm::N,תולעת,kurt
194,Wurm::N,תולעת,solucan
195,Spinne::N,עכביש,örümcek
196,Ameise::N,נמלה,karınca
197,Laus::N,כנה,bit
198,Mücke::N,יתוש,sivrisinek
199,Fliege::N,זבוב,sinek
200,Schmetterling::N,פרפר,kelebek
201,Beere::N,ענבה,tane
202,Apfel::N,תפוח,elma
203,Pilz::N,פטריה,mantar
204,Zwiebel::N,בצל,soğan
205,Saat::N,זרעים,ekin
206,Korn::N,גרעין,tane
207,Heu::N,חציר,kuru ot
208,Schale::N,קלפה,kabuk
209,Grube::N,בור,çukur
210,Grube::N,שוחה,çukur
211,Falle::N,מלכדת,tuzak
212,Schlinge::N,לולאה,ilmik
213,Spur::N,עקבה,iz
214,Asche::N,אפר,kül
215,Dreck::N,זהמה,pislik
216,Eisen::N,ברזל,demir
217,Gold::N,זהב,altın
218,Silber::N,כסף,gümüş
219,Kohle::N,פחם,kömür
220,Glas::N,זכוכית,cam
221,Lehm::N,חרסית,balçık
222,Sand::N,חול,kum
223,Mensch::N,אדם,insan
224,Mann::N,איש,adam
225,Mann::N,איש,erkek
226,Mann::N,גבר,adam
227,Mann::N,גבר,erkek
228,Frau::N,אשה,bayan
229,Frau::N,גברת,bayan
230,Kind::N,ילד,çocuk
231,Junge::N,ילד,erkek çocuk
232,Mädchen::N,נערה,kız
233,Familie::N,משפחה,aile
234,Großvater::N,סבא,dede
235,Großvater::N,סבא,büyükbaba
236,Großmutter::N,סבתא,nine
237,Großmutter::N,סבתא,büyükanne
238,Eltern::N,הורים,ebeveyn
239,Eltern::N,הורים,ana baba
240,Vater::N,אב,ata
241,Vater::N,אב,baba
242,Mutter::N,אם,ana
243,Mutter::N,אם,anne
244,Sohn::N,בן,oğul
245,Tochter::N,בת,kız
246,Tochter::N,בת,kız evlât
247,Bruder::N,אח,abi
248,Bruder::N,אח,erkek kardeş
249,Schwester::N,אחות,abla
250,Schwester::N,אחות,kız kardeş
251,Onkel::N,דוד,dayı
252,Tante::N,דודה,hala
253,Tante::N,דודה,teyze
254,Ehemann::N,איש,koca
255,Ehemann::N,בעל,koca
256,Ehefrau::N,אשה,karı
257,Freude::N,שמחה,neşe
258,Freude::N,שמחה,sevinç
259,Gelächter::N,צחוק,gülme
260,Gelächter::N,צחוק,kahkaha
261,Glück::N,אשר,mutluluk
262,Kummer::N,יגון,dert
263,Kummer::N,יגון,keder
264,Kummer::N,עגמה,dert
265,Kummer::N,עגמה,keder
266,Wunsch::N,אחול,arzu
267,Wunsch::N,אחול,istek
268,Wunsch::N,משאלה,arzu
269,Wunsch::N,משאלה,istek
270,Lust::N,חשק,arzu
271,Lust::N,חשק,heves
272,Lust::N,תשוקה,arzu
273,Lust::N,תשוקה,heves
274,Geist::N,רוח,tin
275,Gedanke::N,מחשבה,fikir
276,Gedanke::N,מחשבה,düşünce
277,Gedächtnis::N,זכרון,bellek
278,Verstand::N,שכל,zekâ
279,Sinn::N,מובן,anlam
280,Sinn::N,משמעות,anlam
281,Grund::N,סבה,sebep
282,Wahrheit::N,אמת,doğruluk
283,Wahrheit::N,אמת,gerçeklik
284,Gespräch::N,דיון,görüşme
285,Märchen::N,אגדה,masal
286,Erzählung::N,ספור,öykü
287,Erzählung::N,ספור,hikâye
288,Nachricht::N,ידיעה,haber
289,Neuigkeit::N,חדשה,haber
290,Name::N,שם,ad
291,Name::N,שם,isim
292,Rätsel::N,תעלומה,bilmece
293,Rede::N,נאום,söylev
294,Rede::N,נאום,konuşma
295,Sprache::N,לשון,dil
296,Sprache::N,לשון,lisan
297,Stimme::N,קול,ses
298,Wort::N,מלה,kelime
299,Zeichen::N,סימן,işaret
300,Ruf::N,קריאה,çağırma
301,Lärm::N,רעש,şamata
302,Lärm::N,רעש,gürültü
303,Laut::N,הגה,ses
304,Ton::N,צליל,ses
305,Lied::N,שיר,türkü
306,Ruhe::N,שלוה,sakinlik
307,Leute::N,אנשים,halk
308,Leute::N,אנשים,insanlar
309,Volk::N,עם,ulus
310,Volk::N,עם,millet
311,Arbeit::N,עבודה,iş
312,Arbeit::N,עבודה,çalışma
313,Gast::N,אורח,konuk
314,Gast::N,אורח,misafir
315,Geschenk::N,מתנה,hediye
316,Geschenk::N,מתנה,armağan
317,Spiel::N,משחק,oyun
318,Gesellschaft::N,חברה,çevre
319,Gesellschaft::N,חברה,arkadaşlık
320,Hilfe::N,עזרה,yardım
321,Freund::N,חבר,dost
322,Freund::N,חבר,arkadaş
323,Freund::N,ידיד,dost
324,Freund::N,ידיד,arkadaş
325,Kamerad::N,רע,arkadaş
326,Angelegenheit::N,ענין,iş
327,Angelegenheit::N,ענין,husus
328,Anzahl::N,מספר,sayı
329,Art::N,סוג,çeşit
330,Stück::N,חתיכה,tane
331,Stück::N,חתיכה,parça
332,Teil::N,פרק,kısım
333,Hälfte::N,חצי,yarı
334,Kreis::N,מעגל,daire
335,Kreuz::N,צלב,haç
336,Linie::N,קו,hat
337,Linie::N,קו,çizgi
338,Strich::N,קו קצר,çizgi
339,Abstand::N,מרחק,aralık
340,Entfernung::N,מרחק,mesafe
341,Entfernung::N,מרחק,uzaklık
342,Gegend::N,נוף,yöre
343,Platz::N,שטח,yer
344,Ort::N,אתר,yer
345,Ort::N,מקום,yer
346,Seite::N,צד,yan
347,Seite::N,צד,taraf
348,Mitte::N,אמצע,orta
349,Mitte::N,אמצע,merkez
350,Gegenstand::N,אוביקט,şey
351,Sache::N,דבר,iş
352,Sache::N,דבר,şey
353,Rand::N,פרור,kenar
354,Kante::N,קצה,kenar
355,Ecke::N,פנה,köşe
356,Spitze::N,קצה,uç
357,Spitze::N,קצה,baş
358,Ende::N,סוף,uç
359,Loch::N,חר,oyuk
360,Loch::N,חר,delik
361,Winkel::N,פנה,köşe
362,Muster::N,תבנית,örnek
363,Größe::N,גדל,büyüklük
364,Länge::N,ארך,uzunluk
365,Höhe::N,קומה,yükseklik
366,Höhe::N,גבה,yükseklik
367,Gewicht::N,משקל,ağırlık
368,Menge::N,כמות,miktar
369,Haufen::N,ערמה,küme
370,Haufen::N,ערמה,yığın
371,Reihe::N,רצף,sıra
372,Boot::N,סירה,kayık
373,Boot::N,סירה,sandal
374,Ruder::N,משוט,kürek
375,Schlitten::N,מזחלת,kızak
376,Ski::N,מגלשים,kayak
377,Lagerfeuer::N,מדורה,kamp ateşi
378,Last::N,משא,yük
379,Gang::N,הליכה,gidiş
380,Gang::N,הליכה,yürüyüş
381,Schritt::N,צעד,adım
382,Norden::N,צפון,kuzey
383,Süden::N,דרום,güney
384,Westen::N,מערב,batı
385,Osten::N,מזרח,doğu
386,Holz::N,עץ,ağaç
387,Holz::N,עץ,tahta
388,Brett::N,קרש,tahta
389,Platte::N,לוח,levha
390,Stütze::N,משען,dayak
391,Stütze::N,משען,destek
392,Stange::N,מוט,çubuk
393,Stock::N,מקל,sopa
394,Stock::N,מקל,değnek
395,Stab::N,מוט,sırık
396,Stab::N,מוט,baston
397,Rohr::N,צנור,boru
398,Haus::N,בית,ev
399,Heim::N,בית,ev
400,Heim::N,בית,yurt
401,Ofen::N,תנור,soba
402,Fußboden::N,רצפה,taban
403,Fußboden::N,רצפה,döşeme
404,Tisch::N,שלחן,masa
405,Stuhl::N,כסא,iskemle
406,Stuhl::N,כסא,sandalye
407,Wiege::N,ערש,beşik
408,Bett::N,מטה,yatak
409,Regal::N,מדף,raf
410,Kiste::N,תבה,sandık
411,Kiste::N,ארגז,sandık
412,Fenster::N,חלון,pencere
413,Tür::N,דלת,kapı
414,Tor::N,שער,kapı
415,Zaun::N,גדר,çit
416,Dach::N,גג,dam
417,Dach::N,גג,çatı
418,Leiter::N,סלם,merdiven
419,Besen::N,מטאטא,süpürge
420,Spaten::N,את,bel
421,Schaufel::N,את,kürek
422,Gabel::N,מזלג,çatal
423,Löffel::N,כף,kaşık
424,Messer::N,סכין,bıçak
425,Nagel::N,מסמר,çivi
426,Netz::N,רשת,ağ
427,Haken::N,וו,çengel
428,Haken::N,קרס,çengel
429,Griff::N,ידית,kulp
430,Griff::N,ידית,tutamak
431,Schloss::N,מנעול,kilit
432,Bild::N,תמונה,imaj
433,Bild::N,תמונה,resim
434,Figur::N,פסל,şekil
435,Figur::N,פסל,heykel
436,Puppe::N,בבה,kukla
437,Beutel::N,שק,kese
438,Beutel::N,שק,torba
439,Bündel::N,צרור,deste
440,Tasche::N,שקית,çanta
441,Eimer::N,דלי,kova
442,Deckel::N,מכסה,kapak
443,Geschirr::N,כלים,kap kacak
444,Sack::N,שק,torba
445,Tasse::N,ספל,fincan
446,Topf::N,סיר,tencere
447,Kessel::N,קנקן,kazan
448,Essen::N,אכל,yemek
449,Essen::N,ארוחה,yemek
450,Nahrung::N,הזנה,gıda
451,Nahrung::N,הזנה,besin
452,Nahrung::N,תזונה,gıda
453,Nahrung::N,תזונה,besin
454,Speise::N,מאכל,yemek
455,Speise::N,ארוחה,yemek
456,Fleisch::N,בשר,et
457,Getreide::N,דגן,tahıl
458,Getreide::N,דגן,hububat
459,Brei::N,מחית,ezme
460,Brot::N,לחם,ekmek
461,Scheibe::N,עגול,dilim
462,Scheibe::N,פרוסה,dilim
463,Fett::N,שמן,yağ
464,Butter::N,חמאה,tereyağı
465,Öl::N,שמן,yağ
466,Öl::N,שמן,akar yağ
467,Salz::N,מלח,tuz
468,Suppe::N,מרק,çorba
469,Honig::N,דבש,bal
470,Milch::N,חלב,süt
471,Tee::N,תה,çay
472,Leder::N,עור,deri
473,Leder::N,עור,meşin
474,Wolle::N,צמר,yün
475,Stoff::N,בד,kumaş
476,Stoff::N,אריג,kumaş
477,Nadel::N,מחט,iğne
478,Faden::N,חוט,tire
479,Faden::N,חוט,iplik
480,Knopf::N,כפתור,düğme
481,Knoten::N,קשר,düğüm
482,Farbe::N,צבע,boya
483,Kleidung::N,בגדים,giyim
484,Hemd::N,חלצה,gömlek
485,Kragen::N,צוארון,yaka
486,Ärmel::N,שרוול,yen
487,Ärmel::N,שרוול,elbise kolu
488,Hose::N,מכנסים,pantolon
489,Gürtel::N,חגורה,kuşak
490,Mütze::N,כובע,bere
491,Mütze::N,כובע,kasket
492,Schuh::N,נעל,kundura
493,Schuh::N,נעל,ayakkabı
494,Stiefel::N,מגף,çizme
495,Ring::N,טבעת,yüzük
496,Band::N,סרט,bağ
497,Band::N,סרט,şerit
498,Kamm::N,מסרק,tarak
499,Spiegel::N,מראה,ayna
500,Riemen::N,רצועה,kayış
501,Schnur::N,חבל,ip
502,Schnur::N,חבל,sicim
503,Leine::N,מושכות,kayış
504,Decke::N,שמיכה,örtü
505,Decke::N,שמיכה,yorgan
506,Kissen::N,כרית,yastık
507,Tuch::N,צעיף,bez
508,Handtuch::N,מגבת,havlu
509,Kraft::N,כוח,güç
510,Kraft::N,כוח,kuvvet
511,Stärke::N,און,kuvvet
512,Gesundheit::N,בריאות,sağlık
513,Krankheit::N,מחלה,hastalık
514,Schmerz::N,כאב,ağrı
515,Schmerz::N,כאב,sancı
516,Wunde::N,פציעה,yara
517,Fieber::N,חם,ateş
518,Arznei::N,תרופה,ilâç
519,Brücke::N,גשר,köprü
520,Brunnen::N,באר,kuyu
521,Brunnen::N,באר,çeşme
522,Weide::N,אחו,otlak
523,Weide::N,מרעה,otlak
524,Pfad::N,שביל,patika
525,Pfad::N,שביל,keçiyolu
526,Pfad::N,מדרכה,patika
527,Pfad::N,מדרכה,keçiyolu
528,Weg::N,דרך,yol
529,Straße::N,כביש,yol
530,Straße::N,כביש,cadde
531,Dorf::N,כפר,köy
532,Stadt::N,עיר,kent
533,Stadt::N,עיר,şehir
534,Brief::N,מכתב,mektup
535,Buch::N,ספר,kitap
536,Buchstabe::N,אות,harf
537,Zeitung::N,עתון,gazete
538,Leben::N,חיים,hayat
539,Tod::N,מות,ölüm
540,Grab::N,קבר,kabir
541,Kirche::N,כנסיה,kilise
542,Sünde::N,חטא,günah
543,Gott::N,אל,tanrı
544,Arbeiter::N,פועל,işçi
545,Chef::N,ראש,şef
546,Chef::N,ראש,müdür
547,Chef::N,מנהל,şef
548,Chef::N,מנהל,müdür
549,Meister::N,ממחה,usta
550,Arzt::N,רופא,hekim
551,Arzt::N,רופא,doktor
552,Lehrer::N,מורה,hoca
553,Lehrer::N,מורה,öğretmen
554,Geld::N,כסף,para
555,Geschäft::N,עסקה,ticaret
556,Laden::N,חנות,dükkân
557,Preis::N,מחיר,fiyat
558,Ware::N,סחורה,mal
559,Nutzen::N,תועלת,fayda
560,Reichtum::N,עשר,servet
561,Reichtum::N,עשר,zenginlik
562,Welt::N,עולם,dünya
563,Land::N,ארץ,ülke
564,Staat::N,מדינה,devlet
565,König::N,מלך,kral
566,Macht::N,כוח,kudret
567,Macht::N,כוח,iktidar
568,Grenze::N,גבול,had
569,Grenze::N,גבול,sınır
570,Krieg::N,מלחמה,savaş
571,Feind::N,אויב,düşman
572,Gewalt::N,אלימות,zor
573,Gewalt::N,אלימות,cebir
574,Kampf::N,קרב,savaş
575,Kampf::N,לחימה,savaş
576,Bogen[Waffe]::N,קשת,yay
577,Pfeil::N,חץ,ok
578,Gewehr::N,רובה,tüfek
579,Fehler::N,טעות,hata
580,Fehler::N,טעות,yanlış
581,Lüge::N,שקר,yalan
582,Schaden::N,נזק,zarar
583,Unglück::N,מזל רע,felâket
584,Unglück::N,מזל רע,talihsizlik
585,Schuld::N,אשמה,suç
586,Schuld::N,אשמה,kabahat
587,Alter::N,גיל,yaş
588,Schluss::N,סיום,son
589,Zeit::N,זמן,zaman
590,Tag::N,יום,gün
591,Morgen::N,בקר,sabah
592,Mittag::N,צהרים,öğle
593,Abend::N,ערב,akşam
594,Nacht::N,לילה,gece
595,Woche::N,שבוע,hafta
596,Monat::N,חדש,ay
597,Jahr::N,שנה,yıl
598,Jahr::N,שנה,sene
599,Frühling::N,אביב,ilkbahar
600,Sommer::N,קיץ,yaz
601,Herbst::N,סתו,güz
602,Herbst::N,סתו,sonbahar
603,Winter::N,חרף,kış
604,Januar::N,ינואר,ocak
605,Februar::N,פברואר,şubat
606,März::N,מרץ,mart
607,April::N,אפריל,nisan
608,Mai::N,מאי,mayıs
609,Juni::N,יוני,haziran
610,Juli::N,יולי,temmuz
611,August::N,אוגוסט,ağustos
612,September::N,ספטמבר,eylül
613,Oktober::N,אוקטובר,ekim
614,November::N,נובמבר,kasım
615,Dezember::N,דצמבר,aralık
616,Montag::N,יום שני,pazartesi
617,Dienstag::N,יום שלישי,salı
618,Mittwoch::N,יום רביעי,çarşamba
619,Donnerstag::N,יום חמישי,perşembe
620,Freitag::N,יום ששי,cuma
621,Samstag::N,יום שבת,cumartesi
622,Sonntag::N,יום ראשון,pazar
623,groß::A,גדול,büyük
624,klein::A,קטן,ufak
625,klein::A,קטן,küçük
626,lang::A,ארך,uzun
627,kurz::A,קצר,kısa
628,breit::A,רחב,enli
629,breit::A,רחב,geniş
630,schmal::A,צר,dar
631,dicht::A,צפוף,sık
632,dicht::A,צפוף,yoğun
633,dick[Gegenstand]::A,עבה,kalın
634,dick[Gegenstand]::A,עבה,iri
635,dünn::A,דק,ince
636,fein::A,מעדן,ince
637,fein::A,מעדן,narin
638,fest::A,מוצק,sabit
639,fest::A,מוצק,sağlam
640,flach::A,שטוח,düz
641,flach::A,שטוח,yassı
642,glatt::A,חלק,düz
643,hart::A,קשיח,katı
644,weich::A,רך,yumuşak
645,rund::A,עגל,yuvarlak
646,spitz::A,חד,sivri
647,scharf::A,חד,keskin
648,stumpf::A,קהה,kör
649,schwer::A,כבד,ağır
650,schön::A,יפה,güzel
651,heiß::A,חם,kızgın
652,warm::A,חם,sıcak
653,kalt::A,קר,soğuk
654,kühl::A,צונן,serin
655,frisch::A,טרי,taze
656,feucht::A,לח,nemli
657,feucht::A,לח,rutubetli
658,nass::A,רטוב,yaş
659,nass::A,רטוב,ıslak
660,trocken::A,יבש,kuru
661,voll::A,מלא,dolu
662,voll::A,מלא,dolmuş
663,leer::A,ריק,boş
664,offen::A,פתוח,açık
665,geschlossen::A,סגור,kapalı
666,sauber::A,נקי,pak
667,sauber::A,נקי,temiz
668,schmutzig::A,מלכלך,pis
669,schmutzig::A,מלכלך,kirli
670,roh::A,חי,çiğ
671,reif::A,בשל,olgun
672,lecker::A,טעים,lezzetli
673,süß::A,מתוק,tatlı
674,süß::A,מתוק,şekerli
675,bitter::A,מר,acı
676,sauer::A,חמוץ,ekşi
677,hell::A,בהיר,aydınlık
678,dunkel::A,עמום,karanlık
679,schwarz::A,שחר,kara
680,schwarz::A,שחר,siyah
681,weiß::A,לבן,ak
682,weiß::A,לבן,beyaz
683,rot::A,אדם,kırmızı
684,gelb::A,צהב,sarı
685,blau::A,כחל,mavi
686,grün::A,ירק,yeşil
687,grau::A,אפר,boz
688,bunt::A,צבעוני,renkli
689,billig::A,זול,ucuz
690,teuer::A,יקר,pahalı
691,wertvoll::A,יקר ערך,değerli
692,blind::A,עור,kör
693,taub::A,חרש,sağır
694,kräftig::A,חסן,dinç
695,kräftig::A,חסן,kuvvetli
696,stark::A,חזק,güçlü
697,stark::A,חזק,kuvvetli
698,schwach::A,חלש,zayıf
699,schwach::A,חלש,güçsüz
700,fett::A,שמן,şişman
701,schlank::A,רזה,narin
702,hübsch::A,יפה תאר,güzel
703,hübsch::A,יפה תאר,sevimli
704,böse::A,רשע,kötü
705,dumm::A,טפש,aptal
706,faul::A,עצלן,tembel
707,fleißig::A,חרוץ,çalışkan
708,geizig::A,קמצן,cimri
709,klug::A,נבון,zekî
710,klug::A,נבון,akıllı
711,klug::A,פקח,zekî
712,klug::A,פקח,akıllı
713,geschickt::A,מימן,becerikli
714,lieb::A,יקר,sevimli
715,lieb::A,אהוב,sevimli
716,lustig::A,עליז,neşeli
717,sanft::A,עדין,nazik
718,hungrig::A,רעב,aç
719,krank::A,חולה,hasta
720,krank::A,חולה,rahatsız
721,nackt::A,ערום,çıplak
722,traurig::A,עצוב,kederli
723,traurig::A,עצוב,üzüntülü
724,lebendig::A,חי,canlı
725,gut::A,טוב,iyi
726,schlecht::A,גרוע,kötü
727,richtig::A,נכון,doğru
728,schlimm::A,רע,kötü
729,wahr::A,אמתי,doğru
730,wahr::A,אמתי,gerçek
731,alt::A,ישן,eski
732,neu::A,חדש,yeni
733,ehemalig::A,לשעבר,önceki
734,alt[Lebewesen]::A,זקן,yaşlı
735,jung::A,צעיר,genç
736,arm::A,עני,fakir
737,reich::A,עשיר,zengin
738,bekannt::A,ידוע,bilinen
739,berühmt::A,מפרסם,ünlü
740,berühmt::A,מפרסם,meşhur
741,fremd::A,זר,yabancı
742,verschieden::A,שונה,ayrı
743,verschieden::A,שונה,farklı
744,nah::A,קרוב,yakın
745,nah::A,קרוב,bitişik
746,fern::A,רחוק,uzak
747,linker::A,שמאלי,sol
748,rechter::A,ימין,sağ
749,anderer::A,אחר,diğer
750,erster::A,ראשון,ilk
751,erster::A,ראשון,birinci
752,zweiter::A,שני,ikinci
753,dritter::A,שלישי,üçüncü
754,letzter::A,אחרון,son
755,letzter::A,אחרון,sonuncu
756,allein::ADV,לבד,yalnız
757,allein::ADV,לבד,tek başına
758,auf einmal::ADV,בו-זמנית,birden
759,zusammen::ADV,ביחד,beraber
760,zusammen::ADV,ביחד,birlikte
761,lange::ADV,הרבה זמן,çok
762,lange::ADV,הרבה זמן,uzun
763,plötzlich::ADV,לפתע,ansızın
764,plötzlich::ADV,לפתע,birdenbire
765,plötzlich::ADV,פתאום,ansızın
766,plötzlich::ADV,פתאום,birdenbire
767,sofort::ADV,מיד,hemen
768,sofort::ADV,מיד,derhal
769,später::ADV,לאחר זמן,daha sonra
770,später::ADV,יותר מאחר,daha sonra
771,jetzt::ADV,עכשיו,şimdi
772,heute::ADV,היום,bugün
773,morgen::ADV,מחר,yarın
774,bald::ADV,בקרוב,yakında
775,dann::ADV,אחר-כך,sonra
776,gestern::ADV,אתמול,dün
777,einst::ADV,לפנים,eskiden
778,damals::ADV,אז,o zamanlar
779,danach::ADV,אחר-כך,sonradan
780,danach::ADV,אחר-כך,ondan sonra
781,vorher::ADV,לפני זה,önce
782,vorher::ADV,לפני זה,önceden
783,zuerst::ADV,קדם,ilk önce
784,einmal::ADV,פעם,bir defa
785,manchmal::ADV,לפעמים,bazan
786,oft::ADV,לעתים קרובות,sık sık
787,oft::ADV,לעתים קרובות,çok defa
788,immer::ADV,תמיד,daima
789,immer::ADV,תמיד,her zaman
790,niemals::ADV,אף פעם,asla değil
791,niemals::ADV,אף פעם,hiçbir zaman
792,hier::ADV,כאן,burada
793,hierhin::ADV,פה,buraya
794,von hier::ADV,מפה,buradan
795,dort::ADV,שם,orada
796,dort::ADV,שם,şurada
797,dorthin::ADV,שם,oraya
798,dorthin::ADV,שם,şuraya
799,geradeaus::ADV,ישר,doğru
800,vorwärts::ADV,קדימה,ileri
801,rückwärts::ADV,לאחור,geri
802,zurück::ADV,בחזרה,geriye
803,zurück::ADV,אחורנית,geriye
804,unten::ADV,למטה,aşağıda
805,hinab::ADV,למטה,aşağıya
806,oben::ADV,מעל,yukarıda
807,oben::ADV,למעלה,yukarıda
808,hinauf::ADV,למעלה,yukarı
