,Concept_ID,os,ca
64,Schlaf::N,хуыссӕг,son
65,Traum::N,фын,somni
66,Himmel::N,арв,celm
67,Himmel::N,уӕларв,celm
68,Sonne::N,хур,sol
69,Mond::N,мӕй,lluna
70,Stern::N,стъалы,estel
71,Stern::N,стъалы,estrella
72,Luft::N,уӕлдӕф,aire
73,Wind::N,дымгӕ,vent
74,Welle::N,уылӕн,ona
75,Wasser::N,дон,āigua
76,Stein::N,дур,pedra
77,Boden::N,зӕхх,sòl
78,Erde::N,сыджыт,terra
79,Staub::N,рыг,pols
80,Rauch::N,фӕздӕг,fum
81,Funke::N,цӕхӕр,guspira
82,Funke::N,цӕхӕр,centella
83,Feuer::N,зынг,foc
84,Licht::N,рухс,llum
85,Schatten::N,аууон,ombra
86,Wetter::N,боныхъӕд,temps
87,Nebel::N,мигъ,boira
88,Wolke::N,ӕврагъ,núvol
89,Regen::N,уарын,pluja
90,Schnee::N,мит,neu
91,Eis::N,их,gel
92,Eis::N,их,glaç
93,Frost::N,ихæн,glaçada
94,Kälte::N,уазал,fred
95,Hitze::N,ӕнтӕф,calor
96,Raureif::N,халас,gebre
97,Regenbogen::N,арвырон,arc iris
98,Regenbogen::N,арвырдын,arc iris
99,Donner::N,æрвнæрын,tro
100,Strömung::N,цыд,corrent
101,Tropfen::N,æртах,gota
102,Schaum::N,фынк,escuma
103,Schmutz::N,цъыф,brutícia
104,See::N,цад,llac
105,Sumpf::N,цъыфдзаст,pantà
106,Moor::N,цъыфдзаст,pantà
107,Wiese::N,уыгӕрдӕн,prat
108,Wiese::N,уыгӕрдӕн,prada
109,Wald::N,хъӕд,bosc
110,Hügel::N,обау,puig
111,Hügel::N,обау,pujol
112,Hügel::N,къуыбыр,puig
113,Hügel::N,къуыбыр,pujol
114,Anhöhe::N,уæлвæз,turó
115,Anhöhe::N,уæлхох,turó
116,Berg::N,хох,muntanya
117,Gipfel::N,цъупп,cim
118,Höhle::N,лӕгӕт,cova
119,Abhang::N,къул,coster
120,Quelle::N,суадон,font
121,Bach::N,мӕсчъыдон,riera
122,Fluss::N,дон,riu
123,Fluss::N,цӕугӕдон,riu
124,Ufer::N,был,riba
125,Küste::N,донбыл,costa
126,Festland::N,сурзæхх,terra ferma
127,Meer::N,денджыз,mar
128,Bucht::N,донбакæлæн,cala
129,Bucht::N,донбакæлæн,badia
130,Insel::N,сакъадах,illa
131,Blume::N,дидинӕг,flor
132,Gras::N,кӕрдӕг,herba
133,Wurzel::N,уидаг,rel
134,Wurzel::N,уидаг,arrel
135,Baum::N,бӕлас,arbre
136,Stamm::N,хӕтӕл,tronc
137,Rinde::N,цъар,escorça
138,Ast::N,арх,branca
139,Zweig::N,къалиу,ram
140,Blatt::N,сыф,fulla
141,Birke::N,бæрз,bedoll
142,Kiefer[Baum]::N,нӕзы,pi
143,Weide[Baum]::N,хӕрис,salze
144,Tanne::N,наз,avet
145,Horn::N,сыкъа,corn
146,Horn::N,сыкъа,banya
147,Feder::N,сис,ploma
148,Fell::N,царм,pell
149,Flügel::N,базыр,ala
150,Klaue::N,ных,urpa
151,Kralle::N,дзӕмбы,grapa
152,Schwanz::N,къӕдзил,cua
153,Ei::N,айк,ou
154,Nest::N,ахстон,niu
155,Bau::N,хуынкъ,cau
156,Tier::N,сырд,animāl
157,Tier::N,цӕрӕгой,animāl
158,Herde::N,дзуг,ramat
159,Herde::N,рӕгъау,ramat
160,Kuh::N,хъуг,vaca
161,Bulle::N,гал,toro
162,Pferd::N,бӕх,cavāll
163,Schaf::N,фыс,be
164,Schaf::N,фыс,ovella
165,Schwein::N,хуы,bacó
166,Hund::N,куыдз,ca
167,Hund::N,куыдз,gos
168,Katze::N,гӕды,gat
169,Bär::N,арс,ós
170,Eichhörnchen::N,æхсæрæг,esquirol
171,Elch::N,цæгатаг саг,ant
172,Fuchs::N,рувас,guilla
173,Hase::N,тæрхъус,llebre
174,Maus::N,мыст,ratolí
175,Wolf::N,бирӕгъ,llop
176,Vogel::N,цъиу,au
177,Vogel::N,цъиу,ocēll
178,Vogel::N,маргъ,au
179,Vogel::N,маргъ,ocēll
180,Schwarm::N,бал,bandada
181,Huhn::N,карк,gallina
182,Hahn::N,уасӕг,gall
183,Gans::N,хъаз,oca
184,Adler::N,цӕргӕс,àguila
185,Ente::N,ацц,ànec
186,Eule::N, уыг,òliba
187,Eule::N, уыг,mussol
188,Eule::N,сидахъ,òliba
189,Eule::N,сидахъ,mussol
190,Kranich::N,зырнæг,grua
191,Kranich::N,хърихъупп,grua
192,Krähe::N,халон,cornella
193,Kuckuck::N,гаккук,cucut
194,Schwan::N,доныхъаз,cigne
195,Fisch::N,кӕсаг,peix
196,Barsch::N,окунь,perca
197,Hecht::N,хихор кӕсаг,lluç
198,Schlange[Tier]::N,калм,serp
199,Wurm::N,зулкъ,cuc
200,Wurm::N,къуыдыргалм,cuc
201,Spinne::N,хӕлуарӕг,aranya
202,Ameise::N,мæлдзыг,formiga
203,Laus::N,сыст,poll
204,Mücke::N,къогъо,mosquit
205,Fliege::N,бындз,mosca
206,Schmetterling::N,гæлæбу,papallona
207,Beere::N,гагадыргъ,baia
208,Apfel::N,фӕткъуы,poma
209,Pilz::N,зокъо,bolet
210,Pilz::N,къозо,bolet
211,Zwiebel::N,хъӕдындз,ceba
212,Saat::N,тауинаг,sembra
213,Saat::N,мыггаг,sembra
214,Korn::N,мыггаг,gra
215,Korn::N,тауинаг,gra
216,Heu::N,хос,fenc
217,Schale::N,цъар,closca
218,Grube::N,урм,sot
219,Grube::N,урм,clot
220,Grube::N,къахт,sot
221,Grube::N,къахт,clot
222,Grube::N,дзыхъхъ,sot
223,Grube::N,дзыхъхъ,clot
224,Falle::N,цъысым,trampa
225,Falle::N,къӕппӕг,trampa
226,Schlinge::N,цасм,baga
227,Spur::N,фæд,traça
228,Asche::N,фӕнык,cendra
229,Asche::N,ӕртхутӕг,cendra
230,Dreck::N,цъыф,llot
231,Eisen::N,ӕфсӕйнаг,ferro
232,Gold::N,сыгъзӕрин,or
233,Silber::N,ӕвзист,plata
234,Kohle::N,ӕвзалы,carbó
235,Glas::N,авг,vidre
236,Lehm::N,ӕлыг,fang
237,Lehm::N,ӕлыг,argila
238,Sand::N,змис,arena
239,Mensch::N,лӕг,humà
240,Mensch::N,лӕг,persona
241,Mensch::N,адӕймаг,humà
242,Mensch::N,адӕймаг,persona
243,Mensch::N,удгоймаг,humà
244,Mensch::N,удгоймаг,persona
245,Mann::N,лӕг,home
246,Mann::N,нӕлгоймаг,home
247,Frau::N,сылгоймаг,dona
248,Kind::N,сывӕллон,nen
249,Junge::N,лӕппу,noi
250,Mädchen::N,чызг,noia
251,Familie::N,бинонтæ,família
252,Großvater::N,фыдыфыд,avi
253,Großvater::N,мадыфыд,avi
254,Großmutter::N,фыды мад,àvia
255,Großmutter::N,мады мад,àvia
256,Eltern::N,ныййарджытæ,pares
257,Vater::N,фыд,pare
258,Mutter::N,мад,mare
259,Sohn::N,фырт,fill
260,Tochter::N,чызг,filla
261,Bruder::N,ӕфсымӕр,germà
262,Schwester::N,хо,germana
263,Onkel::N,фыдыфсымӕр,oncle
264,Tante::N,мадыхо,tia
265,Ehemann::N,мой,espòs
266,Ehefrau::N,ус,muller
267,Freude::N,цин,goig
268,Freude::N,цин,alegria
269,Freude::N,циндзинад,goig
270,Freude::N,циндзинад,alegria
271,Gelächter::N,худын,riallada
272,Gelächter::N,худт,riallada
273,Gelächter::N,худæг,riallada
274,Glück::N,амонд,felicitat
275,Kummer::N,хъыг,pena
276,Wunsch::N,бӕллиц,desig
277,Lust::N,монц,ganes
278,Geist::N,уд,ment
279,Geist::N,уд,esperit
280,Gedanke::N,хъуыды,pensament
281,Gedächtnis::N,мысæн,memòria
282,Gedächtnis::N,мысын,memòria
283,Gedächtnis::N,зæрдылдарын,memòria
284,Verstand::N,зонд,raó
285,Verstand::N,зонд,seny
286,Sinn::N,нысаниуæг,solta
287,Sinn::N,нысаниуæг,sentit
288,Grund::N,ӕфсон,raó
289,Grund::N,ӕфсон,causa
290,Wahrheit::N,æцæг,veritāt
291,Gespräch::N,ныхас,conversa
292,Märchen::N,аргъау,conte
293,Erzählung::N,радзырд,narració
294,Nachricht::N,уац,missatge
295,Neuigkeit::N,хабар,novetat
296,Name::N,ном,nom
297,Rätsel::N,уыци-уыци,endevinalla
298,Rätsel::N,базон-базон,endevinalla
299,Rede::N,раныхас,discurs
300,Sprache::N,ӕвзаг,llēngua
301,Stimme::N,хъӕлӕс,veu
302,Wort::N,дзырд,mot
303,Wort::N,дзырд,paraula
304,Zeichen::N,нысан,signe
305,Zeichen::N,нысан,senyal
306,Ruf::N,сидт,crida
307,Lärm::N,уынæр,sorōll
308,Laut::N,зӕл,so
309,Laut::N,мыр,so
310,Ton::N,мыр,to
311,Lied::N,зарӕг,cançó
312,Ruhe::N,æнцой,calma
313,Ruhe::N,æнцой,silenci
314,Leute::N,адӕм,gent
315,Volk::N,адӕм,poble
316,Arbeit::N,фӕллой,labor
317,Arbeit::N,фӕллой,treball
318,Gast::N,уазӕг,hoste
319,Geschenk::N,хуын,regal
320,Geschenk::N,хуын,obsequi
321,Spiel::N,хъазт,joc
322,Gesellschaft::N,дзыллæ,companyia
323,Gesellschaft::N,æхсæнад,companyia
324,Hilfe::N,æххуыс,ajut
325,Hilfe::N,ахъаз,ajut
326,Freund::N,лымӕн,amīc
327,Kamerad::N,ӕмбал,company
328,Kamerad::N,ӕмбал,camarada
329,Angelegenheit::N,хъуыддаг,afer
330,Angelegenheit::N,хъуыддаг,assumpte
331,Anzahl::N,бӕрц,nombre
332,Anzahl::N,бӕрц,quantitat
333,Art::N,хуыз,tipus
334,Art::N,хуыз,classe
335,Art::N,хуызад,tipus
336,Art::N,хуызад,classe
337,Stück::N,кæрдих,peça
338,Stück::N,комдзаг,peça
339,Teil::N,хай,part
340,Hälfte::N,æрдæг,meitat
341,Hälfte::N,æмбис,meitat
342,Kreis::N,зиллакк,cercle
343,Kreuz::N,дзуар,creu
344,Linie::N,хахх,línia
345,Strich::N,хахх,traç
346,Strich::N,хахх,ratlla
347,Abstand::N,æхсæнуат,distància
348,Entfernung::N,дæрддзæг,distància
349,Entfernung::N,дардцæг,distància
350,Gegend::N,ран,regió
351,Gegend::N,ран,contrada
352,Platz::N,бууат,cabuda
353,Ort::N,ран,lloc
354,Ort::N,бынат,lloc
355,Seite::N,фахс,banda
356,Seite::N,фахс,costāt
357,Mitte::N,астӕу,mig
358,Mitte::N,астӕу,centre
359,Gegenstand::N,дзаума,objecte
360,Sache::N,дзаума,cosa
361,Rand::N,кӕрон,vora
362,Rand::N,кӕрон,marge
363,Kante::N,фӕрск,caire
364,Kante::N,фӕрск,cantell
365,Ecke::N,тигъ,cantonada
366,Ecke::N,фисын,cantonada
367,Spitze::N,бырынкъ,punta
368,Ende::N,кӕрон,cap
369,Loch::N,хуынкъ,forāt
370,Winkel::N,къуым,racó
371,Muster::N,нывæфтыд,dibuix
372,Muster::N,нывæфтыд,disseny
373,Muster::N,кæдзист,dibuix
374,Muster::N,кæдзист,disseny
375,Größe::N,ас,grandària
376,Länge::N,дӕргъ,longitud
377,Höhe::N,бæрзонд,altura
378,Höhe::N,бæрзонд,altitud
379,Höhe::N,бæрзæнд,altura
380,Höhe::N,бæрзæнд,altitud
381,Höhe::N,бæрзонддзинад,altura
382,Höhe::N,бæрзонддзинад,altitud
383,Gewicht::N,уӕз,pes
384,Menge::N,бӕрц,quantitat
385,Haufen::N,кӕри,pila
386,Reihe::N,рӕнхъ,fila
387,Boot::N,чема,bot
388,Boot::N,чема,barca
389,Ruder::N,къохар,rem
390,Schlitten::N,дзоныгъ,trineu
391,Ski::N,къахдзоныгътæ,esquí
392,Ski::N,лыжæтæ,esquí
393,Lagerfeuer::N,арт,foc de campament
394,Last::N,уаргъ,càrrega
395,Gang::N,цыд,marxa
396,Schritt::N,санчъех,pas
397,Schritt::N,къахдзӕф,pas
398,Norden::N,цæгат,nord
399,Süden::N,хуссар,sud
400,Westen::N,ныгуылæн,oest
401,Westen::N,ныгуылæн,occident
402,Osten::N,скæсæн,est
403,Osten::N,скæсæн,orient
404,Holz::N,хъӕдӕрмӕг,fusta
405,Brett::N,фæйнæг,taula
406,Platte::N,къӕй,placa
407,Stütze::N,быцæу,suport
408,Stange::N,хъил,vara
409,Stock::N,лӕдзӕг,pal
410,Stab::N,хъил,bastó
411,Rohr::N,хӕтӕл,tub
412,Haus::N,хӕдзар,casa
413,Heim::N,къона,llar
414,Ofen::N,пец,estufa
415,Fußboden::N,астӕрд,terra
416,Tisch::N,стъол,taula
417,Stuhl::N,бандон,cadira
418,Wiege::N,авдæн,bressol
419,Bett::N,сынтӕг,llit
420,Regal::N,тӕрхӕг,prestatgeria
421,Regal::N,уӕлвӕйнӕг,prestatgeria
422,Kiste::N,асыкк,caixa
423,Fenster::N,рудзынг,finestra
424,Fenster::N,фæрссаг,finestra
425,Tür::N,дуар,porta
426,Tor::N,кулдуар,portal
427,Zaun::N,æмбонд,tanca
428,Zaun::N,быру,tanca
429,Zaun::N,гæрæн,tanca
430,Dach::N,уӕлхӕдзар,teulada
431,Leiter::N,асин,escala
432,Leiter::N,асин,escala de mà
433,Besen::N,уисой,escombra
434,Spaten::N,бел,pala
435,Schaufel::N,æвгæнæн,pala
436,Schaufel::N,кæфой,pala
437,Gabel::N,вилкæ,forquilla
438,Löffel::N,уидыг,cullera
439,Messer::N,кард,coltell
440,Nagel::N,зӕгӕл,clau
441,Netz::N,хыз,filat
442,Haken::N,хæдз,ganxo
443,Haken::N,хæбырæгъ,ganxo
444,Griff::N,фистон,puny
445,Griff::N,фистон,mànec
446,Schloss::N,гуыдыр,pany
447,Bild::N,ныв,imatge
448,Figur::N,кæрдгæныв,figura
449,Puppe::N,чындз,nina
450,Beutel::N,дзӕкъул,bossa
451,Bündel::N,баст,feix
452,Bündel::N,баст,paquet
453,Tasche::N,хызын,bossa
454,Tasche::N,дзæкъул,bossa
455,Eimer::N,къæрта,galleda
456,Eimer::N,чъыбыла,galleda
457,Eimer::N,ведра,galleda
458,Deckel::N,сæр,tapa
459,Deckel::N,сæр,tapadora
460,Deckel::N,æмбæрзæн,tapa
461,Deckel::N,æмбæрзæн,tapadora
462,Geschirr::N,мигæнæн,vaixella
463,Geschirr::N,мигæнæнтæ,vaixella
464,Sack::N,голлаг,sac
465,Sack::N,голлаг,saca
466,Tasse::N,пиала,tassa
467,Tasse::N,къус,tassa
468,Topf::N,аг,pot
469,Topf::N,аг,olla
470,Topf::N,чысыл аг,pot
471,Topf::N,чысыл аг,olla
472,Kessel::N,аг,caldera
473,Essen::N,хӕрд,àpat
474,Essen::N,хӕрд,menjada
475,Nahrung::N,хойраг,aliment
476,Speise::N,хӕринаг,plat
477,Fleisch::N,дзидза,carn
478,Fleisch::N,фыдызгъӕл,carn
479,Getreide::N,халсар,cereals
480,Brei::N,кас,puré
481,Brot::N,дзул,pa
482,Scheibe::N,къӕбӕр,tall
483,Scheibe::N,къӕбӕр,llesca
484,Fett::N,сой,greix
485,Butter::N,нӕлхӕ,mantega
486,Öl::N,зети,oli
487,Salz::N,цӕхх,sal
488,Suppe::N,бас,sopa
489,Honig::N,мыд,mel
490,Milch::N,ӕхсыр,llet
491,Tee::N,цай,te
492,Leder::N,мæскуы,cuir
493,Wolle::N,фӕсмын,llana
494,Stoff::N,хъуымац,tela
495,Nadel::N,судзин,agulla
496,Faden::N,ӕндах,fil
497,Knopf::N,цӕппӕр,botó
498,Knoten::N,ӕлхынцъ,nus
499,Farbe::N,ахорæн,pintura
500,Kleidung::N,дарӕс,roba
501,Kleidung::N,дарӕс,vestits
502,Hemd::N,хӕдон,camisa
503,Kragen::N,æфцæггот,coll
504,Ärmel::N,дыс,màniga
505,Hose::N,хæлаф,pantalōns
506,Hose::N,æддаг хæлаф,pantalōns
507,Hose::N,салбар,pantalōns
508,Gürtel::N,рон,cinturó
509,Mütze::N,худ,gorra
510,Schuh::N,басмахъ,sabata
511,Stiefel::N,цырыхъхъ,bota
512,Ring::N,къухдарӕн,anell
513,Band::N,лент,veta
514,Band::N,лент,cinta
515,Kamm::N,сӕрвасӕн,pinta
516,Spiegel::N,айдæн,mirāll
517,Spiegel::N,кæсæн,mirāll
518,Riemen::N,гӕрз,corretja
519,Schnur::N,бӕндӕн,corda
520,Decke::N,хъӕццул,manta
521,Decke::N,хъӕццул,flassada
522,Kissen::N,баз,coixí
523,Tuch::N,кæлмæрзæн,mocador
524,Tuch::N,кæрдæн,mocador
525,Handtuch::N,хисæрфæн,tovallola
526,Kraft::N,тых,força
527,Kraft::N,хъомыс,força
528,Stärke::N,тых,vigor
529,Stärke::N,æхсар,vigor
530,Gesundheit::N,æнæниздзинад,salut
531,Krankheit::N,низ,malaltia
532,Krankheit::N,рын,malaltia
533,Schmerz::N,рис,dolor
534,Wunde::N,цӕф,ferida
535,Fieber::N,ризӕг,febre
536,Fieber::N,тӕфсӕг,febre
537,Arznei::N,хос,medicament
538,Brücke::N,хид,pont
539,Brunnen::N,цъай,pou
540,Weide::N,хизæн,pastura
541,Weide::N,хизæнуат,pastura
542,Weide::N,сæрвæт,pastura
543,Pfad::N,къахвæндаг,senda
544,Pfad::N,къахвæндаг,sender
545,Pfad::N,къахвæд,senda
546,Pfad::N,къахвæд,sender
547,Weg::N,фӕндаг,camí
548,Straße::N,фӕндаг,carretera
549,Dorf::N,хъӕу,poble
550,Stadt::N,сахар,ciutāt
551,Brief::N,фыстӕг,carta
552,Buch::N,чиныг,llibre
553,Buchstabe::N,дамгъӕ,lletra
554,Zeitung::N,газет,diāri
555,Leben::N,цард,vida
556,Leben::N,цӕрӕнбон,vida
557,Tod::N,мæлæт,mort
558,Tod::N,адзал,mort
559,Grab::N,ингӕн,tomba
560,Kirche::N,аргъуан,església
561,Sünde::N,тæригъæд,pecat
562,Gott::N,хуыцау,déu
563,Arbeiter::N,кусæг,obrer
564,Chef::N,ӕмцег,cap
565,Meister::N,мастер,mestre
566,Meister::N,дæсны,mestre
567,Arzt::N,хосгæнæг,metge
568,Arzt::N,дохтыр,metge
569,Lehrer::N,ахуыргæнæг,mestre
570,Geld::N,ӕхца,dinērs
571,Geschäft::N,бизнес,negoci
572,Geschäft::N,хъуыддаг,negoci
573,Laden::N,дукани,tenda
574,Laden::N,дукани,botiga
575,Preis::N,аргъ,preu
576,Ware::N,базайраг,mercaderia
577,Nutzen::N,пайда,profit
578,Reichtum::N,хъæздыгдзинад,riquesa
579,Reichtum::N,исбон,riquesa
580,Reichtum::N,мулк,riquesa
581,Welt::N,дуне,món
582,Land::N,бӕстӕ,país
583,Staat::N,паддзахад,estat
584,König::N,къарол,rei
585,Macht::N,хицаудзинад,poder
586,Macht::N,хицаудзинад,potència
587,Grenze::N,арӕн,frontera
588,Krieg::N,хӕст,guerra
589,Feind::N,знаг,enemic
590,Feind::N,фыдгул,enemic
591,Feind::N,фыдзæрдæ,enemic
592,Feind::N,сон,enemic
593,Gewalt::N,тыхми,violència
594,Gewalt::N,тыхдзинад,violència
595,Kampf::N,хæст,lluita
596,Kampf::N,хъæбысæйхæст,lluita
597,Kampf::N,тох,lluita
598,Bogen[Waffe]::N,ӕрдын,arc
599,Pfeil::N,фат,fletxa
600,Gewehr::N,топп,fusell
601,Gewehr::N,топп,escopeta
602,Fehler::N,рӕдыд,falta
603,Lüge::N,мӕнг,mentida
604,Lüge::N,гӕдыдзинад,mentida
605,Schaden::N,зиан,dany
606,Unglück::N,бæллæх,desgràcia
607,Schuld::N,азым,culpa
608,Alter::N,кар,edat
609,Schluss::N,кæрон,fi
610,Schluss::N,кæрон,final
611,Zeit::N,рӕстӕг,temps
612,Tag::N,бон,dia
613,Morgen::N,райсом,matí
614,Mittag::N,æмбисбон,migdia
615,Abend::N,изӕр,vespre
616,Nacht::N,ӕхсӕв,nit
617,Woche::N,къуыри,setmana
618,Monat::N,мӕй,mes
619,Jahr::N,аз,any
620,Jahr::N,афӕдз,any
621,Frühling::N,уалдзæг,primavera
622,Sommer::N,сӕрд,estīu
623,Herbst::N,фæззæг,tardor
624,Winter::N,зымӕг,hivērn
625,Januar::N,январь,gener
626,Februar::N,февраль,febrer
627,März::N,мартъи,març
628,April::N,апрель,abril
629,Mai::N,май,maig
630,Juni::N,июнь,juny
631,Juli::N,июль,juliol
632,August::N,август,agost
633,September::N,сентябрь,setembre
634,Oktober::N,октябрь,octubre
635,November::N,ноябрь,novembre
636,Dezember::N,декабрь,desembre
637,Montag::N,къуырисæр,dilluns
638,Dienstag::N,дыццæг,dimarts
639,Mittwoch::N,æртыццæг,dimecres
640,Donnerstag::N,цыппæрæм,dijous
641,Freitag::N,майрæмбон,divendres
642,Samstag::N,сабат,dissabte
643,Sonntag::N,хуыцаубон,diumenge
644,groß::A,дынджыр,gros
645,klein::A,гыццыл,petīt
646,lang::A,даргъ,llarg
647,kurz::A,цыбыр,curt
648,breit::A,фӕтӕн,ample
649,schmal::A,нарӕг,estret
650,schmal::A,уынгӕг,estret
651,dicht::A,бæзджын,dens
652,dicht::A,тар,dens
653,dick[Gegenstand]::A,сӕвджын,gruixūt
654,dünn::A,тæнæг,prim
655,fein::A,лыстӕг,fi
656,fest::A,фидар,ferm
657,fest::A,фидар,sòlid
658,fest::A,хъӕддых,ferm
659,fest::A,хъӕддых,sòlid
660,flach::A,тъӕпӕн,pla
661,glatt::A,лӕгъз,llis
662,hart::A,хъӕбӕр,dur
663,weich::A,фӕлмӕн,tou
664,rund::A,тымбыл,rodó
665,spitz::A,цыргъбырынкъ,punxegut
666,spitz::A,цыргъфындз,punxegut
667,scharf::A,цыргъ,agut
668,stumpf::A,къуымых,rom
669,stumpf::A,къуымых,esmussat
670,schwer::A,уӕззау,pesāt
671,schön::A,аив,bonīc
672,schön::A,рӕсугъд,bonīc
673,heiß::A,тӕвд,calēnt
674,warm::A,хъарм,càlid
675,kalt::A,уазал,fred
676,kühl::A,сатæг,fresc
677,kühl::A,уазалгомау,fresc
678,frisch::A,сатæг,fresc
679,feucht::A,уымӕл,humit
680,nass::A,хуылыдз,mullat
681,trocken::A,хус,sec
682,voll::A,дзаг,ple
683,voll::A,йедзаг ,ple
684,leer::A,афтид,buit
685,offen::A,гом,obert
686,geschlossen::A,æхгæд,tancat
687,sauber::A,сыгъдæг,net
688,schmutzig::A,чъиллон,brut
689,roh::A,хом,cru
690,reif::A,рӕгъӕд,madur
691,lecker::A,хӕрзад,deliciós
692,süß::A,адджын,dolç
693,bitter::A,судзаг,amarg
694,sauer::A,туаг,agre
695,hell::A,рухс,clar
696,dunkel::A,талынг,fosc
697,schwarz::A,сау,negre
698,weiß::A,урс,blanc
699,rot::A,сырх,vermēll
700,gelb::A,бур,groc
701,blau::A,цъӕх,blau
702,grün::A,цъӕх,verd
703,grün::A,кӕрдӕгхуыз,verd
704,grau::A,цъӕх,gris
705,grau::A,фӕныкхуыз,gris
706,bunt::A,хъулон,multicolor
707,bunt::A,гæрæм,multicolor
708,billig::A,аслам,barat
709,teuer::A,зынаргъ,car
710,wertvoll::A,зынаргъ,preciós
711,blind::A,куырм,cec
712,taub::A,къуырма,sord
713,kräftig::A,домбай,fort
714,kräftig::A,домбай,vigorós
715,kräftig::A,тыхджын,fort
716,kräftig::A,тыхджын,vigorós
717,stark::A,тыхджын,fort
718,schwach::A,ӕнӕбон,feble
719,fett::A,нард,gras
720,schlank::A,гуырвидыц,esvelt
721,schlank::A,хæрзконд,esvelt
722,schlank::A,рæхснæг,esvelt
723,schlank::A,сагамад,esvelt
724,hübsch::A,аив,maco
725,hübsch::A,рӕсугъд,maco
726,böse::A,фыдзӕрдӕ,dolent
727,dumm::A,ӕдылы,ximple
728,dumm::A,ӕдылы,estúpid
729,faul::A,зивӕг,gandūl
730,faul::A,зивӕг,mandrós
731,faul::A,зивӕггӕнаг,gandūl
732,faul::A,зивӕггӕнаг,mandrós
733,fleißig::A,æнæзивæг,diligēnt
734,fleißig::A,æнувыд,diligēnt
735,geizig::A,чъынды,avar
736,geizig::A,æлгъин,avar
737,geizig::A,мæрддзæст,avar
738,klug::A,зондджын,intel·ligent
739,geschickt::A,хӕрзарӕхст,hàbil
740,lieb::A,уарзон,amat
741,lieb::A,уарзон,estimat
742,lustig::A,хъӕлдзӕг,alegre
743,sanft::A,мынчын,suau
744,hungrig::A,ӕххормаг,afamat
745,krank::A,нӕфӕразгӕ,malālt
746,nackt::A,бӕгънӕг,nu
747,traurig::A,ӕрхӕндӕг,trist
748,lebendig::A,цардӕгас,viu
749,gut::A,хорз,bo
750,schlecht::A,цауд,dolēnt
751,richtig::A,раст,just
752,richtig::A,раст,correcte
753,schlimm::A,ӕвзӕр,greu
754,wahr::A,ӕцӕг,vertader
755,wahr::A,ӕцӕг,veritable
756,alt::A,зӕронд,vell
757,neu::A,ног,nou
758,ehemalig::A,раздӕры,antic
759,alt[Lebewesen]::A,ацӕргӕ,vell
760,jung::A,ӕрыгон,jove
761,arm::A,мӕгуыр,pobre
762,reich::A,хъӕздыг,ric
763,bekannt::A,зонгӕ,conegut
764,berühmt::A,номдзыд,famós
765,fremd::A,æцæгæлон,estrany
766,verschieden::A,æндæр æмæ æндæр,diferent
767,verschieden::A,алы,diferent
768,verschieden::A,алыхуызон,diferent
769,nah::A,хӕстӕг,pròxim
770,fern::A,дард,llunyà
771,fern::A,дард,distant
772,fern::A,дӕрддаг,llunyà
773,fern::A,дӕрддаг,distant
