,Concept_ID,ru,ba
167,Gans::N,гусь,ҡаҙ
168,Adler::N,орел,бөркөт
169,Ente::N,утка,өйрәк
170,Eule::N,сова,өкө
171,Eule::N,сова,ябалаҡ
172,Kranich::N,журавль,торна
173,Krähe::N,ворона,ҡарға
174,Kuckuck::N,кукушка,кәкүк
175,Schwan::N,лебедь,аҡҡош
176,Fisch::N,рыба,балыҡ
177,Barsch::N,окунь,алабуға
178,Hecht::N,щука,суртан
179,Schlange[Tier]::N,змея,йылан
180,Wurm::N,червяк,селяүсен
181,Spinne::N,паук,үрмәксе
182,Ameise::N,муравей,ҡырмыҫҡа
183,Laus::N,вошь,бет
184,Mücke::N,комар,серәкәй
185,Fliege::N,муха,себен
186,Schmetterling::N,бабочка,күбәләк
187,Beere::N,ягода,еләк
188,Apfel::N,яблоко,алма
189,Pilz::N,гриб,бәшмәк
190,Zwiebel::N,луковица,һуган
191,Saat::N,семя,орлоҡ
192,Korn::N,зерно,иген
193,Heu::N,сено,бесән
194,Schale::N,шелуха,ҡабыҡ
195,Grube::N,яма,соҡор
196,Falle::N,ловушка,тоҙак
197,Falle::N,ловушка,ҡапҡан
198,Schlinge::N,силок,тоҙак
199,Spur::N,след,әҫер
200,Asche::N,зола,көл
201,Asche::N,пепел,көл
202,Dreck::N,грязь,батҡаҡ
203,Eisen::N,железо,тимер
204,Gold::N,золото,алтын
205,Silber::N,серебро,көмөш
206,Kohle::N,уголь,күмер
207,Glas::N,стекло,быяла
208,Lehm::N,глина,балсыҡ
209,Sand::N,песок,ҡом
210,Mensch::N,человек,кеше
211,Mann::N,мужчина,ир
212,Frau::N,женщина,ҡатын
213,Kind::N,ребенок,бала
214,Junge::N,мальчик,малай
215,Mädchen::N,девочка,ҡыҙ
216,Mädchen::N,девочка,ҡыҙыҡай
217,Familie::N,семья,ғаилә
218,Großvater::N,дедушка,олатай
219,Großmutter::N,бабушка,әбәй
220,Eltern::N,родители,ата-әсә
221,Vater::N,отец,атай
222,Mutter::N,мать,әсә
223,Sohn::N,сын,ул
224,Tochter::N,дочь,ҡыҙ
225,Bruder::N,брат,агай
226,Schwester::N,сестра,алай
227,Schwester::N,сестра,һеңле
228,Onkel::N,дядя,ағай
229,Tante::N,тетя,апай
230,Ehemann::N,муж,ир
231,Ehefrau::N,жена,ҡатын
232,Freude::N,радость,шатлыҡ
233,Freude::N,радость,ҡыуаныс
234,Gelächter::N,смех,көлөү
235,Glück::N,счастье,бәхет
236,Kummer::N,горе,ҡайғы
237,Wunsch::N,желание,теләк
238,Lust::N,влечение,әүәҫлек
239,Geist::N,дух,аң
240,Geist::N,дух,рух
241,Gedanke::N,мысль,уй
242,Gedanke::N,мысль,фекер
243,Gedächtnis::N,память,хәтер
244,Verstand::N,ум,аҡыл
245,Sinn::N,смысл,мәғәня
246,Grund::N,повод,сәбәп
247,Wahrheit::N,правда,дөрөҫлөк
248,Gespräch::N,беседа,әңгәмә
249,Märchen::N,сказка,әкиәт
250,Erzählung::N,рассказ,хикәйә
251,Nachricht::N,сообщение,хәбәр
252,Neuigkeit::N,новость,яңылыҡ
253,Name::N,имя,исем
254,Rätsel::N,загадка,йомаҡ
255,Rede::N,речь,телмәр
256,Sprache::N,язык,тел
257,Sprache::N,язык,телмәр
258,Stimme::N,голос,тауыш
259,Wort::N,слово,һүҙ
260,Zeichen::N,знак,билдә
261,Ruf::N,зов,саҡырыу
262,Lärm::N,шум,шаулау
263,Laut::N,звук,тауыш
264,Ton::N,звучание,яңғырау
265,Lied::N,песня,йыр
266,Ruhe::N,покой,ял
267,Ruhe::N,покой,тыныслыҡ
268,Leute::N,люди,кешеләр
269,Volk::N,народ,халҡ
270,Arbeit::N,работа,эш
271,Gast::N,гость,ҡунаҡ
272,Geschenk::N,подарок,бүләк
273,Spiel::N,игра,уйын
274,Gesellschaft::N,общество,йәмғиәт
275,Hilfe::N,помощь,ярҙам
276,Freund::N,друг,дуҫ
277,Kamerad::N,приятель,иптәш
278,Angelegenheit::N,дело,әш
279,Anzahl::N,количество,һан
280,Art::N,вид,төр
281,Stück::N,кусок,киҫәк
282,Teil::N,часть,өлөш
283,Hälfte::N,половина,ярты
284,Kreis::N,круг,түңәрәк
285,Kreuz::N,крест,тәре
286,Linie::N,линия,һыҙыҡ
287,Strich::N,черта,һыҙат
288,Abstand::N,промежуток,ара
289,Entfernung::N,расстояние,алыҫлыҡ
290,Gegend::N,местность,урын
291,Platz::N,пространство,арауыҡ
292,Ort::N,место,ерҙәр
293,Ort::N,место,урындар
294,Ort::N,место,эш урыны
295,Seite::N,сторона,яҡ
296,Mitte::N,середина,урталыҡ
297,Gegenstand::N,предмет,нәмә
298,Sache::N,вещь,нәмә
299,Sache::N,вещь,әйбер
300,Rand::N,край,сит
301,Kante::N,ребро,ҡабырға
302,Kante::N,ребро,ян
303,Ecke::N,угол,мөйөш
304,Spitze::N,кончик,ос
305,Ende::N,конец,аҙаҡ
306,Loch::N,дыра,тишек
307,Winkel::N,угол,мөйөш
308,Muster::N,узор,биҙәк
309,Größe::N,размер,ҙурлыҡ
310,Länge::N,длина,оҙонлоҡ
311,Höhe::N,высота,бейеклек
312,Gewicht::N,вес,үлсәү
313,Menge::N,количество,һан
314,Haufen::N,куча,өйөм
315,Reihe::N,ряд,рәт
316,Boot::N,лодка,кәмә
317,Ruder::N,весло,ишкәк
318,Schlitten::N,сани,сана
319,Ski::N,лыжа,саңгы
320,Lagerfeuer::N,костер,костер
321,Last::N,тяжесть,ауырлыҡ
322,Gang::N,ход,барыу
323,Schritt::N,шаг,аҙым
324,Norden::N,север,төньяҡ
325,Süden::N,юг,көньяҡ
326,Westen::N,запад,көнбайыш
327,Osten::N,восток,көнсығыш
328,Holz::N,древесина,үағас
329,Brett::N,доска,таҡта
330,Platte::N,плита,плита
331,Stütze::N,подпорка,терәк
332,Stange::N,жердь,кәртә
333,Stock::N,палка,таяҡ
334,Stab::N,шест,ҡолға
335,Rohr::N,труба,торба
336,Haus::N,дом,өй
337,Haus::N,дом,йорт
338,Heim::N,дом,өй
339,Ofen::N,печь,мейес
340,Fußboden::N,пол,енес
341,Tisch::N,стол,өҫтәл
342,Stuhl::N,стул,ултырғыс
343,Wiege::N,колыбель,бишек
344,Bett::N,постель,карауат
345,Regal::N,полка,кәштә
346,Kiste::N,ящик,йәшинк
347,Fenster::N,окно,тәҙрә
348,Tür::N,дверь,ишек
349,Tor::N,ворота,ҡапҡа
350,Zaun::N,забор,ҡойма
351,Dach::N,крыша,түбә
352,Dach::N,крыша,ҡыйыҡ
353,Leiter::N,лестница,баҫҡыс
354,Besen::N,метла,һепертке
355,Spaten::N,лопата,көрәк
356,Schaufel::N,совок,көрәк
357,Gabel::N,вилка,сәнске
358,Löffel::N,ложка,ҡалаҡ
359,Messer::N,нож,бысаҡ
360,Nagel::N,гвоздь,сөй
361,Netz::N,сеть,ау
362,Haken::N,крюк,ыргаҡ
363,Griff::N,ручка,тотҡа
364,Schloss::N,замок,йоҙаҡ
365,Bild::N,картина,картина
366,Figur::N,фигура,һын
367,Puppe::N,кукла,ҡурсаҡ
368,Beutel::N,мешок,тоҡ
369,Bündel::N,связка,төргәк
370,Tasche::N,сумка,сумка
371,Eimer::N,ведро,биҙрә
372,Deckel::N,крышка,ҡапҡас
373,Geschirr::N,посуда,һауыт-һаба
374,Sack::N,мешок,тоҡ
375,Tasse::N,чашка,сынаяҡ
376,Topf::N,кастрюля,кәстрүл
377,Kessel::N,котел,ҡаҙан
378,Essen::N,еда,ашау
379,Nahrung::N,пища,аҙыҡ
380,Speise::N,блюдо,аш
381,Speise::N,кушанье,аш
382,Fleisch::N,мясо,ит
383,Getreide::N,хлеб,иген
384,Getreide::N,хлеб,ашлыҡ
385,Brei::N,каша,бутҡа
386,Brot::N,хлеб,икмәк
387,Scheibe::N,ломоть,телем
388,Fett::N,жир,май
389,Butter::N,масло,май
390,Öl::N,масло,май буяуы
391,Salz::N,соль,тоҙ
392,Suppe::N,суп,һурпа
393,Honig::N,мед,бал
394,Milch::N,молоко,һөт
395,Tee::N,чай,сәй
396,Leder::N,кожа,күн
397,Wolle::N,шерсть,йөн
398,Stoff::N,ткань,туҡыма
399,Nadel::N,игла,энә
400,Faden::N,нитка,еп
401,Knopf::N,пуговица,төймә
402,Knoten::N,узел,төйөн
403,Farbe::N,краска,буяу
404,Kleidung::N,одежда,кейем
405,Hemd::N,рубашка,күлдәк
406,Kragen::N,воротник,яға
407,Ärmel::N,рукав,ең
408,Hose::N,брюки,салбар
409,Gürtel::N,пояс,ҡайыш
410,Mütze::N,шапка,бүрк
411,Schuh::N,ботинок,туфли
412,Stiefel::N,сапог,итек
413,Ring::N,кольцо,йөҙөк
414,Ring::N,кольцо,балдаҡ
415,Band::N,лента,таҫма
416,Kamm::N,расческа,тараҡ
417,Spiegel::N,зеркало,көзгө
418,Riemen::N,ремень,ҡайыш
419,Schnur::N,веревка,бау
420,Leine::N,поводок,бау
421,Decke::N,одеяло,одеяд
422,Kissen::N,подушка,мендәр
423,Tuch::N,платок,яулыҡ
424,Handtuch::N,полотенце,таҫтамал
425,Kraft::N,сила,көс
426,Stärke::N,крепость,көс
427,Gesundheit::N,здоровье,һаулыҡ
428,Krankheit::N,болезнь,сир
429,Krankheit::N,болезнь,ауырыу
430,Schmerz::N,боль,һыҙлау
431,Schmerz::N,боль,әрнеү
432,Wunde::N,рана,йәрәхәт
433,Fieber::N,лихорадка,тапма
434,Fieber::N,лихорадка,биҙгәк
435,Fieber::N,температура,тапма
436,Fieber::N,температура,биҙгәк
437,Arznei::N,лекарство,дарыу
438,Brücke::N,мост,күпер
439,Brunnen::N,колодец,ҡоҙоҡ
440,Weide::N,пастбище,көтөүлек
441,Pfad::N,тропа,һуҡмаҡ
442,Weg::N,путь,юл
443,Weg::N,дорога,юл
444,Straße::N,улица,урам
445,Straße::N,дорога,урам
446,Dorf::N,деревня,ауыл
447,Stadt::N,город,ҡала
448,Brief::N,письмо,хат
449,Buch::N,книга,китап
450,Buch::N,книга,кенәгә
451,Buchstabe::N,буква,хәреф
452,Zeitung::N,газета,гәзит
453,Leben::N,жизнь,йәшәү
454,Tod::N,смерть,үлем
455,Grab::N,могила,ҡәбер
456,Kirche::N,церковь,сиркәү
457,Sünde::N,грех,гөнаһ
458,Gott::N,бог,алла
459,Gott::N,бог,хоҙай
460,Arbeiter::N,рабочий,эшсе
461,Chef::N,начальник,башлыҡ
462,Meister::N,мастер,оҫта
463,Arzt::N,врач,врач
464,Lehrer::N,учитель,уҡытыусы
465,Geld::N,деньги,аҡса
466,Geschäft::N,занятие,эш
467,Laden::N,магазин,магазин
468,Preis::N,цена,хаҡ
469,Ware::N,товар,тауар
470,Nutzen::N,выгода,файҙа
471,Reichtum::N,богатство,байлыҡ
472,Welt::N,мир,донъя
473,Land::N,страна,ил
474,Staat::N,государство,дәүләт
475,König::N,король,король
476,Macht::N,власть,власть
477,Grenze::N,граница,сик
478,Krieg::N,война,һуғыш
479,Feind::N,враг,йылан
480,Gewalt::N,насилие,көслөк
481,Kampf::N,борьба,көрәш
482,Bogen[Waffe]::N,лук,йәйә
483,Pfeil::N,стрела,уҡ
484,Gewehr::N,ружье,мылтыҡ
485,Fehler::N,ошибка,хата
486,Lüge::N,ложь,ялған
487,Schaden::N,вред,зыян
488,Schaden::N,вред,зарар
489,Unglück::N,беда,ҡаза
490,Schuld::N,вина,ғәйеп
491,Alter::N,возраст,йәш
492,Schluss::N,окончание,һуң
493,Schluss::N,окончание,аҙаҡ
494,Zeit::N,время,мәл
495,Zeit::N,время,заман
496,Tag::N,день,көн
497,Morgen::N,утро,иртә
498,Morgen::N,утро,иртәнсәк
499,Mittag::N,полдень,төш
500,Abend::N,вечер,кис
501,Nacht::N,ночь,төн
502,Woche::N,неделя,аҙна
503,Monat::N,месяц,ай
504,Jahr::N,год,йыл
505,Frühling::N,весна,яҙ
506,Sommer::N,лето,йәй
507,Herbst::N,осень,көз
508,Winter::N,зима,ҡыш
509,Januar::N,январь,ғинуар
510,Februar::N,февраль,февраль
511,März::N,март,март
512,April::N,апрель,апрель
513,Mai::N,май,май
514,Juni::N,июнь,июнь
515,Juli::N,июль,июль
516,August::N,август,август
517,September::N,сентябрь,сентябрь
518,Oktober::N,октябрь,октябрь
519,November::N,ноябрь,ноябрь
520,Dezember::N,декабрь,декабрь
521,Montag::N,понедельник,дүшәмбе
522,Dienstag::N,вторник,шишәмбе
523,Mittwoch::N,среда,шаршамбы
524,Donnerstag::N,четверг,кесаҙна
525,Freitag::N,пятница,йома
526,Samstag::N,суббота,шәмбе
527,Sonntag::N,воскресенье,йәкшәмбе
528,groß::A,большой,ҙур
529,klein::A,маленький,бәләкәс
530,lang::A,длинный,оҙон
531,kurz::A,короткий,ҡыҫҡа
532,breit::A,широкий,киң
533,schmal::A,узкий,тар
534,dicht::A,густой,йыш
535,dicht::A,густой,ҡуйы
536,dick[Gegenstand]::A,толстый,ҡалын
537,dünn::A,тонкий,йоҡа
538,dünn::A,тонкий,нәҙек
539,fein::A,тонкий,нескә
540,fest::A,крепкий,ныҡ
541,flach::A,плоский,яҫы
542,flach::A,плоский,ялпаҡ
543,glatt::A,гладкий,шыма
544,hart::A,твердый,ҡаты
545,weich::A,мягкий,йомшаҡ
546,rund::A,круглый,түңәрәк
547,spitz::A,остроконечный,осло түбәле
548,scharf::A,острый,үткер
549,stumpf::A,тупой,утмәҫ
550,schwer::A,тяжелый,ауыр
551,schön::A,красивый,матур
552,heiß::A,жаркий,эҫе
553,warm::A,теплый,йылы
554,kalt::A,холодный,һыуыҡ
555,kühl::A,прохладный,һалҡынса
556,frisch::A,свежий,һалҡынса
557,feucht::A,влажный,еүеш
558,feucht::A,влажный,дымлы
559,nass::A,мокрый,еүеш
560,trocken::A,сухой,кипкән
561,voll::A,полный,тулы
562,voll::A,наполненный,тулы
563,leer::A,пустой,буш
564,offen::A,открытый,асыҡ
565,geschlossen::A,закрытый,ябыҡ
566,sauber::A,чистый,таҙа
567,schmutzig::A,грязный,бысраҡ
568,roh::A,сырой,сей
569,reif::A,зрелый,өлгөрғән
570,lecker::A,вкусный,тәмле
571,süß::A,сладкий,тямле
572,süß::A,сладкий,тәм-том
573,bitter::A,горький,әсе
574,sauer::A,кислый,әсе
575,hell::A,светлый,яҡты
576,dunkel::A,темный,ҡараңғы
577,schwarz::A,черный,ҡара
578,weiß::A,белый,аҡ
579,rot::A,красный,матур
580,rot::A,красный,һылыу
581,rot::A,красный,сибәр
582,gelb::A,желтый,һары
583,blau::A,синий,күк
584,grün::A,зеленый,йәшел
585,grau::A,серый,буҙ
586,bunt::A,пестрый,сыбар
587,bunt::A,пестрый,ала-ҡола
588,billig::A,дешевый,арзан
589,teuer::A,дорогой,ҡыйбатлы
590,wertvoll::A,ценный,ҡиммәтле
591,blind::A,слепой,һуҡыр
592,taub::A,глухой,һаңғырау
593,kräftig::A,могучий,көслө
594,kräftig::A,могучий,ҡеүәтле
595,stark::A,сильный,көслө
596,stark::A,сильный,ҡеүәтле
597,schwach::A,слабый,көсһөҙ
598,fett::A,жирный,һимеҙ
599,schlank::A,стройный,зифа
600,hübsch::A,прелестный,матур
601,böse::A,злой,асыулы
602,dumm::A,глупый,иҫәр
603,faul::A,ленивый,иренсәк
604,fleißig::A,прилежный,тырыш
605,geizig::A,жадный,һаран
606,klug::A,умный,аҡыллы
607,geschickt::A,искусный,оҫта
608,lieb::A,милый,яғымлы
609,lustig::A,веселый,күңелле
610,sanft::A,нежный,йыуаш
611,hungrig::A,голодный,ас
612,krank::A,больной,сирле
613,krank::A,больной,ауырыу
614,nackt::A,голый,яланғас
615,traurig::A,грустный,яманһыу
616,lebendig::A,живой,тере
617,lebendig::A,живой,йәнле
618,gut::A,хороший,яҡшы
619,schlecht::A,плохой,хөрт
620,schlecht::A,плохой,алама
621,richtig::A,правильный,дөрөҫ
622,schlimm::A,отвратительный,хөрт
623,schlimm::A,отвратительный,алама
624,schlimm::A,мерзкий,хөрт
625,schlimm::A,мерзкий,алама
626,wahr::A,настоящий,дөрөҫ
627,alt::A,старый,иҫке
628,alt::A,старый,боронғо
629,neu::A,новый,яңы
630,ehemalig::A,бывший,элекке
631,alt[Lebewesen]::A,пожилой,ҡарт
632,jung::A,молодой,йәш
633,arm::A,бедный,фәҡир
634,reich::A,богатый,бай
635,bekannt::A,знакомый,таныш
636,berühmt::A,знаменитый,атаҡлы
637,berühmt::A,знаменитый,данлыҡлы
638,fremd::A,чужой,ят
639,fremd::A,чужой,сит
640,verschieden::A,разный,төрлө
641,nah::A,близкий,яҡын
642,fern::A,далекий,алыҫ
643,fern::A,далекий,йыраҡ
644,linker::A,левый,һул
645,rechter::A,правый,уң
646,anderer::A,другой,бутән
647,erster::A,первый,тәүге
648,zweiter::A,второй,икенсе
649,dritter::A,третий,өсөнсө
650,letzter::A,последний,һуңғы
651,allein::ADV,один,бер үҙе
652,allein::ADV,один,яңғыҙ
653,auf einmal::ADV,сразу,бер юлы
654,zusammen::ADV,вместе,бергә
655,lange::ADV,долго,оҙаҡ
656,plötzlich::ADV,вдруг,ҡапыл
657,sofort::ADV,тотчас,шунда уҡ
658,später::ADV,позже,һуңыраҡ
659,jetzt::ADV,сейчас,хәҙер
660,heute::ADV,сегодня,бөгөн
661,morgen::ADV,завтра,иртәгә
662,bald::ADV,скоро,тиҙҙән
663,dann::ADV,потом,һуңынан
664,gestern::ADV,вчера,кисә
665,einst::ADV,однажды,ҡасандыр
666,einst::ADV,однажды,бер баҡыт
667,damals::ADV,тогда,ул саҡта
668,danach::ADV,затем,һуңынан
669,vorher::ADV,раньше,элек
670,zuerst::ADV,сперва,башта
671,einmal::ADV,раз,бер
672,manchmal::ADV,иногда,ҡайһы берҙә
673,oft::ADV,часто,йыш
674,immer::ADV,всегда,һәр ҡасан
675,niemals::ADV,никогда,бер ҡасан да
676,niemals::ADV,никогда,бер ваҡытта ла
677,hier::ADV,здесь,бында
678,hierhin::ADV,сюда,бында
679,von hier::ADV,отсюда,бынан
680,von hier::ADV,отсюда,ошонан
681,dort::ADV,там,шунда
682,dort::ADV,там,тегендә
683,dorthin::ADV,туда,шунда
684,dorthin::ADV,туда,тегеләй
685,geradeaus::ADV,прямо,тура
686,vorwärts::ADV,вперед,алға
687,rückwärts::ADV,назад,кирегә
688,zurück::ADV,обратно,кирегә
689,unten::ADV,внизу,түбәндә
690,hinab::ADV,вниз,түбәнгә
691,oben::ADV,наверху,юғарыла
692,hinauf::ADV,вверх,юғарыға
693,überall::ADV,везде,бөтә урында
694,nicht::ADV,не,тугел
695,ein wenig::ADV,немного,аҙ
696,kaum::ADV,едва,көскә
697,kaum::ADV,едва,саҡ-саҡ
698,sehr::ADV,очень,ифат
699,so::ADV,так,шулай
700,noch::ADV,еще,йәнә
701,nur::ADV,только,бары
702,schon::ADV,уже,инде
703,wieder::ADV,опять,тағы
704,vergebens::ADV,напрасно,бушҡа
705,vor::PRP,перед,алдында
706,hinter::PRP,за,артында
707,hinter::PRP,позади,артында
708,unter::PRP,под,аҫтында
709,durch::PRP,сквозь,үтә
710,neben::PRP,возле,эргәһендә
711,zwischen::PRP,между,араһында
712,wegen::PRP,из-за,өсөн
713,wegen::PRP,из-за,сәбәпле
714,dies::PRN,это,был
715,dies::PRN,это,ошо
716,das::PRN,то,ул
717,alles::PRN,все,бөтә
718,ich::PRN,я,мин
719,du::PRN,ты,һин
720,er::PRN,он,ул
721,wir::PRN,мы,беҙ
722,ihr::PRN,вы,һеҙ
723,sie::PRN,они,улар
724,was::FPRN,что,ә
725,was::FPRN,что,ни
726,was::FPRN,что,нәмә
727,wer::FPRN,кто,ҡем
728,wo::FADV,где,ҡайҙа
729,wohin::FADV,куда,ҡайҙа
730,wie::FADV,как,инидәй
731,warum::FADV,почему,ин өсөн
732,wieviel::FNUM,сколько,күпме
733,eins::NUM,один,бер
734,zwei::NUM,два,ике
735,zwei::NUM,два,икәү
736,drei::NUM,три,өс
737,vier::NUM,четыре,дүрт
738,fünf::NUM,пять,биш
739,sechs::NUM,шесть,алты
740,sieben::NUM,семь,ете
741,acht::NUM,восемь,һигеҙ
742,neun::NUM,девять,туғыҙ
743,zehn::NUM,десять,ун
744,elf::NUM,одиннадцать,ун бер
745,zwölf::NUM,двенадцать,ун ике
746,zwanzig::NUM,двадцать,егерме
747,dreißig::NUM,тридцать,утыҙ
748,vierzig::NUM,сорок,ҡырҡ
749,fünfzig::NUM,пятьдесят,илле
750,sechzig::NUM,шестьдесят,алтмыш
751,siebzig::NUM,семьдесят,етмеш
752,achtzig::NUM,восемьдесят,һикһән
753,neunzig::NUM,девяносто,туҡһан
754,hundert::NUM,сто,йөҙ
755,tausend::NUM,тысяча,мең
756,und::CNJ,и,да
757,oder::CNJ,или,йәки
758,oder::CNJ,либо,йәки
759,stehen::V,стоять,тороу
760,sitzen::V,сидеть,ултырыу
761,liegen::V,лежать,ятыу
762,hängen::V,висеть,аҫылынып тороу
763,werden::V,стать,булыу
764,passieren::V,случиться,булыу
765,beginnen::V,начаться,башлау
766,enden::V,кончиться,бөтөү
767,enden::V,кончиться,тамамланыү
768,wechseln::V,меняться,үҙгәреү
769,aufgehen[Sonne]::V,взойти,ҡалҡыу
770,untergehen[Sonne]::V,зайти,байыу
771,scheinen[Sonne]::V,светить,яҡтыртып тороу
772,donnern::V,греметь,күкрәү
773,wehen::V,дуть,иҫеү
774,strömen::V,литься,ташыу
775,fließen::V,течь,ағыу
776,sich drehen::V,вращаться,әйләнеү
777,schwanken::V,колебаться,тирбәлеү
778,schwingen::V,качаться,бәүетеү
779,fallen::V,падать,йығылыу
780,brennen::V,гореть,яныу
781,rauchen::V,дымить,төтәү
782,regnen::V,дождить,ямғыр яуа
783,gefrieren::V,замерзнуть,туңыү
