,Concept_ID,da,mrj
329,Ski::N,ski,ечӹ
330,Lagerfeuer::N,lejrbål,тыл
331,Last::N,last,нелӹц
332,Last::N,byrde,нелӹц
333,Gang::N,gang,ход
334,Schritt::N,skridt,ашкыл
335,Norden::N,nord,йыдпелвел
336,Süden::N,syd,кечӹвӓлвел
337,Westen::N,vest,кечӹ шӹцмӹ
338,Osten::N,øst,ирвел
339,Osten::N,øst,кечӹ лӱлтмӹ
340,Holz::N,træ,пушӓнгӹ
341,Brett::N,bræt,ханга
342,Platte::N,plade,плитӓ
343,Stütze::N,støtte,цӓрӓк
344,Stange::N,stang,равы
345,Stange::N,stang,намаш
346,Stock::N,stok,панды
347,Stab::N,stav,равы
348,Rohr::N,rør,пыч
349,Haus::N,hus,пöрт
350,Heim::N,hjem,пöрт
351,Ofen::N,ovn,камака
352,Fußboden::N,gulv,седӹрӓ
353,Tisch::N,bord,стöл
354,Stuhl::N,stol,пöкен
355,Wiege::N,vugge,шипкӓ
356,Bett::N,seng,койка
357,Bett::N,seng,кравать
358,Regal::N,reol,полицӓ
359,Kiste::N,kasse,шӱ́ндӹк
360,Fenster::N,vindue,окня
361,Tür::N,dør,амаса
362,Tor::N,port,хапка
363,Zaun::N,stakit,забор
364,Dach::N,tag,левӓш
365,Leiter::N,stige,ташкалтыш
366,Besen::N,kost,сало
367,Besen::N,kost,салко
368,Spaten::N,spade,кольмы
369,Schaufel::N,skovl,лоток
370,Gabel::N,gaffel,ви́лка
371,Löffel::N,ske,савала
372,Messer::N,kniv,кӹзӹ
373,Nagel::N,søm,пыда
374,Netz::N,net,вӓпш
375,Haken::N,krog,крӱк
376,Haken::N,krog,кагак
377,Griff::N,tag,кычем
378,Griff::N,håndtag,кычем
379,Schloss::N,lås,замок
380,Schloss::N,lås,сыравач
381,Bild::N,billede,картин
382,Figur::N,figur,кӓн
383,Puppe::N,dukke,поханя
384,Beutel::N,pose,мешӓк
385,Bündel::N,bylt,топ
386,Bündel::N,bylt,пидӹш
387,Bündel::N,bylt,кӹлдӹш
388,Bündel::N,bundt,топ
389,Bündel::N,bundt,пидӹш
390,Bündel::N,bundt,кӹлдӹш
391,Tasche::N,taske,сумкы
392,Eimer::N,spand,ведӹрӓ
393,Deckel::N,låg,комдыш
394,Geschirr::N,husgeråd,ӓтӹ
395,Sack::N,sæk,мешӓк
396,Tasse::N,kop,цӓшкӓ
397,Topf::N,gryde,ми́ска
398,Kessel::N,kedel,пад
399,Essen::N,måltid,качкыш
400,Essen::N,måltid,качкыш-йӱш
401,Nahrung::N,mad,качкыш
402,Nahrung::N,mad,качкыш-йӱш
403,Nahrung::N,næring,качкыш
404,Nahrung::N,næring,качкыш-йӱш
405,Speise::N,ret,няня
406,Fleisch::N,kød,пай
407,Getreide::N,korn,киндӹ
408,Brei::N,grød,шӹрӓш
409,Brot::N,brød,сыкыр
410,Scheibe::N,skive,ламыт
411,Scheibe::N,skive,лаштык
412,Fett::N,fedt,кая
413,Butter::N,smør,ӱ
414,Öl::N,olie,ӱ
415,Salz::N,salt,санзал
416,Suppe::N,suppe,лем
417,Honig::N,honning,мӱ
418,Milch::N,mælk,шӹшер
419,Tee::N,te,чӓй
420,Leder::N,skind,шарга
421,Leder::N,skind,кавашты
422,Wolle::N,uld,миж
423,Stoff::N,stof,матер
424,Stoff::N,stof,матери
425,Nadel::N,nål,им
426,Faden::N,tråd,шӹртӹ
427,Knopf::N,knap,полдыш
428,Knoten::N,knude,пӱкшем
429,Farbe::N,farve,чиӓ
430,Farbe::N,farve,крӓскӓ
431,Kleidung::N,påklædning,выргем
432,Hemd::N,skjorte,тыгыр
433,Kragen::N,krave,шӱ
434,Ärmel::N,ærme,шокш
435,Hose::N,bukser,ялаш
436,Gürtel::N,bælte,ӹштӹ
437,Mütze::N,hue,упш
438,Schuh::N,sko,ту́фльы
439,Stiefel::N,støvle,кем
440,Ring::N,ring,шӓргӓш
441,Band::N,bånd,лемтӓ
442,Kamm::N,kam,шерге
443,Spiegel::N,spejl,тӹгӹр
444,Riemen::N,rem,прӓжӓ
445,Schnur::N,snor,кӓндӹра
446,Leine::N,snor,керем
447,Decke::N,tæppe,одеял
448,Kissen::N,pude,кӹпцӹк
449,Tuch::N,sjaltørklæde,савыц
450,Handtuch::N,håndklæde,шӹргӹсавыц
451,Handtuch::N,håndklæde,шӹргӹмсавыц
452,Kraft::N,kraft,ви
453,Stärke::N,styrke,ви
454,Gesundheit::N,sundhed,шу
455,Gesundheit::N,sundhed,шулык
456,Krankheit::N,sygdom,мыж
457,Schmerz::N,smerte,карштыш
458,Wunde::N,sår,шушыр
459,Fieber::N,feber,ӱштӹмыж
460,Arznei::N,medicin,лекӓрцӹ
461,Arznei::N,lægemiddel,лекӓрцӹ
462,Brücke::N,bro,кӹвер
463,Brunnen::N,brønd,вӹдсӹнзӓ
464,Weide::N,græsgang,ныр
465,Pfad::N,sti,ялгорны
466,Weg::N,vej,корны
467,Straße::N,gade,корны
468,Dorf::N,landsby,сола
469,Stadt::N,by,города
470,Brief::N,brev,сирмӓш
471,Buch::N,bog,книгӓ
472,Buchstabe::N,bogstav,буква́
473,Zeitung::N,avis,газет
474,Zeitung::N,avis,кайзет
475,Leben::N,liv,житя
476,Tod::N,død,смöрт
477,Grab::N,grav,шӹгер
478,Grab::N,grav,мыгилӓ
479,Grab::N,grav,шӹгерлӓ
480,Kirche::N,kirke,церкӹ
481,Sünde::N,synd,сулык
482,Gott::N,gud,йымы
483,Arbeiter::N,arbejder,пӓшӓзӹ
484,Chef::N,chef,вуй
485,Meister::N,mester,мастар
486,Arzt::N,læge,доктор
487,Lehrer::N,lærer,тымдышы
488,Geld::N,penge,окса
489,Geschäft::N,forretning,торге́йӹмӓш
490,Laden::N,butik,лапка
491,Laden::N,butik,магазин
492,Laden::N,forretning,лапка
493,Laden::N,forretning,магазин
494,Preis::N,pris,ӓк
495,Ware::N,vare,товар
496,Nutzen::N,nytte,пайда
497,Reichtum::N,rigdom,перке
498,Welt::N,verden,сӓндӓлӹк
499,Welt::N,verden,свет
500,Land::N,land,сӓндӓлӹк
501,Staat::N,stat,кугижӓншӹ
502,König::N,konge,король
503,Macht::N,magt,власть
504,Grenze::N,grænse,пӹсмӓн
505,Krieg::N,krig,вырсы
506,Feind::N,fjende,тышман
507,Gewalt::N,vold,ви
508,Kampf::N,kamp,кредӓлмӓш
509,Bogen[Waffe]::N,bue,янгеж
510,Pfeil::N,pil,пикш
511,Gewehr::N,gevær,пичӓл
512,Fehler::N,fejl,самынь
513,Lüge::N,løgn,шая
514,Schaden::N,skade,вре́дӓ
515,Unglück::N,uheld,пёда
516,Unglück::N,uheld,тымаша
517,Unglück::N,ulykke,пёда
518,Unglück::N,ulykke,тымаша
519,Schuld::N,skyld,вуйнамат
520,Alter::N,alder,иӓш
521,Alter::N,alder,игечӹ
522,Schluss::N,slut,пӹтӓртӹш
523,Schluss::N,slutning,пӹтӓртӹш
524,Zeit::N,tid,веремӓ
525,Tag::N,dag,кечӹ
526,Morgen::N,morgen,ир
527,Morgen::N,morgen,ирок
528,Mittag::N,middag,кечӹвӓл
529,Abend::N,aften,вады
530,Nacht::N,nat,йыд
531,Woche::N,uge,ӓрня
532,Monat::N,måned,тӹ́лзӹ
533,Jahr::N,år,год
534,Frühling::N,forår,шошым
535,Sommer::N,sommer,кӓнгӹж
536,Herbst::N,efterår,шӹжӹ
537,Winter::N,vinter,тел
538,Winter::N,vinter,телӹ
539,Januar::N,januar,январ
540,Januar::N,januar,январь
541,Februar::N,februar,февраль
542,März::N,marts,март
543,April::N,april,апрель
544,Mai::N,maj,май
545,Juni::N,juni,июнь
546,Juli::N,juli,июль
547,August::N,august,август
548,September::N,september,сентябрь
549,Oktober::N,oktober,октябрь
550,November::N,november,ноябрь
551,Dezember::N,december,декавыр
552,Montag::N,mandag,шачмы
553,Dienstag::N,tirsdag,кышкыжмы
554,Mittwoch::N,onsdag,вӹрчегӹ
555,Donnerstag::N,torsdag,изӓрня
556,Freitag::N,fredag,когарня
557,Samstag::N,lørdag,кукшыгечӹ
558,Sonntag::N,søndag,рушӓрня
559,groß::A,stor,кого
560,klein::A,lille,изи
561,lang::A,lang,кужы
562,kurz::A,kort,кӹтӹк
563,breit::A,bred,кымда
564,schmal::A,smal,ӓнгӹсӹр
565,dicht::A,tæt,шӹре
566,dick[Gegenstand]::A,tyk,кӹжгӹ
567,dünn::A,tynd,вӹцкӹж
568,fein::A,fin,пыльга
569,fest::A,fast,цаткыды
570,flach::A,flad,тӓлякӓ
571,glatt::A,glat,ягылгы
572,hart::A,hård,пингӹдӹ
573,weich::A,blød,пышкыды
574,rund::A,rund,тӹртӹш
575,spitz::A,spids,кашар
576,scharf::A,skarp,кашар
577,stumpf::A,sløv,нӹшкӹ
578,stumpf::A,stump,нӹшкӹ
579,schwer::A,tung,нелӹ
580,schön::A,skøn,цевер
581,schön::A,skøn,олмыдшы
582,heiß::A,hed,шокшы
583,warm::A,varm,шокшы
584,kalt::A,kold,ӱштӹ
585,kühl::A,kølig,юалгы
586,kühl::A,kølig,йонгата
587,frisch::A,frisk,йонгата
588,feucht::A,fugtig,ӹлӹкшӹ
589,feucht::A,fugtig,вӹдӹжгӹ
590,nass::A,våd,начкы
591,trocken::A,tør,кукшы
592,voll::A,fuld,темшӹ
593,voll::A,fuld,темыман
594,leer::A,tom,йӓрӓ
595,offen::A,åben,виш
596,geschlossen::A,lukket,чӱчмӹ
597,geschlossen::A,lukket,тӹкӹлӓлтшӹ
598,sauber::A,ren,ире
599,schmutzig::A,snavset,шоран
600,schmutzig::A,snavset,лявӹрӓн
601,schmutzig::A,snavset,шорангшы
602,roh::A,rå,пеле кӱшӹ
603,reif::A,moden,кӱшӹ
604,lecker::A,lækker,тотан
605,süß::A,sød,мӱӓн
606,bitter::A,bitter,качы
607,sauer::A,sur,шапы
608,hell::A,lys,соты
609,hell::A,lys,валгыды
610,dunkel::A,mørk,пӹц
611,dunkel::A,mørk,пӹцкемӹш
612,schwarz::A,sort,шим
613,weiß::A,hvid,ош
614,weiß::A,hvid,ошы
615,rot::A,rød,якшаргы
616,gelb::A,gul,сар
617,gelb::A,gul,сары
618,blau::A,blå,симсӹ
619,grün::A,grøn,ыжар
620,grau::A,grå,луды
621,bunt::A,broget,ала
622,billig::A,billig,шулдаш
623,teuer::A,dyr,шергӹ
624,teuer::A,dyr,шергӓкӓн
625,wertvoll::A,værdifuld,ӓкӓн
626,blind::A,blind,слöпöй
627,blind::A,blind,сльöпöй
628,taub::A,døv,тӱтӱк
629,kräftig::A,kraftig,виӓн
630,stark::A,stærk,виӓн
631,schwach::A,svag,шава
632,schwach::A,svag,лӹпкӓ
633,schwach::A,svag,слабка
634,fett::A,fed,таза
635,schlank::A,slank,яштака
636,hübsch::A,køn,сӹлнӹ
637,hübsch::A,køn,олмыдшы
638,böse::A,ond,шӹдӓн
639,böse::A,slem,шӹдӓн
640,dumm::A,dum,окмак
641,faul::A,doven,ялахай
642,fleißig::A,flittig,пӓшам яратышы
643,geizig::A,gerrig,шык
644,klug::A,klog,ышан
645,geschickt::A,dygtig,мастар
646,geschickt::A,behændig,мастар
647,lieb::A,rar,тыри
648,lustig::A,lystig,мындыр
649,lustig::A,lystig,сусу
650,sanft::A,blid,йӹвӹжӓ
651,hungrig::A,sulten,шужышы
652,krank::A,syg,церлӹ
653,krank::A,syg,хворой
654,nackt::A,nøgen,цӓрӓ
655,traurig::A,bedrøvet,сы́лыкан
656,traurig::A,bedrøvet,кымы́лдымы
657,lebendig::A,levende,живой
658,gut::A,god,яжо
659,schlecht::A,dårlig,уда
660,schlecht::A,dårlig,худа
661,richtig::A,rigtig,вургамла
662,schlimm::A,slem,йӹрнык
663,wahr::A,sand,настоящий
664,wahr::A,sand,настояшый
665,alt::A,gammel,шонгы
666,neu::A,ny,у
667,ehemalig::A,forhenværende,тошты
668,alt[Lebewesen]::A,gammel,ӹлалшӹ
669,jung::A,ung,нöргӹ
670,jung::A,ung,молода
671,arm::A,fattig,укеӓн
672,reich::A,rig,паян
673,reich::A,rig,пурлыкан
674,bekannt::A,kendt,палӹмӹ
675,berühmt::A,berømt,лӹмлы
676,fremd::A,fremmed,эдемӹн
677,verschieden::A,forskellig,тӹрлӹ
678,nah::A,nær,лишӹл
679,fern::A,fjern,мӹндӹр
680,linker::A,venstre,шалахай
681,rechter::A,højre,вургамла
682,anderer::A,anden,вес
683,anderer::A,anden,весӹ
684,erster::A,første,икшӹ
685,erster::A,første,икӹмшӹ
686,zweiter::A,anden,кокшы
687,dritter::A,tredje,кымшы
688,letzter::A,sidste,остатка
689,allein::ADV,alene,иктӹ
690,allein::ADV,alene,иктӹт
691,auf einmal::ADV,på én gang,тöрöк
692,zusammen::ADV,sammen,икараш
693,zusammen::ADV,sammen,цымырын
694,lange::ADV,længe,кужын
695,plötzlich::ADV,pludselig,трӱк
696,sofort::ADV,straks,полт
697,sofort::ADV,straks,тöрöк
698,sofort::ADV,straks,тӹшӓкок
699,später::ADV,senere,вара
700,jetzt::ADV,nu,
701,heute::ADV,i dag,тагачы
702,morgen::ADV,i morgen,иргод
703,morgen::ADV,i morgen,иргодым
704,bald::ADV,snart,чӹнь
705,bald::ADV,snart,вӓшке
706,bald::ADV,snart,выртышты
707,dann::ADV,så,пакыла
708,gestern::ADV,i går,тенгечӹ
709,einst::ADV,engang,икӓнӓ
710,damals::ADV,dengang,тӹнӓм
711,danach::ADV,derefter,пакыла
712,vorher::ADV,før,перви
713,vorher::ADV,forud,перви
714,zuerst::ADV,først,андак
715,einmal::ADV,en gang,гӓнӓк
716,einmal::ADV,en gang,гӓнӓ
717,manchmal::ADV,sommetider,кынамжы
718,oft::ADV,ofte,чӹчкӹдӹн
719,immer::ADV,altid,со
720,immer::ADV,altid,соок
721,niemals::ADV,aldrig,нинам
722,niemals::ADV,aldrig,нигынам
723,niemals::ADV,aldrig,нигынамат
724,hier::ADV,her,тиштӹ
725,hierhin::ADV,hid,тишкӹ
726,hierhin::ADV,herhen,тишкӹ
727,von hier::ADV,herfra,тишец
728,von hier::ADV,herfra,тишецӹн
729,dort::ADV,der,тӹштӹ
730,dorthin::ADV,derhen,тӹшкӹ
731,dorthin::ADV,derhen,тӹшкӹлӓ
732,geradeaus::ADV,lige ud,вик
733,geradeaus::ADV,lige ud,тура
734,vorwärts::ADV,fremad,анзыкы
735,rückwärts::ADV,baglæns,мӹнгеш
736,zurück::ADV,tilbage,мӹнгеш
737,unten::ADV,nede,ӱлнӹ
738,unten::ADV,nede,лӹвӓлнӹ
739,unten::ADV,forneden,ӱлнӹ
740,unten::ADV,forneden,лӹвӓлнӹ
741,hinab::ADV,ned,ӱлӹкӹ
742,hinab::ADV,ned,лӹвӓкӹ
743,hinab::ADV,nedad,ӱлӹкӹ
744,hinab::ADV,nedad,лӹвӓкӹ
745,oben::ADV,oppe,вӹлнӹ
746,oben::ADV,ovenpå,вӹлнӹ
747,hinauf::ADV,op,кӱшкӹлӓ
748,hinauf::ADV,op,кӱш
749,hinauf::ADV,opad,кӱшкӹлӓ
750,hinauf::ADV,opad,кӱш
751,überall::ADV,overalt,йӹлт
752,überall::ADV,overalt,цилӓ вӓре
753,nicht::ADV,ikke,уке
754,ein wenig::ADV,lidt,изиш
755,ein wenig::ADV,lidt,иклаштык
756,kaum::ADV,knap,цылик
757,kaum::ADV,knap,чучок-чучок
758,kaum::ADV,næppe,цылик
759,kaum::ADV,næppe,чучок-чучок
760,sehr::ADV,meget,чоте
761,so::ADV,så,тенге
762,so::ADV,så,тенгелӓ
763,noch::ADV,endnu,мол
764,noch::ADV,endnu,моло
765,nur::ADV,kun,веле
766,nur::ADV,bare,веле
767,schon::ADV,alt,уже
768,schon::ADV,alt,ӹнде
769,schon::ADV,allerede,уже
770,schon::ADV,allerede,ӹнде
771,wieder::ADV,igen,уэш
772,vergebens::ADV,forgæves,зря
773,vergebens::ADV,forgæves,ӹзрӓ
