,Concept_ID,da,te
169,Ameise::N,myre,చీమ
170,Laus::N,lus,పేను
171,Mücke::N,myg,చీకటీగ
172,Fliege::N,flue,ఈగ
173,Schmetterling::N,sommerfugl,సీతాకోకచిలుక
174,Beere::N,bær,కాయ
175,Apfel::N,æble,ఆపిల్ పండు
176,Pilz::N,svamp,కుక్కగొడుగు
177,Zwiebel::N,løg,నీరుల్లి
178,Saat::N,sæd,విత్తనము
179,Korn::N,korn,గింజ
180,Heu::N,hø,ఎండుగడ్డి
181,Schale::N,skræl,పొట్టు
182,Grube::N,grav,గొయ్యి
183,Falle::N,fælde,బోను
184,Schlinge::N,snare,ఉరి
185,Spur::N,spor,జాడ
186,Asche::N,aske,బూడిద
187,Dreck::N,snavs,ముఱికి
188,Eisen::N,jern,ఇనుము
189,Gold::N,guld,బంగారము
190,Silber::N,sølv,వెండి
191,Kohle::N,kul,నేలబొగ్గు
192,Glas::N,glas,గాజు
193,Lehm::N,ler,బంకమన్ను
194,Sand::N,sand,ఇసుక
195,Mensch::N,mennesge,నరుడు
196,Mann::N,mand,పురుమడు
197,Frau::N,kvinde,ఆడుది
198,Kind::N,barn,బిడ్డ
199,Junge::N,dreng,బాలుడు
200,Mädchen::N,pige,బాలిక
201,Familie::N,familie,కుటుంబము
202,Großvater::N,bedstefar,తాత
203,Großmutter::N,bedstemor,అయ్యమ్మ
204,Eltern::N,forældre,తల్లితండ్రులు
205,Vater::N,far,తండ్రి
206,Mutter::N,mor,తల్లి
207,Sohn::N,søn,కొడుకు
208,Tochter::N,datter,కూతురు
209,Bruder::N,bror,పోదరుడు
210,Schwester::N,søster,సోదరి
211,Onkel::N,onkel,మేనమామ
212,Tante::N,tante,మేనత్త
213,Tante::N,tante,పినతల్లి
214,Ehemann::N,ægtemand,భర్త
215,Ehefrau::N,hustru,భార్య
216,Freude::N,glæde,సంతోషము
217,Gelächter::N,latter,నవ్వు
218,Glück::N,lykke,సంతోషము
219,Kummer::N,sorg,దుఃఖము
220,Wunsch::N,ønske,కోరిక
221,Lust::N,lyst,కోరిక
222,Geist::N,ånd,ఆత్మ
223,Gedanke::N,tanke,ఆలోచన
224,Gedächtnis::N,hukommelse,జ్ఞాపకము
225,Verstand::N,forstand,మనస్సు
226,Sinn::N,mening,అర్థము
227,Sinn::N,betydning,అర్థము
228,Grund::N,grund,కారణము
229,Wahrheit::N,sandhed,సత్యము
230,Gespräch::N,samtale,పంభాషణ
231,Märchen::N,eventyr,అద్భుతకథ
232,Erzählung::N,fortælling,కథ
233,Nachricht::N,efterretning,వార్త
234,Neuigkeit::N,nyhed,వార్త
235,Name::N,navn,పేరు
236,Rätsel::N,gåde,చిక్కు
237,Rede::N,tale,ఉపన్యాసము
238,Sprache::N,sprog,భాష
239,Stimme::N,stemme,కంరథ్సని
240,Wort::N,ord,మాట
241,Zeichen::N,tegn,గుర్తు
242,Ruf::N,råb,పిలువు
243,Lärm::N,larm,సందడి
244,Laut::N,lyd,ధ్వని
245,Ton::N,tone,స్వరము
246,Lied::N,sang,పాట
247,Ruhe::N,ro,గాలిలేమి
248,Ruhe::N,hvile,గాలిలేమి
249,Leute::N,folk,జనులు
250,Leute::N,mennesker,జనులు
251,Volk::N,folk,జాతి
252,Arbeit::N,arbejde,పని
253,Gast::N,gæst,అతిధి
254,Geschenk::N,gave,దానము
255,Spiel::N,leg,ఆట
256,Gesellschaft::N,selskab,జట్టు
257,Hilfe::N,hjælp,సాహాయ్యము
258,Freund::N,ven,స్నేహితుడు
259,Kamerad::N,kammerat,చెలికాడు
260,Angelegenheit::N,sag,విషయము
261,Angelegenheit::N,anliggende,విషయము
262,Anzahl::N,antal,లెక్క
263,Art::N,art,జాతి
264,Stück::N,stykke,తునుక
265,Teil::N,del,భాగము
266,Hälfte::N,halvdel,సగము
267,Kreis::N,cirkel,వృత్తము
268,Kreuz::N,kors,సిలువ
269,Kreuz::N,kryds,సిలువ
270,Linie::N,linie,గీత
271,Strich::N,streg,గీత
272,Abstand::N,afstand,సందు
273,Entfernung::N,afstand,దూరము
274,Gegend::N,egn,విస్తీర్ణము
275,Platz::N,plads,ఎడము
276,Ort::N,sted,స్థలము
277,Seite::N,side,ప్రక్క
278,Mitte::N,midte,నడిమి
279,Gegenstand::N,genstand,పద్దు
280,Sache::N,sag,వస్తువు
281,Rand::N,rand,అంచు
282,Kante::N,kant,అంచు
283,Ecke::N,hjørne,మూల
284,Spitze::N,spids,మొన
285,Ende::N,ende,కొన
286,Loch::N,hul,రంధ్రము
287,Winkel::N,vinkel,కోణము
288,Muster::N,mønster,మాదిరి
289,Größe::N,størrelse,పరిమాణము
290,Länge::N,længde,పొడుగు
291,Höhe::N,højde,పొడుగు
292,Gewicht::N,vægt,భారము
293,Menge::N,mængde,మొత్తము
294,Haufen::N,bunke,రాశి
295,Reihe::N,række,వరుస
296,Boot::N,båd,పడవ
297,Ruder::N,åre,అడక
298,Schlitten::N,kælk,సరవండ్లు
299,Schlitten::N,slæde,సరవండ్లు
300,Ski::N,ski,స్కీ
301,Lagerfeuer::N,lejrbål,నెగడు
302,Last::N,last,బరువు
303,Last::N,byrde,బరువు
304,Gang::N,gang,నడక
305,Schritt::N,skridt,అడుగు
306,Norden::N,nord,ఉత్తరదిక్కు
307,Süden::N,syd,దక్షిణము
308,Westen::N,vest,పడమర
309,Osten::N,øst,తూర్పు
310,Holz::N,træ,కొయ్య
311,Brett::N,bræt,పలక
312,Platte::N,plade,పలక
313,Stütze::N,støtte,వాల్సేడ్లు
314,Stange::N,stang,స్తంభము
315,Stock::N,stok,కఱ్ఱ
316,Stab::N,stav,కఱ్ఱ
317,Rohr::N,rør,గొట్టము
318,Haus::N,hus,ఇల్లు
319,Heim::N,hjem,స్వగృహము
320,Ofen::N,ovn,పొయ్యి
321,Fußboden::N,gulv,నేల
322,Tisch::N,bord,మేజా
323,Stuhl::N,stol,కుర్చీ
324,Wiege::N,vugge,ఉయ్యాల
325,Bett::N,seng,పడక
326,Bett::N,seng,మంచం
327,Regal::N,reol,అటక
328,Kiste::N,kasse,వెట్టె
329,Fenster::N,vindue,కిటికి
330,Tür::N,dør,ద్వారము
331,Tor::N,port,ద్వారము
332,Zaun::N,stakit,కంచె
333,Dach::N,tag,ఇంటివైకప్పు
334,Leiter::N,stige,నిచ్చెన
335,Besen::N,kost,చీపురుకట్ట
336,Spaten::N,spade,పాఱ
337,Schaufel::N,skovl,పాఱ
338,Gabel::N,gaffel,ముండ్లగరిటె
339,Löffel::N,ske,గరిటె
340,Messer::N,kniv,కత్తి
341,Nagel::N,søm,మేకు
342,Netz::N,net,వల
343,Haken::N,krog,కొక్కెము
344,Griff::N,tag,పిడి
345,Griff::N,håndtag,పిడి
346,Schloss::N,lås,తాళము
347,Bild::N,billede,చిత్రము
348,Figur::N,figur,రూపము
349,Puppe::N,dukke,బొమ్మ
350,Beutel::N,pose,సంచి
351,Bündel::N,bylt,మూట
352,Bündel::N,bundt,మూట
353,Tasche::N,taske,సంచి
354,Eimer::N,spand,చేద
355,Deckel::N,låg,మూత
356,Geschirr::N,husgeråd,వంటకాలు
357,Sack::N,sæk,గోనెసంచి
358,Tasse::N,kop,గిన్నె
359,Topf::N,gryde,కుండ
360,Kessel::N,kedel,నీరుకాచుపాత్ర
361,Essen::N,måltid,ఆహారము
362,Nahrung::N,mad,ఆహారము
363,Nahrung::N,næring,ఆహారము
364,Speise::N,ret,ఆహారము
365,Fleisch::N,kød,మాంసము
366,Getreide::N,korn,ధాన్యము
367,Brei::N,grød,గుజ్జు
368,Brot::N,brød,రొట్టె
369,Scheibe::N,skive,బద్ద
370,Fett::N,fedt,క్రొవ్వు
371,Butter::N,smør,వెన్న
372,Öl::N,olie,నూనె
373,Salz::N,salt,ఉప్పు
374,Suppe::N,suppe,చారు
375,Honig::N,honning,తెనె
376,Milch::N,mælk,పాలు
377,Tee::N,te,తేనీరు
378,Leder::N,skind,బాగుచేసివతోలు
379,Wolle::N,uld,ఉన్ని
380,Stoff::N,stof,బట్ట
381,Nadel::N,nål,సూది
382,Faden::N,tråd,దారము
383,Knopf::N,knap,బొత్తాము
384,Knoten::N,knude,ముడి
385,Farbe::N,farve,రంగు
386,Kleidung::N,påklædning,బట్టలు
387,Hemd::N,skjorte,చొక్కాయ
388,Kragen::N,krave,మాల
389,Ärmel::N,ærme,చొక్కాయచెయ్యి
390,Hose::N,bukser,ఇజారు
391,Gürtel::N,bælte,పటకా
392,Mütze::N,hue,టోపి
393,Schuh::N,sko,పాదరక్ష
394,Stiefel::N,støvle,బూటు
395,Ring::N,ring,ఉంగరము
396,Band::N,bånd,నాడా
397,Kamm::N,kam,దువ్వెన
398,Spiegel::N,spejl,అద్దము
399,Riemen::N,rem,వాడా
400,Schnur::N,snor,దారము
401,Leine::N,snor,వారు
402,Decke::N,tæppe,కంబళి
403,Kissen::N,pude,తలగడ
404,Tuch::N,sjaltørklæde,బట్ట
405,Handtuch::N,håndklæde,తువాలు
406,Kraft::N,kraft,బలము
407,Stärke::N,styrke,శక్తి
408,Gesundheit::N,sundhed,ఆరోగ్యము
409,Krankheit::N,sygdom,రోగము
410,Schmerz::N,smerte,నొప్పి
411,Wunde::N,sår,గాయము
412,Fieber::N,feber,జ్వరము
413,Arznei::N,medicin,మందు
414,Arznei::N,lægemiddel,మందు
415,Brücke::N,bro,వంతెన
416,Brunnen::N,brønd,బావి
417,Brunnen::N,brønd,కూపము
418,Brunnen::N,brønd,నుయ్యి
419,Weide::N,græsgang,పచ్చికబయలు
420,Pfad::N,sti,కాలిత్రోవ
421,Weg::N,vej,మార్గము
422,Straße::N,gade,బాట
423,Dorf::N,landsby,గ్రామము
424,Stadt::N,by,పట్టణము
425,Brief::N,brev,జాబు
426,Buch::N,bog,పుస్తకము
427,Buchstabe::N,bogstav,అక్షరము
428,Zeitung::N,avis,వార్తాపత్రిక
429,Leben::N,liv,ప్రాణము
430,Tod::N,død,మరణము
431,Grab::N,grav,సమాధి
432,Kirche::N,kirke,క్రెస్తవులగుడి
433,Sünde::N,synd,పాపము
434,Gott::N,gud,దేవుడు
435,Arbeiter::N,arbejder,పనిపాటుచేశేవాడు
436,Chef::N,chef,యజమానుడు
437,Meister::N,mester,కళాకారుడు
438,Arzt::N,læge,వైద్యుడు
439,Lehrer::N,lærer,ఉపాధ్యాయుడు
440,Geld::N,penge,ద్రవ్యము
441,Geschäft::N,forretning,వ్యాపారము
442,Laden::N,butik,అంగడి
443,Laden::N,forretning,అంగడి
444,Preis::N,pris,వెల
445,Ware::N,vare,సరకులు
446,Nutzen::N,nytte,ప్రయోజనము
447,Reichtum::N,rigdom,ధనము
448,Welt::N,verden,ప్రపంచము
449,Land::N,land,దేశము
450,Staat::N,stat,రాజ్యము
451,König::N,konge,రాజు
452,Macht::N,magt,అధికారము
453,Grenze::N,grænse,సరిహద్దు
454,Krieg::N,krig,యుద్ధము
455,Feind::N,fjende,శత్రువు
456,Gewalt::N,vold,దౌర్జన్యము
457,Kampf::N,kamp,పోట్లాట
458,Bogen[Waffe]::N,bue,విల్లు
459,Pfeil::N,pil,బాణము
460,Gewehr::N,gevær,తుపాకి
461,Fehler::N,fejl,తప్ప
462,Lüge::N,løgn,అసత్యము
463,Schaden::N,skade,నష్టము
464,Unglück::N,uheld,దురదృష్టము
465,Unglück::N,ulykke,దురదృష్టము
466,Schuld::N,skyld,తప్పు
467,Alter::N,alder,వయస్సు
468,Schluss::N,slut,ముగింపు
469,Schluss::N,slutning,ముగింపు
470,Zeit::N,tid,కాలము
471,Tag::N,dag,దినము
472,Morgen::N,morgen,ఉదయము
473,Mittag::N,middag,మధ్యాహ్నము
474,Abend::N,aften,సాయంకాలము
475,Nacht::N,nat,రత్రి
476,Woche::N,uge,వారము
477,Monat::N,måned,నెల
478,Jahr::N,år,సంవత్సరము
479,Frühling::N,forår,వసంతకాలము
480,Sommer::N,sommer,వేసవికాము
481,Herbst::N,efterår,ఆకురాలుకాలము
482,Winter::N,vinter,శీతకాలము
483,Januar::N,januar,జనవరి
484,Februar::N,februar,ఫిబ్రవరి
485,März::N,marts,మార్చి
486,April::N,april,ఏప్రిలు
487,Mai::N,maj,మే
488,Juni::N,juni,జూన్
489,Juli::N,juli,జూలై
490,August::N,august,ఆగస్టు
491,September::N,september,సెప్ఠెంబరు
492,Oktober::N,oktober,అక్టోబరు
493,November::N,november,నవంబరు
494,Dezember::N,december,డిసెంబర్
495,Montag::N,mandag,సోమవారము
496,Dienstag::N,tirsdag,మంగళవారము
497,Mittwoch::N,onsdag,బుధవారము
498,Donnerstag::N,torsdag,గురువారము
499,Freitag::N,fredag,శుక్రవారము
500,Samstag::N,lørdag,శనివారము
501,Sonntag::N,søndag,ఆదివారము
502,groß::A,stor,గొప్పైన
503,klein::A,lille,చిన్న
504,lang::A,lang,పొడుగాటి
505,kurz::A,kort,పొట్టి
506,breit::A,bred,వెడల్పైన
507,schmal::A,smal,ఇఱుకైన
508,dicht::A,tæt,దట్టమైన
509,dick[Gegenstand]::A,tyk,దట్టమైన
510,dünn::A,tynd,పలుచని
511,fein::A,fin,నాజాకైన
512,fest::A,fast,దృడమైవ
513,flach::A,flad,చదువైన
514,glatt::A,glat,నున్నని
515,hart::A,hård,కఠినమైన
516,weich::A,blød,మృదువైన
517,rund::A,rund,గుండ్రని
518,spitz::A,spids,మొనగల
519,scharf::A,skarp,పదనైన
520,stumpf::A,sløv,వాడిలేని
521,stumpf::A,stump,వాడిలేని
522,schwer::A,tung,బరువ్తెన
523,schön::A,skøn,సుందరమైన
524,heiß::A,hed,వేడియైన
525,warm::A,varm,వెచ్చని
526,kalt::A,kold,చల్లని
527,kühl::A,kølig,చల్లని
528,frisch::A,frisk,తాజాయైన
529,feucht::A,fugtig,చెమ్మగానున్న
530,nass::A,våd,తడిగామన్న
531,trocken::A,tør,ఎండిన
532,voll::A,fuld,నిండు
533,leer::A,tom,శూన్యమైన
534,offen::A,åben,తెఱచియున్న
535,geschlossen::A,lukket,మూసిన
536,sauber::A,ren,పరిశుద్ధమైన
537,schmutzig::A,snavset,ముఱికియైన
538,roh::A,rå,పచ్చి
539,reif::A,moden,పండివ
540,lecker::A,lækker,రుచి గల
541,süß::A,sød,తియ్యని
542,bitter::A,bitter,చేదైన
543,sauer::A,sur,పుల్లని
544,hell::A,lys,కాంతిగల
545,dunkel::A,mørk,చీకటియైన
546,schwarz::A,sort,నల్లని
547,weiß::A,hvid,తెలుపు
548,rot::A,rød,ఎఱ్ఱని
549,gelb::A,gul,పసుపు పచ్చ
550,blau::A,blå,నీలవర్ణము
551,grün::A,grøn,ఆకుపచ్చని
552,grau::A,grå,నెరిసిన
553,bunt::A,broget,రంగేలీ
554,billig::A,billig,చౌకయైన
555,teuer::A,dyr,వెలపొడుగైన
556,wertvoll::A,værdifuld,విలుప్తెన
557,blind::A,blind,గ్రుడ్డి
558,taub::A,døv,చెవిటి
559,kräftig::A,kraftig,శక్తి గల
560,stark::A,stærk,బలమైన
561,schwach::A,svag,బలహీనమైన
562,fett::A,fed,క్రొవ్విన
563,schlank::A,slank,సన్నని
564,hübsch::A,køn,సాగప్తెన
565,böse::A,ond,చెడ్డ
566,böse::A,slem,చెడ్డ
567,dumm::A,dum,తెలివిలేని
568,faul::A,doven,సోమరియైన
569,fleißig::A,flittig,శ్రద్దగల
570,geizig::A,gerrig,పిసినారియైన
571,klug::A,klog,తెలివిగల
572,geschickt::A,dygtig,నిపుణతగల
573,geschickt::A,behændig,నిపుణతగల
574,lieb::A,rar,ప్రియమైన
575,lustig::A,lystig,ఉల్లాసము గల
576,sanft::A,blid,సాధువైన
577,hungrig::A,sulten,ఆకలిగొనిన
578,krank::A,syg,వ్యాధిగల
579,nackt::A,nøgen,దిగంబరమైన
580,traurig::A,bedrøvet,విచారముగల
581,lebendig::A,levende,ప్రాణముతో నున్న
582,gut::A,god,మంచి
583,schlecht::A,dårlig,చెడ్డ
584,richtig::A,rigtig,సరియైన
585,schlimm::A,slem,అసహ్యమైన
586,wahr::A,sand,నిజమైన
587,alt::A,gammel,ముసలి
588,neu::A,ny,క్రొత్త
589,ehemalig::A,forhenværende,పూర్వపు
590,alt[Lebewesen]::A,gammel,ముసలి
591,jung::A,ung,పసి
592,arm::A,fattig,బీద
593,reich::A,rig,ధనవంతుడైన
594,bekannt::A,kendt,తెలిసిన
595,berühmt::A,berømt,ప్రపిద్దికెక్కివ
596,fremd::A,fremmed,అన్యమైన
597,verschieden::A,forskellig,భేదమైన
598,nah::A,nær,దగ్గఱనున్న
599,fern::A,fjern,దూరమందున్న
600,linker::A,venstre,ఎడమప్రక్కగ
601,rechter::A,højre,కుడి
602,anderer::A,anden,వేఱ్తెన
603,erster::A,første,మొదటి
604,zweiter::A,anden,రెండన
605,dritter::A,tredje,మూడో
606,letzter::A,sidste,కడపటి
607,allein::ADV,alene,ఒంటిగా
608,auf einmal::ADV,på én gang,హరాత్తుగ
609,zusammen::ADV,sammen,కలిసి
610,lange::ADV,længe,బహుకాలము
611,plötzlich::ADV,pludselig,హరాత్తుగ
612,sofort::ADV,straks,తక్షణము
613,später::ADV,senere,ఇటీవలి
614,jetzt::ADV,nu,ఇప్పుడు
615,heute::ADV,i dag,నేడు
616,morgen::ADV,i morgen,ఱేపు
617,bald::ADV,snart,శీఘ్రముగ
618,dann::ADV,så,అప్పుడు
619,gestern::ADV,i går,నిన్నటి దినము
620,einst::ADV,engang,పూర్వమొకప్పుడు
621,damals::ADV,dengang,అప్పుడు
622,danach::ADV,derefter,అప్పుడు
623,vorher::ADV,før,ఎదుట
624,vorher::ADV,forud,ఎదుట
625,zuerst::ADV,først,మొదటిలో
626,einmal::ADV,en gang,ఒకసారి
627,manchmal::ADV,sommetider,అప్పటప్పటికి
628,oft::ADV,ofte,తఱచుగా
629,immer::ADV,altid,ఎల్లప్పుడు
630,niemals::ADV,aldrig,ఎప్పుడునులేదు
631,hier::ADV,her,ఇక్కడ
632,hierhin::ADV,hid,ఇక్కడకు
633,hierhin::ADV,herhen,ఇక్కడకు
634,von hier::ADV,herfra,ఇక్కడనుండి
635,dort::ADV,der,అక్కడ
636,dorthin::ADV,derhen,అక్కడికి
637,geradeaus::ADV,lige ud,సూటిగా
638,vorwärts::ADV,fremad,ముందుకు
639,rückwärts::ADV,baglæns,వెనుకకు
640,zurück::ADV,tilbage,వెనుకభాగము
641,unten::ADV,nede,క్రింద
642,unten::ADV,forneden,క్రింద
643,hinab::ADV,ned,కిందికి
644,hinab::ADV,nedad,కిందికి
645,oben::ADV,oppe,మీద
646,oben::ADV,ovenpå,మీద
647,hinauf::ADV,op,పైకి
648,hinauf::ADV,opad,పైకి
649,überall::ADV,overalt,అంతటా
650,nicht::ADV,ikke,కాదు
651,ein wenig::ADV,lidt,కొంచెము
652,kaum::ADV,knap,చాలిచాలక
653,kaum::ADV,næppe,చాలిచాలక
654,sehr::ADV,meget,చాల
655,so::ADV,så,ఆలాగున
656,noch::ADV,endnu,ఇప్పటికిని
657,nur::ADV,kun,మాత్రము
658,nur::ADV,bare,మాత్రము
659,schon::ADV,alt,ఇదివఱకే
660,schon::ADV,allerede,ఇదివఱకే
661,wieder::ADV,igen,తిరిగి
662,vergebens::ADV,forgæves,నిష్ఫలముగా
663,vor::PRP,foran,ముందు
664,vor::PRP,uden for,ముందు
665,hinter::PRP,bag,వెనుక
666,hinter::PRP,bagved,వెనుక
667,unter::PRP,under,క్రింద
668,durch::PRP,gennem,ద్వారా
669,durch::PRP,igennem,ద్వారా
670,neben::PRP,ved siden af,దగ్గెర
671,zwischen::PRP,mellem,మధ్య
672,wegen::PRP,på grund af,కారణంగా
673,dies::PRN,dette,ఇది
674,das::PRN,det,అది
675,alles::PRN,alt,సకలము
676,ich::PRN,jeg,నేను
677,du::PRN,du,నీవు
678,er::PRN,han,అతడు
679,wir::PRN,vi,మనము
680,ihr::PRN,I,మీరు
681,sie::PRN,de,వారు
682,was::FPRN,hvad,ఏమి
683,wer::FPRN,hvem,ఎవడు
684,wo::FADV,hvor,ఎక్కడ
685,wohin::FADV,hvorhen,ఎందుకు
686,wie::FADV,hvordan,ఎట్టు
687,warum::FADV,hvorfor,ఏల
688,wieviel::FNUM,hvor meget,ఎంత
689,eins::NUM,én,ఒకటి
690,zwei::NUM,to,రెండు
691,drei::NUM,tre,మూడు
692,vier::NUM,fire,నాలుగు
693,fünf::NUM,fem,అయిదు
694,sechs::NUM,seks,ఆఱు
695,sieben::NUM,syv,ఏరు
696,acht::NUM,otte,ఎనిమదు
697,neun::NUM,ni,తొమ్మిది
698,zehn::NUM,ti,పది
699,elf::NUM,elleve,పదునొకొండు
700,zwölf::NUM,tolv,పండ్రండు
701,zwanzig::NUM,tyve,ఇరుపది
702,dreißig::NUM,tredive,ముప్పది
703,vierzig::NUM,fyrre,నలువది
704,vierzig::NUM,fyrretyve,నలువది
705,fünfzig::NUM,halvtreds,ఏబది
706,sechzig::NUM,tres,అరుపది
707,siebzig::NUM,halvfjerds,డెబ్బది
708,achtzig::NUM,firs,ఎనుబది
709,neunzig::NUM,halvfems,తొంబది
710,hundert::NUM,hundrede,నూఱు
711,tausend::NUM,tusind,వేయి
712,und::CNJ,og,మఱియు
