,Concept_ID,tr,bg
86,Erde::N,toprak,почва
87,Staub::N,toz,прах
88,Rauch::N,duman,дим
89,Rauch::N,duman,пушек
90,Funke::N,kıvılcım,искра
91,Feuer::N,ateş,огън
92,Licht::N,ışık,светлина
93,Schatten::N,gölge,сянка
94,Wetter::N,hava,време
95,Nebel::N,pus,мъгла
96,Wolke::N,bulut,облак
97,Regen::N,yağmur,дъжд
98,Schnee::N,kar,сняг
99,Eis::N,buz,лед
100,Frost::N,don,мраз
101,Kälte::N,soğukluk,студ
102,Hitze::N,sıcaklık,жега
103,Hitze::N,sıcaklık,горещина
104,Raureif::N,kırç,скреж
105,Raureif::N,kırç,слана
106,Regenbogen::N,gökkuşağı,дъга
107,Donner::N,gök gürlemesi,гръм
108,Strömung::N,akıntı,течение
109,Strömung::N,cereyan,течение
110,Tropfen::N,damla,капка
111,Schaum::N,köpük,пяна
112,Schmutz::N,çamur,кал
113,Schmutz::N,çamur,мръсотия
114,Schmutz::N,pislik,кал
115,Schmutz::N,pislik,мръсотия
116,See::N,göl,езеро
117,Sumpf::N,batak,блато
118,Moor::N,cılgıt,мочурище
119,Wiese::N,çimen,ливада
120,Wald::N,koru,гора
121,Wald::N,orman,гора
122,Hügel::N,tepe,рид
123,Hügel::N,tepe,хълм
124,Anhöhe::N,tümsek,могила
125,Anhöhe::N,tümsek,възвишение
126,Anhöhe::N,yükseklik,могила
127,Anhöhe::N,yükseklik,възвишение
128,Berg::N,dağ,планина
129,Gipfel::N,zirve,връх
130,Höhle::N,in,пещера
131,Höhle::N,mağara,пещера
132,Abhang::N,bayır,склон
133,Abhang::N,bayır,стръмнина
134,Quelle::N,pınar,извор
135,Quelle::N,kaynak,извор
136,Bach::N,çay,поток
137,Bach::N,dere,поток
138,Fluss::N,nehir,река
139,Ufer::N,kıyı,бряг
140,Ufer::N,sahil,бряг
141,Küste::N,kıyı,бряг
142,Küste::N,kıyı,крайбрежие
143,Küste::N,sahil,бряг
144,Küste::N,sahil,крайбрежие
145,Festland::N,kara,суша
146,Meer::N,deniz,море
147,Bucht::N,koy,залив
148,Bucht::N,körfez,залив
149,Insel::N,ada,остров
150,Blume::N,çiçek,цвете
151,Gras::N,ot,трева
152,Gras::N,çim,трева
153,Wurzel::N,kök,корен
154,Baum::N,ağaç,дърво
155,Stamm::N,gövde,стъбло
156,Rinde::N,kabuk,кора
157,Ast::N,dal,клон
158,Ast::N,budak,клон
159,Zweig::N,dal,клон
160,Blatt::N,yaprak,лист
161,Birke::N,huş,бреза
162,Kiefer[Baum]::N,çam,бор
163,Weide[Baum]::N,söğüt,върба
164,Tanne::N,çam,ела
165,Tanne::N,köknar,ела
166,Horn::N,boynuz,рог
167,Feder::N,tüy,перо
168,Fell::N,post,кожа
169,Flügel::N,kanat,крило
170,Klaue::N,pençe,нокът
171,Kralle::N,tırnak,нокът
172,Schwanz::N,kuyruk,опашка
173,Ei::N,yumurta,яйце
174,Nest::N,yuva,гнездо
175,Bau::N,in,дупка
176,Tier::N,hayvan,животно
177,Herde::N,sürü,стадо
178,Kuh::N,inek,крава
179,Bulle::N,boğa,бик
180,Pferd::N,at,кон
181,Pferd::N,beygir,кон
182,Schaf::N,koyun,овца
183,Schwein::N,domuz,свиня
184,Hund::N,it,куче
185,Hund::N,köpek,куче
186,Katze::N,kedi,котка
187,Bär::N,ayı,мечка
188,Eichhörnchen::N,sincap,катерица
189,Elch::N,büyük kuzey geyiği,лос
190,Fuchs::N,tilki,лисица
191,Hase::N,tavşan,заек
192,Maus::N,fare,мишка
193,Maus::N,sıçan,мишка
194,Wolf::N,kurt,вълк
195,Vogel::N,kuş,птица
196,Schwarm::N,sürü,рой
197,Schwarm::N,sürü,рояк
198,Huhn::N,tavuk,кокошка
199,Hahn::N,horoz,петел
200,Gans::N,kaz,гъска
201,Adler::N,kartal,орел
202,Adler::N,karakuş,орел
203,Ente::N,ördek,патица
204,Eule::N,baykuş,сова
205,Kranich::N,turna,жерав
206,Krähe::N,karga,врана
207,Kuckuck::N,guguk,кукувица
208,Schwan::N,kuğu,лебед
209,Fisch::N,balık,риба
210,Barsch::N,hani,костур
211,Barsch::N,levrek,костур
212,Hecht::N,turnabalığı,щука
213,Schlange[Tier]::N,yılan,змия
214,Wurm::N,kurt,червей
215,Wurm::N,solucan,червей
216,Spinne::N,örümcek,паяк
217,Ameise::N,karınca,мравка
218,Laus::N,bit,въшка
219,Mücke::N,sivrisinek,комар
220,Fliege::N,sinek,муха
221,Schmetterling::N,kelebek,пеперуда
222,Beere::N,tane,плод
223,Apfel::N,elma,ябълка
224,Pilz::N,mantar,гъба
225,Zwiebel::N,soğan,лук
226,Zwiebel::N,soğan,кромид
227,Saat::N,ekin,семе
228,Korn::N,tane,зърно
229,Heu::N,kuru ot,сено
230,Schale::N,kabuk,кора
231,Grube::N,çukur,яма
232,Grube::N,çukur,дупка
233,Falle::N,tuzak,примка
234,Schlinge::N,ilmik,клуп
235,Spur::N,iz,диря
236,Spur::N,iz,следа
237,Asche::N,kül,пепел
238,Dreck::N,pislik,кал
239,Eisen::N,demir,желязо
240,Gold::N,altın,злато
241,Silber::N,gümüş,сребро
242,Kohle::N,kömür,въглища
243,Glas::N,cam,стъкло
244,Lehm::N,balçık,глина
245,Sand::N,kum,пясък
246,Mensch::N,insan,човек
247,Mann::N,adam,мъж
248,Mann::N,erkek,мъж
249,Frau::N,bayan,жена
250,Kind::N,çocuk,дете
251,Junge::N,erkek çocuk,момче
252,Mädchen::N,kız,момиче
253,Familie::N,aile,фамилия
254,Familie::N,aile,семейство
255,Großvater::N,dede,дядо
256,Großvater::N,büyükbaba,дядо
257,Großmutter::N,nine,баба
258,Großmutter::N,büyükanne,баба
259,Eltern::N,ebeveyn,родители
260,Eltern::N,ana baba,родители
261,Vater::N,ata,баща
262,Vater::N,baba,баща
263,Mutter::N,ana,майка
264,Mutter::N,anne,майка
265,Sohn::N,oğul,син
266,Tochter::N,kız,дъщеря
267,Tochter::N,kız evlât,дъщеря
268,Bruder::N,abi,брат
269,Bruder::N,erkek kardeş,брат
270,Schwester::N,abla,сестра
271,Schwester::N,kız kardeş,сестра
272,Onkel::N,dayı,чичо
273,Onkel::N,dayı,вуйчо
274,Tante::N,hala,леля
275,Tante::N,teyze,леля
276,Ehemann::N,koca,съпруг
277,Ehefrau::N,karı,съпруга
278,Freude::N,neşe,радост
279,Freude::N,sevinç,радост
280,Gelächter::N,gülme,смях
281,Gelächter::N,kahkaha,смях
282,Glück::N,mutluluk,щастие
283,Kummer::N,dert,тъга
284,Kummer::N,keder,тъга
285,Wunsch::N,arzu,желание
286,Wunsch::N,istek,желание
287,Lust::N,arzu,желание
288,Lust::N,heves,желание
289,Geist::N,tin,дух
290,Gedanke::N,fikir,мисъл
291,Gedanke::N,düşünce,мисъл
292,Gedächtnis::N,bellek,памет
293,Verstand::N,zekâ,ум
294,Verstand::N,zekâ,разум
295,Sinn::N,anlam,смисъл
296,Grund::N,sebep,причина
297,Wahrheit::N,doğruluk,правда
298,Wahrheit::N,gerçeklik,правда
299,Gespräch::N,görüşme,разговор
300,Märchen::N,masal,приказка
301,Erzählung::N,öykü,разказ
302,Erzählung::N,hikâye,разказ
303,Nachricht::N,haber,вест
304,Nachricht::N,haber,известие
305,Neuigkeit::N,haber,новина
306,Name::N,ad,име
307,Name::N,isim,име
308,Rätsel::N,bilmece,гатанка
309,Rede::N,söylev,реч
310,Rede::N,söylev,слово
311,Rede::N,konuşma,реч
312,Rede::N,konuşma,слово
313,Sprache::N,dil,език
314,Sprache::N,lisan,език
315,Stimme::N,ses,глас
316,Wort::N,kelime,дума
317,Zeichen::N,işaret,знак
318,Ruf::N,çağırma,зов
319,Lärm::N,şamata,шум
320,Lärm::N,şamata,глъчка
321,Lärm::N,gürültü,шум
322,Lärm::N,gürültü,глъчка
323,Laut::N,ses,звук
324,Ton::N,ses,тон
325,Lied::N,türkü,песен
326,Ruhe::N,sakinlik,тишина
327,Ruhe::N,sakinlik,спокойствие
328,Leute::N,halk,хора
329,Leute::N,insanlar,хора
330,Volk::N,ulus,народ
331,Volk::N,millet,народ
332,Arbeit::N,iş,труд
333,Arbeit::N,iş,работа
334,Arbeit::N,çalışma,труд
335,Arbeit::N,çalışma,работа
336,Gast::N,konuk,гост
337,Gast::N,misafir,гост
338,Geschenk::N,hediye,дар
339,Geschenk::N,hediye,подарък
340,Geschenk::N,armağan,дар
341,Geschenk::N,armağan,подарък
342,Spiel::N,oyun,игра
343,Gesellschaft::N,çevre,общество
344,Gesellschaft::N,arkadaşlık,общество
345,Hilfe::N,yardım,помощ
346,Freund::N,dost,приятел
347,Freund::N,arkadaş,приятел
348,Kamerad::N,arkadaş,другар
349,Angelegenheit::N,iş,работа
350,Angelegenheit::N,husus,работа
351,Anzahl::N,sayı,брой
352,Anzahl::N,sayı,количество
353,Art::N,çeşit,вид
354,Stück::N,tane,къс
355,Stück::N,tane,парче
356,Stück::N,parça,къс
357,Stück::N,parça,парче
358,Teil::N,kısım,дял
359,Teil::N,kısım,част
360,Hälfte::N,yarı,половина
361,Kreis::N,daire,кръг
362,Kreuz::N,haç,кръст
363,Linie::N,hat,черта
364,Linie::N,çizgi,черта
365,Strich::N,çizgi,щрих
366,Strich::N,çizgi,черта
367,Abstand::N,aralık,дистанция
368,Abstand::N,aralık,разстояние
369,Entfernung::N,mesafe,разстояние
370,Entfernung::N,uzaklık,разстояние
371,Gegend::N,yöre,местност
372,Platz::N,yer,място
373,Ort::N,yer,място
374,Seite::N,yan,страна
375,Seite::N,taraf,страна
376,Mitte::N,orta,среда
377,Mitte::N,merkez,среда
378,Gegenstand::N,şey,предмет
379,Sache::N,iş,вещ
380,Sache::N,şey,вещ
381,Rand::N,kenar,ръб
382,Kante::N,kenar,ръб
383,Kante::N,kenar,кант
384,Ecke::N,köşe,ъгъл
385,Spitze::N,uç,връх
386,Spitze::N,uç,острие
387,Spitze::N,baş,връх
388,Spitze::N,baş,острие
389,Ende::N,uç,край
390,Loch::N,oyuk,дупка
391,Loch::N,delik,дупка
392,Winkel::N,köşe,кът
393,Winkel::N,köşe,ъгъл
394,Muster::N,örnek,десен
395,Muster::N,örnek,образец
396,Größe::N,büyüklük,големина
397,Länge::N,uzunluk,дължина
398,Höhe::N,yükseklik,висота
399,Höhe::N,yükseklik,височина
400,Gewicht::N,ağırlık,тегло
401,Gewicht::N,ağırlık,тежест
402,Menge::N,miktar,количество
403,Haufen::N,küme,куп
404,Haufen::N,küme,грамада
405,Haufen::N,yığın,куп
406,Haufen::N,yığın,грамада
407,Reihe::N,sıra,ред
408,Reihe::N,sıra,редица
409,Boot::N,kayık,лодка
410,Boot::N,sandal,лодка
411,Ruder::N,kürek,весло
412,Ruder::N,kürek,гребло
413,Schlitten::N,kızak,шейна
414,Ski::N,kayak,ски
415,Lagerfeuer::N,kamp ateşi,огнище
416,Last::N,yük,товар
417,Gang::N,gidiş,ход
418,Gang::N,gidiş,вървеж
419,Gang::N,yürüyüş,ход
420,Gang::N,yürüyüş,вървеж
421,Schritt::N,adım,стъпка
422,Norden::N,kuzey,север
423,Süden::N,güney,юг
424,Westen::N,batı,запад
425,Osten::N,doğu,изток
426,Holz::N,ağaç,дърво
427,Holz::N,tahta,дърво
428,Brett::N,tahta,дъска
429,Platte::N,levha,
430,Stütze::N,dayak,
431,Stütze::N,destek,
432,Stange::N,çubuk,прът
433,Stange::N,çubuk,върлина
434,Stock::N,sopa,прът
435,Stock::N,sopa,тояга
436,Stock::N,değnek,прът
437,Stock::N,değnek,тояга
438,Stab::N,sırık,прът
439,Stab::N,baston,прът
440,Rohr::N,boru,цев
441,Rohr::N,boru,тръба
442,Haus::N,ev,къща
443,Heim::N,ev,дом
444,Heim::N,yurt,дом
445,Ofen::N,soba,печка
446,Fußboden::N,taban,под
447,Fußboden::N,döşeme,под
448,Tisch::N,masa,маса
449,Stuhl::N,iskemle,стол
450,Stuhl::N,sandalye,стол
451,Wiege::N,beşik,люлка
452,Bett::N,yatak,легло
453,Bett::N,yatak,креват
454,Regal::N,raf,рафт
455,Regal::N,raf,етажерка
456,Kiste::N,sandık,кутия
457,Kiste::N,sandık,сандък
458,Fenster::N,pencere,прозорец
459,Tür::N,kapı,врата
460,Tor::N,kapı,врата
461,Zaun::N,çit,ограда
462,Dach::N,dam,покрив
463,Dach::N,çatı,покрив
464,Leiter::N,merdiven,стълба
465,Besen::N,süpürge,метла
466,Spaten::N,bel,лопата
467,Schaufel::N,kürek,лопата
468,Gabel::N,çatal,вилица
469,Löffel::N,kaşık,лъжица
470,Messer::N,bıçak,нож
471,Nagel::N,çivi,гвоздей
472,Netz::N,ağ,мрежа
473,Haken::N,çengel,кука
474,Haken::N,çengel,закачалка
475,Griff::N,kulp,ръчка
476,Griff::N,kulp,дръжка
477,Griff::N,tutamak,ръчка
478,Griff::N,tutamak,дръжка
479,Schloss::N,kilit,брава
480,Schloss::N,kilit,ключалка
481,Bild::N,imaj,картина
482,Bild::N,resim,картина
483,Figur::N,şekil,фигура
484,Figur::N,heykel,фигура
485,Puppe::N,kukla,кукла
486,Beutel::N,kese,кесия
487,Beutel::N,torba,кесия
488,Bündel::N,deste,връзка
489,Tasche::N,çanta,чанта
490,Eimer::N,kova,кофа
491,Deckel::N,kapak,капак
492,Deckel::N,kapak,похлупак
493,Geschirr::N,kap kacak,съдове
494,Sack::N,torba,чувал
495,Tasse::N,fincan,чаша
496,Topf::N,tencere,гърне
497,Topf::N,tencere,тенджера
498,Kessel::N,kazan,котел
499,Essen::N,yemek,ядене
500,Nahrung::N,gıda,храна
501,Nahrung::N,besin,храна
502,Speise::N,yemek,ястие
503,Fleisch::N,et,месо
504,Getreide::N,tahıl,зърнено храни
505,Getreide::N,hububat,зърнено храни
506,Brei::N,ezme,каша
507,Brot::N,ekmek,хляб
508,Scheibe::N,dilim,резен
509,Fett::N,yağ,мазнина
510,Butter::N,tereyağı,масло
511,Öl::N,yağ,олио
512,Öl::N,yağ,оливия
513,Öl::N,akar yağ,олио
514,Öl::N,akar yağ,оливия
515,Salz::N,tuz,сол
516,Suppe::N,çorba,супа
517,Honig::N,bal,мед
518,Milch::N,süt,мляко
519,Tee::N,çay,чай
520,Leder::N,deri,кожа
521,Leder::N,meşin,кожа
522,Wolle::N,yün,вълна
523,Stoff::N,kumaş,плат
524,Stoff::N,kumaş,материал
525,Nadel::N,iğne,игла
526,Faden::N,tire,конец
527,Faden::N,iplik,конец
528,Knopf::N,düğme,копче
529,Knoten::N,düğüm,възел
530,Farbe::N,boya,боя
531,Kleidung::N,giyim,дрехи
532,Kleidung::N,giyim,облекло
533,Hemd::N,gömlek,риза
534,Kragen::N,yaka,яка
535,Ärmel::N,yen,ръкав
536,Ärmel::N,elbise kolu,ръкав
537,Hose::N,pantolon,панталони
538,Gürtel::N,kuşak,пояс
539,Gürtel::N,kuşak,колан
540,Mütze::N,bere,каскет
541,Mütze::N,bere,фуражка
542,Mütze::N,kasket,каскет
543,Mütze::N,kasket,фуражка
544,Schuh::N,kundura,обувка
545,Schuh::N,ayakkabı,обувка
546,Stiefel::N,çizme,ботуш
547,Ring::N,yüzük,пръстен
548,Band::N,bağ,лента
549,Band::N,bağ,връзка
550,Band::N,şerit,лента
551,Band::N,şerit,връзка
552,Kamm::N,tarak,гребен
553,Spiegel::N,ayna,огледало
554,Riemen::N,kayış,каиш
555,Riemen::N,kayış,ремък
556,Schnur::N,ip,връв
557,Schnur::N,sicim,връв
558,Leine::N,kayış,връв
559,Leine::N,kayış,въже
560,Decke::N,örtü,покривка
561,Decke::N,yorgan,покривка
562,Kissen::N,yastık,възглавница
563,Tuch::N,bez,сукно
564,Handtuch::N,havlu,пешкир
565,Handtuch::N,havlu,кърпа за лице
566,Kraft::N,güç,мощ
567,Kraft::N,güç,сила
568,Kraft::N,kuvvet,мощ
569,Kraft::N,kuvvet,сила
570,Stärke::N,kuvvet,сила
571,Gesundheit::N,sağlık,здраве
572,Krankheit::N,hastalık,болест
573,Schmerz::N,ağrı,болка
574,Schmerz::N,sancı,болка
575,Wunde::N,yara,рана
576,Fieber::N,ateş,треска
577,Fieber::N,ateş,температура
578,Arznei::N,ilâç,лек
579,Arznei::N,ilâç,лекарство
580,Brücke::N,köprü,мост
581,Brunnen::N,kuyu,чешма
582,Brunnen::N,kuyu,кладенец
583,Brunnen::N,çeşme,чешма
584,Brunnen::N,çeşme,кладенец
585,Weide::N,otlak,паша
586,Weide::N,otlak,пасище
587,Pfad::N,patika,пътека
588,Pfad::N,keçiyolu,пътека
589,Weg::N,yol,път
590,Straße::N,yol,шосе
591,Straße::N,cadde,шосе
592,Dorf::N,köy,село
593,Stadt::N,kent,град
594,Stadt::N,şehir,град
595,Brief::N,mektup,писмо
596,Buch::N,kitap,книга
597,Buchstabe::N,harf,буква
598,Zeitung::N,gazete,вестник
599,Leben::N,hayat,живот
600,Tod::N,ölüm,смърт
601,Grab::N,kabir,гроб
602,Kirche::N,kilise,църква
603,Sünde::N,günah,грях
604,Gott::N,tanrı,бог
605,Arbeiter::N,işçi,работник
606,Chef::N,şef,шеф
607,Chef::N,şef,началник
608,Chef::N,müdür,шеф
609,Chef::N,müdür,началник
610,Meister::N,usta,майстор
611,Arzt::N,hekim,лекар
612,Arzt::N,doktor,лекар
613,Lehrer::N,hoca,учител
614,Lehrer::N,öğretmen,учител
615,Geld::N,para,пари
616,Geschäft::N,ticaret,сделка
617,Laden::N,dükkân,дюкян
618,Laden::N,dükkân,магазин
619,Preis::N,fiyat,цена
620,Ware::N,mal,стока
621,Nutzen::N,fayda,полза
622,Nutzen::N,fayda,облага
623,Reichtum::N,servet,богатство
624,Reichtum::N,zenginlik,богатство
625,Welt::N,dünya,свят
626,Land::N,ülke,страна
627,Staat::N,devlet,щат
628,Staat::N,devlet,държава
629,König::N,kral,крал
630,Macht::N,kudret,мощ
631,Macht::N,kudret,власт
632,Macht::N,iktidar,мощ
633,Macht::N,iktidar,власт
634,Grenze::N,had,граница
635,Grenze::N,sınır,граница
636,Krieg::N,savaş,война
637,Feind::N,düşman,враг
638,Feind::N,düşman,неприятел
639,Gewalt::N,zor,сила
640,Gewalt::N,zor,насилие
641,Gewalt::N,cebir,сила
642,Gewalt::N,cebir,насилие
643,Kampf::N,savaş,борба
644,Kampf::N,savaş,сражение
645,Bogen[Waffe]::N,yay,лък
646,Pfeil::N,ok,стрела
647,Gewehr::N,tüfek,пушка
648,Fehler::N,hata,грешка
649,Fehler::N,yanlış,грешка
650,Lüge::N,yalan,лъжа
651,Schaden::N,zarar,повреда
652,Unglück::N,felâket,нещастие
653,Unglück::N,talihsizlik,нещастие
654,Schuld::N,suç,вина
655,Schuld::N,kabahat,вина
656,Alter::N,yaş,възраст
657,Schluss::N,son,край
658,Zeit::N,zaman,време
659,Tag::N,gün,ден
660,Morgen::N,sabah,утро
661,Morgen::N,sabah,сутрин
662,Mittag::N,öğle,обед
663,Mittag::N,öğle,пладне
664,Abend::N,akşam,вечер
665,Nacht::N,gece,нощ
666,Woche::N,hafta,седмица
667,Monat::N,ay,месец
668,Jahr::N,yıl,година
669,Jahr::N,sene,година
670,Frühling::N,ilkbahar,пролет
671,Sommer::N,yaz,лято
672,Herbst::N,güz,есен
673,Herbst::N,sonbahar,есен
674,Winter::N,kış,зима
675,Januar::N,ocak,януари
676,Februar::N,şubat,февруари
677,März::N,mart,март
678,April::N,nisan,април
679,Mai::N,mayıs,май
680,Juni::N,haziran,юни
681,Juli::N,temmuz,юли
682,August::N,ağustos,август
683,September::N,eylül,септември
684,Oktober::N,ekim,октомври
685,November::N,kasım,ноември
686,Dezember::N,aralık,декември
687,Montag::N,pazartesi,понеделник
688,Dienstag::N,salı,вторник
689,Mittwoch::N,çarşamba,сряда
690,Donnerstag::N,perşembe,четвъртък
691,Freitag::N,cuma,петък
692,Samstag::N,cumartesi,събота
693,Sonntag::N,pazar,неделя
694,groß::A,büyük,едър
695,groß::A,büyük,голям
696,klein::A,ufak,малък
697,klein::A,ufak,дребен
698,klein::A,küçük,малък
699,klein::A,küçük,дребен
700,lang::A,uzun,дълъг
701,kurz::A,kısa,къс
702,breit::A,enli,широк
703,breit::A,geniş,широк
704,schmal::A,dar,тесен
705,dicht::A,sık,гъст
706,dicht::A,yoğun,гъст
707,dick[Gegenstand]::A,kalın,дебел
708,dick[Gegenstand]::A,iri,дебел
709,dünn::A,ince,тънък
710,fein::A,ince,фин
711,fein::A,ince,тънък
712,fein::A,narin,фин
713,fein::A,narin,тънък
714,fest::A,sabit,твърд
715,fest::A,sabit,плътен
716,fest::A,sağlam,твърд
717,fest::A,sağlam,плътен
718,flach::A,düz,равен
719,flach::A,düz,плосък
720,flach::A,yassı,равен
721,flach::A,yassı,плосък
722,glatt::A,düz,гладък
723,hart::A,katı,твърд
724,hart::A,katı,корав
725,weich::A,yumuşak,мек
726,rund::A,yuvarlak,кръгъл
727,spitz::A,sivri,островръх
728,scharf::A,keskin,остър
729,stumpf::A,kör,тъп
730,schwer::A,ağır,тежък
731,schön::A,güzel,хубав
732,schön::A,güzel,красив
733,heiß::A,kızgın,жарък
734,warm::A,sıcak,топъл
735,kalt::A,soğuk,студен
736,kühl::A,serin,хладен
737,frisch::A,taze,свеж
738,feucht::A,nemli,влажен
739,feucht::A,rutubetli,влажен
740,nass::A,yaş,мокър
741,nass::A,ıslak,мокър
742,trocken::A,kuru,сух
743,voll::A,dolu,пълен
744,voll::A,dolmuş,пълен
745,leer::A,boş,празен
746,offen::A,açık,откровен
747,geschlossen::A,kapalı,закрит
748,geschlossen::A,kapalı,затворен
749,sauber::A,pak,чист
750,sauber::A,temiz,чист
751,schmutzig::A,pis,мръсен
752,schmutzig::A,kirli,мръсен
753,roh::A,çiğ,суров
754,reif::A,olgun,зрял
755,lecker::A,lezzetli,вкусен
756,süß::A,tatlı,сладък
757,süß::A,şekerli,сладък
758,bitter::A,acı,горчив
759,sauer::A,ekşi,кисел
760,hell::A,aydınlık,ясен
761,hell::A,aydınlık,светъл
762,dunkel::A,karanlık,тъмен
763,schwarz::A,kara,черен
764,schwarz::A,siyah,черен
765,weiß::A,ak,бял
766,weiß::A,beyaz,бял
767,rot::A,kırmızı,червен
768,gelb::A,sarı,жълт
769,blau::A,mavi,син
770,grün::A,yeşil,зелен
771,grau::A,boz,сив
772,bunt::A,renkli,шарен
773,bunt::A,renkli,пъстър
774,billig::A,ucuz,евтин
775,teuer::A,pahalı,скъп
776,wertvoll::A,değerli,ценен
777,blind::A,kör,сляп
778,taub::A,sağır,глух
779,kräftig::A,dinç,силен
780,kräftig::A,kuvvetli,силен
781,stark::A,güçlü,здрав
782,stark::A,güçlü,силен
783,stark::A,kuvvetli,здрав
784,stark::A,kuvvetli,силен
785,schwach::A,zayıf,слаб
786,schwach::A,güçsüz,слаб
787,fett::A,şişman,тлъст
788,schlank::A,narin,тънък
789,schlank::A,narin,строен
790,hübsch::A,güzel,хубав
791,hübsch::A,sevimli,хубав
792,böse::A,kötü,зъл
793,dumm::A,aptal,глупав
794,faul::A,tembel,ленив
795,faul::A,tembel,мързелив
796,fleißig::A,çalışkan,прилежен
797,geizig::A,cimri,скъпернически
798,klug::A,zekî,умен
799,klug::A,zekî,разумен
800,klug::A,akıllı,умен
801,klug::A,akıllı,разумен
802,geschickt::A,becerikli,умел
803,geschickt::A,becerikli,сръчен
804,lieb::A,sevimli,мил
805,lieb::A,sevimli,драг
806,lustig::A,neşeli,весел
807,sanft::A,nazik,нежен
808,sanft::A,nazik,кротък
809,hungrig::A,aç,гладен
810,krank::A,hasta,болен
811,krank::A,rahatsız,болен
812,nackt::A,çıplak,гол
813,traurig::A,kederli,тъжен
814,traurig::A,kederli,печален
815,traurig::A,üzüntülü,тъжен
816,traurig::A,üzüntülü,печален
817,lebendig::A,canlı,жив
818,gut::A,iyi,добър
819,schlecht::A,kötü,лош
820,richtig::A,doğru,правилен
821,schlimm::A,kötü,лош
822,wahr::A,doğru,верен
823,wahr::A,doğru,истински
824,wahr::A,gerçek,верен
825,wahr::A,gerçek,истински
826,alt::A,eski,стар
827,alt::A,eski,древен
828,neu::A,yeni,нов
829,ehemalig::A,önceki,бивш
830,alt[Lebewesen]::A,yaşlı,стар
831,jung::A,genç,млад
832,arm::A,fakir,беден
833,reich::A,zengin,богат
834,bekannt::A,bilinen,познат
835,bekannt::A,bilinen,известен
836,berühmt::A,ünlü,почут
837,berühmt::A,ünlü,известен
838,berühmt::A,meşhur,почут
839,berühmt::A,meşhur,известен
840,fremd::A,yabancı,чужд
841,verschieden::A,ayrı,разен
842,verschieden::A,ayrı,различен
843,verschieden::A,farklı,разен
844,verschieden::A,farklı,различен
845,nah::A,yakın,близък
846,nah::A,bitişik,близък
847,fern::A,uzak,далечен
848,linker::A,sol,ляв
849,rechter::A,sağ,прав
850,anderer::A,diğer,друг
851,erster::A,ilk,пръв
852,erster::A,ilk,първи
853,erster::A,birinci,пръв
