,Concept_ID,vep,el
127,Gipfel::N,ladv,κορυφή
128,Höhle::N,mägionduz,σπηλιά
129,Abhang::N,paute,πλαγιά
130,Quelle::N,lähte,πηγή
131,Quelle::N,lähte,βρύση
132,Bach::N,oja,ρυάκι
133,Fluss::N,jogi,ποτάμι
134,Fluss::N,jogi,ποταμός
135,Ufer::N,rand,όχθη
136,Küste::N,randišt,ακτή
137,Küste::N,randišt,ακρογιαλιά
138,Festland::N,kuivma,στεριά
139,Meer::N,meri,θάλασσα
140,Bucht::N,laht,κόλπος
141,Insel::N,sar',νησί
142,Insel::N,sar',νήσος
143,Blume::N,änik,άνθος
144,Blume::N,änik,λουλούδι
145,Gras::N,hein,χόρτο
146,Gras::N,hein,χορτάρι
147,Wurzel::N,jur',ρίζα
148,Baum::N,pu,δέντρο
149,Stamm::N,tüvi,κορμός
150,Rinde::N,kor',φλούδα
151,Ast::N,oks,κλαδί
152,Zweig::N,oks,κλαδί
153,Zweig::N,oks,κλάδος
154,Zweig::N,barb,κλαδί
155,Zweig::N,barb,κλάδος
156,Blatt::N,lehtez,φύλλο
157,Birke::N,koiv,σημύδα
158,Kiefer[Baum]::N,pedai,πεύκο
159,Weide[Baum]::N,raid,ιτιά
160,Tanne::N,kuz',έλατο
161,Horn::N,sar'v,κέρας
162,Horn::N,sar'v,κέρατο
163,Feder::N,höuneh,φτερό
164,Fell::N,nahk,δέρμα
165,Fell::N,nahk,τομάρι
166,Flügel::N,suug,πτερύγιο
167,Klaue::N,künz',κουλό
168,Kralle::N,künz',νύχι
169,Schwanz::N,händ,ουρά
170,Ei::N,muna,αβγό
171,Nest::N,peza,φωλιά
172,Bau::N,uru,φωλιά
173,Tier::N,živat,ζώο
174,Herde::N,kogo,κοπάδι
175,Kuh::N,lehm,αγελάδα
176,Bulle::N,härg,ταύρος
177,Pferd::N,hebo,άλογο
178,Schaf::N,lambaz,πρόβατο
179,Schwein::N,siga,γουρούνι
180,Hund::N,koir,σκυλί
181,Hund::N,koir,σκύλος
182,Katze::N,kaži,γάτα
183,Bär::N,kondi,άρκτος
184,Bär::N,kondi,αρκούδα
185,Eichhörnchen::N,orav,βερβερίτσα
186,Elch::N,hirb',άλκη
187,Fuchs::N,reboi,αλεπού
188,Hase::N,jäniš,λαγός
189,Maus::N,hir',ποντικός
190,Wolf::N,händikaz,λύκος
191,Vogel::N,lind,πουλί
192,Schwarm::N,parveh,σμήνος
193,Huhn::N,kana,κότα
194,Huhn::N,kana,όρνιθα
195,Hahn::N,kukoi,πετεινός
196,Gans::N,hanh',χήνα
197,Adler::N,orl,αετός
198,Ente::N,sorz,πάπια
199,Eule::N,hir'pulo,κουκουβάγια
200,Kranich::N,kurg,γερανός
201,Krähe::N,variš,καρακάξα
202,Kuckuck::N,kägi,κούκος
203,Schwan::N,joucen,κύκνος
204,Fisch::N,kala,ψάρι
205,Barsch::N,ahven,πέρκα
206,Hecht::N,haug',λούτσος
207,Schlange[Tier]::N,kü,φίδι
208,Schlange[Tier]::N,mado,φίδι
209,Wurm::N,mado,σκουλήκι
210,Spinne::N,hämähouk,αράχνη
211,Ameise::N,murahaine,μυρμήγκι
212,Laus::N,täi,ψείρα
213,Mücke::N,säs'k,κουνούπι
214,Fliege::N,kärbhaine,μύγα
215,Schmetterling::N,lipkaine,πεταλούδα
216,Beere::N,marj,ρόγα
217,Apfel::N,jablok,μήλο
218,Pilz::N,sen',μανιτάρι
219,Pilz::N,babuk,μανιτάρι
220,Zwiebel::N,lauk,κρεμμύδι
221,Saat::N,semned,σπόρος
222,Korn::N,jüvä,σπυρί
223,Korn::N,vill',σπυρί
224,Heu::N,hein,σανός
225,Schale::N,kor',τσόφλι
226,Grube::N,kop,λάκκος
227,Falle::N,rida,παγίδα
228,Schlinge::N,rihm,θηλειά
229,Spur::N,jäl'g,ίχνος
230,Asche::N,tuhk,στάχτη
231,Dreck::N,redu,βρωμιά
232,Dreck::N,pačak,βρωμιά
233,Eisen::N,raud,σίδερο
234,Gold::N,kuld,μάλαμα
235,Gold::N,kuld,χρυσάφι
236,Silber::N,hobed,ασήμι
237,Silber::N,hobed,άργυρος
238,Kohle::N,hil',κάρβουνο
239,Glas::N,stökol,γυαλί
240,Lehm::N,savi,πηλός
241,Sand::N,lete,άμμος
242,Mensch::N,mez',άνθρωπος
243,Mensch::N,ristit,άνθρωπος
244,Mann::N,mez',άνδρας
245,Frau::N,naine,γυναίκα
246,Kind::N,laps',παιδί
247,Junge::N,poig,αγόρι
248,Junge::N,prihaine,αγόρι
249,Mädchen::N,neičukaine,κοπέλα
250,Mädchen::N,neičukaine,κορίτσι
251,Familie::N,kanz,οικογένεια
252,Familie::N,pereh,οικογένεια
253,Großvater::N,ded,παππούς
254,Großmutter::N,bab,γιαγιά
255,Eltern::N,vanhembad,γονείς
256,Eltern::N,kazvatajad,γονείς
257,Vater::N,tat,πατέρας
258,Mutter::N,mam,μητέρα
259,Sohn::N,poig,γιος
260,Tochter::N,tütär,κόρη
261,Bruder::N,veik,αδελφός
262,Bruder::N,vell',αδελφός
263,Schwester::N,čiža,αδελφή
264,Schwester::N,sizar,αδελφή
265,Onkel::N,däd',θείος
266,Tante::N,tädi,θεία
267,Ehemann::N,mužik,σύζυγος
268,Ehefrau::N,ak,σύζυγος
269,Freude::N,ilo,χαρά
270,Freude::N,ihastuz,χαρά
271,Gelächter::N,nagr,γέλια
272,Glück::N,oza,ευτυχία
273,Kummer::N,gor'a,έγνοια
274,Wunsch::N,taht,επιθυμία
275,Lust::N,himo,όρεξη
276,Geist::N,heng,πνέυμα
277,Gedanke::N,meletuz,σκέψη
278,Gedächtnis::N,mušt,μνήμη
279,Verstand::N,mel',νους
280,Sinn::N,jüvä,νόημα
281,Grund::N,sü,λόγος
282,Wahrheit::N,tozi,αλήθεια
283,Gespräch::N,lodu,συνομιλία
284,Gespräch::N,pagin,συνομιλία
285,Märchen::N,sarn,παραμύθι
286,Erzählung::N,sanutez,διήγημα
287,Nachricht::N,tedotuz,είδηση
288,Neuigkeit::N,uzištuz,νέο
289,Name::N,nimi,όνομα
290,Rätsel::N,ozoitez,αίνιγμα
291,Rede::N,pagin,λόγος
292,Rede::N,pagin,ομιλία
293,Rede::N,sanad,λόγος
294,Rede::N,sanad,ομιλία
295,Sprache::N,kel',γλώσσα
296,Stimme::N,än',φωνή
297,Wort::N,sana,λέξη
298,Zeichen::N,znam,σημείο
299,Ruf::N,kida,κραυγή
300,Ruf::N,kucund,κραυγή
301,Lärm::N,judu,θόρυβος
302,Laut::N,kulund,ήχος
303,Ton::N,kulund,ήχος
304,Ton::N,kulund,τόνος
305,Lied::N,pajo,τραγούδι
306,Ruhe::N,lebu,ησυχία
307,Leute::N,rahvaz,κόσμος
308,Leute::N,rahvaz,άνθρωποι
309,Volk::N,rahvaz,λαός
310,Arbeit::N,tö,εργασία
311,Arbeit::N,rad,εργασία
312,Gast::N,adiv,επισκέπτης
313,Geschenk::N,lahj,δώρο
314,Spiel::N,vänd,παιχνίδι
315,Gesellschaft::N,sebr,κοινωνία
316,Hilfe::N,abu,βοήθεια
317,Freund::N,sebranik,φίλος
318,Kamerad::N,sebranik,σύντροφος
319,Angelegenheit::N,azj,υπόθεση
320,Anzahl::N,lugu,αριθμός
321,Art::N,rod,είδος
322,Art::N,rodsugu,είδος
323,Stück::N,pala,κομμάτι
324,Stück::N,supal,κομμάτι
325,Teil::N,pala,μέρος
326,Hälfte::N,pol',μισό
327,Kreis::N,ümbruz,κύκλος
328,Kreis::N,kehkruz,κύκλος
329,Kreuz::N,rist,σταυρός
330,Linie::N,pird,γραμμή
331,Strich::N,pird,γραμμή
332,Abstand::N,keskust,απόσταση
333,Entfernung::N,matk,απόσταση
334,Gegend::N,taho,περιοχή
335,Gegend::N,taho,τοποθεσία
336,Platz::N,avaruz',χώρος
337,Ort::N,koht,τόπος
338,Seite::N,pol',πλευρά
339,Seite::N,kül'g,πλευρά
340,Mitte::N,kesk,μέση
341,Gegenstand::N,kalu,αντικείμενο
342,Sache::N,azj,πράγμα
343,Rand::N,röun,άκρη
344,Rand::N,röun,χείλος
345,Kante::N,röun,άκρη
346,Ecke::N,saum,γωνιά
347,Spitze::N,agjaine,μύτη
348,Ende::N,agj,άκρη
349,Loch::N,reig,τρύπα
350,Winkel::N,čoga,γωνία
351,Winkel::N,saum,γωνία
352,Muster::N,kirjam,σχέδιο
353,Größe::N,suruz',μέγεθος
354,Länge::N,piduz,μήκος
355,Höhe::N,korktuz',ύψος
356,Gewicht::N,jügu,βάρος
357,Gewicht::N,vedäduz,βάρος
358,Menge::N,äjüz',ποσότητα
359,Haufen::N,kogo,σωρός
360,Reihe::N,rivi,αράδα
361,Boot::N,veneh,βάρκα
362,Ruder::N,air,κουπί
363,Schlitten::N,regi,έλκηθρο
364,Schlitten::N,regut,έλκηθρο
365,Ski::N,suks',σκι
366,Lagerfeuer::N,nodj,φωτιά
367,Lagerfeuer::N,pažag,φωτιά
368,Last::N,jüguz,φορτίο
369,Gang::N,astund,δρόμος
370,Schritt::N,hašk,βήμα
371,Norden::N,pohjoine,βορράς
372,Süden::N,suvi,νότος
373,Westen::N,päivlaskm,δύση
374,Osten::N,päivnouzm,ανατολή
375,Holz::N,pu,ξύλο
376,Brett::N,laud,σανίδι
377,Platte::N,keitim,πλάκα
378,Stütze::N,tugi,στήριγμα
379,Stange::N,arz',ραβδί
380,Stange::N,arz',κοντός
381,Stock::N,kalu,ξύλο
382,Stock::N,kalu,μπαστούνι
383,Stab::N,seibaz,ραβδί
384,Rohr::N,torv,σωλήνας
385,Haus::N,pert',σπίτι
386,Heim::N,kodi,σπίτι
387,Ofen::N,päč,σόμπα
388,Ofen::N,päč,θερμάστρα
389,Fußboden::N,lava,πάτωμα
390,Tisch::N,laud,τραπέζι
391,Tisch::N,stal'c,τραπέζι
392,Stuhl::N,ištim,καρέκλα
393,Wiege::N,kätte,κούνια
394,Bett::N,sija,κρεβάτι
395,Bett::N,magaduzsija,κρεβάτι
396,Regal::N,palič,ράφι
397,Kiste::N,mülütim,κιβώτιο
398,Fenster::N,ikun,παράθυρο
399,Tür::N,uks',πόρτα
400,Tor::N,verai,πύλη
401,Zaun::N,aid,φράχτης
402,Dach::N,katuz,στέγη
403,Leiter::N,pordhad,σκάλα
404,Leiter::N,pordhad,κλίμακα
405,Besen::N,lud,σκούπα
406,Besen::N,vast,σκούπα
407,Spaten::N,labid,φτυάρι
408,Schaufel::N,labid,φτυάρι
409,Gabel::N,hangoine,πιρούνι
410,Löffel::N,luzik,κουτάλι
411,Messer::N,veič,μαχαίρι
412,Nagel::N,nagl,καρφί
413,Netz::N,verk,δίχτυ
414,Haken::N,kouk,γάντζος
415,Haken::N,kouk,αγκίστρι
416,Griff::N,kägä,λαβή
417,Griff::N,varz',λαβή
418,Schloss::N,lukkol,κλειδαριά
419,Bild::N,kuva,εικόνα
420,Figur::N,figur,ανάστημα
421,Puppe::N,tätüine,κούκλα
422,Beutel::N,havad,πουγγί
423,Bündel::N,toppaz,δεμάτι
424,Bündel::N,käč,δεμάτι
425,Tasche::N,sumk,τσάντα
426,Eimer::N,vädr,κουβάς
427,Deckel::N,katuz,καπάκι
428,Geschirr::N,astii,σκεύη
429,Sack::N,havad,σάκος
430,Tasse::N,čašk,φλιτζάνι
431,Topf::N,pada,χύτρα
432,Kessel::N,katil,καζάνι
433,Essen::N,sönd,φαγητό
434,Nahrung::N,söm,τροφή
435,Speise::N,sömine,φαγητό
436,Fleisch::N,liha,κρέας
437,Getreide::N,vill',σιτάρι
438,Brei::N,pudr,χυλός
439,Brot::N,leib,ψωμί
440,Brot::N,leib,άρτος
441,Scheibe::N,bibaleh,φέτα
442,Scheibe::N,šlik,φέτα
443,Fett::N,razv,πάχος
444,Butter::N,voi,βούτυρο
445,Öl::N,voi,λάδι
446,Salz::N,sol,αλάτι
447,Suppe::N,lem',σούπα
448,Suppe::N,keitoz,σούπα
449,Honig::N,mezi,μέλι
450,Milch::N,maid,γάλα
451,Tee::N,čai,τσάι
452,Leder::N,nahk,πετσί
453,Wolle::N,vill,μαλλί
454,Stoff::N,kangaz,ύφασμα
455,Nadel::N,negl,βελόνα
456,Faden::N,nit',κλωστή
457,Knopf::N,nübl',κουμπί
458,Knoten::N,sol'm,κόμπος
459,Farbe::N,muju,μπογιά
460,Kleidung::N,sobad,ρούχα
461,Kleidung::N,sobad,ενδυμασία
462,Hemd::N,paid,πουκάμισο
463,Kragen::N,kagluz,κολάρο
464,Ärmel::N,hijam,μανίκι
465,Hose::N,štanad,πανταλόνι
466,Gürtel::N,vö,ζώνη
467,Mütze::N,šapuk,σκούφος
468,Schuh::N,keng',παπούτσι
469,Stiefel::N,sapug,μπότα
470,Ring::N,rengaz,δαχτυλίδι
471,Band::N,lentaine,κορδέλα
472,Kamm::N,suga,χτένα
473,Spiegel::N,zerkol,καθρέφτης
474,Riemen::N,vö,λουρί
475,Schnur::N,nor,κορδόνι
476,Leine::N,talutimnor,σχοινί
477,Decke::N,sijakatuz,κουβέρτα
478,Kissen::N,pöluz,μαξιλάρι
479,Tuch::N,paik,πανί
480,Tuch::N,paik,μαντήλι
481,Handtuch::N,käzipaik,πετσέτα
482,Kraft::N,vägi,δύναμη
483,Stärke::N,vahvuz',ισχύς
484,Stärke::N,vahvuz',δύναμη
485,Gesundheit::N,tervhuz,υγεία
486,Krankheit::N,läžund,αρρώστια
487,Schmerz::N,kibu,πόνος
488,Wunde::N,čapatez,πληγή
489,Fieber::N,säru,πυρετός
490,Arznei::N,zel'l',φάρμακο
491,Brücke::N,sild,γέφυρα
492,Brunnen::N,kaiv,πηγάδι
493,Weide::N,omaluine,βοσκή
494,Pfad::N,tehut,μονοπάτι
495,Weg::N,te,δρόμος
496,Straße::N,te,οδός
497,Straße::N,te,δρόμος
498,Dorf::N,külä,χωριό
499,Stadt::N,lidn,πόλη
500,Brief::N,kirjeine,γράμμα
501,Brief::N,kirjeine,επιστολή
502,Buch::N,kirj,βιβλίο
503,Buchstabe::N,kirjam,γράμμα
504,Zeitung::N,lehtez,εφημερίδα
505,Leben::N,elo,ζωή
506,Leben::N,elo,βίος
507,Tod::N,surm,θάνατος
508,Grab::N,kaum,τάφος
509,Kirche::N,jumalanpert',εκκλησία
510,Sünde::N,grähk,αμαρτία
511,Gott::N,jumal,θεός
512,Arbeiter::N,radnik,εργάτης
513,Chef::N,pämez',προϊστάμενος
514,Meister::N,mastar,μάστορας
515,Meister::N,mastar,αρχιτεχνίτης
516,Arzt::N,lekar',γιατρός
517,Lehrer::N,opendai,δάσκαλος
518,Geld::N,rahad,λεφτά
519,Geld::N,rahad,χρήματα
520,Geschäft::N,biznes,συναλλαγή
521,Laden::N,lauk,μαγαζί
522,Laden::N,lauk,κατάστημα
523,Preis::N,arv,τιμή
524,Ware::N,tavar,εμπόρευμα
525,Nutzen::N,liža,όφελος
526,Reichtum::N,kodielo,πλούτος
527,Reichtum::N,kal'huz',πλούτος
528,Welt::N,mail'm,κόσμος
529,Land::N,ma,χώρα
530,Staat::N,valdkund,κράτος
531,Staat::N,valdkund,πολιτεία
532,König::N,kunigaz,βασιλιάς
533,Macht::N,vald,εξουσία
534,Grenze::N,röun,σύνορα
535,Krieg::N,soda,πόλεμος
536,Feind::N,vihanik,εχθρός
537,Feind::N,vastustai,εχθρός
538,Gewalt::N,vägivald,βία
539,Kampf::N,tora,αγώνας
540,Bogen[Waffe]::N,taug,τόξο
541,Pfeil::N,nol,σαΐτα
542,Gewehr::N,oružj,τουφέκι
543,Fehler::N,viga,λάθος
544,Fehler::N,viga,σφάλμα
545,Lüge::N,kelastuz,ψέμα
546,Lüge::N,kelastuz,ψεύδος
547,Schaden::N,pahuz',ζημία
548,Unglück::N,bed,δυστυχία
549,Unglück::N,gor'a,δυστυχία
550,Schuld::N,värhuz',ενοχή
551,Schuld::N,värhuz',φταίξιμο
552,Alter::N,igä,ηλικία
553,Schluss::N,lop,τέλος
554,Zeit::N,aig,χρόνος
555,Tag::N,päiv,μέρα
556,Tag::N,päiv,ημέρα
557,Morgen::N,homendez,πρωί
558,Mittag::N,keskpäiv,μεσημέρι
559,Abend::N,eht,βράδυ
560,Nacht::N,ö,νύχτα
561,Woche::N,nedal',εβδομάδα
562,Monat::N,ku,μήνας
563,Jahr::N,voz',έτος
564,Jahr::N,voz',χρόνος
565,Frühling::N,keväz',άνοιξη
566,Sommer::N,keza,καλοκαίρι
567,Herbst::N,sügüz',φθινόπωρο
568,Winter::N,tal'v,χειμώνας
569,Januar::N,viluku,Ιανουάριος
570,Februar::N,uhoku,Φεβρουάριος
571,März::N,keväz'ku,Μάρτιος
572,April::N,sulaku,Απρίλιος
573,Mai::N,semendku,Μάιος
574,Juni::N,kezaku,Ιούνιος
575,Juli::N,heinku,Ιούλιος
576,August::N,eloku,Αύγουστος
577,September::N,sügüz'ku,Σεπτέμβριος
578,Oktober::N,reduku,Οκτώβριος
579,November::N,kül'mku,Νοέμβριος
580,Dezember::N,tal'vku,Δεκέμβριος
581,Montag::N,ezmärg,Δευτέρα
582,Dienstag::N,tožnarg,Τρίτη
583,Mittwoch::N,koumanz'päiv,Τετάρτη
584,Donnerstag::N,nellänz'päiv,Πέμπτη
585,Freitag::N,pätnič,Παρασκευή
586,Freitag::N,videnz'päiv,Παρασκευή
587,Samstag::N,sobat,Σάββατο
588,Sonntag::N,pühäpäiv,Κυριακή
589,groß::A,sur',μεγάλος
590,groß::A,järed,μεγάλος
591,klein::A,pen',μικρός
592,klein::A,pičuine,μικρός
593,lang::A,pit'k,μακρύς
594,kurz::A,lühüd,κοντός
595,breit::A,leved,φαρδύς
596,schmal::A,kaid,στενός
597,dicht::A,tihed,πυκνός
598,dick[Gegenstand]::A,paks,παχύς
599,dick[Gegenstand]::A,paks,χοντρός
600,dünn::A,hoik,ψιλός
601,dünn::A,hoik,λεπτός
602,fein::A,hen,ψιλός
603,fest::A,luja,στερεός
604,fest::A,ninev,στερεός
605,flach::A,lapak,επίπεδος
606,glatt::A,siled,λείος
607,glatt::A,siled,ομαλός
608,hart::A,kova,σκληρός
609,weich::A,pehmed,μαλακός
610,rund::A,kehker,στρογγυλός
611,spitz::A,nügu,μυτερός
612,spitz::A,terav,μυτερός
613,scharf::A,terav,κοφτερός
614,stumpf::A,tül'c,αμβλύς
615,schwer::A,jüged,βαρύς
616,schön::A,čoma,ωραίος
617,schön::A,čoma,όμορφος
618,heiß::A,räk,ζεστός
619,warm::A,läm',θερμός
620,kalt::A,vilu,κρύος
621,kalt::A,vilu,ψυχρός
622,kühl::A,raibak,δροσερός
623,kühl::A,viluhk,δροσερός
624,frisch::A,lahed,νωπός
625,frisch::A,lahed,φρέσκος
626,feucht::A,neps,υγρός
627,feucht::A,toreh,υγρός
628,nass::A,märg,βρεγμένος
629,trocken::A,kuiv,ξηρός
630,trocken::A,kuiv,στεγνός
631,voll::A,täuz',γεμάτος
632,leer::A,joudai,άδειος
633,offen::A,avoin,ανοιχτός
634,offen::A,avol'jaine,ανοιχτός
635,geschlossen::A,saubaline,κλειστός
636,sauber::A,puhtaz,καθαρός
637,schmutzig::A,redukaz,βρώμικος
638,schmutzig::A,redukaz,λερωμένος
639,roh::A,rohk,ωμός
640,roh::A,toreh,ωμός
641,reif::A,küps,ώριμος
642,lecker::A,magukaz,νόστιμος
643,süß::A,maged,γλυκός
644,bitter::A,karged,πικρός
645,sauer::A,muiged,ξινός
646,hell::A,kirkas,φωτεινός
647,hell::A,valgei,φωτεινός
648,dunkel::A,pimed,σκοτεινός
649,schwarz::A,must,μαύρος
650,schwarz::A,must,μελανός
651,weiß::A,vauged,άσπρος
652,rot::A,rusked,κόκκινος
653,gelb::A,pakuine,κίτρινος
654,blau::A,sinine,μπλε
655,blau::A,sinine,γαλανός
656,grün::A,vihand,πράσινος
657,grau::A,hahk,γκρίζος
658,bunt::A,kirjav,ποικιλόχρωπος
659,billig::A,odav,φτηνός
660,teuer::A,kalliž,ακριβός
661,wertvoll::A,arvokas,πολύτιμος
662,blind::A,soged,τυφλός
663,taub::A,kurdiž,κουφός
664,kräftig::A,vägev,δυνατός
665,stark::A,vahv,γερός
666,stark::A,vägekaz,γερός
667,schwach::A,väll',αδύνατος
668,fett::A,razvakaz,παχύς
669,schlank::A,kapos,λεπτός
670,schlank::A,kapos,λυγερός
671,hübsch::A,čoma,όμορφος
672,hübsch::A,čoma,χαριτωμένος
673,böse::A,äred,κακός
674,böse::A,käred,κακός
675,dumm::A,el'getoi,κουτός
676,dumm::A,el'getoi,ανόητος
677,faul::A,lašk,τεμπέλης
678,fleißig::A,radonnavedii,εργατικός
679,geizig::A,ažlak,τσιγγούνης
680,klug::A,melev,έξυπνος
681,klug::A,melekaz,έξυπνος
682,geschickt::A,mahtokaz,επιδέξιος
683,lieb::A,izo,φίλος
684,lieb::A,izo,αγαπητός
685,lieb::A,sula,φίλος
686,lieb::A,sula,αγαπητός
687,lustig::A,ilokaz,εύθυμος
688,lustig::A,ilokaz,χαρούμενος
689,sanft::A,laskav,ήπιος
690,hungrig::A,näl'ghine,πεινασμένος
691,krank::A,läžui,άρρωστος
692,nackt::A,alastoi,γυμνός
693,traurig::A,opalahine,λυπημένος
694,lebendig::A,eläb,ζωντανός
695,gut::A,hüvä,καλός
696,schlecht::A,huba,κακός
697,richtig::A,oiged,σωστός
698,schlimm::A,paha,άσχημος
699,wahr::A,todesine,αληθής
700,wahr::A,todesine,αληθινός
701,alt::A,vanh,παλιός
702,neu::A,uz',νέος
703,neu::A,uz',καινούργιος
704,ehemalig::A,edeline,παλιός
705,alt[Lebewesen]::A,ravaz,γέρος
706,jung::A,nor',νέος
707,arm::A,gol'l',φτωχός
708,reich::A,elokaz,πλούσιος
709,bekannt::A,tutab,γνωστός
710,berühmt::A,tetab,περίφημος
711,berühmt::A,tetab,ξακουσμένος
712,fremd::A,veraz,ξένος
713,verschieden::A,erazvuitte,διαφορετικός
714,nah::A,läheline,κοντινός
715,fern::A,edahaine,μακριά
716,linker::A,hura,αριστερός
717,rechter::A,oiged,δεξιός
718,anderer::A,toine,άλλος
719,erster::A,ezmäine,πρώτος
720,zweiter::A,toine,δεύτερος
721,dritter::A,koumanz',τρίτος
722,letzter::A,jäl'gmäine,τελευταίος
723,allein::ADV,üksnäze,μόνος
724,auf einmal::ADV,ühten aigan,εφάπαξ
725,zusammen::ADV,ühtes,μαζί
726,lange::ADV,hätken,πολύν καιρό
727,plötzlich::ADV,äkkid,έξαφνα
728,sofort::ADV,kerdalaz,αμέσως
729,später::ADV,möhemba,αργότερα
730,jetzt::ADV,nügüd',τώρα
731,heute::ADV,tämbei,σήμερα
732,morgen::ADV,homen,αύριο
733,bald::ADV,pigai,σε λίγο
734,bald::ADV,pigai,εντός ολίγου
735,dann::ADV,sid',ύστερα
736,gestern::ADV,eglai,χτες
737,einst::ADV,ende,ποτέ
738,einst::ADV,ende,άλλοτε
739,einst::ADV,kerdan,ποτέ
740,einst::ADV,kerdan,άλλοτε
